material_code,material,Abbreviation,rep,length incl pet. (mm),width (mm),curliness incl pet. (mm),comments,ALL MEASUREMENTS IN MM,Taxon,Rainfall a,Soil P b,room temp,air humidity,rep#,max_temp (C),point_burning_time (s),time to edge (s),RoS (cm/s),bulk density (g/cm3),packing ratio,total mass before (g),total mass after (g),fuel consumption (%),FMC%,%N leaves,%C leaves,%P leaves,mass ash( g),mass char (g),mass unburnt (g),ash% of mass before,char% of mass before,unburnt% of mass before,senesced_leaf_N,senesced_leaf_C,senesced_leaf_P,site_conditions,site_name
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,21.7,62.5,3,706.16,499.8,136,0.092,0.05547862,NA,81.72,5.058,93.81057269,6.178132918,0.832866224,51.41695,0.024441813,1.976,2.903,0.179,2.418012726,3.55237396,0.219040627,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,21,72.3,4,670.88,420.2,68,0.184,0.0537814,NA,79.22,NA,NA,5.794460641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,23.4,71.4,5,619.88,538.4,90,0.139,0.05953836,NA,87.7,NA,NA,5.78532154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Euc_haem,NA,NA,NA,NA,NA,NA,Eucalyptus haemastoma,high,low,20.9,64,6,646.96,549.4,143,0.087,0.05321792,NA,78.39,NA,NA,5.815654718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Euc_int,NA,NA,NA,NA,NA,NA,Eucalyptus intertexta,low,high,22.8,63.4,1,604,902.8,175,0.071,0.0738425,NA,108.77,9.757,91.02969569,6.177076184,1.413209865,48.54248092,0.073792457,6.617,2.905,0.235,6.0834789,2.670773191,0.21605222,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Euc_int,NA,NA,NA,NA,NA,NA,Eucalyptus intertexta,low,high,23.5,72.3,5,593.22,796.8,145,0.086,0.06128988,NA,90.28,NA,NA,6.169296987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Euc_soc,NA,NA,NA,NA,NA,NA,Eucalyptus socialis,low,low,22.7,67,1,670.8,673.2,124,0.101,0.08680244,NA,127.86,44.152,65.46848115,5.293276109,1.080975297,52.38784995,0.050585304,2.556,23.903,17.693,1.999061473,18.69466604,13.83779133,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_soc,NA,NA,NA,NA,NA,NA,Eucalyptus socialis,low,low,19.5,74.4,2,711.24,605.6,114,0.11,0.08800407,NA,129.63,45.555,64.85767184,5.097250168,0.998109084,52.53563416,0.044434776,2.766,22.449,20.34,2.133765332,17.31775052,15.69081231,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_soc,NA,NA,NA,NA,NA,NA,Eucalyptus socialis,low,low,18.6,69.8,3,722.3,666.4,140,0.089,0.0910998,NA,134.19,36.421,72.85863328,5.58698727,1.083256913,52.45323014,0.045736568,3.191,23.92,9.31,2.377971533,17.82547135,6.937923839,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Euc_soc,NA,NA,NA,NA,NA,NA,Eucalyptus socialis,low,low,19.8,78.3,4,682.84,595,111,0.113,0.0814664,NA,120,NA,NA,5.054789678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,21,72.9,1,623.36,259.6,61,0.205,0.03504413,NA,51.62,6.054,88.2719876,7.59760816,1.8173453,45.88045388,0.100872826,5.2,0.106,0.748,10.07361488,0.205346765,1.449050756,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,19.8,67.1,2,652.24,247,99,0.126,0.02900883,NA,42.73,5.134,87.98502223,6.659505908,1.753367557,47.7870009,0.089294624,4.224,0.311,0.599,9.885326469,0.727825883,1.401825415,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,22.5,60.7,3,641.48,237.4,83,0.151,0.03080109,NA,45.37,5.289,88.34251708,7.303877367,1.760486975,45.64551829,0.091355702,4.717,0.291,0.281,10.39673793,0.641392991,0.619351995,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,19.2,74.9,4,597.2,219.4,78,0.16,0.02984386,NA,43.96,NA,NA,6.658484198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,22.1,75.5,5,614.72,228,80,0.156,0.03101833,NA,45.69,NA,NA,6.836827712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Gei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,18.6,67.4,6,683.06,198.4,88,0.142,0.03042091,NA,44.81,NA,NA,6.485260771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Hak_dac,NA,NA,NA,NA,NA,NA,Hakea dactyloides,high,low,18.3,82.9,1,753.08,414.2,73,0.171,0.05352342,NA,78.84,5.42,93.1253171,4.986449864,0.715989539,51.85545308,0.020520673,1.35,3.757,0.313,1.712328767,4.765347539,0.397006596,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Hak_dac,NA,NA,NA,NA,NA,NA,Hakea dactyloides,high,low,21.5,61.4,2,747.42,285.8,91,0.137,0.04624576,NA,68.12,7.132,89.53024075,4.945407836,0.661264784,53.74279968,0.018575892,1.122,4.934,1.076,1.647093365,7.243100411,1.579565473,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Hak_dac,NA,NA,NA,NA,NA,NA,Hakea dactyloides,high,low,21.3,58.6,3,734.42,333.2,90,0.139,0.05147997,NA,75.83,6.945,90.84135566,5.047189167,0.732296266,53.25095742,0.020036885,1.175,5.175,0.595,1.54951866,6.824475801,0.784649875,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Hak_dac,NA,NA,NA,NA,NA,NA,Hakea dactyloides,high,low,23,64.2,4,774.94,394.4,75,0.167,0.05164291,NA,76.07,NA,NA,4.857530529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Hak_tep,NA,NA,NA,NA,NA,NA,Hakea tephrosperma,low,high,22.3,69.1,1,763.48,1376.6,199,0.063,0.11378819,NA,167.61,10.759,93.58093193,6.488360575,0.928140038,47.90259896,0.032618452,8.333,0.867,1.559,4.971660402,0.517272239,0.930135433,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Hak_tep,NA,NA,NA,NA,NA,NA,Hakea tephrosperma,low,high,20.8,62.9,2,739.94,1436.4,199,0.063,0.10034623,NA,147.81,10.012,93.22643935,6.100278552,0.962697921,48.10340888,0.034359044,6.769,1.565,1.678,4.579527772,1.058791692,1.135241188,NA,NA,NA,low rainfall high soil P,Round Hill woodland
NA,dried,Hak_ter,NA,NA,NA,NA,NA,NA,Hakea teretifolia,high,low,21.4,70.4,1,719.8,581.2,92,0.136,0.06391039,NA,94.14,3.489,96.29381772,5.940934066,0.634898012,48.3017782,0.01591588,2.823,0.117,0.549,2.998725303,0.124282983,0.583173996,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Lam_for,NA,NA,NA,NA,NA,NA,Lambertia formosa,high,low,22.8,66.4,1,629.74,598,120,0.104,0.0626205,NA,92.24,15.671,83.01062446,6.436041834,0.614883984,49.87354809,0.019492488,1.547,10.682,3.442,1.677146574,11.58065915,3.731569818,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,17.8,85.4,1,642.44,107.2,55,0.227,0.0173795,NA,25.6,2.85,88.8671875,6.570657066,1.486661817,47.02068,0.061214491,1.032,1.168,0.65,4.03125,4.5625,2.5390625,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,20.7,62.1,2,637.22,96,34,0.368,0.0144535,NA,21.29,1.399,93.42883983,5.829959514,1.635483341,47.54847147,0.064164617,0.686,0.705,0.008,3.222170033,3.311413809,0.037576327,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,21.4,58.3,3,661.32,101.8,43,0.291,0.01429056,NA,21.05,1.717,91.8432304,6.232132647,1.368932559,47.0495239,0.052117567,0.828,0.836,0.053,3.933491686,3.971496437,0.251781473,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,22,67.2,4,598.68,96,41,0.305,0.0146368,NA,21.56,NA,NA,7.221350078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,22.5,74.6,5,618.82,99.4,36,0.347,0.01311609,NA,19.32,NA,NA,6.142034549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Las_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,20.3,65.6,6,620.08,92.2,34,0.368,0.01440597,NA,21.22,NA,NA,6.127574083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,22.1,69.9,1,432.54,54.8,20,0.625,0.00743381,NA,10.95,0.621,94.32876712,5.743788319,0.753492724,49.26882058,0.06044335,0.193,0.014,0.414,1.762557078,0.127853881,3.780821918,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,17,78.4,2,534.62,62.2,20,0.625,0.00726409,NA,10.7,0.462,95.68224299,5.47024952,0.98984034,50.30651256,0.064801171,0.207,0.001,0.254,1.934579439,0.009345794,2.373831776,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,20.8,69.5,3,606.6,59,17,0.735,0.00715547,NA,10.54,0.548,94.80075901,6.68358714,0.696689515,48.1433233,0.040792839,0.197,NA,0.351,1.869070209,NA,3.330170778,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,22.6,65.2,4,564.74,59,19,0.658,0.00674134,NA,9.93,NA,NA,6.293706294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,22.4,74.4,5,536.24,71,23,0.543,0.00693143,NA,10.21,NA,NA,5.832147937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Lom_sil,NA,NA,NA,NA,NA,NA,Lomatia silaifolia,high,high,22.1,60.1,6,NA,NA,19,0.658,0.00631365,NA,9.3,NA,NA,4.619076185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Mac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,22.2,68.7,1,736.86,337.8,84,0.149,0.04464358,NA,65.76,1.649,97.49239659,6.89539186,1.536542942,50.86765469,0.066846605,1.211,0.195,0.243,1.841545012,0.296532847,0.369525547,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Mac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,23.2,56.7,2,676.54,311,78,0.16,0.03991853,NA,58.8,1.351,97.70238095,6.29222973,1.477104867,52.19769123,0.065331947,1.069,0.053,0.229,1.818027211,0.090136054,0.389455782,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Mac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,19.8,70.7,3,678.54,287,77,0.162,0.04167685,NA,61.39,1.551,97.47352989,6.940451745,1.533784266,51.25429543,0.068746991,1.162,0.157,0.232,1.89281642,0.255741978,0.377911712,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Mac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,23.1,65.3,4,703.78,309.4,96,0.13,0.04040733,NA,59.52,NA,NA,7.412444747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Mac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,23.9,71.2,5,637.96,351,92,0.136,0.04046843,NA,59.61,NA,NA,6.258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Per_lev,NA,NA,NA,NA,NA,NA,Persoonia levis,high,low,20.9,73.1,1,692.16,262.4,64,0.195,0.03496945,NA,51.51,3.423,93.35468841,5.354200988,0.810504073,47.81341242,0.033258172,1.567,1.234,0.622,3.042127742,2.39565133,1.207532518,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Per_lev,NA,NA,NA,NA,NA,NA,Persoonia levis,high,low,22,57.8,2,561.22,279.8,74,0.169,0.03379498,NA,49.78,3.047,93.8790679,5.239687848,0.860805019,50.33632364,0.032874424,1.589,1.207,0.251,3.192044998,2.424668542,0.504218562,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,Per_lev,NA,NA,NA,NA,NA,NA,Persoonia levis,high,low,21.7,59.6,3,616.8,244.2,55,0.227,0.03480652,NA,51.27,4.047,92.10649503,5.931586608,0.852525652,48.35228204,0.031262361,1.58,2.094,0.373,3.081724205,4.084259801,0.727520967,NA,NA,NA,high rainfall low soil P,Kuring-gai NP lowP
NA,dried,San_acu,NA,NA,NA,NA,NA,NA,Santalum acuminatum,low,low,22.1,69.1,1,660.74,954.6,265,0.047,0.07765105,NA,114.38,18.754,83.60377688,6.204620462,0.939016534,45.89047295,0.056530707,9.642,7.741,1.371,8.429795419,6.767791572,1.198636125,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,San_acu,NA,NA,NA,NA,NA,NA,Santalum acuminatum,low,low,20.2,70,2,652.76,936,315,0.04,0.07549898,NA,111.21,22.92,79.3903426,5.129982669,0.988899787,47.90820938,0.060261856,7.591,14.209,1.12,6.825825016,12.77672871,1.007103678,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,San_acu,NA,NA,NA,NA,NA,NA,Santalum acuminatum,low,low,21.5,57.4,3,600.98,1021.6,237,0.053,0.07904277,NA,116.43,20.81,82.12659967,6.240928882,0.985279458,45.97870111,0.057259975,9.431,9.381,1.998,8.10014601,8.057201752,1.716052564,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,23,65.4,1,556.52,145.6,76,0.164,0.01749491,NA,25.77,2.788,89.18121847,8.328826393,2.031064438,48.38877022,0.110011643,2.154,0.295,0.339,8.358556461,1.144741948,1.31548312,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,20.8,64.8,2,556.6,140.6,105,0.119,0.01763747,NA,25.98,3.423,86.82448037,7.297297297,1.924232037,47.91081006,0.103928029,1.839,0.762,0.822,7.07852194,2.933025404,3.163972286,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,21.3,56.9,3,646.48,147.8,60,0.208,0.01845214,NA,27.18,2.796,89.71302428,7.56302521,1.947370114,46.70303614,0.113892836,1.557,1.037,0.202,5.728476821,3.815305372,0.743193525,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,18.6,81.2,4,620.06,126.6,82,0.152,0.01788866,NA,26.35,NA,NA,7.184058731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,22.4,74.5,5,530.4,127.6,89,0.14,0.01672777,NA,24.64,NA,NA,7.379767828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glan,NA,NA,NA,NA,NA,NA,Synoum glandulosum,high,high,22,59.8,6,525.68,130.6,95,0.132,0.01660557,NA,24.46,NA,NA,7.471698113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,22.7,64.4,1,664.18,214.2,65,0.192,0.02858113,NA,42.1,3.584,91.48693587,7.520891365,1.058398308,51.01846236,0.044156418,1.259,2.051,0.274,2.990498812,4.871733967,0.650831354,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,20.7,66.4,2,644.68,198.6,60,0.208,0.02926001,NA,43.1,4.105,90.47563805,6.923076923,1.104860644,51.54255798,0.044297262,1.541,2.025,0.539,3.575406032,4.69837587,1.250580046,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,21.3,58.1,3,731.92,218,56,0.223,0.02879837,NA,42.42,3.234,92.37623762,8.416833667,0.934417853,51.33972363,0.041282353,1.016,1.881,0.337,2.395096653,4.434229137,0.794436587,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Syn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,22.1,67.3,4,656.44,212.4,27,0.463,0.02828242,NA,41.66,NA,NA,7.973421927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high rainfall high soil P,Kuring-gai NP hiP
NA,dried,Tri_sca,NA,NA,NA,NA,NA,NA,Triodia scariosa,low,low,22.8,65.4,1,520.96,72.8,41,0.305,0.01043449,NA,15.37,2.746,82.13402733,5.926916221,0.584148923,44.76343127,0.029983292,0.427,0.494,1.825,2.778139232,3.214053351,11.87378009,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Tri_sca,NA,NA,NA,NA,NA,NA,Triodia scariosa,low,low,22.1,57.2,2,528.66,79.4,32,0.391,0.01378819,NA,20.31,2.359,88.385032,5.459508644,0.592674734,45.3992389,0.035117978,0.398,0.634,1.327,1.9596258,3.121614968,6.533727228,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Tri_sca,NA,NA,NA,NA,NA,NA,Triodia scariosa,low,low,17.3,81.1,3,534.2,79.8,49,0.255,0.0104888,NA,15.45,2.752,82.18770227,6.912621359,0.635338992,44.75636897,0.033749736,0.471,0.331,1.95,3.048543689,2.142394822,12.62135922,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Tri_sca,NA,NA,NA,NA,NA,NA,Triodia scariosa,low,low,22.3,65.2,4,324.64,66.8,27,0.463,0.00967413,NA,14.25,NA,NA,7.355595668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,dried,Tri_sca,NA,NA,NA,NA,NA,NA,Triodia scariosa,low,low,25.1,68.6,5,488.96,79.4,35,0.357,0.0100611,NA,14.82,NA,NA,5.728607232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low rainfall low soil P,Round Hill mallee
NA,senesced,sAca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,NA,NA,1,654.72,270.8,75,0.167,0.03249151,NA,47.86,2.761,94.23109068,7.730337079,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.466073491,51.9814099,0.032844407,low rainfall high soil P,Round Hill woodland
NA,senesced,sAca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,NA,NA,2,660.32,283.6,75,0.167,0.03433809,NA,50.58,2.953,94.161724,7.070707071,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.307282338,52.66423201,0.018766639,low rainfall high soil P,Round Hill woodland
NA,senesced,sAca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,NA,NA,4,671.68,400,86,0.145,0.04556687,NA,67.12,NA,NA,5.987688864,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.130815403,51.77701132,0.020496256,low rainfall high soil P,Round Hill woodland
NA,senesced,sAca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,NA,NA,6,598.46,486.6,101,0.124,0.04602851,NA,67.8,6.445,90.49410029,6.522737712,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545221081,52.17154132,0.036550103,low rainfall high soil P,Round Hill woodland
NA,senesced,sAca_dor,NA,NA,NA,NA,NA,NA,Acacia doratoxylon,low,high,NA,NA,7,628.76,348,75,0.167,0.03838425,NA,56.54,3.356,94.0643792,5.720492397,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.230920996,51.463509,0.022843884,low rainfall high soil P,Round Hill woodland
NA,senesced,sAllocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,NA,NA,1,565.26,116,28,0.446,0.01628649,NA,23.99,1.126,95.30637766,7.571801567,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.144701641,50.99189998,0.022494856,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sAllocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,NA,NA,2,635.2,108.2,27,0.463,0.01636117,NA,24.1,1.704,92.92946058,6.435285611,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13424452,50.5058951,0.015229807,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sAllocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,NA,NA,3,641.52,161.8,29,0.431,0.01980991,NA,29.18,1.498,94.86634681,7.014492754,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.092772935,50.16571226,0.014255562,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sAllocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,NA,NA,4,615.46,134,23,0.543,0.01691785,NA,24.92,NA,NA,7.729083665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.111202971,50.91470908,0.015539986,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sAllocas,NA,NA,NA,NA,NA,NA,Allocasuarina sp,high,high,NA,NA,5,595.56,137.8,31,0.403,0.01633401,NA,24.06,NA,NA,8.096280088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07919031,50.57204591,0.015778418,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,1,546.7,84.8,38,0.329,0.0127427,NA,18.77,1.963,89.54182206,7.502863688,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.109617336,48.36861976,0.030153238,low rainfall low soil P,Round Hill mallee
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,2,610.84,88.6,39,0.321,0.01315003,NA,19.37,1.96,89.88125968,7.865853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.219035149,49.07660538,0.032959174,low rainfall low soil P,Round Hill mallee
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,3,708.7,91.8,38,0.329,0.0138425,NA,20.39,2.161,89.40166748,6.166783462,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.119512118,48.44288746,0.030831671,low rainfall low soil P,Round Hill mallee
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,6,678.7,88.2,40,0.313,0.0125594,NA,18.5,1.614,91.27567568,8.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.163520714,48.09780483,0.062272847,low rainfall low soil P,Round Hill mallee
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,7,551.88,96.4,36,0.347,0.01272234,NA,18.74,1.447,92.27854856,7.109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.829476954,48.92365295,0.020788779,low rainfall low soil P,Round Hill mallee
NA,senesced,sBra_pop,NA,NA,NA,NA,NA,NA,Brachychiton populneus,low,low,NA,NA,8,653.98,96,46,0.272,0.01304141,NA,19.21,1.899,90.11452369,6.878761823,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.127726827,48.99402626,0.045227537,low rainfall low soil P,Round Hill mallee
NA,senesced,sEuc_int,NA,NA,NA,NA,NA,NA,Eucalyptus intertexta,low,high,NA,NA,1,687.72,360,105,0.119,0.04276986,NA,63,6.794,89.21587302,5.323679727,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.038833681,50.3258302,0.049351863,low rainfall high soil P,Round Hill woodland
NA,senesced,sEuc_int,NA,NA,NA,NA,NA,NA,Eucalyptus intertexta,low,high,NA,NA,2,697.82,340,99,0.126,0.0453021,NA,66.73,7.262,89.11733853,6.693711968,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958687793,51.04260786,0.038475073,low rainfall high soil P,Round Hill woodland
NA,senesced,sEuc_int,NA,NA,NA,NA,NA,NA,Eucalyptus intertexta,low,high,NA,NA,6,637.96,496.8,123,0.102,0.04258656,NA,62.73,5.797,90.75880759,6.284760845,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42297919,51.1065205,0.068901988,low rainfall high soil P,Round Hill woodland
NA,senesced,sGei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,NA,NA,1,618.7,418,109,0.115,0.04316361,NA,63.58,9.346,85.30040893,7.685551164,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.246600026,45.22559188,0.05923772,low rainfall high soil P,Round Hill woodland
NA,senesced,sGei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,NA,NA,2,642,296,96,0.13,0.03980991,NA,58.64,11.399,80.56105048,7.706422018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392237535,47.33324252,0.068901988,low rainfall high soil P,Round Hill woodland
