Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,Pollinator match column,Pollinator match value
Hylaeus (Prosopisteron) simplus,Hylaeus,Prosopisteron,simplus,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Prosopisteron) sp.,Hylaeus,Prosopisteron,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaeus (Prosopisteron) sp. ""three-stripe""",Hylaeus,Prosopisteron,"sp. ""three stripe""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Prosopisteron) sp.1,Hylaeus,Prosopisteron,sp.1,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Prosopisteron) trimerops,Hylaeus,Prosopisteron,trimerops,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Prosopisteron) vittatifrons,Hylaeus,Prosopisteron,vittatifrons,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaeus (Pseudhylaeus) ""sp.36""",Hylaeus,Pseudhylaeus,"""sp.36""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaeus (Pseudhylaeus) ""undata""",Hylaeus,Pseudhylaeus,undata,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Pseudhylaeus) sp.,Hylaeus,Pseudhylaeus,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodhylaeus) sp.,Hylaeus,Rhodohylaeus,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaeus (Rhodohylaeus) ""heart""",Hylaeus,Rhodohylaeus,"""heart""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) coronatulus,Hylaeus,Rhodohylaeus,coronatulus,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) lateralis,Hylaeus,Rhodohylaeus,lateralis,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) proximus,Hylaeus,Rhodohylaeus,proximus,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) sp.,Hylaeus,Rhodohylaeus,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) sp.,Hylaeus,Rhodohylaeus,"""sp.""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaeus (Rhodohylaeus) sp.""Purnululu1""",Hylaeus,Rhodohylaeus,"sp.""Purnululu1""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Rhodohylaeus) sp.2,Hylaeus,Rhodohylaeus,sp.2,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus (Xenohylaeus) desertoris,Hylaeus,Xenohylaeus,desertoris,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus sp.,Hylaeus,NA,NA,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus sp.,Hylaeus,NA,"""sp.""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hylaeus sp.,Hylaeus,NA,sp.,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hylaues (Prosopisteron) ""latifacies""",Hylaeus,Prosopisteron,"""latifacies""",Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hyleoides zonalis,Hyleoides,NA,zonalis,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hyphesma atromicans,Hyphesma,NA,atromicans,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Hyphesma cardaleae,Hyphesma,NA,cardaleae,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Hyphesma cardaleae 
",Hyphesma,NA,cardaleae,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus,Leioproctus,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""DBCA_5""",Leioproctus,NA,"""DBCA_5""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""DBCAPerthHills_1""",Leioproctus,NA,"""DBCAPerthHills_1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""DBCAPerthHills_2""",Leioproctus,NA,"""DBCAPerthHills_2""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""DBCAPerthHills_5""",Leioproctus,NA,"""DBCAPerthHills_1\5""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""DBCAPerthHills_7""",Leioproctus,NA,"""DBCAPerthHills_7""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""KSP sp.25""",Leioproctus,NA,"sp.25""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""KSP sp.29""",Leioproctus,NA,"""sp.29""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""Pindalup1""",Leioproctus,Leioproctus,"""pindalup1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""sp. J1""",Leioproctus,NA,"""sp. J1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""sp. J3""",Leioproctus,NA,"""sp. J3""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""sp.23""",Leioproctus,NA,"""sp.23""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""sp.27""",Leioproctus,NA,"""sp.27""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus ""sp.31""",Leioproctus,NA,"""sp.31""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Ceratocolletes) antennatus,Leioproctus,Ceratocolletes,antennatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Cladocerapis) ignicolor,Leioproctus,Cladocerapis,ignicolor,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Colletellus) submetallicus,Leioproctus,Colletellus,submetallicus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Colletellus) velutinellus,Leioproctus,Colletellus,velutinellus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Colletelus) cf. pilotapilus,Leioproctus,Colletelus,cf. pilotapilus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Eurglossidia) sp.,Leioproctus,Eurglossidia,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Euryglossidia?),Leioproctus,Euryglossidia?,NA,Colletidae,Neopasiphaeinae,NA,Insecta,NA,Animal family,Colletidae
"Leioproctus (Euryglossidia) ""sp.26""",Leioproctus,Euryglossidia,"""sp.26""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Euryglossidia) cyanescens,Leioproctus,Euryglossidia,cyanescens,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Euryglossidia) sp.,Leioproctus,Euryglossidia,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Euryglossidia) sp.,Leioproctus,Euryglossidia,NA,Colletidae,Neopasiphaeinae,NA,Insecta,NA,Animal family,Colletidae
Leioproctus (Euryglossidia) sp.,Leioproctus,Euryglossidia,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymnoptera,Animal family,Colletidae
Leioproctus (Euryglossidia) sp. BIN:AEC5195,Leioproctus,Euryglossidia,"""sp. BIN:AEC5195""",Colletidae,Neopasiphaeinae,NA,Insecta,NA,Animal family,Colletidae
"Leioproctus (Exleycolletes?) ""DBCAPerthHills_4""",Leioproctus,Exleycolletes?,"""DBCAPerthHills_4""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Exleycolletes)?pusillus,Leioproctus,Exleycolletes,pusillus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Lamprocolletes) chalybeatus,Leioproctus,Lamprocolletes,chalybeatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus ) cf. lanceolatus,Leioproctus,Leioproctus,lanceolatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus),Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) ?rubellus,Leioproctus,Leioproctus,?rubellus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus (Leioproctus) ""DBCAPerthHills_2""",Leioproctus,Leioproctus,"""DBCAPerthHills_2""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus (Leioproctus) ""DBCAPerthHills_3""",Leioproctus,Leioproctus,"""DBCAPerthHills_3""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) cf. nasutus,Leioproctus,Leioproctus,cf. nasutus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) clarki,Leioproctus,Leioproctus,clarki,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) crinitus,Leioproctus,Leioproctus,crinitus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) excubitor,Leioproctus,Leioproctus,excubitor,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) lanceolatus?,Leioproctus,Leioproctus,lanceolatus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) maculatus,Leioproctus,Leioproctus,maculatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) platycephalus species-group,Leioproctus,Leioproctus,platycephalus species-group,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) plumosus,Leioproctus,Leioproctus,plumosus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) rubellus,Leioproctus,Leioproctus,rubellus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,sp.,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) sp.,Leioproctus,Leioproctus,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymnoptera,Animal family,Colletidae
"Leioproctus (Leioproctus) sp.""Dwellingup1""",Leioproctus,Leioproctus,"sp.""dwellingup1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) subminutus?,Leioproctus,Leioproctus,subminutus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Leioproctus) WAM code F177 [undescribed sp],Leioproctus,Leioproctus,"""WAM code F177 [undescribed sp]""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Odontocolletes) cf. pachyodontus,Leioproctus,Odontocolletes,pachyodontus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymnoptera,Animal family,Colletidae
Leioproctus (Odontocolletes) sp.,Leioproctus,Odontocolletes,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymnoptera,Animal family,Colletidae
Leioproctus (platycephalus group),Leioproctus,NA,platycephalus group,Colletidae,Neopasiphaeinae,NA,Insecta,Hymnoptera,Animal family,Colletidae
Leioproctus (Protomorpha) ?minutus,Leioproctus,Protomorpha,?minutus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Protomorpha) minutus?,Leioproctus,Protomorpha,minutus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus (Protomorpha) plautus,Leioproctus,Protomorpha,plautus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus (Zosterocolletes?) ""DBCAPerthHills_2""",Leioproctus,Zosterocolletes?,"""DBCAPerthHills_2""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus (Zosterocolletes?) ""DBCAPerthHills_2""",Leioproctus,Zosterocolletes?,"""Zosterocolletes_DBCAPerthHills_2""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus DBCAPerthHills_1F?,Leioproctus,NA,"""DBCAPerthHills_1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus metallescens,Leioproctus,NA,metallescens,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus plumosus,Leioproctus,NA,plumosus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp.,Leioproctus,NA,"""sp.""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp.,Leioproctus,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus sp. ""Walyarata2024_1""",Leioproctus,NA,"sp. ""Walyarata2024_1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp. BIN:AEC3994,Leioproctus,NA,"""sp. BIN:AEC3994""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp._LightningSwampLechnaultiaLeioproctus,Leioproctus,NA,"""LightningSwampLechnaultiaLeioproctus""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Leioproctus sp.""Howse"" F K.S. Prendergast 2022",Leioproctus,NA,"sp.""howse""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp.WIR1 BOLD:AEC6411,Leioproctus,NA,"""sp.WIR1 BOLD:AEC6411""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus sp.WIR1 n.sp. BOLD:AEC1806,Leioproctus,NA,"""sp.WIR1 n.sp. BOLD:AEC1806""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus Urbrae1,Leioproctus,NA,"""urbrae1""",Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Leioproctus velutinellus,Leioproctus,NA,velutinellus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa digitata,Meroglossa,NA,digitata,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa impressifrons,Meroglossa,NA,impressifrons,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa itamuca,Meroglossa,NA,itamuca,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa plumifera,Meroglossa,NA,plumifera,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa sculptissima,Meroglossa,NA,sculptissima,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa sulcifrons,Meroglossa,NA,sulcifrons,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Meroglossa torrida,Meroglossa,NA,torrida,Colletidae,Hylaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Neopasiphae mirabilis,Neopasiphae,NA,mirabilis,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Pachyprosopis (Pachyprosopis) cornuta?,Pachyprosopis,Pachyprosopis,cornuta?,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Pachyprosopis (Pachyprosopula) purnongensis,Pachyprosopis,NA,purnongensis,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Pachyprosopis? ""Walyarata"" F",Pachyprosopis,NA,"""Walyarata""",Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Paracolletes nigrocinctus,Paracolletes,NA,nigrocinctus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes,Trichocolletes,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes aeratus,Trichocolletes,NA,aeratus,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes albigenae,Trichocolletes,NA,albigenae,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes aureotinctus,Trichocolletes,NA,aureotinctus,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes brunilabrum,Trichocolletes,NA,brunilabrum,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes brunilabrum,Trichocolletes,NA,brunilabrum,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes capillosus,Trichocolletes,NA,capillosus,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes centralis,Trichocolletes,NA,centralis,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes chrysostomus,Trichocolletes,NA,chrysostomus,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes dives,Trichocolletes,NA,dives,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes dowerinensis,Trichocolletes,NA,dowerinensis,Colletidae,Neopasiphaeinae,NA,Insect,Hymenoptera,Animal family,Colletidae
Trichocolletes erythrurus,Trichocolletes,NA,erythrurus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes gelasinus,Trichocolletes,NA,gelasinus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes lacaris,Trichocolletes,NA,lacaris,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes leucogenys,Trichocolletes,NA,leucogenys,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes luteorufus,Trichocolletes,NA,luteorufus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes marginatus,Trichocolletes,NA,marginatus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes sericeus?,Trichocolletes,NA,sericeus?,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes sp.,Trichocolletes,NA,NA,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Trichocolletes tenuiculus,Trichocolletes,NA,tenuiculus,Colletidae,Neopasiphaeinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
"Tumidihesma? ""Hakea""",Tumidihesma,NA,"""hakea""",Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Xanthesma (Xenohesma) blanda,Xanthesma,Xenohesma,blanda,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Xanthesma (Xenohesma) brachycera,Xanthesma,Xenohesma,brachycera,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Xanthesma (Xenohesma) sp.,Xanthesma,Xenohesma,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Xanthesma sp.,Xanthesma,NA,NA,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Xanthesma sp.,Xanthesma,NA,sp.,Colletidae,Euryglossinae,NA,Insecta,Hymenoptera,Animal family,Colletidae
Petaurus norfolcensis,Petaurus,NA,norfolcensis,Petauridae,Petaurinae,Squirrel glider,Mammalia,Diprotodontia,Animal order,Diprotodontia
Trichosurus vulpecula,Trichosurus,NA,vulpecula,Petauridae,Petaurinae,Brush-tailed Possum,Mammalia,Diprotodontia,Animal order,Diprotodontia
"""Blowflies""","""Blowflies",NA,NA,NA,NA,Blowfly,Insecta,Diptera,Animal order,Diptera
Anagonia sp.,Anagonia,NA,NA,Tachinidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Anthomyiidae,NA,NA,NA,Anthomyiidae,NA,Root maggot flies,Insecta,Diptera,Animal order,Diptera
Asiloidea,NA,NA,NA,NA,NA,robberfly,Insecta,Diptera,Animal order,Diptera
Bibionidae sp.,NA,NA,NA,Bibionidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Cecidomyiidae,NA,NA,NA,Cecidomyiidae,NA,Gall midges,Insecta,Diptera,Animal order,Diptera
Cecidomyiidae,NA,NA,NA,Cecidomyiidae,NA,cecid fly,Insecta,Diptera,Animal order,Diptera
Cecidomyiidae sp.,NA,NA,NA,Cerambycidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Chironomidae,NA,NA,NA,Chironomidae,NA,midges,Insecta,Diptera,Animal order,Diptera
Chironomidae,NA,NA,NA,Chironomidae,NA,midge fly,Insecta,Diptera,Animal order,Diptera
Chloropidae,NA,NA,NA,Chloropidae,NA,Fruit flies,Insecta,Diptera,Animal order,Diptera
Curculionidae sp,NA,NA,NA,Curculionidae,NA,weevil,Insecta,Diptera,Animal order,Diptera
Diptera,NA,NA,NA,NA,NA,Fly,Insecta,Diptera,Animal order,Diptera
Diptera,NA,NA,NA,NA,NA,flies,Insecta,Diptera,Animal order,Diptera
Diptera other,NA,NA,NA,NA,NA,fly,Insecta,Diptera,Animal order,Diptera
Diptera sp.,NA,NA,sp.,NA,NA,NA,Insecta,Diptera,Animal order,Diptera
Diptera sp.,NA,NA,NA,NA,NA,fly,Insecta,Diptera,Animal order,Diptera
Diptera sp.,NA,NA,NA,NA,NA,Fly,Insecta,Diptera,Animal order,Diptera
Diptera spp.,NA,NA,NA,NA,NA,flies,Insecta,Diptera,Animal order,Diptera
Dolichopodidae,NA,NA,NA,Dolichopodidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Empididae,NA,NA,NA,Empididae,NA,NA,Insecta,Diptera,Animal order,Diptera
Empididae,NA,NA,NA,Empididae,NA,dance flies,Insecta,Diptera,Animal order,Diptera
Empididae,NA,NA,NA,Empididae,NA,empidid fly,Insecta,Diptera,Animal order,Diptera
Fly sp.,NA,NA,NA,NA,NA,fly,Insecta,Diptera,Animal order,Diptera
Heleomyzidae,NA,NA,NA,Heleomyzidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Heleomyzidae,NA,NA,NA,Heleomyzidae,NA,heleomyzid fly,Insecta,Diptera,Animal order,Diptera
Lauxaniidae,NA,NA,NA,Lauxaniidae,NA,lauxaniid flies,Insecta,Diptera,Animal order,Diptera
Lauxaniidae sp.,NA,NA,NA,Lauxaniidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Lonchaeidae sp.,NA,NA,NA,Lonchaeidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Muscidae,NA,NA,NA,Muscidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Muscidae,NA,NA,NA,Muscidae,NA,blowfly,Insecta,Diptera,Animal order,Diptera
Muscidae sp.,NA,NA,NA,Muscidae,NA,Muscid flies,Insecta,Diptera,Animal order,Diptera
Mycetophilidae sp.,NA,NA,NA,Mycetophilidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Mycetophillidae,NA,NA,NA,Mycetophillidae,NA,mycetophillid fly,Insecta,Diptera,Animal order,Diptera
Nematocera sp.,NA,NA,NA,NA,NA,midge,Insecta,Diptera,Animal order,Diptera
Phoridae,NA,NA,NA,Phoridae,NA,scuttle flies,Insecta,Diptera,Animal order,Diptera
Phoridae,NA,NA,NA,Phoridae,NA,phorid fly,Insecta,Diptera,Animal order,Diptera
Platystomatidae,NA,NA,NA,Platystomatidae,NA,platystomatid fly,Insecta,Diptera,Animal order,Diptera
Rhagionidae,NA,NA,NA,Rhagionidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Sapromyza sp.,Sapromyza,NA,NA,Lauxaniidae,Lauxaniinae,NA,Insecta,Diptera,Animal order,Diptera
Sciaridae,NA,NA,NA,Sciaridae,NA,fungus gnats,Insecta,Diptera,Animal order,Diptera
Sciaridae,NA,NA,NA,Sciaridae,NA,sciarid fly,Insecta,Diptera,Animal order,Diptera
Siphonini sp.,NA,NA,NA,NA,NA,Bristle Fly,Insecta,Diptera,Animal order,Diptera
Sphaeroceridae,NA,NA,NA,Sphaeroceridae,NA,sphaerocerid fly,Insecta,Diptera,Animal order,Diptera
Sphecidae sp.,NA,NA,NA,Tephrdae,NA,NA,Insecta,Diptera,Animal order,Diptera
Stomorhina sp.,Stomorhina,NA,NA,Rhiniidae,NA,nose flies,Insecta,Diptera,Animal order,Diptera
Tabanidae,NA,NA,NA,Tabanidae,NA,tabanid fly,Insecta,Diptera,Animal order,Diptera
Tachinidae,NA,NA,NA,Tachinidae,NA,NA,Insecta,Diptera,Animal order,Diptera
Tachinidae,NA,NA,NA,Tachinidae,NA,tachinid flies,Insecta,Diptera,Animal order,Diptera
Triglyphus fulvicornis,Triglyphus,NA,fulvicornis,NA,NA,NA,Insecta,Diptera,Animal order,Diptera
Exoneura,Exoneura,NA,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura,Exoneura,NA,Exoneura,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
