"ITEM_ID","ITEM_ACTION_ID","TRIALID","TREATMENTORTESTTYPE","STARTDATE","DURATION","TREATMENTANDTESTNOTES","CONDITIONDESCRIPTION","TREATMENTMEASUREMENT1","TREATMENTUNITOFMEASUREMENT1","TREATMENTMEASUREMENT2","TREATMENTUNITOFMEASUREMENT2"
1324465,1826425,,"Move",19-OCT-17,""," ","",-0.0012,"",,""
1440826,1433842,344,"Germinate",18-JUN-08,""," ","",22,"",,""
1568991,1659021,,"Propagate",23-JUL-15,""," ","",-25,"",,""
1469697,1521433,3874,"Propagate",02-AUG-12,""," ","",0,"",,""
1283602,1809526,,"Propagate",18-JAN-18,""," ","",-0.1257,"",,""
1512035,1599082,,"New stock",25-FEB-15,""," ","",143,"",,""
1534464,1653461,4190,"Germinate",19-NOV-15,""," ","",2,"",,""
1457242,1487073,3725,"Germinate",19-AUG-13,""," ","",1,"",,""
1451400,1464575,3688,"Germinate",28-NOV-12,""," ","",4,"",,""
1466891,1534555,,"Propagate",29-OCT-13,""," ","",-25,"",,""
1607848,1752543,4311,"Germinate",02-MAR-17,""," ","",5,"",,""
1440819,1434479,336,"Germinate",31-JUL-08,""," ","",0,"",,""
1441016,1426535,,"New stock",19-SEP-12,""," ","",1000,"",,""
1533872,1653454,4181,"Germinate",19-NOV-15,""," ","",4,"",,""
1568978,1657828,,"New stock",08-DEC-15,""," ","",10,"",,""
1440828,1434967,346,"Germinate",12-SEP-08,""," ","",0,"",,""
1516795,1610517,,"Propagate",02-APR-15,""," ","",-10,"",,""
1160837,1814860,,"Move",07-MAR-18,""," ","",-0.482,"",,""
1512047,1599094,,"New stock",25-FEB-15,""," ","",572,"",,""
1577941,1685482,4229,"Germinate",21-APR-16,""," ","",2,"",,""
1603430,1735163,,"Propagate",04-JAN-17,""," ","",-5,"",,""
1603285,1738218,4299,"Germinate",30-JAN-17,""," ","",1,"",,""
1473760,1536522,3961,"Germinate",08-APR-14,""," ","",1,"",,""
1492908,1564696,4025,"Germinate",05-SEP-14,""," ","",1,"",,""
1513022,1653010,,"Propagate",13-NOV-15,""," ","",-25,"",,""
1471135,1530077,3894,"Germinate",05-MAR-14,""," ","",1,"",,""
1585949,1736322,,"Move",13-JAN-17,""," ","",1401,"",,""
1154305,1763504,,"Move",25-MAY-17,""," ","",0.215,"",,""
1510830,1596787,,"New stock",17-FEB-15,""," ","",263,"",,""
1455989,1474210,,"New stock",25-JUN-13,""," ","",472,"",,""
1440828,1434882,346,"Germinate",05-SEP-08,""," ","",0,"",,""
1637395,1807214,,"New stock",06-FEB-18,""," ","",218,"",,""
1286556,1826268,,"Move",24-MAY-17,""," ","",0.0209,"",,""
1454914,1472782,3709,"Propagate",31-JAN-12,""," ","",0,"",,""
1471908,1527309,3906,"Propagate",23-OCT-13,""," ","",0,"",,""
1409739,1662161,,"Move",04-JAN-16,""," ","",3.601,"",,""
1469316,1519430,3851,"Propagate",21-MAY-13,""," ","",0,"",,""
1406610,1826353,,"Move",04-JUL-17,""," ","",-0.0134,"",,""
1625173,1776754,,"New stock",05-SEP-17,""," ","",10,"",,""
1582071,1820863,,"Move",13-JAN-17,""," ","",-814,"",,""
1206893,1764920,,"Move",01-JUN-17,""," ","",-0.489,"",,""
1535108,1653469,4194,"Germinate",19-NOV-15,""," ","",2,"",,""
1474676,1552424,3980,"Move",26-JUN-14,""," ","",-22,"",,""
1244717,1705146,,"Move",22-JUN-16,""," ","",5.977,"",,""
1284446,1627155,,"Discard",20-JUL-15,""," ","",6,"",,""
1469196,1518853,3842,"Germinate",27-JUL-12,""," ","",5,"",,""
1583028,1702948,4251,"Move",18-JUL-16,""," ","",-1,"",,""
1501170,1577021,,"Propagate",11-NOV-14,""," ","",-25,"",,""
1408903,1688754,,"Move",06-MAY-16,""," ","",-0.249,"",,""
1497475,1569958,4163,"Germinate",25-SEP-14,""," ","",5,"",,""
1412511,1521428,,"Propagate",02-AUG-12,""," ","",-25,"",,""
1493582,1560908,4154,"Germinate",03-JAN-13,""," ","",2,"",,""
1327898,1621794,,"Move",29-JUN-15,""," ","",1,"",,""
1467010,1512498,,"Propagate",15-MAR-12,""," ","",-20,"",,""
1460498,1493419,,"Propagate",11-JAN-12,""," ","",-16,"",,""
1440820,1435322,337,"Germinate",06-NOV-08,""," ","",0,"",,""
1535105,1651443,4194,"Propagate",05-NOV-15,""," ","",0,"",,""
1603443,1735351,,"Propagate",04-JAN-17,""," ","",-5,"",,""
1407035,1826369,,"Move",30-AUG-17,""," ","",-0.0005,"",,""
1440704,1434814,28,"Germinate",27-AUG-08,""," ","",0,"",,""
1466886,1534981,,"Propagate",12-DEC-13,""," ","",-25,"",,""
1440933,1434831,3652,"Germinate",27-AUG-08,""," ","",1,"",,""
1152110,1762242,,"Move",18-MAY-17,""," ","",-3.9,"",,""
1586908,1700085,,"New stock",24-JUN-16,""," ","",3717,"",,""
1192206,1758289,,"Move",18-APR-17,""," ","",0.146,"",,""
1577165,1688011,4227,"Germinate",05-MAY-16,""," ","",2,"",,""
1203656,1589505,,"Move",21-JAN-15,""," ","",0.677,"",,""
1466997,1512419,3815,"Propagate",15-MAR-12,""," ","",0,"",,""
1193605,1767563,,"Move",28-JUN-17,""," ","",-3.731,"",,""
1511081,1597380,,"New stock",18-FEB-15,""," ","",176,"",,""
1290290,1558369,,"Propagate",30-JUL-14,""," ","",-0.1,"",,""
1497523,1571782,4171,"Germinate",16-OCT-14,""," ","",1,"",,""
1472870,1530930,3946,"Germinate",28-NOV-13,""," ","",3,"",,""
1447164,1452463,,"New stock",17-JAN-13,""," ","",21,"",,""
1493605,1561005,4108,"Germinate",10-MAY-12,""," ","",2,"",,""
1567454,1680012,,"Move",07-APR-16,""," ","",-28,"",,""
1569803,1660557,4207,"Germinate",20-AUG-15,""," ","",1,"",,""
1569766,1659143,4199,"Germinate",13-AUG-15,""," ","",1,"",,""
1472726,1530193,3944,"Germinate",07-NOV-13,""," ","",13,"",,""
1440901,1436572,419,"Germinate",16-SEP-09,""," ","",0,"",,""
1213968,1589218,,"Move",20-JAN-15,""," ","",-0.441,"",,""
1440757,1434279,81,"Germinate",11-JUL-08,""," ","",0,"",,""
1493534,1560494,4139,"Germinate",15-OCT-12,""," ","",6,"",,""
1269695,1765366,,"Move",28-SEP-16,""," ","",-17.108,"",,""
1446789,1452100,,"New stock",06-JAN-12,""," ","",740,"",,""
1462655,1498172,3769,"Germinate",16-JUL-13,""," ","",9,"",,""
1456998,1519981,,"Propagate",03-JUL-13,""," ","",-15,"",,""
1172811,1589282,,"Move",21-JAN-15,""," ","",-5.145,"",,""
1440759,1434314,83,"Germinate",22-JUL-08,""," ","",0,"",,""
1569924,1661274,4221,"Germinate",13-AUG-15,""," ","",7,"",,""
1440777,1434292,102,"Germinate",11-JUL-08,""," ","",0,"",,""
1493562,1560849,4149,"Germinate",02-NOV-12,""," ","",18,"",,""
1464714,1505017,,"Propagate",01-FEB-12,""," ","",-20,"",,""
1137365,1764924,,"Move",01-JUN-17,""," ","",-0.018,"",,""
1457374,1492107,3731,"Germinate",29-JUL-13,""," ","",2,"",,""
1159880,1829083,,"Move",09-MAY-17,""," ","",-0.04,"",,""
1479534,1551300,,"New stock",18-JUN-14,""," ","",3469,"",,""
1473759,1533904,3961,"Propagate",26-MAR-14,""," ","",0,"",,""
1179071,1705233,,"Move",30-JUN-16,""," ","",0,"",,""
1454910,1472755,3707,"Propagate",31-JAN-12,""," ","",0,"",,""
1374989,1756409,,"Move",10-APR-17,""," ","",0.367,"",,""
1338289,1798507,,"Move",15-APR-14,""," ","",-17.144,"",,""
1530589,1643243,,"New stock",01-SEP-15,""," ","",202,"",,""
1461682,1494032,3766,"Germinate",02-FEB-12,""," ","",2,"",,""
1473680,1541662,3956,"Germinate",06-MAY-14,""," ","",1,"",,""
1262219,1626261,,"Move",14-JUL-15,""," ","",-827,"",,""
1231465,1788551,,"Move",03-NOV-17,""," ","",-0.8955,"",,""
1585937,1697442,,"New stock",08-JUN-16,""," ","",951,"",,""
1607831,1753249,4308,"Germinate",28-MAR-17,""," ","",7,"",,""
1137322,1826275,,"Move",01-JUN-17,""," ","",-0.1547,"",,""
1210067,1587886,,"Move",19-JAN-15,""," ","",-0.246,"",,""
1406770,1792296,,"Move",15-APR-14,""," ","",0.722,"",,""
1242356,1705114,,"Move",15-JUN-16,""," ","",-14.711,"",,""
1312345,1825771,,"Move",08-MAR-17,""," ","",0.0035,"",,""
1491925,1564720,4011,"Move",04-SEP-14,""," ","",-3,"",,""
1394438,1765365,,"Move",23-SEP-16,""," ","",10.85,"",,""
1497523,1568093,4171,"Propagate",18-SEP-14,""," ","",0,"",,""
1440913,1434883,432,"Germinate",05-SEP-08,""," ","",0,"",,""
1267022,1705253,,"Move",30-JUN-16,""," ","",-7.095,"",,""
1357278,1768390,,"Move",06-JUL-17,""," ","",-11.533,"",,""
1401105,1588807,,"Move",20-JAN-15,""," ","",-1,"",,""
1326928,1705157,,"Move",14-JUL-16,""," ","",-1.125,"",,""
1192197,1826020,,"Move",19-APR-17,""," ","",0.0015,"",,""
1153775,1759643,,"Move",26-APR-17,""," ","",-1,"",,""
1454074,1620852,,"Move",18-JUN-15,""," ","",0,"",,""
1607834,1760555,4308,"Germinate",30-MAR-17,""," ","",3,"",,""
1472074,1527963,3912,"Germinate",27-NOV-13,""," ","",1,"",,""
1581819,1820952,,"Move",13-JAN-17,""," ","",445,"",,""
1440794,1434408,119,"Germinate",30-JUL-08,""," ","",0,"",,""
1457374,1479827,3731,"Propagate",23-JUL-13,""," ","",0,"",,""
1603499,1735441,4291,"Propagate",04-JAN-17,""," ","",0,"",,""
1440833,1435211,351,"Germinate",20-OCT-08,""," ","",0,"",,""
1440779,1434624,104,"Germinate",14-AUG-08,""," ","",0,"",,""
1585946,1697448,,"New stock",08-JUN-16,""," ","",2835,"",,""
1533865,1649242,4181,"Propagate",20-OCT-15,""," ","",0,"",,""
1440887,1434950,405,"Germinate",11-SEP-08,""," ","",0,"",,""
1440788,1436202,113,"Germinate",12-AUG-09,""," ","",0,"",,""
1386388,1826330,,"Move",23-JUN-17,""," ","",0.0303,"",,""
1440876,1434906,393,"Germinate",05-SEP-08,""," ","",0,"",,""
1515785,1620911,4177,"Germinate",09-JUN-15,""," ","",6,"",,""
1357985,1742373,,"Move",26-OCT-16,""," ","",-2.253,"",,""
1475237,1537287,,"New stock",09-APR-14,""," ","",3364,"",,""
1586103,1804416,,"Move",17-JAN-18,""," ","",60,"",,""
1440868,1435436,384,"Germinate",14-NOV-08,""," ","",0,"",,""
1469339,1519520,3856,"Germinate",19-JUN-13,""," ","",1,"",,""
1440684,1434420,7,"Germinate",30-JUL-08,""," ","",0,"",,""
1457365,1526782,3727,"Germinate",13-SEP-13,""," ","",1,"",,""
1497475,1567955,4163,"Propagate",18-SEP-14,""," ","",0,"",,""
1603456,1735212,4280,"Propagate",04-JAN-17,""," ","",0,"",,""
1258643,1780092,,"Move",27-SEP-17,""," ","",-1,"",,""
1479738,1557066,3991,"Germinate",29-JUL-14,""," ","",4,"",,""
1516940,1609907,,"Move",21-APR-15,""," ","",-820,"",,""
1187145,1753091,,"Move",17-JUN-16,""," ","",-0.701,"",,""
1469670,1521298,,"Propagate",27-JUL-12,""," ","",-25,"",,""
1161234,1762122,,"Move",17-MAY-17,""," ","",0.324,"",,""
1461150,1493408,,"New stock",11-JAN-12,""," ","",12,"",,""
1288235,1826013,,"Move",18-APR-17,""," ","",-0.0189,"",,""
1515786,1616993,4177,"Germinate",26-MAY-15,""," ","",1,"",,""
1582077,1687732,,"New stock",04-MAY-16,""," ","",2427,"",,""
1337321,1794292,,"Move",28-NOV-17,""," ","",11.687,"",,""
1607828,1752130,4307,"Germinate",07-MAR-17,""," ","",11,"",,""
1457023,1529318,,"Propagate",25-JUL-13,""," ","",-25,"",,""
1153146,1700595,,"Move",28-JUN-16,""," ","",0.167,"",,""
1413196,1416849,,"New stock",05-JUL-12,""," ","",205,"",,""
1454921,1472946,3712,"Germinate",23-FEB-12,""," ","",2,"",,""
1607834,1752498,4308,"Germinate",14-MAR-17,""," ","",9,"",,""
1361307,1814906,,"Move",07-MAR-18,""," ","",0.486,"",,""
1585886,1697399,,"New stock",08-JUN-16,""," ","",348,"",,""
1461577,1798532,,"Move",15-APR-14,""," ","",8677,"",,""
1161232,1762116,,"Move",17-MAY-17,""," ","",1.491,"",,""
1569917,1659042,4220,"Propagate",23-JUL-15,""," ","",0,"",,""
1375699,1723867,,"Move",26-OCT-16,""," ","",-9.797,"",,""
1440823,1434710,340,"Germinate",21-AUG-08,""," ","",0,"",,""
1478549,1680086,,"Move",07-APR-16,""," ","",-92,"",,""
1440684,1434702,7,"Germinate",21-AUG-08,""," ","",0,"",,""
1467018,1512562,3819,"Germinate",17-MAY-12,""," ","",3,"",,""
1454122,1487064,3695,"Move",22-JUL-13,""," ","",-1,"",,""
1440797,1434447,123,"Germinate",31-JUL-08,""," ","",0,"",,""
1582676,1691260,,"Propagate",05-MAY-16,""," ","",-20,"",,""
1382040,1751941,,"Move",21-MAR-17,""," ","",-0.005,"",,""
1583022,1694551,4249,"Germinate",19-MAY-16,""," ","",2,"",,""
1603520,1739128,4294,"Move",06-FEB-17,""," ","",-2,"",,""
1466863,1512095,,"New stock",27-NOV-13,""," ","",0.658,"",,""
1478518,1551998,,"Propagate",19-JUN-14,""," ","",-25,"",,""
1158110,1825815,,"Move",12-APR-17,""," ","",0.2182,"",,""
1203217,1558441,,"Propagate",30-JUL-14,""," ","",-0.133,"",,""
1440888,1434792,406,"Germinate",27-AUG-08,""," ","",1,"",,""
1467281,1533859,,"Propagate",26-MAR-14,""," ","",-25,"",,""
1475242,1568063,,"Propagate",18-SEP-14,""," ","",-25,"",,""
1630238,1788205,,"New stock",01-NOV-17,""," ","",136,"",,""
1440840,1437064,357,"Germinate",22-JAN-10,""," ","",0,"",,""
1142208,1558002,,"Propagate",30-JUL-14,""," ","",-0.175,"",,""
1440841,1437104,358,"Germinate",25-MAY-10,""," ","",0,"",,""
1473104,1531930,3954,"Propagate",13-MAR-14,""," ","",0,"",,""
1440852,1434778,368,"Germinate",27-AUG-08,""," ","",0,"",,""
1569909,1659034,4219,"Propagate",23-JUL-15,""," ","",0,"",,""
1603493,1736957,4289,"Germinate",18-JAN-17,""," ","",1,"",,""
1607606,1751245,4301,"Germinate",14-MAR-17,""," ","",2,"",,""
1569767,1658626,4199,"Propagate",16-JUL-15,""," ","",0,"",,""
1581499,1736290,,"Move",13-JAN-17,""," ","",1666,"",,""
1310249,1757827,,"Move",13-APR-17,""," ","",-0.539,"",,""
1161263,1559135,,"Propagate",10-AUG-14,""," ","",-0.287,"",,""
1479734,1561272,3990,"Germinate",19-AUG-14,""," ","",3,"",,""
1450709,1462804,3681,"Germinate",28-NOV-12,""," ","",2,"",,""
1440759,1435300,83,"Germinate",27-OCT-08,""," ","",0,"",,""
1404424,1768292,,"Move",04-JUL-17,""," ","",-1,"",,""
1536086,1653440,4198,"Germinate",19-NOV-15,""," ","",2,"",,""
1440889,1435263,407,"Germinate",27-OCT-08,""," ","",0,"",,""
1307873,1768382,,"Move",06-JUL-17,""," ","",0.218,"",,""
1473752,1538840,3959,"Germinate",22-APR-14,""," ","",1,"",,""
1467356,1513861,3824,"Propagate",10-JUL-12,""," ","",0,"",,""
1304687,1742439,,"Move",21-FEB-17,""," ","",-0.668,"",,""
1607609,1760610,4302,"Germinate",25-APR-17,""," ","",1,"",,""
1172331,1660636,,"Move",18-DEC-15,""," ","",-0.45,"",,""
1388210,1744995,,"Move",02-MAR-17,""," ","",0.359,"",,""
1264765,1761442,,"Move",10-MAY-17,""," ","",-0.548,"",,""
1183772,1723137,,"Move",07-OCT-16,""," ","",-2,"",,""
1511486,1597914,,"New stock",23-FEB-15,""," ","",44,"",,""
1440860,1436895,376,"Germinate",06-NOV-09,""," ","",0,"",,""
1195010,1723105,,"Move",07-OCT-16,""," ","",5.116,"",,""
1603511,1739114,4293,"Move",06-FEB-17,""," ","",-3,"",,""
1497527,1570880,4173,"Germinate",09-OCT-14,""," ","",1,"",,""
1577960,1673672,4231,"Propagate",03-MAR-16,""," ","",0,"",,""
1607609,1753237,4302,"Germinate",28-MAR-17,""," ","",2,"",,""
1213370,1767577,,"Move",28-JUN-17,""," ","",-2.468,"",,""
1210191,1805158,,"Move",24-JAN-18,""," ","",-0.226,"",,""
1440805,1435834,132,"Germinate",01-JUL-09,""," ","",0,"",,""
1440799,1435344,125,"Germinate",06-NOV-08,""," ","",4,"",,""
1472232,1528533,3920,"Germinate",27-NOV-13,""," ","",3,"",,""
1626642,1780112,,"New stock",27-SEP-17,""," ","",391,"",,""
1403991,1768414,,"Move",06-JUL-17,""," ","",-5.409,"",,""
1610505,1773704,,"Move",01-SEP-16,""," ","",-3,"",,""
1440906,1436634,425,"Germinate",25-SEP-09,""," ","",2,"",,""
1203821,1768410,,"Move",06-JUL-17,""," ","",-4.362,"",,""
1256900,1720527,,"Move",03-AUG-16,""," ","",-0.131,"",,""
1440900,1436852,418,"Germinate",29-OCT-09,""," ","",1,"",,""
1440837,1436954,355,"Move",20-NOV-09,""," ","",0,"",,""
1451410,1464619,3689,"Propagate",09-NOV-12,""," ","",0,"",,""
1569844,1661038,4216,"Germinate",06-AUG-15,""," ","",15,"",,""
1454872,1472569,3705,"Propagate",22-NOV-12,""," ","",0,"",,""
1440820,1434981,337,"Germinate",12-SEP-08,""," ","",0,"",,""
1462658,1498173,3769,"Germinate",16-JUL-13,""," ","",8,"",,""
1467355,1513885,3824,"Germinate",25-JUL-12,""," ","",11,"",,""
1569928,1661310,4223,"Germinate",13-AUG-15,""," ","",1,"",,""
1494831,1673852,,"Move",07-MAR-16,""," ","",6.966,"",,""
1511568,1598000,,"New stock",23-FEB-15,""," ","",436,"",,""
1283602,1809506,,"Propagate",18-JAN-18,""," ","",-0.1257,"",,""
1440879,1435991,396,"Germinate",21-JUL-09,""," ","",0,"",,""
1474401,1538580,3968,"Germinate",15-APR-14,""," ","",5,"",,""
1450729,1463007,3685,"Move",09-JAN-13,""," ","",-1,"",,""
1368236,1696575,,"Move",25-MAY-16,""," ","",-3,"",,""
1510822,1679800,,"Move",07-APR-16,""," ","",89,"",,""
1440777,1434374,102,"Germinate",22-JUL-08,""," ","",0,"",,""
1440712,1435690,36,"Germinate",23-APR-09,""," ","",0,"",,""
1588333,1739969,4263,"Move",25-AUG-16,""," ","",-10,"",,""
1440932,1435355,3651,"Germinate",06-NOV-08,""," ","",0,"",,""
1440789,1436325,114,"Germinate",25-AUG-09,""," ","",0,"",,""
1464637,1504974,,"New stock",30-OCT-13,""," ","",1735,"",,""
1164105,1758831,,"Move",20-APR-17,""," ","",0.235,"",,""
1585889,1736352,,"Move",13-JAN-17,""," ","",-1507,"",,""
1523577,1621493,,"New stock",25-JUN-15,""," ","",56,"",,""
1466866,1512111,,"New stock",27-NOV-13,""," ","",44,"",,""
1440762,1436259,87,"Germinate",19-AUG-09,""," ","",0,"",,""
1588333,1702596,4263,"Propagate",14-JUL-16,""," ","",0,"",,""
1440872,1435427,389,"Germinate",14-NOV-08,""," ","",0,"",,""
1460513,1492184,,"New stock",11-JAN-12,""," ","",20,"",,""
1473102,1531920,3954,"Propagate",13-MAR-14,""," ","",0,"",,""
1568984,1658753,,"Propagate",16-JUL-15,""," ","",-25,"",,""
1440756,1434687,80,"Germinate",21-AUG-08,""," ","",0,"",,""
1440931,1434482,3650,"Germinate",31-JUL-08,""," ","",2,"",,""
1407583,1826413,,"Move",27-OCT-17,""," ","",-0.0079,"",,""
1492905,1559141,4024,"Propagate",10-AUG-14,""," ","",0,"",,""
1467365,1513912,3825,"Propagate",10-JUL-12,""," ","",0,"",,""
1569934,1661356,4224,"Germinate",13-AUG-15,""," ","",11,"",,""
1588433,1702858,,"New stock",15-JUL-16,""," ","",15.986,"",,""
1156644,1534840,,"Propagate",01-APR-14,""," ","",-0.044,"",,""
1457372,1495767,3730,"Germinate",06-SEP-13,""," ","",1,"",,""
1378606,1719136,,"Propagate",23-SEP-16,""," ","",-0.001,"",,""
1586187,1697835,,"New stock",13-JUN-16,""," ","",2.491,"",,""
1247469,1723086,,"Move",07-OCT-16,""," ","",-36.48,"",,""
1586097,1804412,,"Move",18-AUG-16,""," ","",110,"",,""
1456990,1534921,,"Propagate",10-DEC-13,""," ","",-25,"",,""
1440913,1434936,432,"Germinate",11-SEP-08,""," ","",0,"",,""
1585929,1820808,,"Move",13-JAN-17,""," ","",71,"",,""
1472727,1530189,3944,"Germinate",07-NOV-13,""," ","",9,"",,""
1471889,1527369,3904,"Germinate",05-DEC-13,""," ","",5,"",,""
1493594,1560947,4158,"Germinate",07-FEB-13,""," ","",1,"",,""
1525939,1680186,,"Move",08-APR-16,""," ","",144,"",,""
1466868,1530161,,"Propagate",22-OCT-13,""," ","",-25,"",,""
1355128,1694372,,"Move",18-MAY-16,""," ","",1,"",,""
1467232,1513528,3821,"Move",04-DEC-13,""," ","",-1,"",,""
1511095,1597394,,"New stock",18-FEB-15,""," ","",168,"",,""
1635272,1802510,,"New stock",02-JAN-18,""," ","",515,"",,""
1581816,1686828,,"New stock",27-APR-16,""," ","",42,"",,""
1281886,1825805,,"Move",11-APR-17,""," ","",0.0331,"",,""
1462718,1498303,3771,"Germinate",26-JUL-13,""," ","",1,"",,""
1440909,1437156,426,"Germinate",12-OCT-10,""," ","",0,"",,""
1187071,1723129,,"Move",07-OCT-16,""," ","",-4.414,"",,""
1164171,1826018,,"Move",18-APR-17,""," ","",0.0234,"",,""
1607583,1751706,,"Propagate",16-FEB-17,""," ","",-6.845,"",,""
1603459,1741646,4280,"Move",20-FEB-17,""," ","",-2,"",,""
1579093,1676841,,"New stock",23-MAR-16,""," ","",3040,"",,""
1311397,1534887,,"Propagate",01-APR-14,""," ","",-0.001,"",,""
1582687,1690465,4243,"Propagate",05-MAY-16,""," ","",0,"",,""
1450755,1463137,3686,"Move",13-DEC-12,""," ","",-2,"",,""
1309192,1825790,,"Move",28-MAR-17,""," ","",-0.079,"",,""
1286536,1792237,,"Move",15-APR-14,""," ","",2.411,"",,""
1569833,1660955,4213,"Germinate",20-AUG-15,""," ","",1,"",,""
1585909,1736232,,"Move",13-JAN-17,""," ","",1112,"",,""
1440704,1434255,28,"Germinate",10-JUL-08,""," ","",0,"",,""
1407436,1460133,,"Propagate",17-JUN-11,""," ","",-20,"",,""
1471067,1524542,3887,"Propagate",19-FEB-14,""," ","",0,"",,""
1213370,1767578,,"Move",28-JUN-17,""," ","",2.468,"",,""
1610372,1777992,,"Move",13-SEP-17,""," ","",-51,"",,""
1454074,1620853,,"Move",18-JUN-15,""," ","",0,"",,""
1469535,1520522,,"New stock",04-FEB-14,""," ","",0,"",,""
1457015,1485802,,"Propagate",23-JUL-13,""," ","",-25,"",,""
1440856,1436696,372,"Germinate",30-SEP-09,""," ","",0,"",,""
1533872,1649247,4181,"Propagate",20-OCT-15,""," ","",0,"",,""
1440852,1434686,368,"Germinate",21-AUG-08,""," ","",0,"",,""
1172288,1767227,,"Move",27-JUN-17,""," ","",851,"",,""
1318150,1805133,,"Move",24-JAN-18,""," ","",3.523,"",,""
1440712,1435651,36,"Germinate",15-APR-09,""," ","",0,"",,""
1580201,1680191,,"Move",08-APR-16,""," ","",37,"",,""
1470704,1524144,3886,"Propagate",22-OCT-12,""," ","",0,"",,""
1440803,1435345,130,"Germinate",06-NOV-08,""," ","",0,"",,""
1534030,1652899,4186,"Germinate",12-NOV-15,""," ","",11,"",,""
1337823,1756419,,"Move",10-APR-17,""," ","",0.261,"",,""
1440935,1436263,3658,"Germinate",19-AUG-09,""," ","",0,"",,""
1456975,1519535,,"Propagate",22-MAY-13,""," ","",-0.067,"",,""
1187205,1824497,,"Move",16-APR-18,""," ","",0.0401,"",,""
1491821,1561728,4013,"Germinate",22-AUG-14,""," ","",18,"",,""
1467010,1512501,,"Propagate",15-MAR-12,""," ","",-20,"",,""
1513022,1653000,,"Propagate",13-NOV-15,""," ","",-25,"",,""
1440864,1436459,380,"Germinate",09-SEP-09,""," ","",3,"",,""
1509092,1649522,,"Propagate",22-OCT-15,""," ","",-0.026,"",,""
1284090,1758835,,"Move",20-APR-17,""," ","",0.38,"",,""
1469208,1518949,3844,"Germinate",01-AUG-12,""," ","",5,"",,""
1586104,1697629,,"New stock",10-JUN-16,""," ","",58,"",,""
1392732,1705129,,"Move",22-JUN-16,""," ","",-8.049,"",,""
1166915,1825857,,"Move",24-APR-18,""," ","",2.97,"",,""
1610498,1773690,,"Move",01-SEP-16,""," ","",-5,"",,""
1441062,1673859,,"Move",07-MAR-16,""," ","",2.16,"",,""
1309216,1807623,,"Move",06-FEB-18,""," ","",0.996,"",,""
1457374,1492111,3731,"Germinate",16-AUG-13,""," ","",1,"",,""
1210486,1587811,,"Discard",19-JAN-15,""," ","",1,"",,""
1588424,1702799,,"New stock",15-JUL-16,""," ","",22,"",,""
1407362,1825816,,"Move",12-APR-17,""," ","",-0.0171,"",,""
1365279,1765323,,"Move",23-SEP-16,""," ","",0.686,"",,""
1440914,1435031,433,"Germinate",19-SEP-08,""," ","",0,"",,""
1458557,1489222,3737,"Germinate",23-AUG-13,""," ","",3,"",,""
1610482,1773656,,"Move",01-SEP-16,""," ","",-4,"",,""
1610358,1762682,,"New stock",22-MAY-16,""," ","",61,"",,""
1497492,1568013,4166,"Propagate",18-SEP-14,""," ","",0,"",,""
1460379,1491992,,"New stock",04-SEP-13,""," ","",2.779,"",,""
1447150,1452445,,"New stock",09-FEB-12,""," ","",470,"",,""
1458255,1481976,3734,"Propagate",03-JUN-13,""," ","",0,"",,""
1568983,1682336,,"Move",12-APR-16,""," ","",-4,"",,""
1582692,1690473,4243,"Propagate",05-MAY-16,""," ","",0,"",,""
1587018,1736196,,"Move",13-JAN-17,""," ","",-3203,"",,""
1577158,1687996,4227,"Germinate",28-APR-16,""," ","",1,"",,""
1336606,1826398,,"Move",03-OCT-17,""," ","",0.0043,"",,""
1456987,1478331,,"New stock",18-JUL-13,""," ","",248,"",,""
1440933,1435043,3652,"Germinate",19-SEP-08,""," ","",0,"",,""
1475242,1568058,,"Propagate",18-SEP-14,""," ","",-25,"",,""
1164859,1762135,,"Move",17-MAY-17,""," ","",-0.08,"",,""
1586238,1698054,,"New stock",14-JUN-16,""," ","",3579,"",,""
1440793,1436170,118,"Germinate",12-AUG-09,""," ","",0,"",,""
1232552,1814834,,"Move",07-MAR-18,""," ","",-6.118,"",,""
1532607,1646694,,"New stock",30-SEP-15,""," ","",1323,"",,""
1150694,1745011,,"Move",02-MAR-17,""," ","",35.635,"",,""
1474417,1534935,3973,"Germinate",07-FEB-14,""," ","",1,"",,""
1440725,1436469,48,"Germinate",09-SEP-09,""," ","",0,"",,""
1446621,1451762,3682,"Germinate",28-NOV-12,""," ","",6,"",,""
1569782,1659275,4201,"Germinate",06-AUG-15,""," ","",1,"",,""
1478577,1686625,,"Move",26-APR-16,""," ","",0.005,"",,""
1494827,1688237,,"Move",05-MAY-16,""," ","",7.691,"",,""
1628169,1783646,,"New stock",11-OCT-17,""," ","",44,"",,""
1361547,1703889,,"Move",07-JUL-16,""," ","",-29.154,"",,""
1409042,1688663,,"Move",06-MAY-16,""," ","",-0.08,"",,""
1446851,1472568,,"Propagate",22-NOV-12,""," ","",-25,"",,""
1275299,1825728,,"Move",15-FEB-17,""," ","",-0.1364,"",,""
1440799,1435296,125,"Germinate",27-OCT-08,""," ","",1,"",,""
1586247,1698096,,"New stock",14-JUN-16,""," ","",13.2,"",,""
1457369,1495762,3729,"Germinate",06-SEP-13,""," ","",1,"",,""
1475245,1537303,,"New stock",09-APR-14,""," ","",242,"",,""
