genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Halosarcia,Halosarcia pergranulata divaricata, erect shrub to 1 m high. ,,,,,shrub,shrub,,,,,erect,erect,woody,
Halosarcia,Halosarcia pergranulata elongata, erect to decumbent perennial to 25 cm high. ,perennial,perennial,,,herb,inferred_from_life_history,,,,,erect decumbent,erect decumbent,herbaceous,
Halosarcia,Halosarcia pergranulata pergranulata, erect shrub circa 0.5 m high. ,,,,,shrub,shrub,,,,,erect,erect,woody,
Halosarcia,Halosarcia pluriflora, shrubs to 1 m high; ,,,,,shrub,shrubs,,,,,,,woody,
Halosarcia,Halosarcia pruinosa, shrub to 1 m high. ,,,,,shrub,shrub,,,,,,,woody,
Halosarcia,Halosarcia pterygosperma, spreading shrub to 0.5 m high; ,,,,,shrub,shrub,,,,,spreading,spreading,woody,
Halosarcia,Halosarcia syncarpa, decumbent to erect shrub 0.2-1 m high. ,,,,,shrub,shrub,,,,,erect decumbent,erect decumbent,woody,
Halosarcia,Halosarcia undulata, shrub to 50 cm high. ,,,,,shrub,shrub,,,,,,,woody,
Hannafordia,Hannafordia," woody evergreen shrubs, ",,,,,shrub,shrubs,,,,,,,woody,
Hannafordia,Hannafordia bissellii," woody evergreen shrubs, ",,,,,shrub,shrubs,,,,,,,woody,
Hardenbergia,Hardenbergia," glabrous trailing or prostrate herbs or undershrubs, often supported by shrubs; ",,,,,herb subshrub shrub,herbs undershrubs shrubs,,,,,prostrate,prostrate trailing,woody herbaceous,
Hardenbergia,Hardenbergia violacea, glabrous prostrate or twining subshrub with long corky-woodytaproots; ,,,,,subshrub,subshrub,,,,,prostrate,prostrate,woody_root,woodytaproots
Harmsiodoxa,Harmsiodoxa, annual herbs. ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Harmsiodoxa,Harmsiodoxa blennodioides," plant erect, to 30 cm tall, ",annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Harmsiodoxa,Harmsiodoxa brevipes major,  ,annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Harmsiodoxa,Harmsiodoxa brevipes brevipes,  ,annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Harmsiodoxa,Harmsiodoxa brevipes," plant prostrate to erect, to 40 cm tall, ",annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,erect prostrate,erect prostrate,herbaceous,
Harmsiodoxa,Harmsiodoxa puberula," plant erect, to 50 cm tall, ",annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Hedera,Hedera, woody evergreen climbers or shrubs with peltate or stellate hairs; ,perennial,inferred_from_family,,,shrub climber,shrubs climbers,,,,,,,woody,
Hedypnois,Hedypnois rhagadioloides," annual 3-30 cm high, softly herbaceous, pale-green; ",annual,annual,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Helianthus,Helianthus, annual and perennial herbs; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Helianthus,Helianthus annuus, annual herb 1-2 m high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helichrysum,Helichrysum adenophorum, erect annual herb 20-50 cm tall. ,annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Helichrysum,Helichrysum scorpioides, annual or perennial herbs or subshrubs; ,annual perennial,annual perennial,,,herb subshrub,herbs subshrubs,,,,,,,herbaceous,
Helichrysum,Helichrysum blandowskianum, erect perennial herb 20-50 cm tall with a branched crown at the base; ,perennial,perennial,,,herb,herb,,,,,erect,erect,herbaceous,
Helichrysum,Helichrysum apiculatum, very variable sometimes bushy perennial herb 7-60 cm tall with a woodyrootstock; ,perennial,perennial,,,herb,herb,,,,,bushy,bushy,woody_root herbaceous,woodyrootstock
Helichrysum,Helichrysum baxteri, erect perennial herb 15-40 cm tall with successive seasons growth from a branched woodybase; ,perennial,perennial,,,herb,herb,,,,,erect,erect,woody_base herbaceous,woodybase
Helichrysum,Helichrysum ambiguum, malodorous bushy tap-rooted perennial herb 20-40 cm tall and up to 50 cm diam.. ,perennial,perennial,,,herb,herb,,,,,bushy,bushy,herbaceous,
Helichrysum,Helichrysum eremaeum, muchbranched tap-rooted herb 20-40 cm tall and diam.. with a perennial rootstock; ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Helichrysum,Helichrysum pterochaetum," rigid bushy perennial herb 15-40 cm tall and diam., or subshrub with a woody stock or lower woody branches; ",perennial,perennial,,,herb subshrub,herb subshrub,,,,,bushy,bushy,herbaceous,
Helichrysum,Helichrysum semipapposum, perennial herbs or undershrubs; ,perennial,perennial,,,herb subshrub,herbs undershrubs,,,,,,,herbaceous,
Helichrysum,Helichrysum rutidolepis, stoloniferous perennial herb 15-40 cm tall and up to 1 m diam.; ,perennial,perennial,,,herb,herb,,,,,stoloniferous,stoloniferous,herbaceous,
Helichrysum,Helichrysum monochaetum, sparingly to muchbranched annual herbs 2-18 cm tall and up to 10 cm diam.. ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Helichrysum,Helichrysum, annual herbs: lower leaves opposite. ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Helichrysum,Helichrysum leucopsideum, deep-rooted perennial herb 15-50 cm tall with a woodyrootstock; ,perennial,perennial,,,herb,herb,,,,,,,woody_root herbaceous,woodyrootstock
Helichrysum,Helichrysum davenportii," annual herb 7-40 cm tall, usually with several erect unbranched stems; ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Helichrysum,Helichrysum cassinianum, annual herb 7-40 cm tall with several ascending stems; ,annual,annual,,,herb,herb,,,,,decumbent,ascending,herbaceous,
Helichrysum,Helichrysum semifertile, annual or perennial herbs; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Helichrysum,Helichrysum bracteatum," very variable erect herb 20-80 cm tall, usually annual, sometimes perennial. ",annual perennial,annual perennial,,,herb,herb,,,,,erect,erect,herbaceous,
Helichrysum,Helichrysum catadromum, low usually rounded rather rigid shrub 15 cm to 1 m tall and up to 1 m diam.: branches closely woolly-tomentose. ,annual,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Helichrysum,Helichrysum bilobum, erect shrub 70 cm-l.5 m tall; ,annual,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Helichrysum,Helichrysum ambiguum vinaceum," muchbranched herb with successive seasons' growth from a rootstock crown, ; ",annual,inferred_from_genus,,,herb,herb,,,,,,,herbaceous,
Helichrysum,Helichrysum dendroideum," erect shrub circa 2 m tall, rarely a small tree to 5 m tall; ",annual,inferred_from_genus,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Helichrysum,Helichrysum paralium, erect bushy shrub 1-2 m tall; ,annual,inferred_from_genus,,,shrub,shrub,,,,,erect bushy,erect bushy,woody,
Helichrysum,Helichrysum ayersii, sparingly branched erect herb 6-50 cm tall; ,annual,inferred_from_genus,,,herb,herb,,,,,erect,erect,herbaceous,
Helichrysum,Helichrysum bilobum scabrum,  ,annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Helichrysum,Helichrysum obtusifolium," bushy somewhat rigid muchbranched tap-rooted perennial, 10-30 cm tall; ",perennial,perennial,,,herb,inferred_from_genus,,,,,bushy,bushy,herbaceous,
Heliotropium,Heliotropium," annual or perennial herbs, ",annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Heliotropium,Heliotropium filaginoides," perennial, usually cushion-shaped; ",perennial,perennial,,,herb,inferred_from_genus,,,,,cushion-forming,cushion,herbaceous,
Heliotropium,Heliotropium undulatum, semi-erect annual; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Heliotropium,Heliotropium europaeum, erect annual; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Heliotropium,Heliotropium supinum, semiprostrate annual; ,annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Heliotropium,Heliotropium curassavicum," annual or perennial, prostrate, glabrous, usually glaucous; ",annual perennial,annual perennial,,,herb,inferred_from_genus,,,,,prostrate,prostrate,herbaceous,
Heliotropium,Heliotropium tenuifolium," -notonerium gossei benth., hook. ic. ser. 3, 12:t. 1180 (1876); heliotropium gossei (benth.)stapf, hook. ic. ser. 5, 1:t. 3006 (1915). ",,,,,herb,inferred_from_genus,,,,,,,herbaceous,
Heliotropium,Heliotropium asperrimum, erect perennial; ,perennial,perennial,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Heliotropium,Heliotropium ovalifolium,  ,,,,,herb,inferred_from_genus,,,,,,,herbaceous,
Heliotropium,Heliotropium amplexicaule, decumbent perennial; ,perennial,perennial,,,herb,inferred_from_genus,,,,,decumbent,decumbent,herbaceous,
Helipterum,Helipterum saxatile, perennial herb or undershrub to 40 cm high; ,perennial,perennial,,,herb subshrub,herb undershrub,,,,,,,herbaceous,
Helipterum,Helipterum tenellum, annual herb 4-20 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum demissum, annual herb forming dense  clumps to 2.5 cm high; ,annual,annual,,,herb,herb,,,,,dense,dense,herbaceous,
Helipterum,Helipterum hyalospermum, annual herb 3-16 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum jessenii, annual herb 3-15 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum stoveae, annual herb forming dense round clumps to 2 cm high; ,annual,annual,,,herb,herb,,,,,dense,dense,herbaceous,
Helipterum,Helipterum molle, annual herb 6-30 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum stipitatum, annual herb 25-55 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum anthemoides, perennial herb 20-40 cm high. ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum charsleyae," annual or ephemeral herb, sometimes viscid, to 60 cm high; ",ephemeral annual,ephemeral annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum chlorocephalum, annual herb 2-18 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum troedelii, annual herb 4-28 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum corymbiflorum, annual herb 8-30 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum floribundum," annual herb 4-40 cm high, rarely perennial; ",annual perennial,annual perennial,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum humboldtianum, annual herb 10-50 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum laeve," annual herb 3-12 cm high, grey-green to purplish; ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum microglossum, annual herb 2-25 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum moschatum, annual herb 5-40 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum oppositifolium, annual or ephemeral herb 7-12 cm high; ,ephemeral annual,ephemeral annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum polygalifolium, annual herb 6-30 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum pygmaeum, annual or ephemeral 2-10 cm high; ,ephemeral annual,ephemeral annual,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Helipterum,Helipterum strictum, annual herb 10-50 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum stuartianum, annual herb 5-25 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum tietkensii, annual herb 8-50 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum uniflorum, annual herb 2-30 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Helipterum,Helipterum fitzgibbonii, annual herb 7-45 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Hemarthria,Hemarthria uncinata," rather rigid ascending perennial, 20-80 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,decumbent,ascending,herbaceous,
Hemarthria,Hemarthria, perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Hemichroa,Hemichroa, muchbranched woody herb to circa 30 cm tall and circa 50 cm wide; ,,,,,herb,herb,,,,,,,herbaceous,
Hemichroa,Hemichroa mesembryanthema, woody shrub to circa 1 m tall; ,,,,,shrub,shrub,,,,,,,woody,
Hemichroa,Hemichroa pentandra," muchbranched woody herb, often less than 20 cm high; ",,,,,herb,herb,,,,,,,herbaceous,
Herniaria,Herniaria, small procumbent herbs; ,,,,,herb,herbs,,,,,prostrate,procumbent,herbaceous,
Herniaria,Herniaria hirsuta, annual; ,annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hesperantha,Hesperantha, small deciduous perennial herbs; ,perennial,perennial,,,herb,herbs,,,,,,,herbaceous,
Hesperantha,Hesperantha falcata, perennial 15-40 cm high; ,perennial,perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Heterodendrum,Heterodendrum oleifolium,  ,,,,,,,,,,,,,,
Heterodendrum,Heterodendrum oleifolium microcalyx,  ,,,,,,,,,,,,,,
Hibbertia,Hibbertia, small shrubs; ,perennial,inferred_from_family,,,shrub,shrubs,,,,,,,woody,
Hibbertia,Hibbertia virgata, small slender glabrous or cobwebby-pubescent erect shrub often under 50 cm high; ,perennial,inferred_from_family,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia prostrata, small procumbent or erect slender shrub. ,perennial,inferred_from_family,,,shrub,shrub,,,,,erect prostrate,erect procumbent,woody,
Hibbertia,Hibbertia riparia," low usually erect shrub or the longer branches drooping, ",perennial,inferred_from_family,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia paeninsularis," dwarf shrub with villous branches, ",perennial,inferred_from_family,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia crispula," small wiry shrub, glabrous except for a minute curly tomentum on the inner side of the leaf-base, to 50 cm high; ",perennial,inferred_from_family,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia sericea major, straight-branched virgate shrubs; ,perennial,inferred_from_family,,,shrub,shrubs,,,,,,,woody,
Hibbertia,Hibbertia exutiacies, low almost glabrous branching procumbent shrub circa 30-50 cm high; ,perennial,inferred_from_family,,,shrub,shrub,,,,,prostrate,procumbent,woody,
Hibbertia,Hibbertia aspera," erect, climbing or prostrate shrubs with rigid or wiry stellate-hairy stems and branches, ",perennial,inferred_from_family,,,shrub,shrubs,,,,,erect prostrate climbing,erect prostrate climbing,woody,
Hibbertia,Hibbertia sericea, small procumbent to erect shrubs often under 50 cm high; ,perennial,inferred_from_family,,,shrub,shrubs,,,,,erect prostrate,erect procumbent,woody,
Hibbertia,Hibbertia acicularis, erect or sprawling glabrous shrub to 30 cm high; ,perennial,inferred_from_family,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia glaberrima, glabrous spreading shrub to 50 cm high; ,perennial,inferred_from_family,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia stricta,  ,perennial,inferred_from_family,,,shrub,inferred_from_genus,,,,,,,woody,
Hibiscus,Hibiscus, annual or perennial herbs or shrubs with few or many stellate hairs; ,annual perennial,annual perennial,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Hibiscus,Hibiscus brachysiphonius," low sometimes prostrate shrublet usually less than 30 cm high, ",,,,,shrub,shrublet,,,,,prostrate,prostrate,woody,
Hibiscus,Hibiscus krichauffianus," shrub usually 20-90 cm high, pale-grey from the dense velvety tomentum; ",,,,,shrub,shrub,,,,,dense,dense,woody,
Hibiscus,Hibiscus solanifolius," shrub 30-200 cm high, densely velvety-tomentose, the youngest parts ferruginous; ",,,,,shrub,shrub,,,,,,,woody,
Hibiscus,Hibiscus sturtii," small shrub to 1 m but often less than 0.6 m high, pale-grey from the dense velvety tomentum and often rusty-coloured on the youngest parts; ",,,,,shrub,shrub,,,,,dense,dense,woody,
Hibiscus,Hibiscus sturtii grandiflorus,  ,,,,,,,,,,,,,,
Hibiscus,Hibiscus sturtii sturtii,  ,,,,,,,,,,,,,,
Hibiscus,Hibiscus trionum, low erect annual to circa 60 cm high. ,annual,annual,,,herb,inferred_from_life_history,,,,,erect,erect,herbaceous,
Hibiscus,Hibiscus trionum trionum,  ,,,,,,,,,,,,,,
Hibiscus,Hibiscus trionum vesicarius,  ,,,,,,,,,,,,,,
Hirschfeldia,Hirschfeldia," annual or biennial herbs, scabrous. ",annual biennial,annual biennial,,,herb,herbs,,,,,,,herbaceous,
Hirschfeldia,Hirschfeldia incana," herb, erect, to 1 m tall, hirsute or scabrous; ",,,,,herb,herb,,,,,erect,erect,herbaceous,
Histiopteris,Histiopteris," terrestrial ferns with long-creeping rhizomes, ",,,,,fern,ferns,terrestrial,terrestrial,,,creeping rhizomatous,creeping rhizomes,,
Histiopteris,Histiopteris incisa,  ,,,,,fern,inferred_from_genus,terrestrial,inferred_from_genus,,,,,,
Holcus,Holcus, pubescent perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Holcus,Holcus lanatus," erect to 1 m, softly villous perennial; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,erect,erect,herbaceous,
Homeria,Homeria flaccida, perennial 20-50 cm high; ,perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Homeria,Homeria miniata," perennial 30-60 cm high, producing numerous bulbils circa 2 mm long in the leaf axils after flowering; ",perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Homeria,Homeria ochroleuca, perennial 40-70 cm high; ,perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Homoglossum,Homoglossum watsonium, perennial 40-65 cm high; ,perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Hordeum,Hordeum, annual or perennial; ,annual perennial,annual perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Hordeum,Hordeum vulgare," annual, to 1 m high. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum leporinum," annual, to 30 cm high. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum glaucum," description as for leporinum with which it had previously been confused, but separable by the characters indicated in the key. ",,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum vulgare vulgare, lateral spikelets fertile; ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum marinum," annual, 15-20 cm high, uppermost leaf sheath glabrous, swollen, lower sheaths villous. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum hystrix," annual, to 20 cm high. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hordeum,Hordeum vulgare distichon, lateral spikelets barren; ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hovea,Hovea," low Plants with few stems from a woodyrootstock, ",,,,,,,,,,,,,woody_root,woodyrootstock
Hovea,Hovea heterophylla," low Plants with few stems from a woodyrootstock, ",,,,,,,,,,,,,woody_root,woodyrootstock
Hovea,Hovea longifolia," erect shrubs 2-3 m high, ",,,,,shrub,shrubs,,,,,erect,erect,woody,
Howittia,Howittia, perennial woody shrubs covered with a stellate tomentum; ,perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Howittia,Howittia trilocularis," an erect shrub usually 1.5-2.5 m high, ",perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Hybanthus,Hybanthus aurantiacus, compact shrub to 60 cm tall; ,,,,,shrub,shrub,,,,,compact,compact,woody,
Hybanthus,Hybanthus floribundus, perennial shrub to 1.5 m tall; ,perennial,perennial,,,shrub,shrub,,,,,,,woody,
Hybanthus,Hybanthus monopetalus, perennial herb to 60 cm tall; ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Hydatellaceae,Hydatellaceae," 2 genera with 8 species in australia and new zealand. a family of uncertain affinities, formerly treated as part of the centrolepidaceae. ",,,,,,,,,,,,,,
Hydrilla,Hydrilla, fresh water; ,,,,,,,,,,,,,,
Hydrilla,Hydrilla verticillata," submerged, muchbranched, usually dioecious; ",,,,,,,aquatic,submerged,dioecious,dioecious,submerged,submerged,,
Hydrocotyle,Hydrocotyle," perennial herbs with prostrate or ascending stems, rooting at least at the lower nodes, ",perennial,perennial,,,herb,herbs,,,,,decumbent prostrate,ascending prostrate,herbaceous,
Hydrocotyle,Hydrocotyle bonariensis, glabrous perennial herb; ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle hirta," perennial herb with prostrate and ascending stems and branches, ",perennial,perennial,,,herb,herb,,,,,decumbent prostrate,ascending prostrate,herbaceous,
Hydrocotyle,Hydrocotyle muscosa," small procumbent perennial herb with long thin underground stolons, ",perennial,perennial,,,herb,herb,,,,,prostrate,procumbent,herbaceous,
Hydrocotyle,Hydrocotyle pilifera," almost glabrous or glabrescent annual herb, 1.5-12 cm high; ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle trachycarpa, slender glabrous annual herb; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle crassiuscula, glabrescent annual; ,annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle rugulosa," slender glabrous annual, 2-12 cm high, often tinged dark-purplish; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle tripartita, small slender usually hairy perennial; ,perennial,perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle laxiflora," dioecious perennial with creeping white or yellow underground rhizomes often more than 1 m long, ",perennial,perennial,,,herb,inferred_from_genus,,,dioecious,dioecious,creeping rhizomatous,creeping rhizomes,herbaceous,
Hydrocotyle,Hydrocotyle diantha, very slender glabrous procumbent annual; ,annual,annual,,,herb,inferred_from_genus,,,,,prostrate,procumbent,herbaceous,
Hydrocotyle,Hydrocotyle plebeya," almost glabrous perennial, 8-20 cm high; ",perennial,perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle medicaginoides," slender almost or quite glabrous annual, 3-15 cm high; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle foveolata," annual, 1-10 cm high, usually bright-green to yellowish-green; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle callicarpa," slender annual, 1 -8 cm high; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrocotyle,Hydrocotyle verticillata, glabrous perennial with underground stolons and creeping stems rooting at the nodes; ,perennial,perennial,,,herb,inferred_from_genus,,,,,creeping,creeping,herbaceous,
Hydrocotyle,Hydrocotyle comocarpa," procumbent or ascending annual, 3-15 cm high, almost glabrous; ",annual,annual,,,herb,inferred_from_genus,,,,,decumbent prostrate,ascending procumbent,herbaceous,
Hydrocotyle,Hydrocotyle capillaris," glabrous annual, 2-10cm high; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hydrophyllaceae,Hydrophyllaceae, annuals with a more or less distinct basal rosette; ,annual,annuals,,,herb,inferred_from_life_history,,,,,rosette,rosette,herbaceous,
Hymenanthera,Hymenanthera dentata," native trees and shrubs of south-eastern australia, p. 229.) shrub to 2 m; glabrous; ",,,,,shrub tree,shrubs trees,,,,,,,woody,
Hymenolobus,Hymenolobus procumbens," herb, procumbent to erect, 4-30 cm tall, slender, glabrous; ",,,,,herb,herb,,,,,erect prostrate,erect procumbent,herbaceous,
Hyoscyamus,Hyoscyamus niger, a viscid foetid annual or biennial to circa 50 cm tall; ,annual biennial,annual biennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Hyoscyamus,Hyoscyamus," annual, biennial or perennial (outside s.aust.) herbs, often viscid; ",annual biennial perennial,annual biennial perennial,,,herb,herbs,,,,,,,herbaceous,
Hyparrhenia,Hyparrhenia, tufted perennials; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Hyparrhenia,Hyparrhenia hirta," densely tufted perennial, to 2 m high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Hypecoaceae,Hypecoaceae," annuals with first leaves in a basal rosette, later becoming a more or less branched shrublet as the erect inflorescence develops; ",annual,annuals,,,shrub,shrublet,,,,,erect rosette,erect rosette,woody,
Hypecoum,Hypecoum, annual herbs with watery sap; ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Hypecoum,Hypecoum pendulum," herb with the first leaves in a basal rosette becoming later a laxly branched shrublet to 30 cm high, glabrous. ",annual,inferred_from_genus,,,herb shrub,herb shrublet,,,,,rosette,rosette,woody herbaceous,
Hypericum,Hypericum, glabrous annual or perennial herbs; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Hypericum,Hypericum gramineum," perennial to annual herb, 2-40 cm high, erect to decumbent; ",annual perennial,annual perennial,,,herb,herb,,,,,erect decumbent,erect decumbent,herbaceous,
Hypericum,Hypericum perforatum, stout erect perennial herb; ,perennial,perennial,,,herb,herb,,,,,erect,erect,herbaceous,
Hypericum,Hypericum japonicum," weak decumbent to prostrate, occasionally ascending, annual; ",annual,annual,,,herb,inferred_from_genus,,,,,decumbent prostrate,decumbent ascending prostrate,herbaceous,
Hypochaeris,Hypochaeris, annual and perennial herbs with a tap root; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Hypochaeris,Hypochaeris glabra, annual herb 10-40 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Hypochaeris,Hypochaeris radicata, perennial herb 15-80 cm high; ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Hypolaena,Hypolaena fastigiata,  ,perennial,inferred_from_family,,,herb graminoid,inferred_from_family_life_history,,,,,,,herbaceous,
Hypolaena,Hypolaena,  ,perennial,inferred_from_family,,,herb graminoid,inferred_from_family_life_history,,,,,,,herbaceous,
Hypolepis,Hypolepis,  ,,,,,,,,,,,,,,
Hypolepis,Hypolepis dicksonioides,  ,,,,,,,,,,,,,,
Hypolepis,Hypolepis rugosula,  ,,,,,,,,,,,,,,
Hypoxidaceae,Hypoxidaceae, perennial herbs with a tuberous rhizome or corm; ,perennial,perennial,,,herb,herbs,,,,,rhizomatous,rhizome,herbaceous,
Hypoxis,Hypoxis,  ,perennial,inferred_from_family,,,herb,inferred_from_family,,,,,,,herbaceous,
Hypoxis,Hypoxis glabella,  ,perennial,inferred_from_family,,,herb,inferred_from_family,,,,,,,herbaceous,
Hypoxis,Hypoxis hookeri,  ,perennial,inferred_from_family,,,herb,inferred_from_family,,,,,,,herbaceous,
Iberis,Iberis, about 30 species in europe and asia; 1 naturalised in australia. ,,,,,,,,,,,,,,
Iberis,Iberis crenata," herb, annual, ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Ilex,Ilex, evergreen shrubs or small trees; ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Ilex,Ilex aquifolium," shrubs or rarely trees usually less than 4 m high, ",,,,,shrub tree,shrubs trees,,,,,,,woody,
