genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Hymenochilus,Hymenochilus ziegeleri,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus rubenachii,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus spissus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus sinuatus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus pratensis,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus nemoralis,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus calcicola,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus pagophilus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus muticus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus cymbellus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus pachylus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus pisinnus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus agrestis,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus bicolor,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus clivicola,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus crassicaulis,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus wapstrarum,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus confertus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus incognitus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus cycnocephalus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenochilus,Hymenochilus anemophilus,NA,NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Hymenolobus,Hymenolobus,annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Hymenolobus,Hymenolobus procumbens,"annual herb, procumbent to erect, 4-30 cm tall, slender, glabrous.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect prostrate,erect procumbent,herbaceous,NA,Author: H.J.Hewson
Hymenophyllaceae,Hymenophyllaceae,"epiphytic, lithophytic or terrestrial ferns of small to medium size.",NA,NA,NA,NA,fern,ferns,epiphyte lithophyte terrestrial,epiphytic lithophytic terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,NA
Hymenophyllum,Hymenophyllum bivalve,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum samoense,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum australe,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum gracilescens,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum reinwardtii,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum pallidum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum eboracense,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum falklandicum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum kerianum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum flabellatum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum applanatum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum javanicum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum lyallii,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum holochilum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela; Contributor: NA; Acknowledgements: NA
Hymenophyllum,Hymenophyllum rarum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum pumilum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum cupressiforme,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum walleri,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum peltatum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum digitatum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum lobbii,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum marginatum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela; Contributor: NA; Acknowledgements: NA
Hymenophyllum,Hymenophyllum multifidum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum baileyanum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum whitei,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum contiguum,NA,NA,NA,NA,NA,fern,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: Daniel J. Ohlsen; Editor: P.G. Kodela
Hymenophyllum,Hymenophyllum,"epiphytic, lithophytic or terrestrial ferns.",NA,NA,NA,NA,fern,ferns,epiphyte lithophyte terrestrial,epiphytic lithophytic terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,NA
Hymenosporum,Hymenosporum,"tree, sometimes deciduous.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Hymenosporum,Hymenosporum flavum,"small to medium tree  to circa 22 m high and to 45 (-60) cm d.b.h.,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: Lindy Cayzer
Hyoscyamus,Hyoscyamus,"annual or perennial herbs,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Hyoscyamus,Hyoscyamus albus,"annual, biennial or perennial herb to 50 cm.",annual biennial perennial,annual biennial perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: D.E.Symon, R.W.Purdie"
Hyoscyamus,Hyoscyamus niger,foetid annual or biennial herb to 50 cm.,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: D.E.Symon, R.W.Purdie"
Hypecoum,Hypecoum,"semi-succulent annuals, usually glabrous, glaucous.",annual,annuals,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Hypecoum,Hypecoum pendulum,strongly curry-scented annual to 40 cm high.,annual,annual,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: N.G. Walsh; Contributor: John R. Busby (ed. December 2021)
Hypericaceae,Hypericaceae,"trees, shrubs, or herbs, hermaphrodite.",NA,NA,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,hermaphrodite,hermaphrodite,NA,NA,woody herbaceous,NA,NA
Hypertelis,Hypertelis,"herbs, annual or perennial, glabrous;",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,dioecious,inferred_from_family,NA,NA,herbaceous,NA,NA
Hypertelis,Hypertelis cerviana,"herb, annual or ephemeral, 3-18 cm tall, glabrous;",ephemeral annual,ephemeral annual,NA,NA,herb,herb,NA,NA,NA,inferred_from_family,NA,NA,herbaceous,NA,"Author: Philip S. Short, R.L. Barrett; Editor: R.L. Barrett, A.E. Orchard; Contributor: P.G. Kodela (ed. July 2021)"
Hypochaeris,Hypochaeris,"annual, biennial or perennial herbs, usually branching.",annual biennial perennial,annual biennial perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Hypochaeris,Hypochaeris albiflora,perennials to circa 0.4 m high.,perennial,perennials,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: I.R. Thompson; Contributor: John R. Busby (ed. August 2020)
Hypochaeris,Hypochaeris radicata,perennials to circa 1 m high.,perennial,perennials,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: I.R. Thompson; Contributor: John R. Busby (ed. August 2020); P.G. Kodela (ed. August 2021)
Hypochaeris,Hypochaeris glabra,annuals to circa 0.4 m high.,annual,annuals,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: I.R. Thompson; Contributor: John R. Busby (ed. August 2020)
Hypolaena,Hypolaena viridis,"herb, dioecious, perennial, rhizomatous.",perennial,perennial,NA,NA,herb graminoid,herb,NA,NA,dioecious,dioecious,rhizomatous,rhizomatous,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena exsulca,"herb, dioecious, perennial, rhizomatous, forming dense tussocks or diffuse patches to 1 m or more across.",perennial,perennial,NA,NA,herb tussock graminoid,herb tussocks,NA,NA,dioecious,dioecious,caespitose rhizomatous dense,tussocks rhizomatous dense,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena pubescens,"herb, dioecious, caespitose, perennial, forming dense tussocks with spreading culms, the base with woolly pubescence partly covered by thin, pale to light orange-brown,",perennial,perennial,NA,NA,herb tussock graminoid,herb tussocks,NA,NA,dioecious,dioecious,caespitose spreading dense,caespitose tussocks spreading dense,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena fastigiata,"herb, dioecious, rhizomatous perennial, forming diffuse patches to 2 m across.",perennial,perennial,NA,NA,herb graminoid,herb,NA,NA,dioecious,dioecious,rhizomatous,rhizomatous,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena,"herbs, dioecious, perennial, caespitose or rhizomatous,",perennial,perennial,NA,NA,herb graminoid,herbs,NA,NA,dioecious,dioecious,caespitose rhizomatous,caespitose rhizomatous,herbaceous,NA,NA
Hypolaena,Hypolaena robusta,"herb, dioecious, rhizomatous, perennial, forming diffuse patches to 30 cm across.",perennial,perennial,NA,NA,herb graminoid,herb,NA,NA,dioecious,dioecious,rhizomatous,rhizomatous,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena caespitosa,"herb, dioecious, caespitose perennial, forming many-stemmed tussocks;",perennial,perennial,NA,NA,herb tussock graminoid,herb tussocks,NA,NA,dioecious,dioecious,caespitose,caespitose tussocks,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena humilis,"herb, dioecious, rhizomatous perennial, forming dense or sparse patches to 75 cm across.",perennial,perennial,NA,NA,herb graminoid,herb,NA,NA,dioecious,dioecious,rhizomatous dense,rhizomatous dense,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolaena,Hypolaena grandiuscula,"herb, dioecious, rhizomatous, perennial, forming diffuse or dense patches to 50 cm across.",perennial,perennial,NA,NA,herb graminoid,herb,NA,NA,dioecious,dioecious,rhizomatous dense,rhizomatous dense,herbaceous,NA,Author: Barbara G. Briggs; Carolyn L. Connelly; Siegfried L. Krauss; Editor: Phillip G. Kodela
Hypolepis,Hypolepis,terrestrial ferns.,NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,NA
Hypolepis,Hypolepis dicksonioides,"stipe and rachis dark chestnut-brown below, yellow-brown or green at apex,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Author: P.J. Brownsey, P.G. Kodela; Editor: P.G. Kodela"
Hypolepis,Hypolepis rugosula,"stipe and rachis red-brown or chestnut-brown, becoming yellow-brown near apex,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Contributor: A.M. Wheeler (editorial assistance November 2022)
Hypolepis,Hypolepis elegans subsp. elegans,"stipe and rachis dark chestnut-brown at base, yellow-brown or green at apex,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Editor: P.G. Kodela
Hypolepis,Hypolepis amaurorachis,"stipe and rachis dark red-brown, becoming green near apex,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Contributor: A.M. Wheeler (editorial assistance November 2022)
Hypolepis,Hypolepis glandulifera,"stipe and rachis mostly yellow-brown,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Contributor: A.M. Wheeler (editorial assistance November 2022)
Hypolepis,Hypolepis muelleri,"stipe and rachis mostly yellow-brown,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Contributor: A.M. Wheeler (editorial assistance November 2022)
Hypolepis,Hypolepis tenuifolia,"stipe and rachis dark chestnut-brown below, yellow-brown or green at apex,",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Author: P.J. Brownsey, P.G. Kodela; Editor: P.G. Kodela"
Hypolepis,Hypolepis distans,"stipe and rachis dark red-brown, almost glabrous; stipe 5-10 cm long, 0.7-1 mm diam.",NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Author: P.J. Brownsey; Contributor: A.M. Wheeler (editorial assistance November 2022)
Hypoxis,Hypoxis,cormous perennials.,perennial,perennials,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Hypoxis,Hypoxis hygrometrica,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis occidentalis var. occidentalis,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis marginata,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis vaginata,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis hygrometrica var. villosisepala,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis glabella var. glabella,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis gardneri,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis glabella var. leptantha,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis arillacea,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis exilis,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis glabella,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis pratensis var. pratensis,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis pratensis var. tuberculata,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis vaginata var. vaginata,Plant 6-35 cm tall. inforescence 1- or 2-flowered.,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis pratensis,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis occidentalis,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis hygrometrica var. hygrometrica,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis occidentalis var. quadriloba,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis hygrometrica var. splendida,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis vaginata var. brevistigmata,Plant to circa 10 cm tall.,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypoxis,Hypoxis nervosa,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: R.J.F.Henderson
Hypserpa,Hypserpa decumbens,tall climber.,NA,NA,NA,NA,climber,climber,NA,NA,dioecious,inferred_from_family,NA,NA,NA,NA,"Author: L.L. Forman; Contributor: John R. Busby (ed. November, December 2021)"
Hypserpa,Hypserpa laurina,"slender climber, entirely glabrous or almost so,",NA,NA,NA,NA,climber,climber,NA,NA,dioecious,inferred_from_family,NA,NA,NA,NA,Author: L.L. Forman; Contributor: John R. Busby (ed. November 2021)
Hypserpa,Hypserpa polyandra var. polyandra,large climber.,NA,NA,NA,NA,climber,climber,NA,NA,dioecious,inferred_from_family,NA,NA,NA,NA,Author: L.L .Forman; Contributor: John R. Busby (ed. November 2021)
Hypserpa,Hypserpa smilacifolia,NA,perennial,inferred_from_growth_form,NA,NA,climber_woody,inferred_from_genus,NA,NA,dioecious,inferred_from_family,NA,NA,woody,inferred_from_growth_form,Author: L.L. Forman; Contributor: John R. Busby (ed. November 2021)
Hypserpa,Hypserpa,woodyclimbers.,perennial,inferred_from_growth_form,NA,NA,climber_woody,woodyclimbers,NA,NA,dioecious,inferred_from_family,NA,NA,woody,inferred_from_growth_form,NA
Hypsophila,Hypsophila,"shrubs or trees, glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Hypsophila,Hypsophila dielsiana,tree to 10 m.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: L.W.Jessup
Hypsophila,Hypsophila halleyana,stunted shrub or tree to 12 m.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: L.W.Jessup
Icacinaceae,Icacinaceae,"trees, shrubs or  bisexual, polygamous or dioecious.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,dioecious polygamous,dioecious polygamous,NA,NA,woody,NA,NA
Ichnocarpus,Ichnocarpus,"perennial woody lianes or subshrubs, evergreen; latex white.",perennial,perennial,NA,NA,subshrub climber_woody,subshrubs lianes,NA,NA,NA,NA,NA,NA,woody,NA,NA
Ichnocarpus,Ichnocarpus frutescens,liane.,perennial,inferred_from_genus,NA,NA,climber_woody,liane,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,Author: P.I. Forster
Ichnocarpus,Ichnocarpus rhombifolius,scandent epiphytic liane.,perennial,inferred_from_genus,NA,NA,climber_woody,liane,epiphyte,epiphytic,NA,NA,climbing,scandent,woody,inferred_from_growth_form,Author: P.I.Forster
Idiospermum,Idiospermum,"tree, andromonoecious.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,andromonoecious,andromonoecious,NA,NA,woody,NA,NA
Idiospermum,Idiospermum australiense,tree to 25 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,andromonoecious,inferred_from_genus,NA,NA,woody,NA,Author: L.W. Jessup; Editor: P.G. Kodela; Contributor: NA; Acknowledgements: NA
Ileostylus,Ileostylus,woody epiphytic hemiparasites.,perennial,inferred_from_growth_form,hemiparasitic,hemiparasites,shrub,inferred_from_family,epiphyte,epiphytic,NA,NA,NA,NA,woody,NA,NA
Ileostylus,Ileostylus micranthus,bushy epiphyte.,perennial,inferred_from_growth_form,hemiparasitic,inferred_from_genus,shrub,inferred_from_family,epiphyte,epiphyte,NA,NA,bushy,bushy,woody,NA,"Author: P.S. Green, P.G. Kodela; Editor: P.G. Kodela"
Ilex,Ilex,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecious,inferred_from_family,NA,NA,NA,NA,NA
