PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
1730,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,rigidellus     ,,,,,,Cyperus rigidellus (Benth.) J.M.Black,Cyperus rigidellus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1731,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,rotundus     ,,,,,,Cyperus rotundus L.,Cyperus rotundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1732,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,rubicundus     ,,,,,,Cyperus rubicundus Vahl,Cyperus rubicundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1733,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sanguinolentus     ,,,,,,Cyperus sanguinolentus Vahl,Cyperus sanguinolentus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1734,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,scaber     ,,,,,,Cyperus scaber (R.Br.) Boeck.,Cyperus scaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1735,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,scariosus     ,,,,,,Cyperus scariosus R.Br.,Cyperus scariosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1736,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,serotinus     ,,,,,,Cyperus serotinus Rottb.,Cyperus serotinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1737,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sesquiflorus     ,,,,,,Cyperus sesquiflorus (Torr.) Mattf. & Kuek.,Cyperus sesquiflorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1738,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Chester River J.R.Clarkson 2392) ,,,,,,Cyperus sp. (Chester River J.R.Clarkson 2392),Cyperus sp. (Chester River J.R.Clarkson 2392),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1739,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Coleman River J.R.Clarkson 3455) ,,,,,,Cyperus sp. (Coleman River J.R.Clarkson 3455),Cyperus sp. (Coleman River J.R.Clarkson 3455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1740,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Eungella NP P.R.Sharpe+ 5052) ,,,,,,Cyperus sp. (Eungella NP P.R.Sharpe+ 5052),Cyperus sp. (Eungella NP P.R.Sharpe+ 5052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1741,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Herberton P.R.Sharpe 1449)  ,,,,,,Cyperus sp. (Herberton P.R.Sharpe 1449),Cyperus sp. (Herberton P.R.Sharpe 1449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1742,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Katherine Gorge NP C.Dunlop 4505),,,,,,Cyperus sp. (Katherine Gorge NP C.Dunlop 4505),Cyperus sp. (Katherine Gorge NP C.Dunlop 4505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1743,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (Mission Beach N.Byrnes MB14) ,,,,,,Cyperus sp. (Mission Beach N.Byrnes MB14),Cyperus sp. (Mission Beach N.Byrnes MB14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1744,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sp. (The Boulders J.A.Elsol 818) ,,,,,,Cyperus sp. (The Boulders J.A.Elsol 818),Cyperus sp. (The Boulders J.A.Elsol 818),,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1745,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sphacelatus     ,,,,,,Cyperus sphacelatus Rottb.,Cyperus sphacelatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1746,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sphaeroideus     ,,,,,,Cyperus sphaeroideus L.A.S.Johnson & O.D.Evans,Cyperus sphaeroideus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1747,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,squarrosus     ,,,,,,Cyperus squarrosus L.,Cyperus squarrosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1748,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,stoloniferus     ,,,,,,Cyperus stoloniferus Retz.,Cyperus stoloniferus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1749,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,subulatus     ,,,,,,Cyperus subulatus R.Br.,Cyperus subulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1750,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,sulcinux     ,,,,,,Cyperus sulcinux C.B.Clarke,Cyperus sulcinux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1751,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,tenuiculmis     ,,,,,,Cyperus tenuiculmis Boeck.,Cyperus tenuiculmis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1752,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,tenuispica     ,,,,,,Cyperus tenuispica Steud.,Cyperus tenuispica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1753,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,tetracarpus     ,,,,,,Cyperus tetracarpus Boeck.,Cyperus tetracarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1754,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,tetraphyllus     ,,,,,,Cyperus tetraphyllus R.Br.,Cyperus tetraphyllus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1755,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,triceps     ,,,,,,Cyperus triceps (Rottb.) Endl.,Cyperus triceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1756,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,trinervis     ,,,,,,Cyperus trinervis R.Br.,Cyperus trinervis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1757,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,tuberosus     ,,,,,,Cyperus tuberosus Rottb.,Cyperus tuberosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1758,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,unioloides     ,,,,,,Cyperus unioloides R.Br.,Cyperus unioloides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1759,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,victoriensis     ,,,,,,Cyperus victoriensis C.B.Clarke,Cyperus victoriensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1760,Poales,Cyperaceae,Cyperaceae,,Cyperus,,,,,zollingeri     ,,,,,,Cyperus zollingeri Steud.,Cyperus zollingeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1761,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,     ,,,,,,Eleocharis,Eleocharis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,acutangula     ,,,,,,Eleocharis acutangula (Roxb.) Schult.,Eleocharis acutangula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1763,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,atropurpurea     ,,,,,,Eleocharis atropurpurea (Retz.) Kunth,Eleocharis atropurpurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1764,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,brassii     ,,,,,,Eleocharis brassii S.T.Blake,Eleocharis brassii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1765,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,cylindrostachys     ,,,,,,Eleocharis cylindrostachys Boeck.,Eleocharis cylindrostachys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1766,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,dietrichiana     ,,,,,,Eleocharis dietrichiana Boeck.,Eleocharis dietrichiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1767,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,dulcis     ,,,,,,Eleocharis dulcis (Burm.f.) Trin. ex Hensch.,Eleocharis dulcis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1768,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,equisetina     ,,,,,,Eleocharis equisetina C.Presl,Eleocharis equisetina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1769,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,geniculata     ,,,,,,Eleocharis geniculata (L.) Roem. & Schult.,Eleocharis geniculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1770,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,minuta     ,,,,,,Eleocharis minuta Boeck.,Eleocharis minuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1771,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,nuda     ,,,,,,Eleocharis nuda C.B.Clarke,Eleocharis nuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1772,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,ochrostachys     ,,,,,,Eleocharis ochrostachys Steud.,Eleocharis ochrostachys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1773,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,pallens     ,,,,,,Eleocharis pallens S.T.Blake,Eleocharis pallens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1774,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,philippinensis     ,,,,,,Eleocharis philippinensis Svenson,Eleocharis philippinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1775,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,plana     ,,,,,,Eleocharis plana S.T.Blake,Eleocharis plana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1776,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,retroflexa     ,,,,,,Eleocharis retroflexa (Poir.) Urb.,Eleocharis retroflexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1777,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,setifolia subsp. setifolia   ,,,,,,Eleocharis setifolia (A.Rich.) J.Raynal subsp. setifolia,Eleocharis setifolia subsp. setifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1778,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,sp. (Kapalga Billabong J.A.Taylor JT273) ,,,,,,Eleocharis sp. (Kapalga Billabong J.A.Taylor JT273),Eleocharis sp. (Kapalga Billabong J.A.Taylor JT273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1779,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,sphacelata     ,,,,,,Eleocharis sphacelata R.Br.,Eleocharis sphacelata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1780,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,spiralis     ,,,,,,Eleocharis spiralis (Rottb.) Roem. & Schult.,Eleocharis spiralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1781,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,sundaica     ,,,,,,Eleocharis sundaica J.Kern,Eleocharis sundaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1782,Poales,Cyperaceae,Cyperaceae,,Eleocharis,,,,,tetraquetra     ,,,,,,Eleocharis tetraquetra Nees,Eleocharis tetraquetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1783,Poales,Cyperaceae,Cyperaceae,,Exocarya,,,,,scleroides     ,,,,,,Exocarya scleroides (F.Muell.) Benth.,Exocarya scleroides,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andromonoecious,,,,,Bruhl 1995/Flora of NSW 1993
1784,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,     ,,,,,,Fimbristylis,Fimbristylis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,acicularis     ,,,,,,Fimbristylis acicularis R.Br.,Fimbristylis acicularis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1786,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,acuminata     ,,,,,,Fimbristylis acuminata Vahl,Fimbristylis acuminata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1787,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,adjuncta     ,,,,,,Fimbristylis adjuncta S.T.Blake,Fimbristylis adjuncta,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1788,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,aestivalis     ,,,,,,Fimbristylis aestivalis (Retz.) Vahl,Fimbristylis aestivalis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1789,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,aestivalis var. aestivalis   ,,,,,,Fimbristylis aestivalis (Retz.) Vahl var. aestivalis,Fimbristylis aestivalis var. aestivalis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1790,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,aestivalis var. macrostachya   ,,,,,,Fimbristylis aestivalis var. macrostachya Benth.,Fimbristylis aestivalis var. macrostachya,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1791,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,bisumbellata     ,,,,,,Fimbristylis bisumbellata (Forssk.) Bubani,Fimbristylis bisumbellata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1792,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,blakei     ,,,,,,Fimbristylis blakei Latz,Fimbristylis blakei,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1793,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,caespitosa     ,,,,,,Fimbristylis caespitosa R.Br.,Fimbristylis caespitosa,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1794,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,cinnamometorum     ,,,,,,Fimbristylis cinnamometorum (Vahl) Kunth,Fimbristylis cinnamometorum,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1795,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,clavata     ,,,,,,Fimbristylis clavata S.T.Blake,Fimbristylis clavata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1796,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,complanata     ,,,,,,Fimbristylis complanata (Retz.) Link,Fimbristylis complanata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1797,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,corynocarya     ,,,,,,Fimbristylis corynocarya F.Muell.,Fimbristylis corynocarya,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1798,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,costiglumis     ,,,,,,Fimbristylis costiglumis Domin,Fimbristylis costiglumis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1799,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,cymosa     ,,,,,,Fimbristylis cymosa R.Br.,Fimbristylis cymosa,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1800,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,densa     ,,,,,,Fimbristylis densa S.T.Blake,Fimbristylis densa,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1801,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,depauperata     ,,,,,,Fimbristylis depauperata R.Br.,Fimbristylis depauperata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1802,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,dichotoma     ,,,,,,Fimbristylis dichotoma (L.) Vahl,Fimbristylis dichotoma,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1803,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,dolera     ,,,,,,Fimbristylis dolera S.T.Blake,Fimbristylis dolera,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1804,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,elegans     ,,,,,,Fimbristylis elegans S.T.Blake,Fimbristylis elegans,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1805,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,eragrostis     ,,,,,,Fimbristylis eragrostis (Nees & Meyen ex Nees) Hance,Fimbristylis eragrostis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1806,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,ferruginea     ,,,,,,Fimbristylis ferruginea (L.) Vahl,Fimbristylis ferruginea,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
