taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Lagunaria patersonia,leaf_width,maximum,50,mm,1544,Lagunaria patersonii,NA
Lagunaria patersonia,plant_height,maximum,12,m,1544,Lagunaria patersonii,NA
Lamium amplexicaule,leaf_length,minimum,7,mm,1545,Lamium amplexicaule,"Citation: L., Sp. Pl. 579 (1753) subsp. amplexicaule."
Lamium amplexicaule,leaf_length,maximum,20,mm,1545,Lamium amplexicaule,"Citation: L., Sp. Pl. 579 (1753) subsp. amplexicaule."
Lamium amplexicaule,leaf_width,minimum,10,mm,1545,Lamium amplexicaule,"Citation: L., Sp. Pl. 579 (1753) subsp. amplexicaule."
Lamium amplexicaule,leaf_width,maximum,25,mm,1545,Lamium amplexicaule,"Citation: L., Sp. Pl. 579 (1753) subsp. amplexicaule."
Lamium purpureum,leaf_length,minimum,10,mm,1546,Lamium purpureum,NA
Lamium purpureum,leaf_length,maximum,50,mm,1546,Lamium purpureum,NA
Lamium purpureum,leaf_width,minimum,10,mm,1546,Lamium purpureum,NA
Lamium purpureum,leaf_width,maximum,30,mm,1546,Lamium purpureum,NA
Lampranthus glaucus,leaf_width,maximum,5,mm,1547,Lampranthus glaucus,"Citation: N.E. Br., Gdnrs' Chron. 87:212 (1930)."
Lasiopetalum discolor,plant_height,maximum,1,m,1552,Lasiopetalum discolor,"Citation: Hook., Compan. Bot. Mag. 1:276 (1835)."
Lavandula dentata,leaf_length,minimum,15,mm,1557,Lavandula dentata,"Citation: L., Sp. Pl. 572 (1753)."
Lavandula dentata,leaf_length,maximum,40,mm,1557,Lavandula dentata,"Citation: L., Sp. Pl. 572 (1753)."
Lavandula dentata,leaf_width,minimum,3,mm,1557,Lavandula dentata,"Citation: L., Sp. Pl. 572 (1753)."
Lavandula dentata,leaf_width,maximum,8,mm,1557,Lavandula dentata,"Citation: L., Sp. Pl. 572 (1753)."
Lavandula stoechas,leaf_length,minimum,10,mm,1558,Lavandula stoechas,"Citation: L., Sp. Pl. 573 (1753) subsp, stoechas."
Lavandula stoechas,leaf_length,maximum,30,mm,1558,Lavandula stoechas,"Citation: L., Sp. Pl. 573 (1753) subsp, stoechas."
Lavandula stoechas,leaf_width,minimum,2,mm,1558,Lavandula stoechas,"Citation: L., Sp. Pl. 573 (1753) subsp, stoechas."
Lavandula stoechas,leaf_width,maximum,5,mm,1558,Lavandula stoechas,"Citation: L., Sp. Pl. 573 (1753) subsp, stoechas."
Lawrencia glomerata,plant_height,maximum,0.3,m,1564,Lawrencia glomerata,"Citation: Hook., Hook. Ic. 5:t. 417 (1842)."
Lawrencia squamata,leaf_length,minimum,3,mm,1566,Lawrencia squamata,"Citation: Nees in Lehm., Pl. Preiss. 1:242 (1845)."
Lawrencia squamata,leaf_length,maximum,10,mm,1566,Lawrencia squamata,"Citation: Nees in Lehm., Pl. Preiss. 1:242 (1845)."
Laxmannia sessiliflora,plant_height,maximum,0.08,m,1567,Laxmannia sessiliflora,"Citation: Decne., Nouv. Ann. Mus. Hist. Nat., Paris 3:500 (1834)."
Lepidium monoplocoides,leaf_length,minimum,15,mm,1579,Lepidium monoplocoides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:35 (1855)."
Lepidosperma canescens,plant_height,maximum,1,m,1592,Lepidosperma canescens,"Citation: Boeckeler, Linnaea 38:330 (1874)."
Lepidosperma carphoides,leaf_length,minimum,15,mm,1593,Lepidosperma carphoides,"Citation: F. Muell. ex Benth., Fl. Aust. 7:400 (1878)."
Lepidosperma carphoides,leaf_length,maximum,30,mm,1593,Lepidosperma carphoides,"Citation: F. Muell. ex Benth., Fl. Aust. 7:400 (1878)."
Lepidosperma carphoides,plant_height,maximum,0.4,m,1593,Lepidosperma carphoides,"Citation: F. Muell. ex Benth., Fl. Aust. 7:400 (1878)."
Lepidosperma concavum,plant_height,maximum,0.6,m,1594,Lepidosperma concavum,"Citation: R. Br., Prod. Fl. Nov. Holl. 234 (1810)."
Lepidosperma congestum,plant_height,maximum,0.5,m,1595,Lepidosperma congestum,"Citation: R. Br., Prod. Fl. Nov. Holl. 234 (1810)."
Lepidosperma gladiatum,plant_height,maximum,1,m,1596,Lepidosperma gladiatum,"Citation: Labill., Nov. Holl. Pl. Sp. 1:15 (1805)."
Lepidosperma laterale,plant_height,maximum,1,m,1597,Lepidosperma laterale,"Citation: R. Br., Prod. Fl. Nov. Holl. 234 (1810)."
Lepidosperma longitudinale,leaf_length,minimum,100,mm,1598,Lepidosperma longitudinale,"Citation: Labill., Nov. Holl. Pl. Sp. 1:16 (1805)."
Lepidosperma longitudinale,leaf_length,maximum,300,mm,1598,Lepidosperma longitudinale,"Citation: Labill., Nov. Holl. Pl. Sp. 1:16 (1805)."
Lepidosperma longitudinale,plant_height,maximum,0.1,m,1598,Lepidosperma longitudinale,"Citation: Labill., Nov. Holl. Pl. Sp. 1:16 (1805)."
Lepidosperma semiteres,leaf_length,minimum,1,mm,1599,Lepidosperma semiteres,"Citation: F. Muell. ex Boeckeler, Linnaea 38:327 (1874)."
Lepidosperma semiteres,leaf_length,maximum,1.5,mm,1599,Lepidosperma semiteres,"Citation: F. Muell. ex Boeckeler, Linnaea 38:327 (1874)."
Lepidosperma semiteres,plant_height,maximum,1,m,1599,Lepidosperma semiteres,"Citation: F. Muell. ex Boeckeler, Linnaea 38:327 (1874)."
Lepidosperma tortuosum,leaf_width,maximum,1.5,mm,1600,Lepidosperma tortuosum,"Citation: F. Muell., Fragm. Phyt. Aust. 9:23 (1875)."
Lepidosperma tortuosum,plant_height,maximum,0.3,m,1600,Lepidosperma tortuosum,"Citation: F. Muell., Fragm. Phyt. Aust. 9:23 (1875)."
Lepidosperma viscidum,plant_height,maximum,0.5,m,1601,Lepidosperma viscidum,"Citation: R. Br., Prod. Fl. Nov. Holl. 234 (1810)."
Althenia cylindrocarpa,leaf_length,minimum,10,mm,1604,Lepilaena cylindrocarpa,NA
Althenia cylindrocarpa,leaf_length,maximum,80,mm,1604,Lepilaena cylindrocarpa,NA
Althenia cylindrocarpa,leaf_width,minimum,0.1,mm,1604,Lepilaena cylindrocarpa,NA
Althenia cylindrocarpa,leaf_width,maximum,0.2,mm,1604,Lepilaena cylindrocarpa,NA
Althenia cylindrocarpa,plant_height,maximum,0.25,m,1604,Lepilaena cylindrocarpa,NA
Althenia marina,leaf_length,minimum,20,mm,1605,Lepilaena marina,NA
Althenia marina,leaf_length,maximum,50,mm,1605,Lepilaena marina,NA
Althenia marina,leaf_width,minimum,0.2,mm,1605,Lepilaena marina,NA
Althenia marina,leaf_width,maximum,0.5,mm,1605,Lepilaena marina,NA
Althenia marina,plant_height,maximum,0.1,m,1605,Lepilaena marina,NA
Althenia patentifolia,leaf_length,minimum,10,mm,1606,Lepilaena patentifolia,NA
Althenia patentifolia,plant_height,maximum,0.75,m,1606,Lepilaena patentifolia,NA
Althenia preissii,leaf_length,minimum,10,mm,1607,Lepilaena preissii,NA
Althenia preissii,leaf_length,maximum,80,mm,1607,Lepilaena preissii,NA
Althenia preissii,leaf_width,minimum,0.1,mm,1607,Lepilaena preissii,NA
Althenia preissii,leaf_width,maximum,0.2,mm,1607,Lepilaena preissii,NA
Althenia preissii,plant_height,maximum,0.5,m,1607,Lepilaena preissii,NA
Dinebra neesii,plant_height,maximum,1,m,1609,Leptocarpus brownii,NA
Leptocarpus tenax,plant_height,maximum,1,m,1610,Leptocarpus tenax,"Citation: R. Br., Prod. Fl. Nov. Holl. 250 (1810)."
Leptospermum lanigerum,leaf_length,minimum,3,mm,1623,Leptospermum lanigerum,"Citation: Smith, Trans. Linn. Soc. 3:263 (1797)."
Leucojum aestivum,plant_height,maximum,0.6,m,1626,Leucojum aestivum,"Citation: L., Syst. Nat. edn 10:975 (1759)."
Leucopogon hirsutus,plant_height,maximum,1,m,1633,Leucopogon hirsutus,"Citation: Sonder in Lehm., Pl. Preiss. 1:310 (1845)."
Leucopogon rufus,leaf_length,minimum,4,mm,1636,Leucopogon rufus,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:178 (1839)."
Leucopogon rufus,leaf_length,maximum,18,mm,1636,Leucopogon rufus,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:178 (1839)."
Leucopogon rufus,leaf_width,minimum,1.2,mm,1636,Leucopogon rufus,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:178 (1839)."
Leucopogon rufus,leaf_width,maximum,5.5,mm,1636,Leucopogon rufus,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:178 (1839)."
Leucopogon woodsii,leaf_length,minimum,2,mm,1638,Leucopogon woodsii,"Citation: F. Muell., Fragm. Phyt. Aust. 1:178 (1859)."
Lilaeopsis polyantha,leaf_length,minimum,20,mm,1641,Lilaeopsis polyantha,"Citation: H. Eichler, Taxon 12:296 (1963). Australian lilaeopsis."
Limosella granitica,leaf_width,minimum,2,mm,1648,Limosella granitica,"Citation: W. R. Barker, sp. nov."
Limosella granitica,leaf_width,maximum,4.5,mm,1648,Limosella granitica,"Citation: W. R. Barker, sp. nov."
Lobelia gibbosa,plant_height,maximum,0.3,m,1655,Lobelia gibbosa,"Citation: Labill., Nov. Holl. Pl. Sp. 1:50, t. 71 (1805)."
Lobelia rhombifolia,plant_height,maximum,0.2,m,1658,Lobelia rhombifolia,"Citation: Vriese in Lehm., Pl. Preiss. 1:397 (1845)."
Lobelia simplicicaulis,leaf_length,minimum,1.5,mm,1659,Lobelia simplicicaulis,"Citation: R. Br., Prod. Fl. Nov. Holl. 564 (1810)."
Lobelia simplicicaulis,leaf_length,maximum,3.5,mm,1659,Lobelia simplicicaulis,"Citation: R. Br., Prod. Fl. Nov. Holl. 564 (1810)."
Lobelia simplicicaulis,leaf_width,minimum,1.5,mm,1659,Lobelia simplicicaulis,"Citation: R. Br., Prod. Fl. Nov. Holl. 564 (1810)."
Lobelia simplicicaulis,leaf_width,maximum,4,mm,1659,Lobelia simplicicaulis,"Citation: R. Br., Prod. Fl. Nov. Holl. 564 (1810)."
Logania crassifolia,plant_height,maximum,0.3,m,1661,Logania crassifolia,"Citation: R. Br., Prod. Fl. Nov. Holl. 455 (1810)."
Logania insularis,leaf_length,minimum,3,mm,1662,Logania insularis,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:285 (23 Dec. 1926); Fl. S. Aust. 457 (Dec. 1926)."
Logania insularis,leaf_length,maximum,8,mm,1662,Logania insularis,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:285 (23 Dec. 1926); Fl. S. Aust. 457 (Dec. 1926)."
Logania insularis,leaf_width,minimum,1,mm,1662,Logania insularis,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:285 (23 Dec. 1926); Fl. S. Aust. 457 (Dec. 1926)."
Logania insularis,leaf_width,maximum,3,mm,1662,Logania insularis,"Citation: J. Black, Trans. R. Soc. S. Aust. 50:285 (23 Dec. 1926); Fl. S. Aust. 457 (Dec. 1926)."
Logania ovata,leaf_length,minimum,10,mm,1665,Logania ovata,"Citation: R. Br., Prod. Fl. Nov. Holl. 455 (1810)."
Lolium loliaceum,leaf_length,maximum,120,mm,1668,Lolium loliaceum,"Citation: Hand-Mazz., Annln naturh. Mus. Wien 28:32 (1914)."
Lolium loliaceum,leaf_width,maximum,5,mm,1668,Lolium loliaceum,"Citation: Hand-Mazz., Annln naturh. Mus. Wien 28:32 (1914)."
Lolium multiflorum,leaf_length,maximum,200,mm,1669,Lolium multiflorum,"Citation: Lam., Fl. Franc. 3:621 (1779)."
Lolium multiflorum,leaf_width,maximum,6,mm,1669,Lolium multiflorum,"Citation: Lam., Fl. Franc. 3:621 (1779)."
Lolium perenne,leaf_length,maximum,200,mm,1670,Lolium perenne,"Citation: L., Sp. Pl. 83 (1753)."
Lolium perenne,leaf_width,maximum,8,mm,1670,Lolium perenne,"Citation: L., Sp. Pl. 83 (1753)."
Lolium rigidum,leaf_length,maximum,200,mm,1671,Lolium rigidum,"Citation: Gaudin, Agrost. Heh,. 1:334 (1811 )."
Lolium rigidum,leaf_width,maximum,8,mm,1671,Lolium rigidum,"Citation: Gaudin, Agrost. Heh,. 1:334 (1811 )."
Lolium temulentum,leaf_length,maximum,240,mm,1672,Lolium temulentum,"Citation: L., Sp. Pl. 83 (1753)."
Lolium temulentum,leaf_width,maximum,10,mm,1672,Lolium temulentum,"Citation: L., Sp. Pl. 83 (1753)."
Lomandra leucocephala,leaf_width,minimum,1.5,mm,1678,Lomandra leucocephala,"Citation:  Ewart, Proc. R. Soc. Vic. 28:220 (1916) subsp. robusta A. Lee, Contr. N.S.W. natn. Herb. 3:161 (1962)."
Lomandra leucocephala,leaf_width,maximum,4,mm,1678,Lomandra leucocephala,"Citation:  Ewart, Proc. R. Soc. Vic. 28:220 (1916) subsp. robusta A. Lee, Contr. N.S.W. natn. Herb. 3:161 (1962)."
Lomandra sororia,leaf_width,minimum,1,mm,1682,Lomandra sororia,"Citation:  Ewart, Proc. R. Soc. Vic. 28:219 (1916)."
Lonicera japonica,leaf_length,minimum,35,mm,1683,Lonicera japonica,"Citation: Thunb., Fl. Jap. 89 (1784)."
Lonicera japonica,leaf_length,maximum,70,mm,1683,Lonicera japonica,"Citation: Thunb., Fl. Jap. 89 (1784)."
Lonicera japonica,leaf_width,minimum,20,mm,1683,Lonicera japonica,"Citation: Thunb., Fl. Jap. 89 (1784)."
Lonicera japonica,leaf_width,maximum,35,mm,1683,Lonicera japonica,"Citation: Thunb., Fl. Jap. 89 (1784)."
Desmocladus fasciculatus,plant_height,maximum,0.2,m,1688,Loxocarya fasciculata,NA
Ludwigia peploides,leaf_length,minimum,5,mm,1689,Ludwigia peploides,"Citation: Raven, Reinwardtia 6:393 (1963) subsp. montevidensis (Sprengel) Raven, Reinwardtia 6:395 (1963)."
Ludwigia peploides,leaf_length,maximum,6,mm,1689,Ludwigia peploides,"Citation: Raven, Reinwardtia 6:393 (1963) subsp. montevidensis (Sprengel) Raven, Reinwardtia 6:395 (1963)."
Ludwigia peploides,leaf_width,minimum,3,mm,1689,Ludwigia peploides,"Citation: Raven, Reinwardtia 6:393 (1963) subsp. montevidensis (Sprengel) Raven, Reinwardtia 6:395 (1963)."
Ludwigia peploides,leaf_width,maximum,25,mm,1689,Ludwigia peploides,"Citation: Raven, Reinwardtia 6:393 (1963) subsp. montevidensis (Sprengel) Raven, Reinwardtia 6:395 (1963)."
Lupinus cosentinii,leaf_width,minimum,7,mm,1690,Lupinus cosentinii,"Citation: Guss., Fl. Siculae. Prod. 2:398 (1828)."
Lupinus cosentinii,leaf_width,maximum,12,mm,1690,Lupinus cosentinii,"Citation: Guss., Fl. Siculae. Prod. 2:398 (1828)."
Luzula australasica,plant_height,maximum,0.4,m,1691,Luzula australasica,"Citation: Steudel, Synops. Pl. glumac. 2:394 (1855)."
Luzula densiflora,plant_height,maximum,0.4,m,1692,Luzula densiflora,"Citation: Edgar, New Zealand J. Bot. 13:786 (1975)."
Luzula flaccida,leaf_width,minimum,2,mm,1693,Luzula flaccida,"Citation: Edgar, New Zealand J. Bot. 13:786 (1975)."
Luzula flaccida,leaf_width,maximum,4,mm,1693,Luzula flaccida,"Citation: Edgar, New Zealand J. Bot. 13:786 (1975)."
Luzula flaccida,plant_height,maximum,0.3,m,1693,Luzula flaccida,"Citation: Edgar, New Zealand J. Bot. 13:786 (1975)."
Luzula meridionalis,leaf_width,minimum,2,mm,1694,Luzula meridionalis,"Citation: Nordensk., Bot. Notis. 122:71 (1969)."
Luzula meridionalis,leaf_width,maximum,5,mm,1694,Luzula meridionalis,"Citation: Nordensk., Bot. Notis. 122:71 (1969)."
Luzula meridionalis,plant_height,maximum,0.5,m,1694,Luzula meridionalis,"Citation: Nordensk., Bot. Notis. 122:71 (1969)."
Lycium australe,leaf_length,minimum,3,mm,1696,Lycium australe,"Citation: F. Muell., Fragm. Phyl. Aust. 1:83 (1859)."
Lycium australe,leaf_length,maximum,25,mm,1696,Lycium australe,"Citation: F. Muell., Fragm. Phyl. Aust. 1:83 (1859)."
Lycium australe,leaf_width,minimum,1.5,mm,1696,Lycium australe,"Citation: F. Muell., Fragm. Phyl. Aust. 1:83 (1859)."
Lycium australe,leaf_width,maximum,5,mm,1696,Lycium australe,"Citation: F. Muell., Fragm. Phyl. Aust. 1:83 (1859)."
Lycopus australis,leaf_length,minimum,40,mm,1703,Lycopus australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 500 (1810)."
Lycopus australis,leaf_length,maximum,150,mm,1703,Lycopus australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 500 (1810)."
Lycopus australis,leaf_width,minimum,8,mm,1703,Lycopus australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 500 (1810)."
Lycopus australis,leaf_width,maximum,25,mm,1703,Lycopus australis,"Citation: R. Br., Prod. Fl. Nov. Holl. 500 (1810)."
Lysiana murrayi,leaf_length,minimum,25,mm,1706,Lysiana murrayi,"Citation: Tieghem, Bull. Soc. Bot. Fr. 41:603 (1894)."
Lysiana murrayi,leaf_length,maximum,60,mm,1706,Lysiana murrayi,"Citation: Tieghem, Bull. Soc. Bot. Fr. 41:603 (1894)."
Lysiana murrayi,leaf_width,minimum,1,mm,1706,Lysiana murrayi,"Citation: Tieghem, Bull. Soc. Bot. Fr. 41:603 (1894)."
Lysiana murrayi,leaf_width,maximum,3.5,mm,1706,Lysiana murrayi,"Citation: Tieghem, Bull. Soc. Bot. Fr. 41:603 (1894)."
Lythrum salicaria,plant_height,maximum,1.5,m,1711,Lythrum salicaria,"Citation: L., Sp. Pl. 446 (1753)."
Maireana suaedifolia,leaf_length,minimum,5,mm,1745,Maireana suaedifolia,"Citation: Paul G. Wilson, Nuytsia 2:45 (1975)."
Malva nicaeensis,leaf_length,minimum,10,mm,1755,Malva nicaeensis,"Citation: All., Fl. Ped. 2:40 (1785)."
Malva nicaeensis,leaf_length,maximum,70,mm,1755,Malva nicaeensis,"Citation: All., Fl. Ped. 2:40 (1785)."
Marrubium vulgare,leaf_length,minimum,10,mm,1758,Marrubium vulgare,"Citation: L., Sp. Pl. 570 (1753)."
Marrubium vulgare,leaf_length,maximum,35,mm,1758,Marrubium vulgare,"Citation: L., Sp. Pl. 570 (1753)."
Marrubium vulgare,leaf_width,minimum,8,mm,1758,Marrubium vulgare,"Citation: L., Sp. Pl. 570 (1753)."
Marrubium vulgare,leaf_width,maximum,30,mm,1758,Marrubium vulgare,"Citation: L., Sp. Pl. 570 (1753)."
Matricaria chamomilla,leaf_width,maximum,0.8,mm,1762,Matricaria recutita,NA
Mazus pumilio,leaf_length,minimum,8,mm,1764,Mazus pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl 439 (1810)."
Mazus pumilio,leaf_length,maximum,55,mm,1764,Mazus pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl 439 (1810)."
Mazus pumilio,leaf_width,minimum,2.5,mm,1764,Mazus pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl 439 (1810)."
Mazus pumilio,leaf_width,maximum,18,mm,1764,Mazus pumilio,"Citation: R. Br., Prod. Fl. Nov. Holl 439 (1810)."
Medicago lupulina,plant_height,maximum,0.6,m,1768,Medicago lupulina,"Citation: L., Sp. Pl. 779 (1753)."
Melaleuca linariifolia,leaf_length,minimum,15,mm,1789,Melaleuca linariifolia,"Citation: Smith, Trans. Linn. Soc. 3:278 (1797) var. trichostachya (Lindley)Benth., Fl. Aust. 3:141 (1867)."
Melaleuca linariifolia,leaf_length,maximum,25,mm,1789,Melaleuca linariifolia,"Citation: Smith, Trans. Linn. Soc. 3:278 (1797) var. trichostachya (Lindley)Benth., Fl. Aust. 3:141 (1867)."
Melaleuca linariifolia,leaf_width,minimum,1,mm,1789,Melaleuca linariifolia,"Citation: Smith, Trans. Linn. Soc. 3:278 (1797) var. trichostachya (Lindley)Benth., Fl. Aust. 3:141 (1867)."
Melaleuca linariifolia,leaf_width,maximum,2,mm,1789,Melaleuca linariifolia,"Citation: Smith, Trans. Linn. Soc. 3:278 (1797) var. trichostachya (Lindley)Benth., Fl. Aust. 3:141 (1867)."
Melilotus indicus,leaf_length,minimum,7,mm,1802,Melilotus indica,NA
Melilotus indicus,leaf_length,maximum,10,mm,1802,Melilotus indica,NA
Melilotus indicus,leaf_width,minimum,1.2,mm,1802,Melilotus indica,NA
Melilotus indicus,leaf_width,maximum,2.5,mm,1802,Melilotus indica,NA
Melissa officinalis,leaf_length,minimum,20,mm,1805,Melissa officinalis,"Citation: L., Sp. Pl. 592 (1753) subsp. officinalis."
Melissa officinalis,leaf_length,maximum,80,mm,1805,Melissa officinalis,"Citation: L., Sp. Pl. 592 (1753) subsp. officinalis."
Melissa officinalis,leaf_width,minimum,15,mm,1805,Melissa officinalis,"Citation: L., Sp. Pl. 592 (1753) subsp. officinalis."
Melissa officinalis,leaf_width,maximum,50,mm,1805,Melissa officinalis,"Citation: L., Sp. Pl. 592 (1753) subsp. officinalis."
Mentha australis,leaf_length,minimum,6,mm,1807,Mentha australis,"Citation: Sprengel, Syst. Veg. 2:724 (1825)."
Mentha australis,leaf_length,maximum,20,mm,1807,Mentha australis,"Citation: Sprengel, Syst. Veg. 2:724 (1825)."
Mentha australis,leaf_width,minimum,4,mm,1807,Mentha australis,"Citation: Sprengel, Syst. Veg. 2:724 (1825)."
Mentha australis,leaf_width,maximum,12,mm,1807,Mentha australis,"Citation: Sprengel, Syst. Veg. 2:724 (1825)."
Mentha pulegium,leaf_length,minimum,6,mm,1808,Mentha pulegium,"Citation: L., Sp. Pl. 577 (1753)."
Mentha pulegium,leaf_length,maximum,30,mm,1808,Mentha pulegium,"Citation: L., Sp. Pl. 577 (1753)."
Mentha pulegium,leaf_width,minimum,4,mm,1808,Mentha pulegium,"Citation: L., Sp. Pl. 577 (1753)."
Mentha pulegium,leaf_width,maximum,20,mm,1808,Mentha pulegium,"Citation: L., Sp. Pl. 577 (1753)."
Mentha spicata,leaf_length,minimum,20,mm,1809,Mentha spicata,"Citation: L., Sp. Pl. 576 (1753) subsp. spicata."
Mentha spicata,leaf_length,maximum,90,mm,1809,Mentha spicata,"Citation: L., Sp. Pl. 576 (1753) subsp. spicata."
Mentha spicata,leaf_width,minimum,1,mm,1809,Mentha spicata,"Citation: L., Sp. Pl. 576 (1753) subsp. spicata."
Mentha spicata,leaf_width,maximum,35,mm,1809,Mentha spicata,"Citation: L., Sp. Pl. 576 (1753) subsp. spicata."
Mentha spicata,plant_height,maximum,1,m,1809,Mentha spicata,"Citation: L., Sp. Pl. 576 (1753) subsp. spicata."
Micrantheum demissum,leaf_length,minimum,3,mm,1812,Micrantheum demissum,"Citation: F. Muell., Victorian Nat. 7:67 (1890)."
Micrantheum demissum,leaf_length,maximum,8,mm,1812,Micrantheum demissum,"Citation: F. Muell., Victorian Nat. 7:67 (1890)."
Micrantheum demissum,leaf_width,minimum,1.5,mm,1812,Micrantheum demissum,"Citation: F. Muell., Victorian Nat. 7:67 (1890)."
Micrantheum demissum,leaf_width,maximum,3.5,mm,1812,Micrantheum demissum,"Citation: F. Muell., Victorian Nat. 7:67 (1890)."
Microcybe pauciflora,leaf_width,maximum,1,mm,1814,Microcybe pauciflora,"Citation: Turcz., Bull. Soc. Nat. Mos. 25:167 (1852)."
Microlaena stipoides,plant_height,maximum,0.6,m,1815,Microlaena stipoides,"Citation:  R. Br., Prod. Fl. Nov. Holl. 210 (1810) var. stipoides."
Micromyrtus ciliata,leaf_length,minimum,1.5,mm,1818,Micromyrtus ciliata,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916, 4:636 (1917).Comm_name:  Fringed heath-myrtle."
Micromyrtus ciliata,leaf_length,maximum,4,mm,1818,Micromyrtus ciliata,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916, 4:636 (1917).Comm_name:  Fringed heath-myrtle."
Micromyrtus ciliata,leaf_width,minimum,0.4,mm,1818,Micromyrtus ciliata,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916, 4:636 (1917).Comm_name:  Fringed heath-myrtle."
Micromyrtus ciliata,leaf_width,maximum,1,mm,1818,Micromyrtus ciliata,"Citation: Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916, 4:636 (1917).Comm_name:  Fringed heath-myrtle."
Micromyrtus fimbrisepala,leaf_length,minimum,1.2,mm,1819,Micromyrtus fimbrisepala,"Citation: J. Green, Nuytsia 3:198 (1980)."
Micromyrtus fimbrisepala,leaf_length,maximum,2,mm,1819,Micromyrtus fimbrisepala,"Citation: J. Green, Nuytsia 3:198 (1980)."
Micromyrtus fimbrisepala,leaf_width,maximum,1.5,mm,1819,Micromyrtus fimbrisepala,"Citation: J. Green, Nuytsia 3:198 (1980)."
Micromyrtus flaviflora,leaf_length,minimum,1,mm,1820,Micromyrtus flaviflora,"Citation: F. Muell. ex J. Black, Fl. S. Aust. 424 (1926)."
Micromyrtus flaviflora,leaf_length,maximum,2,mm,1820,Micromyrtus flaviflora,"Citation: F. Muell. ex J. Black, Fl. S. Aust. 424 (1926)."
Micromyrtus flaviflora,leaf_width,minimum,0.5,mm,1820,Micromyrtus flaviflora,"Citation: F. Muell. ex J. Black, Fl. S. Aust. 424 (1926)."
Micromyrtus flaviflora,leaf_width,maximum,1,mm,1820,Micromyrtus flaviflora,"Citation: F. Muell. ex J. Black, Fl. S. Aust. 424 (1926)."
Microtis atrata,plant_height,maximum,0.09,m,1823,Microtis atrata,"Citation: Lindley, Sketch Veg. Swan Riv. Col. liv (1840)."
Microtis orbicularis,plant_height,maximum,0.3,m,1824,Microtis orbicularis,"Citation: R. Rogers, Trans. R. Soc. S. Aust. 31:63, t. 20, fig. I (1907)."
Millotia greevesii,leaf_length,minimum,5,mm,1828,Millotia greevesii,"Citation: F. Muell., Fragm. Phyt. Aust. 3:18, t. 18 (1862)."
Millotia greevesii,leaf_length,maximum,25,mm,1828,Millotia greevesii,"Citation: F. Muell., Fragm. Phyt. Aust. 3:18, t. 18 (1862)."
Millotia greevesii,leaf_width,maximum,0.7,mm,1828,Millotia greevesii,"Citation: F. Muell., Fragm. Phyt. Aust. 3:18, t. 18 (1862)."
Thyridia repens,leaf_length,minimum,1,mm,1835,Mimulus repens,NA
Thyridia repens,leaf_length,maximum,6,mm,1835,Mimulus repens,NA
Thyridia repens,leaf_width,minimum,0.5,mm,1835,Mimulus repens,NA
Thyridia repens,leaf_width,maximum,5,mm,1835,Mimulus repens,NA
Thyridia repens,plant_height,maximum,0.2,m,1835,Mimulus repens,NA
Minuartia mediterranea,plant_height,maximum,0.2,m,1836,Minuartia hybrida,NA
Mirabilis jalapa,leaf_length,minimum,25,mm,1844,Mirabilis jalapa,"Citation: L., Sp. P1. 177 (1753)."
Mirabilis jalapa,leaf_length,maximum,150,mm,1844,Mirabilis jalapa,"Citation: L., Sp. P1. 177 (1753)."
Mirabilis jalapa,leaf_width,minimum,15,mm,1844,Mirabilis jalapa,"Citation: L., Sp. P1. 177 (1753)."
Mirabilis jalapa,leaf_width,maximum,90,mm,1844,Mirabilis jalapa,"Citation: L., Sp. P1. 177 (1753)."
Misopates orontium,leaf_length,minimum,15,mm,1845,Misopates orontium,"Citation: Raf., Autik. Bot. 158 (1840)."
Misopates orontium,leaf_length,maximum,65,mm,1845,Misopates orontium,"Citation: Raf., Autik. Bot. 158 (1840)."
Misopates orontium,leaf_width,minimum,2,mm,1845,Misopates orontium,"Citation: Raf., Autik. Bot. 158 (1840)."
Misopates orontium,leaf_width,maximum,18,mm,1845,Misopates orontium,"Citation: Raf., Autik. Bot. 158 (1840)."
Modiola caroliniana,plant_height,maximum,0.25,m,1849,Modiola caroliniana,"Citation: Don, Gen. Hist. 1:466 (1831)."
