Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown,germination_treatment
LEGUMINOSAE-MIMOSOIDEAE,Acacia whibleyana,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia whibleyana,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",95,19,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia wilhelmiana,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Acacia williamsiana,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia williamsiana,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia yorkrakinensis subsp. acrita,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",100,19,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia yorkrakinensis subsp. acrita,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 10°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,19,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Acacia yorkrakinensis subsp. acrita,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Acacia yorkrakinensis subsp. acrita,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia canescens,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 126 days,NA,"RBG Kew, Wakehurst Place.",77,52,NA
LEGUMINOSAE-MIMOSOIDEAE,Albizia canescens,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",96,50,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,45,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",60,10,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",65,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 10°C; 49 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",92,25,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 14 days,NA,"RBG Kew, Wakehurst Place.",92,25,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20,sterilise_domestos scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia lebbeck,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia procera,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia procera,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia procera,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Albizia procera,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Archidendropsis basaltica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Archidendropsis basaltica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Dichrostachys cinerea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Dichrostachys cinerea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",70,10,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Dichrostachys cinerea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Dichrostachys spicata,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Dichrostachys spicata,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Neptunia dimorphantha,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,11,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Neptunia dimorphantha,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,16,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Neptunia monosperma,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",89,19,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Neptunia monosperma,pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Senegalia pennata,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Vachellia sutherlandii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Vachellia sutherlandii,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",86,21,scarify_nick_seed_coat
LEGUMINOSAE-MIMOSOIDEAE,Vachellia valida,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",80,10,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-MIMOSOIDEAE,Vachellia valida,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",90,10,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 13 days,NA,"RBG Kew, Wakehurst Place.",76,29,NA
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",80,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",89,19,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",90,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with file. seed coat filed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",94,18,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Abrus precatorius,pre-sowing treatments: scarification (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 18 days,NA,"RBG Kew, Wakehurst Place.",96,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,17,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,18,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",100,18,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,19,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 57 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",88,17,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",89,18,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 57 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aeschynomene indica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aotus subglauca var. subglauca,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",60,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aotus subspinescens,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aotus subspinescens,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 7 days,NA,"RBG Kew, Wakehurst Place.",100,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Aotus subspinescens,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Austrosteenisia blackii,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,NA,"RBG Kew, Wakehurst Place.",60,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea carinalis,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",80,10,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea carinalis,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",90,10,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea concolor,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 10 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea concolor,pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 10 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea disticha,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 112 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea peninsularis,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 12/12; 20°C; 110 days,NA,"RBG Kew, Wakehurst Place.",64,25,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea spinescens,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea spinescens,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea walkeri,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",56,25,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Bossiaea walkeri,pre-sowing treatments: 1. sterilisation (immersed seeds in 10% domestos for 5 minutes); 2. scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",77,22,sterilise_domestos scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus acutifolius,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",100,19,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus acutifolius,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. chipped covering structure),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",60,10,scarify_fruit
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. chipped covering structure),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",70,10,scarify_fruit
LEGUMINOSAE-PAPILIONOIDEAE,Cajanus scarabaeoides,"pre-sowing: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,19,scarify_nick_seed_coat scarify_remove_aril
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia cathartica,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",70,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: moist sand,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",90,10,scarify_nick_seed_coat
