species,trait_name,trait_value,number_records,percent_records,notes
Banksia integrifolia,months_flowering_peak,May,,,tallest 'fully open' bar in chart (~85%); Apr and Jun also high (~78%)
Banksia integrifolia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia integrifolia var. aquilonia,growth_form,tree,92,93,
Banksia integrifolia var. aquilonia,growth_form,shrub,92,7,
Banksia integrifolia var. aquilonia,growth_response,ground resprout,14,14,
Banksia integrifolia var. aquilonia,growth_response,trunk resprout,14,64,
Banksia integrifolia var. aquilonia,growth_response,unspecified,14,21,
Banksia integrifolia var. aquilonia,flowering_response,occurred after fire,10,,
Banksia integrifolia var. aquilonia,flowering_response,median time to flowering: 13-24 months,10,,
Banksia integrifolia var. aquilonia,flowering_response,minimum time to flowering: 1-12 months,10,,
Banksia integrifolia var. aquilonia,flowering_response,not occurred after fire,3,,
Banksia integrifolia var. aquilonia,flowering_response,median time to no flowering: 13-24 months,3,,
Banksia integrifolia var. aquilonia,pollinator_type,bird,23,9,
Banksia integrifolia var. aquilonia,pollinator_type,no pollinator observed,23,91,
Banksia integrifolia var. aquilonia,specific_pollinator,White-cheeked Honeyeater,1,,
Banksia integrifolia var. aquilonia,specific_pollinator,Bridled Honeyeater,1,,
Banksia integrifolia var. aquilonia,specific_pollinator,Eastern Spinebill,1,,
Banksia integrifolia var. aquilonia,specific_pollinator,Rainbow Lorikeet,1,,
Banksia integrifolia var. aquilonia,months_flowering_range,Mar-Jul,,,text: 'Flowering is from March to July'
Banksia integrifolia var. aquilonia,months_flowering_peak,Apr,,,tallest 'fully open' bar in chart (~70%)
Banksia integrifolia var. aquilonia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia integrifolia var. compar,growth_form,tree,437,91,
Banksia integrifolia var. compar,growth_form,shrub,437,9,
Banksia integrifolia var. compar,growth_response,ground resprout,34,15,
Banksia integrifolia var. compar,growth_response,"ground resprout and killed, new seedlings",34,3,
Banksia integrifolia var. compar,growth_response,"killed, new seedlings",34,6,
Banksia integrifolia var. compar,growth_response,trunk resprout,34,21,
Banksia integrifolia var. compar,growth_response,unspecified,34,56,
Banksia integrifolia var. compar,flowering_response,occurred after fire,22,,
Banksia integrifolia var. compar,flowering_response,median time to flowering: 12-13 months,22,,
Banksia integrifolia var. compar,flowering_response,minimum time to flowering: <1 month,22,,
Banksia integrifolia var. compar,flowering_response,not occurred after fire,4,,
Banksia integrifolia var. compar,flowering_response,median time to no flowering: 1-12 months,4,,
Banksia integrifolia var. compar,flowering_response,maximum time to no flowering: 13-24 months,4,,
Banksia integrifolia var. compar,pollinator_type,bird,187,28,
Banksia integrifolia var. compar,pollinator_type,"butterflies, moths",187,3,
Banksia integrifolia var. compar,pollinator_type,"bees, wasps, ants",187,9,
Banksia integrifolia var. compar,pollinator_type,mammals,187,2,
Banksia integrifolia var. compar,pollinator_type,no pollinator observed,187,59,
Banksia integrifolia var. compar,specific_pollinator,honeyeater (unspecified),11,,
Banksia integrifolia var. compar,specific_pollinator,New Holland Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Brown Honeyeater,4,,
Banksia integrifolia var. compar,specific_pollinator,Lewin's Honeyeater,2,,
Banksia integrifolia var. compar,specific_pollinator,Yellow-faced Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Noisy Miner,6,,
Banksia integrifolia var. compar,specific_pollinator,Dusky Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Spiny-cheeked Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,White-throated Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Scarlet Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Fuscous Honeyeater,1,,
Banksia integrifolia var. compar,specific_pollinator,Red Wattlebird,9,,
Banksia integrifolia var. compar,specific_pollinator,Eastern Spinebill,2,,
Banksia integrifolia var. compar,specific_pollinator,rosella (unspecified),2,,
Banksia integrifolia var. compar,specific_pollinator,friarbird (unspecified),1,,
Banksia integrifolia var. compar,specific_pollinator,Noisy Friarbird,3,,
Banksia integrifolia var. compar,specific_pollinator,Little Friarbird,3,,
Banksia integrifolia var. compar,specific_pollinator,lorikeets and allies (unspecified),1,,
Banksia integrifolia var. compar,specific_pollinator,Rainbow Lorikeet,5,,
Banksia integrifolia var. compar,specific_pollinator,weavers and allies (unspecified),1,,
Banksia integrifolia var. compar,specific_pollinator,Striated Pardalote,1,,
Banksia integrifolia var. compar,specific_pollinator,thornbill (unspecified),1,,
Banksia integrifolia var. compar,specific_pollinator,Brown Thornbill,1,,
Banksia integrifolia var. compar,specific_pollinator,ant,2,,
Banksia integrifolia var. compar,specific_pollinator,bee (unspecified),5,,
Banksia integrifolia var. compar,specific_pollinator,native bee,2,,
Banksia integrifolia var. compar,specific_pollinator,European honey bee,4,,
Banksia integrifolia var. compar,months_flowering_range,Feb-Sep,,,text: 'Flowering is from February to September'
Banksia integrifolia var. compar,months_flowering_peak,Apr-May,,,"chart shows Apr and May both ~90% 'fully open', the tallest bars"
Banksia integrifolia var. compar,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia integrifolia var. integrifolia,growth_form,tree,1147,54,
Banksia integrifolia var. integrifolia,growth_form,shrub,1147,45,
Banksia integrifolia var. integrifolia,growth_form,unspecified,1147,1,
Banksia integrifolia var. integrifolia,growth_response,ground resprout,69,10,
Banksia integrifolia var. integrifolia,growth_response,"ground resprout and killed, new seedlings",69,1,
Banksia integrifolia var. integrifolia,growth_response,ground resprout and trunk resprout,69,12,
Banksia integrifolia var. integrifolia,growth_response,"killed, new seedlings",69,10,
Banksia integrifolia var. integrifolia,growth_response,"killed, new seedlings and trunk resprout",69,1,
Banksia integrifolia var. integrifolia,growth_response,trunk resprout,69,7,
Banksia integrifolia var. integrifolia,growth_response,trunk resprout and sucker resprout,69,1,
Banksia integrifolia var. integrifolia,growth_response,"killed, no seedlings",69,4,
Banksia integrifolia var. integrifolia,growth_response,"killed, no seedlings and ground resprout",69,1,
Banksia integrifolia var. integrifolia,growth_response,unspecified,69,51,
Banksia integrifolia var. integrifolia,flowering_response,occurred after fire,38,,
Banksia integrifolia var. integrifolia,flowering_response,median time to flowering: 13-24 months,38,,
Banksia integrifolia var. integrifolia,flowering_response,minimum time to flowering: <1 month,38,,
Banksia integrifolia var. integrifolia,flowering_response,not occurred after fire,11,,
Banksia integrifolia var. integrifolia,flowering_response,median time to no flowering: 1-12 months,11,,
Banksia integrifolia var. integrifolia,flowering_response,maximum time to no flowering: 85-96 months,11,,
Banksia integrifolia var. integrifolia,pollinator_type,bird,671,17,
Banksia integrifolia var. integrifolia,pollinator_type,"butterflies, moths",671,0.4,
Banksia integrifolia var. integrifolia,pollinator_type,"bees, wasps, ants",671,3,
Banksia integrifolia var. integrifolia,pollinator_type,beetles,671,0.4,
Banksia integrifolia var. integrifolia,pollinator_type,no pollinator observed,671,79,
Banksia integrifolia var. integrifolia,specific_pollinator,honeyeater (unspecified),13,,
Banksia integrifolia var. integrifolia,specific_pollinator,New Holland Honeyeater,21,,
Banksia integrifolia var. integrifolia,specific_pollinator,Brown Honeyeater,9,,
Banksia integrifolia var. integrifolia,specific_pollinator,White-cheeked Honeyeater,5,,
Banksia integrifolia var. integrifolia,specific_pollinator,Singing Honeyeater,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,White-eared Honeyeater,4,,
Banksia integrifolia var. integrifolia,specific_pollinator,Tawny-crowned Honeyeater,2,,
Banksia integrifolia var. integrifolia,specific_pollinator,White-naped Honeyeater,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,Yellow-faced Honeyeater,3,,
Banksia integrifolia var. integrifolia,specific_pollinator,Noisy Miner,3,,
Banksia integrifolia var. integrifolia,specific_pollinator,Spiny-cheeked Honeyeater,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,Silvereye,7,,
Banksia integrifolia var. integrifolia,specific_pollinator,wattlebird (unspecified),14,,
Banksia integrifolia var. integrifolia,specific_pollinator,Red Wattlebird,18,,
Banksia integrifolia var. integrifolia,specific_pollinator,Little Wattlebird,26,,
Banksia integrifolia var. integrifolia,specific_pollinator,Eastern Spinebill,5,,
Banksia integrifolia var. integrifolia,specific_pollinator,friarbird (unspecified),5,,
Banksia integrifolia var. integrifolia,specific_pollinator,Noisy Friarbird,3,,
Banksia integrifolia var. integrifolia,specific_pollinator,lorikeets and allies (unspecified),1,,
Banksia integrifolia var. integrifolia,specific_pollinator,Rainbow Lorikeet,8,,
Banksia integrifolia var. integrifolia,specific_pollinator,Black-faced Cuckoo-shrike,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,ant,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,bee (unspecified),7,,
Banksia integrifolia var. integrifolia,specific_pollinator,European honey bee,9,,
Banksia integrifolia var. integrifolia,specific_pollinator,European wasp,1,,
Banksia integrifolia var. integrifolia,specific_pollinator,spider,1,,
Banksia integrifolia var. integrifolia,months_flowering_range,"Mar-Sep, plus a few flowers in Nov-Dec",,,text: 'flowers from March to September with a few flowers recorded in November and December'
Banksia integrifolia var. integrifolia,months_flowering_peak,Jul,,,"text and chart agree, tallest 'fully open' bar (~100%)"
Banksia integrifolia var. integrifolia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia laevigata,growth_form,shrub,59,96,
Banksia laevigata,growth_form,tree,59,2,
Banksia laevigata,growth_form,unspecified,59,2,
Banksia laevigata,growth_response,"killed, new seedlings",8,50,
Banksia laevigata,growth_response,"killed, no seedlings and killed, new seedlings",8,12,
Banksia laevigata,growth_response,unspecified,8,37,
Banksia laevigata,flowering_response,occurred after fire,2,,
Banksia laevigata,flowering_response,median time to flowering: 36-37 months,2,,
Banksia laevigata,flowering_response,minimum time to flowering: 13-24 months,2,,
Banksia laevigata,flowering_response,not occurred after fire,4,,
Banksia laevigata,flowering_response,median time to no flowering: 12-13 months,4,,
Banksia laevigata,flowering_response,maximum time to no flowering: 25-36 months,4,,
Banksia laevigata,pollinator_type,"bees, wasps, ants",9,11,
Banksia laevigata,pollinator_type,no pollinator observed,9,89,
Banksia laevigata,months_flowering_range,Nov-Dec,,,"no single Discussion sentence for the species as a whole (see the two subspecies accounts); chart shows 'fully open' only at Nov (~10%) and Dec (~85%), all other months in bud"
Banksia laevigata,months_flowering_peak,Dec,,,tallest 'fully open' bar in chart (~85%)
Banksia laevigata,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia laevigata subsp. fuscolutea,growth_form,shrub,41,95,
Banksia laevigata subsp. fuscolutea,growth_form,unspecified,41,5,
Banksia laevigata subsp. fuscolutea,growth_response,"killed, new seedlings",8,50,
Banksia laevigata subsp. fuscolutea,growth_response,"killed, no seedlings and killed, new seedlings",8,12,
Banksia laevigata subsp. fuscolutea,growth_response,unspecified,8,37,
Banksia laevigata subsp. fuscolutea,flowering_response,occurred after fire,2,,
Banksia laevigata subsp. fuscolutea,flowering_response,median time to flowering: 25-36 months,2,,
Banksia laevigata subsp. fuscolutea,flowering_response,minimum time to flowering: 13-24 months,2,,
Banksia laevigata subsp. fuscolutea,flowering_response,not occurred after fire,4,,
Banksia laevigata subsp. fuscolutea,flowering_response,median time to no flowering: 12-13 months,4,,
Banksia laevigata subsp. fuscolutea,flowering_response,maximum time to no flowering: 25-36 months,4,,
Banksia laevigata subsp. fuscolutea,pollinator_type,no pollinator observed,5,100,
Banksia laevigata subsp. fuscolutea,months_flowering_range,Nov-Dec,,,"text: 'George (1981) described the flowering period as December to January. However, there were no Atlas records from January and only two from December so the flowering period may last longer than was recorded'; chart confirms 'fully open' at Nov (~20%) and Dec (~55%) only"
Banksia laevigata subsp. fuscolutea,months_flowering_peak,Dec,,,tallest 'fully open' bar in chart (~55%)
Banksia laevigata subsp. fuscolutea,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia laevigata subsp. laevigata,growth_form,shrub,14,93,
Banksia laevigata subsp. laevigata,growth_form,tree,14,7,
Banksia laevigata subsp. laevigata,growth_response,no fire-response records,0,,
Banksia laevigata subsp. laevigata,pollinator_type,"bees, wasps, ants",3,33,
Banksia laevigata subsp. laevigata,pollinator_type,no pollinator observed,3,67,
Banksia laevigata subsp. laevigata,months_flowering_range,Sep-Jan,,,"text: 'George (1981) described the flowering period of B. laevigata subsp. laevigata as November to January. Atlas records show it to be largely in bud in September/October and flowering in November. There are no records in December and a single record in January is of ""flowers mainly finished still with some colour""'"
Banksia laevigata subsp. laevigata,months_flowering_peak,Nov,,,text-stated peak; only month with 'fully open' records
Banksia laevigata subsp. laevigata,months_fruiting_cones_present,not indicated in chart,,,very small sample (14 records total)
Banksia lanata,growth_form,shrub,17,94,
Banksia lanata,growth_form,unspecified,17,6,
Banksia lanata,growth_response,no fire-response records,0,,
Banksia lanata,pollinator_type,no pollinator observed,4,100,
Banksia lanata,months_flowering_range,Oct,,,"DISCREPANCY FLAGGED: text states 'George (1981) described the flowering period as late October to January. However, there are no [Atlas] records from summer months' - the monthly chart shows a 'fully open' bar ONLY in October (~35%); all other months show 'majority in bud' or no data, including Nov-Jan"
Banksia lanata,months_flowering_peak,Oct,,,only month with a 'fully open' record in the chart
Banksia lanata,months_fruiting_cones_present,not known,,,no fire-response records; text notes George (1981) stated the species is non-lignotuberous
Banksia laricina,growth_form,shrub,23,100,
Banksia laricina,growth_response,no fire-response records,0,,
Banksia laricina,pollinator_type,"bees, wasps, ants",4,25,
Banksia laricina,pollinator_type,no pollinator observed,4,75,
Banksia laricina,specific_pollinator,ant,1,,
Banksia laricina,specific_pollinator,bee (unspecified),1,,
Banksia laricina,months_flowering_range,Apr-Aug,,,text: 'Flowering is from April to August'
Banksia laricina,months_flowering_peak,Jul,,,tallest 'fully open' bar in chart (~100%)
Banksia laricina,months_fruiting_cones_present,not known,,,no fire-response records
Banksia lemanniana,growth_form,shrub,69,88,
Banksia lemanniana,growth_form,tree,69,7,
Banksia lemanniana,growth_form,unspecified,69,4,
Banksia lemanniana,growth_response,"killed, new seedlings",4,50,
Banksia lemanniana,growth_response,unspecified,4,50,
Banksia lemanniana,flowering_response,occurred after fire,3,,
Banksia lemanniana,flowering_response,median time to flowering: 13-24 months,3,,
Banksia lemanniana,flowering_response,minimum time to flowering: 13-24 months,3,,
Banksia lemanniana,flowering_response,not occurred after fire,0,,
Banksia lemanniana,pollinator_type,bird,19,16,
Banksia lemanniana,pollinator_type,"bees, wasps, ants",19,16,
Banksia lemanniana,pollinator_type,no pollinator observed,19,68,
Banksia lemanniana,specific_pollinator,New Holland Honeyeater,1,,
Banksia lemanniana,specific_pollinator,Red Wattlebird,1,,
Banksia lemanniana,specific_pollinator,ant,2,,
Banksia lemanniana,specific_pollinator,native bee,1,,
Banksia lemanniana,specific_pollinator,European honey bee,1,,
Banksia lemanniana,months_flowering_range,Nov-Feb,,,"text: 'It flowers in summer, when the New Holland Honeyeater and Red Wattlebird were observed on the inflorescences'; chart confirms 'fully open' at Jan (~95%), Feb (~90%), Nov (~20%) and Dec (~100%)"
Banksia lemanniana,months_flowering_peak,Dec,,,tallest 'fully open' bar in chart (~100%); Jan also very high (~95%)
Banksia lemanniana,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia leptophylla,growth_form,shrub,104,99,
Banksia leptophylla,growth_form,unspecified,104,1,
Banksia leptophylla,growth_response,"killed, new seedlings",13,38,
Banksia leptophylla,growth_response,"killed, no seedlings",13,15,
Banksia leptophylla,growth_response,unspecified,13,46,
Banksia leptophylla,flowering_response,occurred after fire,6,,
Banksia leptophylla,flowering_response,median time to flowering: 13-24 months,6,,
Banksia leptophylla,flowering_response,minimum time to flowering: <1 month,6,,
Banksia leptophylla,flowering_response,not occurred after fire,5,,
Banksia leptophylla,flowering_response,median time to no flowering: 13-24 months,5,,
Banksia leptophylla,flowering_response,maximum time to no flowering: 37-48 months,5,,
Banksia leptophylla,pollinator_type,"bees, wasps, ants",19,11,
Banksia leptophylla,pollinator_type,no pollinator observed,19,89,
Banksia leptophylla,specific_pollinator,ant,1,,
Banksia leptophylla,months_flowering_range,"Apr-Jul, plus Nov-Dec",,,"text: 'Flowering occurs in two distinct peaks, one in November-December, the other from April to July.' Text also distinguishes var. leptophylla (large flowers, eastern) and var. melletica (small flowers, western) within this species account, but neither is given a separate numeric data page in this atlas"
Banksia leptophylla,months_flowering_peak,Jun-Jul,,,"chart shows Jun and Jul both at 100% 'fully open', the tallest bars; Nov is a secondary peak (~65%)"
Banksia leptophylla,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia lindleyana,growth_form,shrub,28,100,
Banksia lindleyana,growth_response,ground resprout,4,75,
Banksia lindleyana,growth_response,unspecified,4,25,
Banksia lindleyana,flowering_response,occurred after fire,2,,
Banksia lindleyana,flowering_response,median time to flowering: 37-48 months,2,,
Banksia lindleyana,flowering_response,minimum time to flowering: 37-48 months,2,,
Banksia lindleyana,flowering_response,not occurred after fire,0,,
Banksia lindleyana,pollinator_type,"bees, wasps, ants",2,50,
Banksia lindleyana,pollinator_type,no pollinator observed,2,50,
Banksia lindleyana,specific_pollinator,ant,1,,
Banksia lindleyana,months_flowering_range,Apr,,,"DISCREPANCY FLAGGED: text states 'Flowering was sparsely recorded by Atlas contributors, though George (1981) stated that it is from January to March' - but the monthly chart's ONLY 'fully open' bar is in April (~55%); Feb, Aug and Sep show 'majority in bud' only, with zero 'fully open' months matching George's Jan-Mar claim"
Banksia lindleyana,months_flowering_peak,Apr,,,only month with a 'fully open' record in the chart
Banksia lindleyana,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia littoralis,growth_form,tree,726,92,
Banksia littoralis,growth_form,shrub,726,7,
Banksia littoralis,growth_response,ground resprout,125,5,
Banksia littoralis,growth_response,ground resprout and trunk resprout,125,10,
Banksia littoralis,growth_response,"killed, new seedlings",125,2,
Banksia littoralis,growth_response,"killed, new seedlings and trunk resprout",125,1,
Banksia littoralis,growth_response,trunk resprout,125,30,
Banksia littoralis,growth_response,unspecified,125,52,
Banksia littoralis,flowering_response,occurred after fire,70,,
Banksia littoralis,flowering_response,median time to flowering: 13-24 months,70,,
Banksia littoralis,flowering_response,minimum time to flowering: <1 month,70,,
Banksia littoralis,flowering_response,not occurred after fire,23,,
Banksia littoralis,flowering_response,median time to no flowering: 1-12 months,23,,
Banksia littoralis,flowering_response,maximum time to no flowering: 61-72 months,23,,
Banksia littoralis,pollinator_type,bird,382,10,
Banksia littoralis,pollinator_type,"bees, wasps, ants",382,7,
Banksia littoralis,pollinator_type,beetle,382,1,
Banksia littoralis,pollinator_type,mammal,382,1,
Banksia littoralis,pollinator_type,no pollinator observed,382,82,
Banksia littoralis,specific_pollinator,honeyeater (unspecified),6,,
Banksia littoralis,specific_pollinator,New Holland Honeyeater,16,,
Banksia littoralis,specific_pollinator,Brown Honeyeater,1,,
Banksia littoralis,specific_pollinator,Silvereye,2,,
Banksia littoralis,specific_pollinator,wattlebird (unspecified),1,,
Banksia littoralis,specific_pollinator,Red Wattlebird,5,,
Banksia littoralis,specific_pollinator,Little Wattlebird,4,,
Banksia littoralis,specific_pollinator,Red-tailed Black-Cockatoo,1,,
Banksia littoralis,specific_pollinator,ant,13,,
Banksia littoralis,specific_pollinator,bee (unspecified),14,,
Banksia littoralis,specific_pollinator,native bee,1,,
Banksia littoralis,specific_pollinator,European honey bee,4,,
Banksia littoralis,specific_pollinator,Honey-possum,1,,
Banksia littoralis,specific_pollinator,jewel beetle,1,,
Banksia littoralis,months_flowering_range,"Mar-Aug, plus minor records in Jan and Oct",,,text: 'the main flowering period is from March to August with some flowers also recorded as early as January and as late as October'
Banksia littoralis,months_flowering_peak,May,,,tallest 'fully open' bar in chart (~78%)
Banksia littoralis,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia lullfitzii,growth_form,shrub,7,100,
Banksia lullfitzii,growth_response,ground resprout,1,100,
Banksia lullfitzii,flowering_response,occurred after fire,1,,
Banksia lullfitzii,flowering_response,minimum time to flowering: 25-36 months,1,,
Banksia lullfitzii,flowering_response,not occurred after fire,0,,
Banksia lullfitzii,pollinator_type,bird,1,100,
Banksia lullfitzii,specific_pollinator,Brown Honeyeater,1,,
Banksia lullfitzii,specific_pollinator,White-eared Honeyeater,1,,
Banksia lullfitzii,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia lullfitzii,specific_pollinator,Red Wattlebird,1,,
Banksia lullfitzii,months_flowering_range,Apr-May,,,"text: 'Flowering is in autumn when birds were observed on the flower spikes'; chart confirms 'fully open' at 100% in both Apr and May, with only 7 total records (THIN SAMPLE)"
Banksia lullfitzii,months_flowering_peak,Apr-May (tied),,,THIN SAMPLE - both months at 100% 'fully open'
Banksia lullfitzii,months_fruiting_cones_present,not known,,,THIN SAMPLE (7 total records)
Banksia marginata,growth_form,tree,3775,39,
Banksia marginata,growth_form,shrub,3775,57,
Banksia marginata,growth_form,unspecified,3775,5,
Banksia marginata,growth_response,ground resprout,408,37,
Banksia marginata,growth_response,"ground resprout and killed, new seedlings",408,4,
Banksia marginata,growth_response,ground resprout and trunk resprout,408,4,
Banksia marginata,growth_response,"killed, new seedlings",408,19,
Banksia marginata,growth_response,trunk resprout,408,8,
Banksia marginata,growth_response,"killed, no seedlings",408,1,
Banksia marginata,growth_response,unspecified,408,26,
Banksia marginata,flowering_response,occurred after fire,167,,
Banksia marginata,flowering_response,median time to flowering: 13-24 months,167,,
Banksia marginata,flowering_response,minimum time to flowering: <1 month,167,,
Banksia marginata,flowering_response,not occurred after fire,159,,
Banksia marginata,flowering_response,median time to no flowering: 13-24 months,159,,
Banksia marginata,flowering_response,maximum time to no flowering: 85-96 months,159,,
Banksia marginata,pollinator_type,bird,2469,8,
Banksia marginata,pollinator_type,"butterflies, moths",2469,0.2,
Banksia marginata,pollinator_type,"bees, wasps, ants",2469,5,
Banksia marginata,pollinator_type,flies,2469,0.2,
Banksia marginata,pollinator_type,beetles,2469,0.1,
Banksia marginata,pollinator_type,mammals,2469,0.2,
Banksia marginata,pollinator_type,no pollinator observed,2469,86,
Banksia marginata,specific_pollinator,honeyeater (unspecified),42,,
Banksia marginata,specific_pollinator,New Holland Honeyeater,87,,
Banksia marginata,specific_pollinator,Singing Honeyeater,2,,
Banksia marginata,specific_pollinator,White-eared Honeyeater,2,,
Banksia marginata,specific_pollinator,Tawny-crowned Honeyeater,3,,
Banksia marginata,specific_pollinator,White-naped Honeyeater,3,,
Banksia marginata,specific_pollinator,Yellow-faced Honeyeater,3,,
Banksia marginata,specific_pollinator,Crescent Honeyeater,14,,
Banksia marginata,specific_pollinator,Noisy Miner,1,,
Banksia marginata,specific_pollinator,wattlebird (unspecified),5,,
Banksia marginata,specific_pollinator,Red Wattlebird,27,,
Banksia marginata,specific_pollinator,Little Wattlebird,7,,
Banksia marginata,specific_pollinator,Yellow Wattlebird,1,,
Banksia marginata,specific_pollinator,Eastern Spinebill,17,,
Banksia marginata,specific_pollinator,cockatoos and parrots (unspecified),1,,
Banksia marginata,specific_pollinator,Musk Lorikeet,1,,
Banksia marginata,specific_pollinator,thornbill (unspecified),2,,
Banksia marginata,specific_pollinator,ant,31,,
Banksia marginata,specific_pollinator,bee (unspecified),42,,
Banksia marginata,specific_pollinator,native bee,2,,
Banksia marginata,specific_pollinator,European honey bee,19,,
Banksia marginata,specific_pollinator,blowfly,3,,
Banksia marginata,specific_pollinator,brown butterfly,2,,
Banksia marginata,specific_pollinator,Sugar Glider,1,,
Banksia marginata,months_flowering_range,"year-round, main season Feb-Jun",,,"no single Discussion sentence gives a flowering season (the long discussion focuses on distribution, variation, and fire-response variability across this very widespread species); chart shows a 'fully open' bar of some size in every month"
Banksia marginata,months_flowering_peak,Mar-May,,,"chart shows Mar, Apr and May all at ~62% 'fully open', the tallest bars"
Banksia marginata,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia media,growth_form,tree,336,13,
Banksia media,growth_form,shrub,336,87,
Banksia media,growth_response,ground resprout,26,12,
Banksia media,growth_response,"killed, new seedlings",26,42,
Banksia media,growth_response,"killed, no seedlings",26,4,
Banksia media,growth_response,"killed, no seedlings and killed, new seedlings",26,15,
Banksia media,growth_response,unspecified,26,27,
Banksia media,flowering_response,occurred after fire,9,,
Banksia media,flowering_response,median time to flowering: 37-48 months,9,,
Banksia media,flowering_response,minimum time to flowering: 1-12 months,9,,
Banksia media,flowering_response,not occurred after fire,10,,
Banksia media,flowering_response,median time to no flowering: 13-24 months,10,,
Banksia media,flowering_response,maximum time to no flowering: 25-36 months,10,,
Banksia media,pollinator_type,bird,112,9,
Banksia media,pollinator_type,"bees, wasps, ants",112,14,
Banksia media,pollinator_type,flies,112,4,
Banksia media,pollinator_type,beetles,112,1,
Banksia media,pollinator_type,no pollinator observed,112,71,
Banksia media,specific_pollinator,honeyeater (unspecified),4,,
Banksia media,specific_pollinator,New Holland Honeyeater,2,,
Banksia media,specific_pollinator,wattlebird (unspecified),1,,
Banksia media,specific_pollinator,Red Wattlebird,1,,
Banksia media,specific_pollinator,Western Spinebill,1,,
Banksia media,specific_pollinator,thornbill (unspecified),1,,
Banksia media,specific_pollinator,ant,12,,
Banksia media,specific_pollinator,meat ant,1,,
Banksia media,specific_pollinator,bee (unspecified),3,,
Banksia media,specific_pollinator,European honey bee,2,,
Banksia media,months_flowering_range,"Mar-Jul, plus minor records in Feb and Oct",,,text: 'The main flowering period is from March to July with some flowers recorded in February and some as late as October'
Banksia media,months_flowering_peak,Apr,,,tallest 'fully open' bar in chart (~78%)
Banksia media,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia meisneri,growth_form,shrub,52,100,
Banksia meisneri,growth_response,"ground resprout and killed, new seedlings",10,10,
Banksia meisneri,growth_response,"killed, new seedlings",10,50,
Banksia meisneri,growth_response,"killed, no seedlings",10,20,
Banksia meisneri,growth_response,unspecified,10,20,
Banksia meisneri,flowering_response,occurred after fire,7,,
Banksia meisneri,flowering_response,median time to flowering: 1-12 months,7,,
Banksia meisneri,flowering_response,minimum time to flowering: <1 month,7,,
Banksia meisneri,flowering_response,not occurred after fire,3,,
Banksia meisneri,flowering_response,median time to no flowering: 13-24 months,3,,
Banksia meisneri,flowering_response,maximum time to no flowering: 25-36 months,3,,
Banksia meisneri,pollinator_type,"bees, wasps, ants",24,25,
Banksia meisneri,pollinator_type,no pollinator observed,24,75,
Banksia meisneri,specific_pollinator,bee (unspecified),1,,
Banksia meisneri,specific_pollinator,ant,4,,
Banksia meisneri,months_flowering_range,May-Sep,,,"no single Discussion sentence for the species as a whole (see the two named varieties, ascendens and meisneri, which each have their own account); chart shows 'fully open' bars May-Sep"
Banksia meisneri,months_flowering_peak,Jul,,,tallest 'fully open' bar in chart (~90%)
Banksia meisneri,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia meisneri var. ascendens,growth_form,shrub,29,100,
Banksia meisneri var. ascendens,growth_response,"killed, new seedlings",4,50,
Banksia meisneri var. ascendens,growth_response,"killed, no seedlings",4,25,
Banksia meisneri var. ascendens,growth_response,unspecified,4,25,
Banksia meisneri var. ascendens,flowering_response,occurred after fire,2,,
Banksia meisneri var. ascendens,flowering_response,median time to flowering: 1 months,2,,
