,Name ID,Species Name,Family Name,Naturalised,Consveration Code,Response To Fire,Response To Fire Auth,Flowering Month,Flowering Month Auth,Months Until First Flowering,Months Until First Flowering Auth,Months Until Peak Flowering,Months Until Peak Flowering Auth,Months To Flowering Decline,Months To Flowering Decline Auth,Response To Dieback,Response To Dieback Auth,Longevity
433, 4754, Dodonaea aptera (Coast Hop-bush), Sapindaceae, N,, 5, GWJ,,, 24, GWJ,,,,,,, 4
434, 4757, Dodonaea ceratocarpa, Sapindaceae, N,, 5, GWJ,,,,,,,,,,, 4
435, 4782, Dodonaea viscosa (Sticky Hopbush), Sapindaceae, N,, 2, NDB,,, 48, MUI,,,,,,, 4
436, 1639, Drakaea elastica (Glossy-leaved Hammer Orchid), Orchidaceae, N, T, 11, GWJ,,, 12, GWJ,,,,, 3, RTW, 4
437, 1640, Drakaea glyptodon (King-in-his-carriage), Orchidaceae, N,, 11, GWJ, Sep,, 24, LMC,,,,, 3, RTW, 4
438, 13635, Drakaea micrantha, Orchidaceae, N, T, 11, VDM,,, 12, NDB,,,,,,, 4
439, 3095, Drosera erythrorhiza (Red Ink Sundew), Droseraceae, N,, 11, NDB, Sep,, 11, NDB,,,,, 1, RTW, 4
440, 3097, Drosera gigantea (Giant Sundew), Droseraceae, N,, 11, NDB,,, 10, NDB,,,,,,, 4
441, 3098, Drosera glanduligera (Pimpernel Sundew), Droseraceae, N,, 11, NDB, Sep,, 12, NDB,,,,,,, 1
442, 3102, Drosera huegelii (Bold Sundew), Droseraceae, N,, 11, NDB, Aug,, 8, NDB,,,,,,, 4
443, 3106, Drosera macrantha (Bridal Rainbow), Droseraceae, N,, 11, VDM,,,,,,,,,,, 4
444, 3109, Drosera menziesii (Pink Rainbow), Droseraceae, N,, 11, NDB, Jul,, 8, NDB,,,,,,, 4
445, 11853, Drosera menziesii subsp. menziesii, Droseraceae, N,, 11, GWJ,,, 6, GWJ,,,,,,, 4
446, 3118, Drosera pallida (Pale Rainbow), Droseraceae, N,, 11, NDB, Aug,, 12, NDB,,,,, 1, RTW, 4
447, 11569, Drosera stolonifera subsp. stolonifera, Droseraceae, N,, 11, NDB, Sep,, 12, NDB,,,,,,, 4
448, 1887, Dryandra arctotidis, Proteaceae, N,, 5, LMC, Oct,, 48, LMC,,,,,,, 4
449, 1888, Dryandra armata (Prickly Dryandra), Proteaceae, N,, 2, LMC, Sep,, 48, LMC,,,,,,, 4
450, 16666, Dryandra armata var. armata, Proteaceae, N,, 4, NDB, Sep,, 36, LMC,,,,, 7, NDB, 4
451, 1891, Dryandra bipinnatifida, Proteaceae, N,, 5, NDB, Oct,, 35, NDB,,,,, 4, NDB, 4
452, 16641, Dryandra blechnifolia, Proteaceae, N,, 5, LMC, Oct,, 36, LMC,,,,,,, 4
453, 16877, Dryandra brownii, Proteaceae, N,, 1, LMC, Aug,, 48, LMC,,,,,,, 4
454, 1894, Dryandra carlinoides (Pink Dryandra), Proteaceae, N,, 1, VDM, Sep,, 36, VDM,,,,,,, 4
455, 1895, Dryandra cirsioides, Proteaceae, N,, 2, NDB, Aug,, 72, MUI,,,,,,, 4
456, 1899, Dryandra cuneata (Wedge-leaved Dryandra), Proteaceae, N,, 1, LMC, Aug,, 48, LMC,,,,, 7, NDB, 4
457, 1903, Dryandra falcata (Prickly Dryandra), Proteaceae, N,, 1, BEL, Dec,,,,,,,,,, 4
458, 1907, Dryandra formosa (Showy Dryandra), Proteaceae, N,, 1, NDB, Aug,, 36, NDB,,,,, 7, NDB, 4
459, 1908, Dryandra fraseri, Proteaceae, N,, 1, NDB, Jul,, 48, NDB,,,,, 4, NDB, 4
460, 1911, Dryandra kippistiana, Proteaceae, N,, 1, VDM, Sep,, 36, VDM,,,,,,, 4
461, 1914, Dryandra mucronulata (Swordfish Dryandra), Proteaceae, N,, 1, LMC, Jul,, 48, LMC,,,,,,, 4
462, 1915, Dryandra nana (Dwarf Dryandra), Proteaceae, N,, 4, VDM, Sep,, 24, VDM,,,,,,, 4
463, 1916," Dryandra nivea (Honeypot Dryandra, Pudjarn)", Proteaceae, N,, 4, NDB, Oct,, 24, NDB,,,,, 7, RTW, 4
464, 1917, Dryandra nobilis (Golden Dryandra), Proteaceae, N,, 2, NDB, Sep,, 60, NDB,,,,, 4, NDB, 4
465, 1921, Dryandra polycephala (Many-headed Dryandra), Proteaceae, N,, 1, NDB, Sep,, 48, MUI,,,,, 7, NDB, 4
466, 1924, Dryandra proteoides (King Dryandra), Proteaceae, N,, 2, NDB, Aug,, 72, MUI,,,,,,, 4
467, 1930, Dryandra serra (Serrate-leaved Dryandra), Proteaceae, N,, 1, GWJ, Aug,, 36, GWJ,,,,,,, 4
468, 1932," Dryandra sessilis (Parrot Bush, Pudjak)", Proteaceae, N,, 1, VDM, Aug,, 48, LMC,,,,, 7, RTW, 4
469, 1934, Dryandra shuttleworthiana (Bearded Dryandra), Proteaceae, N,, 5, VDM,,, 24, VDM,,,,,,, 4
470, 1936, Dryandra squarrosa (Pingle), Proteaceae, N,, 2, NDB, Sep,, 48, NDB,,,,, 7, NDB, 4
471, 14803, Dryandra squarrosa subsp. squarrosa, Proteaceae, N,, 1, BEL, Aug,, 48, MUI,,,,,,, 4
472, 1940, Dryandra tenuifolia, Proteaceae, N,, 5, LMC, Sep,, 24, LMC,,,,,,, 4
473, 1942, Dryandra tridentata (Yellow Honeypot), Proteaceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
474, 1066, Ecdeiocolea monostachya, Ecdeiocoleaceae, N,, 5, BEL,,,,,,,,,,, 4
475, 340, Echinopogon ovatus (Hedgehog Grass), Poaceae, N,, 4, GWJ,,, 21, GWJ,,,,,,, 1
476, 349, Ehrharta longiflora (Annual Veldt Grass), Poaceae, Y,, 3, GWJ,,, 12, GWJ,,,,,,, 1
477, 350, Ehrharta pusilla, Poaceae, Y,, 3, NDB,,, 12, NDB,,,,,,, 1
478, 1643, Elythranthera brunonis (Purple Enamel Orchid), Orchidaceae, N,, 11, NDB, Sep,, 24, LMC,,,,, 3, RTW, 4
479, 1644, Elythranthera emarginata (Pink Enamel Orchid), Orchidaceae, N,, 11, NDB, Oct,, 11, NDB,,,,, 3, RTW, 4
480, 2409, Emex australis (Doublegee), Polygonaceae, Y,, 2, NDB, Aug,, 12, NDB,,,,,,, 1
481, 1645, Epiblema grandiflorum (Babe-in-a-cradle), Orchidaceae, N,, 11, GWJ,,, 12, GWJ,,,,,,, 4
482, 11756, Epilobium billardiereanum subsp. cinereum (Variable Willow Herb), Onagraceae, N,, 8, GWJ,,,,,,,,,,, 1
483, 11992, Epilobium billardiereanum subsp. intermedium, Onagraceae, N,, 8, GWJ,,, 12, GWJ,,,,,,, 1
484, 5536, Eremaea acutifolia (Rusty Eremaea), Myrtaceae, N, 3, 5, BEL,,,,,,,,,,, 4
485, 13949, Eremaea asterocarpa, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
486, 5537, Eremaea beaufortioides, Myrtaceae, N,, 5, VDM, Nov,, 36, MUI,,,,,,, 4
487, 5540, Eremaea fimbriata, Myrtaceae, N,, 8, VDM, Aug,, 48, MUI,,,,,,, 4
488, 5541, Eremaea pauciflora, Myrtaceae, N,, 2, NDB, Sep,, 48, MUI,,,,,,, 4
489, 5543, Eremaea violacea (Violet Eremaea), Myrtaceae, N,, 5, BEL, Oct,, 48, MUI,,,,,,, 4
490, 7189, Eremophila clarkei (Turpentine Bush), Scrophulariaceae, N,,,, Jun,, 24, MUI,,,,,,, 4
491, 7193, Eremophila decipiens (Slender Fuchsia), Scrophulariaceae, N,,,,,, 36, MUI,,,,,,, 4
492, 7215, Eremophila glabra (Tar Bush), Scrophulariaceae, N,,,, Aug,, 48, MUI,,,,,,, 4
493, 3149, Eremosyne pectinata, Eremosynaceae, N,, 8, GWJ, Oct,, 12, GWJ,,,,,,, 1
494, 1646, Eriochilus dilatatus (White Bunny Orchid), Orchidaceae, N,, 11, GWJ, Oct,, 12, NDB,,,,, 3, RTW, 4
495, 1647, Eriochilus scaber (Pink Bunny Orchid), Orchidaceae, N,, 11, NDB, Aug,, 12, GWJ,,,,, 3, RTW, 4
496, 10802, Eriochilus tenuis, Orchidaceae, N,, 11, GWJ,,, 12, GWJ,,,,,,, 4
497, 6219, Eryngium pinnatifidum (Blue Devils), Apiaceae, N,, 4, NDB,,, 13, NDB,,,,,,, 4
498, 5545, Eucalyptus accedens (Powderbark Wandoo), Myrtaceae, N,, 5, NDB,,, 48, NDB,,,,,,, 4
499, 5550," Eucalyptus angulosa (Ridge-fruited Mallee, Kwararl)", Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
500, 5551, Eucalyptus angustissima (Narrow-leaved Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
501, 5557," Eucalyptus astringens (Brown Mallet, Malard)", Myrtaceae, N,, 1, NDB, Dec,, 144, NDB,,,,, 3, NDB, 4
502, 5571, Eucalyptus burdettiana (Burdett Gum), Myrtaceae, N, T, 5, NDB, Jan,, 48, MUI,,,,,,, 4
503, 5575, Eucalyptus caesia (Caesia), Myrtaceae, N,, 5, NDB, Sep,, 60, MUI,,,,,,, 4
504, 5579, Eucalyptus calycogona (Gooseberry Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
505, 5580," Eucalyptus camaldulensis (River Gum, Yabalinyba)", Myrtaceae, N,, 6, BEL,,,,,,,,,,, 4
506, 5600, Eucalyptus conglobata (Port Lincoln Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
507, 5605," Eucalyptus cornuta (Yate, Yeid)", Myrtaceae, N,, 6, GWJ,,, 48, NDB,,,,,,, 4
508, 5611, Eucalyptus cylindriflora (White Mallee), Myrtaceae, N,, 5, NDB, Dec,, 48, MUI,,,,,,, 4
509, 5615," Eucalyptus decipiens (Limestone Marlock, Moit)", Myrtaceae, N,, 6, LMC, Jan,, 9, LMC,,,,,,, 4
510, 5625, Eucalyptus diversicolor (Karri), Myrtaceae, N,, 6, GWJ, Jan,, 48, GWJ,,,,,,, 4
511, 5627," Eucalyptus doratoxylon (Spearwood Mallee, Keidjngund)", Myrtaceae, N,, 5,, Sep,, 36, NDB,,,,, 3, NDB, 4
512, 5628, Eucalyptus drummondii (Drummond's Gum), Myrtaceae, N,, 5, BEL,,, 48, NDB,,,,,,, 4
513, 5637, Eucalyptus eremophila (Tall Sand Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
514, 5638, Eucalyptus erythrocorys (Illyarrie), Myrtaceae, N,, 5, BEL, Feb,, 60, MUI,,,,,,, 4
515, 5646, Eucalyptus ficifolia (Red-flowering Gum), Myrtaceae, N,, 6, GWJ, Dec,, 42, GWJ,,,,,,, 4
516, 5648," Eucalyptus flocktoniae (Merrit, Merid)", Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
517, 5649, Eucalyptus foecunda (Narrow-leaved Red Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
518, 5652, Eucalyptus forrestiana (Fuchsia Gum), Myrtaceae, N,, 5, BEL, May,, 60, NDB,,,,,,, 4
519, 5656," Eucalyptus gardneri (Blue Mallet, Kwoakol)", Myrtaceae, N,,,,,, 60, MUI,,,,,,, 4
520, 5659," Eucalyptus gomphocephala (Tuart, Duart)", Myrtaceae, N,, 6, BEL, Feb,, 48, NDB,,,,, 3, NDB, 4
521, 5660," Eucalyptus gongylocarpa (Marble Gum, Baarla)", Myrtaceae, N,, 6, NDB, Feb,, 48, NDB,,,,,,,
522, 5661, Eucalyptus goniantha (Jerdacuttup Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
523, 5667," Eucalyptus guilfoylei (Yellow Tingle, Dingul Dingul)", Myrtaceae, N,, 6, GWJ, Dec,, 48, GWJ,,,,,,, 4
524, 5669, Eucalyptus halophila, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
525, 5678," Eucalyptus jacksonii (Red Tingle, Dingul Dingul)", Myrtaceae, N,, 6, GWJ,,, 48, GWJ,,,,,,, 4
526, 5681, Eucalyptus jucunda (Yuna Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
527, 15670, Eucalyptus kochii subsp. plenissima, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
528, 5686, Eucalyptus kondininensis (Kondinin Blackbutt), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
529, 12698, Eucalyptus kumarlensis, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
530, 5688, Eucalyptus laeliae (Darling Range Ghost Gum), Myrtaceae, N,, 5, NDB, Jan,, 36, NDB,,,,,,, 4
531, 5690, Eucalyptus lane-poolei (Salmon White Gum), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
532, 5695, Eucalyptus leptocalyx (Hopetoun Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
533, 5702," Eucalyptus loxophleba (York Gum, Dwoda)", Myrtaceae, N,, 5, BEL,,, 48, MUI,,,,,,, 4
534, 5705," Eucalyptus macrocarpa (Mottlecah, Mudelka)", Myrtaceae, N,, 5, VDM,,, 36, MUI,,,,,,, 4
535, 5708," Eucalyptus marginata (Jarrah, Djara)", Myrtaceae, N,, 6, NDB, Nov,, 48, LMC,,,,, 9,, 4
536, 5709," Eucalyptus megacarpa (Bullich, Pulidj)", Myrtaceae, N,, 6, NDB, May,, 48, NDB,,,,,,, 4
537, 5713, Eucalyptus micranthera (Alexander River Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
538, 5717, Eucalyptus myriadena, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
539, 5723," Eucalyptus occidentalis (Flat-topped Yate, Moidj)", Myrtaceae, N,, 6, BEL, Dec,, 48, NDB,,,,,,, 4
540, 5726, Eucalyptus oleosa (Giant Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
541, 5735, Eucalyptus pachyloma (Kalgan Plains Mallee), Myrtaceae, N,, 5, LMC, Oct,, 36, LMC,,,,,,, 4
542, 5739," Eucalyptus patens (Swan River Blackbutt, Dwuda)", Myrtaceae, N,, 6, NDB, Dec,, 48, NDB,,,,, 3, NDB, 4
543, 5741, Eucalyptus pendens (Badgingarra Mallee), Myrtaceae, N, 4, 5, VDM, Sep,,,,,,,, 3, NDB, 4
544, 5749," Eucalyptus platypus (Moort, Murd)", Myrtaceae, N,, 5, BEL,,, 48, MUI,,,,,,, 4
545, 13525, Eucalyptus quadrans, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
546, 5759, Eucalyptus redunca (Black Marlock), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
547, 12694, Eucalyptus rigens (Saltlake Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
548, 5763," Eucalyptus rudis (Flooded Gum, Kulurda)", Myrtaceae, N,, 6, NDB, Jan,, 48, NDB,,,,, 3, NDB, 4
549, 12693, Eucalyptus salicola (Salt Gum), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
550, 5766," Eucalyptus salmonophloia (Salmon Gum, Wurak)", Myrtaceae, N,, 6, NDB, Nov,, 60, MUI,,,,,,, 4
551, 5768, Eucalyptus sargentii (Salt River Gum), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
552, 5775, Eucalyptus spathulata (Swamp Mallet), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
553, 5776, Eucalyptus staeri (Albany Blackbutt), Myrtaceae, N,, 6, GWJ, Dec,, 36, GWJ,,,,, 3, NDB, 4
554, 5787," Eucalyptus tetragona (Tallerack, Dalyeruk)", Myrtaceae, N,, 5, LMC, Nov,, 30, LMC,,,,, 3, NDB, 4
555, 5790, Eucalyptus todtiana (Coastal Blackbutt), Myrtaceae, N,, 6, VDM, Feb,, 48, NDB,,,,, 3, NDB, 4
556, 5792, Eucalyptus torquata (Coral Gum), Myrtaceae, N,, 5, NDB,,, 24, MUI,,,,,,, 4
557, 5796, Eucalyptus uncinata (Hook-leaved Mallee), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
558, 5797," Eucalyptus wandoo (Wandoo, Wondu)", Myrtaceae, N,, 6, NDB, Jan,, 48, NDB,,,,, 1, NDB, 4
559, 3874, Eutaxia densifolia, Fabaceae, N,, 2, GWJ, Nov,, 24, NDB,,,,, 5, RTW, 4
560, 3876, Eutaxia epacridoides, Fabaceae, N,, 2, NDB, Oct,, 24, NDB,,,,,,, 4
561, 3878, Eutaxia obovata, Fabaceae, N,, 2, GWJ, Aug,, 24, GWJ,,,,,,, 4
562, 3880, Eutaxia virgata, Fabaceae, N,, 2, NDB, Jun,, 24, NDB,,,,,,, 4
563, 834, Evandra aristata, Cyperaceae, N,, 4, GWJ, Nov,, 12, GWJ,,,,, 5, RTW, 4
564, 10907, Exocarpos odoratus (Scented Ballart), Santalaceae, N,, 2, GWJ,,, 24, GWJ,,,,,,, 4
565, 10765," Exocarpos sparteus (Broom Ballart, Djuk)", Santalaceae, N,, 2, GWJ,,, 18, GWJ,,,,,,, 4
566, 902, Gahnia decomposita, Cyperaceae, N,, 5, BEL,,,,,,,,,,, 4
567, 907, Gahnia trifida (Coast Saw-sedge), Cyperaceae, N,, 5, NDB,,, 24, GWJ,,,,, 3, RTW, 4
568, 7323, Galium murale (Small Goosegrass), Rubiaceae, Y,, 2, NDB, Oct,, 12, NDB,,,,,,, 1
569, 1649, Gastrodia sesamoides (Potato Orchid), Orchidaceae, N,, 11, GWJ,,, 21, GWJ,,,,, 3, RTW, 4
570, 3891, Gastrolobium bilobum (Heart Leaf Poison), Fabaceae, N,, 2, NDB, Sep,, 32, NDB,,,,, 2, NDB, 4
571, 3895, Gastrolobium calycinum (York Road Poison), Fabaceae, N,, 5, BEL, Sep,, 36, NDB,,,,, 3, NDB, 4
572, 3909, Gastrolobium microcarpum (Sandplain Poison), Fabaceae, N,, 2, NDB, Sep,, 36, NDB, 120, NDB, 400, NDB, 3, NDB, 4
573, 3912, Gastrolobium oxylobioides (Champion Bay Poison), Fabaceae, N,, 5, VDM, Aug,,,,,,,, 3, NDB, 4
574, 3913, Gastrolobium parvifolium (Berry Poison), Fabaceae, N,, 2, NDB, Sep,, 48, NDB,,,,, 3, NDB, 4
575, 3916, Gastrolobium polystachyum (Horned Poison), Fabaceae, N,, 2, VDM, Aug,, 36, NDB,,,,, 3, NDB, 4
576, 3924, Gastrolobium spinosum (Prickly Poison), Fabaceae, N,, 2, NDB, Aug,, 36, NDB, 72, NDB, 360, NDB, 3, NDB, 4
577, 3930, Gastrolobium trilobum (Bullock Poison), Fabaceae, N,, 2, NDB, Sep,, 48, NDB,,,,, 3, NDB, 4
578, 3932, Gastrolobium velutinum (Stirling Range Poison), Fabaceae, N,, 2, LMC, Aug,, 42, LMC,,,,,,, 4
579, 4341, Geranium solanderi (Native Geranium), Geraniaceae, N,, 2, GWJ, Oct,, 6, GWJ,,,,,,, 4
580, 1518, Gladiolus angustus (Long Tubed Painted Lady), Iridaceae, Y,, 11, GWJ, Nov,, 12, GWJ,,,,,,, 4
581, 18298, Gladiolus carneus, Iridaceae, Y,, 11, GWJ, Oct,, 12, GWJ,,,,,,, 4
582, 1524, Gladiolus undulatus (Wild Gladiolus), Iridaceae, Y,, 11, GWJ, Sep,, 12, GWJ,,,,,,,
583, 11719, Glischrocaryon aureum var. aureum (Common Popflower), Haloragaceae, N,, 5, NDB, Nov,, 3, NDB,,,,,,, 4
584, 7986, Gnaphalium sphaericum (Star Cudweed), Asteraceae, N,, 2, GWJ, Nov,, 6, GWJ,,,,,,, 1
585, 3944, Gompholobium amplexicaule, Fabaceae, N,, 2, NDB, Nov,, 24, NDB,,,,,,, 4
586, 3945, Gompholobium aristatum, Fabaceae, N,, 2, NDB, Sep,, 24, NDB,,,,,,, 4
587, 3947, Gompholobium burtonioides, Fabaceae, N,, 2, NDB, Nov,, 24, NDB,,,,,,, 4
588, 3948, Gompholobium capitatum, Fabaceae, N,, 2, NDB, Nov,, 26, NDB,,,,,,, 4
589, 3950, Gompholobium knightianum, Fabaceae, N,, 2, NDB, Dec,, 21, NDB,,,,, 3, NDB, 4
590, 3951, Gompholobium marginatum, Fabaceae, N,, 2, BEL,,,,,,,,,,, 4
591, 3953, Gompholobium ovatum, Fabaceae, N,, 2, NDB, Sep,, 31, NDB,,,,, 3, NDB, 4
592, 3954, Gompholobium polymorphum, Fabaceae, N,, 2, NDB, Nov,, 13, NDB,,,,, 3, NDB, 4
593, 3955, Gompholobium preissii, Fabaceae, N,, 2, NDB,,, 21, NDB,,,,, 3,, 4
594, 3957, Gompholobium tomentosum (Hairy Yellow Pea), Fabaceae, N,, 2, NDB, Dec,, 31, NDB,,,,, 3, NDB, 4
595, 3958, Gompholobium venustum (Handsome Wedge-pea), Fabaceae, N,, 2, LMC, Nov,, 48, LMC,,,,,,, 4
596, 6146, Gonocarpus benthamii, Haloragaceae, N,, 2, NDB, Nov,, 24, NDB,,,,,,, 4
597, 7497, Goodenia caerulea, Goodeniaceae, N,, 2, LMC, Nov,, 24, LMC,,,,, 4,, 4
598, 7505, Goodenia eatoniana, Goodeniaceae, N,, 8, GWJ, Dec,, 14, NDB,,,,,,, 4
599, 7522, Goodenia laytoniana, Goodeniaceae, N,, 2, GWJ, Dec,, 18, GWJ,,,,,,, 4
600, 7523, Goodenia leptoclada (Thin-stemmed Goodenia), Goodeniaceae, N,, 8, GWJ, Dec,, 24, GWJ,,,,,,, 4
601, 13165, Goodenia pusilla, Goodeniaceae, N,, 4, GWJ, Dec,, 12, GWJ,,,,,,, 4
602, 7064, Gratiola peruviana (Austral Brooklime), Plantaginaceae, N,, 8, GWJ, Nov,, 24, NDB,,,,,,, 4
603, 1964, Grevillea bipinnatifida (Fuchsia Grevillea), Proteaceae, N,, 5, NDB, Aug,, 24, NDB,,,,, 7, NDB, 4
604, 1977, Grevillea cirsiifolia (Varied-leaf Grevillea), Proteaceae, N,, 2, NDB, Sep,, 30, NDB,,,,,,, 4
605, 1988, Grevillea didymobotrya, Proteaceae, N,,,,,, 72, MUI,,,,,,, 4
606, 2005, Grevillea fasciculata, Proteaceae, N,, 2, LMC, May,, 36, LMC,,,,,,, 4
607, 2043, Grevillea muelleri, Proteaceae, N,, 2, LMC, Jul,, 36, LMC,,,,,,, 4
608, 2047, Grevillea nematophylla, Proteaceae, N,,,,,, 48, MUI,,,,,,, 4
609, 2052, Grevillea occidentalis, Proteaceae, N,, 2, NDB, Sep,, 44, NDB,,,,, 4, NDB, 4
610, 2056, Grevillea paniculata, Proteaceae, N,,,,,, 48, MUI,,,,,,, 4
611, 2066, Grevillea pilulifera (Woolly-flowered Grevillea), Proteaceae, N,, 5, VDM, Sep,,,,,,,,,, 4
612, 2078, Grevillea pulchella (Beautiful Grevillea), Proteaceae, N,, 2, NDB, Oct,, 30, NDB,,,,, 7, NDB, 4
613, 2080, Grevillea quercifolia (Oak-leaf Grevillea), Proteaceae, N,, 5, NDB, Oct,, 17, NDB,,,,, 7, NDB, 4
614, 8840, Grevillea shuttleworthiana, Proteaceae, N,, 5, VDM, Sep,,,,,,,,,, 4
615, 2101, Grevillea synapheae (Catkin Grevillea), Proteaceae, N,, 2, VDM, Aug,, 24, VDM,,,,,,, 4
616, 2112, Grevillea trifida, Proteaceae, N,, 5, NDB, Feb,, 30, NDB,,,,,,, 4
617, 2122, Grevillea wilsonii (Native Fuchsia), Proteaceae, N,, 5, NDB,,,,,,,,,,, 4
618, 2784, Gyrostemon ramulosus (Corkybark), Gyrostemonaceae, N,, 2, VDM, Sep,, 24, VDM,,,,,,, 4
619, 2787, Gyrostemon sheathii, Gyrostemonaceae, N,, 8, GWJ, Feb,, 24, NDB,,,,,,, 4
620, 1465, Haemodorum discolor, Haemodoraceae, N,, 2, LMC, Oct,, 12, LMC,,,,,,, 4
621, 1468, Haemodorum laxum, Haemodoraceae, N,, 11, GWJ,,, 6, GWJ,,,,, 3, RTW, 4
622, 1470, Haemodorum paniculatum (Mardja), Haemodoraceae, N,, 11, GWJ, Nov,, 6, GWJ,,,,,,, 4
623, 1472, Haemodorum simplex, Haemodoraceae, N,, 11, GWJ, Nov,, 8, GWJ,,,,,,, 4
624, 1473, Haemodorum simulans, Haemodoraceae, N,, 11, BEL,,, 12, NDB,,,,,,, 4
625, 1474, Haemodorum sparsiflorum, Haemodoraceae, N,, 11, GWJ, Dec,, 12, GWJ,,,,,,, 4
626, 1475, Haemodorum spicatum (Mardja), Haemodoraceae, N,, 11, GWJ, Nov,, 12, LMC,,,,,,, 4
627, 2126, Hakea adnata, Proteaceae, N,,,,,, 60, MUI,,,,,,, 4
628, 2127, Hakea ambigua, Proteaceae, N,, 1, LMC, Aug,, 48, LMC,,,,, 4, NDB, 4
629, 2128, Hakea amplexicaulis (Prickly Hakea), Proteaceae, N,, 5, NDB, Sep,, 30, NDB,,,,, 5, NDB, 4
630, 2131, Hakea auriculata, Proteaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
631, 2135, Hakea bucculenta (Red Pokers), Proteaceae, N,,,,,, 36, MUI,,,,,,, 4
632, 2137, Hakea ceratophylla (Horned Leaf Hakea), Proteaceae, N,, 5, NDB, Nov,, 24, NDB,,,,, 4, RTW, 4
633, 2143, Hakea conchifolia (Shell-leaved Hakea), Proteaceae, N,, 5, VDM, Jul,, 24, VDM,,,,,,, 4
634, 2145, Hakea corymbosa (Cauliflower Hakea), Proteaceae, N,, 1, LMC, Sep,, 48, LMC,,,,, 4, NDB, 4
635, 2146, Hakea costata (Ribbed Hakea), Proteaceae, N,, 1, VDM, Sep,, 72, VDM,,,,,,, 4
636, 2152, Hakea cyclocarpa (Ramshorn), Proteaceae, N,, 4, NDB, Sep,, 24, NDB,,,,, 4, NDB, 4
637, 2159, Hakea falcata, Proteaceae, N,, 1, NDB, Sep,, 72, MUI,,,,,,, 4
638, 2161, Hakea flabellifolia (Fan-leaved Hakea), Proteaceae, N,, 5, VDM, Sep,, 30, NDB,,,,,,, 4
639, 2162, Hakea florida, Proteaceae, N,, 5, GWJ, Dec,, 24, GWJ,,,,,,, 4
640, 2163, Hakea francisiana (Emu Tree), Proteaceae, N,,,,,, 72, MUI,,,,,,, 4
641, 2166, Hakea incrassata (Marble Hakea), Proteaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
642, 2170, Hakea lasianthoides, Proteaceae, N,, 1, NDB, Dec,, 24, NDB,,,,,,, 4
643, 2171," Hakea laurina (Pincushion Hakea, Kodjet)", Proteaceae, N,, 1, NDB, Jun,, 36, MUI,,,,,,, 4
644, 2174, Hakea linearis, Proteaceae, N,, 5, GWJ, Oct,, 6, GWJ,,,,,,, 4
645, 2175, Hakea lissocarpha (Honey Bush), Proteaceae, N,, 5, NDB, Aug,, 29, NDB,,,,, 5, NDB, 4
646, 2184, Hakea multilineata (Grass Leaf Hakea), Proteaceae, N,, 1, NDB, Aug,, 60, MUI,,,,,,, 4
647, 2188, Hakea obliqua (Needles and Corks), Proteaceae, N,, 1, VDM, Nov,, 48, VDM,,,,,,, 4
648, 2191, Hakea oleifolia (Dungyn), Proteaceae, N,, 1, NDB, Aug,, 36, NDB,,,,,,, 4
649, 16909, Hakea pandanicarpa subsp. crassifolia, Proteaceae, N,, 1, LMC, Oct,, 84, LMC,,,,,,,
650, 2194, Hakea petiolaris (Sea Urchin Hakea), Proteaceae, N,, 5, NDB, Jul,, 48, MUI,,,,,,, 4
651, 2195, Hakea platysperma (Cricket Ball Hakea), Proteaceae, N,, 1, NDB, Aug,, 60, MUI,,,,,,, 4
652, 2197, Hakea prostrata (Harsh Hakea), Proteaceae, N,, 5, NDB, Sep,, 36, NDB,,,,, 4, NDB, 4
