IDmerg1,ID_all,species_name,species_abb,site_name,site_details,siteold,site_data_old,replicates_toughness,replicates_CN,spp_old,SLA_cm2_g_new,leaf_area_mm2_new,PSIpd,PSImd,Kh,Ks,Kl,LL,Gs,Amass,Aarea,RD_MASS,leaf_N_mass_new,leaf_P_mass_new,Cmass,leaf_N_area_g_m2_new,leaf_P_area_g_m2_new,max_ht,ci,ca_ci,wue,Aarea_gs,trans,trans_es,d15N,d13C,max_height_m,SPo,TLP,H2OTLP,symH2O,elast_mod,shootH20,ci_ca,SWCsap,SWCstem,SWCbark,BarkThick,n(bark),Wshear(Jm01),Toughness(Jm-2),leaf thickness,date,id,time1,par,PsmassUSE_raw,tleaf,PsAreaUse_raw,GsUSE_raw,gc_raw,ci_raw,CO2a_raw,wue_raw,SLA_raw
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,929,1540,58.56785,24.06486,9.381138,61.14364,0.038173,105.3867,360,6.4545,62.4315
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,1105,1570,186.0178,24.31888,21.38811,201.4653,0.12283,168.4963,351,5.400271,86.97255
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1130,1649,92.61925,25.86682,9.715867,96.42669,0.05984,194.1664,368,3.979526,95.32784
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1046,1480,58.3584,26.35542,7.382438,70.4684,0.043924,185.7388,366,3.803571,79.0503
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1120,1750,152.0631,25.25504,21.19333,113.6326,0.070311,36.95334,346,7.568884,71.75047
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1125,1630,82.02577,28.84298,11.12832,96.35951,0.059799,167.005,367,3.575162,73.70905
,,Dodonaea viscosa ssp.spatulata,Dodvisp,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,d,1307,1000,85.29254,22.72994,9.506486,112.0606,0.069357,230.2662,378,3.9076,89.72036
157,181,Eremophila deserti,eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Eredes,4.59,134.02,-3.99,-4.66,NA,NA,NA,2.42,92,46.4,9.1,6.4,1.59,0.089,48.38,3.48,0.194,1.2,189,182,3.99,0.099,2.28,165.9,-2.9086,-26.2546,1.15,-2.43,-3.17,80.55,83.48,11.92,65.83,0.005494505,44.259,63.782,124.827,0.97,10,0.34,437,0.75,,,,,,,,,,,,,
,,Eremophila deserti,Eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,1015,1650,65.49357,27.49794,12.19716,149.6987,0.092065,223.7363,369,3.072581,53.69575
,,Eremophila deserti,Eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,1103,1300,35.40347,25.89135,7.91565,58.18305,0.036343,152.6105,382,5.025222,44.72591
,,Eremophila deserti,Eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1110,1720,34.52409,25.78628,8.074722,75.95048,0.047297,179.1047,361,4.126538,42.75576
,,Eremophila deserti,Eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1125,1790,61.29117,26.22889,11.12165,122.9295,0.075944,195.6685,353,3.690333,55.10979
,,Eremophila deserti,Eredes,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1205,1630,35.10547,26.62601,6.219303,54.11075,0.033823,192.8368,390,4.033636,56.44598
126,149,Eremophila glabra,eregla,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Eregla,6.12,139.23,-4.56,-6.02,NA,NA,NA,1.46,294,91.8,15.2,10,1.69,0.135,48.33,2.75,0.22,1.9,262,109,2.72,0.052,5.6,528.6,2.9271,-26.9103,1.9,-1.87,-2.67,78.03,73.53,7.96,65.31,0.009174312,47.34,72.484,162.678,0.92,10,0.24,620,0.38,,,,,,,,,,,,,
158,182,Eremophila glabra,eregla,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Eregla,6.42,111.54,-4.28,-5.05,2.14E-06,0.293,3.09E-04,1.32,142,69.3,11.9,11.5,1.83,0.102,49.1,2.86,0.159,1.7,214,155,3.51,0.084,3.39,255,-2.1602,-26.294,1.7,-2.15,-3.11,73.6,85.33,8.08,62.43,0.006451613,48.956,71.622,138.006,0.9825,10,0.25,661,0.37,,,,,,,,,,,,,
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,929,1530,81.8087,28.01061,13.97739,180.9424,0.110697,218.9649,357,3.090057,58.5293
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,950,1630,52.58374,28.31401,9.920162,132.5735,0.081769,238.2431,374,2.572464,53.00694
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1009,1650,94.83696,27.60325,16.17718,188.8499,0.115381,220.2642,374,3.079156,58.62391
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1112,1400,77.6032,24.94803,13.93261,159.774,0.098094,225.7126,379,3.815682,55.69897
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1135,1770,44.44452,25.76436,7.174467,57.61631,0.035992,152.6393,363,4.659968,61.94818
,,Eremophila glabra,Eregla_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,f,1144,1700,64.49215,25.04703,10.24998,130.1645,0.080316,230.4437,368,3.843739,62.91929
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,935,1560,97.45169,27.54063,14.51426,154.3164,0.094831,214.7706,381,3.460562,67.14201
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1125,1664,74.75973,25.28363,11.81161,145.8241,0.08974,228.0151,371,3.468628,63.29342
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1005,1660,104.2516,23.62029,16.38294,418.242,0.246083,291.4065,368,2.190931,63.63421
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1007,1300,100.0345,25.0611,16.50734,371.7996,0.220408,273.2812,358,2.406286,60.6
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1130,1520,99.40253,25.9549,17.97014,396.8551,0.234307,282.4337,372,1.949717,55.31538
,,Eremophila glabra,Eregla_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,d,1310,1000,74.97299,21.84226,14.25588,275.0857,0.165677,279.1353,375,2.866333,52.59091
127,150,Eremophila longifolia,erelon,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Erelon,3.72,261.75,-2.99,-3.59,5.92E-06,1.14,3.32E-04,1.26,NA,NA,NA,NA,1.46,0.1,50.08,3.94,0.269,3.5,NA,NA,NA,NA,NA,NA,4.1569,-26.2632,3.5,-2.45,-3.43,75.47,85.78,9.71,58.77,NA,57.696,82.556,131.735,1.1375,10,0.17,353,0.48,,,,,,,,,,,,,
128,151,Eremophila mitchelli,eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Eremit,5.58,72.96,-3.12,-3.97,NA,NA,NA,1.18,105,53.4,9.2,10.9,1.86,0.094,50.49,3.33,0.168,4,211,166,3.59,0.088,2.55,188.6,1.957,-26.8133,4,-2.38,-3.45,74.1,83.99,8.3,54.55,0.006024096,58.989,67.863,98.939,0.76944,9,0.1,340,0.27,,,,,,,,,,,,,
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1250,993,39.73714,27.56262,6.664241,121.7531,0.075232,275.6656,380,1.843543,59.62741
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1250,1000,78.56759,23.40965,13.69788,178.4309,0.109206,247.6443,385,3.327381,57.35747
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1302,1750,52.49489,25.11616,11.09813,92.71603,0.057573,162.7705,366,4.870538,47.30067
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,a,923,1400,65.64861,25.49444,8.982182,105.2486,0.065216,220.8079,370,3.549281,73.0876
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,1009,1420,35.74318,26.07125,6.185078,46.2458,0.028946,151.7432,378,4.4995,57.78937
,,Eremophila mitchelli,Eremit,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,d,1134,1580,48.25401,27.20209,8.402299,84.39506,0.05248,204.395,378,3.453061,57.42953
73,85,Eriostemon australasius,eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Eriaus,6.81,154.2,-0.72,-1.3,5.35E-06,0.714,5.47E-04,1.01,233,57,10.1,6.9,1.2,0.036,48.61,1.76,0.053,3,293,81,2.74,0.043,3.68,232.8,-6.9526,-29.7425,3,-1.14,-1.57,89.45,40.46,9.99,71.57,0.012345679,75.17,96.95,190.498,0.78,5,0.27,526,0.51,,,,,,,,,,,,,
,,Eriostemon australasius,Eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,931,1730,65.8023,24.16608,9.653631,240.079,0.145434,303.4802,380,2.236757,68.16327
,,Eriostemon australasius,Eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1020,1000,49.37821,23.11223,10.56998,338.3362,0.201666,304.6929,365,2.223304,46.71553
,,Eriostemon australasius,Eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1200,1927,26.44528,24.70934,4.924332,252.8341,0.152837,354.9307,399,1.024971,53.7033
,,Eriostemon australasius,Eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1050,1500,72.33443,25.17796,11.0293,182.5308,0.111639,260.1315,368,3.419451,65.5839
,,Eriostemon australasius,Eriaus,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1028,1450,71.11088,25.40365,14.34601,215.0145,0.130794,239.5236,356,4.808148,49.56839
160,184,Eucalyptus dumosa,eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Eucdum,3.31,1226.54,-3.69,-4.1,NA,NA,NA,2.49,135,38.3,13.4,3.7,0.91,0.049,53.07,2.74,0.148,6,170,178,4.56,0.1,2.95,242.6,-1.8981,-24.6626,6,-2.76,-4.11,73.6,79.07,11.57,49.51,0.005617978,52.452,72.274,114.417,1.1475,10,0.98,1804,0.54,,,,,,,,,,,,,
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1030,1500,39.65903,27.18239,11.81055,92.90813,0.057691,145.455,360,5.267326,33.57934
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,932,1539,43.95238,26.93779,15.76824,169.7717,0.104058,195.4714,358,3.814083,27.87399
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,952,1420,39.15709,27.67107,14.76898,194.0894,0.118479,192.3772,325,4.047273,26.51306
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,958,1640,36.28242,28.66592,13.43734,115.885,0.071678,149.8704,348,4.377602,27.00119
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1033,1670,34.67903,24.70915,12.24393,128.3254,0.079205,182.5233,345,5.16636,28.32346
,,Eucalyptus dumosa,Eucdum,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1053,1450,35.93366,27.4934,12.61763,107.755,0.066741,156.5899,356,4.67864,28.47892
75,87,Eucalyptus haemostoma,euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Euchae,5.01,1729.15,-0.71,-2,NA,NA,NA,1.55,326,53.3,12,6,1.04,0.034,52.97,2.09,0.068,15,283,74,5.53,0.037,2.17,325.8,-6.6556,-29.3982,15,-2.04,-2.43,88.33,72.73,11.81,52.26,0.013513514,79.48,92.24,118.635,1.0475,10,1.13,2498,0.45,,,,,,,,,,,,,
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1003,1000,66.40525,22.82302,15.0667,261.5083,0.157853,242.6037,342,7.065246,44.07418
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1145,1000,45.56818,25.94405,11.44503,331.5271,0.197828,288.2848,350,4.781324,39.81481
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1200,1800,46.98477,24.29221,10.39407,210.6079,0.128208,240.52,325,6.726579,45.20342
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,d,1207,1880,54.50898,25.96588,13.52948,295.68,0.177477,260.4772,341,5.343319,40.28903
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,940,1000,51.49406,25.79979,11.50473,232.5408,0.141044,298.0733,385,5.199349,44.75902
,,Eucalyptus haemostoma,Euchae,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,950,1000,55.06034,23.21659,10.00395,622.9419,0.354814,370.1135,401,4.038845,55.03858
129,152,Eucalyptus intertexta,eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Eucint,5.55,1028.36,-2.58,-3.02,NA,NA,NA,1.31,171,79.6,18.1,5.5,1.47,0.103,50.98,2.65,0.186,16.9,154,183,5.33,0.106,3.4,307.3,3.379,-27.4093,16.9,-2.54,-3.29,85.49,65.69,17.88,49.73,0.005464481,57.541,83.032,151.272,0.9875,10,0.8,1835,0.44,,,,,,,,,,,,,
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,940,1550,67.25116,27.57277,13.84233,113.6307,0.07031,148.2542,355,5.018889,48.5837
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,1005,1594,104.275,24.39575,24.96462,243.6024,0.147482,157.4285,333,6.589859,41.76911
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1020,1605,82.1478,23.87016,15.91604,154.9315,0.095199,179.4953,354,6.094667,51.6132
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1015,1760,68.03071,27.94132,16.39102,153.2201,0.094174,128.4873,310,5.113022,41.50487
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1023,1700,67.04924,25.4311,16.61774,189.212,0.115596,181.0372,333,4.503,40.34799
,,Eucalyptus intertexta,Eucint,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1105,1770,88.93544,27.75909,20.77437,169.8003,0.104075,130.2687,340,4.637486,42.81017
18,19,Eucalyptus paniculata,eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Eucpan,8.35,2296.55,-1.02,-1.87,NA,NA,NA,1.09,131,75.3,9.2,6.1,1.08,0.048,49.35,1.3,0.057,13,232,146,5.4,0.07,1.71,131.3,-2.4808,-31.6701,13,-2.71,-3.3,83.88,90.79,17.31,51.61,0.006849315,85.79,108.64,152.017,1.1825,10,0.44,1872,0.24,,,,,,,,,,,,,
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1105,1400,25.68318,27.39504,4.51191,34.06125,0.021364,201.4524,426,4.961222,56.92308
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1110,1300,63.01806,28.7115,5.10643,49.81593,0.031161,178.042,352,4.305528,123.4092
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1108,1300,66.11661,26.03321,9.818375,98.88906,0.061342,221.1549,390,5.567303,67.33967
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1155,1550,98.62783,27.77156,14.85665,168.4396,0.103264,262.1495,414,6.09496,66.38632
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1020,1400,91.01301,26.68193,8.806436,263.24,0.158853,278.8258,338,4.575656,103.3483
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1020,1500,81.72688,25.07472,7.345601,100.6837,0.062436,255.7601,380,5.674986,111.2596
,,Eucalyptus paniculata,Eucpan,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1148,1500,100.9285,27.61855,14.13417,204.0027,0.124324,223.4783,342,6.650333,71.4075
161,185,Eucalyptus socialis,eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Eucsoc,3.51,1143.52,-3.13,-3.69,3.39E-06,0.442,1.48E-04,2.39,172,51.2,16.2,4.8,1.22,0.061,53.11,3.47,0.174,8.3,169,168,4.84,0.094,3.35,310.3,-2.6888,-25.8966,8.3,-2.91,-4.13,80.24,66.65,14.25,47.33,0.005952381,56.663,80.443,144.739,0.985,10,1.04,1982,0.52,,,,,,,,,,,,,
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1030,1450,58.38874,25.05207,17.27916,151.7154,0.093273,139.6021,332,6.114,33.79142
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,920,1650,65.31655,27.42491,18.74786,162.7989,0.099901,127.3185,323,5.270907,34.83947
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,920,1425,50.62992,26.49704,14.83352,197.3716,0.120416,188.28,319,4.146927,34.13209
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1100,1730,47.8484,26.97359,17.35011,237.2066,0.143762,225.2892,358,2.927145,27.57815
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1121,1730,44.04883,25.53057,15.91647,169.8665,0.104114,179.294,340,5.06904,27.67499
,,Eucalyptus socialis,Eucsoc,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1156,1690,41.10606,25.5178,13.31042,115.4124,0.071391,156.011,351,5.531127,30.88262
19,20,Eucalyptus umbra,eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Eucumb,4.86,3938.73,-0.73,-1.57,NA,NA,NA,2.06,117,40.7,8.6,6.3,0.91,0.039,18.38,1.88,0.08,20,225,151,5.97,0.074,1.44,116.7,-2.7085,-29.3756,20,-2.74,-3.14,91.08,70,30.82,50.72,0.006622517,92.1,112.31,166.822,0.95,10,1.17,2837,0.41,,,,,,,,,,,,,
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1130,935,36.04,23.6206,8.691659,127.1558,0.078499,247.2661,363,6.742815,41.46504
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1117,1620,37.28456,25.73923,9.935407,143.9969,0.088643,242.8172,361,5.547732,37.52696
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1150,1700,41.13593,37.79794,11.84506,53.09287,0.033192,38.35665,410,5.411575,34.72835
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,b,1200,1650,21.34372,28.52397,5.633561,110.6542,0.068503,313.5872,406,2.908093,37.88674
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1035,1350,28.83,25.54677,3.281922,39.35164,0.02466,252.2692,393,5.61825,87.84487
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1125,1200,57.6477,25.36045,10.48306,213.2765,0.129775,262.0424,346,7.726308,54.99127
,,Eucalyptus umbra,Eucumb,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1131,1600,62.3284,26.9699,10.19739,129.2642,0.079772,217.5296,350,7.819664,61.12193
