species_name,original_name,Tasmania,Tasmania_rounded,Barlow,CPBR,GrassBase,RBGSYD,SAH,TMAG,WAH,Barlow_yes,CPBR_yes,GrassBase_yes,RBGSYD_yes,SAH_yes,TMAG_yes,WAH_yes,sum_matches,plant_height_outcome
Dichelachne inaequiglumis,Dichelachne inaequiglumis,1,1,NA,NA,0.8,0.6665,1.3,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Dichelachne micrantha,Dichelachne micrantha,1.2,1.2,NA,NA,0.625,0.8,1.1,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Dichelachne rara,Dichelachne rara,1.2,1.2,NA,NA,0.74,0.73325,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Dichondra repens,Dichondra repens,0.1,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Dichosciadium ranunculaceum,Dichosciadium ranunculaceum var tasmanicum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Balantium antarcticum,Dicksonia antarctica,4.5,4.5,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Digitaria sanguinalis,Digitaria sanguinalis,1,1,NA,NA,NA,NA,0.3575,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Dillwynia cinerascens,Dillwynia cinerascens,1.5,1.5,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Dillwynia glaberrima,Dillwynia glaberrima,2,2,NA,NA,NA,1.5,2,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Dillwynia sericea,Dillwynia sericea,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Diplarrena latifolia,Diplarrena latifolia,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
Diplarrena moraea,Diplarrena moraea,100,100,0.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Diplaspis cordifolia,Diplaspis cordifolia,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Diplaspis hydrocotylea,Diplaspis hydrocotyle,0.1,0.1,NA,NA,NA,0.06999999999999999,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Dipodium roseum,Dipodium roseum,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Dipsacus fullonum,Dipsacus fullonum,2.5,2.5,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Diselma archeri,Diselma archeri,2.5,2.5,4.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Disphyma crassifolium,Disphyma crassifolium,0.1,0.1,NA,NA,NA,NA,NA,0.3,0.16,NA,NA,NA,NA,NA,0,0,0,keep
Distichlis distichophylla,Distichlis distichophylla,0.3,0.3,NA,NA,0.33499999999999996,0.2,0.155,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Dittrichia graveolens,Dittrichia graveolens,0.5,0.5,NA,NA,NA,0.44999999999999996,0.5,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Diuris chryseopsis,Diuris chryseopsis,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Diuris orientis,Diuris orientis,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Diuris pardina,Diuris pardina,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Diuris sulphurea,Diuris sulphurea,0.6,0.6,NA,NA,NA,NA,0.2575,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Dodonaea filiformis,Dodonaea filiformis,2,2,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,2,omit
Dodonaea viscosa,Dodonaea viscosa,8,8,3.875,NA,NA,5.3335,2.0005,NA,2.75,0,NA,NA,0,0,NA,0,0,keep
Donatia novae-zelandiae,Donatia novae-zelandiae,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Blechnum medium,Doodia media,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Dracophyllum milligani,Dracophyllum milliganii,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Dracophyllum minimum,Dracophyllum minimum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Drosera arcturi,Drosera arcturi,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Drosera binata,Drosera binata,0.1,0.1,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,0,0,keep
Drosera macrantha,Drosera macrantha,1.5,1.5,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,0,0,keep
Drosera peltata,Drosera peltata,0.5,0.5,NA,NA,NA,0.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Drosera pygmaea,Drosera pygmaea,0.05,0.05,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,0,0,keep
Drosera spatulata,Drosera spatulata,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Drymophila cyanocarpa,Drymophila cyanocarpa,0.4,0.4,0.4,NA,NA,0.2665,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Ehrharta acuminata,Ehrharta acuminata,0.6,0.6,NA,NA,0.32999999999999996,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Ehrharta distichophylla,Ehrharta distichophylla,1,1,NA,NA,0.25,NA,0.6,NA,NA,NA,NA,0,NA,0,NA,NA,0,keep
Ehrharta juncea,Ehrharta juncea,1,1,NA,NA,2.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Ehrharta oreophila,Ehrharta oreophila,0.17,0.17,NA,NA,0.175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Einadia nutans,Einadia nutans,0.1,0.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Elatine gratioloides,Elatine gratioloides,0.05,0.05,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Eleocharis acuta,Eleocharis acuta,0.6,0.6,NA,NA,NA,0.35,0.9,NA,0.7,NA,NA,NA,0,0,NA,0,0,keep
Eleocharis gracilis,Eleocharis gracilis,0.5,0.5,NA,NA,NA,0.3335,0.2,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Eleocharis pusilla,Eleocharis pusilla,0.25,0.25,NA,NA,NA,0.08499999999999999,NA,NA,0.08499999999999999,NA,NA,NA,0,NA,NA,0,0,keep
Eleocharis sphacelata,Eleocharis sphacelata,5,5,NA,NA,NA,3.3335,2,NA,1.5,NA,NA,NA,0,0,NA,0,0,keep
Elymus repens,Elymus repens,0.9,0.9,NA,NA,NA,0.6665,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Elymus scabrus,Elymus scaber,1.1,1.1,NA,NA,NA,0.7335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Empodisma minus,Empodisma minus,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris acuminata,Epacris acuminata,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris corymbiflora,Epacris corymbiflora,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris curtisiae,Epacris curtisiae,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris glabella,Epacris glabella,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris gunnii,Epacris gunnii,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris heteronema,Epacris heteronema,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris impressa,Epacris impressa,1.2,1.2,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Epacris lanuginosa,Epacris lanuginosa,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris obtusifolia,Epacris obtusifolia,1,1,NA,NA,NA,0.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Epacris serpyllifolia,Epacris serpyllifolia,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris squarrosa,Epacris tasmanica,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epacris virgata,Epacris virgata,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Epilobium billardierianum,Epilobium billardierianum,1,1,0.6,NA,NA,0.6665,NA,NA,0.39999999999999997,0,NA,NA,0,NA,NA,0,0,keep
Epilobium curtisiae,Epilobium curtisiae,0.15,0.15,0.15,NA,NA,0.1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Epilobium gunnianum,Epilobium gunnianum,0.8,0.8,0.8,NA,NA,0.5335000000000001,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Epilobium hirtigerum,Epilobium hirtigerum,1,1,1.4,NA,NA,NA,1.2,NA,0.85,0,NA,NA,NA,0,NA,0,0,keep
Epilobium tasmanicum,Epilobium perpusillum,0.08,0.08,0.125,NA,NA,0.1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Epilobium sarmentaceum,Epilobium sarmentaceum,0.4,0.4,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Epilobium tasmanicum,Epilobium tasmanicum,0.15,0.15,0.125,NA,NA,0.1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Erigeron bellidioides,Erigeron bellidioides,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Erigeron gunnii,Erigeron gunnii,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Erigeron pappocromus,Erigeron pappocromus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Erigeron stellatus,Erigeron stellatus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Erigeron tasmanicus,Erigeron tasmanicus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Eriochilus cucullatus,Eriochilus cucullatus,0.25,0.25,NA,NA,NA,0.18325,0.1135,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Eriostemon verrucosus,Eriostemon verrucosus,1,1,NA,NA,NA,NA,0.6,1,NA,NA,NA,NA,NA,0,1,NA,1,omit
Eriostemon virgatus,Eriostemon virgatus,1,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Eryngium ovinum,Eryngium ovinum,0.6,0.6,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Eryngium vesiculosum,Eryngium vesiculosum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Eucalyptus amygdalina,Eucalyptus amygdalina,30,30,NA,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus archeri,Eucalyptus archeri,10,10,NA,12,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus barberi,Eucalyptus barberi,8,8,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus brookeriana,Eucalyptus brookeriana,40,40,NA,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus coccifera,Eucalyptus coccifera,15,15,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus dalrympleana,Eucalyptus dalrympleana,40,40,NA,40,NA,26.6665,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,omit
Eucalyptus delegatensis,Eucalyptus delegatensis,90,90,NA,90,NA,33.3335,NA,NA,NA,NA,1,NA,0,NA,NA,NA,1,omit
Eucalyptus globulus,Eucalyptus globulus,90,90,NA,70,NA,26.6665,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,keep
Eucalyptus gunnii,Eucalyptus gunnii,37,37,NA,25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus morrisbyi,Eucalyptus morrisbyi,12,12,NA,16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus ambigua,Eucalyptus nitida,18,18,NA,40,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus obliqua,Eucalyptus obliqua,90,90,NA,90,NA,33.3335,30,NA,NA,NA,1,NA,0,0,NA,NA,1,omit
Eucalyptus ovata,Eucalyptus ovata var ovata,20,20,NA,15,NA,20,17,NA,NA,NA,0,NA,1,0,NA,NA,1,omit
Eucalyptus pauciflora,Eucalyptus pauciflora,8,8,NA,30,NA,8.888833333333334,13,NA,NA,NA,0,NA,0,0,NA,NA,0,keep
Eucalyptus pulchella,Eucalyptus pulchella,20,20,NA,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus regnans,Eucalyptus regnans,114,114,NA,90,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus risdonii,Eucalyptus risdonii,8,8,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus rodwayi,Eucalyptus rodwayi,20,20,NA,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus rubida,Eucalyptus rubida,40,40,NA,20,NA,26.6665,33,NA,NA,NA,0,NA,0,0,NA,NA,0,keep
Eucalyptus sieberi,Eucalyptus sieberi,30,30,NA,35,NA,20,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,keep
Eucalyptus subcrenulata,Eucalyptus subcrenulata,60,60,NA,20,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus tenuiramis,Eucalyptus tenuiramis,25,25,NA,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus urnigera,Eucalyptus urnigera,40,40,NA,15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,keep
Eucalyptus vernicosa,Eucalyptus vernicosa,4,4,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,omit
Eucalyptus viminalis,Eucalyptus viminalis,40,40,NA,90,NA,20,35,NA,NA,NA,0,NA,0,0,NA,NA,0,keep
Euchiton collinus,Euchiton collinus,0.35,0.35,NA,NA,NA,0.22499999999999998,0.18,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Euchiton involucratus,Euchiton involucratus,0.5,0.5,NA,NA,NA,0.31,0.256,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Euchiton litticola,Euchiton litticola,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Euchiton traversii,Euchiton traversii,0.1,0.1,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Euchiton umbricola,Euchiton umbricola,0.1,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,omit
Eucryphia lucida,Eucryphia lucida,30,30,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Eucryphia milliganii,Eucryphia milliganii,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Euphrasia collina,Euphrasia collina,0.6,0.6,NA,NA,NA,0.325,0.8,NA,0.285,NA,NA,NA,0,0,NA,0,0,keep
Euphrasia gibbsiae,Euphrasia gibbsiae,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Euphrasia scabra,Euphrasia scabra,0.5,0.5,NA,NA,NA,0.20416666666666666,0.25425,NA,0.25,NA,NA,NA,0,0,NA,0,0,keep
Euphrasia collina var. striata,Euphrasia striata,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Eurychorda complanata,Eurychorda complanata,1.2,1.2,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Euryomyrtus ramosissima,Euryomyrtus ramosissima,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ewartia catipes,Ewartia catipes,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ewartia meredithae,Ewartia meredithiae,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ewartia planchonii,Ewartia planchonii,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Exocarpos cupressiformis,Exocarpos cupressiformis,10,10,8,NA,NA,5.3335,4.0015,8,NA,0,NA,NA,0,0,0,NA,0,keep
Exocarpos humifusus,Exocarpos humifusus,0.4,0.4,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Exocarpos nanus,Exocarpos nanus,0.1,0.1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Exocarpos strictus,Exocarpos strictus,4,4,3.5,NA,NA,2.3335,3.0005,3,NA,0,NA,NA,0,0,0,NA,0,keep
Exocarpos syrticolus,Exocarpos syrticola,3.5,3.5,3.5,NA,NA,NA,3.6,NA,NA,1,NA,NA,NA,0,NA,NA,1,omit
Festuca arundinacea,Festuca arundinacea,1.2,1.2,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Festuca plebeia,Festuca plebeia,0.9,0.9,NA,NA,0.8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Forstera bellidifolia,Forstera bellidifolia,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Frankenia pauciflora,Frankenia pauciflora var gunnii,0.1,0.1,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,0,0,keep
Gahnia filum,Gahnia filum,1.1,1.1,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Gahnia grandis,Gahnia grandis,3.5,3.5,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Gahnia microstachya,Gahnia microstachya,0.45,0.45,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Gahnia radula,Gahnia radula,1,1,NA,NA,NA,0.75,0.525,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Gahnia sieberiana,Gahnia sieberiana,2,2,NA,NA,NA,1.45,1.5003333333333333,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Gahnia trifida,Gahnia trifida,1,1,NA,NA,NA,NA,1,NA,1.5,NA,NA,NA,NA,1,NA,0,1,omit
Gaimardia amblyphylla,Gaimardia amblyphylla,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gaimardia fitzgeraldii,Gaimardia fitzgeraldii,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gaimardia setacea,Gaimardia setacea,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Galium australe,Galium australe,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Galium ciliare,Galium ciliare,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Galium gaudichaudii,Galium gaudichaudii,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gastridium ventricosum,Gastridium ventricosum,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gastrodia sesamoides,Gastrodia sesamoides,0.3,0.3,NA,NA,NA,0.46499999999999997,0.41500000000000004,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Gaultheria depressa,Gaultheria depressa,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gaultheria hispida,Gaultheria hispida,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gaultheria tasmanica,Gaultheria tasmanica,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Genoplesium archeri,Genoplesium archeri,0.2,0.2,NA,NA,NA,0.15000000000000002,0.1275,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Gentianella diemensis,Gentianella diemensis,0.3,0.3,NA,NA,NA,0.22499999999999998,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Geranium potentilloides,Geranium potentilloides,0.5,0.5,NA,NA,NA,0.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Geranium sessiliflorum,Geranium sessiliflorum,0.2,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Geranium solanderi,Geranium solanderi,0.5,0.5,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,0,keep
Gleichenia alpina,Gleichenia alpina,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gleichenia dicarpa,Gleichenia dicarpa,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gleichenia microphylla,Gleichenia microphylla,1.5,1.5,NA,NA,NA,NA,1.0005,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Glossodia major,Glossodia major,0.3,0.3,NA,NA,NA,0.22,0.13,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Glossostigma elatinoides,Glossostigma elatinoides,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Glycine clandestina,Glycine clandestina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Glycine latrobeana,Glycine latrobeana,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Argyrotegium mackayi,Gnaphalium argentifolium,0.06,0.06,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Helichrysum stoechas,Gnaphalium collinum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gnaphalium indutum,Gnaphalium indutum,0.08,0.08,NA,NA,NA,0.0535,0.08,NA,0.04,NA,NA,NA,0,1,NA,0,1,omit
Euchiton involucratus,Gnaphalium involucratum,0.25,0.25,NA,NA,NA,0.31,0.256,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Euchiton traversii,Gnaphalium traversii,0.1,0.1,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Euchiton umbricola,Gnaphalium umbricola,0.15,0.15,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Gompholobium huegelii,Gompholobium huegelii,1,1,NA,NA,NA,0.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Gonocarpus humilis,Gonocarpus humilis,0.3,0.3,0.3,NA,NA,0.25,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Gonocarpus micranthus,Gonocarpus micranthus,0.1,0.1,NA,NA,NA,NA,0.052500000000000005,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Gonocarpus montanus,Gonocarpus montanus,0.15,0.15,0.125,NA,NA,0.125,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Gonocarpus serpyllifolius,Gonocarpus serpyllifolius,0.25,0.25,0.175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Gonocarpus tetragynus,Gonocarpus tetragynus,0.3,0.3,0.22499999999999998,NA,NA,0.22499999999999998,0.1575,NA,NA,0,NA,NA,0,0,NA,NA,0,keep
Gonocarpus teucrioides,Gonocarpus teucrioides,0.4,0.4,0.275,NA,NA,0.30000000000000004,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Goodenia elongata,Goodenia elongata,0.2,0.2,0.4,NA,NA,0.2665,0.3,0.45,NA,0,NA,NA,0,0,0,NA,0,keep
Goodenia humilis,Goodenia humilis,0.1,0.1,0.2,NA,NA,0.1335,0.16,0.2,NA,0,NA,NA,0,0,0,NA,0,keep
Goodenia lanata,Goodenia lanata,0.1,0.1,0.3,NA,NA,NA,NA,0.3,NA,0,NA,NA,NA,NA,0,NA,0,keep
Goodenia ovata,Goodenia ovata,2,2,2,NA,NA,1.3335,2,2,NA,1,NA,NA,0,1,1,NA,3,omit
Goodia lotifolia,Goodia lotifolia,4,4,NA,NA,NA,2.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Grammitis billardierei,Grammitis billardierei,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Grammitis magellanica,Grammitis magellanica,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Grammitis poeppigiana,Grammitis poeppigiana,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gratiola nana,Gratiola nana,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Gratiola pubescens,Gratiola pubescens,0.2,0.2,NA,NA,NA,0.1125,0.10125,NA,0.175,NA,NA,NA,0,0,NA,0,0,keep
Grevillea australis,Grevillea australis,2,2,0.6,NA,NA,0.75,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Gunnera cordifolia,Gunnera cordifolia,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
