narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2
0,1,0,,Proteaceae,Persoonia levis,5,140,80,simple,shrub,,
0,1,0,,Proteaceae,Persoonia linearis,5,80,6,simple,shrub,,
0,1,0,,Proteaceae,Persoonia rigida,1,40,20,simple,shrub,,
0,1,0,,Proteaceae,Persoonia silvatica,7,120,30,simple,shrub,,
0,1,0,,Proteaceae,Persoonia subvelutina,5,80,18,simple,shrub,,
0,1,0,,Rhamnaceae,Cryptandra ericoides,0.6,10,1,simple,shrub,,
0,1,0,,Rhamnaceae,Cryptandra propinqua,1.2,5,0.8,simple,shrub,,
0,1,0,,Rhamnaceae,Cryptandra tomentosa,0.3,5,0.5,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris andromedifolia,3,45,15,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris angustifolia,2,15,2.5,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris aurea,2,50,20,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris betulina,4,35,15,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris brunnea,4,40,15,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris costata,4,50,35,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris cotoneaster,3,50,30,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris discolor,5,95,40,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris eriocephala,3,45,30,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris ferruginea,4,90,40,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris halmaturina,5,50,17,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris helianthemifolia,2,45,10,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris lanigera,3,130,50,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris ledifolia,2,25,4,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris ligustrina,4.5,60,20,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris obcordata,1,20,12,simple,shrub,,
1,1,0,,Rhamnaceae,Pomaderris oblongifolia,2.5,60,15,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris pauciflora,3,20,8,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris prunifolia,4,80,35,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris sericea,2,30,10,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris subcapitata,4,45,25,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris subplicata,2,10,6,simple,shrub,,
1,1,0,,Rhamnaceae,Pomaderris vaccinifolia,4,15,10,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris velutina,2,20,15,simple,shrub,,
0,1,0,,Rhamnaceae,Pomaderris virgata,6,60,20,simple,shrub,,
0,1,0,,Rhamnaceae,Spyridium cinereum,0.2,10,7,simple,shrub,,
0,1,0,,Rhamnaceae,Spyridium nitidum,2,10,3.5,simple,shrub,,
0,1,0,,Rhamnaceae,Spyridium sp 1,1.6,10,2,simple,shrub,,
0,1,0,,Rhamnaceae,Spyridium subochreatum,0.6,15,4,simple,shrub,,
1,1,0,,Rhamnaceae,Trimalium daltonii,3,10,1,simple,shrub,,
0,1,0,,Rosaceae,Rubus rosifolius,0.8,80,30,compound,shrub,,
0,1,0,,Rutaceae,Asterolasia asteriscophora,2,45,14,simple,shrub,,
0,1,0,,Rutaceae,Asterolasia phebalioides,1,10,4,simple,shrub,,
0,1,0,,Rutaceae,Asterolasia trimalioides,0.8,9,4,simple,shrub,,
0,1,0,,Rutaceae,Boronia algida,1,9,4.5,compound,shrub,,
0,1,0,,Rutaceae,Boronia coerulescens,1,8,1.5,simple,shrub,,
0,1,0,,Rutaceae,Boronia filifolia,0.5,30,1.5,simple,shrub,,
0,1,0,,Rutaceae,Boronia galbraithiae,2,9.5,3,simple,shrub,,
1,1,0,,Rutaceae,Boronia latipinna,2,25,7,simple,shrub,,
0,1,0,,Rutaceae,Boronia ledifolia,2.5,43,7,simple,shrub,,
0,1,0,,Rutaceae,Boronia muelleri,7,25,4.5,compound,shrub,,
0,1,0,,Rutaceae,Correa ameula,2.5,60,35,simple,shrub,,
0,1,0,,Rutaceae,Correa glabra,2.7,40,17,simple,shrub,,
0,1,0,,Rutaceae,Crowea exalata,1,32,4,simple,shrub,,
0,1,0,,Rutaceae,Eriostemon/Philotheca angustifolius,0.5,10,2,simple,shrub,,
0,1,0,,Rutaceae,Eriostemon/Philotheca myoporoides,3,120,35,simple,shrub,,
0,1,0,,Rutaceae,Eriostemon/Philotheca pungens,0.3,15,3,simple,shrub,,
1,1,0,,Rutaceae,Eriostemon/Philotheca sp1,1,35,12,simple,shrub,,
0,1,0,,Rutaceae,Eriostemon/Philotheca trachyphyllus,6,50,9,simple,shrub,,
0,1,0,,Rutaceae,Microcybe multiflora,1,4,1,simple,shrub,,
0,1,0,,Rutaceae,Microcybe pauciflora,0.6,8,1,simple,shrub,,
0,1,0,,Rutaceae,Phebalium brachyphyllum,0.4,5,4,simple,shrub,,
1,1,0,,Rutaceae,Phebalium frondosum,7,23,15,simple,shrub,,
0,1,0,,Rutaceae,Phebalium glandulosum,2.5,30,3.5,simple,shrub,,
0,1,0,,Rutaceae,Phebalium lamprophyllum,1.5,10,5,simple,shrub,,
0,1,0,,Rutaceae,Phebalium lowanense,0.6,10,1,simple,shrub,,
0,1,0,,Rutaceae,Phebalium phylicifolium,1.6,30,3,simple,shrub,,
0,1,0,,Rutaceae,Phebalium sp. 1,1.5,3.5,2.5,simple,shrub,,
0,1,0,,Rutaceae,Phebalium squamulosum,3,50,9,simple,shrub,,
0,1,0,,Rutaceae,Phebalium stenophyllum,1.5,20,3,simple,shrub,,
0,1,0,,Rutaceae,Philotheca difformis,1,4,2,simple,shrub,,
0,1,0,,Rutaceae,Zieria aspathaloides,1,11,6,compound,shrub,,
0,1,0,,Rutaceae,Zieria robusta,2.5,11.5,6.5,compound,shrub,,
0,1,0,,Rutaceae,Zieria smithii,2,54,9,compound,shrub,,
0,1,0,,Rutaceae,Zieria sp 3,1,20,9,compound,shrub,,
0,1,0,,Rutaceae,Zieria sp. 2,0.2,4.5,2,compound,shrub,,
1,1,0,,Rutaceae,Zieria sp.1,3.5,82,16,compound,shrub,,
0,1,0,,Santalaceae,Choretrum glomeratum,3,1,0.5,scale,shrub,,
0,1,0,,Santalaceae,Choretrum pauciflorum,0.5,1,1,scale,shrub,,
0,1,0,,Santalaceae,Exocarpos aphyllus,5,1,1,scale,shrub,,
0,1,0,,Santalaceae,Exocarpos sparteus,6,10,1,simple,shrub,,
0,1,0,,Santalaceae,Leptomeria acida,3,1,1,scale,shrub,,
0,1,0,,Santalaceae,Leptomeria aphylla,3,1,1,scale,shrub,,
0,1,0,,Santalaceae,Omphacomeria acerba,1.5,0.5,0.5,scale,shrub,,
0,1,0,,Santalaceae,Santalum acuminatum,6,90,15,simple,shrub,,
0,1,0,,Santalaceae,Santalum lanceolatum,7,90,25,simple,shrub,,
0,1,0,,Santalaceae,Santalum murrayanum,4,35,4,simple,shrub,,
0,1,0,,Santalaceae,Santalum obtusifolium,2.5,65,15,simple,shrub,,
0,1,0,,Sapindaceae,Alectryon oleifolius,6,85,16,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea boroniifolia,2,10,5.5,compound,shrub,,
0,1,0,,Sapindaceae,Dodonaea bursariifolia,1.5,35,15,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea heteromorpha,3,83,5,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea hexandra,0.6,14,2,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea procumbens,0.1,30,9,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea rhombifolia,2.5,95,40,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea stenozyga,1.5,13.5,2,compound,shrub,,
0,1,0,,Sapindaceae,Dodonaea triquetra,3.5,130,47,simple,shrub,,
0,1,0,,Sapindaceae,Dodonaea truncatiales,3,100,13,simple,shrub,,
0,1,1,,Sapindaceae,Dodonaea viscosa,6,155,25,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila bignoniiflora,7,20,14,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila crassifolia,1,8,7,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila deserti,4,55,8,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila divaricata,1.5,15,4,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila gibbifolia,0.9,5,2,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila glabra,3,60,18,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila longifolia,8,200,14,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila maculata,2.5,40,14,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila oppositifolia,10,90,3,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila polyclada,3,50,3,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila scoparia,3,15,2.5,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Eremophila sturtii,3,30,3,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Myoporum brevipes,2,40,8,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Myoporum floribundum,3,110,2.5,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Myoporum montanum,8,140,10,simple,shrub,,
0,1,0,,Scrophulariceae (Myoporae),Myoporum sp. 1,2,90,40,simple,shrub,,
0,1,0,,Solanaceae,Cyphanthera albicans,3,15,7,simple,shrub,,
0,1,0,,Solanaceae,Cyphanthera anthocercidea,3,75,20,simple,shrub,,
0,1,0,,Solanaceae,Cyphanthera myosotidea,0.5,10,4,simple,shrub,,
0,1,0,,Solanaceae,Lycium australe,2.5,25,5,simple,shrub,,
0,1,0,,Solanaceae,Solanum aviculare,4,100,2,simple,shrub,deeply lobed,
0,1,0,,Solanaceae,Solanum brownii,2,120,30,simple,shrub,,
0,1,0,,Solanaceae,Solanum coactiliferum,0.3,50,10,simple,shrub,,
0,1,0,,Solanaceae,Solanum linearifolium,4,100,10,simple,shrub,,
0,1,0,,Solanaceae,Solanum simile,2,80,20,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea hewardiana,0.7,12,3,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea microcephala,2,40,7,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea octophylla,1,18,6,simple,shrub,,
1,1,0,,Thymeleaceae,Pimelea pagophylla,1.2,20,5,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea stricta,1.5,20,5,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea treyvaudii,0.3,37,10,simple,shrub,,
0,1,0,,Thymeleaceae,Pimelea williamsonii,0.3,15,4,simple,shrub,,
0,1,0,,Tremandraceae,Tetratheca bauerifolia,0.3,10,4,simple,shrub,,
0,1,0,,Tremandraceae,Tetratheca stenocarpa,0.3,12,10,simple,shrub,,
0,1,0,,Tremandraceae,Tetratheca subaphylla,0.2,3,1,simple,shrub,,
0,1,0,,Tremandraceae,Tetratheca thymifolia,1,15,8,simple,shrub,,
0,1,0,,Viscaceae,Korthalsella rubra,0.16,1,1,scale,shrub,,
0,1,0,,Viscaceae,Notothixos subaureus,0.4,50,20,simple,shrub,,
1,1,0,,Winteraceae,Tasmannia vickeriana,1.2,20,6,simple,shrub,,
0,1,0,,Zygophyllaceae,Nitraria billardierei,2,40,5,simple,shrub,,
0,1,1,0,Amaranthaceae,Hemichroa diandra,1,10,2,simple,shrub,,
0,1,1,0,Amaranthaceae,Hemichroa pentandra,0.2,20,2.5,simple,shrub,,
0,1,1,0,Apiaceae:Mackinlayoideae,Xanthosia tridentata,0.3,15,8,compound,shrub,,
0,1,1,0,Apocynaceae,Alyxia buxifolia,2.5,45,25,simple,shrub,,
0,1,1,0,Araliaceae,Pseudopanax gunnii,1.5,80,20,compound,shrub,deeply lobed,
0,1,1,0,Asteraceae,Leucophyta brownii,1,14,1.2,scale,shrub,,
0,1,1,0,Asteraceae,Olearia algida,0.7,3,1,simple,shrub,,
0,1,1,0,Asteraceae,Olearia axillaris,2,25,3,simple,shrub,,
0,1,1,0,Asteraceae,Olearia ciliata,0.8,30,3,simple,shrub,,
0,1,1,0,Asteraceae,Olearia glandulosa,2.4,55,2,simple,shrub,,
0,1,1,0,Asteraceae,Olearia glutinosa,2,40,2,simple,shrub,,
0,1,1,0,Asteraceae,Olearia lepidophylla,0.5,1,0.7,scale,shrub,,
0,1,1,0,Asteraceae,Olearia myrsinoides,0.8,30,22,simple,shrub,,
0,1,1,0,Asteraceae,Olearia ramulosa,2,15,1.7,simple,shrub,,
0,1,1,0,Asteraceae,Ozothamnus obcordatus,1.5,20,10,simple,shrub,,
0,1,1,0,Brassicaceae,Lepidium foliosum,0.3,40,6,simple,shrub,,
0,1,1,0,Casuarinaceae,Allocasuarina paludosa,3,0.9,0.8,scale,shrub,,
0,1,1,0,Chenopodiaceae,Atriplex cinerea,1.8,80,25,simple,shrub,,
0,1,1,0,Chenopodiaceae,Atriplex paludosa,1.6,40,8,simple,shrub,,
0,1,1,0,Chenopodiaceae,Sclerostegia arbuscula,2,8,4,scale,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia acicularis,0.3,7.1,0.9,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia calycina,1,15,0.9,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia empetrifolia,1,14,6,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia obtusifolia,0.6,45,14,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia procumbens,0.2,19,2.1,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia prostrata,0.2,21,0.7,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia sericea,0.7,22,5.1,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia serpyllifolia,0.6,6.5,1.1,simple,shrub,,
0,1,1,0,Dilleniaceae,Hibbertia virgata,1.5,24,3,simple,shrub,,
0,1,1,0,Ericaceae,Acrothamnus hookeri,1,10,2.5,simple,shrub,,
0,1,1,0,Ericaceae,Acrothamnus montanus,0.5,10,2.5,simple,shrub,,
0,1,1,0,Ericaceae,Acrotriche affinis,0.6,11,2.5,simple,shrub,,
0,1,1,0,Ericaceae,Acrotriche cordata,0.5,14,4,simple,shrub,,
0,1,1,0,Ericaceae,Acrotriche serrulata,0.3,11,1.7,simple,shrub,,
0,1,1,0,Ericaceae,Astroloma pinifolium,1,25,0.6,simple,shrub,,
0,1,1,0,Ericaceae,Brachyloma depressum,1,15,3,simple,shrub,,
0,1,1,0,Ericaceae,Epacris gunnii,1,6.5,5.5,simple,shrub,,
0,1,1,0,Ericaceae,Epacris lanuginosa,1.6,13,3,simple,shrub,,
0,1,1,0,Ericaceae,Epacris obtusifolia,1,11,2.8,simple,shrub,,
0,1,1,0,Ericaceae,Epacris petrophila,0.8,3.2,1.5,simple,shrub,,
0,1,1,0,Ericaceae,Leucopogon pilifer,0.1,7,1.3,simple,shrub,,
0,1,1,0,Ericaceae,Leucopogon virgatus,0.5,25,5,simple,shrub,,
0,1,1,0,Ericaceae,Lissanthe strigosa,1,17,2,simple,shrub,,
0,1,1,0,Ericaceae,Monotoca empetrifolia,0.4,6,2.5,simple,shrub,,
0,1,1,0,Ericaceae,Styphelia adscendens,0.6,32,6,simple,shrub,,
0,1,1,0,Fabaceae,Acacia gunnii,1,15,4,simple,shrub,,
0,1,1,0,Fabaceae,Acacia siculiformis,3,35,4,simple,shrub,,
0,1,1,0,Fabaceae,Acacia suaveolens,3,120,8,simple,shrub,,
0,1,1,0,Fabaceae,Acacia ulicifolia,2,15,1.5,simple,shrub,,
0,1,1,0,Fabaceae,Almaleea subumbellata,0.2,12,2,simple,shrub,,
0,1,1,0,Fabaceae,Bossiaea riparia,1,1,1,simple,shrub,almost leafless,
0,1,1,0,Fabaceae,Dillwynia cinerascens,1.5,30,0.5,simple,shrub,,
0,1,1,0,Fabaceae,Dillwynia glaberrima,2,30,0.5,simple,shrub,,
0,1,1,0,Fabaceae,Gompholobium huegelii,1,20,2,compound,shrub,,
0,1,1,0,Fabaceae,Hovea montana,0.5,32,7,simple,shrub,,
0,1,1,0,Fabaceae,Mirbelia oxylobioides,1.5,10,4,simple,shrub,,
0,1,1,0,Fabaceae,Platylobium formosum,2.5,70,25,simple,shrub,,
0,1,1,0,Fabaceae,Platylobium obtusangulum,1,30,38,simple,shrub,,
0,1,1,0,Fabaceae,Platylobium triangulare,0.2,32,26,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea dentata,0.8,12,2,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea fasciculata,0.1,10,0.8,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea gunnii,2,6,3,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea humilis,0.5,14,4,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea mollis,3,20,1.2,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea stricta,1,10,4.5,simple,shrub,,
0,1,1,0,Fabaceae,Pultenaea tenuifolia,1,10,0.5,simple,shrub,,
0,1,1,0,Fabaceae,Sphaerolobium minus,0.5,5,1,scale,shrub,almost leafless,
0,1,1,0,Fabaceae,Sphaerolobium vimineum,1,8,1,scale,shrub,almost leafless,
0,1,1,0,Fabaceae,Viminaria juncea,5,60,15,compound,shrub,almost leafless,
0,1,1,0,Frankeniaceae,Frankenia pauciflora,0.1,5,2.2,simple,shrub,,
0,1,1,0,Goodeniaceae,Scaevola calendulacea,0.4,80,27,simple,shrub,,
0,1,1,0,Malvaceae,Lawrencia squamata,0.6,10,2,simple,shrub,,
0,1,1,0,Myrtaceae,Baeckea gunniana,2,4,1,simple,shrub,,
0,1,1,0,Myrtaceae,Kunzea ambigua,4,12,1.5,simple,shrub,,
0,1,1,0,Polygalaceae,Comesperma calymega,0.6,25,5,simple,shrub,,
0,1,1,0,Polygalaceae,Comesperma defoliatum,0.4,15,2,scale,shrub,almost leafless,
0,1,1,0,Polygalaceae,Comesperma ericinum,2,15,4,simple,shrub,,
0,1,1,0,Polygalaceae,Comesperma retusum,1.6,15,4,simple,shrub,,
0,1,1,0,Proteaceae,Hakea microcarpa,2,80,1,simple,shrub,,
0,1,1,0,Proteaceae,Isopogon ceratophyllus,1,25,10,compound,shrub,compound/deeply lobed,
0,1,1,0,Rhamnaceae,Discaria pubescens,1,10,3,simple,shrub,almost leafless,
0,1,1,0,Rhamnaceae,Pomaderris elachophylla,3.5,10,5,simple,shrub,,
0,1,1,0,Rhamnaceae,Pomaderris elliptica,4,90,45,simple,shrub,,
0,1,1,0,Rhamnaceae,Pomaderris intermedia,3,100,50,simple,shrub,,
0,1,1,0,Rhamnaceae,Pomaderris paniculosa,3,50,25,simple,shrub,,
0,1,1,0,Rhamnaceae,Spyridium eriocephalum,0.5,14,1,simple,shrub,,
0,1,1,0,Rhamnaceae,Spyridium parvifolium,1.5,18,13,simple,shrub,,
0,1,1,0,Rutaceae,Boronia nana,0.1,15,3.5,simple,shrub,,
0,1,1,0,Rutaceae,Correa alba,1.5,35,25,simple,shrub,,
0,1,1,0,Rutaceae,Leionema bilobum,3,50,10,simple,shrub,,
0,1,1,0,Rutaceae,Philotheca verrucosa,0.8,15,7,simple,shrub,,
0,1,1,0,Rutaceae,Zieria littoralis,3,42,10,compound,shrub,,
0,1,1,0,Rutaceae,Zieria veronicea,0.6,18,5.5,simple,shrub,,
0,1,1,0,Santalaceae,Exocarpos nanus,0.1,1,1,scale,shrub,,
0,1,1,0,Santalaceae,Exocarpos syrticola,3.5,1.5,1,scale,shrub,,
0,1,1,0,Scrophulariceae (Myoporae),Myoporum parvifolium,0.1,30,8,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea glauca,1,15,6,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea humilis,0.5,16,9,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea micrantha,0.4,8,3,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea pauciflora,3,25,4,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea phylicoides,0.5,8,3,simple,shrub,,
0,1,1,0,Thymeleaceae,Pimelea serpyllifolia,1.5,7,2.5,simple,shrub,,
0,1,1,0,Tremandraceae,Tetratheca ciliata,1,20,15,simple,shrub,,
0,1,1,0,Veronicaceae (Veroniceae),Derwentia nivea,0.4,30,1.2,simple,shrub,deeply lobed,
0,1,1,0,Violaceae,Melicytus dentatus,3,40,9,simple,shrub,,
0,1,1,0,Xanthorrhoeaceae,Xanthorrhoea australis,4,1400,3,simple,shrub,,
0,1,1,1,Adoxaceae,Sambucus gaudichaudiana,1,150,60,compound,shrub,,
0,1,1,1,Asteraceae,Cassinia aculeata,4,50,2.5,simple,shrub,,
0,1,1,1,Asteraceae,Olearia floribunda,2,3,1,simple,shrub,,
0,1,1,1,Asteraceae,Olearia lirata,4,150,35,simple,shrub,,
0,1,1,1,Asteraceae,Olearia phlogopappa,2,35,10,simple,shrub,,
0,1,1,1,Asteraceae,Olearia stellulata,2,75,18,simple,shrub,,
0,1,1,1,Asteraceae,Olearia viscosa,3,110,40,simple,shrub,,
0,1,1,1,Asteraceae,Ozothamnus argophyllus,3,80,8.5,simple,shrub,,
0,1,1,1,Asteraceae,Ozothamnus ferrugineus,2.5,65,5,simple,shrub,,
0,1,1,1,Asteraceae,Ozothamnus thyrsoideus,3,50,3,simple,shrub,,
0,1,1,1,Cunoniaceae,Bauera rubioides,2,14,4,compound,shrub,,
0,1,1,1,Dilleniaceae,Hibbertia appressa,0.7,25,10,simple,shrub,,
0,1,1,1,Dilleniaceae,Hibbertia riparia,1.2,22.8,3.6,simple,shrub,,
0,1,1,1,Ericaceae,Brachyloma ciliatum,0.3,14,3.3,simple,shrub,,
0,1,1,1,Ericaceae,Epacris impressa,1.2,15,3,simple,shrub,,
0,1,1,1,Ericaceae,Epacris paludosa,1.6,13,3,simple,shrub,,
0,1,1,1,Ericaceae,Gaultheria hispida,2,80,15,simple,shrub,,
0,1,1,1,Ericaceae,Leptecophylla juniperina,5,16,1.7,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon australis,2,85,10,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon collinus,0.6,12,2.7,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon ericoides,2,15,2.5,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon esquamatus,1,22,4,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon lanceolatus,2,50,8,simple,shrub,,
0,1,1,1,Ericaceae,Leucopogon parviflorus,5,35,7,simple,shrub,,
0,1,1,1,Ericaceae,Monotoca linifolia,2,12,2,simple,shrub,,
0,1,1,1,Ericaceae,Monotoca scoparia,2,16,3,simple,shrub,,
0,1,1,1,Ericaceae,Monotoca submutica,1.5,15,4,simple,shrub,,
0,1,1,1,Ericaceae,Sprengelia incarnata,2,20,6,simple,shrub,,
0,1,1,1,Escalloniaceae,Anopterus glandulosus,6,170,40,simple,shrub,,
0,1,1,1,Euphorbiaceae,Amperea xiphoclada,0.9,10,1.5,scale,shrub,almost leafless,
0,1,1,1,Euphorbiaceae,Beyeria lechenaultii,2.5,40,4,simple,shrub,,
0,1,1,1,Euphorbiaceae,Ricinocarpos pinifolius,3,40,3,simple,shrub,,
0,1,1,1,Fabaceae,Acacia genistifolia,3,40,3,simple,shrub,,
0,1,1,1,Fabaceae,Acacia myrtifolia,3,130,30,simple,shrub,,
0,1,1,1,Fabaceae,Acacia pataczekii,6,25,16,simple,shrub,,
0,1,1,1,Fabaceae,Acacia stricta,5,140,10,simple,shrub,,
0,1,1,1,Fabaceae,Acacia terminalis,6,14,4,compound,shrub,,
0,1,1,1,Fabaceae,Aotus ericoides,2,20,4,simple,shrub,,
0,1,1,1,Fabaceae,Bossiaea cinerea,1.5,20,5,simple,shrub,,
0,1,1,1,Fabaceae,Bossiaea cordigera,1.3,6,7,simple,shrub,,
0,1,1,1,Fabaceae,Bossiaea obcordata,1.5,6,6,simple,shrub,,
0,1,1,1,Fabaceae,Daviesia latifolia,5,150,70,simple,shrub,,
0,1,1,1,Fabaceae,Daviesia sejugata,2,35,6,simple,shrub,,
0,1,1,1,Fabaceae,Daviesia ulicifolia,2,15,3,simple,shrub,,
0,1,1,1,Fabaceae,Dillwynia sericea,1,20,0.8,simple,shrub,,
0,1,1,1,Fabaceae,Goodia lotifolia,4,35,29,compound,shrub,,
0,1,1,1,Fabaceae,Indigofera australis,2.5,40,9,compound,shrub,,
0,1,1,1,Fabaceae,Oxylobium arborescens,6,70,10,simple,shrub,,
0,1,1,1,Fabaceae,Oxylobium ellipticum,2,30,10,simple,shrub,,
0,1,1,1,Fabaceae,Pultenaea daphnoides,3,30,20,simple,shrub,,
0,1,1,1,Fabaceae,Pultenaea juniperina,1.5,10,1.5,simple,shrub,,
0,1,1,1,Fabaceae,Pultenaea sericea,0.2,25,3,simple,shrub,,
0,1,1,1,Goodeniaceae,Goodenia ovata,2,60,35,simple,shrub,,
0,1,1,1,Lamiaceae,Prostanthera cuneata,1,8,4.5,simple,shrub,,
0,1,1,1,Lamiaceae,Prostanthera rotundifolia,3,20,15,simple,shrub,,
0,1,1,1,Lamiaceae,Westringia rigida,0.6,5.2,1.7,simple,shrub,,
0,1,1,1,Malvaceae,Gynatrix pulchella,5,100,30,simple,shrub,,
0,1,1,1,Malvaceae,Lasiopetalum baueri,1.5,80,12,simple,shrub,,
0,1,1,1,Malvaceae,Lasiopetalum macrophyllum,3,130,70,simple,shrub,,
0,1,1,1,Myrtaceae,Calytrix tetragona,3,7,0.5,simple,shrub,,
0,1,1,1,Myrtaceae,Leptospermum laevigatum,5,30,10,simple,shrub,,
0,1,1,1,Myrtaceae,Leptospermum scoparium,5,22,7,simple,shrub,,
0,1,1,1,Myrtaceae,Melaleuca gibbosa,3,6,4,simple,shrub,,
0,1,1,1,Myrtaceae,Melaleuca squamea,6,12,3,simple,shrub,,
0,1,1,1,Myrtaceae,Thryptomene micrantha,1,6,2.5,simple,shrub,,
0,1,1,1,Phyllanthaceae,Phyllanthus gunnii,2.5,33,20,simple,shrub,,
0,1,1,1,Picrodendraceae,Micrantheum hexandrum,2,20,4,compound,shrub,,
0,1,1,1,Pittosporaceae,Bursaria spinosa,8,35,10,simple,shrub,,
0,1,1,1,Podocarpaceae,Podocarpus lawrencii,8,15,3,simple,shrub,,
0,1,1,1,Proteaceae,Grevillea australis,2,40,4,simple,shrub,,
0,1,1,1,Proteaceae,Hakea decurrens,3,45,1,simple,shrub,,
0,1,1,1,Proteaceae,Hakea teretifolia,3,40,1,simple,shrub,,
0,1,1,1,Proteaceae,Hakea ulicina,1.5,100,3,simple,shrub,,
0,1,1,1,Proteaceae,Persoonia juniperina,2,30,1.5,simple,shrub,,
0,1,1,1,Rhamnaceae,Cryptandra amara,1,5,2,simple,shrub,,
0,1,1,1,Rhamnaceae,Pomaderris oraria,2,70,25,simple,shrub,,
0,1,1,1,Rhamnaceae,Pomaderris phylicifolia,2.5,15,6,simple,shrub,,
0,1,1,1,Rhamnaceae,Pomaderris pilifera,3,35,30,simple,shrub,,
0,1,1,1,Rhamnaceae,Pomaderris racemosa,8,20,12,simple,shrub,,
0,1,1,1,Rhamnaceae,Spyridium vexilliferum,1.4,25,5,simple,shrub,,
0,1,1,1,Rosaceae,Rubus parvifolius,0.8,40,35,compound,shrub,,
