region ,Family,Species,Dormancy,threatened
WA,Fabaceae,Chorizema spathulatum,py,no
WA,Fabaceae,Chorizema ulotropis,py,no
WA,Fabaceae,Chorizema uncinatum,py,no
WA,Fabaceae,Chorizema varium,py,yes
NSW,Fabaceae,Chorizema parviflorum,py,no
TAS,Ranunculaceae,Clematis clitorioides,py,no
TAS,Ranunculaceae,Clematis decipiens,py,no
TAS,Ranunculaceae,Clematis gentianoides,py,no
TAS,Ranunculaceae,Clematis microphylla,py,no
WA,Gyrostemonaceae,Codonocarpus cotinifolius,pd,no
WA,Ericaceae,Coleanthera coelophylla,mpd,no
WA,Ericaceae,Coleanthera myrtoides,mpd,no
WA,Polygalaceae,Comesperma acerosum,nd,no
WA,Polygalaceae,Comesperma calymega,nd,no
WA,Polygalaceae,Comesperma ciliatum,nd,no
WA,Polygalaceae,Comesperma confertum,nd,no
WA,Polygalaceae,Comesperma drummondii,nd,no
WA,Polygalaceae,Comesperma flavum,nd,no
WA,Polygalaceae,Comesperma griffinii,nd,no
WA,Polygalaceae,Comesperma integerrimum,nd,no
WA,Polygalaceae,Comesperma nudiusculum,nd,no
WA,Polygalaceae,Comesperma rhadinocarpum,nd,no
WA,Polygalaceae,Comesperma spinosum,nd,no
WA,Polygalaceae,Comesperma virgatum,nd,no
SA,Polygalaceae,Comesperma polygaloides,nd,no
SA,Polygalaceae,Comesperma scoparium,nd,no
NSW,Polygalaceae,Comesperma ericinum,nd,no
NSW,Polygalaceae,Comesperma retusum,nd,no
NSW,Polygalaceae,Comesperma defoliatum,nd,no
TAS,Polygalaceae,Comesperma volubile,pd,no
NSW,Malvaceae,Commersonia hermanniifolia,pd,no
NSW,Malvaceae,Commersonia rugosa,pd,no
NSW,Malvaceae,Commersonia dasyphylla,pd,no
NSW,Malvaceae,Commersonia prostrata,pd,yes
WA,Malvaceae,Commersonia apella,py,yes
WA,Malvaceae,Commersonia borealis,py,no
WA,Malvaceae,Commersonia corylifolia,py,no
WA,Malvaceae,Commersonia craurophylla,py,no
WA,Malvaceae,Commersonia cygnorum,py,no
WA,Malvaceae,Commersonia densiflora,py,no
WA,Malvaceae,Commersonia erythrogyna,py,no
WA,Malvaceae,Commersonia grandiflora,py,no
WA,Malvaceae,Commersonia magniflora,py,no
WA,Malvaceae,Commersonia parviflora,py,no
WA,Proteaceae,Conospermum acerosum,pd,no
WA,Proteaceae,Conospermum amoenum,pd,no
WA,Proteaceae,Conospermum boreale,pd,no
WA,Proteaceae,Conospermum brachyphyllum,pd,no
WA,Proteaceae,Conospermum bracteosum,pd,no
WA,Proteaceae,Conospermum brownii,pd,no
WA,Proteaceae,Conospermum caeruleum,pd,no
WA,Proteaceae,Conospermum canaliculatum,pd,no
WA,Proteaceae,Conospermum capitatum,pd,no
WA,Proteaceae,Conospermum cinereum,pd,no
WA,Proteaceae,Conospermum coerulescens,pd,no
WA,Proteaceae,Conospermum crassinervium,pd,no
WA,Proteaceae,Conospermum croniniae,pd,no
WA,Proteaceae,Conospermum densiflorum,pd,no
WA,Proteaceae,Conospermum distichum,pd,no
WA,Proteaceae,Conospermum eatoniae,pd,no
WA,Proteaceae,Conospermum ephedroides,pd,no
WA,Proteaceae,Conospermum filifolium,pd,no
WA,Proteaceae,Conospermum flexuosum,pd,no
WA,Proteaceae,Conospermum floribundum,pd,no
WA,Proteaceae,Conospermum galeatum,pd,yes
WA,Proteaceae,Conospermum glumaceum,pd,no
WA,Proteaceae,Conospermum huegelii,pd,no
WA,Proteaceae,Conospermum incurvum,pd,no
WA,Proteaceae,Conospermum multispicatum,pd,no
WA,Proteaceae,Conospermum nervosum,pd,no
WA,Proteaceae,Conospermum paniculatum,pd,no
WA,Proteaceae,Conospermum petiolare,pd,no
WA,Proteaceae,Conospermum polycephalum,pd,no
WA,Proteaceae,Conospermum quadripetalum,pd,no
WA,Proteaceae,Conospermum scaposum,pd,no
WA,Proteaceae,Conospermum spectabile,pd,no
WA,Proteaceae,Conospermum stoechadis,pd,no
WA,Proteaceae,Conospermum teretifolium,pd,no
WA,Proteaceae,Conospermum triplinervium,pd,no
WA,Proteaceae,Conospermum undulatum,pd,yes
WA,Proteaceae,Conospermum unilaterale,pd,no
WA,Proteaceae,Conospermum wycherleyi,pd,no
SA,Proteaceae,Conospermum patens,pd,no
TAS,Proteaceae,Conospermum hookeri,pd,yes
NSW,Proteaceae,Conospermum ericifolium,pd,no
NSW,Proteaceae,Conospermum longifolium,pd,no
NSW,Proteaceae,Conospermum taxifolium,pd,no
NSW,Proteaceae,Conospermum tenuifolium,pd,no
NSW,Proteaceae,Conospermum ellipticum,pd,no
WA,Ericaceae,Conostephium hortiorum,mpd,no
WA,Ericaceae,Conostephium magnum,mpd,no
WA,Ericaceae,Conostephium minus,mpd,no
WA,Ericaceae,Conostephium pendulum,mpd,no
WA,Ericaceae,Conostephium preissii,mpd,no
WA,Ericaceae,Conostephium roei,mpd,no
WA,Myrtaceae,Conothamnus aureus,nd,no
WA,Myrtaceae,Conothamnus neglectus,nd,no
WA,Myrtaceae,Conothamnus trinervis,nd,no
TAS,Rubiaceae,Coprosma hirtella,pd,no
TAS,Rubiaceae,Coprosma quadrifida,pd,no
TAS,Rubiaceae,Coprosma repens,pd,no
SA,Rutaceae,Correa backhouseana,pd,no
SA,Rutaceae,Correa pulchella,pd,no
NSW,Rutaceae,Correa reflexa,pd,no
NSW,Rutaceae,Correa alba,pd,no
NSW,Rutaceae,Correa lawrenceana,pd,no
WA,Myrtaceae,Corynanthera flava,nd,no
WA,Ericaceae,Cosmelia rubra,mpd,no
WA,Fabaceae,Cristonia biloba,py,no
WA,Fabaceae,Cristonia stenophylla,py,no
WA,Ericaceae,Croninia kingiana,mpd,no
WA,Rutaceae,Crowea angustifolia,pd,no
NSW,Rutaceae,Crowea saligna,pd,no
NSW,Rutaceae,Crowea exalata,pd,no
WA,Rhamnaceae,Cryptandra apetala,py,no
WA,Rhamnaceae,Cryptandra arbutiflora,py,no
WA,Rhamnaceae,Cryptandra aridicola,py,no
WA,Rhamnaceae,Cryptandra beverleyensis,py,no
WA,Rhamnaceae,Cryptandra congesta,py,no
WA,Rhamnaceae,Cryptandra dielsii,py,no
WA,Rhamnaceae,Cryptandra imbricata,py,no
WA,Rhamnaceae,Cryptandra inconspicua,py,no
WA,Rhamnaceae,Cryptandra intermedia,py,no
WA,Rhamnaceae,Cryptandra leucopogon,py,no
WA,Rhamnaceae,Cryptandra micrantha,py,no
WA,Rhamnaceae,Cryptandra minutifolia,py,no
WA,Rhamnaceae,Cryptandra multispina,py,no
WA,Rhamnaceae,Cryptandra mutila,py,no
WA,Rhamnaceae,Cryptandra nola,py,no
WA,Rhamnaceae,Cryptandra nutans,py,no
WA,Rhamnaceae,Cryptandra polyclada,py,no
WA,Rhamnaceae,Cryptandra pungens,py,no
WA,Rhamnaceae,Cryptandra scoparia,py,no
WA,Rhamnaceae,Cryptandra spyridioides,py,no
WA,Rhamnaceae,Cryptandra stellulata,py,no
WA,Rhamnaceae,Cryptandra wilsonii,py,no
SA,Rhamnaceae,Cryptandra myriantha,py,no
SA,Rhamnaceae,Cryptandra tomentosa,py,no
TAS,Rhamnaceae,Cryptandra exilis,py,no
NSW,Rhamnaceae,Cryptandra spinescens,py,no
NSW,Rhamnaceae,Cryptandra amara,py,no
NSW,Rhamnaceae,Cryptandra ericoides,py,no
NSW,Rhamnaceae,Cryptandra propinqua,py,no
WA,Fabaceae,Cullen cinereum,py,no
WA,Lamiaceae,Cyanostegia angustifolia,pd,no
WA,Lamiaceae,Cyanostegia corifolia,pd,no
WA,Lamiaceae,Cyanostegia lanceolata,pd,no
WA,Lamiaceae,Cyanostegia microphylla,pd,no
TAS,Ericaceae,Cyathodes glauca,mpd,no
WA,Apocynaceae,Cynanchum floribundum,pd,no
NSW,Solanaceae,Cyphanthera albicans,pd,no
NSW,Solanaceae,Cyphanthera scabrella,pd,no
WA,Solanaceae,Cyphanthera microphylla,pd,no
WA,Solanaceae,Cyphanthera odgersii,pd,no
WA,Solanaceae,Cyphanthera racemosa,pd,no
SA,Solanaceae,Cyphanthera myosotidea,pd,no
TAS,Solanaceae,Cyphanthera tasmanica,pd,no
WA,Myrtaceae,Darwinia acerosa,pd,yes
WA,Myrtaceae,Darwinia apiculata,pd,yes
WA,Myrtaceae,Darwinia capitellata,pd,no
WA,Myrtaceae,Darwinia carnea,pd,yes
WA,Myrtaceae,Darwinia chapmaniana,pd,yes
WA,Myrtaceae,Darwinia citriodora,pd,no
WA,Myrtaceae,Darwinia collina,pd,yes
WA,Myrtaceae,Darwinia diosmoides,pd,no
WA,Myrtaceae,Darwinia ferricola,pd,yes
WA,Myrtaceae,Darwinia foetida,pd,yes
WA,Myrtaceae,Darwinia helichrysoides,pd,no
WA,Myrtaceae,Darwinia hortiorum,pd,no
WA,Myrtaceae,Darwinia hypericifolia,pd,no
WA,Myrtaceae,Darwinia leiostyla,pd,no
WA,Myrtaceae,Darwinia macrostegia,pd,no
WA,Myrtaceae,Darwinia masonii,pd,yes
WA,Myrtaceae,Darwinia meeboldii,pd,yes
WA,Myrtaceae,Darwinia neildiana,pd,no
WA,Myrtaceae,Darwinia oederoides,pd,no
WA,Myrtaceae,Darwinia oldfieldii,pd,no
WA,Myrtaceae,Darwinia oxylepis,pd,yes
WA,Myrtaceae,Darwinia pauciflora,pd,no
WA,Myrtaceae,Darwinia pimelioides,pd,no
WA,Myrtaceae,Darwinia pinifolia,pd,no
WA,Myrtaceae,Darwinia polychroma,pd,yes
WA,Myrtaceae,Darwinia purpurea,pd,no
WA,Myrtaceae,Darwinia sanguinea,pd,no
WA,Myrtaceae,Darwinia speciosa,pd,no
WA,Myrtaceae,Darwinia squarrosa,pd,yes
WA,Myrtaceae,Darwinia terricola,pd,no
WA,Myrtaceae,Darwinia thymoides,pd,no
WA,Myrtaceae,Darwinia vestita,pd,no
WA,Myrtaceae,Darwinia whicherensis,pd,yes
WA,Myrtaceae,Darwinia wittwerorum,pd,yes
NSW,Myrtaceae,Darwinia camptostylis,pd,no
NSW,Myrtaceae,Darwinia diminuta,pd,no
NSW,Myrtaceae,Darwinia fascicularis,pd,no
NSW,Myrtaceae,Darwinia glaucophylla,pd,yes
NSW,Myrtaceae,Darwinia grandiflora,pd,no
NSW,Myrtaceae,Darwinia leptantha,pd,no
NSW,Myrtaceae,Darwinia peduncularis,pd,yes
NSW,Myrtaceae,Darwinia procera,pd,no
NSW,Myrtaceae,Darwinia biflora,pd,yes
WA,Fabaceae,Daviesia alternifolia,py,no
WA,Fabaceae,Daviesia angulata,py,no
WA,Fabaceae,Daviesia apiculata,py,no
WA,Fabaceae,Daviesia argillacea,py,no
WA,Fabaceae,Daviesia articulata,py,no
WA,Fabaceae,Daviesia audax,py,no
WA,Fabaceae,Daviesia brachyphylla,py,no
WA,Fabaceae,Daviesia bursarioides,py,yes
WA,Fabaceae,Daviesia cardiophylla,py,no
WA,Fabaceae,Daviesia chapmanii,py,no
WA,Fabaceae,Daviesia cordata,py,no
WA,Fabaceae,Daviesia costata,py,no
WA,Fabaceae,Daviesia crassa,py,no
WA,Fabaceae,Daviesia crenulata,py,no
WA,Fabaceae,Daviesia croniniana,py,no
WA,Fabaceae,Daviesia cunderdin,py,yes
WA,Fabaceae,Daviesia daphnoides,py,no
WA,Fabaceae,Daviesia debilior,py,no
WA,Fabaceae,Daviesia decipiens,py,no
WA,Fabaceae,Daviesia decurrens,py,no
WA,Fabaceae,Daviesia dielsii,py,yes
WA,Fabaceae,Daviesia dilatata,py,no
WA,Fabaceae,Daviesia divaricata,py,no
WA,Fabaceae,Daviesia elongata,py,no
WA,Fabaceae,Daviesia emarginata,py,no
WA,Fabaceae,Daviesia epiphyllum,py,no
WA,Fabaceae,Daviesia euphorbioides,py,yes
WA,Fabaceae,Daviesia flexuosa,py,no
WA,Fabaceae,Daviesia gracilis,py,no
WA,Fabaceae,Daviesia grahamii,py,no
WA,Fabaceae,Daviesia hakeoides,py,no
WA,Fabaceae,Daviesia horrida,py,no
WA,Fabaceae,Daviesia incrassata,py,no
WA,Fabaceae,Daviesia inflata,py,no
WA,Fabaceae,Daviesia intricata,py,no
WA,Fabaceae,Daviesia lancifolia,py,no
WA,Fabaceae,Daviesia longifolia,py,no
WA,Fabaceae,Daviesia major,py,no
WA,Fabaceae,Daviesia mesophylla,py,no
WA,Fabaceae,Daviesia microphylla,py,no
WA,Fabaceae,Daviesia nematophylla,py,no
WA,Fabaceae,Daviesia newbeyi,py,no
WA,Fabaceae,Daviesia nudiflora,py,no
WA,Fabaceae,Daviesia oppositifolia,py,no
WA,Fabaceae,Daviesia ovata,py,yes
WA,Fabaceae,Daviesia oxyclada,py,no
WA,Fabaceae,Daviesia oxylobium,py,no
WA,Fabaceae,Daviesia pachyloma,py,no
WA,Fabaceae,Daviesia pedunculata,py,no
WA,Fabaceae,Daviesia physodes,py,no
WA,Fabaceae,Daviesia podophylla,py,no
WA,Fabaceae,Daviesia preissii,py,no
WA,Fabaceae,Daviesia pseudaphylla,py,yes
WA,Fabaceae,Daviesia purpurascens,py,no
WA,Fabaceae,Daviesia quadrilatera,py,no
WA,Fabaceae,Daviesia rhombifolia,py,no
WA,Fabaceae,Daviesia rubiginosa,py,no
WA,Fabaceae,Daviesia sarissa,py,no
WA,Fabaceae,Daviesia scoparia,py,no
WA,Fabaceae,Daviesia smithiorum,py,no
WA,Fabaceae,Daviesia speciosa,py,yes
WA,Fabaceae,Daviesia spinosissima,py,no
WA,Fabaceae,Daviesia spiralis,py,no
WA,Fabaceae,Daviesia striata,py,no
WA,Fabaceae,Daviesia tortuosa,py,no
WA,Fabaceae,Daviesia triflora,py,no
WA,Fabaceae,Daviesia trigonophylla,py,no
WA,Fabaceae,Daviesia umbonata,py,no
WA,Fabaceae,Daviesia uncinata,py,no
WA,Fabaceae,Daviesia uniflora,py,no
SA,Fabaceae,Daviesia arenaria,py,no
SA,Fabaceae,Daviesia asperula,py,no
SA,Fabaceae,Daviesia benthamii,py,no
SA,Fabaceae,Daviesia brevifolia,py,no
SA,Fabaceae,Daviesia pectinata,py,yes
SA,Fabaceae,Daviesia polyphylla,py,no
TAS,Fabaceae,Daviesia latifolia,py,no
TAS,Fabaceae,Daviesia sejugata,py,no
NSW,Fabaceae,Daviesia alata,py,no
NSW,Fabaceae,Daviesia corymbosa,py,no
NSW,Fabaceae,Daviesia genistifolia,py,no
NSW,Fabaceae,Daviesia leptophylla,py,no
NSW,Fabaceae,Daviesia squarrosa,py,no
NSW,Fabaceae,Daviesia ulicifolia,py,no
NSW,Fabaceae,Daviesia umbellulata,py,no
NSW,Fabaceae,Daviesia acicularis,py,no
NSW,Fabaceae,Daviesia mimosoides,py,no
TAS,Fabaceae,Desmodium gunnii,py,yes
TAS,Fabaceae,Desmodium varians,py,no
NSW,Fabaceae,Desmodium rhytidophyllum,py,no
WA,Lamiaceae,Dicrastylis corymbosa,pd,no
WA,Lamiaceae,Dicrastylis exsuccosa,pd,no
WA,Lamiaceae,Dicrastylis fulva,pd,no
WA,Lamiaceae,Dicrastylis gilesii,pd,no
WA,Lamiaceae,Dicrastylis globiflora,pd,no
WA,Lamiaceae,Dicrastylis parvifolia,pd,no
WA,Lamiaceae,Dicrastylis reticulata,pd,no
WA,Lamiaceae,Dicrastylis rugosifolia,pd,no
WA,Lamiaceae,Dicrastylis soliparma,pd,no
WA,Lamiaceae,Dicrastylis velutina,pd,no
WA,Fabaceae,Dillwynia acerosa,py,no
WA,Fabaceae,Dillwynia dillwynioides,py,no
WA,Fabaceae,Dillwynia divaricata,py,no
WA,Fabaceae,Dillwynia elegans,py,no
WA,Fabaceae,Dillwynia laxiflora,py,no
SA,Fabaceae,Dillwynia hispida,py,no
SA,Fabaceae,Dillwynia uncinata,py,no
TAS,Fabaceae,Dillwynia cinerascens,py,no
TAS,Fabaceae,Dillwynia rudis,py,no
NSW,Fabaceae,Dillwynia floribunda,py,no
NSW,Fabaceae,Dillwynia glaberrima,py,no
NSW,Fabaceae,Dillwynia juniperina,py,no
NSW,Fabaceae,Dillwynia parvifolia,py,no
NSW,Fabaceae,Dillwynia ramosissima,py,no
NSW,Fabaceae,Dillwynia retorta,py,no
NSW,Fabaceae,Dillwynia sericea,py,no
NSW,Fabaceae,Dillwynia sieberi,py,no
NSW,Fabaceae,Dillwynia acicularis,py,no
NSW,Fabaceae,Dillwynia tenuifolia,py,yes
WA,Rutaceae,Diplolaena andrewsii,pd,yes
WA,Rutaceae,Diplolaena angustifolia,pd,no
WA,Rutaceae,Diplolaena cinerea,pd,no
WA,Rutaceae,Diplolaena dampieri,pd,no
WA,Rutaceae,Diplolaena drummondii,pd,no
WA,Rutaceae,Diplolaena ferruginea,pd,no
WA,Rutaceae,Diplolaena geraldtonensis,pd,no
WA,Rutaceae,Diplolaena graniticola,pd,no
WA,Rutaceae,Diplolaena leemaniana,pd,no
WA,Rutaceae,Diplolaena microcephala,pd,no
WA,Rutaceae,Diplolaena mollis,pd,no
WA,Rutaceae,Diplolaena obovata,pd,no
WA,Rutaceae,Diplolaena velutina,pd,no
WA,Sapindaceae,Diplopeltis huegelii,py,no
WA,Sapindaceae,Diplopeltis intermedia,py,no
WA,Sapindaceae,Diplopeltis petiolaris,py,no
NSW,Sapindaceae,Dodonaea triquetra,py,no
WA,Sapindaceae,Dodonaea adenophora,py,no
WA,Sapindaceae,Dodonaea amblyophylla,py,no
WA,Sapindaceae,Dodonaea amplisemina,py,no
WA,Sapindaceae,Dodonaea aptera,py,no
WA,Sapindaceae,Dodonaea caespitosa,py,no
WA,Sapindaceae,Dodonaea ceratocarpa,py,no
WA,Sapindaceae,Dodonaea concinna,py,no
WA,Sapindaceae,Dodonaea divaricata,py,no
WA,Sapindaceae,Dodonaea ericoides,py,no
WA,Sapindaceae,Dodonaea hackettiana,py,no
WA,Sapindaceae,Dodonaea humifusa,py,no
WA,Sapindaceae,Dodonaea inaequifolia,py,no
WA,Sapindaceae,Dodonaea larreoides,py,no
WA,Sapindaceae,Dodonaea lobulata,py,no
WA,Sapindaceae,Dodonaea microzyga,py,no
WA,Sapindaceae,Dodonaea petiolaris,py,no
WA,Sapindaceae,Dodonaea pinifolia,py,no
WA,Sapindaceae,Dodonaea ptarmicifolia,py,no
WA,Sapindaceae,Dodonaea rigida,py,no
WA,Sapindaceae,Dodonaea scurra,py,no
WA,Sapindaceae,Dodonaea sinuolata,py,no
WA,Sapindaceae,Dodonaea stenozyga,py,no
WA,Sapindaceae,Dodonaea trifida,py,no
SA,Sapindaceae,Dodonaea baueri,py,no
SA,Sapindaceae,Dodonaea bursariifolia,py,no
SA,Sapindaceae,Dodonaea hexandra,py,no
SA,Sapindaceae,Dodonaea humilis,py,no
SA,Sapindaceae,Dodonaea intricata,py,no
SA,Sapindaceae,Dodonaea procumbens,py,yes
SA,Sapindaceae,Dodonaea tepperi,py,no
TAS,Sapindaceae,Dodonaea filiformis,py,no
NSW,Sapindaceae,Dodonaea camfieldii,py,no
NSW,Sapindaceae,Dodonaea falcata,py,no
NSW,Sapindaceae,Dodonaea megazyga,py,no
NSW,Sapindaceae,Dodonaea multijuga,py,no
NSW,Sapindaceae,Dodonaea pinnata,py,no
NSW,Sapindaceae,Dodonaea truncatiales,py,no
NSW,Sapindaceae,Dodonaea viscosa,py,no
NSW,Sapindaceae,Dodonaea boroniifolia,py,no
NSW,Sapindaceae,Dodonaea tranularis,py,no
NSW,Ericaceae,Dracophyllum secundum,pd,no
WA,Rutaceae,Drummondita ericoides,pd,yes
WA,Rutaceae,Drummondita hassellii,pd,no
WA,Rutaceae,Drummondita rubroviridis,pd,no
WA,Rutaceae,Drummondita wilsonii,pd,no
WA,Solanaceae,Duboisia hopwoodii,pd,no
WA,Amaranthaceae,Enchylaena lanata,nd,no
SA,Amaranthaceae,Enchylaena tomentosa,nd,no
TAS,Ericaceae,Epacris acuminata,pd,no
TAS,Ericaceae,Epacris apsleyensis,pd,yes
TAS,Ericaceae,Epacris barbata,pd,yes
TAS,Ericaceae,Epacris cerasicollina,pd,no
TAS,Ericaceae,Epacris corymbiflora,pd,no
TAS,Ericaceae,Epacris exserta,pd,yes
TAS,Ericaceae,Epacris grandis,pd,yes
TAS,Ericaceae,Epacris gunnii,pd,no
TAS,Ericaceae,Epacris impressa,pd,no
TAS,Ericaceae,Epacris lanuginosa,pd,no
TAS,Ericaceae,Epacris limbata,pd,yes
TAS,Ericaceae,Epacris moscaliana,pd,yes
TAS,Ericaceae,Epacris mucronulata,pd,no
TAS,Ericaceae,Epacris myrtifolia,pd,no
TAS,Ericaceae,Epacris serpyllifolia,pd,no
TAS,Ericaceae,Epacris tasmanica,pd,no
NSW,Ericaceae,Epacris longiflora,pd,no
NSW,Ericaceae,Epacris microphylla,pd,no
NSW,Ericaceae,Epacris obtusifolia,pd,no
NSW,Ericaceae,Epacris paludosa,pd,no
NSW,Ericaceae,Epacris pulchella,pd,no
NSW,Ericaceae,Epacris rigida,pd,no
NSW,Ericaceae,Epacris calvertiana,pd,no
NSW,Ericaceae,Epacris coriacea,pd,no
NSW,Ericaceae,Epacris hamiltonii,pd,yes
NSW,Ericaceae,Epacris purpurescens,pd,yes
NSW,Ericaceae,Epacris sparsa,pd,yes
WA,Myrtaceae,Eremaea acutifolia,pd,no
WA,Myrtaceae,Eremaea asterocarpa,pd,no
WA,Myrtaceae,Eremaea atala,pd,no
WA,Myrtaceae,Eremaea beaufortioides,pd,no
WA,Myrtaceae,Eremaea blackwelliana,pd,no
WA,Myrtaceae,Eremaea brevifolia,pd,no
WA,Myrtaceae,Eremaea ectadioclada,pd,no
WA,Myrtaceae,Eremaea fimbriata,pd,no
WA,Myrtaceae,Eremaea hadra,pd,no
WA,Myrtaceae,Eremaea pauciflora,pd,no
WA,Myrtaceae,Eremaea purpurea,pd,no
WA,Myrtaceae,Eremaea violacea,pd,no
SA,Scrophulariaceae,Eremophila behriana,pd,no
SA,Scrophulariaceae,Eremophila crassifolia,pd,no
SA,Scrophulariaceae,Eremophila deserti,pd,no
SA,Scrophulariaceae,Eremophila gibbifolia,pd,yes
SA,Scrophulariaceae,Eremophila glabra,pd,no
WA,Scrophulariaceae,Eremophila adenotricha,pd,no
WA,Scrophulariaceae,Eremophila alternifolia,pd,no
WA,Scrophulariaceae,Eremophila brevifolia,pd,no
WA,Scrophulariaceae,Eremophila caerulea,pd,no
WA,Scrophulariaceae,Eremophila caperata,pd,no
WA,Scrophulariaceae,Eremophila clarkei,pd,no
WA,Scrophulariaceae,Eremophila complanata,pd,no
WA,Scrophulariaceae,Eremophila decipiens,pd,no
WA,Scrophulariaceae,Eremophila drummondii,pd,no
WA,Scrophulariaceae,Eremophila eriocalyx,pd,no
WA,Scrophulariaceae,Eremophila forrestii,pd,no
WA,Scrophulariaceae,Eremophila georgei,pd,no
WA,Scrophulariaceae,Eremophila glutinosa,pd,no
WA,Scrophulariaceae,Eremophila granitica,pd,no
WA,Scrophulariaceae,Eremophila interstans,pd,no
WA,Scrophulariaceae,Eremophila ionantha,pd,no
WA,Scrophulariaceae,Eremophila koobabbiensis,pd,yes
WA,Scrophulariaceae,Eremophila labrosa,pd,no
WA,Scrophulariaceae,Eremophila latrobei,pd,no
WA,Scrophulariaceae,Eremophila lehmanniana,pd,no
WA,Scrophulariaceae,Eremophila longifolia,pd,no
WA,Scrophulariaceae,Eremophila maculata,pd,no
WA,Scrophulariaceae,Eremophila metallicorum,pd,no
WA,Scrophulariaceae,Eremophila miniata,pd,no
WA,Scrophulariaceae,Eremophila muelleriana,pd,no
WA,Scrophulariaceae,Eremophila nivea,pd,yes
WA,Scrophulariaceae,Eremophila oldfieldii,pd,no
WA,Scrophulariaceae,Eremophila oppositifolia,pd,no
WA,Scrophulariaceae,Eremophila paisleyi,pd,no
WA,Scrophulariaceae,Eremophila pantonii,pd,no
WA,Scrophulariaceae,Eremophila papillata,pd,no
WA,Scrophulariaceae,Eremophila phillipsii,pd,no
WA,Scrophulariaceae,Eremophila phyllopoda,pd,no
WA,Scrophulariaceae,Eremophila pinnatifida,pd,yes
WA,Scrophulariaceae,Eremophila pterocarpa,pd,no
WA,Scrophulariaceae,Eremophila racemosa,pd,no
WA,Scrophulariaceae,Eremophila resinosa,pd,yes
WA,Scrophulariaceae,Eremophila reticulata,pd,no
WA,Scrophulariaceae,Eremophila rostrata,pd,no
WA,Scrophulariaceae,Eremophila saligna,pd,no
WA,Scrophulariaceae,Eremophila sargentii,pd,no
WA,Scrophulariaceae,Eremophila scaberula,pd,yes
WA,Scrophulariaceae,Eremophila scoparia,pd,no
WA,Scrophulariaceae,Eremophila serpens,pd,no
WA,Scrophulariaceae,Eremophila serrulata,pd,no
WA,Scrophulariaceae,Eremophila spectabilis,pd,no
WA,Scrophulariaceae,Eremophila subfloccosa,pd,no
WA,Scrophulariaceae,Eremophila ternifolia,pd,yes
WA,Scrophulariaceae,Eremophila veneta,pd,no
WA,Scrophulariaceae,Eremophila vernicosa,pd,yes
WA,Scrophulariaceae,Eremophila virens,pd,yes
WA,Scrophulariaceae,Eremophila viscida,pd,yes
WA,Scrophulariaceae,Eremophila youngii,pd,no
WA,Fabaceae,Erichsenia uncinata,py,no
NSW,Rutaceae,Eriostemon australasius,pd,no
NSW,Myrtaceae,Eucalyptus burgessiana,nd,no
NSW,Myrtaceae,Eucalyptus luehmanniana,nd,no
NSW,Myrtaceae,Eucalyptus multicaulis,nd,no
NSW,Myrtaceae,Eucalyptus obstans,nd,no
NSW,Myrtaceae,Eucalyptus stricta,nd,no
NSW,Myrtaceae,Eucalyptus apiculata,nd,no
NSW,Myrtaceae,Eucalyptus bensonii,nd,no
NSW,Myrtaceae,Eucalyptus camfieldii,nd,yes
WA,Myrtaceae,Euryomyrtus leptospermoides,pd,no
WA,Myrtaceae,Euryomyrtus maidenii,pd,no
WA,Myrtaceae,Euryomyrtus patrickiae,pd,no
WA,Myrtaceae,Euryomyrtus recurva,pd,no
TAS,Myrtaceae,Euryomyrtus ramosissima,pd,no
WA,Fabaceae,Eutaxia actinophylla,py,no
WA,Fabaceae,Eutaxia cuneata,py,no
WA,Fabaceae,Eutaxia empetrifolia,py,no
WA,Fabaceae,Eutaxia epacridoides,py,no
WA,Fabaceae,Eutaxia exilis,py,no
WA,Fabaceae,Eutaxia hirsuta,py,no
WA,Fabaceae,Eutaxia lasiophylla,py,no
WA,Fabaceae,Eutaxia leptophylla,py,no
WA,Fabaceae,Eutaxia myrtifolia,py,no
WA,Fabaceae,Eutaxia nanophylla,py,no
WA,Fabaceae,Eutaxia neurocalyx,py,no
WA,Fabaceae,Eutaxia parvifolia,py,no
WA,Fabaceae,Eutaxia rubricarina,py,no
WA,Fabaceae,Eutaxia virgata,py,no
SA,Fabaceae,Eutaxia diffusa,py,no
SA,Fabaceae,Eutaxia microphylla,py,no
WA,Santalaceae,Exocarpos latifolius,mpd,no
WA,Santalaceae,Exocarpos odoratus,mpd,no
SA,Santalaceae,Exocarpos aphyllus,mpd,no
SA,Santalaceae,Exocarpos cupressiformis,mpd,no
SA,Santalaceae,Exocarpos sparteus,mpd,no
SA,Santalaceae,Exocarpos syrticola,mpd,no
TAS,Santalaceae,Exocarpos strictus,mpd,no
NSW,Santalaceae,Exocarpus strictus,mpd,no
WA,Frankeniaceae,Frankenia brachyphylla,nd,no
WA,Frankeniaceae,Frankenia bracteata,nd,no
WA,Frankeniaceae,Frankenia cinerea,nd,no
WA,Frankeniaceae,Frankenia conferta,nd,yes
WA,Frankeniaceae,Frankenia desertorum,nd,no
WA,Frankeniaceae,Frankenia drummondii,nd,no
WA,Frankeniaceae,Frankenia glomerata,nd,no
WA,Frankeniaceae,Frankenia interioris,nd,no
WA,Frankeniaceae,Frankenia irregularis,nd,no
