flora,taxon_name,simplified_phrase,fire,description,fire_intensity,fire_severity,fire_season,fire_response,fire_response_source,post_fire_recruitment,post_fire_recruitment_source,site,habitat_conditions,bud_bank_location,bud_bank_location_source,canopy_seedbank,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_source,dispersers,dispersers_source,fire_and_establishing,fire_ephemeral,fire_exposure_level,fire_response_juvenile,fire_response_juvenile_source,fire_response_on_maturity,fire_tolerance,life_history,life_history_ephemeral,post_fire_flowering,post_fire_flowering_source,reproductive_maturity,reproductive_maturity_secondary_after_fire,seed_longevity_categorical,seed_release,seed_storage_location,seed_storage_location_source,serotiny,soil_seedbank,soil_seedbank_source,storage_organ,threats,time_from_fire_to_fruit,original_text
Florabase_long,Eucalyptus gracilis,coppices/resprouts from stump after cool fires,fire response. geneally killed by fire. no lignotuber but may coppice/resprout from stumps following cooler fire. prolific germination of seed and rapid growth following fire.,"general biology. growth form. tree. reproduction. seed. dispersal. wind, water, garden waste, animals. time to first flowering. 2+ years. vegetative regeneration strategy. after harvest in plantations, under favourable conditions will coppice/resprout from stumps. seedbank persistence. short. fire response. geneally killed by fire. no lignotuber but may coppice/resprout from stumps following cooler fire. prolific germination of seed and rapid growth following fire. notes. a rapid growing tree of rainforest margins. seedlings from australian plantations have been recorded putting on 7m of growth in their first year. can exceed 50m in height. forms dense stands on disturbed edges of low lying banksia woodlands. only been recently recorded as a weed in western australia. additional information. origin. queensland, new south wales. history of use/introduction. escape into bushland in western australia has been from amenity plantings. historically in eastern australia used for plantation timber for wood products, and paper pulp.. similar exotic species. eucalyptus saligna (sydney blue gum. suggested method of management and control. hand pull or dig out seedlings or smaller saplings, ensuring removal of all roots. for mature trees or for saplings too big to hand pull apply 250 ml access® in 15 l of diesel to basal 50 cm of trunk (â€˜basal barkâ€™) or cut and paint the cut stump immediately with 100% glyphosate or drill and fill with 50% glyphosate. for any re sprouting foliar spray with 1.5 % glyphosate or 4ml/1l triclopyr. alternatively cut down the tree then remove the stumps to a depth of 300 mm below ground level to prevent re-sprouting. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",low,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. seed. Dispersal. Wind, water, garden waste, animals. Time to first flowering. 2+ years. Vegetative regeneration strategy. After harvest in plantations, under favourable conditions will coppice/resprout from stumps. Seedbank persistence. short. Fire response. Geneally killed by fire. No lignotuber but may coppice/resprout from stumps following cooler fire. Prolific germination of seed and rapid growth following fire. Notes. A rapid growing tree of rainforest margins. Seedlings from Australian plantations have been recorded putting on 7m of growth in their first year. Can exceed 50m in height. Forms dense stands on disturbed edges of low lying Banksia woodlands. Only been recently recorded as a weed in Western Australia. Additional information. Origin. Queensland, New South Wales. History of use/introduction. Escape into bushland in Western Australia has been from amenity plantings. Historically in eastern Australia used for plantation timber for wood products, and paper pulp.. Similar exotic species. Eucalyptus saligna (Sydney Blue Gum. Suggested method of management and control. Hand pull or dig out seedlings or smaller saplings, ensuring removal of all roots. For mature trees or for saplings too big to hand pull apply 250 ml Access® in 15 L of diesel to basal 50 cm of trunk (â€˜basal barkâ€™) or cut and paint the cut stump immediately with 100% glyphosate or drill and fill with 50% glyphosate. For any re sprouting foliar spray with 1.5 % glyphosate or 4mL/1L triclopyr. Alternatively cut down the tree then remove the stumps to a depth of 300 mm below ground level to prevent re-sprouting. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Euphorbia paralias,resprouts after fire,fire response.,"general biology. growth form. herb. life form. perennial. reproduction. primarily seed, also root fragments. dispersal. explosive dehiscing, water, sand, wind, boats, ship ballast. toxicity. sap in the leaves and stem is irritant and posionous. seedbank persistence. 2+ years in salt water, otherwise at least 7 years. fire response. likely to recover and resprout. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Primarily seed, also root fragments. Dispersal. Explosive dehiscing, water, sand, wind, boats, ship ballast. Toxicity. Sap in the leaves and stem is irritant and posionous. Seedbank persistence. 2+ years in salt water, otherwise at least 7 years. Fire response. Likely to recover and resprout."
Florabase_long,Euphorbia terracina,killed by fire or resprouts after fire; regenerates from seed after fire; soil seedbank,"fire response. plants are generally killed by fire, however some resprout. fire may cause mass germination of soil-stored seed. invasion into natural areas is greatly enhanced by disturbance such as grazing, fire and soil movement. undertake control after any fire event.","general biology. growth form. herb. life form. short-lived perennial. reproduction. seed. dispersal. local spread by fruit opening explosively, birds, ants, movement of limestone soils and by machinery. . sap is poisonous and an irritant. seedbank persistence. 3-5 years. fire response. plants are generally killed by fire, however some resprout. fire may cause mass germination of soil-stored seed. notes. most common on coastal sandy nutrient-poor calcareous soils, also capable of spreading into fertile inland soils, ephemeral wetlands and saline depressions. invasion into natural areas is greatly enhanced by disturbance such as grazing, fire and soil movement. once established is able to invade relatively undisturbed vegetation. has alleolopathic properties, can reduce germination of other plant species, form dense thickets and out compete native species for space, light and nutrients. has rapid growth and prolific seed production in the first season. can grow well or adapt to shade and high light conditions, tolerant of waterlogging and drought. toxic sap deters native herbivores. loses most of its leaves during summer. germination may occurr at any time of the year if there is adequate rainfall. if there is insufficient rainfall, depletion of the seed bank may be relatively slow. plants from early cohorts produce greater numbers of seeds per plant than late cohorts. disturbance that brings seed to the soil surface should be avoided, as buried seed is far less likely to germinate. mature plants have a deep root system and are able to resprout readily when cut, grazed or burnt. similarly, seedlings are not easily killed through slashing or any physical means that do not remove the enitre plant. resprouting plants are often more robust and have greater seed output. additional information. origin. mediterranean coast and islands, canary islands in the atlantic, north of the red sea and the black sea to georgia. history of use/introduction. the reasons for its introduction are uncertain, however many species of euphorbia are used as ornamentals. similar exotic species. peplus, paralias. suggested method of management and control. logran® at 12.5 g/100l + the penetrant pulse ® is very effective on adults and juveniles with little offtarget damage in coastal heathlands. hand removal can stimulate germination of the soil seedbank. ensure adequate personal protective clothing is worn to avoid contact with sap. since seed production is highest from plants which emerge early, it is important to control early cohorts, if not treated when small these become increasingly tolerant to herbicides. control of the late emergents before seed formation will prevent fresh seeds being added to the existing seed bank. slashing in november after seed production may result in no vegetative regeneration, due to lack of food reserves in the underground roots and stem - the remaining underground plant parts cannot withstand hot dry summer conditions. undertake control after any fire event. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,fire_killed resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Short-lived perennial. Reproduction. Seed. Dispersal. Local spread by fruit opening explosively, birds, ants, movement of limestone soils and by machinery. . Sap is poisonous and an irritant. Seedbank persistence. 3-5 years. Fire response. Plants are generally killed by fire, however some resprout. Fire may cause mass germination of soil-stored seed. Notes. Most common on coastal sandy nutrient-poor calcareous soils, also capable of spreading into fertile inland soils, ephemeral wetlands and saline depressions. Invasion into natural areas is greatly enhanced by disturbance such as grazing, fire and soil movement. Once established is able to invade relatively undisturbed vegetation. Has alleolopathic properties, can reduce germination of other plant species, form dense thickets and out compete native species for space, light and nutrients. Has rapid growth and prolific seed production in the first season. Can grow well or adapt to shade and high light conditions, tolerant of waterlogging and drought. Toxic sap deters native herbivores. Loses most of its leaves during summer. Germination may occurr at any time of the year if there is adequate rainfall. If there is insufficient rainfall, depletion of the seed bank may be relatively slow. Plants from early cohorts produce greater numbers of seeds per plant than late cohorts. Disturbance that brings seed to the soil surface should be avoided, as buried seed is far less likely to germinate. Mature plants have a deep root system and are able to resprout readily when cut, grazed or burnt. Similarly, seedlings are not easily killed through slashing or any physical means that do not remove the enitre plant. Resprouting plants are often more robust and have greater seed output. Additional information. Origin. Mediterranean coast and islands, Canary Islands in the Atlantic, north of the Red Sea and the Black Sea to Georgia. History of use/introduction. The reasons for its introduction are uncertain, however many species of Euphorbia are used as ornamentals. Similar exotic species. E. peplus, E. paralias. Suggested method of management and control. Logran® at 12.5 g/100L + the penetrant Pulse ® is very effective on adults and juveniles with little offtarget damage in coastal heathlands. Hand removal can stimulate germination of the soil seedbank. Ensure adequate personal protective clothing is worn to avoid contact with sap. Since seed production is highest from plants which emerge early, it is important to control early cohorts, if not treated when small these become increasingly tolerant to herbicides. Control of the late emergents before seed formation will prevent fresh seeds being added to the existing seed bank. Slashing in November after seed production may result in no vegetative regeneration, due to lack of food reserves in the underground roots and stem - the remaining underground plant parts cannot withstand hot dry summer conditions. Undertake control after any fire event. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Ferraria crispa,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. perennial corm. reproduction. primarily corms, also seed. dispersal. soil movement, water. time to first flowering. 2 years. seedbank persistence. short, 1 year. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Perennial corm. Reproduction. Primarily corms, also seed. Dispersal. Soil movement, water. Time to first flowering. 2 years. Seedbank persistence. Short, 1 year. Fire response. Generally survives fire."
NA,Ferraria crispa subsp. crispa,resprouts after fire (inferred from species),NA,NA,NA,NA,NA,resprouts,inferred_from_species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florabase_long,Ficus carica,resprouts after fire,fire response. may be able to resprout after fire.,"general biology. growth form. tree. reproduction. seed, stem fragments, suckering. dispersal. birds, mammals, water. time to first flowering. five to ten years from seed, longer in shady sites. vegetative regeneration strategy. resprouts, produces root suckers, stem layering. woody structure. diffuse porous. seedbank persistence. possibly short, days-1 year. fire response. may be able to resprout after fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Tree. Reproduction. Seed, stem fragments, suckering. Dispersal. Birds, mammals, water. Time to first flowering. five to ten years from seed, longer in shady sites. Vegetative regeneration strategy. Resprouts, produces root suckers, stem layering. Woody structure. Diffuse porous. Seedbank persistence. Possibly short, days-1 year. Fire response. May be able to resprout after fire."
Florabase_long,Foeniculum vulgare,resprouts from base after fire; changes fire regime,"fire response. resprouts from base after fire. alters fire regimes by building an intense fast moving fire, although it does not burn well in spring.","general biology. growth form. herb. life form. perennial. reproduction. root fragments, seed. dispersal. soil, machinery, water, birds, rodents, clothing, garden waste and soil movement. toxicity. contact with the sap or oil can cause photo-sensitivity and/or dermatitis in cattle. ingestion of oil can be toxic to humans. seedbank persistence. medium to long term. fire response. resprouts from base after fire. notes. naturalised in temperate and tropical regions worldwide. usually found in highly disturbed and/or open sites. forms dense uniform stands where it outcompetes other plant species for light, nutrients and water. can prevent re-establishment of native plants and alter the composition and structure of communities. possibly allelopathic. alters fire regimes by building an intense fast moving fire, although it does not burn well in spring. prefers well drained, sandy soils. tolerant of frost, drought, water logging and semi-aridity. mature plants have a large deep taproot with many lateral roots. during a growing season plants usually include a mixture of living and dead hollow stems (canes). initial growth during winter and spring is slow, then becomes rapid in early summer. flowering stems die during late autumn and early winter, although some remain alive and begin to produce new leaves with the onset of rain. plants generally do not flower until 18 months to 2 years old. flowers are monoecious (have both male and female parts) and are insect-pollinated. with prolific seed production and high seed viability, it rapidly establishes a persistent seedbank. one plant can produce thousands of seed in the first year, seed output can then increase greatly in the second year. additional information. origin. europe, asia. history of use/introduction. ornamental, spices, medicines. suggested method of management and control. persistent and difficult to eradicate. manual methods are most effective for small and/or isolated infestations. otherwise, spot spray with 1.5% glyphosate or metsulfuron methyl 0.7 g/10 l (20 g/ha) + pulse®. apply in spring just before flowering. follow up control of seedlings. combination of burning followed by spraying may be effective. cutting or slashing temporarily reduces heights, but plants readily resprout. repeated cutting may have more impact by helping to exhaust the taproot over time, however, intervals between cuts must be short. cutting prior to spraying does not generally increase the effectiveness of herbicides. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,basal_buds,direct_from_flora,NA,changes_fire_regimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Herb. Life form. Perennial. Reproduction. Root fragments, seed. Dispersal. Soil, machinery, water, birds, rodents, clothing, garden waste and soil movement. Toxicity. Contact with the sap or oil can cause photo-sensitivity and/or dermatitis in cattle. Ingestion of oil can be toxic to humans. Seedbank persistence. Medium to long term. Fire response. Resprouts from base after fire. Notes. Naturalised in temperate and tropical regions worldwide. Usually found in highly disturbed and/or open sites. Forms dense uniform stands where it outcompetes other plant species for light, nutrients and water. Can prevent re-establishment of native plants and alter the composition and structure of communities. Possibly allelopathic. Alters fire regimes by building an intense fast moving fire, although it does not burn well in spring. Prefers well drained, sandy soils. Tolerant of frost, drought, water logging and semi-aridity. Mature plants have a large deep taproot with many lateral roots. During a growing season plants usually include a mixture of living and dead hollow stems (canes). Initial growth during winter and spring is slow, then becomes rapid in early summer. Flowering stems die during late autumn and early winter, although some remain alive and begin to produce new leaves with the onset of rain. Plants generally do not flower until 18 months to 2 years old. Flowers are monoecious (have both male and female parts) and are insect-pollinated. With prolific seed production and high seed viability, it rapidly establishes a persistent seedbank. One plant can produce thousands of seed in the first year, seed output can then increase greatly in the second year. Additional information. Origin. Europe, Asia. History of use/introduction. Ornamental, spices, medicines. Suggested method of management and control. Persistent and difficult to eradicate. Manual methods are most effective for small and/or isolated infestations. Otherwise, spot spray with 1.5% glyphosate or metsulfuron methyl 0.7 g/10 L (20 g/ha) + Pulse®. Apply in spring just before flowering. Follow up control of seedlings. Combination of burning followed by spraying may be effective. Cutting or slashing temporarily reduces heights, but plants readily resprout. Repeated cutting may have more impact by helping to exhaust the taproot over time, however, intervals between cuts must be short. Cutting prior to spraying does not generally increase the effectiveness of herbicides. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Freesia alba x leichtlinii,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily seed, occasionally offsets/stem-cormels. dispersal. water, soil, birds. time to first flowering. 2-3 years. seedbank persistence. short, days-1 year. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Primarily seed, occasionally offsets/stem-cormels. Dispersal. Water, soil, birds. Time to first flowering. 2-3 years. Seedbank persistence. Short, days-1 year. Fire response. Generally survives fire."
Florabase_long,Genista monspessulana,resprouts and regenerates from seed after fire; soil seedbank,fire response. adult plants may respout following fire. fire stimulates germination of soil-stored seed.,"general biology. growth form. shrub. reproduction. seed. dispersal. explosive action, birds, ants, water, vehicles, slashing, soil movement, garden refuse. time to first flowering. 2 years. toxicity. seeds are poisonous to humans and livestock. vegetative regeneration strategy. resprouts from base. seedbank persistence. long, 10+ years. fire response. adult plants may respout following fire. fire stimulates germination of soil-stored seed. ;",NA,NA,NA,resprouts,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub. Reproduction. Seed. Dispersal. Explosive action, birds, ants, water, vehicles, slashing, soil movement, garden refuse. Time to first flowering. 2 years. Toxicity. Seeds are poisonous to humans and livestock. Vegetative regeneration strategy. Resprouts from base. Seedbank persistence. Long, 10+ years. Fire response. Adult plants may respout following fire. Fire stimulates germination of soil-stored seed."
Florabase_long,Gladiolus angustus,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. annually renewed corm. reproduction. occasionally offsets, possibly seed. dispersal. soil, water. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Occasionally offsets, possibly seed. Dispersal. Soil, water. Fire response. Generally survives fire."
Florabase_long,Gladiolus caryophyllaceus,resprouts from corm after fire; flowering enhanced by fire,"annually renewed corm, some dormancy between fire. fire response. generally survives fire. fire can bring corms out of dormancy and stimulate prolific flowering.","general biology. growth form. geophyte. life form. annually renewed corm, some dormancy between fire. reproduction. primarily seed, occasionally offsets. dispersal. wind. seedbank persistence. medium, 1-5 years. fire response. generally survives fire. fire can bring corms out of dormancy and stimulate prolific flowering. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,fleshy_underground_organ,direct_from_flora,NA,NA,corm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fire_enhanced_flowering,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,corm,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm, some dormancy between fire. Reproduction. Primarily seed, occasionally offsets. Dispersal. Wind. Seedbank persistence. Medium, 1-5 years. Fire response. Generally survives fire. Fire can bring corms out of dormancy and stimulate prolific flowering."
Florabase_long,Gladiolus undulatus,killed by fire; regenerates from cormels after fire,"fire response. fire tends to reduce the number of adult plants and facilitate germination of previously dormant cormels, resulting in a significant increase in juveniles.","general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily cormels, occasionally offsets. dispersal. soil, water. seedbank persistence. medium, 1-5 years. fire response. fire tends to reduce the number of adult plants and facilitate germination of previously dormant cormels, resulting in a significant increase in juveniles. ;",NA,NA,NA,fire_killed,direct_from_flora,post_fire_recruitment,direct_from_flora,NA,NA,fleshy_underground_organ,direct_from_flora,NA,NA,corm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corm,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Primarily cormels, occasionally offsets. Dispersal. Soil, water. Seedbank persistence. Medium, 1-5 years. Fire response. Fire tends to reduce the number of adult plants and facilitate germination of previously dormant cormels, resulting in a significant increase in juveniles."
Florabase_long,Gladiolus watsonius,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. annually renewed corm. reproduction. offsets. dispersal. soil, water. seedbank persistence. 1-5 years. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Offsets. Dispersal. Soil, water. Seedbank persistence. 1-5 years. Fire response. Generally survives fire."
Florabase_long,Glyceria maxima,resprouts after fire,fire response.,"general biology. growth form. grass. life form. perennial, rhizomatous. reproduction. largely by rhizomes and stems, possibly seed. dispersal. water, machinery, vehicles, footwear, livestock. photosynthetic pathway. c3. time to first flowering. 2 years. toxicity. accumulates toxic levels of hydrocyanic acid in young shoots that has resulted in cattle deaths. seedbank persistence. has varying levels of dormancy, short to medium, up to 5 years. fire response. resprouts. notes. an aggressive species that can form dense impenetrable stands over large areas. found mostly in habitats subject to natural disturbance such as rivers, streams and wetlands. mostly reproduces from rhizomes in flowing and still water. prefers well aerated water, with growth and reproduction slowing as conditions become anaerobic. forms monocultures that reduce plant species diversity, can restrict access to waterways, impede water flow, cause local flooding, convert sections of fast-flowing aerobic streams into partially anaerobic swamps and accelerate siltation. reduces native macroinvertebrate diversity and creates suitable environments for mosquito larvae and other pests. temperate regions are most susceptible. prefers sites with high phosphorous and nitrogen content low in organic carbon. has strong allelopathic effects, inhibiting germination of other species. mild tolerance to salinity. has a lifespan of 3-10 years. additional information. origin. temperate regions of europe and asia. history of use/introduction. fodder for cattle, ornamental, recovery of nutrients from wastewater. suggested method of management and control. manually remove small plants. in and around waterways use roundup biactive® (360g/l) 10 ml/l in late summer to autumn. ensure complete foliage cover and avoid run-off or spray drift entering water. away from waterways (such as dry drains and roadsides) apply 1% glyphosate (360g/l) + pulse® or fusilade® forte 16 ml/l + wetting agent or for generic fluazifop-p (212g/l active ingredient) 10ml/l + wetting agent towards the end of summer. control young plants at an early growth stage, before they have become established or produce seed. for best results spraying in both summer and autumn is recommended, with follow-up needed over at least two or three seasons. read the manufacturers' labels and material safety data sheets before using herbicides. for further information consult the australian pesticides and veterinary medicines authority to determine the status of permits for your situation or state. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Grass. Life form. Perennial, rhizomatous. Reproduction. Largely by rhizomes and stems, possibly seed. Dispersal. Water, machinery, vehicles, footwear, livestock. Photosynthetic Pathway. C3. Time to first flowering. 2 years. Toxicity. Accumulates toxic levels of hydrocyanic acid in young shoots that has resulted in cattle deaths. Seedbank persistence. Has varying levels of dormancy, short to medium, up to 5 years. Fire response. Resprouts. Notes. An aggressive species that can form dense impenetrable stands over large areas. Found mostly in habitats subject to natural disturbance such as rivers, streams and wetlands. Mostly reproduces from rhizomes in flowing and still water. Prefers well aerated water, with growth and reproduction slowing as conditions become anaerobic. Forms monocultures that reduce plant species diversity, can restrict access to waterways, impede water flow, cause local flooding, convert sections of fast-flowing aerobic streams into partially anaerobic swamps and accelerate siltation. Reduces native macroinvertebrate diversity and creates suitable environments for mosquito larvae and other pests. Temperate regions are most susceptible. Prefers sites with high phosphorous and nitrogen content low in organic carbon. Has strong allelopathic effects, inhibiting germination of other species. Mild tolerance to salinity. Has a lifespan of 3-10 years. Additional information. Origin. Temperate regions of Europe and Asia. History of use/introduction. Fodder for cattle, ornamental, recovery of nutrients from wastewater. Suggested method of management and control. Manually remove small plants. In and around waterways use Roundup Biactive® (360g/L) 10 ml/L in late summer to autumn. Ensure complete foliage cover and avoid run-off or spray drift entering water. Away from waterways (such as dry drains and roadsides) apply 1% glyphosate (360g/L) + Pulse® or Fusilade® Forte 16 ml/L + wetting agent or for generic fluazifop-p (212g/L active ingredient) 10ml/L + wetting agent towards the end of summer. Control young plants at an early growth stage, before they have become established or produce seed. For best results spraying in both summer and autumn is recommended, with follow-up needed over at least two or three seasons. Read the manufacturers' labels and material safety data sheets before using herbicides. For further information consult the Australian Pesticides and Veterinary Medicines Authority to determine the status of permits for your situation or state."
Florabase_long,Gomphocarpus fruticosus,killed by hot fire; seeds killed by fire; soil seedbank,fire response. hot fire will kill mature plants and can destroy soil stored seed.,"general biology. growth form. shrub. reproduction. seed, root suckers. dispersal. wind, water, soil movement. time to first flowering. 2 years. toxicity. can be toxic to livestock. all parts of the plant are poisonous and sap is a skin irritant. vegetative regeneration strategy. resprouts and produces root suckers. seedbank persistence. long, 5+ years. fire response. hot fire will kill mature plants and can destroy soil stored seed. ;",NA,NA,NA,fire_killed,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soil,direct_from_flora,NA,soil_seedbank_present,direct_from_flora,NA,NA,NA,"General Biology. Growth form. Shrub. Reproduction. Seed, root suckers. Dispersal. Wind, water, soil movement. Time to first flowering. 2 years. Toxicity. Can be toxic to livestock. All parts of the plant are poisonous and sap is a skin irritant. Vegetative regeneration strategy. Resprouts and produces root suckers. Seedbank persistence. Long, 5+ years. Fire response. Hot fire will kill mature plants and can destroy soil stored seed."
Florabase_long,Hedera helix,low flammability; fire-intolerant; resprouts after fire,"fire response. after fire through vegetative regeneration it can sprout when cut and root from stem fragments. low tolerance of fire when it does burn but due to its relatively high water content, it is slow to burn and will not readily spread fire well..","general biology. growth form. vine. reproduction. reproduces by seed and also vegetatively by various methods. dispersal. stems that comes into contact with soil develop roots and can form into new plants. stem segments that have been seperated from the rest of the plant can also take root. rhizomes may also be produced. seeds are dispersed by birds and other animals.. fire response. after fire through vegetative regeneration it can sprout when cut and root from stem fragments. low tolerance of fire when it does burn but due to its relatively high water content, it is slow to burn and will not readily spread fire well.. ;",NA,NA,NA,fire_killed resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Vine. Reproduction. Reproduces by seed and also vegetatively by various methods. Dispersal. Stems that comes into contact with soil develop roots and can form into new plants. Stem segments that have been seperated from the rest of the plant can also take root. Rhizomes may also be produced. Seeds are dispersed by birds and other animals.. Fire response. After fire through vegetative regeneration it can sprout when cut and root from stem fragments. Low tolerance of fire when it does burn but due to its relatively high water content, it is slow to burn and will not readily spread fire well.."
Florabase_long,Hesperantha falcata,resprouts after fire,fire response. generally survives fire.,"general biology. growth form. geophyte. life form. annually renewed corm. reproduction. primarily seed, possibly offsets. dispersal. water, soil. seedbank persistence. medium, 1-5 years. fire response. generally survives fire. ;",NA,NA,NA,resprouts,direct_from_flora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Biology. Growth form. Geophyte. Life form. Annually renewed corm. Reproduction. Primarily seed, possibly offsets. Dispersal. Water, soil. Seedbank persistence. Medium, 1-5 years. Fire response. Generally survives fire."
