Family,Nameinfra,Fire_Response_Adult,Resprout_Type
CONVOLVULACEAE,Ipomoea macrantha,2,6
CONVOLVULACEAE,Ipomoea mauritiana,2,6
CONVOLVULACEAE,Ipomoea muelleri,2,2
CONVOLVULACEAE,Ipomoea nil,1,5
CONVOLVULACEAE,Ipomoea pes-caprae subsp. brasiliensis,1,5
CONVOLVULACEAE,Ipomoea pes-tigridis,NA,NA
CONVOLVULACEAE,Ipomoea plebeia,1,5
CONVOLVULACEAE,Ipomoea polymorpha,1,5
CONVOLVULACEAE,Ipomoea quamoclit,NA,NA
CONVOLVULACEAE,Ipomoea racemigera,NA,NA
CONVOLVULACEAE,Ipomoea sp. Cobourg (G.M.Wightman 380),NA,NA
CONVOLVULACEAE,Ipomoea sp. OT Station (S.T.Blake 17676),NA,NA
CONVOLVULACEAE,Ipomoea sp. Ramingining (J.Russell-Smith 2585),2,6
CONVOLVULACEAE,Ipomoea sp. Stirling (P.K.Latz 10408),2,13
CONVOLVULACEAE,Ipomoea sp. Tolmer (C.R.Dunlop 6787),NA,NA
CONVOLVULACEAE,Ipomoea stolonifera,NA,NA
CONVOLVULACEAE,Ipomoea triloba,2,6
CONVOLVULACEAE,Ipomoea velutina,2,6
POACEAE,Isachne confusa,1,5
POACEAE,Isachne globosa var. effusa,NA,NA
POACEAE,Isachne pulchella,NA,NA
POACEAE,Ischaemum australe var. arundinaceum,NA,NA
POACEAE,Ischaemum australe var. australe,NA,NA
POACEAE,Ischaemum australe var. indeterminate,NA,NA
POACEAE,Ischaemum australe var. villosum,NA,NA
POACEAE,Ischaemum barbatum,NA,NA
POACEAE,Ischaemum decumbens,3,NA
POACEAE,Ischaemum fragile,NA,NA
POACEAE,Ischaemum rugosum var. indeterminate,NA,NA
POACEAE,Ischaemum rugosum var. rugosum,NA,NA
POACEAE,Ischaemum rugosum var. segetum,NA,NA
POACEAE,Ischaemum tropicum,NA,NA
POACEAE,Iseilema calvum,NA,NA
POACEAE,Iseilema ciliatum,NA,NA
POACEAE,Iseilema convexum,NA,NA
POACEAE,Iseilema dolichotrichum,1,NA
POACEAE,Iseilema eremaeum,1,NA
POACEAE,Iseilema fragile,NA,NA
POACEAE,Iseilema holmesii,NA,NA
POACEAE,Iseilema macratherum,NA,NA
POACEAE,Iseilema membranaceum,1,5
POACEAE,Iseilema trichopus,NA,NA
POACEAE,Iseilema vaginiflorum,1,5
POACEAE,Iseilema windersii,NA,NA
ISOETACEAE,Isoetes coromandelina subsp. macrotuberculata,NA,NA
ISOETACEAE,Isoetes cristata,NA,NA
ISOETACEAE,Isoetes muelleri,NA,NA
CYPERACEAE,Isolepis australiensis,1,NA
CYPERACEAE,Isolepis humillima,NA,NA
CYPERACEAE,Isolepis sp. Nourlangie (C.R.Dunlop 4739),NA,NA
CAMPANULACEAE,Isotoma luticola,NA,NA
CAMPANULACEAE,Isotoma petraea,1,5
CAMPANULACEAE,Isotoma sp. Kakadu (D.E.Albrecht 9823),NA,NA
CAMPANULACEAE,Isotoma sp. Tanumbirini (B.A.Wilson 187),NA,NA
FABACEAE,Isotropis argentea,NA,NA
FABACEAE,Isotropis atropurpurea,2,1
FABACEAE,Isotropis centralis,2,2
FABACEAE,Isotropis parviflora,NA,NA
FABACEAE,Isotropis sp. Joe Creek (J.L.Egan 4915),NA,NA
FABACEAE,Isotropis wheeleri,NA,NA
FABACEAE,Isotropis winneckei,NA,NA
ASTERACEAE,Ixiochlamys cuneifolia,NA,NA
ASTERACEAE,Ixiochlamys filicifolia,1,NA
ASTERACEAE,Ixiochlamys integerrima,NA,NA
ASTERACEAE,Ixiochlamys nana,1,NA
RUBIACEAE,Ixora timorensis,2,7
FABACEAE,Jacksonia aculeata,2,NA
FABACEAE,Jacksonia argentea,NA,NA
FABACEAE,Jacksonia arnhemica,NA,NA
FABACEAE,Jacksonia bifida,NA,NA
FABACEAE,Jacksonia dilatata,3,NA
FABACEAE,Jacksonia effusa,NA,NA
FABACEAE,Jacksonia forrestii,3,NA
FABACEAE,Jacksonia lateritica,NA,NA
FABACEAE,Jacksonia odontoclada,2,1
FABACEAE,Jacksonia pendens,3,NA
FABACEAE,Jacksonia reclinata,1,5
FABACEAE,Jacksonia remota,NA,NA
FABACEAE,Jacksonia sp. Suplejack Station (P.K.Latz 8184),NA,NA
FABACEAE,Jacksonia spicata,NA,NA
FABACEAE,Jacksonia stellaris,1,5
FABACEAE,Jacksonia vernicosa,NA,NA
CONVOLVULACEAE,Jacquemontia browniana var. browniana,2,2
CONVOLVULACEAE,Jacquemontia browniana var. grandiflora,NA,NA
CONVOLVULACEAE,Jacquemontia browniana var. indeterminate,3,NA
CONVOLVULACEAE,Jacquemontia paniculata var. indeterminate,1,5
CONVOLVULACEAE,Jacquemontia paniculata var. paniculata,NA,NA
CONVOLVULACEAE,Jacquemontia paniculata var. philippensis,NA,NA
CONVOLVULACEAE,Jacquemontia paniculata var. tomentosa,NA,NA
CONVOLVULACEAE,Jacquemontia sp. Douglas Daly (C.R.Michell 1124),NA,NA
OLEACEAE,Jasminum aemulum,2,2
OLEACEAE,Jasminum calcareum,2,1
OLEACEAE,Jasminum didymum subsp. didymum,NA,NA
OLEACEAE,Jasminum didymum subsp. indeterminate,2,2
OLEACEAE,Jasminum didymum subsp. lineare,2,1
OLEACEAE,Jasminum molle,2,6
OLEACEAE,Jasminum simplicifolium,NA,NA
EUPHORBIACEAE,Jatropha curcas,NA,NA
EUPHORBIACEAE,Jatropha gossypifolia,NA,NA
PEDALIACEAE,Josephinia eugeniae,1,5
PEDALIACEAE,Josephinia imperatricis,NA,NA
JUNCACEAE,Juncus acutus,NA,NA
JUNCACEAE,Juncus acutus subsp. acutus,NA,NA
JUNCACEAE,Juncus aridicola,NA,NA
JUNCACEAE,Juncus bufonius,NA,NA
JUNCACEAE,Juncus continuus,NA,NA
JUNCACEAE,Juncus kraussii var. australiensis,NA,NA
JUNCACEAE,Juncus sp. MacDonnell Ranges (B.G.Thomson 3412),3,2
ACANTHACEAE,Justicia betonica,NA,NA
ACANTHACEAE,Justicia carthagenensis,NA,NA
ACANTHACEAE,Justicia gendarussa,NA,NA
ACANTHACEAE,Justicia procumbens,NA,NA
RUBIACEAE,Kailarsenia suffruticosa,2,2
FABACEAE,Kennedia prorepens,2,1
STERCULIACEAE,Keraudrenia corollata,NA,NA
STERCULIACEAE,Keraudrenia hookeriana,NA,NA
STERCULIACEAE,Keraudrenia integrifolia,2,1
STERCULIACEAE,Keraudrenia nephrosperma,1,5
MELIACEAE,Khaya senegalensis,NA,NA
ASTERACEAE,Kippistia suaedifolia,NA,NA
RUBIACEAE,Knoxia stricta,NA,NA
RUBIACEAE,Kohautia australiensis,1,NA
MYRTACEAE,Kunzea sp. Keep River (D.Sivertsen 739),NA,NA
CAESALPINIACEAE,Labichea nitida,2,2
CAESALPINIACEAE,Labichea saxicola,2,2
POLYPORACEAE,Laccocephalum basilapiloides,NA,NA
ASTERACEAE,Lactuca sativa,NA,NA
ASTERACEAE,Lactuca serriola,NA,NA
LYTHRACEAE,Lagerstroemia archerana,NA,NA
LYTHRACEAE,Lagerstroemia indica,NA,NA
MYRTACEAE,Lamarchea sulcata,2,2
LAMIACEAE,Lamium amplexicaule,NA,NA
VERBENACEAE,Lantana camara,1,5
URTICACEAE,Laportea interrupta,1,5
DRYOPTERIDACEAE,Lastreopsis rufescens,NA,NA
MALVACEAE,Lavatera plebeia,NA,NA
ASTERACEAE,Lawrencella davenportii,1,NA
MALVACEAE,Lawrencia glomerata,4,2
MALVACEAE,Lawrencia sp. Glen Helen (P.K.Latz 15936),NA,NA
MALVACEAE,Lawrencia sp. The Granites (D.E.Albrecht 8856),NA,NA
MALVACEAE,Lawrencia squamata,NA,NA
MALVACEAE,Lawrencia viridi-grisea,NA,NA
LYTHRACEAE,Lawsonia inermis,NA,NA
LILIACEAE,Laxmannia arida,NA,NA
GOODENIACEAE,Lechenaultia divaricata,2,1
GOODENIACEAE,Lechenaultia filiformis,1,5
GOODENIACEAE,Lechenaultia lutescens,NA,NA
GOODENIACEAE,Lechenaultia ovata,NA,NA
GOODENIACEAE,Lechenaultia striata,1,5
LEEACEAE,Leea indica,2,7
LEEACEAE,Leea rubra,2,7
POACEAE,Leersia hexandra,1,5
ASTERACEAE,Leiocarpa leptolepis,NA,NA
ASTERACEAE,Leiocarpa semicalva subsp. semicalva,2,2
ASTERACEAE,Leiocarpa tomentosa,NA,NA
ASTERACEAE,Leiocarpa websteri,NA,NA
LEMNACEAE,Lemna aequinoctialis,NA,NA
LEMNACEAE,Lemna tenera,1,5
LAMIACEAE,Leonotis nepetifolia,NA,NA
BRASSICACEAE,Lepidium africanum,NA,NA
BRASSICACEAE,Lepidium bonariense,NA,NA
BRASSICACEAE,Lepidium muelleriferdinandi,1,5
BRASSICACEAE,Lepidium oxytrichum,1,5
BRASSICACEAE,Lepidium phlebopetalum,1,5
BRASSICACEAE,Lepidium strongylophyllum,NA,NA
CYPERACEAE,Lepironia articulata,NA,NA
SAPINDACEAE,Lepisanthes rubiginosa,NA,NA
POACEAE,Leptochloa digitata,2,2
POACEAE,Leptochloa fusca subsp. fusca,NA,NA
POACEAE,Leptochloa fusca subsp. indeterminate,NA,NA
POACEAE,Leptochloa fusca subsp. muelleri,4,2
POACEAE,Leptochloa fusca subsp. uninervia,NA,NA
POACEAE,Leptochloa neesii,3,NA
EUPHORBIACEAE,Leptopus decaisnei,NA,NA
FABACEAE,Leptosema anomalum,2,1
FABACEAE,Leptosema bossiaeoides,NA,NA
FABACEAE,Leptosema chambersii,2,1
FABACEAE,Leptosema uniflorum,NA,NA
FABACEAE,Leptosema villosum,1,5
MYRTACEAE,Leptospermum madidum subsp. sativum,NA,NA
POACEAE,Lepturus geminatus,NA,NA
POACEAE,Lepturus repens,NA,NA
POACEAE,Lepturus sp. Mataranka (S.T.Blake 17514),NA,NA
POACEAE,Lepturus xerophilus,NA,NA
MIMOSACEAE,Leucaena leucocephala subsp. glabrata,NA,NA
MIMOSACEAE,Leucaena leucocephala subsp. indeterminate,NA,NA
MIMOSACEAE,Leucaena leucocephala subsp. leucocephala,NA,NA
LEUCOBRYACEAE,Leucobryum candidum,NA,NA
ASTERACEAE,Leucochrysum fitzgibbonii,1,NA
ASTERACEAE,Leucochrysum stipitatum,1,5
EPACRIDACEAE,Leucopogon acuminatus,1,5
EPACRIDACEAE,Leucopogon sonderensis,2,2
EPACRIDACEAE,Leucopogon sp. Wessell Islands (P.K.Latz 3329),NA,NA
STYLIDIACEAE,Levenhookia chippendalei,NA,NA
SCROPHULARIACEAE,Limnophila aromatica,NA,NA
SCROPHULARIACEAE,Limnophila australis,NA,NA
SCROPHULARIACEAE,Limnophila brownii,NA,NA
SCROPHULARIACEAE,Limnophila chinensis,NA,NA
SCROPHULARIACEAE,Limnophila fragrans,1,5
PLUMBAGINACEAE,Limonium lobatum,NA,NA
SCROPHULARIACEAE,Lindernia aplectra,NA,NA
SCROPHULARIACEAE,Lindernia ciliata,NA,NA
SCROPHULARIACEAE,Lindernia clausa,1,5
SCROPHULARIACEAE,Lindernia cleistandra,NA,NA
SCROPHULARIACEAE,Lindernia cowiei,NA,NA
SCROPHULARIACEAE,Lindernia crustacea,NA,NA
SCROPHULARIACEAE,Lindernia lobelioides,1,5
SCROPHULARIACEAE,Lindernia plantaginea,NA,NA
SCROPHULARIACEAE,Lindernia pubescens,NA,NA
SCROPHULARIACEAE,Lindernia rupestris,NA,NA
SCROPHULARIACEAE,Lindernia scapigera,NA,NA
SCROPHULARIACEAE,Lindernia sp. Brennans Showy Anthers (K.G.Brennan 3155),NA,NA
SCROPHULARIACEAE,Lindernia sp. cleft hood (C.S.Robinson 686),NA,NA
SCROPHULARIACEAE,Lindernia sp. cliff lover (P.K.Latz 10123),NA,NA
SCROPHULARIACEAE,Lindernia sp. dissected leaf (N.B.Byrnes 1520),NA,NA
SCROPHULARIACEAE,Lindernia sp. Hann River (M.Lazarides 9167),NA,NA
SCROPHULARIACEAE,Lindernia sp. Kakadu (J.L.Egan 4819),NA,NA
SCROPHULARIACEAE,Lindernia sp. Litchfield (I.D.Cowie 5725),NA,NA
SCROPHULARIACEAE,Lindernia sp. long leaved (J.L.Egan 5112),NA,NA
SCROPHULARIACEAE,Lindernia sp. Melville Island (C.R.Dunlop 4609),NA,NA
SCROPHULARIACEAE,Lindernia sp. Mount Bundey (C.R.Dunlop 8840),NA,NA
SCROPHULARIACEAE,Lindernia sp. Nabarlek (K.G.Brennan 3156),NA,NA
SCROPHULARIACEAE,Lindernia sp. Narridj Creek (R.K.Harwood 981),NA,NA
SCROPHULARIACEAE,Lindernia sp. open throated (J.Russell-Smith 5581),NA,NA
SCROPHULARIACEAE,Lindernia sp. recurved hood (I.D.Cowie 1171),1,5
SCROPHULARIACEAE,Lindernia sp. robust branched (D.Lucas 118),NA,NA
SCROPHULARIACEAE,Lindernia sp. Robyns Showy Anthers (L.A.Craven 6234),NA,NA
SCROPHULARIACEAE,Lindernia sp. showy anthers (L.A.Craven 2393),1,5
SCROPHULARIACEAE,Lindernia sp. small whitish corolla (I.D.Cowie 5661),NA,NA
SCROPHULARIACEAE,Lindernia sp. Willowra (G.M.Chippendale 4814),NA,NA
SCROPHULARIACEAE,Lindernia subulata,NA,NA
SCROPHULARIACEAE,Lindernia tectanthera,NA,NA
SCROPHULARIACEAE,Lindernia tenuifolia,NA,NA
LINDSAEACEAE,Lindsaea brachypoda,1,5
LINDSAEACEAE,Lindsaea ensifolia subsp. agatii,NA,NA
LINDSAEACEAE,Lindsaea ensifolia subsp. ensifolia,NA,NA
LINDSAEACEAE,Lindsaea ensifolia subsp. indeterminate,2,1
LINDSAEACEAE,Lindsaea media,1,5
LINDSAEACEAE,Lindsaea orbiculata,NA,NA
LINDSAEACEAE,Lindsaea walkerae,2,1
LINACEAE,Linum usitatissimum,NA,NA
ORCHIDACEAE,Liparis habenarina,NA,NA
CYPERACEAE,Lipocarpha chinensis,NA,NA
CYPERACEAE,Lipocarpha microcephala,1,NA
VERBENACEAE,Lippia alba var. alba,NA,NA
MYRTACEAE,Lithomyrtus cordata,1,5
MYRTACEAE,Lithomyrtus densifolia,NA,NA
MYRTACEAE,Lithomyrtus dunlopii,1,5
MYRTACEAE,Lithomyrtus grandifolia,NA,NA
MYRTACEAE,Lithomyrtus hypoleuca,NA,NA
MYRTACEAE,Lithomyrtus kakaduensis,1,5
MYRTACEAE,Lithomyrtus linariifolia,1,5
MYRTACEAE,Lithomyrtus obtusa,NA,NA
MYRTACEAE,Lithomyrtus repens,1,5
MYRTACEAE,Lithomyrtus retusa,2,2
LAURACEAE,Litsea breviumbellata,2,6
LAURACEAE,Litsea glutinosa,2,6
ARECACEAE,Livistona benthamii,2,19
ARECACEAE,Livistona eastonii,NA,NA
ARECACEAE,Livistona humilis,5,NA
ARECACEAE,Livistona inermis,3,NA
ARECACEAE,Livistona lorophylla,NA,NA
ARECACEAE,Livistona mariae subsp. indeterminate,2,19
ARECACEAE,Livistona mariae subsp. mariae,2,3
ARECACEAE,Livistona mariae subsp. occidentalis,NA,NA
ARECACEAE,Livistona mariae subsp. rigida,2,3
ARECACEAE,Livistona victoriae,2,19
CAMPANULACEAE,Lobelia arnhemica,NA,NA
CAMPANULACEAE,Lobelia dioica,NA,NA
CAMPANULACEAE,Lobelia gibbosa var. gibbosa,NA,NA
CAMPANULACEAE,Lobelia heterophylla,1,NA
CAMPANULACEAE,Lobelia quadrangularis,NA,NA
CAMPANULACEAE,Lobelia sp. Cox Peninsula (R.Booth 221),NA,NA
CAMPANULACEAE,Lobelia stenophylla,NA,NA
LOGANIACEAE,Logania centralis,2,2
POACEAE,Lolium loliaceum,NA,NA
POACEAE,Lolium perenne,NA,NA
POACEAE,Lolium rigidum,NA,NA
XANTHORRHOEACEAE,Lomandra leucocephala var. robusta,2,2
XANTHORRHOEACEAE,Lomandra multiflora subsp. multiflora,NA,NA
XANTHORRHOEACEAE,Lomandra patens,3,2
XANTHORRHOEACEAE,Lomandra tropica subsp. arnhemica,NA,NA
XANTHORRHOEACEAE,Lomandra tropica subsp. indeterminate,2,1
XANTHORRHOEACEAE,Lomandra tropica subsp. tropica,NA,NA
MALPIGHIACEAE,Lophanthera lactescens,NA,NA
CELASTRACEAE,Lophopetalum arnhemicum,3,7
MYRTACEAE,Lophostemon grandiflorus subsp. grandiflorus,NA,NA
MYRTACEAE,Lophostemon grandiflorus subsp. indeterminate,2,7
MYRTACEAE,Lophostemon grandiflorus subsp. riparius,NA,NA
MYRTACEAE,Lophostemon lactifluus,2,3
FABACEAE,Lotus cruentus,1,5
ONAGRACEAE,Ludwigia adscendens,6,5
ONAGRACEAE,Ludwigia hyssopifolia,1,5
ONAGRACEAE,Ludwigia octovalvis subsp. indeterminate,1,5
ONAGRACEAE,Ludwigia octovalvis subsp. octovalvis,NA,NA
ONAGRACEAE,Ludwigia octovalvis subsp. sessiliflora,NA,NA
ONAGRACEAE,Ludwigia perennis,1,5
CUCURBITACEAE,Luffa cylindrica,2,5
CUCURBITACEAE,Luffa graveolens,1,5
ORCHIDACEAE,Luisia teretifolia,1,5
COMBRETACEAE,Lumnitzera littorea,NA,NA
COMBRETACEAE,Lumnitzera racemosa,NA,NA
RUTACEAE,Luvunga monophylla,2,7
SOLANACEAE,Lycium ferocissimum,NA,NA
SOLANACEAE,Lycopersicon esculentum var. cerasiforme,NA,NA
SOLANACEAE,Lycopersicon lycopersicum,NA,NA
LYCOPODIACEAE,Lycopodiella cernua,2,1
LYGODIACEAE,Lygodium flexuosum,1,5
LYGODIACEAE,Lygodium japonicum,NA,NA
LYGODIACEAE,Lygodium microphyllum,1,5
LORANTHACEAE,Lysiana exocarpi subsp. exocarpi,1,5
LORANTHACEAE,Lysiana maritima,NA,NA
LORANTHACEAE,Lysiana murrayi,1,5
LORANTHACEAE,Lysiana spathulata subsp. indeterminate,NA,NA
LORANTHACEAE,Lysiana spathulata subsp. parvifolia,1,5
LORANTHACEAE,Lysiana spathulata subsp. spathulata,1,5
LORANTHACEAE,Lysiana subfalcata,1,5
LYTHRACEAE,Lythrum hyssopifolia,NA,NA
LYTHRACEAE,Lythrum paradoxum,NA,NA
LYTHRACEAE,Lythrum wilsonii,NA,NA
EUPHORBIACEAE,Macaranga involucrata var. mallotoides,2,6
EUPHORBIACEAE,Macaranga tanarius,2,6
MOLLUGINACEAE,Macarthuria vertex,3,NA
BIGNONIACEAE,Macfadyena unguis-cati,NA,NA
STACKHOUSIACEAE,Macgregoria racemigera,1,5
ARALIACEAE,Mackinlaya macrosciadea,3,7
COMBRETACEAE,Macropteranthes kekwickii,2,7
FABACEAE,Macroptilium atropurpureum,NA,NA
FABACEAE,Macroptilium lathyroides var. semierectum,NA,NA
THELYPTERIDACEAE,Macrothelypteris torresiana,NA,NA
ZAMIACEAE,Macrozamia macdonnellii,2,7
HYDROCHARITACEAE,Maidenia rubra,NA,NA
CHENOPODIACEAE,Maireana aphylla,4,2
CHENOPODIACEAE,Maireana appressa,NA,NA
CHENOPODIACEAE,Maireana astrotricha,4,20
CHENOPODIACEAE,Maireana brevifolia,NA,NA
CHENOPODIACEAE,Maireana campanulata,NA,NA
CHENOPODIACEAE,Maireana carnosa,NA,NA
CHENOPODIACEAE,Maireana ciliata,NA,NA
CHENOPODIACEAE,Maireana coronata,NA,NA
CHENOPODIACEAE,Maireana dichoptera,NA,NA
CHENOPODIACEAE,Maireana eriantha,NA,NA
CHENOPODIACEAE,Maireana georgei,4,2
CHENOPODIACEAE,Maireana integra,1,5
CHENOPODIACEAE,Maireana lanosa,NA,NA
CHENOPODIACEAE,Maireana lobiflora,NA,NA
CHENOPODIACEAE,Maireana luehmannii,NA,NA
CHENOPODIACEAE,Maireana microcarpa,NA,NA
CHENOPODIACEAE,Maireana ovata,NA,NA
CHENOPODIACEAE,Maireana pentatropis,NA,NA
CHENOPODIACEAE,Maireana planifolia,NA,NA
CHENOPODIACEAE,Maireana pyramidata,NA,NA
CHENOPODIACEAE,Maireana schistocarpa,NA,NA
CHENOPODIACEAE,Maireana scleroptera,1,5
CHENOPODIACEAE,Maireana sedifolia,NA,NA
CHENOPODIACEAE,Maireana sp. Rainbow Valley (D.E.Albrecht 6551),NA,NA
CHENOPODIACEAE,Maireana spongiocarpa,NA,NA
CHENOPODIACEAE,Maireana tomentosa subsp. tomentosa,NA,NA
CHENOPODIACEAE,Maireana trichoptera,NA,NA
CHENOPODIACEAE,Maireana triptera,4,NA
CHENOPODIACEAE,Maireana turbinata,NA,NA
CHENOPODIACEAE,Maireana villosa,3,NA
PODOSTEMACEAE,Malaccotristicha australis,NA,NA
MALVACEAE,Malachra capitata,NA,NA
MALVACEAE,Malachra fasciata var. lineariloba,1,5
CHENOPODIACEAE,Malacocera biflora,NA,NA
CHENOPODIACEAE,Malacocera tricornis,NA,NA
ORCHIDACEAE,Malaxis acuminata,2,4
ORCHIDACEAE,Malaxis latifolia,2,4
ORCHIDACEAE,Malaxis marsupichila,2,4
EUPHORBIACEAE,Mallotus dispersus,2,4
EUPHORBIACEAE,Mallotus nesophilus,2,7
EUPHORBIACEAE,Mallotus philippensis,2,7
MALVACEAE,Malva parviflora,1,5
MALVACEAE,Malvastrum americanum,4,20
MALVACEAE,Malvastrum coromandelianum,NA,NA
ANACARDIACEAE,Mangifera indica,NA,NA
EUPHORBIACEAE,Manihot esculenta cv. Manioc,NA,NA
CYPERACEAE,Mapania macrocephala,2,NA
CHRYSOBALANACEAE,Maranthes corymbosa,2,7
EUPHORBIACEAE,Margaritaria dubium-traceyi,2,6
EUPHORBIACEAE,Margaritaria indica,NA,NA
ASCLEPIADACEAE,Marsdenia angustata,NA,NA
ASCLEPIADACEAE,Marsdenia australis,2,15
ASCLEPIADACEAE,Marsdenia connivens,NA,NA
ASCLEPIADACEAE,Marsdenia geminata,2,2
ASCLEPIADACEAE,Marsdenia glandulifera,2,2
ASCLEPIADACEAE,Marsdenia hemiptera,2,2
ASCLEPIADACEAE,Marsdenia muelleri,NA,NA
ASCLEPIADACEAE,Marsdenia pleiadenia,NA,NA
ASCLEPIADACEAE,Marsdenia trinervis,NA,NA
ASCLEPIADACEAE,Marsdenia velutina,2,2
ASCLEPIADACEAE,Marsdenia viridiflora subsp. tropica,2,2
MARSILEACEAE,Marsilea angustifolia,NA,NA
MARSILEACEAE,Marsilea costulifera,NA,NA
MARSILEACEAE,Marsilea crenata,NA,NA
MARSILEACEAE,Marsilea drummondii,2,2
MARSILEACEAE,Marsilea exarata,4,2
MARSILEACEAE,Marsilea hirsuta,NA,NA
MARSILEACEAE,Marsilea latzii,1,5
MARSILEACEAE,Marsilea mutica,2,2
MARSILEACEAE,Marsilea sp. Neutral Junction (D.E.Albrecht 9192),NA,NA
PEDALIACEAE,Martynia annua,NA,NA
CELASTRACEAE,Maytenus cunninghamii,2,2
CELASTRACEAE,Maytenus ferdinandi,2,7
SCROPHULARIACEAE,Mecardonia procumbens,NA,NA
FABACEAE,Medicago indicus,NA,NA
FABACEAE,Medicago minima,NA,NA
FABACEAE,Medicago polymorpha var. brevispina,NA,NA
FABACEAE,Medicago polymorpha var. indeterminate,NA,NA
FABACEAE,Medicago polymorpha var. vulgaris,NA,NA
FABACEAE,Medicago sativa,NA,NA
FABACEAE,Medicago scutellata,NA,NA
FABACEAE,Medicago tornata,NA,NA
FABACEAE,Medicago truncatula,NA,NA
MYRTACEAE,Melaleuca acacioides subsp. acacioides,NA,NA
MYRTACEAE,Melaleuca acacioides subsp. alsophila,NA,NA
MYRTACEAE,Melaleuca acacioides subsp. indeterminate,NA,NA
MYRTACEAE,Melaleuca alsophila,NA,NA
MYRTACEAE,Melaleuca argentea,2,7
MYRTACEAE,Melaleuca bracteata,2,NA
MYRTACEAE,Melaleuca bracteata var. hirsuta,2,2
MYRTACEAE,Melaleuca cajuputi subsp. cajuputi,NA,NA
MYRTACEAE,Melaleuca cajuputi subsp. indeterminate,2,7
MYRTACEAE,Melaleuca citrolens,NA,NA
MYRTACEAE,Melaleuca cornucopiae,3,NA
MYRTACEAE,Melaleuca dealbata subsp. dealbata,NA,NA
MYRTACEAE,Melaleuca dealbata subsp. glabrescens,NA,NA
MYRTACEAE,Melaleuca dealbata subsp. indeterminate,NA,NA
MYRTACEAE,Melaleuca dissitiflora,NA,NA
MYRTACEAE,Melaleuca fulgens subsp. corrugata,NA,NA
MYRTACEAE,Melaleuca glomerata,2,2
MYRTACEAE,Melaleuca lasiandra,2,7
MYRTACEAE,Melaleuca leucadendra,2,7
MYRTACEAE,Melaleuca minutifolia,2,3
MYRTACEAE,Melaleuca nervosa subsp. crosslandiana,NA,NA
MYRTACEAE,Melaleuca nervosa subsp. indeterminate,2,3
MYRTACEAE,Melaleuca nervosa subsp. nervosa,NA,NA
MYRTACEAE,Melaleuca sericea subsp. gracilis,NA,NA
MYRTACEAE,Melaleuca sericea subsp. indeterminate,2,3
MYRTACEAE,Melaleuca sp. floodplain viridiflora (C.R.Dunlop 10369),NA,NA
MYRTACEAE,Melaleuca sp. Red Bark (P.S.Brocklehurst 457),NA,NA
MYRTACEAE,Melaleuca sp. Spirit Hills (R.K.Harwood 548),NA,NA
MYRTACEAE,Melaleuca stenostachya,NA,NA
MYRTACEAE,Melaleuca stipitata,NA,NA
MYRTACEAE,Melaleuca trichostachya,NA,NA
MYRTACEAE,Melaleuca triumphalis,2,7
MYRTACEAE,Melaleuca uncinata,NA,NA
MYRTACEAE,Melaleuca viridiflora,3,NA
MYRTACEAE,Melaleuca viridiflora var. angustifolia,NA,NA
ASTERACEAE,Melanthera biflora,NA,NA
MELASTOMATACEAE,Melastoma imbricatum,NA,NA
MELASTOMATACEAE,Melastoma malabathricum subsp. malabathricum,3,7
STERCULIACEAE,Melhania incana,NA,NA
STERCULIACEAE,Melhania oblongifolia,1,5
MELIACEAE,Melia azedarach,2,6
MELIACEAE,Melia azedarach var. australasica,NA,NA
RUTACEAE,Melicope elleryana,3,6
FABACEAE,Melilotus indicus,NA,NA
POACEAE,Melinis minutiflora,NA,NA
POACEAE,Melinis repens,2,2
STERCULIACEAE,Melochia corchorifolia,1,5
STERCULIACEAE,Melochia pyramidata,NA,NA
STERCULIACEAE,Melochia umbellata,NA,NA
APOCYNACEAE,Melodinus australis,3,2
ANNONACEAE,Melodorum rupestre,3,7
MELASTOMATACEAE,Memecylon arnhemensis,2,7
MELASTOMATACEAE,Memecylon pauciflorum,2,7
BRASSICACEAE,Menkea sphaerocarpa,1,NA
BRASSICACEAE,Menkea villosula,1,NA
LAMIACEAE,Mentha australis,NA,NA
CONVOLVULACEAE,Merremia aegyptia,NA,NA
CONVOLVULACEAE,Merremia davenportii,NA,NA
CONVOLVULACEAE,Merremia dissecta,NA,NA
CONVOLVULACEAE,Merremia gemella,1,5
CONVOLVULACEAE,Merremia hederacea,1,5
CONVOLVULACEAE,Merremia quinata,1,5
CONVOLVULACEAE,Merremia sp. Elliott (D.E.Albrecht 7460),NA,NA
CONVOLVULACEAE,Merremia sp. Kakadu (C.R.Dunlop 5659),1,5
CONVOLVULACEAE,Merremia umbellata,NA,NA
MAGNOLIACEAE,Michelia champaca,NA,NA
POACEAE,Micraira adamsii,NA,NA
POACEAE,Micraira compacta,NA,NA
POACEAE,Micraira dentata,3,NA
POACEAE,Micraira dunlopii,NA,NA
POACEAE,Micraira inserta,NA,NA
POACEAE,Micraira lazaridis,NA,NA
POACEAE,Micraira multinervia,NA,NA
POACEAE,Micraira pungens,NA,NA
POACEAE,Micraira spiciforma,NA,NA
POACEAE,Micraira spinifera,NA,NA
POACEAE,Micraira subspicata,NA,NA
POACEAE,Micraira tenuis,3,NA
POACEAE,Micraira viscidula,NA,NA
SCROPHULARIACEAE,Microcarpaea minima,NA,NA
