source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Hydrocotyle foveolata,"Description: Erect annual herb, 1-10 cm high, stems usually branched from the base. Leaves circular to reniform in outline, 0.5-2 cm diam., palmatisect with 3-5 segments; segments obovate-cuneate, 3-toothed, teeth blunt or with very short thickened points, lateral segments often 2-lobed; lamina glabrous or with a few long scattered hairs on one or both surfaces; petiole usually to 3 cm long, sparsely pilose, more densely so distally; stipules membranous, lacerate-fimbriate. Umbels leaf opposed, 3-6-flowered, 4 mm diam., mostly sessile. Fruit c. 0.7 mm long, c. 2 mm wide, fruiting pedicels rather thick c. twice as long as the fruit; mericarp reddish brown, with dorsal and intermediate ribs acute, rather flat between them with a deep white ringed pit between the intermediate and lateral ribs."," fruit   0.7 mm long,   2 mm wide, fruiting pedicels rather thick   twice as long as the fruit; mericarp reddish brown, with dorsal and intermediate ribs acute, rather flat between them with a deep white ringed pit between the intermediate and lateral ribs.",fruit,,,0.7,,mm,,,2,,mm,checked
missed_pn,Hydrocotyle geraniifolia,"Description: Creeping or climbing herb, stems lax, diffuse, to several metres long, rooting at nodes near base. Leaves deeply palmatisect, to c. 80 mm diam.; segments 3-5-lobed, segments lanceolate to narrow-lanceolate, to 5 cm long, apex attenuate, teeth often bristly; hispid along midvein and primary lateral veins of upper surface, otherwise glabrous, occasionally with a few scattered hairs on the lower surface; petiole to 10-20 cm long, Ã‚Â± scabrous; stipules membranous and fringed. Umbels simple, leaf-opposed, usually 15-20-flowered, 4-8 mm diam.; peduncle 2.5-5 cm long; pedicels 2-3 mm long, hairy at base. Petals white. Dorsal rib of fruit extending into a narrow wing, lateral ribs prominent, surfaces between ribs and circular depression at centre tuberculate or glabrous, 2-2.5 mm long, 3.5-3.8 mm wide, notched at base."," dorsal rib of fruit extending into a narrow wing, lateral ribs prominent, surfaces between ribs and circular depression at centre tuberculate or glabrous, 2-2.5 mm long, 3.5-3.8 mm wide, notched at base.",fruit,,2,2.5,,mm,,3.5,3.8,,mm,checked
missed_pn,Hydrocotyle hirta,"Description: Perennial herb, often loosely mat-forming, stems prostrate (rarely ascending), hairy. Leaves orbicular-cordate to reniform, 6-25 (-50) mm across, shallowly or deeply (5-) 7-lobed; lobes obtuse, crenate-dentate; petiole 0.8-5 (-15) cm long, usually quite hairy and appearing white; stipules membranous, entire, red-dotted, ciliate or fringed. Umbels simple, leaf opposed, 3-5 mm diameter, c. 15-40 flowered; peduncle c. 6 cm long, flowers sessile or subsessile (pedicels to c. 0.5 mm long). Petals pale yellow, often red dotted, as wide as ovary at anthesis. Fruit 1-1.5 mm long, 1.5-2 mm wide, strongly flattened, often irregularly red-dotted; mericarp with prominent dorsal rib and filiform intermediate ribs, area between them convex."," fruit 1-1.5 mm long, 1.5-2 mm wide, strongly flattened, often irregularly red-dotted; mericarp with prominent dorsal rib and filiform intermediate ribs, area between them convex.",fruit,,1,1.5,,mm,,1.5,2,,mm,checked
missed_pn,Hydrocotyle laxiflora,"Description: Dioecious perennial herb with creeping white or yellow rhizomes, often >1 m long, rooting at nodes; branches erect or ascending to c. 15 cm high, densely hirsute. Leaves single, spaced along the rhizome; lamina circular to cordate or reniform, 10-40 mm diam., shallowly 5-11-lobed, margins crenate; lamina slightly discolorous, hirsute; petiole 1-12 cm, densely hirsute; stipules entire, c. 1.5 mm long, papery and yellowish. Umbels simple, leaf-opposed, globose, 5-8 mm diam., usually 30-50-flowered, with an offensive smell; peduncles 2-5 cm long, densely hirsute. Male flowers on pedicels 5-8 mm long; petals pale green, spreading; stamens long-exserted. Female flowers on pedicels 0.5-6 mm long; petals falling at anthesis and often remaining attached to each other forming a cup; stamens rudimentary. Fruit 1.5-2 mm long, 1.8-2.5 mm wide, smooth, granular or sometimes with a few hairs; mericarp with an obtuse dorsal rib and prominent longitudinal ribs."," fruit 1.5-2 mm long, 1.8-2.5 mm wide, smooth, granular or sometimes with a few hairs; mericarp with an obtuse dorsal rib and prominent longitudinal ribs.",fruit,,1.5,2,,mm,,1.8,2.5,,mm,checked
missed_pn,Hydrocotyle pedicellosa,"Description: Creeping, slender succulent herb, mostly glabrous; rhizomes and petioles often wine red. Leaves circular to cordate or reniform, usually 30-120 mm diam., margins shallowly lobed, crenate, lamina discolorous, upper surface dark dull green, lower surface pale glossy green and scabrous with hairs concentrated along veins,; petiole 4-35 cm long, densely hispid apically, often with some longer hairs at leaf base; stipules scarious undulate, Ã‚Â± encircling stem. Inflorescence prostrate below leaves, umbels solitary or several arising from each node or flowers sometimes in panicles of umbels, usually 30-50-flowered, mostly 12-18 mm diam.; peduncle c. 15-60 mm; pedicels 4-10 mm. Flowers bisexual. Petals c. 0.5 mm long, creamy-white or greenish. mericarp convex with prominent dorsal ribs and faint curved lateral ribs, surface roughish between, c. 1 mm long, 1-1.5 mm diam."," mericarp convex with prominent dorsal ribs and faint curved lateral ribs, surface roughish between,   1 mm long, 1-1.5 mm diam.",mericarp,,,1,,mm,,1,1.5,,mm,checked
missed_pn,Hydrocotyle pterocarpa,"Description: Perennial procumbent herb, glabrous to glabrescent; stems creeping, rooting at lower nodes. Leaves reniform to orbicular cordate, 1-5 cm across, almost entire or with 3-11 very shallow broad lobes, margin crenate; petiole 1-10 (-17) cm long; stipules membranous broad-ovate, entire. Umbels simple, leaf opposed, globose, 2-3 mm diameter, flowers c. 5-20, almost sessile; peduncle 4-30 mm long; pedicels to c. 0.5 mm long. Petals c. 0.75 mm long, off-white with purple blotches. Fruits very flattened, smooth, usually red spotted, c. 3 mm long, 4-5 mm wide, emarginate at base and apex; mericarp dorsal rib produced into a thickish wing c. 0.5 mm high, lateral ribs prominent, intermediate ribs inconspicuous."," fruits very flattened, smooth, usually red spotted,   3 mm long, 4-5 mm wide, emarginate at base and apex; mericarp dorsal rib produced into a thickish wing   0.5 mm high, lateral ribs prominent, intermediate ribs inconspicuous.",fruit,,,3,,mm,,4,5,,mm,checked
missed_pn,Hydrocotyle rivularis,"Description: Plants perennial. Stems prostrate, robust, glabrous, rooting at nodes, roots abundant and fibrous. Stipules 1.6-1.7 mm long, 2-2.2 mm wide, broadly elliptic, entire, white (translucent). Leaves compound, 3-foliolate, lighter green below, glabrous on both surfaces. Median leaflet orbiculate, (3-)6-11 mm long, (3-)7-13 mm wide, apex comprising 3 lobules, the 2 lateral lobules shorter than the median lobule; median lobule apex obtuse or round, with three teeth of equal length; median leaflet base acuminate. Lateral leaflets 10-11 mm long, 13-15.5 mm wide, incised into two symmetrical or asymmetrical lobes, sinuses c. 30% of lateral leaflet length. Petioles (10-)50-160 mm long, glabrous. Inflorescence a simple umbel, 7-9-flowered; flowers all hermaphrodite, or with a few apparently male flowers. Peduncles much shorter than subtending petioles, (5-)30-50 mm long, glabrous. Bracts 0.3-0.5 mm long, 0.2 mm wide, ovate, entire, green. Flowers pedicellate; flowering pedicels 1-1.8 mm long. Corolla white (occasionally with margin of petals purple); petals 5, ovate, 0.65-0.75 mm long, 0.4-0.5 mm wide. Filaments white, 0.4 mm long; anthers purple, 0.25 mm long. schizocarp ellipsoid, slightly laterally compressed; bases truncate; fruiting pedicels 0.8-2 mm long. mericarp 0.7-0.8 mm wide, 0.9-1 mm long, dorsal and lateral ribs acute, median ribs not raised; surface between lateral and dorsal ribs convex or flat, smooth, surface between median and lateral ribs convex, smooth. Fruiting styles 0.5 mm long."," schizocarp ellipsoid, slightly laterally compressed; bases truncate; mericarp 0.7-0.8 mm wide, 0.9-1 mm long, dorsal and lateral ribs acute, median ribs ; surface between lateral and dorsal ribs convex or flat, smooth, surface between median and lateral ribs convex, smooth.",mericarp,,0.9,1,,mm,,0.7,0.8,,mm,checked
missed_pn,Hydrocotyle sibthorpioides,"Description: Slender herb, with creeping stems below or above ground in litter, mostly glabrous; aerial stems arising from nodes of creeping stems, occasionally mat-forming. Leaves circular, cordate or reniform, usually 5-12 mm diam., margins entire or shallowly or rarely deeply lobed, crenate, both surfaces Ã‚Â± sparsely hispid; petiole 2-4 times longer than lamina, hispid towards apex; stipules broad, scarious and overlapping. Umbels head-like, < 12-flowered, 2-5 mm diam.; flowers bisexual, sessile or very shortly pedicellate; peduncle 10-50 mm long. Fruit c. 1 mm long and wide, mericarp with prominent dorsal and prominent curved intermediate ribs with a row of tubercular hairs between."," fruit   1 mm longandwide, mericarp with prominent dorsal and prominent curved intermediate ribs with a row of tubercular hairs between.",fruit,,,1,,mm,,,1,,mm,checked
missed_pn,Hydrocotyle trachycarpa,"Description: Slender, glabrous annual herb to 20 cm high; stems branched from the base, rooting at the nodes, procumbent, filiform, 10-40 cm long. Leaves reniform or ovate in outline, 5-20 mm long, 10-40 mm wide, usually deeply 5-lobed; lobes oblong or broad obovate-cuneate with usually 3-5 teeth in upper half; lamina discolorous, thin; petiole 10-60 mm long, those of lower leaves longer than lamina; stipules membranous, lanceolate, fringed. Umbels 3-12-flowered, c. 4 mm diam.; flowers bisexual, peduncle 6-40 mm long; pedicels 1.5-2 mm long, bracts absent. Fruit laterally compressed, c. 1 mm long, c. 2 mm wide, mericarp with prominent ± acute dorsal and semicircular intermediate ribs with a single row of small tubercles between them (sometimes smooth) and often some tubercles enclosed in the semicircular depression between the intermediate and lateral ribs."," fruit laterally compressed,   1 mm long,   2 mm wide, mericarp with prominent ± acute dorsal and semicircular intermediate ribs with a single row of small tubercles between them  sometimes smooth  and often some tubercles enclosed in the semicircular depression between the intermediate and lateral ribs.",fruit,,,1,,mm,,,2,,mm,checked
missed_pn,Hydrocotyle tripartita,"Description: Small slender perennial herb, stems procumbent, creeping and rooting at least at the lower nodes, usually 2-10 cm high, occasionally mat-forming; glabrous or hairy. Leaves circular to reniform in outline, 4-20 mm diam., divided to base or nearly so into 3-5 segments; segments obovate, to c. 10 mm long, apex cuneate, often lobed or deeply divided again apically, often toothed; lamina strigose, hairs more dense on lower surface; petiole to c. 5 cm long with long reflexed hairs especially towards the apex; stipules membranous, entire. Umbels small, head-like, 3-6-flowered, Ã‚Â± sessile; peduncle filiform, leaf-opposed, shorter than the petiole. Petals greenish, yellowish or purplish. Fruit c. 1 mm long, c. 2 mm wide, compressed laterally; mericarp with acute dorsal and intermediate ribs and inconspicuous lateral ribs."," fruit   1 mm long,   2 mm wide, compressed laterally; mericarp with acute dorsal and intermediate ribs and inconspicuous lateral ribs.",fruit,,,1,,mm,,,2,,mm,checked
missed_pn,Hydrocotyle verticillata,"Description: Perennial herb, glabrous, with rhizomes; stems creeping and rooting at the nodes. Leaves single or in clusters of 2 or 3 from the rhizomes, peltate; lamina circular, mostly 20-40 mm diam., margins crenate, lamina glabrous; petiole to 25 cm long, slender; stipules not evident. Inflorescence simple or a once or twice interrupted spike or compound umbel with 2-7 whorls; flowers 2-5, Ã‚Â± sessile, each subtended by a minute bract; peduncle to 10 cm long or about half as long as the petiole. Petals creamy-yellow. Fruit transversely broad-ellipsoid, flattened laterally, slightly broad cuneate at the base, c. 2 mm long, 2.5-3 mm wide; dorsal and intermediate ribs of mericarp filiform, prominent; lateral ribs inconspicuous."," fruit transversely broad-ellipsoid, flattened laterally, slightly broad cuneate at the base,   2 mm long, 2.5-3 mm wide; dorsal and intermediate ribs of mericarp filiform, prominent; lateral ribs inconspicuous.",fruit,,,2,,mm,,2.5,3,,mm,checked
missed_pn,Hygrophila angustifolia,"Description: Erect herb, decumbent with age, usually 50-100 cm high, mostly glabrous; branches 4-angled. Leaves linear to lanceolate, mostly 2.5-16 cm long, 2-8 mm wide, apex Ã‚Â± obtuse, base attenuate, margins entire and sometimes undulate, glabrous or sparsely hairy; Ã‚Â± sessile. Axillary clusters of 2-12-flowered; flowers sessile; bracts 2-7 mm long. Calyx 8-10 mm long. Corolla blue, mauve or more usually white with darker markings; tube 6-8 mm long; lobes 3-4 mm long. Capsule 10-14 mm long, with 2 small apical swellings; seeds numerous."," capsule 10-14 mm long, with 2 small apical swellings;",capsule,,10,14,,mm,,,,,,checked
missed_pn,Hygrophila costata,"Description: Herb to 2 m high, stems bluntly 4-angled, often reddish, glabrous, the lower nodes swollen and rooting where they contact the ground. Leaves lanceolate to elliptic, 3.5-18 cm long, 0.5-5 cm wide, apex acuminate, base attenuate, margins entire to undulate, cystoliths numerous on upper surface, less so on lower surface, sparsely hairy below on the nerves. Petiole up to 3.5 cm long, glabrous, sometimes absent. Inflorescences axillary, 3-4-flowered; flowers sessile; bracts 6-9 mm long, 1.5-3 mm wide, sparsely hairy. Calyx of 5, equal, linear lobes 5-9 mm long in flower, up to 12 mm long in fruit, sparsely hairy. Corolla white, 5.5-10 mm long. Capsule narrowly oblong, 8-13 mm long, sessile, glabrous."," capsule narrowly oblong, 8-13 mm long, sessile, glabrous.",capsule,,8,13,,mm,,,,,,checked
missed_pn,Hygrophila polysperma,"Description: Aquatic perennial herb in freshwater, occasionally prostrate along edges of watercourses. Leaves oblong-elliptic, opposite with entire margins, 2-6 cm long and 0.5-2 cm wide, sparsely covered with hairs. Flowers solitary, sessile and axillary; corolla bluish-white to white, tubular with two lips, upper lip 2-lobed, lower lip 3-lobed, 1 cm long; calyx hairy, with 5 lobes; stamens 2. Capsule 6-7 mm long, lacking hooks; 20-30 tiny flattened-circular seeds ."," capsule 6-7 mm long, lacking hooks;",capsule,,6,7,,mm,,,,,,checked
missed_pn,Hymenocallis caribaea,"Description: Clump-forming herb; bulb to 10 cm diam. Leaves several, spreading, broad-linear, 30-80 cm long, 4.5-8 cm wide, apex acute. Scape stout, angled, 12-40 cm long, usually shorter than leaves; umbel 6-12-flowered; flowers sessile, fragrant; spathe valves ± triangular, 5-8 cm long. Perianth white; tube 5-11 cm long; lobes linear, spreading to recurved, 7-11 cm long. Corona obconical, 2-3 cm long. Stamens 5.5-13 cm long; anthers linear, 10-20 mm long. Capsule ± globose, 10-18 mm long."," capsule ± globose, 10-18 mm long.",capsule,,10,18,,mm,,10,18,,mm,checked
missed_pn,Hypoestes aristata,"Description: Perennial herb or subshrub to 1 m. Branches usually hairy, the hairs in longitudinal bands. Leaves broadly ovate to lanceolate, lamina 3-13 cm long, 1.5-9 cm wide, apex Ã‚Â± acuminate, base attenuate, margins Ã‚Â± entire, both surfaces usually sparsely hairy; petiole up to 6 cm long. Inflorescences axillary, flowers appearing clustered due to shortening of branches; involucre 5-9 mm long. Calyx shorter than involucre. Corolla pink to mauve-violet or purple except for centre band of upper lip white with crowded purple markings; tube c. 2 cm long; lips 6-14 mm long. Capsule 8-12 mm long, glabrous."," capsule 8-12 mm long, glabrous.",capsule,,8,12,,mm,,,,,,checked
missed_pn,Hypoestes floribunda,"Description: Perennial herb or subshrub 50-100 cm high; branches usually hairy or rarely Ã‚Â± glabrous. Leaves ovate to lanceolate, 10-90 mm long, 4-25 mm wide, apex Ã‚Â± acuminate, margins Ã‚Â± entire, both surfaces usually hairy; petiole 5-15 mm long. Inflorescences terminal or axillary; involucre 5-9 mm long, 1 or 2 at each node but sometimes clustered due to reduction of branches. Calyx shorter than involucre. Corolla tube 5-6 mm long, usually white; lips 6-14 mm long, pink or mauve, sometimes with darker purple and/or white areas on upper lip, rarely all white. Capsule 9-12 mm long, glabrous or sometimes with hairy apex."," capsule 9-12 mm long, glabrous or sometimes with hairy apex.",capsule,,9,12,,mm,,,,,,checked
missed_pn,Hypoestes phyllostachya,"Description: Perennial herb or subshrub to 1 m. Branches, petioles and young leaves densely hairy, the hairs long and white. Leaves ovate to broadly lanceolate, lamina up to c. 5 cm long and 2 cm wide, dark green with pink to lilac spotting above, paler below; apex Ã‚Â± acuminate; base attenuate; margins shallowly crenate to Ã‚Â± entire, both surfaces usually sparsely hairy; petiole up to 2.5 cm long, densely hairy. Flowers axillary, solitary; involucre 8-12 mm long; calyx c. 6 mm long; corolla lilac; tube c. 10 cm long; lips c. 0.7 cm long. Capsule 8-12 mm long, glabrous."," capsule 8-12 mm long, glabrous.",capsule,,8,12,,mm,,,,,,checked
missed_pn,Ilex aquifolium,"Description: Shrub or small tree to 10 (-15) m high, new growth and inflorescences pubescent. Leaves Ã‚Â± oblong-elliptic, 3-11 cm long, 2.5-5 cm wide, margins usually undulate and mostly with 5-9 spinose teeth but sometimes margins entire and Ã‚Â± flat, especially on upper branches of old trees; leathery, upper surface dark green and glossy, lower surface paler and duller; petiole 5-15 mm long, grooved. Cymes 3-flowered, clustered in axils, rarely female flowers solitary; pedicels to 2 mm long. Sepals c. 1.5 mm long. Petals 2-5 mm long, white or pinkish. Drupe globose or ovoid, 7-10 mm diam., bright red."," drupe globose or ovoid, 7-10 mm diam., bright red.",drupe,,7,10,,mm,,7,10,,mm,checked
missed_pn,Impatiens sodenii,"Description: Subshrub to c. 2 m high, suckering, bushy, glabrous. Stems few-branched, green above, red below, thick, Ã‚Â± succulent except at base. Leaves in whorls of up to 6; lamina oblong or oblong-obovate, 6-12 cm long, (1.5-) 2-3.5 cm wide, base attenuate or narrow-cuneate, margin prominently toothed, apex acute; petiole 0.5-2 (-3) cm long, broadly winged (so leaves often appearing sessile). Flowers solitary on slender pedicels amongst axils of uppermost leaves, 5-6.5 cm diam., usually pale pink, but varying from white to violet. Lateral sepals 10-11 mm long, ovate, acuminate; posterior sepal broadly ovate, convex and keeled when fresh, flat or nearly so when dry; spur 2-4.5 cm long; very slender. Corolla irregular, with face flattened; upper petal c. 2.5-3 cm long, 2.5-3 cm wide, deeply emarginate; each lateral petal united at base, having a lower obovate and an upper suborbicular segment, c. 2-2.5 cm long, 1.5-2.5 cm wide, slightly emarginate. Anthers rose. Fruit to c. 2.5 cm long, fusiform, distinctly 5-ribbed, c. 3 mm wide. Seed not seen."," fruit to   2.5 cm long, fusiform, distinctly 5-ribbed,   3 mm wide.",fruit,,,2.5,,cm,,,3,,mm,checked
missed_pn,Ipheion uniflorum,"Description: Erect herb, mostly 11-30 cm high; bulb 13-25 mm diam. Leaves 2-12, 14.5-38 cm long, 4-8 mm wide, with 13-16 longitudinal veins, sheathing a quarter of scape. Flower solitary; scape 8-35 cm long; pedicel 17-55 mm long; spathe entire, with dark purple markings, much shorter than pedicel. Perianth blue with dark blue markings; tube obconical, to 12 mm long; lobes acute, to 16 mm long and 10 mm wide. Stamens with shorter whorl 6-8 mm long, included in tube; longer whorl 10-13 mm long, longer whorl slightly exserted. Capsule 7-10 mm long.", capsule 7-10 mm long.,capsule,,7,10,,mm,,,,,,checked
missed_pn,Ipomoea fimbriosepala,"Description: Annual with twining stems, young stems glabrous, older stems setose. Leaves with lamina narrowly to broadly deltoid, 4-12 cm long, 1-6 cm wide, apex acuminate, mucronulate, base sagittate to hastate, glabrous; petiole 1-5 cm long. Inflorescence 1- few-flowered; peduncles 0.5-3.5 cm long; bracteoles 8-15 mm long, ovate, acuminate to apiculate, membranous, pale green, moderately persistent; pedicels 1-3.5 cm long. Sepals unequal; outer 3 larger, ovate, 13-20 mm long, apex mucronate, abaxially 3-winged, the wings smooth or dentate basally, glabrous. Corolla funnel-shaped, purplish to red with a darker throat, glabrous; tube 2.5-3.5 cm long; limb c. 5 cm diam. Capsule ovoid, 12-14 mm diam.; seeds densely tomentellous."," capsule ovoid, 12-14 mm diam.;",capsule,,,,,,,12,14,,mm,checked
missed_pn,Isoglossa eranthemoides,"Description: Herb to c. 20 cm, branches, petioles and sometimes lower surface of leaves covered with short soft hairs, nodes swollen. Leaves ovate to lanceolate, 2-8 cm long, 10-20 mm wide, apex acute, base asymmetric, margins entire, both surfaces with sparse conical hairs and linear cystoliths, upper surface darker green than lower surface; petiole 5-15 mm long. Inflorescences axillary, of long-pedunculate dichotomous cymes forming panicles; pedicels 2-3 mm long; bracts c. 1 mm long. Calyx 3-5 mm long. Corolla white, pubescent along veins; tube 5-8 mm long, lips c. 4 mm long. Capsule mostly 9-12 mm long; seeds Ã‚Â± concentrically ridged.", capsule mostly 9-12 mm long;,capsule,,9,12,,mm,,,,,,checked
missed_pn,Justicia betonica,"Description: Sprawling herb to 2 m high, forming dense ground cover; stems rooting where they contact the ground, with dense bands of hairs at nodes, glabrous elsewhere. Leaves at each node usually equal, elliptic to obovate, up to 14 cm long and 11 cm wide, margins slightly wavy, upper surface dark green, linear cystoliths absent, lower surface paler; petiole up to 15 mm long. Inflorescence terminal, often on short lateral shoots, up to 13 cm long; each flower subtended by a bract and two bracteoles, each membranaceous, white, with green veins; bracts ovate c. 1.5-2 cm long, c. 1 cm wide; bracteoles similar to bracts but slightly smaller. Calyx 4-5 mm long. Corolla pink; tube c. 7 mm long; lobes c. 7 mm long. Stamens 2, filaments hairy toward base. Capsule up to c. 14 mm long.", capsule up to   14 mm long.,capsule,,,14,,mm,,,,,,checked
missed_pn,Laxmannia compacta,"Description: Prostrate to stilted spreading herb to c. 10 cm high. Leaves spreading to decurved, linear, mostly 4-51 mm long, 1-2 mm wide, long-acute, pungent, margins ciliate; sheath scarious, 2.5-11 mm long. Inflorescences 7-11-flowered; scape erect, 1.7-8.5 cm long; outer bracts 4-8, oblong-ovate, 2-4 mm long, pink-brown; inner bracts 2-4 mm long, irregularly fringed, white to translucent. Flowers white to pink, opening at night. Outer tepals 3-4 mm long; inner tepals 3-5 mm long, loosely tubular with recurved obtuse apices. Stamens 2-4 mm long; anthers c. 0.25 mm long, yellow. Style 0.5-1 mm long. Capsule ovoid to globose, 2-3 mm diam."," capsule ovoid to globose, 2-3 mm diam.",capsule,,2,3,,mm,,2,3,,mm,checked
missed_pn,Laxmannia gracilis,"Description: Erect stilted herb to c. 40 cm high. Leaves spreading to decurved, linear, mostly 6-75 mm long, 1-2 mm wide; sheath with ciliate margins, 4-12 mm long. Inflorescences 4-17-flowered; scape erect, c. 1-15 cm long; outer bracts 4-7, oblong-ovate, 1-4 mm long, red-brown; inner bracts 1-3 mm long, white to translucent, with divided margins. Flowers pink to white, opening at night. Outer tepals 4-6 mm long; inner tepals 5-8 mm long, loosely tubular. Stamens 3-5 mm long; anthers 0.5-1 mm long. Capsule ovoid to globose, 2-3 mm diam., seeds 2-3 mm long."," capsule ovoid to globose, 2-3 mm diam., seeds 2-3 mm long.",capsule,,2,3,,mm,,2,3,,mm,checked
missed_pn,Laxmannia orientalis,"Description: Tufted, stilted herb to 15 cm high. Leaves spreading to decurved, terete, long-pungent, mostly 4-30 mm long, c. 0.5 mm diam., minutely ciliate; sheath scarious, 3-8 mm long, margins entire except fimbriae at apex. Inflorescences 3-7-flowered; scape decurved, Ã‚Â± 0.5 cm long; outer bracts linear-oblong, Ã‚Â± 5 mm long, red-brown; inner bracts 2-4 subtending each flower, 2-4 mm long, translucent or pale red-brown, fimbriate. Flowers white. Outer tepals 4-5 mm long; inner tepals spreading, 3-4 mm long. Stamens c. 2 mm long; anthers 0.5 mm long. Capsule globose, 2-3 mm diam."," capsule globose, 2-3 mm diam.",capsule,,2,3,,mm,,2,3,,mm,checked
missed_pn,Lepidosperma prospectum,"Description: Large caespitose perennial 0.6-1.2 m high, 0.4-1.5 m across. Rhizomes spreading, to at least 30 cm long. Culms 65-115 cm long, 5.3-7.9 mm wide; 0.9-2.2 mm thick, biconvex to planoconvex, striate or smooth, not grooved, margins scabrous, marginal hairs continuous along blade, antrorse, evenly spaced, not resinous, faces glabrous. Culms longer than leaves, culm to leaf ratio Ã‚Â± 0.9. Leaves equitant, spreading at 10-20 degrees in individual ramets, 44-98 cm long. Leaf sheath 6-13 cm long, mid-brown, or dark brown to almost black, not conspicuously resinous, leaf sheath margins translucent, glabrous, smooth or scabrous, face glabrous. Ligule with a free limb, acuminate, glabrous or scabrous. Leaf lamina well-developed, (25-)38-87 cm long, 3.8-7.4 mm wide, 0.3-0.7 mm thick, linear, biconvex to concavo-convex, coarsely or finely striate, not deeply grooved, leaf lamina margins concolorous, not resinous, scabrous, marginal hairs continuous along blade (not interrupted), antrorse, evenly spaced, leaf lamina faces glabrous. Involucral bract 5-17 cm long, sheath 12-48 mm long, green, yellow-brown, pale to dark brown, or grey, not resinous, sheath apex scabrous or puberulous, lamina 38-112 mm long, 2.3-3.3 mm wide, isobilaterally flattened along entire length, or triangular in section at bract lamina apex, scabrous, not resinous, apex acuminate. Inflorescence narrowly ovate, or narrowly elliptic, panicle-like; 8-17 cm long, 28-34 mm wide, with 3-4 orders of branching, primary axis 7-14-noded, lowest internode 30-47 mm long, lateral branches 1 per node, spikelets somewhat distanced near the base of the inflorescence, but contracted above primary or secondary branches, lowest lateral branch 40-91 mm long, 10-30 mm wide (including spikelets). Spikelet prophyll emarginate, margin, keel and abaxial face puberulous. Spikelets 35-90 per lowest lateral branch, 7.1-9.8 mm long; 1.7-3.1 mm diam., all flowers bisexual, fertile, rachilla straight. Sterile floral bracts 4 per spikelet, basal bracts 3.2-4.2 mm long, apex aristate, midrib raised, mucronate, abaxial face puberulous, margins puberulous. Fertile floral bracts 3 per spikelet, 6.9-8.3 mm long, 1.2-1.5 mm wide, apex subulate, not mucronate, midrib apparent, abaxial face puberulous, adaxial face glabrous, margins puberulous. Stamens 3, filaments 4.1-6.8 mm long; anthers 2.5-3.2 mm long, 0.4-0.5 mm wide, with a glabrous apical appendage 0.9-1.1 mm long. Style 3-branched, undivided part 2.6-3.7 mm long, glabrous, branches 1.9-2.7 mm long, hairy. Perianth scales 6, 1.2-1.8 mm long, 0.4-0.7 mm wide, narrow-ovate or ovate, apex caudate or subulate with antrorse hairs, base glabrous. Nutlet 3.7-4.5 mm long, 2.0-2.2 mm diam., ovate to elliptical in outline, ribs raised or almost flush, whitish, pale yellow to pale yellow-brown, glabrous, style base persistent, c. 0.15 mm long, 0.3 mm wide."," nutlet 3.7-4.5 mm long, 2.0-2.2 mm diam., ovate to elliptical in outline, ribs raised or almost flush, whitish, pale yellow to pale yellow-brown, glabrous, style base persistent,   0.15 mm long, 0.3 mm wide.",nutlet,,3.7,4.5,,mm,,2,2.2,,mm,checked
missed_pn,Leucojum aestivum,"Description: Clump-forming herb; bulb 2-4 cm diam. Leaves several, linear, flat, 25-50 cm long, 5-20 mm wide, glabrous, dark green. Scape 40-60 cm long, compressed with 2 prominent edges; umbels 1-5-flowered; pedicels 1.5-6 cm long, sheathed by scarious spathe 2-3.5 cm long. Flowers scented, nodding. Tepals obovate, 10-16 mm long, spreading, white with green spot below apex. Stamens 6-8 mm long, anthers 3.5-5 mm long. Capsule ± ellipsoidal, 6-15 mm long."," capsule ± ellipsoidal, 6-15 mm long.",capsule,,6,15,,mm,,,,,,checked
missed_pn,Lilaeopsis polyantha,"Description: Perennial herb, glabrous, with creeping rhizomes. Phyllodes linear or subulate, 2-30 cm long, 2-4 mm wide, cylindrical or ± flattened, with thin septa. Umbels 2-6-flowered; peduncle 10-30 mm long; bracts minute; pedicels 2-10 mm long. Petals usually purplish. Fruit ± ellipsoid, 1.5-3.5 mm long, 1-2 mm wide; mericarp with acute dorsal and intermediate ribs and 2 obtuse corky lateral ribs."," fruit ± ellipsoid, 1.5-3.5 mm long, 1-2 mm wide; mericarp with acute dorsal and intermediate ribs and 2 obtuse corky lateral ribs.",fruit,,1.5,3.5,,mm,,1,2,,mm,checked
missed_pn,Linospadix monostachyos,"Description: Shrub with stems mostly 1.3-2 m high, occasionally to 5 m high, 2-3 cm diam. Leaves 50-130 cm long, pinnae irregular in shape and distribution, tapered, the terminal pair united; petiole 20-30 cm long. Inflorescence a simple spike, pendulous, 1-1.5 m long, from lower leaf axils. Flowers unisexual. Outer tepals 2-3 mm long; inner tepals 6-8 mm long. Male flowers 6-8 mm long; stamens 8-12. Female flowers 8-12 mm long. Fruit ± globose, 10-12 mm long, red."," fruit ± globose, 10-12 mm long, red.",fruit,,10,12,,mm,,10,12,,mm,checked
