TRY Data Explorer Output	2020-5-28
Trait List

TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum	
252	Leaf calcium (Ca) content per leaf dry mass	8864	6055	1948	
674	Leaf carbon (C) content per dry mass (cotyledons)	20		10	
570	Leaf carbon (C) content per leaf area	34624	32044	4700	
13	Leaf carbon (C) content per leaf dry mass	53222	49358	6342	
3478	Leaf carbon (C) isotope fractionation ('big' Delta 13C)	4476	4447	2733	
89	Leaf carbon (C) isotope signature (delta 13C)	14959	14157	4684	
146	Leaf carbon/nitrogen (C/N) ratio	39319	37160	5337	
151	Leaf carbon/phosphorus (C/P) ratio	164	161	100	
491	Leaf carotenoid content per leaf area	116	116	49	
809	Leaf carotenoid content per leaf dry mass	621	621	464	
725	Leaf cell lumen area per leaf area	20	20	10	
727	Leaf cell lumen length	9	9	9	
176	Leaf cell lumen volume	50	15	7	
728	Leaf cell lumen width	10	10	10	
726	Leaf cell number per leaf area	10	10	10	
3374	Leaf cell wall mass per leaf area	483	367	390	
3375	Leaf cell wall mass per leaf dry mass	587	469	462	
3376	Leaf cell wall nitrogen (N) content per cell wall dry mass	67		53	
3377	Leaf cell wall nitrogen (N) content per leaf area	96		70	
92	Leaf cellulose content per leaf dry mass	1214	912	219	
549	Leaf cerium (Ce) content per leaf dry mass	1473		475	
539	Leaf chlorine (Cl) content per leaf dry mass	2101		629	
416	Leaf chlorophyll a/b ratio	472	456	327	
3001	Leaf chlorophyll content in SPAD units relative	532		1	
413	Leaf chlorophyll content per leaf area	30159	29193	1373	
3476	Leaf chlorophyll content per leaf area (Chl a)	178	162	133	
3477	Leaf chlorophyll content per leaf area (Chl b)	162	162	117	
418	Leaf chlorophyll content per leaf carotene content	149	149	80	
164	Leaf chlorophyll content per leaf dry mass	16824	16274	1670	
3474	Leaf chlorophyll content per leaf dry mass (Chl a)	384	384	268	
3475	Leaf chlorophyll content per leaf dry mass (Chl b)	384	384	268	
732	Leaf chlorophyll content per leaf nitrogen (N) content	15	15	6	
753	Leaf chlorophyll fluorescence	1000	1000	216	
3003	Leaf chloroplast surface area exposed to internal airspace	36		8	
254	Leaf chromium (Cr) content per leaf dry mass	2124	767	807	
454	Leaf clumping factor	6	6	3	
253	Leaf cobalt (Co) content per leaf dry mass	2586	597	749	
582	Leaf color	9870	5518	3177	
17	Leaf compoundness	115459	30133	57922	
3359	Leaf construction cost per leaf area	82	76	65	
2953	Leaf construction cost per leaf dry mass	113	107	96	
930	Leaf contact angle of water droplets 	303	303	4	
255	Leaf copper (Cu) content per leaf dry mass	3109	2647	902	
716	Leaf cuticula thickness	30	30	11	
709	Leaf cuticular conductance	24	24	17	
48	Leaf density (leaf tissue density, leaf dry mass per leaf volume)	43730	40837	4379	
931	Leaf display type	3516	3516	1035	
16	Leaf distribution along the shoot axis (arrangement type)	31627	2876	13130	
932	Leaf distribution along the shoot axis (number)	6	6	2	
3050	Leaf dry mass (cotyledons)	142	142	13	
389	Leaf dry mass (paracotyledons)	89		89	
55	Leaf dry mass (single leaf)	112504	98737	7225	
508	Leaf dry mass fraction per leaf age class	15	15	1	
933	Leaf dry mass loss during leaf senescence	191	152	142	
509	Leaf dry mass per area (LMA) versus leaf nitrogen (N) content 	78	78	4	
3456	Leaf dry mass per branch	92		1	
3055	Leaf dry mass per fresh mass (cotyledons, cotyledon LDMC)	58	58	10	
494	Leaf dry mass per ground area	172	32	11	
47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	214513	203864	6786	
397	Leaf dry mass per metamer dry mass	82	82	72	
555	Leaf dysprosium (Dy) content per leaf dry mass	118		56	
190	Leaf elastic modulus	67	67	32	
677	Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)	30672	25242	3246	
2954	Leaf energy content	195	183	96	
3004	Leaf epidermis area per leaf area	37		8	
338	Leaf epidermis cell area	423		63	
182	Leaf epidermis cell length	76	76	20	
183	Leaf epidermis cell wall thickness	178	178	136	
751	Leaf epidermis conductance	8	8	2	
101	Leaf epidermis thickness	216	42	37	
180	Leaf epidermis volume per leaf volume	723	556	403	
552	Leaf europium (Eu) content per leaf dry mass	1053		390	
934	Leaf floating capacity 	52		52	
3378	Leaf fraction of nitrogen (N) in cell wall	96		70	
163	Leaf fresh mass	47502	46796	2252	
3053	Leaf fresh mass (cotyledons)	58	58	10	
553	Leaf gadolinium (Gd) content per leaf dry mass	249		96	
558	Leaf gold (Au) content per leaf dry mass	345		219	
562	Leaf hafnium (Hf) content per leaf dry mass	307		179	
94	Leaf hemi-cellulose content per leaf dry mass	1142	849	159	
935	Leaf herbivore species	1680		59	
936	Leaf heterophylly	2753	1249	1182	
3024	Leaf homeostatic regulation coefficient of N/P (nitrogen to phosphorus) ratio	48	48	12	
3022	Leaf homeostatic regulation coefficient of nitrogen content per dry mass	24	24	12	
3023	Leaf homeostatic regulation coefficient of phosphorus content per dry mass	24	24	12	
748	Leaf hydraulic conductance	40	40	24	
2955	Leaf hydrogen (H) content per leaf dry mass	436	436	94	
806	Leaf hypodermis thickness	8	8	3	
181	Leaf hypodermis volume per leaf volume	164	3	58	
62	Leaf inrolling of lamina	4748	4713	1688	
3006	Leaf intercellular airspace area per leaf area	37		8	
121	Leaf intercellular volume	280	280	28	
123	Leaf intercellular volume per leaf volume	507	346	119	
256	Leaf iron (Fe) content per leaf dry mass	5461	2844	1552	
937	Leaf isoprene emission category	3785	1272	1991	
938	Leaf isoprene emission rate per leaf area	3160	1458	630	
939	Leaf isoprene emission rate per leaf dry mass	4011	1856	1671	
3062	Leaf lamina dissection index: lamina perimeter / square root of lamina area	177	177	1	
548	Leaf lanthanum (La) content per leaf dry mass	1781		538	
755	Leaf lead (Pb) content per leaf dry mass	92	92	91	
144	Leaf length	21239	6966	7323	
940	Leaf length excluding petiole (leaf lamina length)	10739	4995	2329	
12	Leaf lifespan (longevity)	7101	5120	1622	
10	Leaf light absorption (extinction)	336	11	146	
535	Leaf light transmittance	1	1	1	
87	Leaf lignin content per leaf dry mass	1722	1420	489	
3354	Leaf lithium (Li) content per leaf dry mass	164		148	
557	Leaf lutetium (Lu) content per leaf dry mass	400		151	
2997	Leaf magnesium (Mg) content per leaf	683	683	2	
1253	Leaf magnesium (Mg) content per leaf area 	292	292	40	
257	Leaf magnesium (Mg) content per leaf dry mass	8378	5726	1809	
258	Leaf manganese (Mn) content per leaf dry mass	5598	2836	1561	
963	Leaf margin type	20723	10498	9179	
559	Leaf mercury (Hg) content per leaf dry mass	497	10	231	
107	Leaf mesophyll area per leaf area	115	17	108	
573	Leaf mesophyll cell area	171	10	65	
3005	leaf mesophyll cell area per leaf area	37		8	
729	Leaf mesophyll cell lumen thickness	10	10	10	
175	Leaf mesophyll cell thickness	25	25	11	
19	Leaf mesophyll cell volume	94	6	94	
3383	Leaf mesophyll cell wall thickness	95		82	
964	Leaf mesophyll conductance	702	380	237	
3385	Leaf mesophyll conductance for CO2 per unit chloroplast surface area	112		91	
108	Leaf mesophyll density (number of mesophyll cells per area)	94	6	94	
804	Leaf mesophyll palisade parenchym thickness	17	17	14	
177	Leaf mesophyll palisade parenchym volume per leaf spongiophyll volume	398	398	243	
178	Leaf mesophyll palisade parenchym volume per leaf volume	579	418	270	
365	Leaf mesophyll palisade parenchyma cell area	150		51	
3384	Leaf mesophyll porosity (air space versus volume or area)	90		84	
805	Leaf mesophyll spongiophyll thickness	17	17	14	
179	Leaf mesophyll spongiophyll volume per leaf volume	548	387	265	
3002	Leaf mesophyll surface area exposed to internal airspace	211		162	
103	Leaf mesophyll thickness	110	23	37	
745	Leaf mid vein conductivity	34	34	24	
724	Leaf mid vein cross-sectional area	10	10	10	
723	Leaf mid vein length	10	10	10	
105	Leaf mid vein support tissue thickness	87		22	
104	Leaf mid vein thickness	121	34	50	
743	Leaf mid vein vascular bundle diameter	10	10	10	
744	Leaf mid vein vessel diameter	37	37	34	
742	Leaf mid vein xylem conduits number	17	17	14	
498	Leaf mineral content per leaf dry mass	17	17	2	
79	Leaf minus soil nitrogen (N) isotope signature (leaf delta 15N minus soil delta 15N)	3664	3664	566	
259	Leaf molybdenum (Mo) content per leaf dry mass	1979	1665	733	
550	Leaf neodymium (Nd) content per leaf dry mass	314		121	
261	Leaf nickel (Ni) content per leaf dry mass	1504	1286	642	
661	Leaf nitrate (NO3-) content per leaf dry mass	142		19	
412	Leaf nitrate reductase activity	159	159	115	
660	Leaf nitrogen (N) content organic per leaf dry mass	145		19	
667	Leaf nitrogen (N) content per dry mass (cotyledons)	20		10	
57	Leaf nitrogen (N) content per leaf	1689	1654	842	
50	Leaf nitrogen (N) content per leaf area	65866	57553	8706	
14	Leaf nitrogen (N) content per leaf dry mass	129895	111855	12238	
968	Leaf nitrogen (N) fraction in ammonium (NH4+)	2948	2948	472	
969	Leaf nitrogen (N) fraction in N2	2948	2948	472	
970	Leaf nitrogen (N) fraction in nitrate (NO3-)	2948	2948	472	
187	Leaf nitrogen (N) fraction in Rubisco	121	17	91	
78	Leaf nitrogen (N) isotope signature (delta 15N)	20078	19767	3360	
510	Leaf nitrogen (N) retranslocation prior to leaf senescence	47	47	3	
3046	Leaf nitrogen (N) uptake rate	271		59	
56	Leaf nitrogen/phosphorus (N/P) ratio	16917	10336	3779	
507	Leaf non-structural carbon (TNC) content per leaf dry mass 	397	71	64	
783	Leaf number of chloroplasts per leaf mesopyll cell	94	6	94	
3358	Leaf oxygen (O) isotope signature (delta 18O)	533	533	96	
152	Leaf palatability	2755	107	1009	
142	Leaf perimeter	6001	5857	511	
3060	Leaf perimeter excluding petiol (leaf lamina perimeter)	177	177	1	
779	Leaf petiole diameter	6979	6979	417	
778	Leaf petiole dry mass	10679	10679	486	
1010	Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC)	4812	4812	83	
777	Leaf petiole fresh mass	10021	10021	415	
143	Leaf petiole length	15018	8691	2572	
396	Leaf petiole mass per metamer mass	82	82	72	
973	Leaf petiole projected area	4391	4391	124	
1011	Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole)	3328	3328	43	
1264	Leaf petiole specific length (petiole length per petiole dry mass)	81	81	72	
615	Leaf pH	321	321	140	
37	Leaf phenology type	189703	119305	28514	
147	Leaf phenols content per leaf dry mass	1257	1257	237	
58	Leaf phosphorus (P) content per leaf	1127	1123	374	
51	Leaf phosphorus (P) content per leaf area	26477	23331	4624	
15	Leaf phosphorus (P) content per leaf dry mass	56563	44874	7420	
3026	Leaf phosphorus (P) retranslocation prior to leaf senescence	2395	2395	1486	
186	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf area (Farquhar model)	9733	8266	1472	
185	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf dry mass (Farquhar model)	6574	5655	1337	
487	Leaf photosynthesis carboxylation capacity (Vcmax) per leaf nitrogen (N) content (Farquhar model)	56	56	7	
537	Leaf photosynthesis carboxylation capacity (Vcmax) temperature dependence (Farquhar model)	10	10	3	
479	Leaf photosynthesis CO2 compensation point	309	252	31	
3007	Leaf photosynthesis CO2 concentration at chloroplast	217		111	
3126	Leaf photosynthesis drawdown of CO2 concentration from ambient airspace to intercellular airspace	1572	1286	541	
3380	Leaf photosynthesis drawdown of CO2 concentration from intercellular airspace to chloroplast	220		134	
269	Leaf photosynthesis electron transport capacity (Jmax) per leaf area (Farquhar model)	5752	4671	880	
270	Leaf photosynthesis electron transport capacity (Jmax) per leaf dry mass (Farquhar model)	3366	2697	597	
486	Leaf photosynthesis electron transport capacity (Jmax) per leaf nitrogen (N) content (Farquhar model	56	56	7	
488	Leaf photosynthesis electron transport capacity (Jmax) temperature dependence (Farquhar model)	30	30	3	
720	Leaf photosynthesis irradiance at saturation 	25	25	25	
721	Leaf photosynthesis light compensation point	36	36	36	
533	Leaf photosynthesis light response curvatur	60	60	8	
271	Leaf photosynthesis light use efficiency (LUE)	228	112	112	
666	Leaf photosynthesis oxygenation capacity (Farquhar model)	16		10	
22	Leaf photosynthesis pathway	143148	62684	37315	
1012	Leaf photosynthesis photoperiodism: threshold value	18		14	
1013	Leaf photosynthesis photoperiodism: type	161		116	
3394	Leaf photosynthesis quantum yield (QY; corresponding to photosynthetic efficiency)	477	477	214	
53	Leaf photosynthesis rate per leaf area	62816	53752	4391	
974	Leaf photosynthesis rate per leaf area: transition to TPU limited photosynthesis	368	368	48	
40	Leaf photosynthesis rate per leaf dry mass	20125	14591	3074	
135	Leaf photosynthesis rate per leaf nitrogen (N) content (photosynthetic nitrogen use efficiency, PNUE	138	130	109	
134	Leaf photosynthesis rate per leaf transpiration (photosynthetic water use effinciency: WUE)	1516	967	217	
3128	Leaf photosynthesis rate per stomatal conductance	50		25	
534	Leaf photosynthesis temperature dependence	18	18	4	
49	Leaf photosynthesis: intercellular CO2 concentration	25516	21766	1473	
3379	Leaf photosynthesis: intercellular CO2 concentration to ambient CO2 (ci/ca)	4842	4770	432	
3362	Leaf photosynthesis: maximum rate of PEPc carboxylation (Vpmax) per leaf area	73	73	17	
3393	Leaf photosynthesis: quantum efficiency of photosystem II (maximum potential; FvFm)	475	475	214	
3366	Leaf photosynthetic A/Ci curve: intercellular CO2 concentration	12005		320	
3364	Leaf photosynthetic A/Ci curve: photosynthetic rate per leaf area	12005		320	
3365	Leaf photosynthetic A/Ci curve: stomata conductance per leaf area	12005		320	
3367	Leaf photosynthetic A/Ci curve: transpiration rate per leaf area	12005		320	
583	Leaf porosity	4440	214	2140	
2996	Leaf potassium (K) content per leaf	683	683	2	
52	Leaf potassium (K) content per leaf area	5972	5955	1915	
44	Leaf potassium (K) content per leaf dry mass	11558	8594	2781	
2818	Leaf presence	1536	1536	745	
503	Leaf protein content per leaf dry mass	69	4	12	
982	Leaf relative water content (leaf water content fresh / leaf water content saturated; RWC)	26996	26996	97	
496	Leaf respiration coefficient: growth	2	2	1	
499	Leaf respiration coefficient: maintenance	2	2	1	
1266	Leaf respiration intercellular CO2 concentration at nighttime	525	525	4	
663	Leaf respiration rate in light per dry mass	16		10	
512	Leaf respiration rate in light per leaf area	458	438	27	
664	Leaf respiration rate in light per leaf respiration rate in the dark	16		10	
2943	Leaf respiration rate in the dark as fraction of photosynthetic carboxylation capacity (Vcmax)	1746	1746	674	
665	Leaf respiration rate in the dark minus respiration in light, mass based	16		10	
54	Leaf respiration rate in the dark per leaf area	13595	12053	1434	
41	Leaf respiration rate in the dark per leaf dry mass	16305	11539	1453	
500	Leaf respiration rate in the dark per leaf nitrogen (N) content	78	78	5	
272	Leaf respiration rate in the dark temperature dependence	448	54	86	
975	Leaf revolute or involute	3232	3232	661	
3084	Leaf rhachis area per dry mass (specific leaf area (SLA) of leaf rhachis)	33	33	4	
3079	Leaf rhachis dry mass	80	80	6	
3081	Leaf rhachis dry mass per leaf rhachis fresh mass (leaf rhachis dry matter content; LRDMC)	8	8	2	
3080	Leaf rhachis fresh mass	80	80	6	
3071	Leaf rhachis length	554	397	210	
3076	Leaf rhachis projected area	112	112	5	
543	Leaf rubidium (Rb) content per leaf dry mass	2213	6	739	
504	Leaf Rubisco content per leaf area	152	48	79	
551	Leaf samarium (Sm) content per leaf dry mass	1836		554	
540	Leaf scandium (Sc) content per leaf dry mass	2090		629	
369	Leaf sclerified tissue per leaf lamina tissue	117		43	
368	Leaf sclerified tissue per leaf midrib	143		51	
976	Leaf secondary compound types	1320		59	
263	Leaf selenium (Se) content per leaf dry mass	729	398	313	
154	Leaf shape	56255	17965	15594	
3061	Leaf shape index: lamina length / lamina width	177	177	1	
3465	Leaf sheath area	26		24	
3467	Leaf sheath area per sheath dry mass (sheath SLA)	26		24	
3466	Leaf sheath dry mass	26		24	
977	Leaf sheath length	42	33	31	
978	Leaf shrinkage	3438	3438	371	
264	Leaf silicon (Si) content per leaf dry mass	1391	1382	469	
544	Leaf silver (Ag) content per leaf dry mass	126		72	
260	Leaf sodium (Na) content per leaf dry mass	5694	2967	1681	
708	Leaf solid volume per leaf volume	10	10	6	
85	Leaf soluble components content per leaf dry mass	1181	879	188	
126	Leaf soluble phenols content per leaf dry mass	48	48	48	
505	Leaf starch content per leaf dry mass	464	186	64	
265	Leaf strontium (Sr) content per leaf dry mass	2847	827	1019	
118	Leaf structural dry matter per leaf dry mass	17		17	
115	Leaf structural dry matter per leaf volume	17		17	
506	Leaf sugar content per leaf dry mass	465	138	71	
3013	Leaf sugar/starch ratio	127		5	
262	Leaf sulfur (S) content per leaf dry mass	3539	3139	908	
2998	Leaf sulphate (SO4) content per dry mass	48	48	1	
3382	Leaf surface area of chloroplasts exposed to intercellular airspace per leaf area	118		97	
3381	Leaf surface area of mesophyll cells per leaf area	29		29	
979	Leaf surface pattern type	6992	6992	1034	
980	Leaf surface waxiness	3497	3497	1034	
148	Leaf tannin content per leaf dry mass	471	471	232	
563	Leaf tantalum (Ta) content per leaf dry mass	32		26	
554	Leaf terbium (Tb) content per leaf dry mass	612		239	
3072	Leaf terminal section length	112	112	5	
3078	Leaf terminal section projected area	112	112	5	
2	Leaf texture (sclerophylly, physical strength, toughness)	44331	37283	8144	
46	Leaf thickness	95404	89780	6804	
560	Leaf thorium (Th) content per leaf dry mass	944		377	
266	Leaf titanium (Ti) content per leaf dry mass	1180	1180	366	
1267	Leaf transpiration rate at nighttime	525	525	4	
111	Leaf transpiration rate per leaf area	33961	32396	883	
981	Leaf transpiration rate per leaf dry mass	44229	43159	282	
43	Leaf type	155841	71527	62904	
561	Leaf uranium (U) content per leaf dry mass	50		36	
267	Leaf vanadium (V) content per leaf dry mass	763	590	360	
793	Leaf vascular bundle cell size (area): phloem 	89		37	
794	Leaf vascular bundle cell size (area): sclerenchym 	25		11	
792	Leaf vascular bundle cell size (area): xylem 	74		33	
795	Leaf vascular bundle volume fraction: phloem	160		55	
796	Leaf vascular bundle volume fraction: sclerenchym	160		55	
789	Leaf vascular bundle volume fraction: xylem	160		55	
740	Leaf vein density	6598	5428	458	
741	Leaf veins free ending density	9	9	9	
738	Leaf veins number of vein orders	10	10	10	
739	Leaf veins number of veins on first order	7	7	4	
2951	Leaf venation index (VEI)	579	577	31	
2813	Leaf venation type	6775	600	5620	
367	Leaf vessel diameter	160		55	
965	Leaf volatile organic carbon (VOC): monoterpene emission category	1500	741	614	
966	Leaf volatile organic carbon (VOC): monoterpene emission rate per leaf area	916	568	297	
967	Leaf volatile organic carbon (VOC): monoterpene emission rate per leaf dry mass	1946	1128	521	
2815	Leaf volatile organic carbon (VOC): other than monoterpenes emission	3935	1333	1988	
120	Leaf volume	673	625	64	
782	Leaf volume of chloroplasts	94	6	94	
173	Leaf volume per leaf area	225	225	21	
188	Leaf water & osmotic potential: leaf osmotic potential at full turgor	1048	1048	130	
189	Leaf water & osmotic potential: leaf osmotic potential at turgor loss	151	151	94	
983	Leaf water & osmotic potential: leaf water potential	3332	3332	165	
3468	Leaf water & osmotic potential: leaf water potential at turgor loss point	80	80	80	
3089	Leaf water & osmotic potential: Soil volumetric water content at leaf turgor loss point	25		25	
3088	Leaf water & osmotic potential: soil water potential at leaf turgor loss point	25		25	
711	Leaf water capacitance	42	42	22	
191	Leaf water content apoplastic	3	3	1	
710	Leaf water content at turgor loss point	25	25	19	
3122	Leaf water content per leaf dry mass (at saturation)	39942	39942	58	
3120	Leaf water content per leaf dry mass (not saturated)	113635	113635	3578	
3121	Leaf water content per leaf dry mass missing to leaf water saturation	26683	26683	91	
3402	Leaf water content total	13314	13314	56	
984	Leaf water saturation deficit	26655	26655	73	
572	Leaf water storage capacity (WSC)	261	261	71	
713	Leaf water storage time constant	10	10	6	
714	Leaf water storage transfer resistance	10	10	6	
1258	Leaf water transport system type	13837	13837	61	
707	Leaf water volume per leaf volume	10	10	6	
145	Leaf width	27701	9461	8531	
3038	Leaf width per leaf length	259		59	
417	Leaf xanthophyll plus carotene content per leaf area	162	162	117	
556	Leaf ytterbium (Yb) content per leaf dry mass	676		263	
268	Leaf zinc (Zn) content per leaf dry mass	5214	2845	1575	
985	Leaflet length	1122		395	
971	Leaflet number of first order per leaf	995		370	
972	Leaflet number of second order per leaf	17		6	
759	Leaflet number per leaf	47545	14873	30296	
986	Leaflet width	752		294	
887	Litter (cone, strobilus) nitrogen (N) content per dry mass	56	56	2	
897	Litter (fine root) calcium (Ca) content per fine root litter dry mass	9	9	4	
898	Litter (fine root) carbon (C) content per fine root litter dry mass	12	12	7	
899	Litter (fine root) carbon/nitrogen (C/N) ratio	8	8	6	
900	Litter (fine root) cellulose content per fine root litter dry mass	5	5	3	
1912	Litter (fine root) decomposition per soil surface area (annual)	15	15	1	
1911	Litter (fine root) decomposition per soil surface area (monthly)	12	12	1	
901	Litter (fine root) decomposition rate	35	35	14	
902	Litter (fine root) decomposition rate constant	27	27	17	
1910	Litter (fine root) decomposition: decomposition rate constant	12	12	1	
1917	Litter (fine root) decomposition: fine root dry mass decomposed per soil volume and time	72	72	1	
1919	Litter (fine root) decomposition: fine root length decomposed per ground area during exposition	43	43	2	
1909	Litter (fine root) decomposition: fraction of fine root dry mass not decomposed to original fine roo	2753	2753	116	
1913	Litter (fine root) decomposition: nitrogen (N) immobilization in decomposing fine roots	4	4	4	
903	Litter (fine root) hemicellulose content per fine root litter dry mass	3	3	1	
904	Litter (fine root) lignin content per fine root litter dry mass	11	11	7	
905	Litter (fine root) lignin/nitrogen (lignin/N) ratio	7	7	4	
906	Litter (fine root) magnesium (Mg) content per fine root litter dry mass	9	9	4	
907	Litter (fine root) manganese (Mn) content per fine root litter dry mass	6	6	1	
908	Litter (fine root) nitrogen (N) content per fine root litter dry mass	23	23	13	
909	Litter (fine root) phosphorus (P) content per fine root litter dry mass	11	11	5	
910	Litter (fine root) potassium (K) content per fine root litter dry mass	9	9	4	
911	Litter (fine root) sodium (Na) content per fine root litter dry mass	6	6	1	
912	Litter (fine root) sulfur (S) content per fine root litter dry mass	6	6	1	
943	Litter (leaf) calcium (Ca) content per leaf litter dry mass	32	32	11	
944	Litter (leaf) carbon (C) content per leaf litter dry mass	3	3	3	
945	Litter (leaf) carbon/nitrogen (C/N) ratio	1	1	1	
946	Litter (leaf) cellulose content per leaf litter dry mass	3	3	3	
947	Litter (leaf) copper (Cu) content per leaf litter dry mass	3	3	3	
948	Litter (leaf) decomposition rate	41	41	12	
949	Litter (leaf) decomposition rate constant	32	32	16	
950	Litter (leaf) iron (Fe) content per leaf litter dry mass	3	3	3	
951	Litter (leaf) lignin content per leaf litter dry mass	4	4	4	
952	Litter (leaf) magnesium (Mg) content per leaf litter dry mass	32	32	11	
953	Litter (leaf) manganese (Mn) content per leaf litter dry mass	8	8	5	
954	Litter (leaf) nitrogen (N) content per leaf litter dry mass	33	33	12	
956	Litter (leaf) phenols content per leaf litter dry mass	1	1	1	
957	Litter (leaf) phosphorus (P) content per leaf litter dry mass	32	32	11	
958	Litter (leaf) potassium (K) content per leaf litter dry mass	32	32	11	
959	Litter (leaf) protein content per leaf litter dry mass	1	1	1	
960	Litter (leaf) sodium (Na) content per leaf litter dry mass	6	6	3	
961	Litter (leaf) sulfur (S) content per leaf litter dry mass	6	6	3	
962	Litter (leaf) zinc (Zn) content per leaf litter dry mass	2	2	2	
2880	Litter (other than leaf: twigs, bark, flowers...) decomposition rate	82	82	34	
2881	Litter (other than leaf: twigs, bark, flowers...) decomposition rate constant	150	138	41	
2878	Litter (other than leaf: twigs, bark, flowers...) density	153	121	27	
2910	Litter (other than leaf: twigs, bark, flowers...) iron (Fe) content per litter dry mass	2	1	2	
2885	Litter (other than leaf: twigs, bark, flowers...) lignin content per litter dry mass	41	26	9	
2886	Litter (other than leaf: twigs, bark, flowers...) lignin/nitrogen (N) ratio	9	9	3	
2893	Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass	74	67	13	
2897	Litter (other than leaf: twigs, bark, flowers...) manganese (Mn) content per litter dry mass	12	5	5	
2882	Litter (other than leaf: twigs, bark, flowers...) nitrogen (N) content per litter dry mass	118	111	25	
2896	Litter (other than leaf: twigs, bark, flowers...) phenols content per litter dry mass	1	1	1	
2891	Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass	90	83	19	
2908	Litter (other than leaf: twigs, bark, flowers...) protein content per litter dry mass	1	1	1	
2879	Litter (other than leaf: twigs, bark, flowers...) rot type	5	1	2	
2898	Litter (other than leaf: twigs, bark, flowers...) sodium (Na) content per litter dry mass	54	54	7	
2901	Litter (other than leaf: twigs, bark, flowers...) sulfur (S) content per litter dry mass	20	19	4	
2887	Litter (other than leaf: twigs, bark, flowers...) water content per litter dry mass	9	9	2	
2913	Litter (other than leaf: twigs, bark, flowers…) aluminium (Al) content per litter dry mass	2	1	2	
2884	Litter (other than leaf: twigs, bark, flowers…) C/N ratio	69	69	11	
2892	Litter (other than leaf: twigs, bark, flowers…) calcium (Ca) content per litter dry mass	76	69	14	
2883	Litter (other than leaf: twigs, bark, flowers…) carbon (C) content per litter dry mass	68	67	22	
2888	Litter (other than leaf: twigs, bark, flowers…) cellulose content per litter dry mass	40	25	8	
987	Litter aluminium (Al ) content per litter dry mass	2	2	2	
988	Litter antimony (Sb) content per litter dry mass	2	2	2	
989	Litter arsenic (As) content per litter dry mass	2	2	2	
758	Litter ash content per litter dry mass	52	49	52	
990	Litter cadmium (Cd) content per litter dry mass	2	2	2	
991	Litter calcium (Ca) content per litter dry mass	2	2	2	
72	Litter carbon (C) content per litter dry mass	382	294	200	
1252	Litter carbon (C) isotope signature (delta 13C)	27	27	1	
150	Litter carbon/nitrogen (C/N) ratio	368	109	209	
76	Litter cellulose content per litter dry mass	503	382	248	
992	Litter chromium (Cr) content per litter dry mass	2	2	2	
993	Litter copper (Cu) content per litter dry mass	2	2	2	
39	Litter decomposition rate	4216	3669	977	
994	Litter decomposition rate constant 	51	51	14	
995	Litter iron (Fe) content per litter dry mass	2	2	2	
431	Litter labile compound content per litter dry mass	102		71	
996	Litter lead (Pb) content per litter dry mass	2	2	2	
73	Litter lignin content per litter dry mass	299	153	169	
997	Litter magnesium (Mg) content per litter dry mass	2	2	2	
998	Litter mercury (Hg) content per litter dry mass	2	2	2	
999	Litter molybdenium (Mo) content per litter dry mass	2	2	2	
1000	Litter nickel (Ni) content per litter dry mass	2	2	2	
70	Litter nitrogen (N) content per litter dry mass	1601	1294	801	
1001	Litter nitrogen (N) isotope signature (delta 15N)	27	27	1	
2890	Litter other than leaf phosphorus (P) content per litter dry mass	87	80	19	
1002	Litter phenols content per litter dry mass	13		13	
71	Litter phosphorus (P) content per litter dry mass	787	675	471	
1003	Litter potassium (K) content per litter dry mass	2	2	2	
69	Litter SLA (leaf area per leaf dry mass, specific leaf area, 1/LMA of leaf litter)	480	400	132	
1004	Litter sodium (Na) content per litter dry mass	2	2	2	
1005	Litter sulfur (S) content per litter dry mass	2	2	2	
74	Litter tannin content per litter dry mass	110	110	44	
1006	Litter titanium (Ti) content per litter dry mass	2	2	2	
1199	Litter twig nitrogen (N) content per twig dry mass	75	75	2	
75	Litter water soluble carbon (C) content per litter dry mass	6	6	6	
1007	Litter zinc (Zn) content per litter dry mass	2	2	2	
768	Litterfall per ground area	9	9	9	
3424	Moss (bryophyta) and ferns: spore ornamentation	449		441	
763	Moss and fern spore length	24		10	
767	Moss and fern spore mass	10		10	
766	Moss and fern spore volume	10		10	
764	Moss and fern spore width	744		719	
3419	Moss: arrangement of antheridia and archegonia on gametohytes	718		705	
3420	Moss: arrangement of antheridia and archegonia on monoicous gametohytes	258		251	
3423	Moss: capsule with peristome or not	721		708	
3425	Moss: fruiting frequency	656		645	
3426	Moss: fruiting season	650		639	
3415	Moss: life strategy according to During (1979)	932		699	
3411	Moss: plant growth form (morphological)	721		708	
3414	Moss: plant life form	721		708	
3422	Moss: position of the capsule on the seta	706		693	
3418	Moss: potential to dominate vegetation cover	715		703	
