Site,Species,Latitude,Longitude,Reference.s.,Asat_area_micromol.m2.s,gsw_mmol.m2.s,CiCa,Vcmax25_micromol.m2.s,LMA_g.m2,LeafN_area_g.m2,LeafP_area_g.m2,PNUE,PPUE,MAP,MAT,MI,Radiation,AET,PET,GDD0,Isothermality,Max.Temp,Min.Temp,Temp.Seasonality,VPD,Soil.Phosphorus,Soil.Nitrogen,pH,X.Clay,X.Sand,X.Silt,ECE,BDW,SOC,source_id,collection_date
Longley,Exocarpos cupressiformis,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,5.512,158.079,0.7520359,22.57389,301.4,NA,0.44,NA,12.52727273,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Leptospermum glaucescens,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,7.181,99.588,0.6616193,33.7993,102.4,NA,0.051,NA,140.8039216,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Leptospermum scoparium,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,5.657,86.845,0.7004605,26.6003,107.5,NA,0.065,NA,87.03076923,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Leucopogon ericoides,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,7.104,145.857,0.7616483,29.4182,90.3,NA,0.057,NA,124.6315789,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Melaleuca squamea,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,7.815,123.321,0.6962425,36.85465,110.5,NA,0.051,NA,153.2352941,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Melaleuca squarrosa,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,7.392,95.615,0.622939,36.92943,98.7,NA,0.065,NA,113.7230769,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Monotoca glauca,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,5.156,47.975,0.49523,32.08647,123,NA,0.058,NA,88.89655172,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Longley,Oxylobium ellipticum,-42.98,147.19,Gleason et al. 2012 Func Ecol; Gleason et al. 2013 Int J of Plant Sci,11.975,110.315,0.6288245,57.97385,149.6,NA,0.094,NA,127.393617,988.9450191,11.02360655,1.124781725,13.25599107,724.2678373,879.23283,134.392444,51.29578098,15.97726571,6.002425442,53.84476592,0.336650464,92.084,1600.338047,2.98,0.394806236,59.50070318,14.73708566,19.6868089,1.200165629,3.654970328,Gleason_2012; Gleason_2013,2012/2013
Maleny,Castanospermum australe,-26.78,152.88,Richards and Schmidt 2010 Ecol Appl,6.2,100,0.6563686,30.44358,81.30081,2.44,0.11,2.540983607,56.36363636,1805.714615,19.45988021,1.300162457,17.4923224,1199.842405,1388.837683,221.1252289,50.5120918,23.53986837,13.8599072,58.18190162,0.602488887,944.3547328,4357.978404,4.546055476,0.540243149,42.13713074,19.79782486,7.496063868,1.09120973,5.599152724,Richards_2010,2010
Maleny,Elaeocarpus angustifolius,-26.78,152.88,Richards and Schmidt 2010 Ecol Appl,12.1,200,0.7444444,53.19673,80,2.08,0.17,5.817307692,71.17647059,1805.714615,19.45988021,1.300162457,17.4923224,1199.842405,1388.837683,221.1252289,50.5120918,23.53986837,13.8599072,58.18190162,0.602488887,944.3547328,4357.978404,4.546055476,0.540243149,42.13713074,19.79782486,7.496063868,1.09120973,5.599152724,Richards_2010,2010
Maleny,Grevillea robusta,-26.78,152.88,Richards and Schmidt 2010 Ecol Appl,12.9,300,0.703794,59.53104,102.0408,2.04,0.08,6.323529412,161.25,1805.714615,19.45988021,1.300162457,17.4923224,1199.842405,1388.837683,221.1252289,50.5120918,23.53986837,13.8599072,58.18190162,0.602488887,944.3547328,4357.978404,4.546055476,0.540243149,42.13713074,19.79782486,7.496063868,1.09120973,5.599152724,Richards_2010,2010
Mount Bellenden Ker,Elaeocarpus ferruginiflorus,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,7.223333333,105,0.613333333,40.10562667,212.3966667,2.122666667,0.115666667,3.402952261,62.44956772,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Bellenden Ker,Flindersia oppositifolia,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,3.79,66.33333333,0.753333333,18.21688333,180.5833333,2.153666667,0.119,1.759789506,31.8487395,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Bellenden Ker,Leptospermum wooroonooron,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,8,0.82,1.4316865,158.45,2.153666667,0.095666667,NA,NA,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Bellenden Ker,Musgravea stenostachya,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,3.746666667,78.33333333,0.78,17.41831333,192.2766667,1.660666667,0.084333333,2.256122039,44.42687747,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Bellenden Ker,Myrsine oreophila,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.063333333,67,0.573333333,34.50676333,158.5233333,1.675333333,0.107333333,3.619180263,56.49068323,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Bellenden Ker,Syzygium hemilamprum,-17.26,145.85,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.406666667,71.66666667,0.666666667,27.09237667,182.14,2.234666667,0.120666667,2.419451074,44.80662983,6991.56617,19.99813966,5.476228601,16.40240128,1245.622596,1276.711891,201.0354712,48.38449679,21.62770926,14.99729512,44.30065549,0.363798615,1188.59748,4779.965182,5.040207545,0.767476499,38.12585576,20.99172338,4.7212135,1.012203276,7.171203931,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Aceratium doggrellii,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.53,81,0.64,31.90439,86.7,1.195,0.069,5.464435146,94.63768116,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Agathis atropurpurea,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,48.5,0.545,27.484455,202.3533333,2.101333333,0.121666667,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Archidendron grandiflorum,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.8,74.33333333,0.7,21.49948,86.51666667,2.034333333,0.067333333,2.35949533,71.28712871,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Balanops australiana,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.703333333,78,0.663333333,26.48831,211.81,1.853666667,0.081666667,3.076784751,69.83673469,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Beilschmiedia collina,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.76,95.66666667,0.653333333,32.31729333,144.2033333,2.636666667,0.103333333,2.563843236,65.41935484,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Bobea myrtoides,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,3.9,63,0.713333333,17.58217,98.85666667,1.165333333,0.040333333,3.346681922,96.69421488,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Brackenridgea australiana,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.223333333,51,0.626666667,20.62656,101.2633333,1.403333333,0.049666667,3.009501188,85.03355705,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Canarium australasicum,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,95.5,0.68,30.565325,152.65,1.827333333,0.084333333,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Ceratopetalum succirubrum,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,43,0.68,12.59798,168.77,1.692666667,0.077333333,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Cryptocarya angulata,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,87.5,0.625,34.23547,156.61,2.416666667,0.103,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Cryptocarya densiflora,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.303333333,54.66666667,0.57,28.41277333,120.73,1.529333333,0.071333333,3.467741935,74.34579439,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Elaeocarpus sericopetalus,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,50.5,0.555,28.473765,157.04,2.189333333,0.093666667,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Flindersia bourjotiana,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.18,63.33333333,0.706666667,18.35273467,181.29,2.117333333,0.100666667,1.97418136,41.52317881,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Flindersia pimenteliana,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,44,0.63,18.20554,125.1866667,1.954,0.072666667,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Franciscodendron laurifolium,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,59,0.6,26.86146,121.9733333,1.394666667,0.082666667,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Garcinia sp. Davies Creek (J.G.Tracey 14745),-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,NA,66,0.68,19.00536,215.1466667,2.235,0.093,NA,NA,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Musgravea stenostachya,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,9.36,136,0.676666667,44.23635,179.7833333,1.587,0.059666667,5.897920605,156.8715084,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Pouteria euphlebia,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.933333333,85.66666667,0.61,35.14895333,157.48,2.645666667,0.085666667,2.62063752,80.93385214,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Haig,Sphenostemon lobosporus,-17.09,145.59,L. Cernusak; Bauman et al. 2022 Global Change Biology,5.503333333,75.66666667,0.673333333,25.5254,113.86,1.039333333,0.060333333,5.295060936,91.21546961,2533.909881,20.38909789,1.791322349,17.16619365,1216.384733,1414.547126,234.7745648,51.77509133,23.35890674,15.20822096,44.18143541,0.437517198,310,3682.06044,4.5,0.50045228,38.90608342,22.677749,3.750718832,1.120815237,7.866774082,Bauman_2022; Cernusak_unpub,2022
Mount Keira,Acacia binervata,-34.4,150.85,A. Westerband,4.608897667,35.59922667,0.479193467,31.359728,208.5576,NA,0.179754433,NA,25.6399666,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Alchornea ilicifolia,-34.4,150.85,A. Westerband,3.431582075,30.477337,0.504454,20.26165,173.241475,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Alectryon subcinereus,-34.4,150.85,A. Westerband,1.958473333,19.82198667,0.512627633,15.02809367,96.91312,NA,0.177855653,NA,11.01158887,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Baloghia inophylla,-34.4,150.85,A. Westerband,4.143158,45.6612,0.6025962,19.57423,141.3595,NA,0.07067973,NA,58.61875816,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Ceratopetalum apetalum,-34.4,150.85,A. Westerband,1.9283907,18.77543767,0.522605133,10.43804933,151.9510667,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Citriobatus pauciflorus,-34.4,150.85,A. Westerband,2.754158667,43.38317,0.7044498,11.09936167,115.9544233,NA,0.120431857,NA,22.86902106,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Claoxylon australe,-34.4,150.85,A. Westerband,3.74394228,29.2125148,0.5089265,30.1375194,92.373632,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Croton verreauxii,-34.4,150.85,A. Westerband,11.64458,106.2148,0.5040245,74.5021,91.83742,NA,0.1285724,NA,90.56827126,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Diospyros australis,-34.4,150.85,A. Westerband,8.313673,101.6669,0.6299626,38.10639,197.2619,NA,0.1775357,NA,46.82817597,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Doryphora sassafrass,-34.4,150.85,A. Westerband,3.067525333,26.69823,0.385025167,119.1268833,143.6956667,NA,0.151128333,NA,20.29748668,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Eupomatia laurina,-34.4,150.85,A. Westerband,2.8549245,29.55211,0.56615355,15.164455,86.95186,NA,0.12982791,NA,21.99006747,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Eustrephus latifolius,-34.4,150.85,A. Westerband,3.0125085,29.864665,0.5507657,13.9210948,73.953605,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Ficus coronata,-34.4,150.85,A. Westerband,2.36670428,31.41284333,0.724528567,10.6973936,71.25388333,NA,0.109706117,NA,21.57312967,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Hedycarya angustifolia,-34.4,150.85,A. Westerband,3.146963,34.34999,0.5885396,15.12317,157.3251,NA,0.1730576,NA,18.18448309,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Litsea reticulata,-34.4,150.85,A. Westerband,2.693826,17.817,0.3586995,28.25576,86.96386,NA,0.1217494,NA,22.12598994,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Morinda jasminoides,-34.4,150.85,A. Westerband,3.608832667,34.26266333,0.450218367,16.012685,64.79421667,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Pittosporum undulatum,-34.4,150.85,A. Westerband,2.89149825,24.2443225,0.47579245,18.9484,157.2866,NA,0.164213328,NA,17.60818256,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Prostanthera incisa,-34.4,150.85,A. Westerband,1.5947227,36.038059,0.738823367,5.830053,68.69319333,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Rubus moluccanus,-34.4,150.85,A. Westerband,10.127589,130.0036133,0.6406016,46.10309333,119.6804333,NA,0.1791477,NA,56.53206265,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Smilax australis,-34.4,150.85,A. Westerband,5.230797667,74.52875333,0.601003167,27.11400667,167.0207,NA,0.142489333,NA,36.71009994,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Stephania japonica,-34.4,150.85,A. Westerband,4.177667667,40.5222,0.5715461,21.42536433,95.87776333,NA,0.140335673,NA,29.76910694,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Syncarpia glomulifera,-34.4,150.85,A. Westerband,8.159993,90.46813667,0.5696887,40.94979333,241.3800667,NA,0.169901,NA,48.02792803,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Synoum glandulosum,-34.4,150.85,A. Westerband,4.294263667,40.50397667,0.4157877,25.96131,139.8118667,NA,NA,NA,NA,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
Mount Keira,Syzygium smithii,-34.4,150.85,A. Westerband,3.847634667,34.71037667,0.5144646,21.86863,156.8965333,NA,0.1155912,NA,33.28657083,1522.106922,16.73510533,1.250043448,16.50583938,1053.850079,1217.643214,184.0805619,48.76088045,20.45508668,11.17137863,58.97862281,0.573351127,610.77,3040.628235,4.95,0.633634925,47.55780538,18.01376979,14.53261439,1.069214642,5.973605474,Westerband_2023,2023
