code,codeStem,unique,Family,Binomial,site,size,trait,trait.val,compositeSample
excu,excu1,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,N,0.32444,TRUE
excu,excu2,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,N,0.32585,TRUE
excu,excu3,NA,Santalaceae,Exocarpos cupressiformis,Castlereagh,small,N,0.39841,TRUE
hase,haseB,NA,Proteaceae,Hakea sericea,Castlereagh,small,N,0.12398,TRUE
hase,NA,NA,Proteaceae,Hakea sericea,Castlereagh,small,N,0.10477,TRUE
isan,NA,NA,Proteaceae,Isopogon anemonifolius,Agnes Banks,small,N,0.06088,TRUE
jasc,jasc1,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,N,0.84108,TRUE
jasc,jasc2,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,N,0.83169,TRUE
jasc,jasc3,NA,Fabaceae,Jacksonia scoparia,UWS Flux,small,N,0.72998,TRUE
leer,NA,NA,Ericaceae,Leucopogon ericoides,Agnes Banks,small,N,0.26946,TRUE
lepa,lepa2,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,N,0.3367,TRUE
lepa,lepa3,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,N,0.32198,TRUE
lepa,lepa4,NA,Myrtaceae,Leptospermum parvifolium,Agnes Banks,small,N,0.39087,TRUE
mede,mede1,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,N,0.44914,TRUE
mede,mede2,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,N,0.50135,TRUE
mede,mede3,NA,Myrtaceae,Melaleuca decora,UWS Flux,small,N,0.47695,TRUE
olst,NA,NA,Olacaceae,Olax stricta,Agnes Banks,small,N,0.23319,TRUE
peli,peli1,NA,Proteaceae,Persoonia linearis,Castlereagh,small,N,0.27355,TRUE
peli,peli2,NA,Proteaceae,Persoonia linearis,Castlereagh,small,N,0.16101,TRUE
peli,peli3,NA,Proteaceae,Persoonia linearis,Castlereagh,small,N,0.17158,TRUE
penu,NA,NA,Proteaceae,Persoonia nutans,Agnes Banks,small,N,0.14458,TRUE
pepu,pepu1,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,N,0.12466,TRUE
pepu,pepu2,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,N,0.10873,TRUE
pepu,pepu3,NA,Proteaceae,Petrophile pulchella,Agnes Banks,small,N,0.13969,TRUE
ripi,NA,NA,Euphorbiaceae,Ricinocarpos pinifolius,Agnes Banks,small,N,0.40369,TRUE
