Date,Run,Species,Filter Paper,Assay type,Ramp rate (˚C/h),Combination,Fv/Fm,Tcrit (˚C)-hot,Tcrit (˚C)-cold,experiment,location name,latitude (deg),longitude (deg)
20190808,1,Escallonia rubra,Dry,Cold,240,,0.793,,-15.31,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.818,,-12.86,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.823,,-12.94,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.829,,-12.84,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.834,,-15.39,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.834,,-13.03,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.831,,-16.14,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.835,,-13.07,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.837,,-15.38,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,1,Wahlenbergia ceracea,Dry,Cold,240,,0.833,,-15.01,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.652,,-12.99,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.701,,-14.02,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.756,,-11.27,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.719,,-15.24,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.744,,-13.51,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.791,,-14.02,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.726,,-10.53,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.72,,-12.21,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Melaleuca citrina,Dry,Cold,30,,0.711,,-18.6,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190808,2,Escallonia rubra,Dry,Cold,30,,0.801,,-9.77,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.756,,-11.97,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.752,,-12.81,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.796,,-15.27,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.772,,-14.67,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.772,,-13.91,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.738,,-12.81,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.74,,-8.22,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.814,,-14.52,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Escallonia rubra,Dry,Cold,30,,0.782,,-15.08,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.82,,-13.86,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.828,,-15.93,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.83,,-14.81,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.832,,-15.32,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.819,,-16.39,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.825,,-13.46,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.833,,-14.21,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.823,,-8.39,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.821,,-16.13,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190808,2,Wahlenbergia ceracea,Dry,Cold,30,,0.827,,-16.66,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.791,,-16.2,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.772,,-14.51,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.675,,-15.99,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.733,,-17.09,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.667,,-16.25,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.743,,-13.95,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.658,,-14.12,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.747,,-13.39,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Melaleuca citrina,Dry,Cold,240,,0.708,,-16.42,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,1,Escallonia rubra,Dry,Cold,240,,0.741,,-13.49,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.718,,-14.12,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.671,,-13.69,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.756,,-14.39,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.733,,-14.11,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.762,,-13.26,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.772,,-14.04,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.752,,-13.67,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Escallonia rubra,Dry,Cold,240,,0.767,,-14.06,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.825,,-14.12,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.819,,-13.04,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.819,,-12.22,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.83,,-13.64,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.825,,-12.73,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.834,,-14.2,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.822,,-14.13,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.832,,-12.29,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.811,,-12.98,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,1,Wahlenbergia ceracea,Dry,Cold,240,,0.832,,-13.77,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.678,,-12.4,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.72,,-13.39,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.755,,-9.09,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.751,,-8.84,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.659,,-15.06,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.741,,-10.57,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.736,,-10.97,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.747,,-11.51,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Melaleuca citrina,Dry,Cold,30,,0.759,,-11.22,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190809,2,Escallonia rubra,Dry,Cold,30,,0.742,,-11.93,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.728,,-11.71,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.737,,-10.58,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.718,,-11.98,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.727,,-11.39,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.776,,-12.16,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.756,,-11.18,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.754,,-13.09,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.729,,-10.78,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Escallonia rubra,Dry,Cold,30,,0.759,,-10.81,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.829,,-12.17,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.829,,-10.44,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.825,,-11.32,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.815,,-9.63,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.829,,-8.56,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.834,,-12.89,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.824,,-12.78,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.825,,-12.67,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.828,,-10.37,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190809,2,Wahlenbergia ceracea,Dry,Cold,30,,0.828,,-8.96,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Melaleuca citrina,Dry,Cold,3,,0.671,,-12.33,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190813,1,Melaleuca citrina,Dry,Cold,3,,0.743,,-12.11,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190813,1,Melaleuca citrina,Dry,Cold,3,,0.67,,-15.08,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190813,1,Escallonia rubra,Dry,Cold,3,,0.704,,-12.71,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.685,,-10.82,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.728,,-10.99,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.692,,-13.06,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.733,,-11.16,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.745,,-10.36,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.731,,-9.15,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.735,,-12.14,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.727,,-11.27,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Escallonia rubra,Dry,Cold,3,,0.732,,-11.25,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.819,-14.63,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.824,-15.07,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.834,-13.46,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.83,-14.25,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.831,-13.87,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.816,-10.03,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.832,-12.31,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.831,-14.02,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.822,-13.94,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190813,1,Wahlenbergia ceracea,Dry,Cold,3,,0.823,-14.38,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.711,39.16,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.686,37.33,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.681,36.17,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.709,36.87,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.749,43.56,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.697,37.55,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Melaleuca citrina,Dry,Hot,15,,0.704,39.63,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190826,1,Escallonia rubra,Dry,Hot,15,,0.742,44.02,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.723,44.07,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.757,46.25,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.742,44,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.679,43.54,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.724,43.73,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.669,42.63,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.744,43.73,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Escallonia rubra,Dry,Hot,15,,0.697,44.57,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.753,41.05,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.785,45.46,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.782,42.99,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.772,41.73,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.786,42.17,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.771,41.18,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.77,43.62,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.776,41.19,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.786,45.09,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190826,1,Wahlenbergia ceracea,Dry,Hot,15,,0.796,43.48,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.684,40.02,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.766,44.4,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.725,42.37,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.683,40.59,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.691,41.53,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Melaleuca citrina,Dry,Hot,30,,0.696,41.72,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190827,1,Escallonia rubra,Dry,Hot,30,,0.733,43.36,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.724,44.64,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.657,43,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.66,44.38,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.705,44.22,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.708,43.77,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.684,44.72,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.675,47.74,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Escallonia rubra,Dry,Hot,30,,0.762,44.86,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.731,39.71,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.747,43.03,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.765,41.2,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.766,40.62,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.762,42.69,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.749,40.92,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.786,44.18,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.767,41.92,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.79,42.87,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190827,1,Wahlenbergia ceracea,Dry,Hot,30,,0.761,42.93,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.667,38.52,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.677,37.06,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.715,33.88,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.711,32.17,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.683,37.76,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Melaleuca citrina,Dry,Hot,6,,0.711,32.64,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190828,1,Escallonia rubra,Dry,Hot,6,,0.688,46.57,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.705,47.55,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.725,46.85,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.713,45.57,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.698,46.98,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.681,46.98,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.672,46.85,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Escallonia rubra,Dry,Hot,6,,0.699,46.45,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.74,49.41,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.763,43.62,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.739,43.72,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.739,40.13,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.783,46.74,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.762,43.97,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.763,47.14,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.781,48.19,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.769,43.6,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190828,1,Wahlenbergia ceracea,Dry,Hot,6,,0.786,51.58,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Melaleuca citrina,Dry,Hot,60,,0.661,44.44,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,1,Melaleuca citrina,Dry,Hot,60,,0.694,43.51,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,1,Escallonia rubra,Dry,Hot,60,,0.658,43.93,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,1,Escallonia rubra,Dry,Hot,60,,0.697,45.62,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,1,Escallonia rubra,Dry,Hot,60,,0.694,45.64,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
