site,name_edited,leaf_type(B/N),evergreen/deciduous(E/D),photosynthetic_pathway,plant_growth_form,GrowthForm2 (woody/herbaceuous),N-fixer (Y/N),delta_13C,collector,latitude,longitude,vegetation,MAP (mm),date,name_original,rep,age,lab_or_tree_number,notes,NRA pkat/g fw wo NO3,NRA pkat/g fw w NO3,family
Idalia,Eremophila deserti,NA,NA,NA,NA,NA,NA,-25,NA,-24.08,145,Tropical woodland,450,1992,Mioporum desertii,1,NA,NA,NA,NA,NA,NA
Idalia,Eremophila deserti,NA,NA,NA,NA,NA,NA,-25,NA,-24.08,145,Tropical woodland,450,1992,Mioporum desertii,2,NA,NA,NA,NA,NA,NA
Idalia,Eremophila deserti,NA,NA,NA,NA,NA,NA,-25,NA,-24.08,145,Tropical woodland,450,1992,Mioporum desertii,3,NA,NA,NA,NA,NA,NA
Idalia,Eremophila maculata,NA,NA,NA,NA,NA,NA,-23.7,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla maculosa,1,NA,NA,NA,NA,NA,NA
Idalia,Eremophila maculata,NA,NA,NA,NA,NA,NA,-23.8,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla maculosa,2,NA,NA,NA,NA,NA,NA
Idalia,Eremophila maculata,NA,NA,NA,NA,NA,NA,-23.5,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla maculosa,3,NA,NA,NA,NA,NA,NA
Idalia,Eremophila oppositifolia,NA,NA,NA,NA,NA,NA,-26.7,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla oppositifolia,1,NA,NA,NA,NA,NA,NA
Idalia,Eremophila oppositifolia,NA,NA,NA,NA,NA,NA,-26.6,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla oppositifolia,2,NA,NA,NA,NA,NA,NA
Idalia,Eremophila oppositifolia,NA,NA,NA,NA,NA,NA,-26.6,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla oppositifolia,3,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.1,NA,NA,NA,NA,NA,NA,-25.5,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.1,1,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.1,NA,NA,NA,NA,NA,NA,-25.4,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.1,2,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.1,NA,NA,NA,NA,NA,NA,-25.6,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.1,3,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.2,NA,NA,NA,NA,NA,NA,-24.4,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.2,1,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.2,NA,NA,NA,NA,NA,NA,-24.4,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.2,2,NA,NA,NA,NA,NA,NA
Idalia,Erimophylla sp.2,NA,NA,NA,NA,NA,NA,-24.3,NA,-24.08,145,Tropical woodland,450,1992,Erimophylla sp.2,3,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus brownii,NA,NA,NA,NA,NA,NA,-24.7,NA,-24.08,145,Tropical woodland,450,1992,Eucalyptus brownii,1,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus brownii,NA,NA,NA,NA,NA,NA,-24.8,NA,-24.08,145,Tropical woodland,450,1992,Eucalyptus brownii,2,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus brownii,NA,NA,NA,NA,NA,NA,-24.8,NA,-24.08,145,Tropical woodland,450,1992,Eucalyptus brownii,3,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus cambageana,NA,NA,NA,NA,NA,NA,-23.7,NA,-24.08,145,Tropical woodland,450,1992,E.cambadei,1,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus cambageana,NA,NA,NA,NA,NA,NA,-23.7,NA,-24.08,145,Tropical woodland,450,1992,E.cambadei,2,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus cambageana,NA,NA,NA,NA,NA,NA,-23.8,NA,-24.08,145,Tropical woodland,450,1992,E.cambadei,3,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus melanophloia,NA,NA,NA,NA,NA,NA,-24.6,NA,-24.08,145,Tropical woodland,450,1992,E.meliodora,1,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus melanophloia,NA,NA,NA,NA,NA,NA,-24.9,NA,-24.08,145,Tropical woodland,450,1992,E.meliodora,2,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus melanophloia,NA,NA,NA,NA,NA,NA,-24.8,NA,-24.08,145,Tropical woodland,450,1992,E.meliodora,3,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus populnea,NA,NA,NA,NA,NA,NA,-24.9,NA,-24.08,145,Tropical woodland,450,1992,E. popunea,1,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus populnea,NA,NA,NA,NA,NA,NA,-24.8,NA,-24.08,145,Tropical woodland,450,1992,E. popunea,2,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus populnea,NA,NA,NA,NA,NA,NA,-24.8,NA,-24.08,145,Tropical woodland,450,1992,E. popunea,3,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus thozetiana,NA,NA,NA,NA,NA,NA,-23.3,NA,-24.08,145,Tropical woodland,450,1992,E.rosettiana,1,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus thozetiana,NA,NA,NA,NA,NA,NA,-23.3,NA,-24.08,145,Tropical woodland,450,1992,E.rosettiana,2,NA,NA,NA,NA,NA,NA
Idalia,Eucalyptus thozetiana,NA,NA,NA,NA,NA,NA,-23.1,NA,-24.08,145,Tropical woodland,450,1992,E.rosettiana,3,NA,NA,NA,NA,NA,NA
Idalia,Flindersia maculosa,NA,NA,NA,NA,NA,NA,-25.6,NA,-24.08,145,Tropical woodland,450,1992,Flindersia maculosa,1,NA,NA,NA,NA,NA,NA
Idalia,Flindersia maculosa,NA,NA,NA,NA,NA,NA,-25.7,NA,-24.08,145,Tropical woodland,450,1992,Flindersia maculosa,2,NA,NA,NA,NA,NA,NA
Idalia,Flindersia maculosa,NA,NA,NA,NA,NA,NA,-25.7,NA,-24.08,145,Tropical woodland,450,1992,Flindersia maculosa,3,NA,NA,NA,NA,NA,NA
Idalia,Geijera parviflora,NA,NA,NA,NA,NA,NA,-26.3,NA,-24.08,145,Tropical woodland,450,1992,Geijera hardiflora,1,NA,NA,NA,NA,NA,NA
Idalia,Geijera parviflora,NA,NA,NA,NA,NA,NA,-26.5,NA,-24.08,145,Tropical woodland,450,1992,Geijera hardiflora,2,NA,NA,NA,NA,NA,NA
Idalia,Geijera parviflora,NA,NA,NA,NA,NA,NA,-26.4,NA,-24.08,145,Tropical woodland,450,1992,Geijera hardiflora,3,NA,NA,NA,NA,NA,NA
Idalia,Grevillea striata,NA,NA,NA,NA,NA,NA,-25.3,NA,-24.08,145,Tropical woodland,450,1992,Grevillea striata,1,NA,NA,NA,NA,NA,NA
Idalia,Grevillea striata,NA,NA,NA,NA,NA,NA,-25.1,NA,-24.08,145,Tropical woodland,450,1992,Grevillea striata,2,NA,NA,NA,NA,NA,NA
Idalia,Grevillea striata,NA,NA,NA,NA,NA,NA,-25.2,NA,-24.08,145,Tropical woodland,450,1992,Grevillea striata,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.8,NA,-24.08,145,Tropical woodland,450,1992,L. exo,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.2,NA,-24.08,145,Tropical woodland,450,1992,Liseana exo,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.6,NA,-24.08,145,Tropical woodland,450,1992,Litseana exo,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-26.7,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpei,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.4,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpi Mistletoe,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-28,NA,-24.08,145,Tropical woodland,450,1992,L. exo,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.1,NA,-24.08,145,Tropical woodland,450,1992,Liseana exo,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.6,NA,-24.08,145,Tropical woodland,450,1992,Litseana exo,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-26.6,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpei,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.2,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpi Mistletoe,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-28.1,NA,-24.08,145,Tropical woodland,450,1992,L. exo,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27,NA,-24.08,145,Tropical woodland,450,1992,Liseana exo,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.7,NA,-24.08,145,Tropical woodland,450,1992,Litseana exo,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-26.6,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpei,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiana exocarpi,NA,NA,NA,NA,NA,NA,-27.2,NA,-24.08,145,Tropical woodland,450,1992,Litseana exocarpi Mistletoe,3,NA,NA,NA,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-24.4,NA,-24.08,145,Tropical woodland,450,1992,Host Litophyllum gilva,1,NA,NA,host,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-26,NA,-24.08,145,Tropical woodland,450,1992,Lysiphyllum gilva,1,NA,NA,NA,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-24.4,NA,-24.08,145,Tropical woodland,450,1992,Host Litophyllum gilva,2,NA,NA,host,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-26.1,NA,-24.08,145,Tropical woodland,450,1992,Lysiphyllum gilva,2,NA,NA,NA,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-24.4,NA,-24.08,145,Tropical woodland,450,1992,Host Litophyllum gilva,3,NA,NA,host,NA,NA,NA
Idalia,Lysiphyllum gilvum,NA,NA,NA,NA,NA,NA,-26.1,NA,-24.08,145,Tropical woodland,450,1992,Lysiphyllum gilva,3,NA,NA,NA,NA,NA,NA
Idalia,Maireana georgei,NA,NA,NA,NA,NA,NA,-24.5,NA,-24.08,145,Tropical woodland,450,1992,M. geogii,1,NA,NA,NA,NA,NA,NA
Idalia,Maireana georgei,NA,NA,NA,NA,NA,NA,-24.6,NA,-24.08,145,Tropical woodland,450,1992,M. geogii,2,NA,NA,NA,NA,NA,NA
Idalia,Maireana georgei,NA,NA,NA,NA,NA,NA,-24.5,NA,-24.08,145,Tropical woodland,450,1992,M. geogii,3,NA,NA,NA,NA,NA,NA
Idalia,Maireana tomentosa,NA,NA,NA,NA,NA,NA,-23.6,NA,-24.08,145,Tropical woodland,450,1992,Marin tomentosa,1,NA,NA,NA,NA,NA,NA
Idalia,Maireana tomentosa,NA,NA,NA,NA,NA,NA,-23.6,NA,-24.08,145,Tropical woodland,450,1992,Marin tomentosa,2,NA,NA,NA,NA,NA,NA
Idalia,Maireana tomentosa,NA,NA,NA,NA,NA,NA,-23.7,NA,-24.08,145,Tropical woodland,450,1992,Marin tomentosa,3,NA,NA,NA,NA,NA,NA
Idalia,Neobasia proseriflora,NA,NA,NA,NA,NA,NA,-22.3,NA,-24.08,145,Tropical woodland,450,1992,Neobasia proseriflora,1,NA,NA,NA,NA,NA,NA
Idalia,Neobasia proseriflora,NA,NA,NA,NA,NA,NA,-22.6,NA,-24.08,145,Tropical woodland,450,1992,Neobasia proseriflora,2,NA,NA,NA,NA,NA,NA
Idalia,Neobasia proseriflora,NA,NA,NA,NA,NA,NA,-22.7,NA,-24.08,145,Tropical woodland,450,1992,Neobasia proseriflora,3,NA,NA,NA,NA,NA,NA
Idalia,Owenia acidula,NA,NA,NA,NA,NA,NA,-27.9,NA,-24.08,145,Tropical woodland,450,1992,Owenia acidula,1,NA,NA,NA,NA,NA,NA
Idalia,Owenia acidula,NA,NA,NA,NA,NA,NA,-27.9,NA,-24.08,145,Tropical woodland,450,1992,Owenia acidula,2,NA,NA,NA,NA,NA,NA
Idalia,Owenia acidula,NA,NA,NA,NA,NA,NA,-27.6,NA,-24.08,145,Tropical woodland,450,1992,Owenia acidula,3,NA,NA,NA,NA,NA,NA
Idalia,Parsonsia sp.,NA,NA,NA,NA,NA,NA,-26,NA,-24.08,145,Tropical woodland,450,1992,Parsonsia,1,NA,NA,NA,NA,NA,NA
Idalia,Parsonsia sp.,NA,NA,NA,NA,NA,NA,-26.1,NA,-24.08,145,Tropical woodland,450,1992,Parsonsia,2,NA,NA,NA,NA,NA,NA
Idalia,Parsonsia sp.,NA,NA,NA,NA,NA,NA,-26,NA,-24.08,145,Tropical woodland,450,1992,Parsonsia,3,NA,NA,NA,NA,NA,NA
Idalia,Phebalium glandulosum,NA,NA,NA,NA,NA,NA,-27.2,NA,-24.08,145,Tropical woodland,450,1992,Phabalium glandulosus,1,NA,NA,NA,NA,NA,NA
Idalia,Phebalium glandulosum,NA,NA,NA,NA,NA,NA,-26.9,NA,-24.08,145,Tropical woodland,450,1992,Phabalium glandulosus,2,NA,NA,NA,NA,NA,NA
Idalia,Phebalium glandulosum,NA,NA,NA,NA,NA,NA,-27.1,NA,-24.08,145,Tropical woodland,450,1992,Phabalium glandulosus,3,NA,NA,NA,NA,NA,NA
Idalia,Pterocaulon sphacelatum,NA,NA,NA,NA,NA,NA,-25.2,NA,-24.08,145,Tropical woodland,450,1992,Pterocaulon sphacelatun,1,NA,NA,NA,NA,NA,NA
Idalia,Pterocaulon sphacelatum,NA,NA,NA,NA,NA,NA,-25.2,NA,-24.08,145,Tropical woodland,450,1992,Pterocaulon sphacelatun,2,NA,NA,NA,NA,NA,NA
Idalia,Pterocaulon sphacelatum,NA,NA,NA,NA,NA,NA,-25,NA,-24.08,145,Tropical woodland,450,1992,Pterocaulon sphacelatun,3,NA,NA,NA,NA,NA,NA
Idalia,Santalum lanceolatum,NA,NA,NA,NA,NA,NA,-26.6,NA,-24.08,145,Tropical woodland,450,1992,Santalum lanceolatum,1,NA,NA,NA,NA,NA,NA
Idalia,Santalum lanceolatum,NA,NA,NA,NA,NA,NA,-26.5,NA,-24.08,145,Tropical woodland,450,1992,Santalum lanceolatum,2,NA,NA,NA,NA,NA,NA
Idalia,Santalum lanceolatum,NA,NA,NA,NA,NA,NA,-26.5,NA,-24.08,145,Tropical woodland,450,1992,Santalum lanceolatum,3,NA,NA,NA,NA,NA,NA
Idalia,Solanum quadriloculatum,NA,NA,NA,NA,NA,NA,-27,NA,-24.08,145,Tropical woodland,450,1992,Solanum quadriloculatum,1,NA,NA,NA,NA,NA,NA
Idalia,Solanum quadriloculatum,NA,NA,NA,NA,NA,NA,-27,NA,-24.08,145,Tropical woodland,450,1992,Solanum quadriloculatum,2,NA,NA,NA,NA,NA,NA
Idalia,Solanum quadriloculatum,NA,NA,NA,NA,NA,NA,-27,NA,-24.08,145,Tropical woodland,450,1992,Solanum quadriloculatum,3,NA,NA,NA,NA,NA,NA
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-28.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,L1,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,L4,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-29.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,L14,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-28.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,L21,NA,NA,NA,Elaeocarpaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,L2,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-29.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-27.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,MQ1,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,L13,NA,NA,NA,Myrtaceae
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-30.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,CS1,NA,NA,NA,Myrtaceae
Loganholme,Eucalyptus robusta,NA,NA,NA,NA,NA,NA,-27.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,L15,NA,NA,NA,Myrtaceae
Loganholme,Lophostemon confertus,NA,NA,NA,NA,NA,NA,-27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC2,NA,NA,NA,Myrtaceae
Loganholme,Cryptocarya erythroxylon,NA,NA,NA,NA,NA,NA,-27.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,L3,NA,NA,NA,Lauraceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-28.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,L5,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-27.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,L10,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-24.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-26.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,L11,NA,NA,NA,Rhamnaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,L6,NA,NA,NA,Casuarinaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casuarinaceae
Loganholme,Glochidion sumatranum,NA,NA,NA,NA,NA,NA,-28.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,L7,NA,NA,NA,Euphorbiaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-29.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,L8,NA,NA,NA,Sapindaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-30.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sapindaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-30.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,L9,NA,NA,NA,Mimosaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-28.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,L18,NA,NA,NA,Mimosaceae
Loganholme,Pittosporum undulatum,NA,NA,NA,NA,NA,NA,-29.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,L16,NA,NA,NA,Pittosporaceae
Loganholme,Drypetes australasica,NA,NA,NA,NA,NA,NA,-29.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,DA1,NA,NA,NA,Pittosporaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-28.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,L1,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-30.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,L4,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-29.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,L14,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-28.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,L21,NA,NA,NA,Elaeocarpaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,L2,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-29.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-27.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,MQ1,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-29.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,L13,NA,NA,NA,Myrtaceae
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-30.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,CS1,NA,NA,NA,Myrtaceae
Loganholme,Eucalyptus robusta,NA,NA,NA,NA,NA,NA,-27.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,L15,NA,NA,NA,Myrtaceae
Loganholme,Lophostemon confertus,NA,NA,NA,NA,NA,NA,-27.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC2,NA,NA,NA,Myrtaceae
Loganholme,Cryptocarya erythroxylon,NA,NA,NA,NA,NA,NA,-27.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,L3,NA,NA,NA,Lauraceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-28.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,L5,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-27.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,L10,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-25.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-26.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,L11,NA,NA,NA,Rhamnaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,L6,NA,NA,NA,Casuarinaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casuarinaceae
Loganholme,Glochidion sumatranum,NA,NA,NA,NA,NA,NA,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,L7,NA,NA,NA,Euphorbiaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-29.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,L8,NA,NA,NA,Sapindaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sapindaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-30.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,L9,NA,NA,NA,Mimosaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-28.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,L18,NA,NA,NA,Mimosaceae
Loganholme,Pittosporum undulatum,NA,NA,NA,NA,NA,NA,-29.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,L16,NA,NA,NA,Pittosporaceae
Loganholme,Drypetes australasica,NA,NA,NA,NA,NA,NA,-29.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,DA1,NA,NA,NA,Pittosporaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-28.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,L1,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-30.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,L4,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-29.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,L14,NA,NA,NA,Elaeocarpaceae
Loganholme,Elaeocarpus obovatus,NA,NA,NA,NA,NA,NA,-31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,L21,NA,NA,NA,Elaeocarpaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,L2,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-29.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-27.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,L19,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,MQ1,NA,NA,NA,Myrtaceae
Loganholme,Melaleuca quinquinervia,NA,NA,NA,NA,NA,NA,-30.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae
