genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Hakea,Hakea francisiana,"shrub or tree to over 8 m high,",perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 1:20 (1858)."
Hakea,Hakea tephrosperma,shrub or small tree resembling leucoptera;,perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Suppl. Primum Prod. Fl. Nov. Holl. Prot. Nov. 26 (1830)."
Hakea,Hakea,shrubs or small trees.,perennial,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Schrader, in Schrader & Wendl., Sert. Hannov. 27 (1797)."
Hakea,Hakea sericea,divaricate shrub to 4 m high;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Schrader, in Schrader & Wendl., Sert. Hannov. 27 (1797)."
Hakea,Hakea suberea,NA,perennial,inferred_from_family,NA,NA,NA,inferred_from_life_history,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: S. Moore, J. Linn. Soc.(Bot.) 34:223 (1899)."
Hakea,Hakea divaricata,crooked-boled tree or shrub to 6 m high with furrowed corky bark;,perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L. Johnson, Contr. N.S.W. hath. Herb. 3:93 (1962)."
Hakea,Hakea vittata,prostrate or low straggly or dense bush or shrub 0.1-2 m high;,perennial,inferred_from_family,NA,NA,shrub,bush shrub,NA,NA,NA,NA,prostrate dense,prostrate dense,woody,NA,"Citation: R. Br., Trans. Linn. Soc. 10:182 (1810)."
Hakea,Hakea leucoptera,"small shrub to tree, 1-8 m tall;",perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Trans. Linn. Soc. 10:180 (1810)."
Hakea,Hakea muelleriana,"erect rounded shrub 1-4 m high,",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: J. Black, Fl. S. Aust. 267 (1948)."
Hakea,Hakea minyma,"bushy shrub or tree, 1-6 m high, of similar diameter,",perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,bushy,bushy,woody,NA,"Citation: Maconochie, Trans. R. Soc. S. Aust. 97:130 (1973)."
Hakea,Hakea rugosa,low spreading intricate bush or rounded compact shrub 0.2-2.5 m high;,perennial,inferred_from_family,NA,NA,shrub,bush shrub,NA,NA,NA,NA,spreading compact,spreading compact,woody,NA,"Citation: R. Br., Trans. Linn. Soc. 10:179 (1810)."
Hakea,Hakea cycloptera,straggly bush or shrub 0.3-1.3 m high;,perennial,inferred_from_family,NA,NA,shrub,bush shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Trans. Linn. Soc. 10:182 (1810)."
Hakea,Hakea carinata,"erect often untidy shrub 1.5-3 m high,",perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Muell. ex Meissner, Linnaea 26:360 (1854)."
Hakea,Hakea repullulans,NA,perennial,inferred_from_family,NA,NA,NA,inferred_from_life_history,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: H.M. Lee, Aust. J. Bot. 32:681 (1984)."
Hakea,Hakea rostrata,spreading or rounded shrub 1-5 m high;,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: F. Muell. ex Meissner, Linnaea 26:259 (1854)."
Hakea,Hakea aenigma,compact shrub to 2.5 m high.,perennial,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,compact,compact,woody,NA,"Citation: W.R. Barker & Haegi in Haegi & W.R. Barker, J. Adelaide Bot. Gard. 7:261 (1985)."
Hakea,Hakea laurina,tall shrub or tall tree to circa 6 m;,perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Suppl. Primum Prod. Fl. Nov. Holl. Prot. Nov. 29 (1830)."
Hakea,Hakea ednieana,shrub or small tree 2-5 m high.,perennial,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Tate, Trans. R.Soc. S. Aust. 7:70 (1885)."
Hakea,Hakea nodosa,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Trans. Linn. Soc. 10:179 (1810)."
Hakea,Hakea eyreana,"bushy tree 2-4 m high, rarely 6 m.",perennial,inferred_from_family,NA,NA,tree,tree,NA,NA,NA,NA,bushy,bushy,woody,NA,"Citation: D. McGillivray, Telopea 1:30 (1975)."
Halgania,Halgania,perennial shrubs more or less covered with hairs  broad base and often mixed with glandular ones;,perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Gaudich., Voy. aut. Monde (Bot.) 448 (1829)."
Halgania,Halgania andromedifolia,"perennial shrubs to 1.3 m high, usually little-branched, glutinous,",perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Behr & F. Muell., Fragm. Phyt. Aust. 1:209 (1859)."
Halgania,Halgania cyanea,"perennial shrubs to 60 cm high, muchbranched,",perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Lindley, Sketch Veg. Swan Riv. Col. 40 (1840)."
Halgania,Halgania erecta,"perennial shrubs to 40 cm high,",perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Ewart & Rees, Proc. R. Soc. Vic. 23:58 (1911)."
Haloragaceae,Haloragaceae,"plants ephemeral, annual or perennial; herbs, subshrubs, shrubs or rarely small trees; plants monoecious or dioecious;",ephemeral annual perennial,ephemeral annual perennial,NA,NA,herb subshrub shrub tree,herbs subshrubs shrubs trees,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,woody herbaceous,NA,Author:Prepared by A. E. Orchard
Haloragis,Haloragis,annual or perennial herbs or subshrubs 10-150 cm tall;,annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Forster & Forster f., Char. Gen. Pl. 61, t. 31 (1775)."
Haloragis,Haloragis acutangula,"perennial herb or subshrub 20-45 cm tall, rootstock a tap root, stems erect or ascending, 4-ribbed,",perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Citation: F. Muell., Trans. Vict. lnst. 1:125 (1855)."
Haloragis,Haloragis aspera,"perennial herb 12-25 cm tall,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 306 (1848)."
Haloragis,Haloragis heterophylla,perennial herb 15-50 cm tall.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Brongn. in Duperrey, Voy. la Coquille t. 68A (1831)."
Haloragis,Haloragis eichleri,perennial herb or subshrub 25-50 cm tall;,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Bull. Auckland Inst. Mus. 10288 (1975)."
Haloragis,Haloragis eyreana,perennial herbs 10-30 cm tall;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., J. Adelaide Bot. Gard. 2:253 (1980)."
Haloragis,Haloragis glauca,perennial herb 30-50 cm tall;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 91 (1848)."
Haloragis,Haloragis gossei,herbaceous annual 20-40 cm tall;,annual,annual,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 8:161 (1874)."
Haloragis,Haloragis myriocarpa,perennial herb 30-60 cm tall;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Bull. Auckland Inst. Mus. 10:132 (1975)."
Haloragis,Haloragis odontocarpa,annual herb 10-100 cm tall; tap root present;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 1:108 (1859)."
Haloragis,Haloragis uncatipila,perennial subshrub 40-80 cm tall;,perennial,perennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Orch., Bull. Auckland Inst. Mus. 10:116 (1975)."
Haloragis,Haloragis brownii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Schindler, Bot. Jb. 34, Beibl. 7725 (1904)."
Halosarcia,Halosarcia cupuliformis,small shrub circa 25 cm high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:61 (1980)."
Halosarcia,Halosarcia flabelliformis,woody perennial to 20 cm high;,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:52 (1980)."
Halosarcia,Halosarcia fontinalis,shrub to 70 cm high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:39 (1980)."
Halosarcia,Halosarcia halocnemoides,spreading or erect shrubs to 0.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:31 (1980)."
Halosarcia,Halosarcia halocnemoides halocnemoides,"articles narrowly obovoid to subglobular, 2-5 mm long, usually glossy, entire.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Citation: Ill. Wilson (1980) Nuytsia 3:87.
Halosarcia,Halosarcia halocnemoides longispicata,"articles barrel-shaped, circa 5 mm long; 2.5 mm diam., entire.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Paul G. Wilson, Nuytsia 3:34 (1980)."
Halosarcia,Halosarcia halocnemoides tenuis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: Paul G. Wilson, Nuytsia 3:36 (1980)."
Halosarcia,Halosarcia indica,decumbent perennial to stout erect shrub.,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:63 (1980)."
Halosarcia,Halosarcia indica bidens,robust shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:67 (1980)."
Halosarcia,Halosarcia indica leiostachya,small decumbent to erect shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:66 (1980)."
Halosarcia,Halosarcia lepidosperma,erect shrub to 1 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:47 (1980)."
Halosarcia,Halosarcia lylei,erect shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:49 (1980)."
Halosarcia,Halosarcia nitida,shrub circa 0.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:38 (1980)."
Halosarcia,Halosarcia pergranulata,erect spreading or decumbent shrub or perennial herb to 50 cm high.,perennial,perennial,NA,NA,herb shrub,herb shrub,NA,NA,NA,NA,erect decumbent spreading,erect decumbent spreading,woody herbaceous,NA,"Citation: Paul G. Wilson, Nuytsia 3:40 (1983)."
Halosarcia,Halosarcia pergranulata divaricata,erect shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:45 (1980)."
Halosarcia,Halosarcia pergranulata elongata,erect to decumbent perennial to 25 cm high.,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,erect decumbent,erect decumbent,herbaceous,NA,"Citation: Paul G. Wilson, Nuytsia 3:43 (1980)."
Halosarcia,Halosarcia pergranulata pergranulata,erect shrub circa 0.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,NA
Halosarcia,Halosarcia pluriflora,shrubs to 1 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:39 (1980)."
Halosarcia,Halosarcia pruinosa,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:54 (1980)."
Halosarcia,Halosarcia pterygosperma,spreading shrub to 0.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:48 (1980) subsp. pterygosperma."
Halosarcia,Halosarcia syncarpa,decumbent to erect shrub 0.2-1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:56 (1980)."
Halosarcia,Halosarcia undulata,shrub to 50 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Paul G. Wilson, Nuytsia 3:58 (1980)."
Hannafordia,Hannafordia,"woody evergreen shrubs,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 2:9 (1860)."
Hannafordia,Hannafordia bissellii,"woody evergreen shrubs,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,Citation: M m. Mus. Hist. Nat. Paris 7:461 ( 1821).
Hardenbergia,Hardenbergia,"glabrous trailing or prostrate herbs or undershrubs, often supported by shrubs;",NA,NA,NA,NA,herb subshrub shrub,herbs undershrubs shrubs,NA,NA,NA,NA,prostrate,prostrate trailing,woody herbaceous,NA,"Citation: Benth., in Endl., Enum. Pl. H gel 40 (1837)."
Hardenbergia,Hardenbergia violacea,glabrous prostrate or twining subshrub with long corky-woodytaproots;,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,prostrate,prostrate,woody_root,woodytaproots,"Citation: Stearn, J. Bot. Lond. 78:70 (1940)."
Harmsiodoxa,Harmsiodoxa,annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: O. Schulz, Pflanzenr. 86:260 (1924)."
Harmsiodoxa,Harmsiodoxa blennodioides,"plant erect, to 30 cm tall,",annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: O. Schulz, Pflanzenr. 86:261 (1924)."
Harmsiodoxa,Harmsiodoxa brevipes major,NA,annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 89:217'(1965)."
Harmsiodoxa,Harmsiodoxa brevipes brevipes,NA,annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Harmsiodoxa,Harmsiodoxa brevipes,"plant prostrate to erect, to 40 cm tall,",annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect prostrate,erect prostrate,herbaceous,NA,"Citation: O. Schulz, Pflanzenr. 86:263 (1924)."
Harmsiodoxa,Harmsiodoxa puberula,"plant erect, to 50 cm tall,",annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: E. Shaw, Trans. R. Soc. S. Aust. 89:212 (1965)."
Hedera,Hedera,woody evergreen climbers or shrubs with peltate or stellate hairs;,perennial,inferred_from_family,NA,NA,shrub climber,shrubs climbers,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 202 (1753)."
Hedypnois,Hedypnois rhagadioloides,"annual 3-30 cm high, softly herbaceous, pale-green;",annual,annual,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F.W. Schmidt, Samml. Phys.-Oekon.Aufs tze 1:279 (1795)."
Helianthus,Helianthus,annual and perennial herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 904 (1755)."
Helianthus,Helianthus annuus,annual herb 1-2 m high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 904 (1753)."
Helichrysum,Helichrysum adenophorum,erect annual herb 20-50 cm tall.,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: F. Muell., Trans. Vict. Inst. 38 (1855)."
Helichrysum,Helichrysum scorpioides,annual or perennial herbs or subshrubs;,annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Citation: Sect. Chrysocephalum (Walp.) Benth. (1867) Fl. Aust. 3:614.
Helichrysum,Helichrysum blandowskianum,erect perennial herb 20-50 cm tall with a branched crown at the base;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Steetz ex Sonder, Linnaea 25:512 (1853)."
Helichrysum,Helichrysum apiculatum,very variable sometimes bushy perennial herb 7-60 cm tall with a woodyrootstock;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,bushy,bushy,woody_root herbaceous,woodyrootstock,"Citation:  D. Don, Mere. Werner Nat. Hist. Soc. 5:550 (1824)."
Helichrysum,Helichrysum baxteri,erect perennial herb 15-40 cm tall with successive seasons growth from a branched woodybase;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,woody_base herbaceous,woodybase,"Citation: Cunn. ex DC., Prod. 6:193 (1838)."
Helichrysum,Helichrysum ambiguum,malodorous bushy tap-rooted perennial herb 20-40 cm tall and up to 50 cm diam..,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,bushy,bushy,herbaceous,NA,"Citation: Turcz., Bull. Soc. Nat. Mosc. 24:195 (1851)."
Helichrysum,Helichrysum eremaeum,muchbranched tap-rooted herb 20-40 cm tall and diam.. with a perennial rootstock;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Haegi, sp. nov."
Helichrysum,Helichrysum pterochaetum,"rigid bushy perennial herb 15-40 cm tall and diam., or subshrub with a woody stock or lower woody branches;",perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,bushy,bushy,woody_root woody_base herbaceous,NA,"Citation: F. Muell., Rep. Babbage Exped. 1858 14 ( 1859)."
Helichrysum,Helichrysum semipapposum,perennial herbs or undershrubs;,perennial,perennial,NA,NA,herb subshrub,herbs undershrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Citation: Sect. Oxylepis Benth. (1867) FI. Aust. 3:614.
Helichrysum,Helichrysum rutidolepis,stoloniferous perennial herb 15-40 cm tall and up to 1 m diam.;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Citation: DC., Prod. 6:194 (1838)."
Helichrysum,Helichrysum monochaetum,sparingly to muchbranched annual herbs 2-18 cm tall and up to 10 cm diam..,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  H. Eichler, Taxon 12:295 (1963)."
Helichrysum,Helichrysum,annual herbs: lower leaves opposite.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author:Prepared by L. Haegi; Citation: Miller, Sect. Lawrencella (Lindley) Benlb. (1867) Fl. Aust. 3:613."
Helichrysum,Helichrysum leucopsideum,deep-rooted perennial herb 15-50 cm tall with a woodyrootstock;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,woody_root herbaceous,woodyrootstock,"Citation: DC., Prod. 6:193 (1838)."
Helichrysum,Helichrysum davenportii,"annual herb 7-40 cm tall, usually with several erect unbranched stems;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 3:32 (1862)."
Helichrysum,Helichrysum cassinianum,annual herb 7-40 cm tall with several ascending stems;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,decumbent,ascending,herbaceous,NA,"Citation: Gaudich., Voy. aut. Monde (Bot.) 12:466 (1830)."
Helichrysum,Helichrysum semifertile,annual or perennial herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Citation: Sect. Xerochlaena Benth. (1867) Fl.Aust. 3:613.
Helichrysum,Helichrysum bracteatum,"very variable erect herb 20-80 cm tall, usually annual, sometimes perennial.",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation:  Andrews, Bot. Rep. 6:t. 428 (1805)."
Helichrysum,Helichrysum catadromum,low usually rounded rather rigid shrub 15 cm to 1 m tall and up to 1 m diam.: branches closely woolly-tomentose.,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Wakef., Victorian Nat. 68:51 (1951)."
Helichrysum,Helichrysum bilobum,erect shrub 70 cm-l.5 m tall;,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Wakef., Victorian Nat. 68:51 (1951)."
Helichrysum,Helichrysum ambiguum vinaceum,"muchbranched herb with successive seasons' growth from a rootstock crown, ;",annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Haegi, subsp. nov."
Helichrysum,Helichrysum dendroideum,"erect shrub circa 2 m tall, rarely a small tree to 5 m tall;",annual,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Wakef., Victorian Nat. 68:50 (1951)."
Helichrysum,Helichrysum paralium,erect bushy shrub 1-2 m tall;,annual,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,"Citation: W.M. Curtis, Student's Fl. Tasm. 2:463 (1963)."
Helichrysum,Helichrysum ayersii,sparingly branched erect herb 6-50 cm tall;,annual,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 8:167 (1874)."
Helichrysum,Helichrysum bilobum scabrum,NA,annual,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  N. Burb., Aust. J. Bot. 6:255 (1958)."
Helichrysum,Helichrysum obtusifolium,"bushy somewhat rigid muchbranched tap-rooted perennial, 10-30 cm tall;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,bushy,bushy,herbaceous,NA,"Citation: F. Muell. & Sonder ex Sonder, Linnaea 25:513 (1853)."
Heliotropium,Heliotropium,"annual or perennial herbs,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 130 (1753)."
Heliotropium,Heliotropium filaginoides,"perennial, usually cushion-shaped;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,cushion-forming,cushion,herbaceous,NA,"Citation: Benth., Fl. Aust. 4:398 (1868)."
Heliotropium,Heliotropium undulatum,semi-erect annual;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Vahl, Symb. Bot. 1:13 (1790)."
Heliotropium,Heliotropium europaeum,erect annual;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 187 (1753)."
Heliotropium,Heliotropium supinum,semiprostrate annual;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 130 (1753)."
Heliotropium,Heliotropium curassavicum,"annual or perennial, prostrate, glabrous, usually glaucous;",annual perennial,annual perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Citation: L., Sp. Pl. 187 (1753)."
Heliotropium,Heliotropium tenuifolium,"-notonerium gossei benth., hook. ic. ser. 3, 12:t. 1180 (1876); heliotropium gossei (benth.)stapf, hook. ic. ser. 5, 1:t. 3006 (1915).",NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 494 (1810)."
Heliotropium,Heliotropium asperrimum,erect perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 493 (1810)."
Heliotropium,Heliotropium ovalifolium,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Forssk l, Fl. Aegypt.-Arab. 47 (1775)."
Heliotropium,Heliotropium amplexicaule,decumbent perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,decumbent,decumbent,herbaceous,NA,"Citation: Vahl, Symb. Bot. 3:21 (1794)."
Helipterum,Helipterum saxatile,perennial herb or undershrub to 40 cm high;,perennial,perennial,NA,NA,herb subshrub,herb undershrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Paul G. Wilson, Trans. R. Soc. S. Aust. 83:166 (1960)."
Helipterum,Helipterum tenellum,annual herb 4-20 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Turcz., Bull. Soc. Nat. Mosc. 24:198 (1851)."
Helipterum,Helipterum demissum,annual herb forming dense  clumps to 2.5 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Citation:  Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:627 ( 1917)."
