taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Goodenia gibbosa,seed_length,maximum,3,mm,good,,,Goodenia gibbosa,1514,"prostrate to decumbent herb, with soft, sometimes appressed hairs;","leaves basal and at ends of stolons, elliptic to oblanceolate, dentate to entire; lamina mostly 5-8 cm long, 4-14 mm wide.","seeds ±orbicular, circa 3 mm diam., black, reticulate; wing greyish, circa 3 mm wide.","Prostrate to decumbent herb, with soft, sometimes appressed hairs; stems often stoloniferous, to 40 cm long. Leaves basal and at ends of stolons, elliptic to oblanceolate, dentate to entire; lamina mostly 5-8 cm long, 4-14 mm wide. Flowers usually in short subumbels, rarely solitary in axils of tufted leaves; bracts leaf-like; pedicel 4-8 cm long, articulate; bracteoles absent. Sepals lanceolate to ovate, 2-3 mm long. Corolla 12-17 mm long, hairy inside, without enations, auriculate; abaxial lobes 5-6 mm long; wings 2-2.5 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules c. 20. Fruit ±globular, 5-6 mm diam. Seeds ±orbicular, c. 3 mm diam., black, reticulate; wing greyish, c. 3 mm wide."
Goodenia gibbosa,seed_width,minimum,3,mm,good,,,Goodenia gibbosa,1514,"prostrate to decumbent herb, with soft, sometimes appressed hairs;","leaves basal and at ends of stolons, elliptic to oblanceolate, dentate to entire; lamina mostly 5-8 cm long, 4-14 mm wide.","seeds ±orbicular, circa 3 mm diam., black, reticulate; wing greyish, circa 3 mm wide.","Prostrate to decumbent herb, with soft, sometimes appressed hairs; stems often stoloniferous, to 40 cm long. Leaves basal and at ends of stolons, elliptic to oblanceolate, dentate to entire; lamina mostly 5-8 cm long, 4-14 mm wide. Flowers usually in short subumbels, rarely solitary in axils of tufted leaves; bracts leaf-like; pedicel 4-8 cm long, articulate; bracteoles absent. Sepals lanceolate to ovate, 2-3 mm long. Corolla 12-17 mm long, hairy inside, without enations, auriculate; abaxial lobes 5-6 mm long; wings 2-2.5 mm wide. Indusium broadly oblong, 1.5 mm long. Ovules c. 20. Fruit ±globular, 5-6 mm diam. Seeds ±orbicular, c. 3 mm diam., black, reticulate; wing greyish, c. 3 mm wide."
Goodenia glabra,seed_length,minimum,3,mm,good,,,Goodenia glabra,1515,"prostrate to decumbent herb, ±glabrous or cottony-hairy;","basal leaves narrowing basally, narrowly oblong to obovate, sinuate to lobed, with lamina 3-9 cm long, 7-11 mm wide; cauline leaves smaller, broader, not narrowing, one side with basal lobe.","seeds oblong to elliptic, circa 3 mm long, aculeate, brownish.","Prostrate to decumbent herb, ±glabrous or cottony-hairy; stems to 30 cm long. Basal leaves narrowing basally, narrowly oblong to obovate, sinuate to lobed, with lamina 3-9 cm long, 7-11 mm wide; cauline leaves smaller, broader, not narrowing, one side with basal lobe. Flowers in racemes to 25 cm long; bracts leaf-like; peduncle 8-15 mm long; bracteoles linear, c. 3 mm long; pedicel 8-20 mm long, not articulate. Sepals linear-lanceolate, 3-4 mm long. Corolla 10-18 mm long, ±glabrous inside, with enations, auriculate; abaxial lobes 3-6.5 mm long; wings 1.5-2.5 mm wide. Indusium depressed-obovate, folded. Ovules 20-30. Fruit ovoid, 7-10 mm long; valves separating to base, thick, entire. Seeds oblong to elliptic, c. 3 mm long, aculeate, brownish."
Goodenia glandulosa,seed_length,minimum,3,mm,good,,,Goodenia glandulosa,1516,"erect, perennial herb to 50 cm tall, with coarse, glandular hairs and arcuate-antrorse, simple hairs, becoming scabrous.","mature leaves oblanceolate to linear, entire, with lamina 6-12 mm long, 1-3 mm wide; younger leaves lobed.","seeds elliptic, 3 mm long, reticulate; wing 0.1 mm wide, white.","Erect, perennial herb to 50 cm tall, with coarse, glandular hairs and arcuate-antrorse, simple hairs, becoming scabrous. Mature leaves oblanceolate to linear, entire, with lamina 6-12 mm long, 1-3 mm wide; younger leaves lobed. Flowers in racemes to 23 cm long; bracts leaf-like; pedicel 5-12 mm long, articulate; bracteoles absent. Sepals ovate-elliptic, 2-3 mm long. Corolla 8-11 mm long, with hairs in lines inside, without enations, auriculate; abaxial lobes c. 3.5 mm long; wings c. 1 mm wide, narrower above auricle. Indusium square, c. 1 mm long. Ovules c. 10. Fruit subglobular, 3-4 mm diam. Seeds elliptic, 3 mm long, reticulate; wing 0.1 mm wide, white."
Goodenia glareicola,seed_length,minimum,2,mm,good,,,Goodenia glareicola,1517,"erect, perennial herb to 30 cm tall, glabrous or glaucous.","basal leaves linear to oblanceolate, thick, with lamina 20-30 mm long, 2-4 mm wide; upper leaves smaller.","seeds elliptic, 2 mm long, colliculate, brown.","Erect, perennial herb to 30 cm tall, glabrous or glaucous. Basal leaves linear to oblanceolate, thick, with lamina 20-30 mm long, 2-4 mm wide; upper leaves smaller. Raceme to 20 cm long; bracts leaf-like, smaller; peduncles 8-20 mm long; bracteoles linear-lanceolate, 2.5-3 mm long; pedicel mostly 5-10 mm long. Sepals lanceolate, 3-4 mm long, acute. Corolla c. 15 mm long, almost glabrous inside, with obscure enations, indistinctly auriculate; abaxial lobes 6-7 mm long; wings 2-2.5 mm wide. Indusium broadly obovate, 1.5 mm long. Ovules c. 60. Fruit ovoid, 8-9 mm long; valves often splitting to base. Seeds elliptic, 2 mm long, colliculate, brown."
Goodenia glauca,seed_length,minimum,4,mm,good,,,Goodenia glauca,1518,"erect herb to 20 cm tall, glaucous, glabrous or sparsely strigose.","basal leaves usually distinctly 3-veined, lanceolate to elliptic, entire or dentate, never lobed; lamina 3-8 cm long, 5-10 mm wide.","seeds broadly elliptic, circa 4 mm long; wing thick, circa 1 mm wide.","Erect herb to 20 cm tall, glaucous, glabrous or sparsely strigose. Basal leaves usually distinctly 3-veined, lanceolate to elliptic, entire or dentate, never lobed; lamina 3-8 cm long, 5-10 mm wide. Flowers in racemes to 15 cm long, or subumbels; bracts leaf-like; pedicel 2-5 cm long, articulate; bracteoles usually absent, rarely deltoid, to c. 1 mm long, close under ovary. Sepals lanceolate, 2.5-4 mm long. Corolla 12-17 mm long, hairs inside in rows confluent below, with enations, auriculate; abaxial lobes 5.5-6.5 mm long; wings 2.5-3 mm wide. Indusium hemispherical, 1.5-2 mm long. Ovules to 30. Fruit sub globular, c. 6 mm diam. Seeds broadly elliptic, c. 4 mm long; wing thick, c. 1 mm wide."
Goodenia glomerata,seed_length,minimum,1.5,mm,good,,,Goodenia glomerata,1519,"erect herb to 50 cm tall, woody at base, yellowish to grey villous, glabrescent.","leaves mostly towards base, elliptic to oblanceolate, narrowing basally, dentate to lyrate; lamina mostly 6-20 cm long, 10-22 mm wide.","seeds elliptic to orbicular, 1.5 mm long, brown, reticulate-foveate.","Erect herb to 50 cm tall, woody at base, yellowish to grey villous, glabrescent. Leaves mostly towards base, elliptic to oblanceolate, narrowing basally, dentate to lyrate; lamina mostly 6-20 cm long, 10-22 mm wide. Flowers in compact spikes to 12 cm long to 30 cm long; bracts lanceolate, 12-20 mm long; bracteoles linear-lanceolate, 8-15 mm long. Sepals linear-lanceolate, 8-10 mm long. Corolla 20-30 mm long, pubescent inside, with enations, ±auriculate; abaxial lobes 9-11 mm long; wings c. 2 mm wide. Indusium broadly oblong. Ovules 20-25. Fruit cylindrical, 8-9 mm long; valves split ±to base. Seeds elliptic to orbicular, 1.5 mm long, brown, reticulate-foveate."
Goodenia goodeniacea,seed_length,minimum,3,mm,good,,,Goodenia goodeniacea,1520,"prostrate herb, ±perennial;","basal leaves elliptic to ovate, petiolate, dentate, glabrous or with few cottony hairs; lamina 5-6 cm long, 3-4 cm wide; cauline leaves similar, smaller.","seeds orbicular, circa 3 mm diam., aculeate.","Prostrate herb, ±perennial; stems to 50 cm long. Basal leaves elliptic to ovate, petiolate, dentate, glabrous or with few cottony hairs; lamina 5-6 cm long, 3-4 cm wide; cauline leaves similar, smaller. Flowers in thyrses to 40 cm long; bracts leaf-like; peduncle 5-15 mm long; bracteoles linear-deltoid, to 2 mm long; pedicel 10-20 mm long, not articulate. Sepals linear, 3 mm long. Corolla 13-15 mm long, with few scattered hairs in throat, without enations, auriculate; abaxial lobes 5-7 mm long; wings c. 1.5 mm wide. Indusium obovate, c. 1 mm long. Ovules 4. Fruit subglobular, to 10 mm diam., 10-ribbed, indehiscent. Seeds orbicular, c. 3 mm diam., aculeate."
Goodenia goodeniacea,seed_width,minimum,3,mm,good,,,Goodenia goodeniacea,1520,"prostrate herb, ±perennial;","basal leaves elliptic to ovate, petiolate, dentate, glabrous or with few cottony hairs; lamina 5-6 cm long, 3-4 cm wide; cauline leaves similar, smaller.","seeds orbicular, circa 3 mm diam., aculeate.","Prostrate herb, ±perennial; stems to 50 cm long. Basal leaves elliptic to ovate, petiolate, dentate, glabrous or with few cottony hairs; lamina 5-6 cm long, 3-4 cm wide; cauline leaves similar, smaller. Flowers in thyrses to 40 cm long; bracts leaf-like; peduncle 5-15 mm long; bracteoles linear-deltoid, to 2 mm long; pedicel 10-20 mm long, not articulate. Sepals linear, 3 mm long. Corolla 13-15 mm long, with few scattered hairs in throat, without enations, auriculate; abaxial lobes 5-7 mm long; wings c. 1.5 mm wide. Indusium obovate, c. 1 mm long. Ovules 4. Fruit subglobular, to 10 mm diam., 10-ribbed, indehiscent. Seeds orbicular, c. 3 mm diam., aculeate."
Goodenia grandiflora,leaf_width,minimum,60,mm,good,,not a min,Goodenia grandiflora,1751,"erect subshrub to circa 1.5 m high, viscid, with glandular and simple hairs.","leaves ovate to orbicular, obtuse to cordate at base, dentate; lamina 2.5-5.0 cm long, to 6 cm wide; petiole to 5 cm long.","seeds orbicular to elliptic, circa 3 mm long, brownish, colliculate to tuberculate.","Erect subshrub to c. 1.5 m high, viscid, with glandular and simple hairs. Leaves ovate to orbicular, obtuse to cordate at base, dentate; lamina 2.5-5.0 cm long, to 6 cm wide; petiole to 5 cm long. Flowers in racemes or thyrses to 25 cm long; bracts leaf-like; peduncle to 3 mm long; bracetoles linear, to 4 mm long; pedicel to 5 cm long, articulate. Sepals lanceolate, to 6 mm long. Corolla to 23 mm long, villous inside, with enations, not auriculate; abaxial lobes 8-9 mm long; wings c. 3 mm wide. Indusium depressed-obovate. Ovules 30-50. Fruit obovoid, 10-13 mm long; valves sometimes 2-fid. Seeds orbicular to elliptic, c. 3 mm long, brownish, colliculate to tuberculate."
Goodenia grandiflora,seed_length,minimum,3,mm,good,,,Goodenia grandiflora,1522,"erect subshrub to circa 1.5 m high, viscid, with glandular and simple hairs.","leaves ovate to orbicular, obtuse to cordate at base, dentate; lamina 2.5-5.0 cm long, to 6 cm wide; petiole to 5 cm long.","seeds orbicular to elliptic, circa 3 mm long, brownish, colliculate to tuberculate.","Erect subshrub to c. 1.5 m high, viscid, with glandular and simple hairs. Leaves ovate to orbicular, obtuse to cordate at base, dentate; lamina 2.5-5.0 cm long, to 6 cm wide; petiole to 5 cm long. Flowers in racemes or thyrses to 25 cm long; bracts leaf-like; peduncle to 3 mm long; bracetoles linear, to 4 mm long; pedicel to 5 cm long, articulate. Sepals lanceolate, to 6 mm long. Corolla to 23 mm long, villous inside, with enations, not auriculate; abaxial lobes 8-9 mm long; wings c. 3 mm wide. Indusium depressed-obovate. Ovules 30-50. Fruit obovoid, 10-13 mm long; valves sometimes 2-fid. Seeds orbicular to elliptic, c. 3 mm long, brownish, colliculate to tuberculate."
Goodenia hassallii,seed_length,minimum,1.5,mm,good,,,Goodenia hassallii,1523,"erect, shrubby perennial to 50 cm tall, glabrous.","basal leaves linear to oblanceolate, entire or with coarse teeth, thick; lamina 5-8 cm long, 1.5-10 mm wide.","seeds orbicular, 1.5 mm diam., yellow-brown, colliculate-punctate to reticulate.","Erect, shrubby perennial to 50 cm tall, glabrous. Basal leaves linear to oblanceolate, entire or with coarse teeth, thick; lamina 5-8 cm long, 1.5-10 mm wide. Raceme to 20 cm long; bracts leaf-like, smaller; peduncles 5-15 mm long; bracteoles narrowly elliptic, 2.5-3 mm long; pedicel 2-3 mm long. Sepals narrowly oblong, 5 mm long. Corolla 13-15 mm long, with some hairs inside, with enations, auriculate; abaxial lobes 5-7 mm long; wings c. 2 mm wide. Indusium square, 2 mm long. Ovules to 30. Fruit ovoid, 6 mm long; valves usually entire. Seeds orbicular, 1.5 mm diam., yellow-brown, colliculate-punctate to reticulate."
Goodenia hassallii,seed_width,minimum,1.5,mm,good,,,Goodenia hassallii,1523,"erect, shrubby perennial to 50 cm tall, glabrous.","basal leaves linear to oblanceolate, entire or with coarse teeth, thick; lamina 5-8 cm long, 1.5-10 mm wide.","seeds orbicular, 1.5 mm diam., yellow-brown, colliculate-punctate to reticulate.","Erect, shrubby perennial to 50 cm tall, glabrous. Basal leaves linear to oblanceolate, entire or with coarse teeth, thick; lamina 5-8 cm long, 1.5-10 mm wide. Raceme to 20 cm long; bracts leaf-like, smaller; peduncles 5-15 mm long; bracteoles narrowly elliptic, 2.5-3 mm long; pedicel 2-3 mm long. Sepals narrowly oblong, 5 mm long. Corolla 13-15 mm long, with some hairs inside, with enations, auriculate; abaxial lobes 5-7 mm long; wings c. 2 mm wide. Indusium square, 2 mm long. Ovules to 30. Fruit ovoid, 6 mm long; valves usually entire. Seeds orbicular, 1.5 mm diam., yellow-brown, colliculate-punctate to reticulate."
Goodenia havilandii,seed_length,minimum,2,mm,good,,,Goodenia havilandii,1524,"prostrate to ascending, short-lived herb, densely glandular-viscid. sparsely strigose;","basal leaves linear to lanceolate, dentate to entire; lamina 2-9 cm long, 2-15 mm wide.","seeds orbicular, 2 mm diam., glossy, black; wing circa 0.3 mm wide, white, mucilaginous, overlapping body.","Prostrate to ascending, short-lived herb, densely glandular-viscid, sparsely strigose; stems to 40 cm long. Basal leaves linear to lanceolate, dentate to entire; lamina 2-9 cm long, 2-15 mm wide. Flowers in secund racemes to 20 cm long; bracts leaf-like; pedicel 8-15 mm long, arcuate-divergent, articulate; bracteoles absent. Sepals elliptic, c. 1.5 mm long. Corolla 3-12 mm long, with few hairs inside, without enations, auriculate; abaxial lobes 1-3 mm long; wings triangular, 0.5-1 mm wide. Indusium semi-elliptic, 0.5-1 mm long. Ovules 15-20. Fruit globular, 4-5 mm diam. Seeds orbicular, 2 mm diam., glossy, black; wing c. 0.3 mm wide, white, mucilaginous, overlapping body."
Goodenia havilandii,seed_width,minimum,2,mm,good,,,Goodenia havilandii,1524,"prostrate to ascending, short-lived herb, densely glandular-viscid. sparsely strigose;","basal leaves linear to lanceolate, dentate to entire; lamina 2-9 cm long, 2-15 mm wide.","seeds orbicular, 2 mm diam., glossy, black; wing circa 0.3 mm wide, white, mucilaginous, overlapping body.","Prostrate to ascending, short-lived herb, densely glandular-viscid, sparsely strigose; stems to 40 cm long. Basal leaves linear to lanceolate, dentate to entire; lamina 2-9 cm long, 2-15 mm wide. Flowers in secund racemes to 20 cm long; bracts leaf-like; pedicel 8-15 mm long, arcuate-divergent, articulate; bracteoles absent. Sepals elliptic, c. 1.5 mm long. Corolla 3-12 mm long, with few hairs inside, without enations, auriculate; abaxial lobes 1-3 mm long; wings triangular, 0.5-1 mm wide. Indusium semi-elliptic, 0.5-1 mm long. Ovules 15-20. Fruit globular, 4-5 mm diam. Seeds orbicular, 2 mm diam., glossy, black; wing c. 0.3 mm wide, white, mucilaginous, overlapping body."
Goodenia hederacea,seed_length,minimum,2.5,mm,good,,,Goodenia hederacea,1525,"prostrate to ascending herb, with basal stock, to 80 cm long, cottony.","leaves orbicular to narrowly oblong, lobed to entire, glabrous above, glabrous or cottony-tomentose below; lamina 1-12 cm long, 3-25 mm wide; petiole to 4 cm long.","seeds elliptic-oblong, 2.5 mm long, aculeate, yellowish to brownish.","Prostrate to ascending herb, with basal stock, to 80 cm long, cottony. Leaves orbicular to narrowly oblong, lobed to entire, glabrous above, glabrous or cottony-tomentose below; lamina 1-12 cm long, 3-25 mm wide; petiole to 4 cm long. Flowers in racemes to 80 cm long; bracts leaf-like; peduncle 10-30 mm long, slender; bracteoles linear, 3-5 mm long; pedicel 5-20 mm long, not articulate. Sepals linear to lanceolate, 3-5 mm long. Corolla 8-15 mm long, pubescent inside, rarely with small enations, auriculate; abaxial lobes 3.5-7 mm long; wings to 2 mm wide. Indusium depressed-obovate. Ovules 8-20. Fruit ovoid, 5-9 mm long; valves spreading, bifid. Seeds elliptic-oblong, 2.5 mm long, aculeate, yellowish to brownish."
Goodenia helmsii,leaf_length,minimum,2,mm,good,,,Goodenia helmsii,1757,"erect or ascending shrub to 80 cm tall, glabrous except for copious axillary wool.","leaves cauline, fasciculate, linear-terete, entire, thick; lamina mostly circa 2 mm long but main stemleaves to 5 mm long, to 0.5 mm wide.","seeds elliptic, circa 0.6 mm long.","Erect or ascending shrub to 80 cm tall, glabrous except for copious axillary wool. Leaves cauline, fasciculate, linear-terete, entire, thick; lamina mostly c. 2 mm long but main stem leaves to 5 mm long, to 0.5 mm wide. Inflorescence a spike or spike-like thyrse, to 12 cm long; bracts ±flattened, to 0.7 mm long, not exceeding sepals; bracteoles deltoid, 0.5 mm long. Sepals deltoid, 0.5-0.7 mm long. Corolla 4-5.5 mm long; lobes equal, 1.5-2.5 mm long, wings to 0.3 mm wide. Ovary with septum obsolete; ovule solitary; style with stiff, purplish hairs and minute, glandular hairs. Fruit a nut, subglobular, c. 1 mm diam. Seeds elliptic, c. 0.6 mm long."
Goodenia helmsii,seed_length,minimum,0.6,mm,good,,,Goodenia helmsii,1528,"erect or ascending shrub to 80 cm tall, glabrous except for copious axillary wool.","leaves cauline, fasciculate, linear-terete, entire, thick; lamina mostly circa 2 mm long but main stemleaves to 5 mm long, to 0.5 mm wide.","seeds elliptic, circa 0.6 mm long.","Erect or ascending shrub to 80 cm tall, glabrous except for copious axillary wool. Leaves cauline, fasciculate, linear-terete, entire, thick; lamina mostly c. 2 mm long but main stem leaves to 5 mm long, to 0.5 mm wide. Inflorescence a spike or spike-like thyrse, to 12 cm long; bracts ±flattened, to 0.7 mm long, not exceeding sepals; bracteoles deltoid, 0.5 mm long. Sepals deltoid, 0.5-0.7 mm long. Corolla 4-5.5 mm long; lobes equal, 1.5-2.5 mm long, wings to 0.3 mm wide. Ovary with septum obsolete; ovule solitary; style with stiff, purplish hairs and minute, glandular hairs. Fruit a nut, subglobular, c. 1 mm diam. Seeds elliptic, c. 0.6 mm long."
Goodenia heppleana,leaf_length,minimum,80,mm,good,,,Goodenia heppleana,1758,"erect to prostrate herb, with soft, arcuate, simple hairs and glandular hairs;","basal leaves oblanceolate, dentate, with lamina circa 8 cm long, 10-15 mm wide; cauline leaves smaller, almost sessile, sometimes cordate, not auriculate.","seeds elliptic, 3.5 mm long, verrucose, yellowish brown.","Erect to prostrate herb, with soft, arcuate, simple hairs and glandular hairs; stems to 50 cm long. Basal leaves oblanceolate, dentate, with lamina c. 8 cm long, 10-15 mm wide; cauline leaves smaller, almost sessile, sometimes cordate, not auriculate. Flowers in racemes to 40 cm long; bracts leaf-like; pedicel 18-25 mm long, mostly glandular-hairy, not articulate; bracteoles absent. Sepals lanceolate to narrowly elliptic, 3.5 mm long. Corolla 10-12 mm long, hairy in throat, without enations; abaxial lobes 4-5 mm long; wings 0.5-1 mm wide. Style 3-fid. Median indusium depressed-ovate, 0.5 mm long, laterals asymmetrically oblanceolate. Ovules not seen. Fruit globular, 4 mm diam.; valves not separating to base, not gaping. Seeds elliptic, 3.5 mm long, verrucose, yellowish brown."
Goodenia heppleana,seed_length,minimum,3.5,mm,good,,,Goodenia heppleana,1529,"erect to prostrate herb, with soft, arcuate, simple hairs and glandular hairs;","basal leaves oblanceolate, dentate, with lamina circa 8 cm long, 10-15 mm wide; cauline leaves smaller, almost sessile, sometimes cordate, not auriculate.","seeds elliptic, 3.5 mm long, verrucose, yellowish brown.","Erect to prostrate herb, with soft, arcuate, simple hairs and glandular hairs; stems to 50 cm long. Basal leaves oblanceolate, dentate, with lamina c. 8 cm long, 10-15 mm wide; cauline leaves smaller, almost sessile, sometimes cordate, not auriculate. Flowers in racemes to 40 cm long; bracts leaf-like; pedicel 18-25 mm long, mostly glandular-hairy, not articulate; bracteoles absent. Sepals lanceolate to narrowly elliptic, 3.5 mm long. Corolla 10-12 mm long, hairy in throat, without enations; abaxial lobes 4-5 mm long; wings 0.5-1 mm wide. Style 3-fid. Median indusium depressed-ovate, 0.5 mm long, laterals asymmetrically oblanceolate. Ovules not seen. Fruit globular, 4 mm diam.; valves not separating to base, not gaping. Seeds elliptic, 3.5 mm long, verrucose, yellowish brown."
Goodenia heterochila,seed_length,minimum,5,mm,good,,,Goodenia heterochila,1530,"erect or ascending, perennial herb to 40 cm tall, softly hairy.","leaves mostly cauline, oblanceolate to obovate, dentate; lamina 1-5 cm long, 4-14 mm wide.","seeds orbicular, 5 mm diam., reticulate, blackish; wing thick, brown, circa 0.6 mm wide.","Erect or ascending, perennial herb to 40 cm tall, softly hairy. Leaves mostly cauline, oblanceolate to obovate, dentate; lamina 1-5 cm long, 4-14 mm wide. Flowers in racemes to 20 cm long; bracts leaf-like; pedicel 5-10 mm long, articulate; bracteoles absent. Sepals linear-lanceolate, 1.5-2.5 mm long. Corolla 8-12 mm long, hairy inside, without enations, auriculate; abaxial lobes 4-5 mm long; wings c. 1.5 mm wide, narrower above auricle. Indusium oblong, c. 1 mm long. Ovules 6-10. Fruit globular, c. 5 mm diam. Seeds orbicular, 5 mm diam., reticulate, blackish; wing thick, brown, c. 0.6 mm wide."
Goodenia heterochila,seed_width,minimum,5,mm,good,,,Goodenia heterochila,1530,"erect or ascending, perennial herb to 40 cm tall, softly hairy.","leaves mostly cauline, oblanceolate to obovate, dentate; lamina 1-5 cm long, 4-14 mm wide.","seeds orbicular, 5 mm diam., reticulate, blackish; wing thick, brown, circa 0.6 mm wide.","Erect or ascending, perennial herb to 40 cm tall, softly hairy. Leaves mostly cauline, oblanceolate to obovate, dentate; lamina 1-5 cm long, 4-14 mm wide. Flowers in racemes to 20 cm long; bracts leaf-like; pedicel 5-10 mm long, articulate; bracteoles absent. Sepals linear-lanceolate, 1.5-2.5 mm long. Corolla 8-12 mm long, hairy inside, without enations, auriculate; abaxial lobes 4-5 mm long; wings c. 1.5 mm wide, narrower above auricle. Indusium oblong, c. 1 mm long. Ovules 6-10. Fruit globular, c. 5 mm diam. Seeds orbicular, 5 mm diam., reticulate, blackish; wing thick, brown, c. 0.6 mm wide."
Goodenia heterophylla,seed_length,minimum,2,mm,good,,,Goodenia heterophylla,1531,"procumbent to erect plant to 40 cm tall, ±woody; hairs glandular or simple.","leaves mostly cauline, ±sessile, linear to ovate, entire to lobed; lamina 1-4 cm long, 2-10 mm wide; basal leaves ephemeral.","seeds oblong, 2 mm long, pale yellow, minutely aculeate.","Procumbent to erect plant to 40 cm tall, ±woody; hairs glandular or simple. Leaves mostly cauline, ±sessile, linear to ovate, entire to lobed; lamina 1-4 cm long, 2-10 mm wide; basal leaves ephemeral. Flowers in thyrses or racemes to 30 cm long; bracts leaf-like; peduncle slender, 6-15 mm long; bracteoles linear, 2-4 mm long; pedicel 4-7 mm long, not articulate. Sepals linear to lanceolate, 2-4 mm long. Corolla to 12 mm long, glabrous or with few hairs inside, auriculate; abaxial lobes to 5 mm long; wings to 1.5 mm wide. Indusium oblong, often grooved above and below. Ovules 4-12. Fruit broadly ovoid, to 3 mm long; valves entire, spreading. Seeds oblong, 2 mm long, pale yellow, minutely aculeate."
Goodenia hirsuta,seed_length,minimum,3,mm,good,,,Goodenia hirsuta,1537,"prostrate to decumbent herb, hirsute, with not appressed, simple hairs and short, glandular hairs;","basal leaves narrowly obovate, coarsely dentate; lamina 4-10 cm long, 15-35 mm wide.","seeds elliptic to orbicular, 3 mm long, glossy, black; wing scarcely delimited from body, circa 0.5 mm wide, paler than body, membranous.","Prostrate to decumbent herb, hirsute, with not appressed, simple hairs and short, glandular hairs; stems to 30 cm long. Basal leaves narrowly obovate, coarsely dentate; lamina 4-10 cm long, 15-35 mm wide. Flowers in racemes to 3 cm long, or subumbels; bracts leaf-like; pedicel 20-40 mm long, articulate; bracteoles usually absent. Sepals narrowly elliptic to lanceolate, 3.5-4.5 mm long. Corolla 14-15 mm long, hairy in throat, without enations, auriculate; abaxial lobes 4-5 mm long; wings 0.5-1 mm wide, sometimes narrower above auricle. Indusium broadly ovate, 1.5 mm long. Ovules 35-40. Fruit ovoid to ellipsoidal, 8 mm long. Seeds elliptic to orbicular, 3 mm long, glossy, black; wing scarcely delimited from body, c. 0.5 mm wide, paler than body, membranous."
Goodenia holtzeana,plant_height,maximum,0.6,m,good,stem_length,,Goodenia holtzeana,1769,"erect to ascending herb, ±viscid in upper parts;","basal leaves often persistent, obovate to oblanceolate, dentate; with lamina 4.5-10 cm long, 15-30 mm wide; cauline leaves sessile, ovate to elliptic, smaller, auriculate, with hairs mostly simple, glabrescent except margins and midrib.","seeds elliptic, 2 mm long, verrucose, brown.","Erect to ascending herb, ±viscid in upper parts; stems to 60 cm long. Basal leaves often persistent, obovate to oblanceolate, dentate; with lamina 4.5-10 cm long, 15-30 mm wide; cauline leaves sessile, ovate to elliptic, smaller, auriculate, with hairs mostly simple, glabrescent except margins and midrib. Flowers in racemes to 40 cm long; bracts leaf-like; pedicel 10-25 mm long, glandular-hairy, not articulate; bracteoles absent. Sepals lanceolate, 4-6 mm long. Corolla 14-20 mm long, hairy inside, without enations; abaxial lobes 3-4 mm long; wings 1.5-2 mm wide. Style 3-fid. Median indusium ovate, c. 1 mm long, lateral ones narrower and overtopping central one. Ovules 15-20. Fruit globular to ovoid, 4-5 mm diam.; valves gaping. Seeds elliptic, 2 mm long, verrucose, brown."
Goodenia holtzeana,seed_length,minimum,2,mm,good,,,Goodenia holtzeana,1539,"erect to ascending herb, ±viscid in upper parts;","basal leaves often persistent, obovate to oblanceolate, dentate; with lamina 4.5-10 cm long, 15-30 mm wide; cauline leaves sessile, ovate to elliptic, smaller, auriculate, with hairs mostly simple, glabrescent except margins and midrib.","seeds elliptic, 2 mm long, verrucose, brown.","Erect to ascending herb, ±viscid in upper parts; stems to 60 cm long. Basal leaves often persistent, obovate to oblanceolate, dentate; with lamina 4.5-10 cm long, 15-30 mm wide; cauline leaves sessile, ovate to elliptic, smaller, auriculate, with hairs mostly simple, glabrescent except margins and midrib. Flowers in racemes to 40 cm long; bracts leaf-like; pedicel 10-25 mm long, glandular-hairy, not articulate; bracteoles absent. Sepals lanceolate, 4-6 mm long. Corolla 14-20 mm long, hairy inside, without enations; abaxial lobes 3-4 mm long; wings 1.5-2 mm wide. Style 3-fid. Median indusium ovate, c. 1 mm long, lateral ones narrower and overtopping central one. Ovules 15-20. Fruit globular to ovoid, 4-5 mm diam.; valves gaping. Seeds elliptic, 2 mm long, verrucose, brown."
Goodenia integerrima,leaf_length,minimum,70,mm,good,,,Goodenia integerrima,1772,"decumbent to ascending herb, to circa 9 cm long, glabrous; stock perennial.","cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen.","seeds orbicular, circa 1.5 mm diam., dark greyish brown, reticulate; wing circa 0.3 mm wide.","Decumbent to ascending herb, to c. 9 cm long, glabrous; stock perennial. Cauline leaves clustered, linear, involute, narrowly channelled above, thick, with lamina to 7 cm long, 1-2 mm wide; basal leaves not seen. Flowers in subumbels to c. 8 cm long; bracts leaf-like; pedicel c. 5 mm long, articulate; bracteoles absent. Sepals narrowly deltoid, c. 3 mm long. Corolla c. 7 mm long, hairy inside in throat, without enations, auriculate; abaxial lobes c. 2 mm long; wings c. 1 mm wide, narrower on adaxial lobe above auricle. Indusium broadly oblong, 0.8 mm long. Ovules 6-8. Fruit globular, c. 2.5 mm diam. Seeds orbicular, c. 1.5 mm diam., dark greyish brown, reticulate; wing c. 0.3 mm wide."
