narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,in_Tasmania,in_Victoria,sites
1,1,0,NA,Ericaceae,Leucopogon riparius,2,18,3.2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Ericaceae,Leucopogon rufus,0.6,12,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Ericaceae,Leucopogon thymifolius,0.5,11,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Ericaceae,Leucopogon woodsii,0.4,5,1.7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Ericaceae,Melichrus urceolatus,0.6,25,4.2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Ericaceae,Monotoca billawinica,4.5,17,4.2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Ericaceae,Monotoca oreophila,2.5,11,2.8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Ericaceae,Monotoca rotundifolia,0.3,6,5.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Euphorbiaceae,Adriana quadripartita,3,125,60,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Euphorbiaceae,Adriana tomentosa,2,170,130,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Euphorbiaceae,Bertya cunninghamii,2,20,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Euphorbiaceae,Bertya findlayi,4,70,8,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Euphorbiaceae,Bertya mitchellii,2.5,30,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia acanthoclada,2,8,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia acinacea,2.5,15,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia aculeatissima,0.5,12,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia alpina,2,35,25,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia amoena,4,80,17,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia ancistrophylla,2.5,48,3.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia argyrophylla,3,50,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia aspera,2,30,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia ausfeldii,4,60,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia boormannii,4,60,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia brachybotrya,3,30,13,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia brownii,1,25,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia buxifolia,2,30,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia calamifolia,4,100,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia cognata,10,100,3.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia colletioides,3,30,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia cupularis,2.5,70,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia dawsonii,4,110,8,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia deanei,7,10,1,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia decora,3,55,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia difformis,7,160,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia doratoxylon,8,160,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia enterocarpa,1.5,45,1.3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia farinosa,2,70,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia flexifolia,1.5,20,2.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia floribunda,8,190,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia glandulicarpa,2,13,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia hakeoides,4,120,12,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia halliana,2.5,70,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia havilandiorum,3,80,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia howittii,9,25,8,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia kybeanensis,2.5,50,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia lanigera,2,65,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia leprosa,4,120,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia ligulata,3,75,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia lineata,2,17,2.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia lucasii,4,30,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia microcarpa,2.5,55,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia montana,4,40,7,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia notabilis,3,130,25,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia nyssophylla,3,35,1.7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia paradoxa,4,30,7,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia penninervis,8,130,30,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia phasmoides,4,110,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Acacia phlebophylla,6,140,60,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia pravissima,8,12,14,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia pycnantha,8,150,35,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia rigens,6,140,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia rubida,5,200,25,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia rupicola,2.5,25,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia sclerophylla,3,40,4.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia spinescens,1,50,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia subtilinervis,4,110,12,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia trineura,5,70,11,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia triptera,4,40,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia victoriae,5,50,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia wilhelmiana,2,30,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Acacia williamsonii,2,90,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Almaleea capitata,1,6,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Almaleea paludosa,1,8,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Aotus subspinescens,0.6,10,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea bracteosa,2,5,1,simple,shrub,almost leafless,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea buxifolia,0.5,5,3.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea ensata,1,2,2,simple,shrub,almost leafless,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea foliosa,1.5,3.5,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea heterophylla,1,30,12,simple,shrub,almost leafless,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea rosemarinifolia,2.5,28,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Bossiaea walkeri,2,15,7,simple,shrub,almost leafless,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Cullen australasicum,2.5,50,30,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia arenaria,1.5,10,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia benthamii,0.9,30,1.75,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia brevifolia,1,5,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia buxifolia,2,30,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia genistifolia,2,30,1.25,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Daviesia laevis,4,150,25,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia leptophylla,2,90,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia mimosoides,2,200,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia pectinata,1.5,60,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Daviesia wyattiana,2.5,220,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia hispida,0.6,13,0.6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia juniperina,2,18,0.9,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Dillwynia oreodoxa,4,30,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia phylicoides,1.5,8,0.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia prostrata,0.1,5,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia ramosissima,1.5,10,0.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia sieberi,2,20,0.8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Dillwynia uncinata,0.5,7,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Gompholobium glabratum,0.4,15,1,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Gompholobium inconspicuum,0.2,10,1,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Gompholobium latifolium,3,50,6,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Goodia medicaginea,1.5,32,20,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Hovea pannosa,3,88,11,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Hovea purpurea,3,70,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Indigofera adesmiifolia,1.5,5,3,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Lespedeza juncea,1.2,25,5,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Mirbelia pungens,0.5,15,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Mirbelia rubiifolia,0.5,25,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Phyllota pleurandroides,0.7,15,1.2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Phyllota remota,0.5,10,1.2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Podolobium alpestre,1.3,50,14,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Podolobium ilicifolium,3,100,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Podolobium procumbens,0.3,25,18,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea acerosa,0.6,10,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea altissima,3,15,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea benthamii,3.5,25,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea canaliculata,2,12,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea capitellata,0.1,12,5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea costata,1,15,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea cunninghamii,2,20,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea daltonii,1.5,10,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea densifolia,0.5,3,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea foliolosa,2,3,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea forsythiana,3,26,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea graveolens,1.5,25,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea hispidula,1,8,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea lapidosa,1,16,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea largiflorerens,0.5,9,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea laxiflora,0.6,12,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea linophylla,0.4,14,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea luehmanii,0.1,17,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea maidenii,1,10,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea muelleri,1.5,15,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea pariseae,0.3,17,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea patellifolia,1.5,3.5,3.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea platyphylla,1.5,20,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea polifolia,1,20,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea procumbens,1,10,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea prolifera,1.5,10,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea retusa,1,11,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea scabra,3,16,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea subalpina,1.5,12,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea subspicata,0.1,8,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea tenella,0.1,5,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea vestita,1,12,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea vrolabndii,2,6,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Pultenaea weindorferi,2,15,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea williamsonii,0.3,25,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Pultenaea williasoniana,3,15,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Senna aciphylla,2,25,4,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Senna artemesioides,3,30,6,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Fabaceae,Sphaerolobium acanthos,1,3,0.2,scale,shrub,almost leafless,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Swainsona galegifolia,1,20,10,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Swainsona greyana,2,40,10,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Swainsona pyrophylla,1,25,12,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Templetonia egena,3,1,0.7,simple,shrub,almost leafless,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Fabaceae,Templetonia sulcata,3,1,0.7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Goodeniaceae,Goodenia varia,0.6,40,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Goodeniaceae,Scaevola depauperata,1,60,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Goodeniaceae,Scaevola spinescens,2,35,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Haloragaceae,Haloragis exalata,1.5,100,25,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Haloragaceae,Haloragodendron baeuerlenii,2,50,16,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Plectranthis parvifolius,0.7,65,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera aspathaloides,1,6,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera decussata,2,7,3.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera denticulata,1,10,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Lamiaceae,Prostanthera galbraithiae,2,15,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera hirtula,2,30,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera incana,2.5,18,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera incisa,2.5,30,12,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera melissifolia,5,50,25,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
