taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Triumfetta hapala,,,,,,,
Acomis bella,,,,,,,
Borya inopinata,,,,,,,
Synostemon gracilis,shrub,,,,,,
Cullen pogonocarpum,,,,,,,
Cullen tenax,,,,,,,
Cullen lachnostachys,,,,,,,
Cullen leucochaites,,,,,,,
Cullen stipulaceum,,,,,,,
Cullen virens,,,,,,,
Cullen cuneatum,,,,,,,
Cullen corallum,,,,,,,
Triumfetta ryeae,,,,,,,
Triumfetta ryeae,,,,,,,
Triumfetta clivorum,,,,,,,
Heliotropium galioides,,,,,,,
Heliotropium tachyglossoides,,,,,,,
Macroptilium lathyroides,,,,,,,
Mucuna gigantea,climber_vine_woody,twining,,,,,
Centrosema molle,,,,perennial,,,
Pueraria lobata,,,,,,,
Pueraria lobata,,,,,,,
Crotalaria lunata,,,,,,,
Austrodolichos errabundus,,,,,,,
Austrodolichos errabundus,,,,,,,
Abrus precatorius,climber_vine,twining,,perennial,,,
Sophora tomentosa,,,,,,,
Triumfetta centralis,subshrub,,,short_lived_perennial,,,
Triumfetta antrorsa,,,,,,,
Triumfetta nutans,,,,,,,
Micromyrtus delicata,,,,,,,
Micromyrtus rotundifolia,,,,,,,
Micromyrtus albicans,,,,,,,
Micromyrtus capricornia,,,,,,,
Micromyrtus forsteri,,,,,,,
Alysicarpus muelleri,herb,erect procumbent,,annual,,,
Alysicarpus schomburgkii,herb,erect procumbent,,annual,,,
Alysicarpus ovalifolius,,,,,,,
Triumfetta monstrosa,,,,,,,
Grewia glabra,,,,,,,
Triumfetta trisecta,,,,,,,
Heliotropium amnis-edith,,,,,,,
Adriana tomentosa,,,,,,,
Adriana tomentosa,,,,,,,
Adriana tomentosa,shrub,,,,,,
Typhonium praetermissum,geophyte herb,,,annual perennial,,,
Typhonium taylorii,geophyte herb,,,annual perennial,,,
Leea novoguineensis,tree,,,,,,
Haemodorum sp. red flowers,,,,,,,
Triodia gracilis,,,,,,,
Dentella arnhemensis,herb,prostrate mat_forming,,,,,
Boronia wilsonii,,,,,,,
Boronia decumbens,shrub,spreading,,,,,
Boronia tolerans,,,,,,,
Boronia rupicola,shrub,,,perennial,,,
Boronia minutipinna,,,,,,,
Boronia kalumburuensis,,,,,,,
Boronia laxa,subshrub,erect decumbent,,short_lived_perennial annual,,,
Boronia prolixa,,,,,,,
Boronia amplectens,subshrub,erect decumbent,,short_lived_perennial annual,,,
Boronia suberosa,shrub,sprawling,,,,,
Boronia verecunda,herb,erect,,annual,,,
Boronia xanthastrum,,,,,,,
Boronia viridiflora,shrub,,,,,,
Boronia quadrilata,shrub,,,,,,
Boronia grandisepala,,,,,,,
Boronia grandisepala,,,,,,,
Paspalum urvillei,,,,,,,
Stellaria pallida,,,,,,,
Hyparrhenia,,,,,,,
Hyparrhenia rufa,,,,,,,
Indigofera tinctoria,shrub,spreading,,,,,
Muniria lanceolata,,,,,,,
Oenothera affinis,,,,,,,
Haemodorum leptostachyum,,,,,,,
Triumfetta simulans,,,,,,,
Triumfetta inermis,,,,,,,
Eucalyptus gregoryensis,tree mallee,,,,,,
Eremophila pallida,,,,,,,
Fimbristylis sp. Charles Darwin,,,,,,,
Maireana dichoptera,,,,,,,
Chthonocephalus oldfieldianus,,,,,,,
Panicum miliaceum,,,,,,,
Eremophila latrobei,shrub,,,,,,
Acacia lamprocarpa,,,,,,,
Dissiliaria indistincta,,,,,,,
Psydrax,,,,,,,
Psydrax latifolia,tree shrub,spreading,,,,,
Psydrax suaveolens,tree shrub,open,,,,,
Byblis aquatica,herb,,,annual,,,
Byblis filifolia,,,,,,,
Byblis rorida,,,,,,,
Tarenna dallachiana,,,,,,,
Tarenna pentamera,,,,,,,
Pavetta vaga,,,,,,,
Pavetta conferta,,,,,,,
Pavetta speciosa,,,,,,,
Pavetta kimberleyana,,,,,,,
Pavetta rupicola,,,,,,,
Fimbristylis sp. Bradshaw,,,,,,,
Triflorensia australis,,,,,,,
Cyclophyllum,,,,,,,
Cyclophyllum schultzii,tree shrub,,,,,,
Psydrax pendulina,,,,,,,
Cyclophyllum multiflorum,,,,,,,
Psydrax odorata,,,,,,,
Psydrax odorata,,,,,,,
Ventilago viminalis,tree shrub,,,,,,
Acanthus ebracteatus,,,,,,,
Tephrosia sp. Magazine Hill,,,,,,,
Tradescantia,,,,,,,
Dolichandra unguis-cati,,,,,,,
Psydrax saligna,,,,,,,
Psydrax attenuata,,,,,,,
Psydrax ammophila,tree shrub,,,,,,
Psydrax attenuata,,,,,,,
Crotalaria sessiliflora,,,,,,,
Vigna vexillata,,,,,,,
Crotalaria mysorensis,,,,,,,
Portulaca sp. limestone,,,,,,,
Jacksonia thesioides,,,,,,,
Jacksonia ramosissima,,,,,,,
Blainvillea calcicola,,,,,,,
Tephrosia baueri,,,,,,,
Solanum apodophyllum,,,,,,,
Harnieria kempeana,subshrub shrub,,,,,,
Galenia,,,,,,,
Aizoon pubescens,,,,,,,
Galenia pubescens,herb,prostrate,,perennial,,,
Gunniopsis papillata,,,,,,,
Trianthema oxycalyptra,,,,,,,
Zaleya galericulata,herb,prostrate spreading,,short_lived_perennial annual,,,
Amaranthus induratus,,,,,,,
Gomphrena breviflora,herb,,,,,,
Schinus,,,,,,,
Schinus molle,,,,,,,
Schinus molle,tree,,,,,,
Ptilotus chippendalei,,,,,,,
Ptilotus brachyanthus,,,,,,,
Ptilotus leucocoma,,,,,,,
Calotis xanthosioidea,,,,,,,
Centipeda pleiocephala,,,,,,,
Olearia arida,,,,,,,
Pluchea sp. Ormiston,,,,,,,
Senecio vulgaris,,,,,,,
Rhodanthe corymbiflora,,,,,,,
Heliotropium subreniforme,,,,,,,
Heliotropium supinum,herb,,,annual,,,dioecious
Atriplex crassipes,subshrub herb,erect decumbent,,short_lived_perennial annual,,,
Atriplex quadrivalvata,,,,,,,
Atriplex vesicaria,,,,,,,
Dissocarpus biflorus,,,,,,,
Polymeria sp. Western Tanami,,,,,,,
Swainsona disjuncta,,,,,,,
Swainsona purpurea,,,,,,,
Swainsona tenuis,,,,,,,
Swainsona stipularis,,,,,,,
Vigna lanceolata,climber_vine,twining,,annual perennial,,,
Frankenia muscosa,,,,,,,
Frankenia stuartii,,,,,,,
Fumaria parviflora,herb,decumbent,,annual,,,
Haloragis odontocarpa,herb,,,annual,,,
Juncus kraussii,,,,,,,
Wurmbea centralis,,,,,,,
Amyema gibberula,,,,,,,
Lysiana spathulata,,,,,,,
Hibiscus brachychlaenus,,,,,,,
Sida sp. Kathleen Springs,subshrub herb,prostrate,,perennial,,,
Sida petrophila,,,,,,,
Acacia ayersiana,shrub,dense,,,,,
Acacia sp. Indiana Station,,,,,,,
Acacia stipulosa,,,,,,,
Acacia synchronicia,,,,,,,
Acacia cuthbertsonii,,,,,,,
Acacia retivenea,,,,,,,
Eremophila forrestii,,,,,,,
Eremophila gilesii,shrub,,,,,,
Eremophila goodwinii,shrub,spindly,,,,,
Eremophila hughesii,,,,,,,
Eremophila hughesii,,,,,,,
Eremophila platythamnos,shrub,,,,,,
Eucalyptus coolabah,tree,,,,,,
Oenothera stricta,,,,,,,
Eragrostis olida,,,,,,,
Eragrostis crateriformis,,,,,,,
Eragrostis subtilis,,,,,,,
Eragrostis exigua,,,,,,,
Eragrostis sp. limestone,,,,,,,
Eragrostis infecunda,,,,,,,
Triodia brizoides,,,,,,,
Urochloa gilesii,,,,,,,
Yakirra australiensis,,,,,,,
Grevillea juncifolia,tree shrub,,,,,,
Grevillea refracta,,,,,,,
Grevillea refracta,,,,,,,
Hakea leucoptera,shrub,,,,,,
Dodonaea microzyga,shrub,,,,,,
Nicotiana rosulata,,,,,,,
Stackhousia sp. Mt Liebig,,,,,,,
Tamarix ramosissima,,,,,,,
Pimelea microcephala,shrub,,,,,,
Triumfetta deserticola,,,,,,,
Clerodendrum floribundum,,,,,,,
Verbena macrostachya,herb,,,perennial,,,
Zygophyllum aurantiacum,,,,,,,
Zygophyllum crassissimum,subshrub herb,erect spreading,,perennial,,,
Zygophyllum glaucum,,,,,,,
Chenopodium desertorum,,,,,,,
Ptilotus luteolus,,,,,,,
Eremophila maculata,shrub,,,,,,
Asteromyrtus symphyocarpa,tree,,,,,,
Zygophyllum aurantiacum,,,,,,,
Zygophyllum eichleri,herb,erect spreading,,,,,
Zygophyllum rowelliae,herb,erect spreading,,,,,
Habenaria ferdinandii,geophyte,,,,,,
Tephrosia sp. Maud Creek,,,,,,,
Synostemon rigidulus,shrub,,,perennial,,,
Gomphrena involucrata,herb,,,annual,,,
Isotropis parviflora,,,,,,,
Myriocephalus gascoynensis,,,,,,,
Myriocephalus walcottii,,,,,,,
Myriocephalus pluriflorus,,,,,,,
Gomphrena rosula,herb,,,short_lived_perennial biennial,,,
Gomphrena humilis,,,,,,,
Gomphrena lacinulata,herb,,,annual,,,
Gomphrena magentitepala,herb,,,annual,,,
Gomphrena atrorubra,herb,,,annual,,,
Gomphrena connata,herb,prostrate erect spreading,,annual,,,
Gomphrena floribunda,herb,decumbent,,annual,,,
Gomphrena leptophylla,,,,,,,
Gomphrena brachystylis,,,,,,,
Gomphrena affinis,,,,,,,
Gomphrena canescens,,erect spreading,,,,,
Gomphrena canescens,,erect,,,,,
Gomphrena diffusa,herb,prostrate,,perennial,,,
Gomphrena diffusa,,,,,,,
Gomphrena leptoclada,,,,,,,
Gomphrena leptoclada,,,,,,,
Gomphrena kanisii,,,,,,,
Gomphrena arida,,,,,,,
Gomphrena occulta,,,,,,,
Gomphrena eichleri,,,,,,,
Gomphrena brachystylis,,,,,,,
Gomphrena humifusa,,,,,,,
Gomphrena leptoclada,,,,,,,
Eclipta sp. Gove,herb,erect decumbent,,annual,,,
Eclipta sp. Humpty Doo,herb,prostrate decumbent,,short_lived_perennial perennial,,,
Chamaecrista nomame,,,,annual perennial,,,
Chamaecrista deserti,,,,,,,
Chamaecrista grisea,,,,,,,
Chamaecrista longipes,,,,,,,
Chamaecrista symonii,shrub,,,,,,
Chamaecrista concinna,,,,,,,
Chamaecrista moorei,,,,,,,
Chamaecrista absus,,,,,,,
Chamaecrista nomame,,,,,,,
Chamaecrista nomame,,,,,,,
Prosopis pallida,tree shrub,,,,,,
Prosopis velutina,,,,,,,
Mimosa pudica,,,,,,,
Mimosa pudica,,,,,,,
Leucaena leucocephala,,,,,,,
Leucaena leucocephala,tree shrub,,,,,,
Dichrostachys cinerea,,,,,,,
Dichrostachys cinerea,,,,,,,
Drosera paradoxa,,,,,,,
Triumfetta repens,subshrub,procumbent,,perennial,,,
Citrus gracilis,,,,,,,
Dapsilanthus,,,,,,,
Dapsilanthus elatior,,,,,,,
Desmodium tiwiense,herb,trailing,,annual perennial,,,
Richardia scabra,herb,,,annual,,,
Luvunga monophylla,climber_vine,,,,,,
Fimbristylis littoralis,,,,,,,
Senna pleurocarpa,,,,,,,
Capparis loranthifolia,tree shrub,,,,,,
Triodia bunglensis,,,,,,,
Triodia desertorum,,,,,,,
Triodia claytonii,,,,,,,
Triodia rigidissima,,,,,,,
Triodia acutispicula,,,,,,,
Triodia danthonioides,,,,,,,
Triodia inaequiloba,,,,,,,
Triodia longipalea,,,,,,,
Triodia marginata,,,,,,,
Triodia pascoeana,,,,,,,
Triodia prona,,,,,,,
Triodia vella,,,,,,,
Melaleuca triumphalis,,,,,,,
Stenostegia,,,,,,,
Stenostegia congesta,,,,,,,
Lepidium pedicellosum,,,,,,,
Drosera broomensis,,,,,,,
Drosera caduca,,,,,,,
Drosera derbyensis,,,,,,,
Stylidium mucronatum,,,,,,,
Stylidium rivulosum,,,,,,,
Stylidium perizostera,,,,,,,
Triumfetta carteri,,,,,,,
Synostemon kakadu,subshrub,,,,,,dioecious
Ptilotus gaudichaudii,herb,,,short_lived_perennial annual,,,
Hibbertia ciliolata,shrub,,,perennial,,,
Heliotropium heteranthum,,,,,,,
Nitella,,,,,,,
Clerodendrum longiflorum,,,,,,,
Marsdenia pleiadenia,,,,,,,
Marsdenia micradenia,,,,,,,
Paraceterach muelleri,fern,,,,rhizome,terrestrial,
Agave vivipara,,,,perennial,,,
Jacquemontia sp. Douglas Daly,,,,,,,
Aglaia elaeagnoidea,,,,,,,
Boronia quinkanensis,,,,,,,
Polygonum arenastrum,,,,,,,
Polygonum bellardii,,,,,,,
Ageratina riparia,,,,,,,
Eucalyptus nortonii,,,,,,,
Eucalyptus quiniorum,,,,,,,
Micromyrtus grandis,,,,,,,
Muehlenbeckia costata,,,,,,,
Cochlospermum arafuricum,tree,,,,,,
Stylidium elongatum,,,,,,,
Stylidium striatum,,,,,,,
Stylidium spathulatum,,,,,,,
Stylidium rubriscapum,,,,,,,
Drosera dilatato-petiolaris,herb,,,,,,
Drosera kenneallyi,herb,,,perennial,,,
Corchorus sublatus,,,,,,,
Corchorus puberulus,,,,,,,
Corchorus incanus,,,,,,,
Corchorus parviflorus,,,,,,,
Corchorus lasiocarpus,,,,,,,
Schenkia clementii,,,,,,,
Adiantum diaphanum,,erect,,,rhizome,,
Corchorus macropetalus,,,,,,,
Aristolochia indica,tree climber_vine,twining,,,,,
Tephrosia procera,shrub,erect,,perennial,,,
Tephrosia bifacialis,subshrub,prostrate,,annual perennial,,,
Tephrosia andrewii,,,,,,,
Sphaerostephanos unitus,,,,,rhizome,,
,,,,,,,
Tectaria,,erect,,,rhizome,,
Tectaria siifolia,,,,,rhizome,,
Podocarpus grayae,tree,,,,,,
Marsilea latzii,,,,,rhizome,,
Cephalomanes,lithophyte,,,,,terrestrial lithophyte,
Abrodictyum obscurum,,erect,,,rhizome,terrestrial,
Pityrogramma calomelanos,,erect,,,rhizome,,
Adiantum atroviride,,erect,,,rhizome,,
Adiantum hispidulum,,stoloniferous,,,rhizome stolon,,
Marsilea costulifera,,,,,rhizome,,
Dicranopteris linearis,fern,,,,rhizome,,
Sticherus flabellatus,,,,,rhizome,,
Isoetes cristata,,,,,,,
Polystichum proliferum,,,,,,,
,fern,,,,,,
Lygodium reticulatum,,,,,,,
Cheilanthes adiantoides,,,,,,,
Pellaea paradoxa,,,,,,,
Antrophyum callifolium,,,,,,,
Antrophyum plantagineum,,,,,,,
Adiantum silvaticum,,,,,,,
Davallia repens,,,,,,,
Hypolepis glandulifera,,,,,,,
Tectaria confluens,,,,,,,
Crepidomanes johnstonense,,,,,,,
Crepidomanes proliferum,,,,,,,
Hymenophyllum australe,,,,,,,
Hymenophyllum javanicum,,,,,,,
Hymenophyllum flabellatum,,,,,,,
Abrodictyum brassii,,,,,,,
Hymenophyllum kerianum,,,,,,,
Crepidomanes endlicherianum,,,,,,,
Hymenophyllum gracilescens,,,,,,,
Trichomanes bimarginatum,,,,,,,
Deparia petersenii,,,,,,,
Nephrolepis cordifolia,,,,,,,
Microsorum pustulatum,,,,,,,
Pyrrosia confluens,,,,,,,
Pyrrosia confluens,,,,,,,
Goniophlebium percussum,,,,,,,
Pneumatopteris sogerensis,,,,,,,
Grammitis billardierei,,,,,,,
Grammitis wurunuran,,,,,,,
Bolbitis,fern,,,,,terrestrial,
Bolbitis quoyana,,,,,,,
Bowenia spectabilis,,,,,,,
Bowenia serrulata,,,,,,,
Urochloa brizantha,,,,,,,
Urochloa dictyoneura,,,,,,,
Urochloa ruziziensis,,,,,,,
Tephrosia humifusa,subshrub,prostrate,,annual perennial,,,
Tephrosia ephippioides,shrub,erect,,perennial,,,
Bonnaya cowiei,semiaquatic_herb,erect,,annual,,semiaquatic,
Senna phyllodinea,,,,,,,
Bonnaya tenuifolia,semiaquatic_herb,erect procumbent,,annual,,semiaquatic,
Daviesia arenaria,,,,,,,
Daviesia wyattiana,,,,,,,
Daviesia pubigera,,,,,,,
Daviesia gracilis,,,,,,,
Daviesia inflata,,,,,,,
Daviesia stricta,,,,,,,
Daviesia leptophylla,,,,,,,
Boronia anomala,,,,,,,
Boronia bella,,,,,,,
Boronia jensziae,,,,,,,
Triglochin nana,,,,annual,,,
Daviesia ulicifolia,,,,,,,
Dichanthium aristatum,,,,,,,
Limonium lobatum,,,,,,,
Alyxia ruscifolia,,,,,,,
Eriocaulon nematophyllum,herb,,,,,,
Eriocaulon patericola,herb,,,,,,
Carnarvonia,,,,,,,
Carnarvonia araliifolia,,,,,,,
Goodenia durackiana,,,,,,,
Brachyscome campylocarpa,,,,,,,
Verbena officinalis,,,,,,,
Cymaria,,,,,,,
Cymaria dichotoma,,,,,,,
Chordifex isomorphus,,,,,,,
Moringa drouhardi,,,,,,,
Baphia,,,,,,,
Gazania rigens,,,,,,,
Washingtonia filifera,,,,,,,
Gliricidia sepium,,,,,,,
Byrsonima crassa,,,,,,,
Chamaecrista rotundifolia,,,,,,,
Aponogeton queenslandicus,herb,,,,,,
Aponogeton vanbruggenii,herb,,,annual,,,
Aponogeton bullosus,,,,,,,
Aponogeton elongatus,,,,,,,
Melaleuca sp. Spirit Hills,,,,,,,
Acacia cyperophylla,,,,,,,
Livistona leichhardtii,palm,,,perennial,,,
Livistona victoriae,,,,,,,
Eriochloa longiflora,,,,,,,
Eucalyptus rupestris,,,,,,,
Caladenia uliginosa,,,,,,,
Spermacoce congestanthera,herb,erect spreading,,annual,,,
Spermacoce erectiloba,herb,erect spreading,,annual,,,
Podolepis eremaea,,,,,,,
Utricularia simmonsii,herb,,,annual,,,
Brachyscome rara,,,,,,,
Acacia sericata,,,,,,,
Spermacoce cardiophora,herb,,,annual,,,
Spermacoce pessima,,erect spreading,,annual perennial,,,
Spermacoce lignosa,subshrub,erect spreading,,annual perennial,,,
Livistona nasmophila,,,,,,,
Hyptis capitata,,,,,,,
Cantinoa americana,,,,,,,
Eragrostis interrupta,,,,,,,
Eriachne humilis,,,,,,,
Eriachne rara,,,,,,,
Eragrostis petraea,,,,,,,
Eragrostis uvida,,,,,,,
Triumfetta appendiculata,,,,,,,
Triumfetta cladara,,,,,,,
Triumfetta litticola,,,,,,,
Spermacoce suprahila,herb,erect spreading,,annual,,,
Corchorus leptocarpus,,,,,,,
Spermacoce uniseta,,,,,,,
Duboisia arenitensis,,,,,,,
Lithomyrtus,,,,,,,
Lithomyrtus cordata,,,,,,,
Lithomyrtus densifolia,,,,,,,
Lithomyrtus dunlopii,,,,,,,
Lithomyrtus grandifolia,,,,,,,
Lithomyrtus hypoleuca,,,,,,,
Lithomyrtus kakaduensis,,,,,,,
Lithomyrtus linariifolia,subshrub,erect spreading decumbent,,,,,
Lithomyrtus repens,,,,,,,
Lithomyrtus retusa,shrub,,,,,,
Lithomyrtus microphylla,,,,,,,
Lithomyrtus obtusa,,,,,,,
Hyparrhenia filipendula,,,,,,,
Acacia sabulosa,,,,,,,
Diplachne fusca,,,,annual perennial,,,
Synostemon bacciformis,,,,,,,
Ipomoea versipellis,,trailing,,perennial,,,
Haloragis glauca,,,,,,,
Polygala pycnantha,,,,,,,
Acacia catenulata,,,,,,,
Spermacoce discreta,herb,prostrate,,annual,,,
Eclipta platyglossa,,,,,,,
Aphyllodium parvifolium,,,,,,,
Aphyllodium biarticulatum,shrub,prostrate erect,,,,,
Dendrolobium multiflorum,herb,prostrate,,,,,
Dendrolobium polyneurum,shrub,,,,,,
Dendrolobium cheelii,,,,,,,
Dendrolobium arbuscula,,,,,,,
Desmodium microphyllum,,,,,,,
Desmodium nemorosum,,,,,,,
Desmodium tenax,,,,,,,
Desmodium varians,,,,,,,
Desmodium uncinatum,,,,,,,
Desmodium incanum,,,,,,,
Phyllodium pulchellum,shrub,erect,,short_lived_perennial annual,,,
Phyllodium pulchellum,,,,,,,
Phyllodium pulchellum,,,,,,,
Tadehagi robustum,,,,,,,
Eleocharis retroflexa,aquatic_submerged,,,annual,,,
Spermacoce trichosiphonia,herb,prostrate,,annual,,,
Polygala petrophila,herb,,,annual,,,
Spermacoce redacta,herb,prostrate erect,,annual,,,
Persicaria prostrata,,,,,,,
Persicaria hydropiper,,,,,,,
Pleioluma laurifolia,tree,,,,,,
Polygala saccopetala,herb,decumbent,,annual,,,
Erycibe coccinea,climber_vine,,,perennial,,,
Diospyros cupulosa,,,,,,,
Desmodium rhytidophyllum,herb,trailing,,perennial,,,
Hibbertia brevipedunculata,subshrub,,,perennial,,,
Tephrosia sp. conduplicate,,,,,,,
Tephrosia pedleyi,,,,,,,
Hibbertia oblongata,shrub,,,,,,
Hemigraphis,,,,,,,
Gomphrena conferta,,,,,,,
Lepidagathis,,,,,,,
Stylidium leiophyllum,,,,,,,
Stylidium ramosissimum,,,,,,,
Diplachne fusca,,,,,,,
Ptilotus gaudichaudii,herb,,,short_lived_perennial annual,,,
Vandasina retusa,,,,,,,
Rostellularia adscendens,,,,,,,
Hibiscus setulosus,shrub,,,,,,
Hibiscus fallax,,,,,,,
Lindernia pronanthera,,,,,,,
Lindernia robyniae,,,,,,,
Senegalia pennata,,,,,,,
Spermacoce graniticola,herb,erect spreading,,annual,,,
Spermacoce rupicola,herb,erect spreading,,annual,,,
Spermacoce aurantiseta,herb,,,annual,,,
Cyperus sp. Edith River,,,,,,,
Spermacoce diversistyla,herb,prostrate,,annual,,,
Rorippa palustris,,,,,,,
Diplachne fusca,,,,,,,
Sphaeromorphaea,,,,,,,
Boronia excelsa,,,,,,,
Hibbertia sp. Marrawal,,,,,,,
Tephrosia valleculata,shrub,erect,,perennial,,,
Mikania micrantha,,,,,,,
Camptacra barbata,,,,,,,
Acacia zatrichota,,,,,,,
Acacia anasilla,,,,,,,
Tephrosia candida,,,,,,,
Pimelea leptospermoides,,,,,,,
Tephrosia forrestiana,,,,,,,
Acalypha lanceolata,,,,,,,
Solanum melongena,,,,,,,
Merremia emarginata,,,,,,,
Cenchrus setiger,,,,,,,
Chromolaena,,,,,,,
Chromolaena odorata,shrub,scrambling,,perennial,,,
Arthraxon hispidus,,,,,,,
Impatiens walleriana,,,,,,,
Aristolochia acuminata,,,,,,,
Chenopodium ficifolium,,,,,,,
Chenopodium ficifolium,herb,,,annual,,,
Chenopodium giganteum,,,,,,,
Chenopodium ambrosioides,,,,,,,
Hakea lorea,tree shrub,,,,,,
Hakea lorea,,,,,,,
Eriachne insularis,,,,,,,
Eriachne glabrata,,,,,,,
Centipeda borealis,,,,,,,
Fimbristylis sp. Beverley Springs,,,,,,,
Fimbristylis sp. Montejinni,,,,,,,
Spermacoce retitesta,herb,prostrate,,annual,,,
Spermacoce occultiseta,herb,prostrate erect,,annual,,,
Spermacoce resinosula,subshrub herb,erect spreading,,perennial,,,
Spermacoce juncta,herb,erect spreading,,annual,,,
Bursaria occidentalis,,,,,,,
Bursaria reevesii,,,,,,,
Leptosema oxylobioides,,,,,,,
Leptosema chapmannii,,,,,,,
Leptosema daviesioides,,,,,,,
Leptosema uniflorum,shrub,prostrate erect,,perennial,,,
Boronia ledifolia,,,,,,,
Babingtonia,,,,,,,
Hysterobaeckea behrii,shrub,dense,,,,,
Grammosolen truncatus,,,,,,,
Nicotiana truncata,,,,,,,
Ptilotus murrayi,,,,,,,
Ptilotus murrayi,,,,,,,
Symonanthus aromaticus,,,,,,,
Cyphanthera scabrella,,,,,,,
Pultenaea obovata,,,,,,,
Gossia,,,,,,,
Uromyrtus lamingtonensis,,,,,,,
Gossia lewisensis,,,,,,,
Gossia punctata,,,,,,,
Acacia arbiana,,,,,,,
Austromuellera trinervia,,,,,,,
Hoppea,,,,,,,
Hoppea dichotoma,,,,,,,
Pouzolzia hirta,herb,,,annual,,,
Anacardium,,,,,,,
Anacardium occidentale,,,,,,,
Eryngium,,,,,,,
Eryngium supinum,,,,,,,
Coriandrum sativum,,,,,,,
Turnera,herb,erect,,annual perennial,,,
Turnera ulmifolia,subshrub herb,,,perennial,,,
Cenchrus americanus,,,,,,,
Centella,herb,,,perennial,,,
Centella asiatica,herb,,,perennial,,,
Dapsilanthus ramosus,,,,,,,
Dapsilanthus spathaceus,,,,perennial,,,
Apodasmia brownii,,,,,,,
Centipeda minima,,,,,,,
Centipeda minima,,,,,,,
Centipeda nidiformis,,,,,,,
Amaranthus centralis,herb,erect,,annual,,,
Maireana sp. Rainbow Valley,herb,erect decumbent,,,,,
Sida sp. Watarrka,subshrub herb,prostrate decumbent,,perennial,,,
Amaranthus macrocarpus,,,,,,,
Amaranthus cuspidifolius,herb,,,annual,,,
Caesia sp. Mt Zeil,geophyte,,,perennial,,,
Calothamnus quadrifidus,,,,,,,
Chamelaucium,,,,,,,
Calytrix ecalycata,,,,,,,
Calytrix violacea,,,,,,,
Homalocalyx thryptomenoides,,,,,,,
Homalocalyx polyandrus,,,,,,,
Triumfetta sp. fleshy,shrub,,,,,,
Pterocarpus,,,,,,,
Pterocarpus indicus,,,,,,,
Spermacoce protrusa,herb,erect spreading,,annual,,,
Macarthuria vertex,subshrub shrub,prostrate,,,,,
Solanum carduiforme,,,,perennial,,,
Brachychiton x hirtellus,,,,,,,
Brachychiton acerifolius,,,,,,,
Brachychiton rupestris,,,,,,,
Brachychiton vitifolius,,,,,,,
Brachychiton chillagoensis,,,,,,,
Brachychiton garrawayae,,,,,,,
Xerochloa barbata,,,,,,,
Centrosema plumieri,,,,annual,,,
Sporobolus africanus,,,,,,,
Sporobolus jacquemontii,,,,,,,
Sporobolus latzii,,,,,,,
Sporobolus lenticularis,,,,,,,
Sporobolus natalensis,,,,,,,
Sporobolus diandrus,,,,,,,
Eucalyptus sp. Killarney,,,,,,,
Rostraria cristata,,,,,,,
Lobelia gibbosa,,,,,,,
Lobelia gibbosa,,,,,,,
Eriocaulon tricornum,herb,,,,,,
Cheilanthes distans,,,,,,,
Cheilanthes austrotenuifolia,,,,,,,
Phyllanthus sp. Roper River,,,,,,,
Oldenlandia spathulata,,,,,,,
Bridelia,,,,,,,
Acacia repens,,,,,,,
Acacia smeringa,,,,,,,
Cyclophyllum schultzii,,,,,,,
Wrightia pubescens,,,,,,,
Ilex arnhemensis,,,,,,,
Josephinia imperatricis,,,,,,,
Rothia indica,,,,,,,
Rothia indica,,,,,,,
Stephania japonica,,,,,,,
Aloe,,,,,,,
Aloe vera,,,,,,,
Aloe vera,,tufted,,perennial,,,
Petraeomyrtus,,,,,,,
Petraeomyrtus punicea,tree,,,,,,
Eucalyptus brachycalyx,,,,,,,
Erodiophyllum acanthosephalum,,,,,,,
Mitrasacme sp. Melville Island,,,,,,,
Riccia papulosa,,,,,,,
Flindersia acuminata,,,,,,,
Justicia betonica,,,,,,,
Lonchocarpus sericeus,,,,,,,
Eriachne ovata,,,,,,,
Spermacoce elaiosoma,herb,erect spreading,,annual,,,
Ficus lilliputiana,lithophyte shrub,prostrate spreading,,,,lithophyte,monoecious
Ficus atricha,tree lithophyte shrub,,,,,lithophyte,monoecious
Ficus cerasicarpa,tree lithophyte,,,,,lithophyte,monoecious
Ficus brachypoda,tree lithophyte shrub,,,,,lithophyte,monoecious
Ficus lilliputiana,,,,,,,
Ficus lilliputiana,,,,,,,
Ficus rubiginosa,,,,,,,
Echinochloa dietrichiana,,,,annual,,,
Stylidium candelabrum,,,,,,,
Mallotus dispersus,tree shrub,,,,,,
Stylidium semipartitum,herb,,,annual,,,
Crinum venosum,,,,,,,
Stylidium symonii,,,,,,,
Stylidium tenerrimum,herb,,,annual,,,
Cyperus betchei,,,,,,,
Murraya koenigii,shrub,,,,,,
Knoxia sumatrensis,,,,,,,
Dodonaea viscosa,,,,,,,
Goodenia sepalosa,,,,,,,
Austrostipa,,,,,,,
Austrostipa aquarii,,,,,,,
Austrostipa centralis,,,,,,,
Austrostipa feresetacea,,,,,,,
Austrostipa nitida,,,,,,,
Austrostipa scabra,,,,,,,
Austrostipa trichophylla,,,,,,,
Austrostipa scabra,,,,,,,
Cassinia,,,,,,,
Cassinia laevis,,,,,,,
Amyema congener,,,,,,,
Amyema congener,,,,,,,
Rutidosis helichrysoides,,,,,,,
Rutidosis helichrysoides,,,,,,,
Cycas media,,,,,,,
