taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Byblis liniflora,Byblis,NA,NA,Byblidaceae,Lamiales,Lamiidae,iNaturalist. (2022). Byblis liniflora. https://www.inaturalist.org/taxa/123307-Byblis-liniflora,https://www.inaturalist.org/taxa/123307-Byblis-liniflora,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Lily Dun,24/2/2022
Ajuga reptans,Ajuga,NA,Ajugoideae,Lamiaceae,Lamiales,Lamiidae,"TRY- BiolFlor, Ecological Flora of the British Isles",NA,insect,animal,no,"""bumble bees…insects the rule…selfing at failure of outcrossing…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Cymaria dichotoma,Cymaria,NA,NA,Lamiaceae,Lamiales,Lamiidae,Flora of China. 2022. Cymaria dichotoma. http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200019565,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200019565,insect,animal,no,"""Corolla ca. 3 mm, puberulent, glandular; tube ca. 2 mm, cylindric, straight; upper lip oblong, slightly concave; lower lip enlarged, spreading, 3-lobed, lobes elliptic, middle lobe largest.""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,NA,NA,NA,species,Lily Dun,18/3/2022
Prostanthera calycina,Prostanthera,Westringieae,Prostantheroideae,Lamiaceae,Lamiales,Lamiidae,iNaturalist. 2022. Prostanthera calycina. https://www.inaturalist.org/taxa/960009-Prostanthera-calycina,https://www.inaturalist.org/taxa/960009-Prostanthera-calycina,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Lily Dun,29/3/2022
Ibicella lutea,Ibicella,NA,NA,Martyniaceae,Lamiales,Lamiidae,iNaturalist. 2022. Ibicella lutea. https://www.inaturalist.org/taxa/164032-Ibicella-lutea/browse_photos,https://www.inaturalist.org/taxa/164032-Ibicella-lutea/browse_photos,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,25/11/2022
Martynia annua,Martynia,NA,NA,Martyniaceae,Lamiales,Lamiidae,"Cárdenas-Ramos, D., Falcón-Brindis, A., Badillo-Montaño, R., Hinojosa-Diaz, I., & Ayala, R. (2018). Floral Traits and Foraging Behavior of the Bee Assemblage Visiting Martynia annua L.(Martyniaceae) in Coastal Jalisco, Mexico. Sociobiology, 65(4), 722-726.",http://ojs3.uefs.br/index.php/sociobiology/article/view/3393/2996,insect,animal,no,"""Table 2. Pollen loads on floral visitors and average time spent within the flowers of Martynia annua. Pg = pollen grains of M. annua (Mean ± SE); Hpg = heterospecific pollen grains; Sa = scutum area. SE = standard error.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,NA,""" Nectar production averaged 0.021 ± 0.086 ml with a concentration of 36.16 ± 2.28 °Bx/flower (N= 6)""",explicit from the text (described as such),species,Lily Dun,18/3/2022
Olea europaea,Olea,NA,NA,Oleaceae,Lamiales,Lamiidae,"TRY- BASECO, Cabo de Gata-N<ed>jar Natural Park",NA,wind and insect,wind&animal,no,"""entomogamous…anemophilous""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Striga asiatica,Striga,NA,NA,Orobanchaceae,Lamiales,Lamiidae,iNaturalist. 2022. Striga asiatica. https://www.inaturalist.org/taxa/169410-Striga-asiatica/browse_photos,https://www.inaturalist.org/taxa/169410-Striga-asiatica/browse_photos,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,25/11/2022
Paulownia tomentosa,Paulownia,NA,NA,Paulowniaceae,Lamiales,Lamiidae,TRY- BiolFlor,NA,bee,animal,no,"""bumble bees…insects the rule""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Sesamum indicum,Sesamum,NA,NA,Pedaliaceae,Lamiales,Lamiidae,"Mahfouz, H. M., Kamel, S. M., Belal, A. H., & Said, M. (2012). Pollinators visiting sesame (Sesamum indicum L.) seed crop with reference to foraging activity of some bee species. Cercetari Agronomice in Moldova, 45(2), 49-55.",https://www.researchgate.net/publication/267978818_Pollinators_Visiting_Sesame_Sesamum_Indicum_L_Seed_Crop_with_Reference_to_Foraging_Activity_of_Some_Bee_Species,insect,animal,no,"""revealed that four groups of
pollinators visited the sesame
belonging to order Hymenoptera,
Diptera, Lepidoptera and Coleoptera
of class insecta during the flowering
period. The number of Hymenoptera
was higher, followed by Lepidoptera,
and then both of Coleoptera and
Diptera. The results indicate that
Hymenopterans and Lepidopterans
are the major pollinators visiting
sesame flowers""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,NA,"""The maximum number of A.
mellifera was observed during 9-11
am and decreased with time during
the day. This is because nectar flow is
copious in the sesame crop especially
in the morning period; there after the
nectar concentration gradually
diminishes. """,explicit from the text (described as such),species,Lily Dun,24/3/2022
Plantago lanceolata,Plantago,NA,NA,Plantaginaceae,Lamiales,Lamiidae,"Sharma, N., Koul, P., & Koul, A. K. (1993). Pollination biology of some species of genus Plantago L. Botanical Journal of the Linnean Society, 111(2), 129–138. https://doi.org/10.1111/j.1095-8339.1993.tb01895.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1095-8339.1993.tb01895.x,wind and insect,wind&animal,no,"""The relative efficiency of wind pollination in all chasmogamous species was determined by hanging glass slides smeared with Mayer’s albumen on T-shaped stands, fixed at distance of 0.5-2 m from the pollen source. The slides, exposed for 24 h, were screened for the pollen load under the microscope. Observations on the slides revealed considerable differences. Whereas the slides fixed around plants of P . drummondii carried few or no pollen grains of this species, those hung around the plants of other species carried a considerable number (Table5)....Spikes of only three species, P. lagopus, P. lanceolata and to a lesser degree of P. ovata, are visited by Apis dorsata, Apis florea and a few dipteran flies...Wind and insects are the major pollinating agents in these and some other species of Plantago""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,no,no,"""Flowers are compactly arranged in spikes; they are small, scentless and without any nectar...In the absence of nectar in the flowers of these species, pollen is the only reward that visiting insects collect in return for their visit.""",explicit from the text (described as such),species,Ruby Stephens,31/1/2022
Veronica anagallis-aquatica,Veronica,NA,NA,Plantaginaceae,Lamiales,Lamiidae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles",NA,insect,animal,no,"""bees, bumblebees, wasps, bombylides, syrphids…insects possible…selfing often…entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Buddleja davidii,Buddleja,NA,NA,Scrophulariaceae,Lamiales,Lamiidae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles, Sheffield-Iran-Spain Database, Traits from the Wildfire Project",NA,insect,animal,no,"""pollination animals…butterflies, long tongued bees, syrphids…insects the rule…entomogamous…Animals…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Verbascum thapsus,Verbascum,NA,NA,Scrophulariaceae,Lamiales,Lamiidae,"Donnelly, S. E., Lortie, C. J., & Aarssen, L. W. (1998). Pollination in Verbascum thapsus (Scrophulariaceae): The advantage of being tall. American Journal of Botany, 85(11), 1618–1625. https://doi.org/10.2307/2446490",http://onlinelibrary.wiley.com/doi/abs/10.2307/2446490,insect,animal,no,"""inflorescence spike of bright yellow flow- ers that are visited by pollinators, primarily bees...Plants of V. thapsus that had visiting pollinators were generally taller than their nearest unvisited neighbors""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar and pollen,yes,NA,"""given the low nectar levels in V. thapsus and that pollinators (honey bees and bumble bees) appear to forage for only pollen (S. Donnelly, personal observation)""",interpreted from the text,species,Ruby Stephens,31/1/2022
Polypremum procumbens,Polypremum,NA,NA,Tetrachondraceae,Lamiales,Lamiidae,"Lonard, R. I., & Judd, F. W. (1989). Phenology of native angiosperms of South Padre Island, Texas.",https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1034&context=napcproceedings,insect,animal,no,"""Table 1. Flowering and fruiting duration and relationships for 74 species of native angiosperms of South Padre Island, Texas. Entomophilous
species = e, anemophilous species = a.""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Lily Dun,24/3/2022
Ipomoea alba,Ipomoea,NA,Convolvuloideae,Convolvulaceae,Solanales,Lamiidae,"Galetto, L., & Bernardello, G. (2004). Floral nectaries, nectar production dynamics and chemical composition in six Ipomoea species (Convolvulaceae) in relation to pollinators. Annals of botany, 94(2), 269-280.",https://watermark.silverchair.com/mch137.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAtgwggLUBgkqhkiG9w0BBwagggLFMIICwQIBADCCAroGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM3fkqMA1mzG1lmyGUAgEQgIICi0e8rBvAsnqVZPVpuLRNbh-Th6XpQ8Avf-NUBLRwyfFZkrqEJQq19pLjKI7YdH7XOOHUeo_c-_XyXH9VuGD3YOheRSjtgysK8SwWqVDUm4kywZYGJkIPCriJjYLvFP3qGZqgazJaTM74EnYkVNEqcxtsuknuxep4iCDJd4gECuIg_5-1gvYePU10rfkSiMxJP0xKoMSnGIi2eDUqLIJf79NukWEr_28lPTWK9BPXNSCouhVYZiifsL-TawbH0Hde1UQOY2DiKpDGdjg6MDdVCliICjNQg_TstPuE41wVdAuvz-zOBTKwmIu0khhtFAvmdUnJC528x7q-lVXAKHFousHjHhB4cZdaBgOk2vk6ShuydjJgIIWkIOXJX_0MHldatlaM9FrA8BJvQl4Aq_WkOzmBQnDtRaEGDHtqv9FFxmK_ZFiftEkk6cXXkhuldIpHVOs7qe7sITpdW2yWt_3YsHkEjjl__HJU6izDk6i8Uzz1SD-VqqWV9AfYg6gBxv3uXriAl2YWKvUGMS0vlZuv4iE3eoPBt_ZJwcf0WISHo3OLvNVjWHx8OSdGma9XvAKT_LXxXab_RMu1tP0YCvg8QzVPzOxTTyBzQf121NMu82nGgRjfCAGQ5wVCDlKot2L_3rJbP1gEbwq-VLzqd3SBsPHuy90zDDUn0gvZuZfGLj8Ct36DmRBHFJBeAfL_R2R5IPMgRNu90bHKZKpQHNAcGBpTdNi4Wt7ApUJhavoPYi-SKNle4n6jse5J2XjWlJ1l3qqNdRreJLq_3_0on8mLmeY6qxmA8mf0spYCOtRPQYC2kt11ygEMGlqd-UrVrFGpBm4ovLoCV77mZr8ebJmnkRfJXT2Lb8CAtD4R2g,moth,animal,no,"""T ABLE 2. Flower visitors of Argentinian Ipomoea species: I. alba – – Sphingidae: Manduca""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,NA,"""All the species studied had a conspicuous floral (also called
nuptial), discoidal nectary surrounding the ovary base""",explicit from the text (described as such),species,Lily Dun,24/3/2022
Cestrum nocturnum,Cestrum,Cestreae,Cestroideae,Solanaceae,Solanales,Lamiidae,"Overland, L. (1960). Endogenous rhythm in opening and odor of flowers of Cestrum nocturnum. American Journal of Botany, 47(5), 378-382.",https://www.jstor.org/stable/pdf/2439225.pdf?casa_token=iudwwI2NfE0AAAAA:2jS50nEEU1xYA4ojNMPocM7Cn4yqfeQ6QSeMFibUagrVAwjgWx2nYJ5yz3Shhud4m5Ia8pdhs2h6DrLgSMioh0eaU8ZTkSliGZfaQDBtufCw4ZtKpz8,insect,animal,no,"""This plant, which is a semi-tropical shrub
 native to islands in the Caribbean, is pollinated by
 a night-flying insect, obviously attracted to it by
 its fragrance. Plants grown in insect-free green-
 houses, although exhibiting the same cycles of
 flowering and odor, never form seed due to the
 absence of pollinating insects""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",scent,NA,yes,"""NS.-The strong night
 odor for which Cestrutm nocturnum is noted and
 which formerly was thought to be a direct result of
 darkness, has been found to exist as an endogenous
 rhythm independent of the outer environment.""",explicit from the text (described as such),species,Lily Dun,29/3/2022
Anthocercis viscosa,Anthocercis,NA,Nicotianoideae,Solanaceae,Solanales,Lamiidae,"Stace, H. M. (1995). Protogyny, self-incompatibility and pollination in Anthocercis gracilis (Solanaceae). Australian Journal of Botany, 43(5), 451-459.",https://www.publish.csiro.au/bt/pdf/bt9950451,insect,animal,no,"""Nocturnal moths were seen visiting the large scented white-flowers of A. viscosa in William Bay National Park, southern Western Australia (J. S. Pate, pers. comm.), musid flies have
been observed on A. viscosa ssp, viscosa at West Cape Howe (G. J. Keighery, pers. comm.)""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Lily Dun,29/3/2022
Nicotiana tabacum,Nicotiana,NA,Nicotianoideae,Solanaceae,Solanales,Lamiidae,TRY- BiolFlor,NA,insect,animal,no,"""butterflies, long tongued bees, syrphids…insects the rule…selfing often""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Petunia axillaris,Petunia,NA,Petunioideae,Solanaceae,Solanales,Lamiidae,"Klahre, U., Gurba, A., Hermann, K., Saxenhofer, M., Bossolini, E., Guerin, P., & Kuhlemeier, C. (2011). Pollinator choice in Petunia depends on two major genetic loci for floral scent production. Current Biology, 21(9), 730-739.",https://www.researchgate.net/publication/51055058_Pollinator_Choice_in_Petunia_Depends_on_Two_Major_Genetic_Loci_for_Floral_Scent_Production,moth,animal,no,"""The night-active hawkmoth pollinator Manduca sexta relies on olfactory cues provided by Petunia axillaris""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,NA,NA,NA,NA,NA,species,Lily Dun,29/3/2022
Solanum dulcamara,Solanum,NA,Solanoideae,Solanaceae,Solanales,Lamiidae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles, Sheffield-Iran-Spain Database, Traits from the Wildfire Project, Sheffield Database",NA,insect,animal,no,"""short tongued bees, syrphids, flies, beetles…insects the rule…entomogamous…unspecialised zoophyllous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Sphenoclea zeylanica,Sphenoclea,NA,NA,Sphenocleaceae,Solanales,Lamiidae,iNaturalist. 2022. Sphenoclea zeylanica. https://www.inaturalist.org/taxa/156037-Sphenoclea-zeylanica,https://www.inaturalist.org/taxa/156037-Sphenoclea-zeylanica,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Lily Dun,29/3/2022
Atherosperma moschatum,Atherosperma,NA,NA,Atherospermataceae,Laurales,Magnoliidae,"Shapcott, A. (1995). The spatial genetic structure in natural populations of the Australian temperate rainforest tree Atherosperma moschatum (Labill.) (Monimiaceae). Heredity, 74(1), 28–38. https://doi.org/10.1038/hdy.1995.4 ; Kingston, A. B., & Mc QUILLAN, P. B. (2000). Are pollination syndromes useful predictors of floral visitors in Tasmania? Austral Ecology, 25(6), 600–609. https://doi.org/10.1111/j.1442-9993.2000.tb00065.x ; Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au ; Sampson, F. B. (1969). Studies on the Monimiaceae: II. Floral morphology of Laurelia novae-zelandiae A. Cunn. (subfamily Atherospermoideae)*. New Zealand Journal of Botany, 7(3), 214–240. https://doi.org/10.1080/0028825X.1969.10428595",http://www.nature.com/articles/hdy19954 ; http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-9993.2000.tb00065.x ; https://profiles.ala.org.au/opus/foa/profile/Atherosperma%20moschatum ; http://www.tandfonline.com/doi/abs/10.1080/0028825X.1969.10428595,insect,animal,no,"""A. moschatum is known to reproduce vegetatively, is insect-pollinated""; Source 2 records bee visitor to Atherosperma moschatum flowers",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,yes,"""Flowers pleasantly perfumed""",explicit from the text (described as such),species,Ruby Stephens,18/11/2021
Idiospermum australiense,Idiospermum,NA,Idiospermoideae,Calycanthaceae,Laurales,Magnoliidae,"Worboys, S. J., & Jackes, B. R. (2005). Pollination Processes in Idiospermum australiense (Calycanthaceae), an arborescent basal angiosperm of Australia?s Tropical Rain Forests. Plant Systematics and Evolution, 251(2–4), 107–117. https://doi.org/10.1007/s00606-004-0226-z",http://link.springer.com/10.1007/s00606-004-0226-z,insect,animal,no,"""The pollinators are small; it appears likely that they are attracted by scent and/or pale colours; and they are rewarded by pollen and/or plant tissues and a safe haven for their larvae. Both thrips and beetles fit these requirements.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",food,no,yes,"""Nectar was not present in Idiospermum flowers: there was no accumulation of liquid visible on the tepals, stamens or staminodia, nor was there any accumulation of liquid in the base of the receptacle of any of the fresh flowers examined...evidence was found that floral tissues provided some of the reward, as the adaxial surface of the deciduous lower tepals was often targetted by chewing insects...Fragrance was produced by these lower tepals...The flowers have a sweet, fruity fragrance""",explicit from the text (described as such),species,Ruby Stephens,18/11/2021
Hernandia ovigera,Hernandia,NA,Hernandioideae,Hernandiaceae,Laurales,Magnoliidae,Flora of Malesiana online Accessed  22 November 2021,http://portal.cybertaxonomy.org/flora-malesiana/cdm_dataportal/taxon/537f5d28-67d4-4053-8683-e2bffb034c15,insect,animal,no,"""No observations are recorded, but the flowers of Hernandia and Illigera are often reported to be fragrant and the staminal appendages of Illigera seem to function as nectaries; the pollen grains of both genera are large and sticky. These characters suggest that the Hernandia and Illigera species may be entomogamous.""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,yes,yes,"""No observations are recorded, but the flowers of Hernandia and Illigera are often reported to be fragrant and the staminal appendages of Illigera seem to function as nectaries; the pollen grains of both genera are large and sticky. These characters suggest that the Hernandia and Illigera species may be entomogamous.""",interpreted from the text,genus,Ruby Stephens,22/11/2021
Cassytha filiformis,Cassytha,Cassytheae,NA,Lauraceae,Laurales,Magnoliidae,"Weber, J. Z. (1981). A TAXONOMIC REVISION OF CASSYTHA (LAURACEAE) IN AUSTRALIA. Journal of the Adelaide Botanic Garden, 3(3), 187–262.",https://www.jstor.org/stable/23872351,insect,animal,no,"""Pollination: I have not observed any particular insects on the flowers as possible pollinators, nor has any other information on pollination been found in the literature. The presence of the glands in the flower, and the quite long flowering period of several weeks may suggest insect pollination or wind pollination; on the other hand the introrse stamens and the small flowers may achieve self pollination.""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,20/4/2022
Cryptocarya meisneriana,Cryptocarya,Cryptocaryeae,NA,Lauraceae,Laurales,Magnoliidae,"Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au",https://profiles.ala.org.au/opus/foa/profile/Cryptocarya,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,yes,"""Flowers cream, pale green, perfumed""",explicit from the text (described as such),genus,Ruby Stephens,1/12/2021
Cinnamomum camphora,Cinnamomum,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Kubitzki, K., & Kurz, H. (1984). Synchronized dichogamy and dioecy in neotropical Lauraceae. Plant Systematics and Evolution, 147(3), 253–266. https://doi.org/10.1007/BF00989387",https://doi.org/10.1007/BF00989387,insect,animal,no,"""Cinnamonum which possess relatively large, showy flowers with a two day cycle in floral Class A. These flowers open widely and close between the male and female stage in a rhythm that appears to have evolved in response to the phases of activity of the pollinators""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar and pollen,yes,yes,"""Ample nectar is produced by the staminal glands flanking the inner stamens and the staminodes corresponding to the fourth staminal whorl; this glandular tissue is shiny yellow…"" Flora of Australia: ""Flowers opening widely with tepals becoming ± horizontal, white or cream, smelling of camphor.""",interpreted from the text,species,Ruby Stephens,2/12/2021
Laurus nobilis,Laurus,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Pacini, E., Sciannandrone, N., & Nepi, M. (2014). Floral biology of the dioecious species Laurus nobilis L. (Lauraceae). Flora - Morphology, Distribution, Functional Ecology of Plants, 209(3), 153–163. https://doi.org/10.1016/j.flora.2014.02.001",https://www.sciencedirect.com/science/article/pii/S0367253014000115,insect,animal,no,"""The present research was conducted in a garden...so that bay laurel flowers were visited by different types of insects, rewards were collected, pollination occurred, and the fruits ripened.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""Insects are attracted by male and female flowers similarly, males offer nectar and pollen, whilst females only nectar""",explicit from the text (described as such),species,Ruby Stephens,2/12/2021
Eupomatia bennettii,Eupomatia,NA,NA,Eupomatiaceae,Magnoliales,Magnoliidae,"Endress, P. K. (2003). Early Floral Development and Nature of the Calyptra in Eupomatiaceae (Magnoliales). International Journal of Plant Sciences, 164(4), 489–503. https://doi.org/10.1086/375319",http://www.journals.uchicago.edu/doi/full/10.1086/375319,beetle,animal,no,"""Eupomatia is pollinated by small weevils of the genus Elleschodes (Hamilton 1897; Hotchkiss 1958; Armstrong and Irvine 1990). No other pollinators have ever been observed. Conversely, the genus Elleschodes has never been observed anywhere other than on Eupomatia flowers (Armstrong and Irvine 1990).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",food and reproduction,NA,NA,"""The valvate stamens and the histologically highly differentiated staminodes are united into a massive synandrium (Endress 1984a, 1984b; Endress and Hufford 1989). It serves as shelter and food for the pollinating beetles and, after abscission from the flower while on the forest floor, also for their larvae (Armstrong and Irvine 1990). """,explicit from the text (described as such),species,Ruby Stephens,6/12/2021
Piper betle,Piper,NA,Piperoideae,Piperaceae,Piperales,Magnoliidae,"iNaturalist. (2022). Piper betle. iNaturalist. https://www.inaturalist.org/taxa/347653-Piper-betle/browse_photos ; de Figueiredo, R. A., & Sazima, M. (2000). Pollination Biology of Piperaceae Species in Southeastern Brazil. Annals of Botany, 85(4), 455–460. https://doi.org/10.1006/anbo.1999.1087",https://www.inaturalist.org/taxa/347653-Piper-betle/browse_photos ; https://www.sciencedirect.com/science/article/pii/S0305736499910879,wind and insect,wind&animal,no,"""14 Piperaceae species...All species had minute odorous and nectarless flowers visited by insects...Seven species were wind pollinated, and three were exclusively pollinated by insects. Flower visitors were mainly hover flies and bees...Wind pollination occurs in seven of the studied Piperaceae: Piper arboreum, P. gaudichaudianum, P. macedoi, P. mikanianum, P. xylosteoides, Ottonia martiana and O. propinqua (Table 2). Anemophily has previously been recorded only for P. nigrum in Panama (Martin and Gregory, 1962), whereas other Central American Piper species are not wind pollinated (Semple, 1974; Fleming, 1985). As the bags used for insect exclusion may have affected access by windblown pollen, the estimation of wind pollination (Table 2) may be conservative. Furthermore, small insects initially present in the bag may have also contributed to fruit set by autogamy or geitonogamy, as perhaps occurred in P. crassinervium. Four species, P. aduncum, P. mollicomum, P. regnelli and Pothomorphe umbellata, did not yield substantially more fruits in insect-proof bags than could have been accounted for by within-inflorescence fertilization in waterproof bags, hence they were not considered to be wind pollinated. The majority of species grow at the edge of the forest, an appropriate place for pollen transport by wind (Arruda and Sazima, 1988), but Piper arboreum, P. gaudichaudianum, P. mikanianum, P. regnelli, O. martiana and O. propinqua also grow in the forest under-storey. These individuals, too, are effectively pollinated by wind (Table 2). Bawa and Crisp (1980) and Bawa et al. (1985) also recorded some anemophilous under-storey species within the Moraceae. Species of Piperaceae exhibit some classic traits of anemophilous plants, such as the increase of individuals flowering in windy months ( from September to December, see Fig. 1), the small and pulverulent pollen grains and the protogynous flowers (Lloyd and Webb, 1986; Honig et al., 1992). Piper amalago, P. crassinervium and P. glabratum may be exclusively insect-pollinated. As insects visit inflorescences of all Piperaceae species (Table 2), these plants may well benefit from insect pollination, although we have no evidence of this since none of our treatments excluded wind pollination. Flies (mainly hoverflies, Syrphidae: Diptera) and bees (mainly Apidae: Hymenoptera) were the most frequent visitors, transporting Piperaceae pollen on their bodies (Fig. 2B). Central American Piper species are pollinated mainly by stingless bees of the genus Trigona (Apidae: Hymenoptera) (Semple, 1974; Fleming, 1985).""
",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,12/4/2022
Akania bidwillii,Akania,NA,NA,Akaniaceae,Brassicales,Malvidae,"Conran, J. G., Kaulfuss, U., Bannister, J. M., Mildenhall, D. C., & Lee, D. E. (2019). An Akania (Akaniaceae) inflorescence with associated pollen from the early Miocene of New Zealand. American Journal of Botany, 106(2), 292–302. https://doi.org/10.1002/ajb2.1236",http://onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1236,insect,animal,no,"""Living Akania flowers are small, actinomorphic, dish-shaped, pink to white, and fragrant (Hewson, 1985) and are presumed to have unspecialized pollination (Williams and Adam, 2010)...The absence of zygomorphy, an expanded gullet-like hypanthium, or spurring suggests that the Miocene New Zealand Akania flowers were probably also pollinated by small, generalist insect pollinators, agreeing with the hypotheses of long- term unspecialized pollination (Newstrom and Robertson, 2005)""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,21/2/2022
