"","family","taxa","spauth","infraspecauth","species3author","thousandseedweight","materialweigheddesc","seedweightnotes","weightprecision","refdesc","refshort"
"5916","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia corymbosa","Sm.",NA,NA,7.5044,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5917","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia cunderdin","Crisp & G.Chandler",NA,NA,14.64695,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5918","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia dielsii","E.Prtiz.",NA,NA,15.97,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5919","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia dielsii","E.Prtiz.",NA,NA,14.971,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5920","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia discolor","Pedley",NA,NA,2.9372,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5921","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia elliptica","Crisp",NA,NA,3.0688,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5922","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia elongata","Benth.",NA,NA,12.375,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5923","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia emarginata","(Miq.) Crisp",NA,NA,32.0493151,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5924","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia epiphyllum","Meisn.",NA,NA,57.804,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5925","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia euphorbioides","Benth.",NA,NA,24.4322581,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5926","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia euphorbioides","Benth.",NA,NA,24.4291667,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5927","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia filipes","Benth.",NA,NA,5.79,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5928","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia flava","Pedley",NA,NA,4.604,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5929","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia genistifolia","A.Cunn. ex Benth.",NA,NA,7.7676,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5930","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia glossosema","Crisp",NA,NA,36.6976364,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5931","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia hakeoides subsp. subnuda","Meissn.","Crisp",NA,9.6472,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5932","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia horrida","Preiss ex Meisn.",NA,NA,22.5832,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5933","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia laevis","Crisp",NA,NA,5.2652,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5934","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia laevis","Crisp",NA,NA,4.9536,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5935","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia latifolia","R.Br.",NA,NA,5.3396,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5936","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia latifolia","R.Br.",NA,NA,4.0272,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5937","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia latifolia","R.Br.",NA,NA,3.468,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5938","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia laxiflora","(J.H.Willis) Crisp",NA,NA,5.47,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5939","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia leptophylla","A.Cunn. ex G.Don",NA,NA,8.12,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5940","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia lineata","Crisp",NA,NA,29.884,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5941","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia megacalyx","Crisp",NA,NA,20.9708,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5942","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia microcarpa","Crisp",NA,NA,2.012,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5943","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia mimosoides","R.Br.",NA,NA,3.57,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5944","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia nova-anglica","Crisp",NA,NA,5.002,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5945","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia ovata","Benth.",NA,NA,18.0540323,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5946","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia ovata","Benth.",NA,NA,17.56,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5947","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia pectinata","Lindl.",NA,NA,4.3464,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5948","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia pectinata","Lindl.",NA,NA,5.4072,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5949","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia physodes","G.Don",NA,NA,24.9512,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5950","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia preissii","Meisn.",NA,NA,26.07,"Seed","Mean 26.07 <U+00B1> 0.47. Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Bell, D.T., Rokich, D.P., McChesney, C.J., & Plummer, J.A. 1995. Effects of temperature, light and gibberellic acid on the germination of seeds of 43 species native to Western Australia. Journal of Vegetation Science, 6(6):797-806.","(Bell, et al., 1995)"
"5951","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia pteroclada","Crisp",NA,NA,14.41092,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5952","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia pubigera","A.Cunn. ex Benth.",NA,NA,11.4276,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5953","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia sejugata","G.Chandler & Crisp",NA,NA,9.1504,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5954","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia sejugata","G.Chandler & Crisp",NA,NA,11.5084,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5955","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia spiralis","Crisp",NA,NA,13.4184,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5956","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia suaveolens","Crisp",NA,NA,5.0988,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5957","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia tortuosa","Crisp",NA,NA,25.565,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5958","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia ulicifolia subsp. incarnata","Andrews","G.Chandler & Crisp",NA,8.404,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5959","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia villifera","A.Cunn. ex Benth.",NA,NA,6.57,"Seed",NA,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
"5960","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia villifera","A.Cunn. ex Benth.",NA,NA,4.6548,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5961","LEGUMINOSAE-PAPILIONOIDEAE","Daviesia wyattiana","F.M.Bailey",NA,NA,11.7976,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5962","LEGUMINOSAE-PAPILIONOIDEAE","Dendrolobium umbellatum","(L.) Benth.",NA,NA,625,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
"5963","LEGUMINOSAE-PAPILIONOIDEAE","Dendrolobium umbellatum","(L.) Benth.",NA,NA,9.75912,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5964","LEGUMINOSAE-PAPILIONOIDEAE","Dendrolobium umbellatum","(L.) Benth.",NA,NA,8.4613636,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5965","LEGUMINOSAE-PAPILIONOIDEAE","Derris involuta","(Sprague) Sprague",NA,NA,16.3104575,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5966","LEGUMINOSAE-PAPILIONOIDEAE","Derris involuta","(Sprague) Sprague",NA,NA,22.4548,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5967","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium acanthocladum","F.Muell.",NA,NA,8.9375912,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5968","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium brachypodum","A.Gray",NA,NA,3.5508,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5969","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium rhytidophyllum","F.Muell. ex Benth.",NA,NA,2.1192,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5970","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,6.9888,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5971","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.892,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5972","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.0352,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5973","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.1212,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5974","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.0748,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5975","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.1812,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5976","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,1.6868,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5977","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,1.5832,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5978","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,1.554,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5979","LEGUMINOSAE-PAPILIONOIDEAE","Desmodium velutinum","(Willd.) DC.",NA,NA,2.132,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5980","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia acicularis","DC.",NA,NA,5.5136,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5981","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia brunioides","Meisn.",NA,NA,3,"Seed","SE=0.1; average weight of 30 air-dry seeds.",1,"Auld, T.D. and O<U+0092>Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
"5982","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia brunioides","Meisn.",NA,NA,3.0096,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5983","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia cinerascens","R.Br.",NA,NA,2.228,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5984","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia cinerascens","R.Br.",NA,NA,3.8084,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5985","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia crispii","Jobson & P.H.Weston",NA,NA,4.0264706,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5986","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia dillwynioides","(Meisn.) Druce",NA,NA,3.9568,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5987","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia elegans","Endl.",NA,NA,4.9124,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5988","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia floribunda","Sm.",NA,NA,1.9,"Seed","SE=0.1; average weight of 30 air-dry seeds.",1,"Auld, T.D. and O<U+0092>Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
"5989","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia floribunda","Sm.",NA,NA,1.8796,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5990","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia floribunda","Sm.",NA,NA,2.8068,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5991","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia glaberrima","Sm.",NA,NA,2.272,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5992","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia glaucula","Jobson & Weston",NA,NA,2.6984,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5993","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia hispida","Lindl.",NA,NA,2.3968,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5994","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia laxiflora","Benth.",NA,NA,7.3808,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5995","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia oreodoxa","Blakely",NA,NA,3.9296,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5996","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia phylicoides","A.Cunn.",NA,NA,2.6092,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5997","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia ramosissima","Benth.",NA,NA,2.9584,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"5998","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia retorta","(J.C.Wendl.) Druce",NA,NA,4.813,"Seed excluding 'dispersal structures'","Dry weight.",3,"Henery, M.L. and Westoby, M. 2001. Seed mass and seed nutrient content as predictors of seed output variation between species. Oikos, 92:479-490.","(Henery & Westoby, 2001)"
"5999","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia retorta","(J.C.Wendl.) Druce",NA,NA,5.167,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"6000","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia retorta","(J.C.Wendl.) Druce",NA,NA,5.5,"Seed","SE=0.2; average weight of 30 air-dry seeds.",1,"Auld, T.D. and O<U+0092>Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
"6001","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia retorta","(J.C.Wendl.) Druce",NA,NA,4.75268,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6002","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia rudis","Sieber ex DC.",NA,NA,2.4403226,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6003","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia rupestris","Jobson & P.H.Weston",NA,NA,6.5632,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6004","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia sericea","A.Cunn.",NA,NA,1.4016,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6005","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia sericea","A.Cunn.",NA,NA,1.8116,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6006","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia sericea","A.Cunn.",NA,NA,1.102027,"Seed","*Seed weights reported may include minor covering structures",6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6007","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia sieberi","Steud.",NA,NA,3.9784,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6008","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia tenuifolia","Sieber ex DC.",NA,NA,2.5848,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6009","LEGUMINOSAE-PAPILIONOIDEAE","Dillwynia uncinata","(Turcz.) J.M.Black",NA,NA,2.3528,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6010","LEGUMINOSAE-PAPILIONOIDEAE","Dioclea hexandra","(Ralph) Mabb.",NA,NA,5000,"Seed","Seed dried to a constant mass in an oven prior to weighing.",4,"Janzen, D. H. 1969. Seed-eaters versus seed size, number, toxicity and dispersal. Evolution, 23:1-27.","(Janzen, 1969)"
"6011","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina fusca","Lour.",NA,NA,515.95,"Seed","Mid-point of 1000 seed weight range 500-531.9g; seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
"6012","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina fusca","Lour.",NA,NA,358.92,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6013","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina numerosa","A.R.Bean",NA,NA,248.9357143,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6014","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina variegata","L.",NA,NA,185.19,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
"6015","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina variegata","L.",NA,NA,354.6,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Felfoldi, E. 1980. Seed Counts (Numbers of Seeds Per Unit Weight). Technical Report Series, 32. Government of Victoria, Department of Agriculture.","(Felfoldi, 1980)"
"6016","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina variegata","L.",NA,NA,455,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",0,"Murali, K.S. 1997. Patterns of seed size, germination and seed viability of tropical tree species in southern India. Biotropica, 29:271-279.","(Murali, 1997)"
"6017","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina variegata","L.",NA,NA,588.24,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
"6018","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina vespertilio","Benth.",NA,NA,116.355,"Seed","air dry",3,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
"6019","LEGUMINOSAE-PAPILIONOIDEAE","Erythrina vespertilio","Benth.",NA,NA,476.19,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
"6020","LEGUMINOSAE-PAPILIONOIDEAE","Eutaxia microphylla","(R.Br.) C.H.Wright & Dewar",NA,NA,3.82,"Seed","Weight refers to air-dry seed.",2,"Morgan, J.W. 1998. Comparative germination responses of 28 temperate grassland species. Australian Journal of Botany, 46:209-219.","(Morgan, 1998)"
"6021","LEGUMINOSAE-PAPILIONOIDEAE","Eutaxia microphylla","(R.Br.) C.H.Wright & Dewar",NA,NA,1.836,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6022","LEGUMINOSAE-PAPILIONOIDEAE","Eutaxia microphylla","(R.Br.) C.H.Wright & Dewar",NA,NA,2.848,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6023","LEGUMINOSAE-PAPILIONOIDEAE","Eutaxia microphylla","(R.Br.) C.H.Wright & Dewar",NA,NA,3.4884,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6024","LEGUMINOSAE-PAPILIONOIDEAE","Eutaxia myrtifolia","(Sm.) R.Br.",NA,NA,2.6428,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"6025","LEGUMINOSAE-PAPILIONOIDEAE","Flemingia parviflora","Benth.",NA,NA,22.8571429,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
