sample,tree,taxon,date_time,locality,locality_edited,longitude_gda94_edited,latitude_gda94_edited,collector,longitude_gda94,latitude_gda94,altitude_m,height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes
CAM_VV1_1_3_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.050209205,12.07,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_VV1_1_2_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.531818182,12.17,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAM_VV1_1_1_1_leaf,CAM_VV1_1_leaf,Eucalyptus camaldulensis subsp. camaldulensis,2008-03-31T13:00:00Z,VV1,VV1,142.4223,-37.2581,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.533112583,16.71,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_MT HOL1_1_1_1_leaf,GON_MT HOL1_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL1,MT HOL1,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.527924131,33.48,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_MT HOL2_1_2_1_leaf,GON_MT HOL2_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL2,MT HOL2,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.724376731,26.89,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_MT HOL3_1_3_1_leaf,GON_MT HOL3_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL3,MT HOL3,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.971186441,23.43,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_MT HOL4_1_4_1_leaf,GON_MT HOL4_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL4,MT HOL4,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.782485876,13.39,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA
GON_MT HOL5_1_5_1_leaf,GON_MT HOL5_1_leaf,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-03-31T13:00:00Z,MT HOL5,MT HOL5,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.024305556,11.59,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_2_4_1_leaf,MEL_MOR3_2_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.224358974,8.15,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_2_1_1_leaf,MEL_MOR3_2_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.237623762,5.29,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_2_2_1_leaf,MEL_MOR3_2_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.238095238,8.8,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_2_3_1_leaf,MEL_MOR3_2_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.241176471,8.91,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_3_3_1_leaf,MEL_MOR3_3_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.686567164,11.43,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_1_2_1_leaf,MEL_MOR3_1_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.940740741,8.02,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_3_1_1_leaf,MEL_MOR3_3_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.004405286,13.63,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_3_2_1_leaf,MEL_MOR3_3_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.168949772,13.51,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_1_5_1_leaf,MEL_MOR3_1_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.214285714,5.22,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_1_1_1_leaf,MEL_MOR3_1_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.488888889,5.84,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_1_3_1_leaf,MEL_MOR3_1_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.625,5.83,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEL_MOR3_1_4_1_leaf,MEL_MOR3_1_leaf,Eucalyptus melliodora,2008-03-31T13:00:00Z,MOR3,GMOR3,142.414,-37.1835,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.657142857,5.36,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_HOR_1_1_1_leaf,OBL_HOR_1_leaf,Eucalyptus obliqua,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.039525692,25.5,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_HOR_1_3_1_leaf,OBL_HOR_1_leaf,Eucalyptus obliqua,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.086,25.43,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_HOR_1_2_1_leaf,OBL_HOR_1_leaf,Eucalyptus obliqua,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.098739496,24.27,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_HOR_1_5_1_leaf,OBL_HOR_1_leaf,Eucalyptus obliqua,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.115577889,30.54,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
OBL_HOR_1_4_1_leaf,OBL_HOR_1_leaf,Eucalyptus obliqua,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.540772532,25.82,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_2_4_1_leaf,OVA_HOR_2_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.339694656,19.23,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_1_2_1_leaf,OVA_HOR_1_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.456666667,22.37,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_2_1_1_leaf,OVA_HOR_2_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.625668449,14.26,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_2_3_1_leaf,OVA_HOR_2_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.7,15.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_1_5_1_leaf,OVA_HOR_1_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.889908257,17.2,0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_1_3_1_leaf,OVA_HOR_1_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.100529101,15.31,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_1_1_1_leaf,OVA_HOR_1_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.215,16.43,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_2_2_1_leaf,OVA_HOR_2_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.290697674,14.26,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_1_4_1_leaf,OVA_HOR_1_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.493449782,19.45,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
OVA_HOR_2_5_1_leaf,OVA_HOR_2_leaf,Eucalyptus ovata var. ovata,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.914473684,13.55,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_3_4_1_leaf,PAU_MT WIL_3_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.051282051,15.47,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_3_2_1_leaf,PAU_MT WIL_3_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.067757009,13.13,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_3_1_1_leaf,PAU_MT WIL_3_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.104166667,7.45,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_1_3_1_leaf,PAU_MT WIL_1_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.201298701,9.86,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_1_1_1_leaf,PAU_MT WIL_1_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.223325062,12.99,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_3_5_1_leaf,PAU_MT WIL_3_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.28,9.84,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_3_3_1_leaf,PAU_MT WIL_3_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.304945055,12.03,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_1_5_1_leaf,PAU_MT WIL_1_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.335227273,11.74,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_1_4_1_leaf,PAU_MT WIL_1_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.369501466,11.49,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_2_5_1_leaf,PAU_MT WIL_2_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.482439926,18.84,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_2_3_1_leaf,PAU_MT WIL_2_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.512578616,11.17,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_2_4_1_leaf,PAU_MT WIL_2_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.581325301,11.89,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_1_2_1_leaf,PAU_MT WIL_1_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.602564103,8.43,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_2_2_1_leaf,PAU_MT WIL_2_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.648556876,21.49,0.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAU_MT WIL_2_1_1_leaf,PAU_MT WIL_2_leaf,Eucalyptus pauciflora subsp. parvifructa,2008-03-31T13:00:00Z,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.722123894,21.03,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_1_1_1_leaf,RAD_HEN1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.959677419,7.39,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_2_4_1_leaf,RAD_HEN1_2_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.079268293,9.97,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_1_4_1_leaf,RAD_HEN1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.116666667,11.01,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_1_2_1_leaf,RAD_HEN1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.162162162,4.56,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_1_3_1_leaf,RAD_HEN1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.336842105,6.02,0.095,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_2_3_1_leaf,RAD_HEN1_2_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.373626374,11.6,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_2_1_1_leaf,RAD_HEN1_2_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.451388889,9.29,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_2_5_1_leaf,RAD_HEN1_2_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.462365591,6.01,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_1_5_1_leaf,RAD_HEN1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.678571429,5.61,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN1_2_2_1_leaf,RAD_HEN1_2_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN1,GHEN1,142.4833,-37.3001,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.693548387,8.3,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN7_1_3_1_leaf,RAD_HEN7_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.561403509,6.34,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN7_1_1_1_leaf,RAD_HEN7_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.688118812,11.49,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN7_1_2_1_leaf,RAD_HEN7_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.013071895,9.2,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN7_1_4_1_leaf,RAD_HEN7_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.028169014,8.56,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_HEN7_1_5_1_leaf,RAD_HEN7_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,HEN7,GHEN7,142.4931,-37.2802,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.058394161,8.3,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_MNT1_1_5_1_leaf,RAD_MNT1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,MNT1,GMNT1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.144628099,7.61,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_MNT1_1_1_1_leaf,RAD_MNT1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,MNT1,GMNT1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.0859375,5.23,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_MNT1_1_2_1_leaf,RAD_MNT1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,MNT1,GMNT1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.586538462,4.77,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_MNT1_1_4_1_leaf,RAD_MNT1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,MNT1,GMNT1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.605263158,3.5,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAD_MNT1_1_3_1_leaf,RAD_MNT1_1_leaf,Eucalyptus radiata subsp. radiata,2008-03-31T13:00:00Z,MNT1,GMNT1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.85,3.88,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_4_2_1_leaf,SAB_HOR_4_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.5,7.38,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_2_1_1_leaf,SAB_HOR_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.874439462,10.87,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_2_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.151975684,16.95,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_2_3_1_leaf,SAB_HOR_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.193877551,5.09,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_3_1_1_leaf,SAB_HOR_3_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.196930946,20.32,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_4_1_1_leaf,SAB_HOR_4_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.216216216,9.65,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_4_3_1_leaf,SAB_HOR_4_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.263888889,3.79,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_2_2_1_leaf,SAB_HOR_2_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.270833333,7.59,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_3_2_1_leaf,SAB_HOR_3_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.286585366,8.67,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_3_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.341317365,8.92,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_1_1_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.352380952,11.24,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_1_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.398230088,12.2,0.226,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_2_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.5,12.76,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_3_3_1_leaf,SAB_HOR_3_leaf,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.505454545,15.14,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAB_HOR_NA_3_2_leaf,NA,Eucalyptus sabulosa,2008-03-31T13:00:00Z,HOR,GHOR1,142.4607,-37.2531,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.844537815,13.91,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
