taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Gyrocarpus americanus,Gyrocarpus,NA,Gyrocarpoideae,Hernandiaceae,Laurales,Magnoliidae,Flora of Malesiana online Accessed  22 November 2021,http://portal.cybertaxonomy.org/flora-malesiana/cdm_dataportal/taxon/537f5d28-67d4-4053-8683-e2bffb034c15,wind,wind,no,"""No observations are recorded...The flowers of Gyrocarpus and Sparattanthelium are small and numerous, especially the male ones. They are not fragrant and pollen grains are small and powdery; these genera are possibly anemogamous.""",interpreted from the text,syndrome,"1 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, least confident",,,no,,,genus,Ruby Stephens,20/4/2022
Hernandia ovigera,Hernandia,NA,Hernandioideae,Hernandiaceae,Laurales,Magnoliidae,Flora of Malesiana online Accessed  22 November 2021,http://portal.cybertaxonomy.org/flora-malesiana/cdm_dataportal/taxon/537f5d28-67d4-4053-8683-e2bffb034c15,insect,animal,no,"""No observations are recorded, but the flowers of Hernandia and Illigera are often reported to be fragrant and the staminal appendages of Illigera seem to function as nectaries; the pollen grains of both genera are large and sticky. These characters suggest that the Hernandia and Illigera species may be entomogamous.""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,yes,yes,"""No observations are recorded, but the flowers of Hernandia and Illigera are often reported to be fragrant and the staminal appendages of Illigera seem to function as nectaries; the pollen grains of both genera are large and sticky. These characters suggest that the Hernandia and Illigera species may be entomogamous.""",interpreted from the text,genus,Ruby Stephens,22/11/2021
Caryodaphnopsis tomentosa,Caryodaphnopsis,Caryodaphnopsideae,NA,Lauraceae,Laurales,Magnoliidae,"van der Werff, H. (1991). New Species of Lauraceae from Ecuador and Peru. Annals of the Missouri Botanical Garden, 78(2), 409. https://doi.org/10.2307/2399570",https://www.biodiversitylibrary.org/page/28001791,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,no,"""Flowers green, without odor (fide collector)""",explicit from the text (described as such),species,Ruby Stephens,30/11/2021
Cassytha filiformis,Cassytha,Cassytheae,NA,Lauraceae,Laurales,Magnoliidae,"Weber, J. Z. (1981). A TAXONOMIC REVISION OF CASSYTHA (LAURACEAE) IN AUSTRALIA. Journal of the Adelaide Botanic Garden, 3(3), 187–262.",https://www.jstor.org/stable/23872351,insect,animal,no,"""Pollination: I have not observed any particular insects on the flowers as possible pollinators, nor has any other information on pollination been found in the literature. The presence of the glands in the flower, and the quite long flowering period of several weeks may suggest insect pollination or wind pollination; on the other hand the introrse stamens and the small flowers may achieve self pollination.""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,20/4/2022
Cassytha pubescens,Cassytha,Cassytheae,NA,Lauraceae,Laurales,Magnoliidae,AusTraits- White_2020,,insect,animal,no,"""Pollination: I have not observed any particular insects on the flowers as possible pollinators, nor has any other information on pollination been found in the literature. The presence of the glands in the flower, and the quite long flowering period of several weeks may suggest insect pollination or wind pollination; on the other hand the introrse stamens and the small flowers may achieve self pollination.""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,30/11/2021
Beilschmiedia anay,Beilschmiedia,Cryptocaryeae,NA,Lauraceae,Laurales,Magnoliidae,"Nishida, S. (1999). Revision of Beilschmiedia (Lauraceae) in the Neotropics. Annals of the Missouri Botanical Garden, 86(3), 657. https://doi.org/10.2307/2666150",https://www.jstor.org/stable/2666150?origin=crossref,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,genus,Ruby Stephens,1/12/2021
Cryptocarya meisneriana,Cryptocarya,Cryptocaryeae,NA,Lauraceae,Laurales,Magnoliidae,"Australian Biological Resources Study, Canberra. (2021). Flora of Australia. http://www.ausflora.org.au",https://profiles.ala.org.au/opus/foa/profile/Cryptocarya,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,yes,"""Flowers cream, pale green, perfumed""",explicit from the text (described as such),genus,Ruby Stephens,1/12/2021
Hypodaphnis zenkeri,Hypodaphnis,Hypodaphnideae,NA,Lauraceae,Laurales,Magnoliidae,"Plant Resources of Tropical Africa; Kubitzki, K., Rohwer, J. G., & Bittrich, V. (Eds.). (1993). Flowering Plants · Dicotyledons. Springer Berlin Heidelberg. https://doi.org/10.1007/978-3-662-02899-5","https://prota4u.org/database/protav8.asp?h=M4&t=Hypodaphnis,zenkeri&p=Hypodaphnis+zenkeri#Synonyms",insect,animal,no,"""Inflorescence an axillary, umbel-like panicle 3–8 cm long, reddish hairy, many-flowered; bracts caducous. Flowers bisexual, regular, yellowish, orange-yellow or brown, reddish hairy; perianth cup-shaped, c. 4 mm long, with 6 lobes; stamens in 3 whorls, with basal glands, staminodes absent; ovary inferior."" Rohwer: ""Hypodaphnis...are usually described as having bisexual flowers, but in all cases that I could check the flowers proved to be only apparently bisexual, with one sex non-functional...flowers trimerous, unisexual; tepals equal; fertile stamens 9, the third whorl with glands; filaments ± as long as the anthers; anthers 4-10cular, the pollen sacs almost collateral, in the first and the second whorl introrse, the third whorl ± extrorse; staminodes of whorl four absent""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,1/12/2021
Chlorocardium venenosum,Chlorocardium,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Rohwer, J. G., Richter, H. G., & van der Werff, H. (1991). Two New Genera of Neotropical Lauraceae and Critical Remarks on the Generic Delimitation. Annals of the Missouri Botanical Garden, 78(2), 388. https://doi.org/10.2307/2399568",https://www.jstor.org/stable/2399568?origin=crossref,insect,animal,no,"""very few flowering collections are known""",guessed from the illustration,syndrome,"1 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, least confident",,,,,,genus,Ruby Stephens,2/12/2021
Cinnamomum camphora,Cinnamomum,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Kubitzki, K., & Kurz, H. (1984). Synchronized dichogamy and dioecy in neotropical Lauraceae. Plant Systematics and Evolution, 147(3), 253–266. https://doi.org/10.1007/BF00989387",https://doi.org/10.1007/BF00989387,insect,animal,no,"""Cinnamonum which possess relatively large, showy flowers with a two day cycle in floral Class A. These flowers open widely and close between the male and female stage in a rhythm that appears to have evolved in response to the phases of activity of the pollinators""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar and pollen,yes,yes,"""Ample nectar is produced by the staminal glands flanking the inner stamens and the staminodes corresponding to the fourth staminal whorl; this glandular tissue is shiny yellow…"" Flora of Australia: ""Flowers opening widely with tepals becoming ± horizontal, white or cream, smelling of camphor.""",interpreted from the text,species,Ruby Stephens,2/12/2021
Laurus nobilis,Laurus,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Pacini, E., Sciannandrone, N., & Nepi, M. (2014). Floral biology of the dioecious species Laurus nobilis L. (Lauraceae). Flora - Morphology, Distribution, Functional Ecology of Plants, 209(3), 153–163. https://doi.org/10.1016/j.flora.2014.02.001",https://www.sciencedirect.com/science/article/pii/S0367253014000115,insect,animal,no,"""The present research was conducted in a garden...so that bay laurel flowers were visited by different types of insects, rewards were collected, pollination occurred, and the fruits ripened.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,,"""Insects are attracted by male and female flowers similarly, males offer nectar and pollen, whilst females only nectar""",explicit from the text (described as such),species,Ruby Stephens,2/12/2021
Sextonia rubra,Sextonia,Laureae,NA,Lauraceae,Laurales,Magnoliidae,"Cloutier, D., Hardy, O. J., Caron, H., Ciampi, A. Y., Degen, B., Kanashiro, M., & Schoen, D. J. (2007). Low Inbreeding and High Pollen Dispersal Distances in Populations of Two Amazonian Forest Tree Species. Biotropica, 39(3), 406–415. https://doi.org/10.1111/j.1744-7429.2007.00266.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7429.2007.00266.x,insect,animal,no,"""Plants of S. rubra produce small hermaphroditic, scented, white flowers in August and September in French Guiana. The pollinators of S. rubra have not been observed, but the size and the color of the flowers suggest that pollination is mediated by small insects (sensu Bawa et al. 1985).""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,yes,"""Plants of S. rubra produce small hermaphroditic, scented, white flowers""",explicit from the text (described as such),species,Ruby Stephens,2/12/2021
Neocinnamomum mekongense,Neocinnamomum,Neocinnamomeae,NA,Lauraceae,Laurales,Magnoliidae,efloras.org. (2022). Neocinnamomum mekongense. Flora of China. http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008988,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008988,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/12/2021
Hedycarya arborea,Hedycarya,NA,Mollinedioideae,Monimiaceae,Laurales,Magnoliidae,"Sampson, F. (1969). Studies on the Monimiaceae. I. Floral morphology and gametophyte development of Hedycarya arborea J.R. et.G. Forst. (Subfamily Monimioideae). Australian Journal of Botany, 17(3), 403. https://doi.org/10.1071/BT9690403",http://www.publish.csiro.au/?paper=BT9690403,wind,wind,no,"""The greenish flowers lack nectar and no insects were observed to visit flowers. Pollen is transferred to female trees by wind. Male flowers are formed in abundance each season at the tips of branches. They have longer pedicels and less erect inflorescences than those of the female and it was noticed that even slight winds caused a considerable amount of pollen to be shed. Flowers of female trees within a few hundred yards of male trees were found to have copious pollen adherent to stigmatic surfaces, and seed set is high.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",,no,,"""The greenish flowers lack nectar",explicit from the text (described as such),species,Ruby Stephens,2/12/2021
Peumus boldus,Peumus,NA,Monimioideae,Monimiaceae,Laurales,Magnoliidae,"Source 1: Hoffmann, A. J., & Alliende, M. C. (1984). Interactions in the patterns of vegetative growth and reproduction in woody dioecious plants. Oecologia, 61(1), 109–114. https://doi.org/10.1007/BF00379095 Source 2: Kubitzki, K., Rohwer, J. G., & Bittrich, V. (Eds.). (1993). Flowering Plants · Dicotyledons. Springer Berlin Heidelberg. https://doi.org/10.1007/978-3-662-02899-5 pp. 428",http://link.springer.com/10.1007/978-3-662-02899-5,insect,animal,no,"Source 1: ""The yellowish-white flowers, 3 mm in diameter, form short racemose terminal inflorescences. They are pollinated by several species of Diptera and some beetles (Hoffmann 1981)""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,2/12/2021
Glossocalyx brevipes,Glossocalyx,NA,NA,Siparunaceae,Laurales,Magnoliidae,Kew Science. (2022). Glossocalyx longicuspis Benth. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:581875-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:581875-1,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,24/3/2022
Siparuna decipiens,Siparuna,NA,NA,Siparunaceae,Laurales,Magnoliidae,"Renner, S. S., Schwarzbach, A. E., & Lohmann, L. (1997). Phylogenetic Position and Floral Function of Siparuna (Siparunaceae: Laurales). International Journal of Plant Sciences, 158(6), S89–S98.",http://www.jstor.org/stable/2475169,gall midge,animal,no,"""Siparuna is pollinated at night by cecidomyiids (Asynapta, Clinodiplosis, and Dasi- neura, Oligotrophini, Pornicondylinae). These gall midges ... are nocturnal and find food, mates, and oviposition sites by scent.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",reproduction,,yes,"""These gall midges ... are nocturnal and find food, mates, and oviposition sites by scent. Receptive Siparuna flowers, like the rest of the plant, are strongly lemon-scented. Female midges alight on flowers, insert their abdomens into the pore in the floral roof, and then move it rhythmically for ca. 1-2 min during which they deposit an egg into the flower""",,genus,Ruby Stephens,2/12/2021
Ambavia gerrardii,Ambavia,NA,Ambavioideae,Annonaceae,Magnoliales,Magnoliidae,"Saunders, R. M. K. (2012). The diversity and evolution of pollination systems in Annonaceae: POLLINATION SYSTEMS IN ANNONACEAE. Botanical Journal of the Linnean Society, 169(1), 222–244. https://doi.org/10.1111/j.1095-8339.2011.01208.x",https://academic.oup.com/botlinnean/article-lookup/doi/10.1111/j.1095-8339.2011.01208.x,beetle,animal,no,"""There are no published reports of the pollination biology or breeding systems of either Cleistopholis or Ambavia. Both genera have small bisexual flowers, with enclosed pollination chambers [Cavaco & Kerau- dren, 1958 (Ambavia as ‘Popowia’ Endl.); Le Thomas 1972; van Heusden 1992] and might therefore be inferred to be pollinated by small beetles.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,genus,Ruby Stephens,3/12/2021
Cananga odorata,Cananga,NA,Ambavioideae,Annonaceae,Magnoliales,Magnoliidae,"Saunders, R. M. K. (2012). The diversity and evolution of pollination systems in Annonaceae: POLLINATION SYSTEMS IN ANNONACEAE. Botanical Journal of the Linnean Society, 169(1), 222–244. https://doi.org/10.1111/j.1095-8339.2011.01208.x",https://academic.oup.com/botlinnean/article-lookup/doi/10.1111/j.1095-8339.2011.01208.x,beetle,animal,no,"""Despite the considerable economic importance of Cananga as the source of ylang-ylang for the perfume industry, little is known of its reproductive biology. The flowers are bisexual, with valvate inner and outer petals that are subequal in length. The inner petals are connivent over the reproductive organs during the receptive phases, forming a pollination chamber.
One of the few published studies of the reproduc- tive biology of Cananga was based on cultivated C. odorata (Lam.) Hook.f. & Thomson trees in the Ivory Coast, West Africa (Deroin, 1988a, b). The flowers were visited by small nitidulid and chrysomelid beetles; despite the fact that the trees were not indigenous to the study site, it seems probable that similar beetles act as pollinators in natural populations.""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,pollen and stigmatic exudate,,,"""The beetles are presumably rewarded by stigmatic exudate and pollen as food.""",interpreted from the text,species,Ruby Stephens,3/12/2021
Anaxagorea javanica,Anaxagorea,NA,Anaxagoreoideae,Annonaceae,Magnoliales,Magnoliidae,"Li, B., & Xu, F. (2020). Homology and functions of inner staminodes in Anaxagorea javanica (Annonaceae). AoB PLANTS, 12(6), plaa057. https://doi.org/10.1093/aobpla/plaa057",https://doi.org/10.1093/aobpla/plaa057,beetle,animal,no,"""One or two nitidulid beetles of the genera Colopterus or Epuraea were observed arriving on the petals at the staminate phase (around 1630 h), entering the pollination chamber, and
then departing the flowers at the end of the staminate phase (around 1900 h; Figs 1F, I and 3A–D). They were later found on the petals of another flower at the pistillate phase (around 1800 h; Fig. 1B). Large numbers of pollen grains stick to the abdomens and legs of the Colopterus spp., which were covered with a great deal of bristly hairs (Fig. 3E–G). Abundant pollen was observed in Epuraea spp. on the dorsal shell and ventral tail covered with bristles (Fig. 3H–J).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen and stigmatic exudate,,yes,"""flowers emit a fruity, banana-like odour…Flowers begin to emit a sweet odour...providing large amounts of pollen for pollinators...the content of the exudate is rich in proteins and lipids, but lacks starch….Inner staminodes...exudate provides for the needs of pollinating insects.""",explicit from the text (described as such),species,Ruby Stephens,3/12/2021
Asimina triloba,Asimina,Annoneae,Annonoideae,Annonaceae,Magnoliales,Magnoliidae,"Willson, M. F., & Schemske, D. W. (1980). Pollinator Limitation, Fruit Production, and Floral Display in Pawpaw (Asimina triloba). Bulletin of the Torrey Botanical Club, 107(3), 401–408. https://doi.org/10.2307/2484160; Erbar, C. (2014). Nectar secretion and nectaries in basal angiosperms, magnoliids and non-core eudicots and a comparison with core eudicots. Plant Diversity and Evolution, 131, 63–143. https://doi.org/10.1127/1869-6155/2014/0131-0075",http://www.jstor.org/stable/2484160,insect,animal,no,"Source 1: ""Pawpaw is reported to be pollinated by flies (Pammel 1903) or perhaps beetles (Kral 1960). Flowers on our study area were rarely visited; several extended ob- servation periods yielded no evidence of insect visitation. By cruising from stem to stem throughout the woods and collecting flower-visiting insects, we found 64 insects, 89% (n = 57) of which were flies-mostly Muscidae (n = 32) or Sareophagidae (n = 18). Five beetles in three families and two hymenopterans in two families were also collected."" Source 2: ""Flies (Pammel 1903) or beetles and thrips (Kral 1960) have been reported as pollinators of the pawpaw Asimina triloba (see also Willson & Schemske 1980).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,,"""The genus Asimina has a nectary of another type, namely an epithelial one...This description can be ascertained in Asimina triloba. The inner petals of the cup-shaped purplish-brown flower bear two deeply grooved patches (Figs. 24–27), pale orange in colour...In open flowers, the reaction of the glucose test strip was positive.""",explicit from the text (described as such),species,Ruby Stephens,3/12/2021
Mkilua fragrans,Mkilua,Bocageeae,Annonoideae,Annonaceae,Magnoliales,Magnoliidae,"Verdcourt, B. (1970). A New Genus of Annonaceae from the East African Coastal Forests. Kew Bulletin, 24(3), 449–453. https://doi.org/10.2307/4102847",http://www.jstor.org/stable/4102847,animal,animal,no,"""Petala primum omnino viridia mox flavo-viridia, flava, armeniaca vel alba, basi area rubro-purpurea late suffusa, cito dilatans, elliptica, apice obtusa, utrinque tomentella, exteriora majora, 2-I-3-5 cm. longa, I -2--2 3 cm. lata, interiora 1.9 cm. longa, o-9-I'I cm. lata. Stamina aurantiaca, 2-2*7 mm. longa. Carpella 30-40, ovario 2 2 mm. longo; stylus -5 mm. longus, dense puberulu [Petals first completely green, soon yellow-green, yellow, Armenian or white, base area red-purple widely diffused, quickly expanding, elliptic, apex obtuse, tomentella on both sides, outer ones larger, 2-1-3-5 cm. long, 1 -2--2 3 cm. wide, inside 1.9 cm. long, o-9-1'1 cm. broad Stamens orange, 2-2*7 mm. long Carpel 30-40, ovary 2 2 mm. long; style -5 mm. tall, densely pubescent]""",guessed from the illustration,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,yes,"""Flores plerumque fragrantes [The flowers are mostly fragrant]""",explicit from the text (described as such),species,Ruby Stephens,6/12/2021
Annickia chlorantha,Annickia,Annickieae,Malmeoideae,Annonaceae,Magnoliales,Magnoliidae,"Versteegh, C. P. C., & Sosef, M. S. M. (2007). Revision of the African Genus Annickia (Annonaceae). Systematics and Geography of Plants, 77(1), 91–118.",http://www.jstor.org/stable/20649730,insect,animal,no,"""Flowers bisexual...inner petals 3, opposite the sepals, free, valvate, fleshy, pressed against each other creating an inversely Y-shaped ridge which is visible on the inner side, concave at the base forming a pollination chamber; stamens numerous, spirally arranged...""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,species,Ruby Stephens,6/12/2021
Polyalthia suberosa,Polyalthia,Miliuseae,Malmeoideae,Annonaceae,Magnoliales,Magnoliidae,Plants of the World Online,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:74734-1,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,6/12/2021
Degeneria roseiflora,Degeneria,NA,NA,Degeneriaceae,Magnoliales,Magnoliidae,"Miller, J. M. (1988). A NEW SPECIES OF DEGENERIA (DEGENERIACEAE) FROM THE FIJI ARCHIPELAGO. Journal of the Arnold Arboretum, 69(3), 275–280.",http://www.jstor.org/stable/43817460,insect,animal,no,"""Flowers 20-40 mm in diameter, pinkish white to rose to magenta, with fragrance similar to that of musty rose Sepals 3, 5-6 mm long Outer petals pinkish to magenta, inner ones in  several whorls, 16-24 x 5-1 2 mm, pinkish white to magenta Microsporophylls purple, 7x2 mm Staminodes 5 to 1 1, in 2 whorls, 8x2 mm, purple distally""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,yes,"""fragrance similar to musty rose""",explicit from the text (described as such),species,Ruby Stephens,6/12/2021
Degeneria vitiensis,Degeneria,NA,NA,Degeneriaceae,Magnoliales,Magnoliidae,"Thien, L. B. (1980). Patterns of Pollination in the Primitive Angiosperms. Biotropica, 12(1), 1–13. https://doi.org/10.2307/2387768",http://www.jstor.org/stable/2387768,beetle,animal,no,"""The pendulous flowers of Degeneria vitiensis are protogynous, and, upon opening, the petals and deep yellow staminodes spread revealing the single carpelled gynoecium (figs. 4 and 6). The staminodes secrete a thick, slimy, yellow substance, and the entire flower emits a foul odor. The stamens are tightly enclosed by the base of the perianth. The petals and staminodes close at the end of the first day. On the second day the numerous petals and dehisced stamens reflex to such an extent as to function as a landing platform for insects visiting the pendulous flowers. The staminodes, however, remain closed about the single large carpel. After a few hours the flower shatters leaving only the carpel.
The slimy staminode secretions may function as food for insects or sticky material to provide greater pollen adherence to the insect's bodies. Since the flowers are pendulous and the stamens extrorse (figs. 4 and 6), one would expect the lower body surfaces of the visiting insects to carry large quantities of pollen. The above observations were made on cut flowers, as the movements could not be observed on the large tree, and are consistent with observations on a greenhouse-grown plant (Huckins 1976).
One species of beetle (table 3), a nitidulid, Haptoncus takhtajani, was captured from two flowers. All captured beetles carried pollen of Degeneria. This is the same beetle species collected from Degeneria vitiensis in 1971 by A. Takhtajan (A. Cronquist, pers. comm.,2 Medvedev and Ter-Minasyan 1973), probably from the same plant. The tree is in a pasture near the margin of a forest on a steep slope. This plant is unusual in that it produces flowers although it is only 15-20m tall. A 3m plant of Degeneria bloomed in the Climatron at St. Louis, Mo.; however, in nature the plants are at least 30-35 m in height before flowering is initiated. It is not known if the disturbed habitat has any influence on the type of pollinator visiting the flower""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,yes,"""the entire flower emits a foul odor""",explicit from the text (described as such),species,Ruby Stephens,6/12/2021
Eupomatia bennettii,Eupomatia,NA,NA,Eupomatiaceae,Magnoliales,Magnoliidae,"Endress, P. K. (2003). Early Floral Development and Nature of the Calyptra in Eupomatiaceae (Magnoliales). International Journal of Plant Sciences, 164(4), 489–503. https://doi.org/10.1086/375319",http://www.journals.uchicago.edu/doi/full/10.1086/375319,beetle,animal,no,"""Eupomatia is pollinated by small weevils of the genus Elleschodes (Hamilton 1897; Hotchkiss 1958; Armstrong and Irvine 1990). No other pollinators have ever been observed. Conversely, the genus Elleschodes has never been observed anywhere other than on Eupomatia flowers (Armstrong and Irvine 1990).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",food and reproduction,,,"""The valvate stamens and the histologically highly differentiated staminodes are united into a massive synandrium (Endress 1984a, 1984b; Endress and Hufford 1989). It serves as shelter and food for the pollinating beetles and, after abscission from the flower while on the forest floor, also for their larvae (Armstrong and Irvine 1990). """,explicit from the text (described as such),species,Ruby Stephens,6/12/2021
Eupomatia laurina,Eupomatia,NA,NA,Eupomatiaceae,Magnoliales,Magnoliidae,"Armstrong, J. E., & Irvine, A. K. (1990). Functions of Staminodia in the Beetle-Pollinated Flowers of Eupomatia laurina. Biotropica, 22(4), 429–431. https://doi.org/10.2307/2388563",http://www.jstor.org/stable/2388563,beetle,animal,no,"""At our study site weevils of the genus Elleschodes were the only floral visitors that could be effective pollinator""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",food and reproduction,,yes,"""The staminodes produce a sticky exudate and a strong, persistent, distinctive, fruity-musky floral fragrance attractive to the weevils...As many as 80 weevils (mean 31.5 ? 9.2 SD, N = 25) congregated within the androecium of each small (3 cm diam) flower and remained there throughout the day feeding on the staminodes...In addition to feeding, and presumably mating, the weevils deposited 9-43 eggs per flower (mean 28.6 ? 6.9 SD, N = 5) among the broad bases of the staminodes and the inner gyre of fertile stamens. Thus, when the androecium abscized as a unit, a synandrium, and fell to the ground, all weevil eggs were removed from the vicinity of the gynoecium""",explicit from the text (described as such),species,Ruby Stephens,7/12/2021
Galbulimima belgraveana,Galbulimima,NA,NA,Himantandraceae,Magnoliales,Magnoliidae,"Endress, P. K. (1984). The role of inner staminodes in the floral display of some relic Magnoliales. Plant Systematics and Evolution, 146(3), 269–282. https://doi.org/10.1007/BF00989551",https://doi.org/10.1007/BF00989551,beetle,animal,no,"""the entire anthesis of a flower has never been observed, since the flowers develop in the canopy of tall trees…""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,yes,"""The flowers of G. baccata have a strong cinnamon-like fragrance.""",interpreted from the text,genus,Ruby Stephens,7/12/2021
Liriodendron chinense,Liriodendron,NA,NA,Magnoliaceae,Magnoliales,Magnoliidae,"Huang, S.-Q., & Guo, Y.-H. (2002). Variation of pollination and resource limitation in a low seed-set tree, Liriodendron chinense (Magnoliaceae). Botanical Journal of the Linnean Society, 140(1), 31–38. https://doi.org/10.1046/j.1095-8339.2002.00080.x; Huang, S., Guo, Y., Pan, M., & Chen, J. (1999, January 1). Floral syndrome and insect pollination of Liriodendron chinens. Acta Botanica Sinica.",https://doi.org/10.1046/j.1095-8339.2002.00080.x,insect,animal,yes,"""The role of wind-pollination in this species could be ignored as the pollen quantity decreased rapidly with the increasing distance...The floral syndrome seems to be adaptive to insect pollination. The visiting frequency varied distinctly from species to species and among populations. Comparing the mean pollen numbers deposited on stigmas per visit, it was found that bees were much more effective than flies in poolination. SEM examination of insect body also supported this point. Moreover, the visiting frequency was also observed to be closely associated with the characters of flower blossom...This species is tend to be cross-pollinated by insects but without its faithful pollinators.",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar and pollen,yes,yes,"Source 1: ""its flowers lack special structures or odour to attract visitors (Fan, Zhou & Huang, 1995)...Drops of nectar are found on the surface of the petals (Huang, Guo & Chen, 1998)."" BUT Source 2: ""Fluorescent cells and flower fragrance were regarded as attractants, nectar and pollen as rewards to visitors... Treatments of emasculation and perianth removal showed that the rewards of nectar was more attractive than pollen to pollinators. """,interpreted from the text,species,Ruby Stephens,7/1/2022
