Date,Site,Position,Spp,Branchno,IndividualLeafnumber,Area,DryweightGroup,Date dryweight
26-Apr,FBPN,Mid,GrAus,1,1,15.452,0.033,30-Apr
26-Apr,FBPN,Mid,GrAus,1,2,14.458,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,3,12.361,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,4,20.418,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,5,17.659,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,6,17.88,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,7,23.619,,30-Apr
26-Apr,FBPN,Mid,GrAus,1,8,18.983,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,1,13.465,0.025,30-Apr
26-Apr,FBPN,Mid,GrAus,2,2,14.238,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,3,13.686,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,4,13.686,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,5,12.361,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,6,11.368,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,7,13.244,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,8,14.569,,30-Apr
26-Apr,FBPN,Mid,GrAus,2,9,14.017,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,1,14.789,0.028,30-Apr
26-Apr,FBPN,Mid,GrAus,3,2,16.776,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,3,8.94,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,4,10.816,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,5,12.03,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,6,13.796,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,7,7.174,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,8,11.699,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,9,11.037,,30-Apr
26-Apr,FBPN,Mid,GrAus,3,10,10.816,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,1,3.973,0.018,30-Apr
26-Apr,FBPN,Mid,KuMue,1,2,4.194,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,3,9.271,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,4,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,5,3.863,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,6,4.304,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,7,2.207,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,8,4.856,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,9,3.09,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,10,3.863,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,11,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,12,2.318,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,13,2.87,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,14,2.207,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,15,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,16,3.09,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,17,5.518,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,18,3.311,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,19,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,20,3.973,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,21,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,22,2.759,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,23,2.428,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,24,6.291,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,25,4.415,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,26,5.187,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,27,3.201,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,28,4.525,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,29,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,30,4.525,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,31,5.077,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,32,4.084,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,33,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,34,2.649,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,35,4.304,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,36,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,37,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,38,3.09,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,39,2.87,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,40,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,1,41,4.084,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,1,3.09,0.014,30-Apr
26-Apr,FBPN,Mid,KuMue,2,2,3.311,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,3,2.98,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,4,3.863,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,5,6.512,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,6,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,7,3.973,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,8,4.084,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,9,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,10,3.753,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,11,2.649,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,12,4.967,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,13,3.642,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,14,3.753,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,15,4.967,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,16,7.064,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,17,4.746,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,18,3.753,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,19,9.161,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,20,2.318,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,21,6.843,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,22,4.194,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,23,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,24,2.318,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,25,4.636,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,26,1.876,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,27,7.395,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,28,2.98,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,29,3.201,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,30,2.98,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,31,4.304,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,32,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,33,4.304,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,34,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,35,2.538,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,36,2.759,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,37,2.538,,30-Apr
26-Apr,FBPN,Mid,KuMue,2,38,2.649,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,1,5.298,0.024,30-Apr
26-Apr,FBPN,Mid,KuMue,3,2,1.766,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,3,2.87,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,4,2.759,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,5,3.421,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,6,5.739,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,7,6.291,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,8,3.311,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,9,4.967,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,10,5.187,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,11,3.973,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,12,4.967,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,13,3.863,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,14,7.064,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,15,5.85,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,16,11.258,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,17,4.525,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,18,6.291,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,19,6.953,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,20,1.987,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,21,4.194,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,22,5.85,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,23,6.181,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,24,4.194,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,25,5.739,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,26,4.194,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,27,5.408,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,28,6.07,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,29,3.532,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,30,5.739,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,31,5.96,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,32,3.973,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,33,2.318,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,34,6.181,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,35,6.843,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,36,4.746,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,37,3.863,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,38,5.629,,30-Apr
26-Apr,FBPN,Mid,KuMue,3,39,4.856,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,1,7.284,0.015,30-Apr
26-Apr,FBPN,Mid,EpGun,1,2,7.505,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,3,6.733,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,4,7.284,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,5,6.512,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,6,6.733,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,7,6.953,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,8,6.733,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,9,6.953,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,10,6.733,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,11,6.622,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,12,6.512,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,13,7.836,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,14,6.843,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,15,6.733,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,16,6.401,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,17,7.615,,30-Apr
26-Apr,FBPN,Mid,EpGun,1,18,7.726,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,1,11.478,0.018,30-Apr
26-Apr,FBPN,Mid,EpGun,2,2,10.816,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,3,10.706,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,4,10.264,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,5,11.589,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,6,12.582,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,7,11.368,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,8,11.92,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,9,9.933,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,10,10.154,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,11,11.037,,30-Apr
26-Apr,FBPN,Mid,EpGun,2,12,12.141,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,1,11.147,0.014,30-Apr
26-Apr,FBPN,Mid,EpGun,3,2,10.485,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,3,10.927,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,4,10.706,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,5,9.823,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,6,11.81,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,7,11.699,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,8,9.492,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,9,10.485,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,10,10.816,,30-Apr
26-Apr,FBPN,Mid,EpGun,3,11,10.264,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,1,65.449,0.117,30-Apr
26-Apr,FBPN,Mid,HoMon,1,2,65.007,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,3,83.881,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,4,71.409,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,5,66.994,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,6,71.961,,30-Apr
26-Apr,FBPN,Mid,HoMon,1,7,85.095,,30-Apr
26-Apr,FBPN,Mid,HoMon,2,1,83.108,0.087,30-Apr
26-Apr,FBPN,Mid,HoMon,2,2,81.232,,30-Apr
26-Apr,FBPN,Mid,HoMon,2,3,77.81,,30-Apr
26-Apr,FBPN,Mid,HoMon,2,4,73.947,,30-Apr
26-Apr,FBPN,Mid,HoMon,2,5,71.63,,30-Apr
26-Apr,FBPN,Mid,HoMon,2,6,70.857,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,1,54.302,0.08,30-Apr
26-Apr,FBPN,Mid,HoMon,3,2,57.944,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,3,63.352,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,4,56.288,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,5,47.679,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,6,51.763,,30-Apr
26-Apr,FBPN,Mid,HoMon,3,7,41.83,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,1,9.712,0.04,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,2,12.141,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,3,9.381,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,4,7.615,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,5,15.341,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,6,8.388,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,7,15.231,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,8,10.264,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,9,12.913,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,10,11.589,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,11,12.692,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,12,9.712,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,13,11.81,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,14,8.057,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,15,11.81,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,16,9.05,,30-Apr
26-Apr,FBPN,Bottom,GrAus,1,17,13.907,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,1,15.01,0.068,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,2,13.355,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,3,15.01,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,4,11.589,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,5,15.452,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,6,13.796,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,7,19.535,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,8,7.726,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,9,10.595,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,10,9.271,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,11,11.368,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,12,15.562,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,13,18.542,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,14,12.472,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,15,17.99,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,16,9.823,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,17,9.712,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,18,14.348,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,19,9.492,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,20,9.712,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,21,11.478,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,22,11.81,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,23,13.575,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,24,5.077,,30-Apr
26-Apr,FBPN,Bottom,GrAus,2,25,13.686,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,1,13.355,0.054,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,2,15.893,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,3,8.498,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,4,11.92,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,5,10.154,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,6,19.866,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,7,15.121,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,8,13.465,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,9,16.555,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,10,10.927,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,11,20.749,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,12,17.328,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,13,17.99,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,14,10.927,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,15,18.321,,30-Apr
26-Apr,FBPN,Bottom,GrAus,3,16,0.993,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,1,9.161,0.013,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,2,9.602,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,3,9.492,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,4,9.602,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,5,10.044,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,6,8.94,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,7,9.271,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,8,8.057,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,9,9.933,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,10,9.271,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,11,9.492,,30-Apr
26-Apr,FBPN,Bottom,EpGun,1,12,9.602,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,1,9.492,0.017,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,2,9.602,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,3,9.823,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,4,9.712,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,5,9.823,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,6,10.154,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,7,9.271,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,8,9.05,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,9,10.044,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,10,10.485,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,11,9.492,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,12,10.044,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,13,9.381,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,14,8.719,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,15,9.823,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,16,9.712,,30-Apr
26-Apr,FBPN,Bottom,EpGun,2,17,9.602,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,1,7.836,0.013,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,2,8.498,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,3,7.615,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,4,8.057,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,5,10.044,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,6,8.388,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,7,7.726,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,8,7.505,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,9,8.388,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,10,7.395,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,11,8.498,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,12,8.057,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,13,8.057,,30-Apr
26-Apr,FBPN,Bottom,EpGun,3,14,7.615,,30-Apr
26-Apr,F10S,Top,PoAlp,1,1,63.683,0.057,30-Apr
26-Apr,F10S,Top,PoAlp,1,2,61.476,,30-Apr
26-Apr,F10S,Top,PoAlp,1,3,59.379,,30-Apr
26-Apr,F10S,Top,PoAlp,1,4,56.73,,30-Apr
26-Apr,F10S,Top,PoAlp,1,5,67.987,,30-Apr
26-Apr,F10S,Top,PoAlp,1,6,54.743,,30-Apr
26-Apr,F10S,Top,PoAlp,2,1,34.877,0.044,30-Apr
26-Apr,F10S,Top,PoAlp,2,2,35.097,,30-Apr
26-Apr,F10S,Top,PoAlp,2,3,35.649,,30-Apr
26-Apr,F10S,Top,PoAlp,2,4,33.552,,30-Apr
26-Apr,F10S,Top,PoAlp,2,5,33.442,,30-Apr
26-Apr,F10S,Top,PoAlp,2,6,37.967,,30-Apr
26-Apr,F10S,Top,PoAlp,2,7,33.442,,30-Apr
26-Apr,F10S,Top,PoAlp,3,1,38.96,0.039,30-Apr
26-Apr,F10S,Top,PoAlp,3,2,43.265,,30-Apr
26-Apr,F10S,Top,PoAlp,3,3,52.646,,30-Apr
26-Apr,F10S,Top,PoAlp,3,4,37.636,,30-Apr
26-Apr,F10S,Top,PoAlp,3,5,41.83,,30-Apr
26-Apr,F10S,Top,PoAlp,3,6,39.512,,30-Apr
26-Apr,F10S,Mid,BaGun,1,1,3.973,0.012,30-Apr
26-Apr,F10S,Mid,BaGun,1,2,1.545,,30-Apr
26-Apr,F10S,Mid,BaGun,1,3,3.642,,30-Apr
26-Apr,F10S,Mid,BaGun,1,4,4.856,,30-Apr
26-Apr,F10S,Mid,BaGun,1,5,0.993,,30-Apr
26-Apr,F10S,Mid,BaGun,1,6,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,1,7,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,1,8,4.525,,30-Apr
26-Apr,F10S,Mid,BaGun,1,9,2.318,,30-Apr
26-Apr,F10S,Mid,BaGun,1,10,5.298,,30-Apr
26-Apr,F10S,Mid,BaGun,1,11,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,1,12,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,1,13,2.318,,30-Apr
26-Apr,F10S,Mid,BaGun,1,14,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,1,15,2.097,,30-Apr
26-Apr,F10S,Mid,BaGun,1,16,1.766,,30-Apr
26-Apr,F10S,Mid,BaGun,1,17,3.642,,30-Apr
26-Apr,F10S,Mid,BaGun,1,18,3.863,,30-Apr
26-Apr,F10S,Mid,BaGun,1,19,3.09,,30-Apr
26-Apr,F10S,Mid,BaGun,1,20,2.097,,30-Apr
26-Apr,F10S,Mid,BaGun,1,21,1.987,,30-Apr
26-Apr,F10S,Mid,BaGun,1,22,2.759,,30-Apr
26-Apr,F10S,Mid,BaGun,1,23,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,1,24,2.538,,30-Apr
26-Apr,F10S,Mid,BaGun,1,25,2.759,,30-Apr
26-Apr,F10S,Mid,BaGun,1,26,2.759,,30-Apr
26-Apr,F10S,Mid,BaGun,1,27,1.766,,30-Apr
26-Apr,F10S,Mid,BaGun,1,28,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,1,29,2.649,,30-Apr
26-Apr,F10S,Mid,BaGun,1,30,3.09,,30-Apr
26-Apr,F10S,Mid,BaGun,1,31,0.993,,30-Apr
26-Apr,F10S,Mid,BaGun,1,32,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,1,33,2.98,,30-Apr
26-Apr,F10S,Mid,BaGun,1,34,2.318,,30-Apr
26-Apr,F10S,Mid,BaGun,1,35,4.525,,30-Apr
26-Apr,F10S,Mid,BaGun,1,36,3.421,,30-Apr
26-Apr,F10S,Mid,BaGun,1,37,3.753,,30-Apr
26-Apr,F10S,Mid,BaGun,1,38,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,1,39,2.207,,30-Apr
26-Apr,F10S,Mid,BaGun,2,1,2.98,0.011,30-Apr
26-Apr,F10S,Mid,BaGun,2,2,1.656,,30-Apr
26-Apr,F10S,Mid,BaGun,2,3,1.545,,30-Apr
26-Apr,F10S,Mid,BaGun,2,4,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,2,5,0.993,,30-Apr
26-Apr,F10S,Mid,BaGun,2,6,2.318,,30-Apr
26-Apr,F10S,Mid,BaGun,2,7,2.87,,30-Apr
26-Apr,F10S,Mid,BaGun,2,8,1.545,,30-Apr
26-Apr,F10S,Mid,BaGun,2,9,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,2,10,1.987,,30-Apr
26-Apr,F10S,Mid,BaGun,2,11,1.545,,30-Apr
26-Apr,F10S,Mid,BaGun,2,12,2.318,,30-Apr
26-Apr,F10S,Mid,BaGun,2,13,1.435,,30-Apr
26-Apr,F10S,Mid,BaGun,2,14,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,2,15,5.408,,30-Apr
26-Apr,F10S,Mid,BaGun,2,16,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,2,17,1.545,,30-Apr
26-Apr,F10S,Mid,BaGun,2,18,1.104,,30-Apr
26-Apr,F10S,Mid,BaGun,2,19,1.987,,30-Apr
26-Apr,F10S,Mid,BaGun,2,20,1.435,,30-Apr
26-Apr,F10S,Mid,BaGun,2,21,2.097,,30-Apr
26-Apr,F10S,Mid,BaGun,2,22,3.421,,30-Apr
26-Apr,F10S,Mid,BaGun,2,23,1.656,,30-Apr
26-Apr,F10S,Mid,BaGun,2,24,3.753,,30-Apr
26-Apr,F10S,Mid,BaGun,2,25,2.98,,30-Apr
26-Apr,F10S,Mid,BaGun,2,26,3.421,,30-Apr
26-Apr,F10S,Mid,BaGun,2,27,1.435,,30-Apr
26-Apr,F10S,Mid,BaGun,2,28,1.324,,30-Apr
26-Apr,F10S,Mid,BaGun,2,29,1.987,,30-Apr
26-Apr,F10S,Mid,BaGun,2,30,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,2,31,2.207,,30-Apr
