Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA,Melbourne,Adelaide,context,SLA_duplicate,seed_mass_duplicate,plant_height_duplicate,SLA_filtered,Plant height_filtered,Seed Mass_filtered
4,1,0,Acacia ulicifolia,MIMOSACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,6,1,3,13.6,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,13.6
4,1,0,Acacia verticillata ssp cephalantha,MIMOSACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,1,NA,6,1,3,NA,1,1,11.678,Melbourne,NA,grows in Melbourne,NA,NA,NA,11.678,10,NA
4,1,0,Acacia verticillata ssp ovoidea,MIMOSACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,1,NA,6,1,3,NA,1,1,11.68,Melbourne,NA,grows in Melbourne,NA,NA,NA,11.68,10,NA
4,1,0,Acacia verticillata ssp verticillata,MIMOSACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,1,NA,6,1,3,NA,1,1,11.68,Melbourne,NA,grows in Melbourne,NA,NA,NA,11.68,10,NA
4,0,0,Atherosperma moschatum,MONIMIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,30,1,NA,2,NA,0,NA,0,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,30,NA
4,1,0,Hedycarya angustifolia,MONIMIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,7,1,NA,3,NA,0,84,0,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,7,84
4,1,0,Myoporum petiolatum,MYOPORACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,4.5,1,NA,3,NA,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,4.5,NA
4,1,0,Myrsine howittiana,MYRSINACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,1,15,1,NA,3,2,0,NA,0,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,15,NA
4,1,0,Eucalyptus blakelyi,MYRTACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,24,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,24,NA
4,1,0,Eucalyptus bridgesiana,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,25,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,NA
4,1,0,Eucalyptus cephalocarpa,MYRTACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,22,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,22,NA
4,1,0,Eucalyptus cypellocarpa,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,65,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,NA
4,1,0,Eucalyptus dives,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,25,1,NA,1,3,0,0.79,1,1,6.23,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,NA,NA,25,NA
4,0,0,Eucalyptus fulgens,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,20,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,20,NA
4,1,0,Eucalyptus globoidea,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,40,1,NA,1,3,0,1.4184,1,1,NA,Melbourne,NA,grows in Melbourne,NA,seed_mass,plant_height,NA,NA,NA
4,1,0,Eucalyptus globulus ssp globulus,MYRTACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,9,1,70,1,NA,1,3,0,NA,1,1,6.9,Melbourne,NA,grows in Melbourne,NA,NA,NA,6.9,70,NA
4,1,0,Eucalyptus ignorabilis,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,20,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,NA
4,1,0,Eucalyptus leucoxylon ssp connata,MYRTACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,30,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,30,NA
4,1,0,Eucalyptus leucoxylon ssp pruinosa,MYRTACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,30,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,30,NA
4,1,0,Eucalyptus macrorhyncha,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,35,1,NA,1,3,0,1.11,1,1,4.5,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Eucalyptus melliodora,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,30,1,NA,1,3,0,0.023,1,1,4.96,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Eucalyptus ovata,MYRTACEAE,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,9,1,30,1,NA,1,3,0,0.45,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,0.45
4,1,0,Eucalyptus pauciflora ssp pauciflora,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,30,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,30,NA
4,1,0,Eucalyptus polyanthemos ssp vestita,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,25,1,NA,2,3,0,0.036,1,1,5.31,Melbourne,NA,grows in Melbourne,NA,NA,NA,5.31,25,0.036
4,1,0,Eucalyptus radiata ssp radiata,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,45,1,NA,1,3,0,0.45,1,1,8.08,Melbourne,NA,grows in Melbourne,NA,NA,NA,8.08,45,0.45
4,1,0,Eucalyptus regnans,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,95,1,NA,1,3,0,4.11,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,95,4.11
4,1,0,Eucalyptus tricarpa,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,35,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,NA
4,1,0,Eucalyptus viminalis ssp pryoriana,MYRTACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,16,1,NA,1,3,0,0.55,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,16,0.55
4,1,0,Eucalyptus yarraensis,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,20,1,NA,1,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,20,NA
4,1,0,Kunzea ericoides,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,5,1,NA,2,3,0,0.034,1,1,6.52,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Leptospermum grandifolium,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,10,NA
4,1,0,Leptospermum laevigatum,MYRTACEAE,1,1,1,1,NA,1,NA,NA,NA,NA,NA,8,1,8,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,8,NA
4,1,0,Leptospermum obovatum,MYRTACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,1,4,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,4,NA
4,0,0,Leptospermum scoparium,MYRTACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,1,5,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,5,NA
4,1,0,Melaleuca ericifolia,MYRTACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,9,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,9,NA
4,1,0,Melaleuca parvistaminea,MYRTACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,5,1,NA,2,3,0,9.069,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,5,9.069
4,1,0,Melaleuca squarrosa,MYRTACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,10,1,NA,2,3,0,NA,1,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,10,NA
2,0,0,Botrychium australe,OPHIOGLOSSACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.4,3,a,2,2,0,0.001,0,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.4,0.001
3,1,0,Acianthus exsertus,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.04,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,seed_mass,NA,NA,0.04,NA
3,0,0,Burnettia cuneata,ORCHIDACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,0,0,Caladenia australis,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.12,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.12,0.001
3,0,0,Caladenia catenata,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.12,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.12,0.001
3,1,0,Caladenia clavigera,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,0,0,Caladenia congesta,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.18,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.18,0.001
3,0,0,Caladenia filamentosa,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.18,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.18,0.001
3,1,0,Caladenia flavovirens,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,0,0,Caladenia fuscata,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Caladenia gracilis,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,0,0,Caladenia iridescens,ORCHIDACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.25,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.25,0.001
3,1,0,Caladenia oenochila,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Caladenia parva,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.1,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.1,0.001
3,1,0,Caladenia phaeoclavia,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.13,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.13,0.001
3,1,0,Caladenia praecox,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Caladenia pusilla,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.06,1,NA,2,6,0,0.001,0,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.06,0.001
3,1,0,Caladenia robinsonii,ORCHIDACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.11,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.11,0.001
3,1,0,Caladenia transitoria,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.16,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.16,0.001
3,0,0,Caladenia venusta,ORCHIDACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.21,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.21,0.001
3,1,0,Calochilus paludosus,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.35,1,NA,2,6,0,0.001,0,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.35,0.001
3,0,0,Chiloglottis cornuta,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.04,3,b,2,6,0,0.001,0,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.04,0.001
3,1,0,Chiloglottis reflexa,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.06,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.06,0.001
3,1,0,Chiloglottis trapeziformis,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.08,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.08,0.001
3,1,0,Chiloglottis valida,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.1,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.1,0.001
3,0,0,Corunastylis ciliata,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Corunastylis despectans,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.25,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,0.001
3,0,0,Corunastylis morrisii,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.25,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.25,0.001
3,1,0,Corybas fimbriatus,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.03,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.03,0.001
3,1,0,Cryptostylis leptochila,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,3,a,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Cyanicula caerulea,ORCHIDACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Diuris basaltica,ORCHIDACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Diuris chryseopsis,ORCHIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.3,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,1,0,Diuris fragrantissima,ORCHIDACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.24,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.24,0.001
3,1,0,Diuris ochroma,ORCHIDACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Diuris orientis,ORCHIDACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.45,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,NA,NA,0.001
3,1,0,Diuris punctata,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,1,0,Diuris sulphurea,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.6,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.6,0.001
3,1,0,Lyperanthus suaveolens,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.33,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.33,0.001
3,1,0,Microtidium atratum,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Pheladenia deformis,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Prasophyllum brevilabre,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.35,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.35,0.001
3,0,0,Prasophyllum flavum,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.6,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.6,0.001
3,1,0,Prasophyllum frenchii,ORCHIDACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.5,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.5,0.001
3,0,0,Prasophyllum lindleyanum,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.35,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.35,0.001
3,1,0,Prasophyllum pyriforme,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,0,0,Prasophyllum suaveolens,ORCHIDACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.25,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.25,0.001
3,1,0,Pterostylis alpina,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.3,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,0,0,Pterostylis atrans,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.04,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.04,0.001
3,1,0,Pterostylis concinna,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.03,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.03,0.001
3,1,0,Pterostylis decurva,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.3,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,0,0,Pterostylis grandiflora,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.4,3,b,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.4,0.001
3,1,0,Pterostylis melagramma,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.9,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.9,0.001
3,1,0,Pterostylis parviflora,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.02,3,b,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.02,0.001
3,0,0,Pterostylis pedoglossa,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.02,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.02,0.001
3,1,0,Pterostylis revoluta,ORCHIDACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.02,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.02,0.001
3,1,0,Pterostylis smaragdyna,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0.55,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.55,0.001
3,1,0,Pterostylis squamata,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,0,0,Pterostylis truncata,ORCHIDACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.15,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.15,0.001
3,1,0,Sarcochilus australis,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,0.08,1,NA,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.08,0.001
3,1,0,Thelymitra arenaria,ORCHIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Thelymitra epipactoides,ORCHIDACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.35,1,NA,2,6,0,0.001,2,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.35,0.001
3,0,0,Thelymitra gregaria,ORCHIDACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.2,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.2,0.001
3,1,0,Thelymitra juncifolia,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.3,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.3,0.001
3,1,0,Thelymitra media,ORCHIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.4,1,NA,2,6,0,0.001,1,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.4,0.001
3,1,0,Thelymitra peniculata,ORCHIDACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4,0.5,3,b,2,6,0,0.001,NA,3,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.5,0.001
4,1,0,Oxalis exilis,OXALIDACEAE,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,0.35,1,NA,8,2,0,0.3397,1,3,NA,Melbourne,NA,grows in Melbourne,NA,seed_mass,plant_height,NA,NA,NA
3,1,0,Philydrum lanuginosum,PHILYDRACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.9,3,a,1,2,0,NA,NA,1,NA,Melbourne,NA,grows in Melbourne,NA,NA,NA,NA,0.9,NA
4,1,0,Billardiera scandens,PITTOSPORACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,3,1,NA,3,2,0,3.6,1,1,15.28,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,plant_height,NA,NA,NA
4,1,0,Pittosporum bicolor,PITTOSPORACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,10,1,NA,3,2,0,NA,1,1,11.574,Melbourne,NA,grows in Melbourne,NA,NA,plant_height,11.574,NA,NA
4,1,0,Plantago debilis,PLANTAGINACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.15,1,NA,1,2,0,0.27,0,1,21.96,Melbourne,NA,grows in Melbourne,specific_leaf_area,seed_mass,NA,NA,0.15,NA
