genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Hemigenia,Hemigenia macrantha," shrub, (0.2-)0.3-1.5(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia microphylla," slender shrub, 0.4-1.8 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia obovata," erect shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia obtusa," slender, diffuse or spreading shrub. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hemigenia,Hemigenia pedunculata," diffuse or spreading shrub, 0.1-0.5(-0.9) m high, to 0.9 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hemigenia,Hemigenia pimelifolia," shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia platyphylla," spreading shrub, 0.2-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hemigenia,Hemigenia podalyrina," erect shrub, 0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia pritzelii," erect, open shrub, to 0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Hemigenia,Hemigenia ramosissima," slender shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia rigida," upright or spreading shrub, 0.1-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hemigenia,Hemigenia saligna," shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia scabra," loose wiry shrub, 0.3-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia sericea," prostrate or erect shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Hemigenia,Hemigenia teretiuscula," upright shrub, 0.1-0.8(-1.2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia tysonii," upright shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia viscida," shrub, 0.3-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia westringioides," erect, open shrub, 0.3-1.5(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Hemigenia,Hemigenia parviflora," low-growing, , spreading shrub, to 0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hemigenia,Hemigenia sp. Edah (J.W. Green 1601)," erect, compact shrub, 0.25-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Hemigenia,Hemigenia sp. Paynes Find (A.C. Beauglehole 49138)," shrub, 0.25-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia sp. Wilroy (B.J. Conn 2150)," erect shrub, 0.4-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia sp. Jibberding (J. D'Alonzo 418)," erect shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia sp. Pindar (H. Demarz 7428)," ascending shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent,ascending,woody,
Hemigenia,Hemigenia sp. Dalwallinu (W.E. Blackall 2870)," spindly shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spindly,spindly,woody,
Hemigenia,Hemigenia sp. Yalgoo (A.M. Ashby 2624)," erect, spinescent shrub, 0.25-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia sp. Cue (K.F. Kenneally 47A)," erect shrub, 0.45-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia sp. Merredin (M. Koch 2959)," prostrate shrub, 0.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Hemigenia,Hemigenia sp. Yuna (A.C. Burns 95)," shrub, 0.45-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia sp. Glenburgh (R.J. Cranfield 9725)," erect, compact shrub, 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Hemigenia,Hemigenia sp. major (C.A. Gardner 2677)," shrub, 0.3-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia sp. Arrino (J.J. Alford 1175)," erect, open shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Hemigenia,Hemigenia sp. Tallering (H. Pringle 3323)," erect shrub, 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hemigenia,Hemigenia sp. Gibson (R. Coveny 7893 & B.R. Maslin)," shrub, 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hemigenia,Hemigenia sp. Newdegate (E. Bishop 75)," spindly, erect to spreading shrub, 0.2-0.45 m high, to 0.5 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading spindly,erect spreading spindly,woody,
Hemiphora,Hemiphora elderi," erect, spreading shrub, 0.2-0.45(-0.6) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hensmania,Hensmania chapmanii," rhizomatous, tufted perennial, herb, to 0.3 m high. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Hensmania,Hensmania stoniella," tufted, stilt-rooted perennial, herb, 0.1-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Hensmania,Hensmania turbinata," rhizomatous, tufted perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,rhizomatous,rhizomatous,herbaceous,
Herissantia,Herissantia crispa," semi-prostrate or ascending annual or perennial, herb, 0.2-0.9 m high, to 1 m wide. ",annual perennial,annual perennial,,,herb,herb,,,,,decumbent prostrate,ascending prostrate,herbaceous,
Herniaria,Herniaria cinerea," erect to prostrate annual, herb, to 0.4 m high. ",annual,annual,,,herb,herb,,,,,erect prostrate,erect prostrate,herbaceous,
Hesperantha,Hesperantha falcata," cormous, perennial, herb, 0.1-0.45 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Heterachne,Heterachne gulliveri," tufted annual, g or herb, 0.3 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Heterachne,Heterachne gulliveri var. major, g or herb. ,annual,inferred_from_species,,,herb graminoid,herb,,,,,,,herbaceous,
Heterachne,Heterachne abortiva," tufted, slender annual, g or herb, 0.1-0.35 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Heteropogon,Heteropogon contortus," densely tufted perennial, g or herb, 0.5-1 m high. ",perennial,perennial,,,herb graminoid,herb,,,,,,,herbaceous,
Hibbertia,Hibbertia glomerosa var. glomerosa," shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia diamesogenos," prostrate, mat-forming or ascending shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,mat-forming decumbent prostrate,matforming ascending prostrate,woody,
Hibbertia,Hibbertia hemignosta," prostrate to erect shrub, to 0.3(-0.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Hibbertia,Hibbertia psilocarpa," shrub, to 0.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia papillata," shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia pachyphylla," shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia acerosa," low, spreading, mat-forming or ascending shrub, (0.02-)0.1-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,mat-forming decumbent spreading,matforming ascending spreading,woody,
Hibbertia,Hibbertia amplexicaulis," prostrate, sprawling, straggling or ascending shrub, 0.1-0.6(-1.2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent prostrate sprawling,ascending prostrate sprawling,woody,
Hibbertia,Hibbertia andrewsiana," erect or spreading shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia argentea," erect shrub, 0.3-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia aurea," erect, muchbranched shrub, 0.25-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia commutata," erect or sprawling, multi-stemmed shrub, 0.1-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia conspicua," erect, leafless shrub, 0.2-0.6(-0.9) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia crassifolia," erect, multi-stemmed shrub, 0.2-0.6(-0.9) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia cuneiformis," erect or sprawling shrub, (0.5-)1-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia cunninghamii," sprawling, straggling or ascending shrub, 0.2-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent sprawling,ascending sprawling,woody,
Hibbertia,Hibbertia depressa," prostrate or sprawling shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate sprawling,prostrate sprawling,woody,
Hibbertia,Hibbertia desmophylla," erect or sprawling shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia drummondii," erect shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia eatoniae," erect, compact, wiry shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Hibbertia,Hibbertia exasperata," erect or straggling, pungent shrub, 0.1-0.6(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia ferruginea," erect or spreading shrub, 0.1-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia furfuracea," erect shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia glaberrima," spreading shrub, 0.3-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia glomerata," muchbranched shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia glomerosa," shrub, to 0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia gracilipes," upright, multi-stemmed shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia grossulariifolia," prostrate shrub, to 1.2 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Hibbertia,Hibbertia helianthemoides," spreading to erect, low or prostrate shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Hibbertia,Hibbertia huegelii," erect, open, spreading to prostrate shrub, 0.1-0.6(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading open,erect prostrate spreading open,woody,
Hibbertia,Hibbertia hypericoides," erect, spreading, twiggy shrub, 0.2-1(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia inclusa," upright, spreading shrub, 0.2-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia inconspicua," prostrate to ascending shrub, 0.1-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent prostrate,ascending prostrate,woody,
Hibbertia,Hibbertia lasiopus," prostrate, ascending or rarely erect shrub, 0.1-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect decumbent prostrate,erect ascending prostrate,woody,
Hibbertia,Hibbertia ledifolia," erect shrub, 1-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia lepidota," erect, spreading shrub, 0.3-1.5 m high, to 1.8 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia lineata," erect, ascending or sprawling shrub, 0.3-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect decumbent sprawling,erect ascending sprawling,woody,
Hibbertia,Hibbertia microphylla," erect slender or multi-stemmed shrub, 0.1-0.6(-0.9) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia miniata," decumbent or erect shrub, 0.1-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect decumbent,erect decumbent,woody,
Hibbertia,Hibbertia montana," erect, straggling or sprawling shrub, 0.1-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia mucronata," erect shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia mylnei," erect, multi-stemmed shrub, 0.15-0.35 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia nutans," erect shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia nymphaea," prostrate or prostrate, straggling shrub, to 0.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Hibbertia,Hibbertia oblongata," erect or straggling, often muchbranched shrub, 0.3-1.5(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia ovata," ascending or erect, spreading shrub, 0.1-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect decumbent spreading,erect ascending spreading,woody,
Hibbertia,Hibbertia pachyrrhiza," erect or prostrate shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Hibbertia,Hibbertia perfoliata," weak, ascending or prostrate shrub, to 0.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent prostrate,ascending prostrate,woody,
Hibbertia,Hibbertia pilosa," erect, often single-stemmed or sprawling shrub, 0.3-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia polystachya," erect or sprawling to straggling shrub, 0.1-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia potentilliflora," erect or procumbent shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect procumbent,woody,
Hibbertia,Hibbertia pulchra," sprawling, multi-stemmed shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,sprawling,sprawling,woody,
Hibbertia,Hibbertia pungens," erect or sprawling, prickly shrub, 0.2-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia quadricolor," sprawling to ascending shrub, 0.1-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent sprawling,ascending sprawling,woody,
Hibbertia,Hibbertia racemosa," erect or ascending, spreading shrub, 0.1-0.75 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect decumbent spreading,erect ascending spreading,woody,
Hibbertia,Hibbertia recurvifolia," upright, spreading shrub, (0.05-)0.1-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia rostellata," low straggling or erect shrub, 0.15-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia rupicola," shrub, to 0.7(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia selkii," erect, muchbranched shrub, 0.15-0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia serrata," erect, single-stemmed or straggling shrub, (0.1-)0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia silvestris," prostrate or decumbent shrub, 0.1-0.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent prostrate,decumbent prostrate,woody,
Hibbertia,Hibbertia spicata," shrub, 0.2-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia stellaris," erect or prostrate, slender or bushy shrub, 0.15-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate bushy,erect prostrate bushy,woody,
Hibbertia,Hibbertia subvaginata," erect, occasionally prostrate, spreading or straggling shrub, 0.15-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Hibbertia,Hibbertia uncinata," erect shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia vaginata," erect, spreading shrub, 0.2-0.75(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia verrucosa," erect shrub, 0.15-0.7(-0.9) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia spicata subsp. leptotheca," erect or spreading shrub, 0.2-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia spicata subsp. spicata," erect or spreading shrub, 0.2-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia hooglandii," upright, spreading, multi-stemmed shrub, 0.1-0.5(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia echiifolia," spreading shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Hibbertia,Hibbertia lividula," erect or sprawling shrub, 0.2-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia glabriuscula," erect, spindly shrub, 0.2-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spindly,erect spindly,woody,
Hibbertia,Hibbertia graniticola," erect, pungent shrub, 0.7-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia arcuata," erect shrub, 0.3-1.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia stowardii," erect shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia carinata," shrub, to 0.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia axillibarba," shrub, to 0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia charlesii," shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia hamulosa," shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia ulicifolia," shrub, to 1.2 m high (-2). ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia porongurupensis," shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia avonensis, shrub. ,perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia stenophylla," low shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia fitzgeraldensis," sprawling shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,sprawling,sprawling,woody,
Hibbertia,Hibbertia glabrisepala," erect to sprawling shrub, 0.45-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia priceana," usually compact but somwtimes sprawling, dwarf shrub, to 0.15 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,sprawling compact,sprawling compact,woody,
Hibbertia,Hibbertia notibractea," diffuse shrub, 0.2-0.45 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia trichocalyx," erect & spreading shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Hibbertia,Hibbertia lepidocalyx," shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia lepidocalyx subsp. tuberculata, shrub. ,perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia lepidocalyx subsp. lepidocalyx," shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia ancistrophylla," shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia glomerata subsp. ginginensis," erect shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia glomerata subsp. glomerata," erect, muchbranched shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia glomerata subsp. darlingensis," floriferous, compact shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,compact,compact,woody,
Hibbertia,Hibbertia glomerosa var. bistrata," shrub, 0.3-0.6 m high, ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia glomerata subsp. wandoo," erect, muchbranched shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia ancistrotricha," erect, compact shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Hibbertia,Hibbertia acrotrichion," erect, dwarf shrub, 0.15-0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia pulchra var. crassinervia," shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia pulchra var. pulchra," sprawling, multi-stemmed shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,sprawling,sprawling,woody,
Hibbertia,Hibbertia pulchra var. acutibractea," sprawling to erect, sometimes multi-stemmed shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Hibbertia,Hibbertia chartacea," shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia turleyana," procumbent shrub, to 0.2 m high, to 0.35 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate,procumbent,woody,
Hibbertia,Hibbertia hamata," erect shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Hibbertia,Hibbertia hibbertioides," prostrate or sprawling shrub, to 0.3(-0.7) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate sprawling,prostrate sprawling,woody,
Hibbertia,Hibbertia hibbertioides var. hibbertioides," prostrate or sprawling shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate sprawling,prostrate sprawling,woody,
Hibbertia,Hibbertia hibbertioides var. pedunculata," compact, ground-hugging shrub, to 0.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,compact,compact,woody,
Hibbertia,Hibbertia hibbertioides var. meridionalis," shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia oligantha," shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia sp. Tathra (M.A. Langley & J.M. Harvey 1873)," multi-stemmed shrub, 0.3-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibbertia,Hibbertia sp. A Kimberley Flora (T.E.H. Aplin et al. 898)," prostrate or sprawling shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate sprawling,prostrate sprawling,woody,
Hibbertia,Hibbertia sp. Kojonup (C.M. Lewis 288)," suckering shrub, ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibiscus,Hibiscus calcicola," shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Hibiscus,Hibiscus apodus," shrub, to 2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
