genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,created_by
Eucalyptus,Eucalyptus leucoxylon,mallee or tree to 25 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus leucoxylon subsp. bellarinensis,"tree to 12 m high, usually with a basal stocking of persistent rough bark.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Aug. 2016"
Eucalyptus,Eucalyptus leucoxylon subsp. connata,tree to 20 m tall. .,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Aug. 2016"
Eucalyptus,Eucalyptus leucoxylon subsp. leucoxylon,tree to 25 m tall. .,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus leucoxylon subsp. megalocarpa,mallee or tree to 15 m tall. .,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus leucoxylon subsp. pruinosa,mallee or tree to 25 m tall.,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus leucoxylon subsp. stephaniae,mallee or tree to 15 m tall. .,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus litoralis,"tree to 18 m tall, sometimes multi-stemmed;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 15 Jul. 2016"
Eucalyptus,Eucalyptus longifolia,tree to 35 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 15 Aug. 2016"
Eucalyptus,Eucalyptus macarthurii,tree to 40 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 15 Aug. 2016"
Eucalyptus,Eucalyptus mackintii,tree to 30 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus macrorhyncha,tree to 35 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus mannifera subsp. mannifera,tree to 25 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus megacornuta,tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 9 Aug. 2016"
Eucalyptus,Eucalyptus melliodora,"tree to 30 m tall, bark fibrous or with thin flakes of rough (often rust-coloured) bark held in variable amounts on trunk (sometimes entire trunk rough), rest of trunk and branches smooth,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus microcarpa,tree to 25 m tall or rarely tall mallee;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus mitchelliana,"tree to 15 m tall, branching low;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus molyneuxii,tree to 5 m tall or mallee;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 19 Jul. 2016"
Eucalyptus,Eucalyptus muelleriana,tree to 40 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus neglecta,tree to 7 m tall; crown of reproductively mature trees predominantly of juvenile leaves with some intermediate and adult leaves.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus nitens,tree to 70 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus nortonii,tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus obliqua,tree to 90 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus occidentalis,"tree to 20 m tall, rarely a mallee;",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 8 Aug. 2016"
Eucalyptus,Eucalyptus oleosa,mallee;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus ornans,smooth-barked mallee to 10 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 20 Jul. 2016"
Eucalyptus,Eucalyptus ovata,tree to 20 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus pauciflora,tree to 30 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus pauciflora subsp. acerina,"mallee or small tree, to 12 m tall, often branching near base. no parts glaucous.",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus pauciflora subsp. debeuzevillei,mallee or tree to 10 m tall.,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 20 Jul. 2016"
Eucalyptus,Eucalyptus pauciflora subsp. hedraia,"mallee or small tree to 10 m tall, often branching near base.",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus pauciflora subsp. niphophila,"mallee, or small tree branching near the base, to 7 m tall.",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus pauciflora subsp. parvifructa,"mallee or small tree, usually to 5 m tall.",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 20 Jul. 2016"
Eucalyptus,Eucalyptus pauciflora subsp. pauciflora,tree to 30 m tall.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus perriniana,mallee or small tree to 8 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus phenax subsp. phenax,mallee;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 12 Jul. 2016"
Eucalyptus,Eucalyptus phoenix,mallee to 5 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 27 Jul. 2016"
Eucalyptus,Eucalyptus polyanthemos,"tree to 20(-40) m tall or mallee; crown of mature tree mostly of orbicular juvenile to broadly elliptic late intermediate leaves, less often with crown of lanceolate leaves.",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus polyanthemos subsp. longior,tree to 40 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus polyanthemos subsp. marginalis,"small tree to 12 m tall, rarely mallee;",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Aug. 2016"
Eucalyptus,Eucalyptus polyanthemos subsp. vestita,tree to 20 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus polybractea,mallee to 8 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus radiata,"small to tall tree, to 40 m tall with dense crown;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,dense,dense,woody,NA,"Andre Messina, 19 Jul. 2016"
Eucalyptus,Eucalyptus regnans,tree to 90(-100) m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus rubida,tree to 35 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus sabulosa,tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 26 Jul. 2016"
Eucalyptus,Eucalyptus saligna,"tree to 50 m tall; smooth, grey or white.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 9 Aug. 2016"
Eucalyptus,Eucalyptus saxatilis,mallee or small tree;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus scias subsp. scias,tree to 20 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 12 Aug. 2016"
Eucalyptus,Eucalyptus serraensis,small tree or mallee;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus sideroxylon subsp. sideroxylon,tree to 25 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 14 Jul. 2016"
Eucalyptus,Eucalyptus sieberi,tree to 45 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus viminalis,"tree very variable in habit and size, to 50 m tall (in victoria);",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus viminalis subsp. cygnetensis,"medium tree to 20 m tall, rarely to 40 m tall;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus viminalis subsp. pryoriana,spreading tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus viminalis subsp. siliceana,spreading tree to 15 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Andre Messina, 4 Aug. 2016"
Eucalyptus,Eucalyptus viminalis subsp. viminalis,tree to 50 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus viridis,mallee to 8 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus walshii,slender tree to 9 m tall;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 26 Jul. 2016"
Eucalyptus,Eucalyptus willisii,tree to 10 m tall or mallee;,perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus wimmerensis,"mallee differing from viridis in the mostly smooth bark, larger grey to blue-green juvenile leaves (to 1.8 cm wide) that are subsessile to shortly petoleate, larger olive-green to blue-green adult leaves (to 2 cm wide), larger buds and larger, slightly angled fruit (to 0.7 cm long and diam.).",perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus wimmerensis subsp. arapilensis,"mallee, 4-8 m high;",perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 2 Oct. 2018"
Eucalyptus,Eucalyptus wimmerensis subsp. grata,"mallee or small tree, 5-12 m high;",perennial,inferred_from_growth_form,NA,NA,mallee tree,mallee tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 2 Oct. 2018"
Eucalyptus,Eucalyptus wimmerensis subsp. pallida,"shrub or mallee, 2-5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub mallee,shrub mallee,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 2 Oct. 2018"
Eucalyptus,Eucalyptus xmacmahonii,mallee to 5 m tall;,perennial,inferred_from_growth_form,NA,NA,mallee,mallee,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,NA
Eucalyptus,Eucalyptus costata subsp. murrayana,NA,perennial,inferred_from_growth_form,NA,NA,mallee,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus costata subsp. costata,NA,perennial,inferred_from_growth_form,NA,NA,mallee,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 4 Aug. 2016"
Eucalyptus,Eucalyptus ovata subsp. grandiflora,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus ovata subsp. ovata,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus polybractea subsp. subcerea,NA,perennial,inferred_from_growth_form,NA,NA,mallee,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 2 Oct. 2018"
Eucalyptus,Eucalyptus polybractea subsp. polybractea,NA,perennial,inferred_from_growth_form,NA,NA,mallee,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,inferred_from_growth_form,"Andre Messina, 2 Oct. 2018"
Eucalyptus,Eucalyptus radiata subsp. robertsonii,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 12 Jul. 2016"
Eucalyptus,Eucalyptus radiata subsp. radiata,new growth .,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Brooker, M.I.H.; Slee, A.V. (1996). Eucalyptus. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 946 - 1009. Inkata Press, Melbourne."
Eucalyptus,Eucalyptus tricarpa subsp. tricarpa,Plants ;,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Aug. 2016"
Eucalyptus,Eucalyptus tricarpa subsp. decora,NA,perennial,inferred_from_growth_form,NA,NA,tree,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Aug. 2016"
Euchiton,Euchiton traversii,"tufted, rhizomatous perennial, occasionally forming loose mats.",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,mat-forming rhizomatous,forming loose mats rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Euchiton. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 820 - 825. Inkata Press, Melbourne."
Euchiton,Euchiton umbricola,"tufted, often stoloniferous perennial.",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Walsh, N.G. (1999). Euchiton. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 820 - 825. Inkata Press, Melbourne."
Euchiton,Euchiton,"annual or perennial herbs, often rosetted and/or stoloniferous.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Walsh, N.G. (1999). Euchiton. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 820 - 825. Inkata Press, Melbourne."
