taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,partially_woody
Codonocarpus attenuatus,tree,NA,NA,NA,NA,NA,NA,NA
Codonocarpus cotinifolius,tree shrub,NA,NA,NA,NA,NA,NA,NA
Codonocarpus pyramidalis,tree shrub,NA,NA,NA,NA,NA,NA,NA
Gyrostemon,tree shrub,NA,NA,NA,NA,NA,dioecious,NA
Gyrostemon australasicus,shrub,erect,NA,NA,NA,NA,NA,NA
Gyrostemon thesioides,shrub,NA,NA,NA,NA,NA,NA,NA
Haemodoraceae,herb,NA,NA,perennial,rhizome,NA,NA,NA
Anigozanthos,NA,NA,NA,NA,NA,NA,NA,NA
Anigozanthos flavidus,herb,NA,NA,NA,NA,NA,NA,NA
Haemodorum,herb,NA,NA,NA,NA,NA,NA,NA
Haemodorum austroqueenslandicum,herb,NA,NA,NA,NA,NA,NA,NA
Haemodorum corymbosum,herb,NA,NA,NA,NA,NA,NA,NA
Haemodorum planifolium,herb,NA,NA,NA,NA,NA,NA,NA
Haemodorum tenuifolium,herb,NA,NA,NA,NA,NA,NA,NA
Haloragaceae,shrub aquatic_herb,NA,NA,NA,NA,terrestrial aquatic,NA,NA
Glischrocaryon,herb,erect,NA,perennial,NA,NA,NA,NA
Glischrocaryon behrii,herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus,subshrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Gonocarpus chinensis,herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus chinensis subsp. verrucosus,herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus elatus,subshrub herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus hirtus,subshrub,scrambling,NA,NA,NA,NA,NA,NA
Gonocarpus humilis,herb,prostrate,NA,perennial,NA,NA,NA,NA
Gonocarpus longifolius,subshrub,erect,NA,NA,NA,NA,NA,NA
Gonocarpus micranthus,herb,prostrate erect,NA,NA,NA,NA,NA,NA
Gonocarpus micranthus subsp. micranthus,herb,prostrate erect,NA,NA,NA,NA,NA,NA
Gonocarpus micranthus subsp. ramosissimus,NA,NA,NA,NA,NA,NA,NA,NA
Gonocarpus montanus,herb,prostrate,NA,perennial,NA,NA,NA,NA
Gonocarpus oreophilus,shrub,erect,NA,NA,NA,NA,NA,NA
Gonocarpus salsoloides,herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus tetragynus,herb,erect,NA,perennial,NA,NA,NA,NA
Gonocarpus teucrioides,subshrub herb,erect,NA,NA,NA,NA,NA,NA
Haloragis,subshrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Haloragis aspera,herb,stoloniferous,NA,annual perennial,stolon,NA,NA,NA
Haloragis exalata,shrub,NA,NA,NA,NA,NA,NA,NA
Haloragis exalata subsp. exalata,shrub,NA,NA,NA,NA,NA,NA,NA
Haloragis exalata subsp. velutina,subshrub herb,erect,NA,NA,NA,NA,NA,NA
Haloragis glauca,herb,NA,NA,perennial,NA,NA,NA,NA
Haloragis glauca f. glauca,herb,NA,NA,perennial,NA,NA,NA,NA
Haloragis heterophylla,herb,stoloniferous,NA,perennial,stolon,NA,NA,NA
Haloragis milesiae,subshrub,NA,NA,NA,NA,NA,NA,NA
Haloragis odontocarpa,herb,NA,NA,annual,NA,NA,NA,NA
Haloragis odontocarpa f. octoforma,NA,NA,NA,NA,NA,NA,NA,NA
Haloragis odontocarpa f. odontocarpa,NA,NA,NA,NA,NA,NA,NA,NA
Haloragis odontocarpa f. pterocarpa,NA,NA,NA,NA,NA,NA,NA,NA
Haloragis odontocarpa f. rugosa,NA,NA,NA,NA,NA,NA,NA,NA
Haloragis serra,subshrub herb,stoloniferous erect,NA,perennial,stolon,NA,NA,NA
Haloragis stricta,herb,NA,NA,perennial,NA,NA,NA,NA
Haloragodendron,tree shrub,NA,NA,NA,NA,NA,NA,NA
Haloragodendron baeuerlenii,tree shrub,NA,NA,NA,NA,NA,NA,NA
Haloragodendron gibsonii,shrub,NA,NA,NA,NA,NA,NA,NA
Haloragodendron lucasii,shrub,NA,NA,NA,NA,NA,NA,NA
Haloragodendron monospermum,shrub,erect,NA,NA,NA,NA,NA,NA
Myriophyllum,aquatic_herb,NA,NA,annual perennial,NA,aquatic,NA,NA
Myriophyllum alpinum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum aquaticum,semiaquatic aquatic_herb,NA,NA,perennial,NA,aquatic semiaquatic,NA,NA
Myriophyllum caput-medusae,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum crispatum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum glomeratum,herb,NA,NA,annual,NA,NA,NA,NA
Myriophyllum gracile,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum gracile var. gracile,NA,NA,NA,NA,NA,NA,NA,NA
Myriophyllum gracile var. lineare,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum implicatum,herb,NA,NA,NA,NA,NA,NA,NA
Myriophyllum latifolium,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum lophatum,aquatic_herb,NA,NA,perennial,NA,NA,NA,NA
Myriophyllum papillosum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum pedunculatum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum pedunculatum subsp. longibracteolatum,NA,NA,NA,NA,NA,NA,NA,NA
Myriophyllum pedunculatum subsp. pedunculatum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum salsugineum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum simulans,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum striatum,herb,NA,NA,NA,NA,NA,NA,NA
Myriophyllum variifolium,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Myriophyllum verrucosum,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Hydatellaceae,aquatic_submerged aquatic_herb,NA,NA,ephemeral,NA,aquatic,NA,NA
Trithuria,NA,NA,NA,NA,NA,NA,NA,NA
Trithuria submersa,herb,NA,NA,annual,NA,NA,NA,NA
Hydrangeaceae,climber_liana shrub herb,NA,NA,NA,NA,NA,NA,NA
Deutzia,shrub,NA,NA,NA,NA,NA,NA,NA
Deutzia crenata,shrub,sprawling,NA,NA,NA,NA,NA,NA
Hydrangea,NA,NA,NA,NA,NA,NA,NA,NA
Hydrangea macrophylla,shrub,NA,NA,NA,NA,NA,NA,NA
Hydrocharitaceae,aquatic_submerged,NA,NA,annual perennial,NA,marine,dioecious monoecious,NA
Egeria,aquatic_submerged,NA,NA,perennial,NA,aquatic,dioecious,NA
Egeria densa,aquatic_submerged,NA,NA,perennial,NA,aquatic,NA,NA
Elodea,aquatic_submerged,NA,NA,perennial,NA,aquatic,NA,NA
Elodea canadensis,aquatic_submerged,NA,NA,perennial,NA,aquatic,dioecious,NA
Halophila,aquatic_submerged,NA,NA,perennial,rhizome,marine,dioecious monoecious,NA
Halophila australis,aquatic_submerged,NA,NA,perennial,NA,marine aquatic,dioecious,NA
Halophila decipiens,aquatic_submerged,NA,NA,perennial,NA,marine,monoecious,NA
Halophila ovalis,aquatic_submerged,NA,NA,perennial,NA,marine aquatic,dioecious,NA
Halophila spinulosa,NA,NA,NA,NA,NA,NA,NA,NA
Hydrilla,aquatic_submerged,NA,NA,perennial,NA,aquatic,dioecious,NA
Hydrilla verticillata,aquatic_submerged,NA,NA,perennial,NA,aquatic,NA,NA
Hydrocharis,NA,NA,NA,NA,NA,NA,monoecious,NA
Hydrocharis dubia,aquatic,NA,NA,perennial,NA,aquatic,NA,NA
Lagarosiphon,aquatic_submerged,NA,NA,perennial,NA,aquatic,dioecious,NA
Lagarosiphon major,aquatic_submerged,NA,NA,perennial,rhizome,aquatic,NA,NA
Limnobium,herb,NA,NA,perennial,NA,NA,monoecious,NA
Limnobium laevigatum,aquatic,NA,NA,perennial,NA,aquatic,NA,NA
Najas,aquatic_submerged,NA,NA,annual perennial,NA,aquatic,dioecious monoecious,NA
Najas browniana,aquatic_submerged,NA,NA,short_lived_perennial annual,NA,aquatic,monoecious,NA
Najas marina,aquatic_submerged,NA,NA,annual,NA,aquatic,dioecious,NA
Najas marina subsp. armata,NA,NA,NA,NA,NA,NA,NA,NA
Najas marina subsp. latior,aquatic_submerged,NA,NA,annual,NA,aquatic,dioecious,NA
Najas tenuifolia,aquatic_submerged,NA,NA,short_lived_perennial annual,NA,aquatic,dioecious monoecious,NA
Ottelia,aquatic_submerged,NA,NA,annual perennial,NA,aquatic,dioecious monoecious,NA
Ottelia ovalifolia,aquatic_submerged,tufted,NA,annual perennial,NA,aquatic,NA,NA
Ottelia ovalifolia subsp. ovalifolia,aquatic_submerged,tufted,NA,annual perennial,NA,aquatic,NA,NA
Vallisneria,aquatic_submerged,NA,NA,annual perennial,NA,aquatic,dioecious,NA
Vallisneria australis,aquatic_submerged,stoloniferous tufted,NA,perennial,stolon,aquatic,NA,NA
Vallisneria nana,aquatic_submerged,stoloniferous tufted,NA,perennial,stolon,aquatic,NA,NA
Hymenophyllaceae,epiphyte,NA,NA,NA,NA,terrestrial epiphyte,NA,NA
Abrodictyum,NA,NA,NA,NA,rhizome,NA,NA,NA
Abrodictyum caudatum,epiphyte,NA,NA,NA,NA,epiphyte,NA,NA
Abrodictyum obscurum,NA,NA,NA,NA,rhizome,NA,NA,NA
Cephalomanes,NA,erect,NA,NA,rhizome,NA,NA,NA
Cephalomanes atrovirens,NA,NA,NA,NA,NA,NA,NA,NA
Cephalomanes atrovirens subsp. atrovirens,NA,NA,NA,NA,NA,terrestrial,NA,NA
Cephalomanes bauerianum,NA,erect,NA,NA,rhizome,NA,NA,NA
Crepidomanes,epiphyte,NA,NA,NA,NA,epiphyte,NA,NA
Crepidomanes saxifragoides,NA,NA,NA,NA,rhizome,NA,NA,NA
Crepidomanes vitiense,NA,NA,NA,NA,rhizome,NA,NA,NA
Crepidomanes walleri,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum australe,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum bivalve,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum cupressiforme,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum flabellatum,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum howense,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum lyallii,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum marginatum,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum moorei,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum peltatum,NA,NA,NA,NA,rhizome,NA,NA,NA
Hymenophyllum pumilum,epiphyte,NA,NA,NA,NA,epiphyte,NA,NA
Hymenophyllum rarum,NA,NA,NA,NA,rhizome,NA,NA,NA
Polyphlebium venosum,NA,NA,NA,NA,rhizome,NA,NA,NA
Hypericaceae,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Hypericum,shrub herb,NA,NA,NA,NA,NA,NA,NA
Hypericum androsaemum,shrub,NA,NA,NA,NA,NA,NA,NA
Hypericum calycinum,shrub,prostrate,NA,perennial,rhizome,NA,NA,NA
Hypericum elodes,semiaquatic_herb,NA,NA,perennial,NA,semiaquatic,NA,NA
Hypericum gramineum,herb,erect,NA,NA,NA,NA,NA,NA
Hypericum hypericoides,shrub,NA,NA,NA,NA,NA,NA,NA
Hypericum japonicum,herb,prostrate decumbent,NA,NA,NA,NA,NA,NA
Hypericum kouytchense,shrub,NA,NA,NA,NA,NA,NA,NA
Hypericum patulum,shrub,NA,NA,NA,NA,NA,NA,NA
Hypericum perforatum,shrub herb,erect,NA,NA,NA,NA,NA,NA
Triadenum,herb,NA,NA,perennial,rhizome,NA,NA,NA
Triadenum japonicum,herb,erect,NA,perennial,NA,NA,NA,NA
Hypoxidaceae,herb,NA,NA,perennial,NA,NA,NA,NA
Curculigo,herb,tufted,NA,NA,NA,NA,NA,NA
Curculigo ensifolia,herb,NA,NA,perennial,NA,NA,NA,NA
Curculigo ensifolia var. ensifolia,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis exilis,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis glabella,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis glabella var. glabella,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis hygrometrica,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis hygrometrica var. hygrometrica,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica var. splendida,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis hygrometrica var. villosisepala,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis pratensis,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis pratensis var. pratensis,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis pratensis var. tuberculata,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis vaginata,herb,NA,NA,perennial,NA,NA,NA,NA
Hypoxis vaginata var. brevistigmata,NA,NA,NA,NA,NA,NA,NA,NA
Hypoxis vaginata var. vaginata,herb,NA,NA,perennial,NA,NA,NA,NA
Iridaceae,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Aristea,herb,NA,NA,perennial,NA,NA,NA,NA
Aristea ecklonii,herb,NA,NA,NA,NA,NA,NA,NA
Babiana,herb,NA,NA,annual perennial,NA,NA,NA,NA
Babiana stricta,herb,NA,NA,NA,NA,NA,NA,NA
Chasmanthe,NA,NA,NA,annual perennial,NA,NA,NA,NA
Chasmanthe floribunda,herb,NA,NA,NA,NA,NA,NA,NA
Crocosmia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Crocosmia crocosmiiflora,herb,stoloniferous,NA,NA,stolon,NA,NA,NA
Dierama,herb,tufted,NA,perennial,NA,NA,NA,NA
Dierama pendulum,herb,erect,NA,NA,NA,NA,NA,NA
Dierama pulcherrimum,herb,erect,NA,NA,NA,NA,NA,NA
Dietes,NA,NA,NA,NA,NA,NA,NA,NA
Dietes robinsoniana,herb,NA,NA,NA,NA,NA,NA,NA
Diplarrena,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Diplarrena moraea,herb,tufted,NA,NA,rhizome,NA,NA,NA
Freesia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Freesia hybrid,herb,NA,NA,NA,NA,NA,NA,NA
Freesia laxa,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus,herb,NA,NA,annual perennial,NA,NA,NA,NA
Gladiolus angustus,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus carneus,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus dalenii,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus gueinzii,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus undulatus,herb,NA,NA,NA,NA,NA,NA,NA
Gladiolus x hortulanus,herb,NA,NA,NA,NA,NA,NA,NA
Herbertia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Herbertia lahue,herb,NA,NA,NA,NA,NA,NA,NA
Herbertia lahue subsp. caerulea,herb,NA,NA,NA,NA,NA,NA,NA
Iris,NA,NA,NA,perennial,rhizome,NA,NA,NA
Iris foetidissima,herb,NA,NA,NA,NA,NA,NA,NA
Iris germanica,herb,NA,NA,NA,NA,NA,NA,NA
Iris laevigata,herb,NA,NA,NA,NA,NA,NA,NA
Iris pseudacorus,herb,spreading,NA,NA,rhizome,NA,NA,NA
Ixia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Ixia flexuosa,herb,NA,NA,NA,NA,NA,NA,NA
Ixia maculata,herb,NA,NA,NA,NA,NA,NA,NA
Ixia polystachya,herb,NA,NA,NA,NA,NA,NA,NA
Libertia,NA,tufted,NA,perennial,NA,NA,NA,NA
Libertia paniculata,herb,tufted,NA,NA,rhizome,NA,NA,NA
Libertia pulchella,herb,tufted,NA,NA,NA,NA,NA,NA
Moraea,herb,NA,NA,annual perennial,NA,NA,NA,NA
Moraea collina,herb,NA,NA,NA,NA,NA,NA,NA
Moraea flaccida,herb,NA,NA,NA,NA,NA,NA,NA
Moraea miniata,herb,NA,NA,NA,NA,NA,NA,NA
Moraea ochroleuca,herb,NA,NA,NA,NA,NA,NA,NA
Moraea setifolia,herb,NA,NA,NA,NA,NA,NA,NA
Patersonia,herb,NA,NA,perennial,NA,NA,NA,NA
Patersonia fragilis,herb,tufted,NA,perennial,NA,NA,NA,NA
Patersonia glabrata,herb,NA,NA,perennial,NA,NA,NA,NA
Patersonia sericea,NA,NA,NA,NA,NA,NA,NA,NA
Patersonia sericea var. longifolia,herb,tufted,NA,perennial,NA,NA,NA,NA
Patersonia sericea var. sericea,herb,tufted,NA,perennial,NA,NA,NA,NA
Romulea,herb,NA,NA,annual perennial,NA,NA,NA,NA
Romulea flava,herb,NA,NA,NA,NA,NA,NA,NA
Romulea minutiflora,herb,NA,NA,NA,NA,NA,NA,NA
Romulea rosea,herb,NA,NA,NA,NA,NA,NA,NA
Romulea rosea var. australis,herb,NA,NA,NA,NA,NA,NA,NA
Sisyrinchium,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Sisyrinchium micranthum,NA,NA,NA,annual perennial,rhizome,NA,NA,NA
Sisyrinchium rosulatum,herb,tufted,NA,annual,NA,NA,NA,NA
Sparaxis,herb,NA,NA,annual perennial,NA,NA,NA,NA
Sparaxis bulbifera,herb,NA,NA,NA,NA,NA,NA,NA
Sparaxis tricolor,herb,NA,NA,NA,NA,NA,NA,NA
Tritonia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Tritonia gladiolaris,NA,NA,NA,NA,NA,NA,NA,NA
Watsonia,herb,NA,NA,annual perennial,NA,NA,NA,NA
Watsonia borbonica,herb,NA,NA,NA,NA,NA,NA,NA
Watsonia borbonica subsp. ardernei,herb,NA,NA,NA,NA,NA,NA,NA
Watsonia meriana,herb,NA,NA,NA,NA,NA,NA,NA
Watsonia meriana var. bulbillifera,herb,NA,NA,NA,NA,NA,NA,NA
Isoetaceae,aquatic,NA,NA,NA,NA,aquatic,NA,NA
Isoetes,NA,NA,NA,perennial,NA,NA,NA,NA
Isoetes drummondii,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes drummondii subsp. anomala,NA,NA,NA,annual,NA,NA,NA,NA
Isoetes muelleri,NA,NA,NA,annual perennial,NA,NA,NA,NA
Juglandaceae,tree shrub,NA,NA,NA,NA,NA,dioecious monoecious,NA
Juglans,tree shrub,NA,NA,NA,NA,NA,monoecious,NA
Juglans ailantifolia,tree,NA,NA,NA,NA,NA,NA,NA
Juglans regia,tree,NA,NA,NA,NA,NA,NA,NA
Juncaceae,herb,stoloniferous tufted,NA,annual perennial,rhizome stolon,NA,NA,NA
Juncus,herb,NA,NA,annual perennial,NA,NA,NA,NA
Juncus acuminatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus acutiflorus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus acutus,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Juncus acutus subsp. acutus,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Juncus alexandri,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus alexandri subsp. alexandri,NA,NA,NA,NA,NA,NA,NA,NA
Juncus alexandri subsp. melanobasis,NA,NA,NA,NA,NA,NA,NA,NA
Juncus amabilis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus antarcticus,NA,mat_forming,NA,perennial,rhizome,NA,NA,NA
Juncus aridicola,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus articulatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus australis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus brevibracteus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus bufonius,NA,tufted,NA,annual,NA,NA,NA,NA
Juncus bulbosus,NA,tufted,NA,perennial,NA,NA,NA,NA
Juncus caespiticius,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus canadensis,NA,tufted,NA,perennial,NA,NA,NA,NA
Juncus capensis,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus capillaceus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus capitatus,NA,tufted,NA,annual,NA,NA,NA,NA
Juncus cognatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus continuus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus dolichanthus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus effusus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus falcatus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus filicaulis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus firmus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus flavidus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus fockei,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus gregiflorus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus holoschoenus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus homalocaulis,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus imbricatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus ingens,NA,NA,NA,perennial,rhizome,NA,dioecious,NA
Juncus kraussii,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Juncus kraussii subsp. australiensis,tussock,NA,NA,perennial,rhizome,NA,NA,NA
Juncus laeviusculus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus laeviusculus subsp. illawarrensis,NA,NA,NA,NA,NA,NA,NA,NA
Juncus laeviusculus subsp. laeviusculus,NA,NA,NA,NA,NA,NA,NA,NA
Juncus microcephalus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus mollis,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus ochrocoleus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus pallidus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus pauciflorus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus phaeanthus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus planifolius,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA
Juncus polyanthemus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus prismatocarpus,NA,tufted,NA,perennial,NA,NA,NA,NA
Juncus procerus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus psammophilus,NA,NA,NA,perennial,rhizome,NA,dioecious,NA
Juncus radula,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus remotiflorus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus revolutus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus sandwithii,NA,mat_forming,NA,perennial,rhizome,NA,NA,NA
Juncus sarophorus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus semisolidus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus subglaucus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus subsecundus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Juncus tenuis,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus thompsonianus,NA,mat_forming,NA,perennial,rhizome,NA,NA,NA
Juncus usitatus,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Juncus vaginatus,NA,NA,NA,perennial,rhizome,NA,NA,NA
Luzula,herb,tufted,NA,perennial,rhizome,NA,NA,NA
Luzula acutifolia,cushion,mat_forming,NA,NA,rhizome,NA,NA,NA
Luzula acutifolia subsp. nana,NA,mat_forming,NA,NA,rhizome,NA,NA,NA
Luzula alpestris,NA,tufted dense,NA,perennial,NA,NA,NA,NA
Luzula atrata,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Luzula australasica,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula australasica subsp. dura,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula densiflora,NA,NA,NA,perennial,NA,NA,NA,NA
Luzula densiflora subsp. Few Hairs (L.A.S.Johnson NSW 77826),NA,NA,NA,perennial,NA,NA,NA,NA
Luzula densiflora subsp. densiflora,NA,NA,NA,perennial,NA,NA,NA,NA
Luzula flaccida,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula flaccida subsp. Long Anther (K.L.Wilson 828 et al.),NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula flaccida subsp. flaccida,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula longiflora,herb,caespitose,NA,perennial,rhizome,NA,NA,NA
Luzula meridionalis,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula modesta,NA,tufted,NA,perennial,rhizome,NA,NA,NA
Luzula novae-cambriae,NA,tufted,NA,perennial,NA,NA,NA,NA
Luzula ovata,NA,tufted,NA,perennial,NA,NA,NA,NA
Juncaginaceae,herb,NA,NA,annual perennial,rhizome,NA,NA,NA
Cycnogeton,aquatic_herb,NA,NA,perennial,NA,aquatic,NA,NA
Cycnogeton dubium,aquatic_herb,NA,NA,perennial,rhizome,aquatic,NA,NA
Cycnogeton microtuberosum,aquatic_herb,NA,NA,perennial,rhizome,aquatic,NA,NA
Cycnogeton multifructum,aquatic_herb,NA,NA,perennial,rhizome,aquatic,NA,NA
Cycnogeton procerum,aquatic,NA,NA,perennial,rhizome,aquatic,NA,NA
Cycnogeton rheophilum,aquatic_herb,NA,NA,perennial,rhizome,aquatic,NA,NA
Lilaea,NA,NA,NA,annual,NA,NA,NA,NA
Lilaea scilloides,NA,NA,NA,annual,NA,NA,NA,NA
Triglochin,herb,NA,NA,annual ephemeral perennial,rhizome,NA,NA,NA
Triglochin hexagona,NA,caespitose,NA,annual ephemeral,NA,NA,NA,NA
Triglochin isingiana,NA,NA,NA,NA,NA,NA,NA,NA
Triglochin nana,NA,caespitose,NA,annual ephemeral,NA,NA,NA,NA
Triglochin striata,NA,erect,NA,perennial,rhizome,NA,NA,NA
Triglochin turrifera,NA,caespitose,NA,annual ephemeral,NA,NA,NA,NA
Lamiaceae,tree shrub herb,NA,NA,annual perennial,NA,NA,NA,NA
Ajuga,herb,NA,NA,annual perennial,NA,NA,NA,NA
Ajuga australis,herb,NA,NA,NA,NA,NA,NA,NA
Ajuga reptans,NA,NA,NA,NA,NA,NA,NA,NA
Ballota,shrub herb,NA,NA,perennial,NA,NA,NA,NA
Ballota nigra,herb,NA,NA,perennial,NA,NA,NA,NA
Ballota nigra subsp. foetida,herb,NA,NA,perennial,NA,NA,NA,NA
Callicarpa,tree subshrub shrub,NA,NA,NA,NA,NA,NA,NA
Callicarpa pedunculata,tree shrub,NA,NA,NA,NA,NA,NA,NA
Chloanthes,subshrub shrub,NA,NA,NA,NA,NA,NA,NA
Chloanthes glandulosa,shrub,NA,NA,NA,NA,NA,NA,NA
Chloanthes parviflora,shrub,NA,NA,NA,NA,NA,NA,NA
Chloanthes stoechadis,shrub,NA,NA,NA,NA,NA,NA,NA
Clerodendrum,tree climber_woody shrub herb,NA,NA,NA,NA,NA,NA,NA
Clerodendrum floribundum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Clerodendrum floribundum var. floribundum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Clerodendrum inerme,shrub,NA,NA,NA,NA,NA,NA,NA
Clerodendrum tomentosum,tree shrub,NA,NA,NA,NA,NA,NA,NA
Dicrastylis,subshrub shrub,NA,NA,perennial,NA,NA,NA,NA
