ID,Plot,Reg,Species,soil_N,soil_P,soil_Ptot,dbh,Height,WD,Bark_thickn.br,Bark_thickn.st,SLA,HV,Diam.br,d_max.br,dh_mean.br,VD.br,Alum.br,Ks.br,Frac_fib.br,Frac_con.br,Frac_ray.br,Frac_axi.br,d_max.st,dh_mean.st,VD.st,Alum.st,Ks.st,Frac_fib.st,Frac_con.st,Frac_ray.st,Frac_axi.st,BAI,relBAI,N.st,N.leaf,N.lit,N.br,N.bark,N.br.bark,N.hr,N.recy.st,N.recy.br,P.st,P.leaf,P.lit,P.br,P.bark,P.br.bark,P.hr,P.recy.st,P.recy.br,lifespan,lifespan_birth,species,lat_individual_tree,lon_individual_tree,ele_individual_tree,time_GPS_measurement
BE_c,tree_at_-33.3708_S_and_151.3181_E,Low,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.672222222,NA,Banksia ericifolia,-33.370782,151.318057,156.61911,2017-05-18T03:55:34Z
BE_d,tree_at_-33.3708_S_and_151.3181_E,Low,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.683333333,2.516129032,Banksia ericifolia,-33.37083497,151.318102,156.002151,2017-05-18T05:02:34Z
BE_e,tree_at_-33.3707_S_and_151.3179_E,Low,Banksia_ericifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.034202364,1.963265306,Banksia ericifolia,-33.37070899,151.317859,157.240891,2017-05-29T01:31:30Z
BS_a,tree_at_-33.3722_S_and_151.3212_E,Low,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.953488372,3.641025641,Banksia serrata,-33.372235,151.321169,149.791641,2017-04-06T02:33:19Z
BS_b,tree_at_-33.3711_S_and_151.3207_E,Low,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.707244318,3.45631068,Banksia serrata,-33.37113596,151.320739,155.779907,2017-03-17T02:10:22Z
BS_c,tree_at_-33.3706_S_and_151.3181_E,Low,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658536585,4.950819672,Banksia serrata,-33.37059701,151.31813,157.125183,2017-05-12T01:16:49Z
BS_d,tree_at_-33.3708_S_and_151.318_E,Low,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.731958763,Banksia serrata,-33.37084997,151.317993,152.740417,2017-05-12T01:11:43Z
BS_e,tree_at_-33.3706_S_and_151.318_E,Low,Banksia_serrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.451905626,2.961267606,Banksia serrata,-33.37058502,151.317994,164.380569,2017-05-18T01:20:13Z
CA_a,tree_at_-33.3709_S_and_151.3163_E,High,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5625,2.585889571,Ceratopetalum apetalum,-33.37093798,151.316327,111.010284,2017-03-17T03:45:17Z
CA_b,tree_at_-33.371_S_and_151.3163_E,High,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2.073863636,Ceratopetalum apetalum,-33.37101099,151.316342,108.208946,2017-03-17T03:53:31Z
CA_c,tree_at_-33.371_S_and_151.3163_E,High,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01948052,1.889679715,Ceratopetalum apetalum,-33.37101099,151.316342,108.208946,2017-03-17T03:53:31Z
CA_d,tree_at_-33.3711_S_and_151.3163_E,High,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.399038462,NA,Ceratopetalum apetalum,-33.37107603,151.316276,112.334381,2017-05-22T03:43:02Z
CA_e,tree_at_-33.3747_S_and_151.3207_E,High,Ceratopetalum_apetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.961538462,1.712328767,Ceratopetalum apetalum,-33.37471504,151.320675,65.729156,2017-03-17T04:53:56Z
CS_a,tree_at_-33.3717_S_and_151.3187_E,High,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.378787879,0.952830189,Callicoma serratifolia,-33.371717,151.318688,125.244858,2017-05-22T23:29:06Z
CS_b,tree_at_-33.3718_S_and_151.3188_E,High,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.311688312,Callicoma serratifolia,-33.37175799,151.318819,126.307648,2017-05-23T00:06:20Z
CS_c,tree_at_-33.3718_S_and_151.3187_E,High,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.452941176,1.462365591,Callicoma serratifolia,-33.37176302,151.318748,124.425034,2017-05-23T00:09:09Z
CS_d,tree_at_-33.3718_S_and_151.3187_E,High,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.476190476,0.59375,Callicoma serratifolia,-33.37177601,151.318687,128.38205,2017-05-23T00:43:04Z
CS_e,tree_at_-33.3788_S_and_151.3236_E,High,Callicoma_serratifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58974359,0.702702703,Callicoma serratifolia,-33.37876098,151.323611,52.935707,2017-05-29T23:37:18Z
EH_a,tree_at_-33.3706_S_and_151.3181_E,Low,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.683333334,1.775362319,Eucalyptus haemastoma,-33.37057396,151.318109,168.224716,2017-05-17T23:04:24Z
EH_b,tree_at_-33.3706_S_and_151.3181_E,Low,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.484076433,Eucalyptus haemastoma,-33.37057396,151.318109,168.224716,2017-05-17T23:04:24Z
EH_c,tree_at_-33.3706_S_and_151.3181_E,Low,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.372405373,3.103448276,Eucalyptus haemastoma,-33.37057396,151.318109,168.224716,2017-05-17T23:04:24Z
EH_d,tree_at_-33.3708_S_and_151.3179_E,Low,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.896551724,4.285714286,Eucalyptus haemastoma,-33.37075802,151.31786,155.049988,2017-03-17T03:22:05Z
EH_e,tree_at_-33.3706_S_and_151.318_E,Low,Eucalyptus_haemastoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.225490196,8,Eucalyptus haemastoma,-33.37055703,151.318011,164.621902,2017-05-18T01:19:33Z
EP_a,tree_at_-33.3723_S_and_151.3211_E,Low,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.476913346,4.090909091,Eucalyptus piperita,-33.37234698,151.321082,148.687256,2017-05-17T04:38:46Z
EP_b,tree_at_-33.3722_S_and_151.3211_E,Low,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.301282051,4.388888889,Eucalyptus piperita,-33.37221597,151.321149,152.341354,2017-05-25T05:15:33Z
EP_c,tree_at_-33.3716_S_and_151.3208_E,Low,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0325,12,Eucalyptus piperita,-33.371588,151.320783,167.320267,2017-05-18T05:18:34Z
EP_d,tree_at_-33.3715_S_and_151.3208_E,Low,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.947368421,8,Eucalyptus piperita,-33.37149798,151.320847,164.803589,2017-05-18T05:55:54Z
EP_e,tree_at_-33.3713_S_and_151.3209_E,Low,Eucalyptus_piperita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.700000001,5.5,Eucalyptus piperita,-33.37128701,151.320906,160.500641,2017-05-25T03:40:59Z
ES_a,tree_at_-33.371_S_and_151.3163_E,High,Cryptocarya macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.135714286,6,Endiandra sieberi,-33.37100596,151.316348,107.156029,2017-03-17T04:06:06Z
ES_b,tree_at_-33.371_S_and_151.3163_E,High,Cryptocarya macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.714285715,2.894736842,Endiandra sieberi,-33.37095399,151.316315,88.708534,2017-05-22T04:41:44Z
ES_c,tree_at_-33.376_S_and_151.3226_E,High,Cryptocarya macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.816176471,3,Endiandra sieberi,-33.37595204,151.322622,73.681747,2017-05-23T04:46:47Z
ES_d,tree_at_-33.3759_S_and_151.3226_E,High,Cryptocarya macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.791666667,1.310344828,Endiandra sieberi,-33.375946,151.322602,72.462471,2017-05-23T04:43:44Z
ES_e,tree_at_-33.3788_S_and_151.3237_E,High,Cryptocarya macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.766666667,0.9375,Endiandra sieberi,-33.37878202,151.32368,48.787594,2017-05-30T00:44:27Z
LP_a,tree_at_-33.3725_S_and_151.3212_E,Low,Leptospermum_poligalifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.168008048,1.538461538,Leptospermum polygalifolium,-33.37247699,151.321234,136.603577,2017-03-17T00:46:30Z
LP_b,tree_at_-33.3717_S_and_151.321_E,Low,Leptospermum_poligalifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.686842105,13.66666667,Leptospermum polygalifolium,-33.37174198,151.321011,158.355469,2017-05-17T02:16:51Z
LP_c,tree_at_-33.3724_S_and_151.321_E,Low,Leptospermum_poligalifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.051473566,1.318181818,Leptospermum polygalifolium,-33.37236802,151.321017,149.092957,2017-05-17T04:39:59Z
LP_d,tree_at_-33.3708_S_and_151.3181_E,Low,Leptospermum_poligalifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392544808,1.9,Leptospermum polygalifolium,-33.37077596,151.318057,156.61911,2017-05-18T03:55:34Z
LP_e,tree_at_-33.3709_S_and_151.3181_E,Low,Leptospermum_poligalifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.978104258,3.5,Leptospermum polygalifolium,-33.37089901,151.318104,163.71167,2017-05-29T00:42:35Z
PL_a,tree_at_-33.3741_S_and_151.3244_E,Low,Persoonia_linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.824914844,1.7,Persoonia linearis,-33.37406502,151.324407,121.587837,2017-05-15T23:34:00Z
PL_b,tree_at_-33.3741_S_and_151.3244_E,Low,Persoonia_linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.672183372,1.083333333,Persoonia linearis,-33.374105,151.32442699999999,138.358459,2017-05-16T00:53:26Z
PL_c,tree_at_-33.3741_S_and_151.3243_E,Low,Persoonia_linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.735539216,1.444444444,Persoonia linearis,-33.37407399,151.324325,141.418625,2017-05-16T00:55:22Z
PL_d,tree_at_-33.3742_S_and_151.3238_E,Low,Persoonia_linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.105722431,4.04,Persoonia linearis,-33.37417399,151.323805,130.250183,2017-03-17T00:06:22Z
PL_e,tree_at_-33.3742_S_and_151.3239_E,Low,Persoonia_linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.291262136,3.4,Persoonia linearis,-33.37421003,151.323899,129.725418,2017-03-17T00:08:01Z
PU_a,tree_at_-33.371_S_and_151.3163_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.730769231,0.916666667,Pittosporum undulatum,-33.37104804,151.316291,111.034775,2017-05-22T03:42:32Z
PU_b,tree_at_-33.3759_S_and_151.3226_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.086956522,8.666666667,Pittosporum undulatum,-33.37594097,151.322559,52.925301,2017-03-30T00:41:54Z
PU_c,tree_at_-33.3759_S_and_151.3226_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.984320277,1.444444444,Pittosporum undulatum,-33.37594097,151.322559,52.925301,2017-03-30T00:41:54Z
PU_d,tree_at_-33.379_S_and_151.3241_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78125,1.2,Pittosporum undulatum,-33.37898796,151.324075,53.802097,2017-05-30T02:25:39Z
PU_e,tree_at_-33.379_S_and_151.3241_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3,Pittosporum undulatum,-33.37900297,151.324077,49.956932,2017-05-30T02:44:56Z
PU_f,tree_at_-33.3792_S_and_151.3241_E,High,Pittosporum_undulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.866666667,2.4,Pittosporum undulatum,-33.37916097,151.324082,50.9175,2017-05-30T03:16:12Z
SA_a,tree_at_-33.3748_S_and_151.3208_E,High,Sloanea_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.818181818,1.793103448,Sloanea australis,-33.37484596,151.320762,68.038521,2017-05-23T02:37:27Z
SA_b,tree_at_-33.3765_S_and_151.3225_E,High,Sloanea_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.916666667,5.333333333,Sloanea australis,-33.37650399,151.322461,64.683975,2017-05-29T02:58:36Z
SA_c,tree_at_-33.3765_S_and_151.3225_E,High,Sloanea_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222222222,1.633333333,Sloanea australis,-33.37647096,151.322454,60.74453,2017-05-29T03:43:50Z
SA_d,tree_at_-33.3764_S_and_151.3224_E,High,Sloanea_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.463068182,1.24137931,Sloanea australis,-33.37637801,151.322396,60.228394,2017-05-29T03:21:33Z
SA_e,tree_at_-33.3763_S_and_151.3225_E,High,Sloanea_australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.595238095,5.083333333,Sloanea australis,-33.37634197,151.322492,57.131325,2017-05-29T04:03:20Z
SG_a,tree_at_-33.3741_S_and_151.3245_E,Low,Syncarpia_glomulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.439613527,11,Syncarpia glomulifera,-33.37414498,151.324476,143.327332,2017-05-16T02:27:01Z
SG_b,tree_at_-33.3741_S_and_151.3244_E,Low,Syncarpia_glomulifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032227785,2.057971014,Syncarpia glomulifera,-33.37409603,151.324438,144.659607,2017-05-16T02:29:18Z
