item_ID,ITEM_ACTION_ID,TRIALID,trait,STARTDATE,DURATION,detailed_description,trait_2,value_numeric,units,value_2,units_2,treatment_3,value_3,unts_3,unts_2,value_categorical,value,species_name,gathering_date,site_name,site_name_shorter,locality,collector,latitude (deg),longitude (deg)
1163637,1778208,NA,Texture,05-JAN-17,NA,shallowly rugose,Texture,NA,NA,,NA,,,,,shallowly rugose,shallowly rugose,Acacia beckleri  ,NA,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED ANBG ex CBG7902501, M.D.Crisp 5660.","Donaldson, S.",-35.2833,149.1167
1173410,1778142,NA,Texture,21-OCT-16,NA,costate,Texture,NA,NA,,NA,,,,,costate,costate,Sida petrophila  ,12/9/1995,site_at_-31.9167_degS_and_141.5667_degE,site_at_-31.9167_degS_and_141.5667_degE,"195 km along the Barrier Highway from Wilcannia towards Broken Hill, small rise c. 300 m N of road at Willy Willong Creek No. 1.","Lyne, A.M.",-31.9167,141.5667
1186248,1778152,NA,Texture,24-OCT-16,NA,papillose,Texture,NA,NA,,NA,,,,,papillose,papillose,Stackhousia spathulata  ,7/5/1993,site_at_-35.1667_degS_and_150.6167_degE,site_at_-35.1667_degS_and_150.6167_degE,"Jervis Bay National Park, Bherwerre Beach.","Donaldson, S.",-35.1667,150.6167
1232164,1778167,NA,Texture,25-OCT-16,NA,rugose,Texture,NA,NA,,NA,,,,,rugose,rugose,Tetrastigma nitens  ,4/25/1991,site_at_-21.1167_degS_and_148.5167_degE,site_at_-21.1167_degS_and_148.5167_degE,"Clarke Range, Eungella National Park, Peases Lookout.","Telford, I.R.",-21.1167,148.5167
1275427,1771050,NA,Texture,05-OCT-16,NA,rough,Texture,NA,NA,,NA,,,,,rough,rough,Podolepis gracilis  ,12/8/1987,site_at_-34.2511_degS_and_115.0322_degE,site_at_-34.2511_degS_and_115.0322_degE,Cosy Corner.,ANBG,-34.2511,115.0322
1285881,1770997,NA,Texture,15-SEP-16,NA,scabrous,Texture,NA,NA,,NA,,,,,scabrous,scabrous,Morinda jasminoides  ,2/22/1990,site_at_-26.5667_degS_and_153.0833_degE,site_at_-26.5667_degS_and_153.0833_degE,"Coolum Mountain, NE side of small gully on SE side of mountain, c. 100 m from summit.","Davies, F.E.",-26.5667,153.0833
1294951,1770992,NA,Texture,09-SEP-16,NA,reticulate,Texture,NA,NA,,NA,,,,,reticulate,reticulate,Juncus continuus  ,12/12/1972,site_at_-35.1667_degS_and_150.7333_degE,site_at_-35.1667_degS_and_150.7333_degE,Jervis Bay Nature Reserve.,"McMillan, M.",-35.1667,150.7333
1373377,1770964,NA,Texture,02-AUG-16,NA,rough,Texture,NA,NA,,NA,,,,,rough,rough,Lepidium oxytrichum  ,9/17/1980,site_at_-25.3167_degS_and_131.75_degE,site_at_-25.3167_degS_and_131.75_degE,"Ayers Rock Road, Curtin Springs Station, 73 km E of Ayers Rock.","Verdon, D.",-25.3167,131.75
1401333,1771048,NA,Texture,29-SEP-16,NA,undulate,Texture,NA,NA,,NA,,,,,undulate,undulate,Platysace lanceolata  ,3/29/1979,site_at_-35.5667_degS_and_148.9833_degE,site_at_-35.5667_degS_and_148.9833_degE,Booroomba Rocks near summit.,"Woollcott, T.E.",-35.5667,148.9833
1248910,1771011,NA,Appendage,21-SEP-16,NA,pappus,Appendage,NA,NA,,NA,,,,,pappus,pappus,Olearia megalophylla  ,1/22/1987,site_at_-35.6167_degS_and_148.775_degE,site_at_-35.6167_degS_and_148.775_degE,"Brindabella Range, 10.5 km from Bulls Head twd Mt Franklin.","Thompson, H.",-35.6167,148.775
1166480,1771019,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,1480,microns,,microns,,,,,NA,1480,Oschatzia cuneifolia  ,4/13/1997,site_at_-36.4292_degS_and_148.3158_degE,site_at_-36.4292_degS_and_148.3158_degE,"350 m NW of Snowy River Crossing, on Blue Lake walking track, Kosciuszko National Park.","Donaldson, S.",-36.4292,148.3158
1171603,1771020,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,330,microns,,microns,,,,,NA,330,Ozothamnus secundiflorus  ,3/6/1996,site_at_-35.6678_degS_and_148.7964_degE,site_at_-35.6678_degS_and_148.7964_degE,"Namadgi National Park, c. 750 m direct SE of the summit of Bimberi Peak.","Lyne, A.M.",-35.6678,148.7964
1174104,1770963,NA,Width,02-AUG-16,NA,"Calculated width of seed (average, standard deviation)",Width,1100,microns,,microns,,,,,NA,1100,Lepidium ginninderrense  ,11/17/1995,site_at_-35.2167_degS_and_149.0833_degE,site_at_-35.2167_degS_and_149.0833_degE,"Belconnen Naval Station, NW corner. Grid ref. 6 896 61 006","Crawford, I.",-35.2167,149.0833
1183586,1770987,NA,Width,08-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,430,microns,,microns,,,,,NA,430,Melaleuca lanceolata  ,2/12/1993,site_at_-31.3833_degS_and_138.7333_degE,site_at_-31.3833_degS_and_138.7333_degE,Ca 4 km E of Oraparinna Homestead on short-cut road to Martins Well (just off main Martins Well-Wilpena road on the Oraparinna road).,"Craven, L.A.; Grace, J.P.; Brown, A.H.D.; Hurka, H.",-31.3833,138.7333
1194673,1771016,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,6350,microns,,microns,,,,,NA,6350,Operculina aequisepala  ,5/12/1983,site_at_-15.7667_degS_and_130.5167_degE,site_at_-15.7667_degS_and_130.5167_degE,5 km S of Timber Creek racecourse along old road to Victoria River Downs.,"Briggs, J.D.",-15.7667,130.5167
1283347,1795695,NA,Shape,17-JUN-15,NA,ovuloid,Shape,NA,NA,,NA,,,,,ovuloid,ovuloid,Pultenaea villosa  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1283698,1795656,NA,Shape,17-JUN-01,NA,ovuloid,Shape,NA,NA,,NA,,,,,ovuloid,ovuloid,Platylobium formosum  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1286418,1795657,NA,Shape,17-JUN-01,NA,lanceolate,Shape,NA,NA,,NA,,,,,lanceolate,lanceolate,Podolepis robusta  ,3/8/2007,site_at_-36.4425_degS_and_148.4472_degE,site_at_-36.4425_degS_and_148.4472_degE,"Little Thredbo River, Lake Crackenback, 200 m from Bullocks Way, near Bullocks Flat.","Fethers, S.",-36.4425,148.4472
1288062,1795704,NA,Shape,17-JUN-20,NA,semi-hemispherical,Shape,NA,NA,,NA,,,,,semi-hemispherical,semi-hemispherical,Ranunculus muelleri  ,2/15/2007,site_at_-36.4239_degS_and_148.3181_degE,site_at_-36.4239_degS_and_148.3181_degE,"Kosciuszko National Park, on walking track from Charlottes Pass to Blue Lake, about 600m NW of stream crossing at base of hill below Charlottes Pass.","Hadobas, H.",-36.4239,148.3181
1322328,1795667,NA,Shape,17-JUN-22,NA,fusiform,Shape,NA,NA,,NA,,,,,fusiform,fusiform,Richea continentis  ,4/8/2009,site_at_-36.4756_degS_and_148.2728_degE,site_at_-36.4756_degS_and_148.2728_degE,"Kosciuszko National Park (Waypoint 23) 2.07 km S of Rawson Pass (straight line GPS off Kosciuszko Walk), towards North Ramshead.","Fethers, S.",-36.4756,148.2728
1357487,1795676,NA,Shape,17-JUN-23,NA,irregular,Shape,NA,NA,,NA,,,,,irregular,irregular,Solanum esuriale  ,3/9/1981,site_at_-35.35_degS_and_145.6_degE,site_at_-35.35_degS_and_145.6_degE,11 km W of Jerilderie at Wangamong Creek crossing on the Jerilderie-Deniliquin Road.,"Hadlow, R.B.",-35.35,145.6
1579102,1795706,NA,Shape,17-JUN-20,NA,semi-hemispherical,Shape,NA,NA,,NA,,,,,semi-hemispherical,semi-hemispherical,Ranunculus pimpinellifolius  ,1/14/2014,site_at_-36.4164_degS_and_148.3761_degE,site_at_-36.4164_degS_and_148.3761_degE,Kosciuszko National Park; 1000 m up valley directly N of Betts Creek bridge on Snowy Mountains Highway.,"Flowers, G.H.",-36.4164,148.3761
1143606,1795658,NA,Texture,17-JUN-01,NA,smooth,Texture,NA,NA,,NA,,,,,smooth,smooth,Podolobium ilicifolium  ,3/22/1999,site_at_-32.0989_degS_and_151.6003_degE,site_at_-32.0989_degS_and_151.6003_degE,"Beside Gloucester Falls walking track, Barrington Tops National Park.","Mallinson, D.J.",-32.0989,151.6003
1173694,1795696,NA,Texture,17-JUN-15,NA,tomentose,Texture,NA,NA,,NA,,,,,tomentose,tomentose,Pycnosorus globosus  ,12/12/1995,site_at_-35.3_degS_and_145.8_degE,site_at_-35.3_degS_and_145.8_degE,"c. 25 km direct NE of Jerilderie, 500 m along the road towards Urana from its intersection with the Newell Highway.","Lyne, A.M.",-35.3,145.8
1175724,1795672,NA,Texture,17-JUN-22,NA,rugose,Texture,NA,NA,,NA,,,,,rugose,rugose,Scaevola aemula  ,10/20/1995,site_at_-34.3333_degS_and_146.75_degE,site_at_-34.3333_degS_and_146.75_degE,3 km E of Moombooldool on road to Ardlethan.,"Donaldson, S.",-34.3333,146.75
1206893,1795707,NA,Texture,17-JUN-21,NA,chartaceous,Texture,NA,NA,,NA,,,,,chartaceous,chartaceous,Ranunculus scapiger  ,1/9/1979,site_at_-35.55_degS_and_148.8_degE,site_at_-35.55_degS_and_148.8_degE,Brindabella Range Warks Road.,"Woollcott, T.E.",-35.55,148.8
1283347,1795695,NA,Texture,17-JUN-15,NA,smooth,Texture,NA,NA,,NA,,,,,smooth,smooth,Pultenaea villosa  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1288086,1795698,NA,Texture,17-JUN-15,NA,chartaceous,Texture,NA,NA,,NA,,,,,chartaceous,chartaceous,Ranunculus anemoneus  ,3/7/2007,site_at_-36.4436_degS_and_148.2708_degE,site_at_-36.4436_degS_and_148.2708_degE,Kosciuszko National Park; 1.5 km N of Mt Kosciuszko summit on Main Range track.,"Perring, A.",-36.443600000000004,148.2708
1324482,1795699,NA,Texture,17-JUN-20,NA,chartaceous,Texture,NA,NA,,NA,,,,,chartaceous,chartaceous,Ranunculus clivicola  ,3/25/2009,site_at_-36.4133_degS_and_148.2839_degE,site_at_-36.4133_degS_and_148.2839_degE,"Kosciuszko National Park, IBRA region AA; 636 m NW of Mt Lee (straight line GPS).","McAuliffe, J.",-36.4133,148.2839
1324917,1795671,NA,Texture,17-JUN-22,NA,striate,Texture,NA,NA,,NA,,,,,striate,striate,Rytidosperma nudiflorum  ,2/26/2009,site_at_-36.4333_degS_and_148.2664_degE,site_at_-36.4333_degS_and_148.2664_degE,"Kosciuszko National Park, IBRA region AA; western side of Muellers Peak along track to Mt Townsend.","Clarke, B.G.",-36.4333,148.2664
1337499,1795647,NA,Texture,17-MAY-25,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Pittosporum lancifolium  ,4/10/1995,site_at_-28.0833_degS_and_153.05_degE,site_at_-28.0833_degS_and_153.05_degE,"Lamington National Park, access road from carpark to camping ground, Green Mountain (OReillys Guest House).","Cayzer, L.W.",-28.0833,153.05
1461585,1795634,NA,Texture,17-MAY-24,NA,chartaceous,Texture,NA,NA,,NA,,,,,chartaceous,chartaceous,Orites lancifolius  ,3/13/2012,site_at_-36.4383_degS_and_148.3247_degE,site_at_-36.4383_degS_and_148.3247_degE,"Kosciuszko National Park, IBRA region AA; on top of N ridge to Mount Stilwell from c. 100 m S of top chair lift to Charlottes Pass car park (GPS).","McAuliffe, J.",-36.4383,148.3247
1239191,1778194,NA,Texture,03-NOV-16,NA,tuberculate,Texture,NA,NA,,NA,,,,,tuberculate,tuberculate,Abelmoschus ficulneus  ,5/6/1991,site_at_-23.0333_degS_and_143.9833_degE,site_at_-23.0333_degS_and_143.9833_degE,"Manfred Station, 45 km from Longreach along Landsborough Highway towards Winton.","Telford, I.R.",-23.0333,143.9833
1245177,1778147,NA,Texture,21-OCT-16,NA,rough,Texture,NA,NA,,NA,,,,,rough,rough,Smilax australis  ,2/20/1987,site_at_-31.5167_degS_and_159.0667_degE,site_at_-31.5167_degS_and_159.0667_degE,Anderson Road.,"Telford, I.R.",-31.5167,159.0667
1257218,1778148,NA,Texture,21-OCT-16,NA,undulate,Texture,NA,NA,,NA,,,,,undulate,undulate,Toechima tenax  ,12/15/1986,site_at_-28.2667_degS_and_153.4833_degE,site_at_-28.2667_degS_and_153.4833_degE,c. 3 km along the Pacific Highway from Tumbulgum towards Tweed Heads.,"Beesley, P.",-28.2667,153.4833
1257778,1778170,NA,Texture,25-OCT-16,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Toechima dasyrrhache  ,12/15/1986,site_at_-28.4_degS_and_153.2833_degE,site_at_-28.4_degS_and_153.2833_degE,"Carpark at Mt Warning, c. 13.5 km SW of Murwillumbah.","Beesley, P.",-28.4,153.2833
1275261,1778204,NA,Texture,15-DEC-16,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Acacia argyrophylla  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section 77, Canberra.","Donaldson, S.",-35.2833,149.1167
1279333,1778214,NA,Texture,19-JAN-17,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Acacia bulgaensis  ,9/17/1990,site_at_-32.7_degS_and_151.55_degE,site_at_-32.7_degS_and_151.55_degE,"35 km S of Singleton, Putty Road.","D'Aubert 625, G.",-32.7,151.55
1308680,1778184,NA,Texture,02-NOV-16,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Acacia adunca  ,10/20/2009,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; section 3.",ANBG Plant Records,-35.2833,149.1167
1342620,1778186,NA,Texture,02-NOV-16,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Acacia linifolia  ,11/20/1984,site_at_-33.6667_degS_and_151.25_degE,site_at_-33.6667_degS_and_151.25_degE,"Kuring-gai Chase National Park, bridge at McCarrs Creek, 5 km along McCarrs Creek Road from Mona Vale Road.","Beesley, P.",-33.6667,151.25
1173830,1778168,NA,Width,25-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,1660,microns,,microns,,,,,NA,1660,Teucrium racemosum  ,12/9/1995,site_at_-31.6333_degS_and_142.95_degE,site_at_-31.6333_degS_and_142.95_degE,43 km along the Barrier Highway from Wilcannia towards Broken Hill.,"Lyne, A.M.",-31.6333,142.95
1216726,1778136,NA,Width,20-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,2010,microns,,microns,,,,,NA,2010,Solanum hystrix  ,1/4/1979,site_at_-31.8833_degS_and_133.4_degE,site_at_-31.8833_degS_and_133.4_degE,"ca 30 km NW of Ceduna, 2 km NW of Koonibba Hill.","Crisp, M.D.",-31.8833,133.4
1216849,1778162,NA,Width,25-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,4820,microns,,microns,,,,,NA,4820,Syzygium oleosum  ,5/1/1983,site_at_-28.3333_degS_and_153.5667_degE,site_at_-28.3333_degS_and_153.5667_degE,Beside road at entrance to Wollumbin Cudgen Nature Reserve between Hastings Point and Kingscliff.,"Bird, L.",-28.3333,153.5667
1257218,1778148,NA,Width,21-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,5210,microns,,microns,,,,,NA,5210,Toechima tenax  ,12/15/1986,site_at_-28.2667_degS_and_153.4833_degE,site_at_-28.2667_degS_and_153.4833_degE,c. 3 km along the Pacific Highway from Tumbulgum towards Tweed Heads.,"Beesley, P.",-28.2667,153.4833
1315570,1778199,NA,Width,17-NOV-16,NA,"Calculated width of seed (average, standard deviation)",Width,2110,microns,,microns,,,,,NA,2110,Acacia anceps  ,12/7/1982,site_at_-35.2833_degS_and_136.9333_degE,site_at_-35.2833_degS_and_136.9333_degE,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.,"Canning, E.M.",-35.2833,136.9333
1211264,1771004,NA,Width,15-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,790,microns,,microns,,,,,NA,790,Melaleuca striata  ,1/7/1979,site_at_-33.6333_degS_and_123.8167_degE,site_at_-33.6333_degS_and_123.8167_degE,6 km SW of Israelite Bay ruins.,"Barnsley, B.",-33.6333,123.8167
1226847,1771037,NA,Width,28-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,1750,microns,,microns,,,,,NA,1750,Phyllanthus subcrenulatus  ,8/21/1987,site_at_-27.35_degS_and_152.6667_degE,site_at_-27.35_degS_and_152.6667_degE,"3 km NE of Splityard Creek power house, Wivenhoe Dam, 15 km NE of Fernvale.","Bird, L.",-27.35,152.6667
1285881,1770997,NA,Width,15-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,2840,microns,,microns,,,,,NA,2840,Morinda jasminoides  ,2/22/1990,site_at_-26.5667_degS_and_153.0833_degE,site_at_-26.5667_degS_and_153.0833_degE,"Coolum Mountain, NE side of small gully on SE side of mountain, c. 100 m from summit.","Davies, F.E.",-26.5667,153.0833
1313516,1770967,NA,Width,02-AUG-16,NA,"Calculated width of seed (average, standard deviation)",Width,2630,microns,,microns,,,,,NA,2630,Leptomeria acida  ,12/9/1986,site_at_-35.6_degS_and_149.9167_degE,site_at_-35.6_degS_and_149.9167_degE,8.5 km from Kings Highway via Monga Sawmill. 750 m E of Mongarlowe River.,"Thompson, H.",-35.6,149.9167
1314621,1771042,NA,Width,29-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,2660,microns,,microns,,,,,NA,2660,Pittosporum angustifolium  ,12/5/1982,site_at_-34.1167_degS_and_136.3333_degE,site_at_-34.1167_degS_and_136.3333_degE,"Lincoln Hway, at turnoff to Port Neill (c. 3 km from Port Neill).","Canning, E.M.",-34.1167,136.3333
1360832,1771013,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,900,microns,,microns,,,,,NA,900,Olearia rosmarinifolia  ,2/5/1981,site_at_-35.7167_degS_and_148.5_degE,site_at_-35.7167_degS_and_148.5_degE,"Kosciuszko National Park, Yarrangobilly Caves, near Glory Arch.","Taylor, J.",-35.7167,148.5
1392431,1771024,NA,Width,22-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,550,microns,,microns,,,,,NA,550,Pentachondra pumila  ,2/19/1980,site_at_-36.4333_degS_and_148.3_degE,site_at_-36.4333_degS_and_148.3_degE,Kosciuszko National Park below Seamans Hut toward Snowy River Bridge.,"Barnsley, B.",-36.4333,148.3
1394438,1771051,NA,Width,05-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,990,microns,,microns,,,,,NA,990,Podolepis monticola  ,5/12/1970,site_at_-28.25_degS_and_153.2_degE,site_at_-28.25_degS_and_153.2_degE,"QMO/NNC Mt. Merino, McPherson Range.","Telford, I.R.",-28.25,153.2
1171603,1771020,NA,WidthSample,21-SEP-16,NA,Number of seed used in width calculation,WidthSample,6,ea,,NA,,,,,NA,6,Ozothamnus secundiflorus  ,3/6/1996,site_at_-35.6678_degS_and_148.7964_degE,site_at_-35.6678_degS_and_148.7964_degE,"Namadgi National Park, c. 750 m direct SE of the summit of Bimberi Peak.","Lyne, A.M.",-35.6678,148.7964
1173571,1770995,NA,WidthSample,15-SEP-16,NA,Number of seed used in width calculation,WidthSample,4,ea,,NA,,,,,NA,4,Minuria cunninghamii  ,12/11/1995,site_at_-31.45_degS_and_141.55_degE,site_at_-31.45_degS_and_141.55_degE,"62 km along Silver City Highway from Broken Hill (17 km along highway from Pine Creek crossing) towards Wentworth, roadside near the hill Wendi 128.","Lyne, A.M.",-31.45,141.55
1186996,1770993,NA,WidthSample,09-SEP-16,NA,Number of seed used in width calculation,WidthSample,29,ea,,NA,,,,,NA,29,Juncus scheuchzerioides  ,2/24/1993,site_at_-54.5008_degS_and_158.8828_degE,site_at_-54.5008_degS_and_158.8828_degE,Handspike Point.,"Jackson, J.",-54.5008,158.8828
1189621,1770990,NA,WidthSample,09-SEP-16,NA,Number of seed used in width calculation,WidthSample,23,ea,,NA,,,,,NA,23,Hyalosperma semisterile  ,10/6/1992,site_at_-34.25_degS_and_146.25_degE,site_at_-34.25_degS_and_146.25_degE,"Binya State Forest, 23 km E of Griffith along road to Barellan.","Donaldson, S.",-34.25,146.25
1193941,1770965,NA,WidthSample,02-AUG-16,NA,Number of seed used in width calculation,WidthSample,40,ea,,NA,,,,,NA,40,Lepidium pseudopapillosum  ,7/9/1983,site_at_-36.5_degS_and_144.3333_degE,site_at_-36.5_degS_and_144.3333_degE,"NNE of Bendigo, 19 km N of Huntly along Millwood road.","Briggs, J.D.",-36.5,144.3333
1234318,1771015,NA,WidthSample,21-SEP-16,NA,Number of seed used in width calculation,WidthSample,24,ea,,NA,,,,,NA,24,Opercularia diphylla  ,12/8/1973,site_at_-30.8333_degS_and_149.4667_degE,site_at_-30.8333_degS_and_149.4667_degE,56 km from Coonabarabran on Narrabri Road.,"Streimann, H.",-30.8333,149.4667
1234682,1771035,NA,WidthSample,23-SEP-16,NA,Number of seed used in width calculation,WidthSample,24,ea,,NA,,,,,NA,24,Philotheca ericifolia  ,12/8/1973,site_at_-30.7_degS_and_149.15_degE,site_at_-30.7_degS_and_149.15_degE,"Pilliga Scrub, 16 km. N.E. of Kenebri.","Streimann, H.",-30.7,149.15
1237837,1771033,NA,WidthSample,23-SEP-16,NA,Number of seed used in width calculation,WidthSample,25,ea,,NA,,,,,NA,25,Phebalium stenophyllum  ,12/7/1973,site_at_-31.2667_degS_and_149.05_degE,site_at_-31.2667_degS_and_149.05_degE,"Mt. Woorut, 21 km. W. of Coonabarabran.","Streimann, H.",-31.2667,149.05
1247576,1795683,NA,Appendage,17-JUN-06,NA,aril,Appendage,NA,NA,,NA,,,,,aril,aril,Pomaderris lanigera  ,9/25/1973,site_at_-28.8667_degS_and_151.9667_degE,site_at_-28.8667_degS_and_151.9667_degE,"Mt Norman, 7 km NE of Wallangarra.","Telford, I.R.",-28.8667,151.9667
1283137,1795694,NA,Appendage,17-JUN-15,NA,aril,Appendage,NA,NA,,NA,,,,,aril,aril,Pultenaea retusa  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1284031,1795691,NA,Appendage,17-JUN-15,NA,aril,Appendage,NA,NA,,NA,,,,,aril,aril,Pultenaea daphnoides  ,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1288086,1795698,NA,Appendage,17-JUN-15,NA,hook,Appendage,NA,NA,,NA,,,,,hook,hook,Ranunculus anemoneus  ,3/7/2007,site_at_-36.4436_degS_and_148.2708_degE,site_at_-36.4436_degS_and_148.2708_degE,Kosciuszko National Park; 1.5 km N of Mt Kosciuszko summit on Main Range track.,"Perring, A.",-36.443600000000004,148.2708
1339647,1795697,NA,Appendage,17-JUN-15,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Radyera farragei  ,5/29/1997,site_at_-23.85_degS_and_133.8833_degE,site_at_-23.85_degS_and_133.8833_degE,"7.1 km along the Chambers Pillar road from the Santa Teresa road, S of Alice Springs.","Craven, L.A.; Brubaker, C.L.; Grace, J.P.",-23.85,133.8833
1376742,1795660,NA,Appendage,17-JUN-06,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Psychotria loniceroides  ,6/13/2001,site_at_-32.0667_degS_and_151.65_degE,site_at_-32.0667_degS_and_151.65_degE,"Gloucester Tops, 5 km N of Mt McKenzie on Gloucester Tops Rd.","Golson, T.",-32.0667,151.65
1386388,1795679,NA,Appendage,17-JUN-23,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Solanum simile  ,4/20/2002,site_at_-35.6433_degS_and_141.3081_degE,site_at_-35.6433_degS_and_141.3081_degE,57.3 km north of Yanac. Along the Nhill-Murrayville road at The Springs camping area. Big Desert Wilderness side.,"McAuliffe, J.",-35.6433,141.3081
1406611,1795686,NA,Appendage,17-JUN-06,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Poranthera microphylla  ,2/12/2011,site_at_-35.2219_degS_and_149.2311_degE,site_at_-35.2219_degS_and_149.2311_degE,"Private property, 241 Bidges Road, Sutton; adjacent to ACT border.","Fethers, S.",-35.2219,149.2311
1137322,1795653,NA,Width,17-JUN-01,NA,"Calculated width of seed (average, standard deviation)",Width,2910,microns,,microns,,,,,NA,2910,Pittosporum viscidum  ,10/5/1994,site_at_-28_degS_and_152.6_degE,site_at_-28_degS_and_152.6_degE,"Mt French, 0.8 km towards town from intersection on Kent Pocket Road, Boonah.","Cayzer, L.W.",-28,152.6
1138102,1795677,NA,Width,17-JUN-23,NA,"Calculated width of seed (average, standard deviation)",Width,3860,microns,,microns,,,,,NA,3860,Solanum oligacanthum  ,10/5/1999,site_at_-30.15_degS_and_142.1_degE,site_at_-30.15_degS_and_142.1_degE,"62.3 km S of Milparinka turnoff, on Silver City Highway.","Bell, B.A.",-30.15,142.1
1169799,1795689,NA,Width,17-JUN-08,NA,"Calculated width of seed (average, standard deviation)",Width,1800,microns,,microns,,,,,NA,1800,Pultenaea borea  ,8/14/1996,site_at_-24.1833_degS_and_151.25_degE,site_at_-24.1833_degS_and_151.25_degE,"Many Peaks Range, 4 km W of Mt Castletower.","Telford, I.R.",-24.1833,151.25
1207656,1795669,NA,Width,17-JUN-22,NA,"Calculated width of seed (average, standard deviation)",Width,1200,microns,,microns,,,,,NA,1200,Rumex tenax  ,1/13/1997,site_at_-35.3667_degS_and_149.1667_degE,site_at_-35.3667_degS_and_149.1667_degE,"Woden, Model Aircraft paddock, Monaro Highway.","Crawford, I.",-35.3667,149.1667
1283698,1795656,NA,Width,17-JUN-01,NA,"Calculated width of seed (average, standard deviation)",Width,1970,microns,,microns,,,,,NA,1970,Platylobium formosum  ,11/15/2006,site_at_-35.0003_degS_and_150.6047_degE,site_at_-35.0003_degS_and_150.6047_degE,"Falls Creek, Jervis Bay Road, c. 2 km from intersection with Princes Highway.","Fethers, S.",-35.0003,150.6047
1286418,1795657,NA,Width,17-JUN-01,NA,"Calculated width of seed (average, standard deviation)",Width,1110,microns,,microns,,,,,NA,1110,Podolepis robusta  ,3/8/2007,site_at_-36.4425_degS_and_148.4472_degE,site_at_-36.4425_degS_and_148.4472_degE,"Little Thredbo River, Lake Crackenback, 200 m from Bullocks Way, near Bullocks Flat.","Fethers, S.",-36.4425,148.4472
1310166,1795703,NA,Width,17-JUN-20,NA,"Calculated width of seed (average, standard deviation)",Width,1740,microns,,microns,,,,,NA,1740,Ranunculus millanii  ,2/13/2008,site_at_-36.4775_degS_and_148.2772_degE,site_at_-36.4775_degS_and_148.2772_degE,Kosciuszko National Park 100 m E and downstream from intersection of Thredbo - Kosciuszko boardwalk and Snowy River.,"Flowers, G.H.",-36.4775,148.2772
