item_ID,gathering_date,latitude (deg),longitude (deg),locality,collector,species_name,site_name,site_name_shorter
1188868,11/1/1990,-29.6667,115.8333,4 km N of Carnamah on the Three Springs road.,"Craven, L.A.",Melaleuca   ,site_at_-29.6667_degS_and_115.8333_degE,site_at_-29.6667_degS_and_115.8333_degE
1188839,11/9/1990,-33,119.5833,12 km N of Lake King on the Hyden road.,"Craven, L.A.",Melaleuca   ,site_at_-33_degS_and_119.5833_degE,site_at_-33_degS_and_119.5833_degE
1396677,11/2/1979,-34.15,150.4833,"14 km SW of Camden, junction of Sheehys Creek & Kittys Creek.","Crisp, M.D.",Allocasuarina torulosa  ,site_at_-34.15_degS_and_150.4833_degE,site_at_-34.15_degS_and_150.4833_degE
1404335,1/26/1979,-30.8333,116.6333,25 km from piawaning along road to Wongan Hills town.,"Crisp, M.D.",Eucalyptus drummondii  ,site_at_-30.8333_degS_and_116.6333_degE,site_at_-30.8333_degS_and_116.6333_degE
1437054,11/16/1978,-35.6,149.7667,"18 km S of Braidwood, 4.3 km SE of Majors Creek township.","Crisp, M.D.",Eucalyptus kartzoffiana  ,site_at_-35.6_degS_and_149.7667_degE,site_at_-35.6_degS_and_149.7667_degE
1272986,10/26/1977,-37.2667,149.2333,"Cann Valley Highway, 7 km S of NSW border.","Crisp, M.D.",Eucalyptus globoidea  ,site_at_-37.2667_degS_and_149.2333_degE,site_at_-37.2667_degS_and_149.2333_degE
1398663,9/30/1979,-28.55,114.65,4 km E of Highway from 29 km N of Geraldton.,"Crisp, M.D.",Melaleuca megacephala  ,site_at_-28.55_degS_and_114.65_degE,site_at_-28.55_degS_and_114.65_degE
1398689,10/1/1979,-27.7,114.4167,"Kalbarri National Park, 9 km NE of Junga Dam.","Crisp, M.D.",Banksia attenuata  ,site_at_-27.7_degS_and_114.4167_degE,site_at_-27.7_degS_and_114.4167_degE
1228535,10/22/1978,-31.5667,159.0833,Lower N slope Mt Lidgbird.,"Crisp, M.D.",Dietes robinsoniana  ,site_at_-31.5667_degS_and_159.0833_degE,site_at_-31.5667_degS_and_159.0833_degE
1436900,6/4/1977,-24.3833,151.0333,"Kroombit Tableland, ca. 60 km SW of Gladstone, 8 km SE of Amys Peak.","Crisp, M.D.",Eucalyptus andrewsii subsp. campanulata,site_at_-24.3833_degS_and_151.0333_degE,site_at_-24.3833_degS_and_151.0333_degE
1182566,10/25/1992,-29.1833,116.6833,"Karara Station, 350 m W of the first windmill W of the shearing shed.","Craven, L.A.",Melaleuca   ,site_at_-29.1833_degS_and_116.6833_degE,site_at_-29.1833_degS_and_116.6833_degE
1182984,10/25/1992,-29.1833,116.6833,"Karara Station, 350 m W of the first windmill W of the shearing shed.","Craven, L.A.",Melaleuca   ,site_at_-29.1833_degS_and_116.6833_degE,site_at_-29.1833_degS_and_116.6833_degE
1185846,10/26/1992,-27.6667,114.2333,8 km E of Kalbarri.,"Craven, L.A.",Allocasuarina humilis  ,site_at_-27.6667_degS_and_114.2333_degE,site_at_-27.6667_degS_and_114.2333_degE
1182824,11/2/1992,-34.95,117.85,"Willyung Hill, c. 6 km N of Albany.","Craven, L.A.",Melaleuca thymoides  ,site_at_-34.95_degS_and_117.85_degE,site_at_-34.95_degS_and_117.85_degE
1368049,11/18/1980,-38.3833,141.6333,"SE of Portland, Alcoa smelter site, 0.7 km W of Blacknose Point.","Crisp, M.D.",Gahnia clarkei  ,site_at_-38.3833_degS_and_141.6333_degE,site_at_-38.3833_degS_and_141.6333_degE
1436704,1/24/1979,-29.9667,115.2167,"12 km N of Green Head Road along Eneabba South road, 13 km NNW of Warradarge Hill.","Crisp, M.D.",Eucalyptus rhodantha  ,site_at_-29.9667_degS_and_115.2167_degE,site_at_-29.9667_degS_and_115.2167_degE
1437202,1/25/1979,-29.8,115.8333,"10 km from Winchester along road to Eneabba, S end of Yarra Yarra Lakes.","Crisp, M.D.",Grevillea leucopteris  ,site_at_-29.8_degS_and_115.8333_degE,site_at_-29.8_degS_and_115.8333_degE
1289609,6/12/1977,-23.7833,149.0167,"Expedition Range, Blackdown Tableland, near scarp, 7.5 km WNW of S. Mimosa Ck falls.","Crisp, M.D.",Corymbia bunites  ,site_at_-23.7833_degS_and_149.0167_degE,site_at_-23.7833_degS_and_149.0167_degE
1280185,6/5/1977,-32.8333,136.8333,Lake Gilles National Park.,"Crisp, B.C.",Allocasuarina helmsii  ,site_at_-32.8333_degS_and_136.8333_degE,site_at_-32.8333_degS_and_136.8333_degE
1288111,6/13/1977,-23.7333,149.1167,"Dawson Range, Blackdown Tableland, Wafers Spur.","Crisp, M.D.",Eucalyptus suffulgens  ,site_at_-23.7333_degS_and_149.1167_degE,site_at_-23.7333_degS_and_149.1167_degE
1253625,6/8/1978,-35.2833,148.8167,"Brindabella Range, 2.7 km N of Mt. Coree, Coree Flat.","Crisp, M.D.",Eucalyptus dalrympleana subsp. dalrympleana,site_at_-35.2833_degS_and_148.8167_degE,site_at_-35.2833_degS_and_148.8167_degE
1436703,6/8/1978,-35.2667,148.8167,"Brindabella Range, 3.0 km N of Mt Coree.","Crisp, M.D.",Eucalyptus radiata subsp. robertsonii,site_at_-35.2667_degS_and_148.8167_degE,site_at_-35.2667_degS_and_148.8167_degE
1436788,6/8/1978,-35.2667,148.8167,"Brindabella Range, 3.0 km N of Mt Coree.","Crisp, M.D.",Eucalyptus radiata subsp. robertsonii,site_at_-35.2667_degS_and_148.8167_degE,site_at_-35.2667_degS_and_148.8167_degE
1398501,9/27/1979,-31.9167,117.2833,"17 km NW of Quairading, 5.5 km W of Tongerung Well.","Crisp, M.D.",Eucalyptus capillosa subsp. capillosa,site_at_-31.9167_degS_and_117.2833_degE,site_at_-31.9167_degS_and_117.2833_degE
1437426,9/30/1979,-27.75,114.3833,40 km NW of Highway 1 along road to Kalbarri.,"Crisp, M.D.",Calothamnus cupularis  ,site_at_-27.75_degS_and_114.3833_degE,site_at_-27.75_degS_and_114.3833_degE
1439015,11/12/1975,-33.9667,146.0833,"Pulletop Nat. Reserve, ca 20 km SW of Rankins Springs.","Crisp, M.D.",Callitris verrucosa  ,site_at_-33.9667_degS_and_146.0833_degE,site_at_-33.9667_degS_and_146.0833_degE
1336608,11/28/1989,-37.3,143.2167,"Mt Cole plateau, 100 m N of summit of Mt Buangor.","Crisp, M.D.",Eucalyptus baxteri  ,site_at_-37.3_degS_and_143.2167_degE,site_at_-37.3_degS_and_143.2167_degE
1310550,12/4/1986,-34.5833,150.8667,"Shellharbour, headland N of boat harbour, steep bank N of Municipal Park, 35 m from ocean shoreline.","Davies, F.E.",Pimelea spicata  ,site_at_-34.5833_degS_and_150.8667_degE,site_at_-34.5833_degS_and_150.8667_degE
1192001,1/17/1989,-42.1333,147.0667,10.8 km W of Interlaken on Interlaken Road.,"Davies, F.E.",Eucalyptus tenuiramis  ,site_at_-42.1333_degS_and_147.0667_degE,site_at_-42.1333_degS_and_147.0667_degE
1214277,12/6/1987,-34.15,151.0167,"Rotal National Park, Waterfall, NW end of Uloola track, 1.5km from start of track.","Davies, F.E.",Acacia suaveolens  ,site_at_-34.15_degS_and_151.0167_degE,site_at_-34.15_degS_and_151.0167_degE
1285130,2/26/1990,-28.3833,153.35,"Road from Murwillumbah to Tyalgum, 8 km NE of Mt Warning, N bank of Oxley River.","Davies, F.E.",Diploglottis campbellii  ,site_at_-28.3833_degS_and_153.35_degE,site_at_-28.3833_degS_and_153.35_degE
1353640,1/26/1989,-42.5667,147.8167,"Tasman Highway at Black Bridge Gully, ca. 5 km WSW of Orford.","Davies, F.E.",Allocasuarina monilifera  ,site_at_-42.5667_degS_and_147.8167_degE,site_at_-42.5667_degS_and_147.8167_degE
1167011,12/18/1996,-29.35,152.0667,Mt Spirabo State Forest 529,"Donaldson, S.",Eucalyptus brunnea  ,site_at_-29.35_degS_and_152.0667_degE,site_at_-29.35_degS_and_152.0667_degE
1214150,1/6/1979,-33.5,123.4667,1.5 km S of Mt Ragged (Tower Peak) range along road to Israelite Bay.,"Crisp, M.D.",Eucalyptus discreta  ,site_at_-33.5_degS_and_123.4667_degE,site_at_-33.5_degS_and_123.4667_degE
1167514,3/3/1996,-30.1958,153.1389,without locality,"Donaldson, S.",Hibiscus pedunculatus  ,site_at_-30.1958_degS_and_153.1389_degE,site_at_-30.1958_degS_and_153.1389_degE
1241390,5/3/1991,-33.4833,150.2333,"Blue Mountains, Clarence, 500 m E of Bells Line of Road.","Donaldson, S.",Coronidium waddelliae  ,site_at_-33.4833_degS_and_150.2333_degE,site_at_-33.4833_degS_and_150.2333_degE
1167248,12/30/1996,NA,NA,CULTIVATED Dunedin Botanic Gardens.,"Donaldson, S.",Olearia fragrantissima  ,CULTIVATED Dunedin Botanic Gardens.,CULTIVATED Dunedin Botanic Gardens.
1167252,12/30/1996,NA,NA,CULTIVATED Dunedin Botanic Gardens.,"Donaldson, S.",Olearia arborescens  ,CULTIVATED Dunedin Botanic Gardens.,CULTIVATED Dunedin Botanic Gardens.
1215722,1/7/1979,-33.7333,122.2667,"43 km from Esperance along road to Israelite Bay, 8 km NE of Colinup Swamp.","Crisp, M.D.",Eucalyptus micranthera  ,site_at_-33.7333_degS_and_122.2667_degE,site_at_-33.7333_degS_and_122.2667_degE
1436902,7/18/1980,-30.8667,118.6833,"Coorancooping Hill, 42 km WNW of Bullfinch.","Crisp, M.D.",Eucalyptus caesia subsp. magna,site_at_-30.8667_degS_and_118.6833_degE,site_at_-30.8667_degS_and_118.6833_degE
1381892,7/19/1980,-31.2667,119.5,"18 km E of Southern Cross along Great Eastern Highway, by water tank.","Crisp, M.D.",Persoonia coriacea  ,site_at_-31.2667_degS_and_119.5_degE,site_at_-31.2667_degS_and_119.5_degE
1437293,1/4/1979,-31.8833,133.4,"Ca. 30 km NW of Ceduna, 2 km NW of Koonibba.","Crisp, M.D.",Austrostipa mollis  ,site_at_-31.8833_degS_and_133.4_degE,site_at_-31.8833_degS_and_133.4_degE
1216835,1/4/1979,-31.5,130.6667,164 km from WA - SA border towards Nullarbor roadhouse along new Eyre Highway.,"Crisp, M.D.",Eucalyptus yalatensis  ,site_at_-31.5_degS_and_130.6667_degE,site_at_-31.5_degS_and_130.6667_degE
1437236,1/27/1980,-35.5667,148.7833,"Brindabella Range, Mt Gingera, Snowy Flat.","Crisp, M.D.",Leptospermum myrtifolium  ,site_at_-35.5667_degS_and_148.7833_degE,site_at_-35.5667_degS_and_148.7833_degE
1189621,10/6/1992,-34.25,146.25,"Binya State Forest, 23 km E of Griffith along road to Barellan.","Donaldson, S.",Hyalosperma semisterile  ,site_at_-34.25_degS_and_146.25_degE,site_at_-34.25_degS_and_146.25_degE
1187257,3/13/1993,-53.1153,73.72,c. 1.5 km S of Spit Bay Station.,"Donaldson, S.",Deschampsia antarctica  ,site_at_-53.1153_degS_and_73.72_degE,site_at_-53.1153_degS_and_73.72_degE
1213000,1/6/1979,-33.4667,123.4667,"Mt Ragged Range, 2.5 km S of Tower Peak.","Crisp, M.D.",Kennedia beckxiana  ,site_at_-33.4667_degS_and_123.4667_degE,site_at_-33.4667_degS_and_123.4667_degE
1187252,3/15/1993,-53.1222,73.7194,c. 1.7 km S of Spit Bay Station towards Doppler Hill.,"Donaldson, S.",Deschampsia antarctica  ,site_at_-53.1222_degS_and_73.7194_degE,site_at_-53.1222_degS_and_73.7194_degE
1205842,1/12/1979,-33.9167,120.0333,East Mt. Barren.,"Crisp, M.D.",Agonis spathulata var. angustifolia,site_at_-33.9167_degS_and_120.0333_degE,site_at_-33.9167_degS_and_120.0333_degE
1382219,7/23/1980,-30.5167,117.4167,"35 km N of Koorda, 5.5 km S of Jingymia.","Crisp, M.D.",Eucalyptus synandra  ,site_at_-30.5167_degS_and_117.4167_degE,site_at_-30.5167_degS_and_117.4167_degE
1213370,1/6/1979,-33.4667,123.4667,"Mt Ragged Range, 2.5 km S of Tower Peak.","Crisp, M.D.",Allocasuarina humilis  ,site_at_-33.4667_degS_and_123.4667_degE,site_at_-33.4667_degS_and_123.4667_degE
1403669,1/31/1979,-31.4667,120.85,66 km SSW of Coolgardie along road past Queen Victoria Rocks.,"Crisp, M.D.",Beaufortia micrantha  ,site_at_-31.4667_degS_and_120.85_degE,site_at_-31.4667_degS_and_120.85_degE
1437103,1/19/1989,-41.1333,146.7167,"Between Asbestos Range and Flowers Hill, 1.3 km WNW along track which intersects with Asbestos Road.","Davies, F.E.",Leptospermum glaucescens  ,site_at_-41.1333_degS_and_146.7167_degE,site_at_-41.1333_degS_and_146.7167_degE
1196958,11/14/1988,-36.0333,147.8,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 1 km NW of summit.","Davies, F.E.",Dodonaea rhombifolia  ,site_at_-36.0333_degS_and_147.8_degE,site_at_-36.0333_degS_and_147.8_degE
1437160,11/16/1989,-36.4333,144.5,"Hunter, 11 km NW of Elmore, SE of grain silo.","Davies, F.E.",Swainsona plagiotropis  ,site_at_-36.4333_degS_and_144.5_degE,site_at_-36.4333_degS_and_144.5_degE
1335611,11/22/1989,-34.15,139.2,"Morgan to Eudunda road, 2.8 km WSW of Sutherlands, NW side of road.","Davies, F.E.",Eucalyptus brachycalyx  ,site_at_-34.15_degS_and_139.2_degE,site_at_-34.15_degS_and_139.2_degE
1305909,11/21/1989,-34.6667,139.2167,"South Mount Lofty Ranges, Marne River Gorge.","Davies, F.E.",Senecio megaglossus  ,site_at_-34.6667_degS_and_139.2167_degE,site_at_-34.6667_degS_and_139.2167_degE
1335170,11/21/1989,-34.6667,139.2167,"South Mount Lofty Ranges, Marne River Gorge.","Davies, F.E.",Senecio megaglossus  ,site_at_-34.6667_degS_and_139.2167_degE,site_at_-34.6667_degS_and_139.2167_degE
1491916,11/14/1988,-36.0333,147.75,"Burrowa-Pine Mountain National Park, Pine Mountain, c. 4 km W of summit.","Davies, F.E.",Callitris endlicheri  ,site_at_-36.0333_degS_and_147.75_degE,site_at_-36.0333_degS_and_147.75_degE
1438136,12/4/1977,-34.4167,142.4333,49 km from Mildura (VIC) along rd to Euston.,"Crisp, M.D.",Polycalymma stuartii  ,site_at_-34.4167_degS_and_142.4333_degE,site_at_-34.4167_degS_and_142.4333_degE
1437304,12/4/1977,-34.4167,142.4333,49 km from Mildura (VIC) along rd to Euston.,"Crisp, M.D.",Polycalymma stuartii  ,site_at_-34.4167_degS_and_142.4333_degE,site_at_-34.4167_degS_and_142.4333_degE
1193640,12/9/1991,-32.85,150.2,"Wollemi National Park, S side of Dunns Swamp, near N end of Dunns Swamp Road, 200 m from swamp.","Davies, F.E.",Hibbertia circumdans  ,site_at_-32.85_degS_and_150.2_degE,site_at_-32.85_degS_and_150.2_degE
1217308,12/2/1987,-33.1167,150.2667,"Wollemi National Park, Glen Davis, track on E side of Green Gully below cliff, c. 1.8 km SSW of Glen Davis P.O.","Davies, F.E.",Acacia uncinata  ,site_at_-33.1167_degS_and_150.2667_degE,site_at_-33.1167_degS_and_150.2667_degE
1459976,11/28/1980,-33.9667,140.9167,"Murray River, near Victorian border, 1 km W of, Nelwood.","Crisp, M.D.",Pimelea trichostachya  ,site_at_-33.9667_degS_and_140.9167_degE,site_at_-33.9667_degS_and_140.9167_degE
1194013,12/12/1991,-33.1333,150.0333,3.4 km E along Capertee to Glen Davis road.,"Davies, F.E.",Acacia dawsonii  ,site_at_-33.1333_degS_and_150.0333_degE,site_at_-33.1333_degS_and_150.0333_degE
1149176,4/6/1998,-54.6,158.8667,Red River Valley,"Donaldson, S.",Uncinia hookeri  ,site_at_-54.6_degS_and_158.8667_degE,site_at_-54.6_degS_and_158.8667_degE
1437023,2/3/1980,-35.2833,149.1167,CULTIVATED National Botanic Gardens.,"Crisp, M.D.",Cymbopogon obtectus  ,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE
1436899,1/22/1979,-32.9,116.7,22 km from Williams along Albany Highway towards Perth.,"Crisp, M.D.",Eucalyptus accedens  ,site_at_-32.9_degS_and_116.7_degE,site_at_-32.9_degS_and_116.7_degE
1436646,1/8/1979,-33.6833,120.5833,"ca 60 km E of Ravensthorpe, Jerdacuttup N road, tributary of Oldfield River.","Crisp, M.D.",Eucalyptus ecostata  ,site_at_-33.6833_degS_and_120.5833_degE,site_at_-33.6833_degS_and_120.5833_degE
1403944,1/30/1979,-31.2667,119.4667,"Great Eastern Highway, 14 km E of Southern Cross towards Coolgardie.","Crisp, M.D.",Allocasuarina corniculata  ,site_at_-31.2667_degS_and_119.4667_degE,site_at_-31.2667_degS_and_119.4667_degE
1403319,2/1/1979,-32.1667,121.7,6 km from Norseman along Eyre Highway towards Coolgardie.,"Crisp, M.D.",Eucalyptus brockwayi  ,site_at_-32.1667_degS_and_121.7_degE,site_at_-32.1667_degS_and_121.7_degE
1191584,1/18/1989,-41.1167,147,"E of Tamar River near George Town, c. 1.5 km SW along track, 2.1 km S off Dalrymple road.","Davies, F.E.",Eucalyptus amygdalina  ,site_at_-41.1167_degS_and_147_degE,site_at_-41.1167_degS_and_147_degE
1193095,1/29/1989,-34.4,139.1667,"Mt Lofty Range, 4 km from Truro along Sturt Highway towards Blanchetown.","Crisp, M.D.",Eucalyptus odorata  ,site_at_-34.4_degS_and_139.1667_degE,site_at_-34.4_degS_and_139.1667_degE
1349679,5/14/1989,-35.3167,139.8,"Sherlock, 34 km from Tailem Bend along road to Pinnaroo.","Crisp, M.D.",Eucalyptus phenax  ,site_at_-35.3167_degS_and_139.8_degE,site_at_-35.3167_degS_and_139.8_degE
1203626,1/10/1979,-33.6833,119.9833,16 km S of Ravensthorpe along road to Hamersley River estuary.,"Crisp, M.D.",Eucalyptus conglobata subsp. perata,site_at_-33.6833_degS_and_119.9833_degE,site_at_-33.6833_degS_and_119.9833_degE
1172030,1/16/1996,-35.3,149.1,"Australian National Botanic Gardens, Section 167.","Donaldson, S.",Pomaderris intermedia  ,site_at_-35.3_degS_and_149.1_degE,site_at_-35.3_degS_and_149.1_degE
1171989,1/16/1996,-35.2775,149.105,"CULTIVATED Australian National Botanic Gardens, Section 185.","Donaldson, S.",Acacia mearnsii  ,site_at_-35.2775_degS_and_149.105_degE,site_at_-35.2775_degS_and_149.105_degE
1171951,1/16/1996,NA,NA,"CULTIVATED Australian National Botanic Gardens, Section 183a, as per CBG 8503344.","Donaldson, S.",Swainsona recta  ,"CULTIVATED Australian National Botanic Gardens, Section 183a, as per CBG 8503344.","CULTIVATED Australian National Botanic Gardens, Section 183a, as per CBG 8503344."
1171890,1/16/1996,-35.2833,149.1167,"CULTIVATED Australian National Botanic Gardens, Section 175.","Donaldson, S.",Rutidosis leptorhynchoides  ,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE
1171889,1/25/1996,-35.2833,149.1167,"CULTIVATED Australian National Botanic Gardens, Section 175, as per CBG 7902670.","Donaldson, S.",Bracteantha viscosa  ,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE
1171888,1/25/1996,-35.7333,148.8833,"Scabby Range, head of Sams Creek, 3 km S of Mt Kelly.","Donaldson, S.",Olearia rhizomatica  ,site_at_-35.7333_degS_and_148.8833_degE,site_at_-35.7333_degS_and_148.8833_degE
1171887,1/16/1996,-35.2667,149.1,outside Australian National Botanic Gardens boundary fence between ANBG and CSIRO.,"Donaldson, S.",Ammobium alatum  ,site_at_-35.2667_degS_and_149.1_degE,site_at_-35.2667_degS_and_149.1_degE
1403475,2/2/1979,-32.1667,123.25,42 km from Balladonia Motel along Eyre Highway towards Norseman.,"Crisp, M.D.",Eucalyptus cyclostoma  ,site_at_-32.1667_degS_and_123.25_degE,site_at_-32.1667_degS_and_123.25_degE
1403482,2/2/1979,-31.6833,128.9167,5 km E of Eucla.,"Crisp, M.D.",Eucalyptus oleosa subsp. oleosa,site_at_-31.6833_degS_and_128.9167_degE,site_at_-31.6833_degS_and_128.9167_degE
1193809,1/13/1979,-34.8167,118.25,"Stirling district; ca. 50 km along Highway 1 from Albany to Jerramungup, 0.5 km SW of Cheyne Beach turn-off.","Crisp, M.D.",Eucalyptus staeri  ,site_at_-34.8167_degS_and_118.25_degE,site_at_-34.8167_degS_and_118.25_degE
1191608,1/16/1989,-42.1167,147.2833,13.5 km W of Tunbridge along Tunbridge Tier Road to Interlaken.,"Davies, F.E.",Eucalyptus pulchella  ,site_at_-42.1167_degS_and_147.2833_degE,site_at_-42.1167_degS_and_147.2833_degE
1215927,12/3/1987,-33.7,150.5833,"Valley Heights, gully reserve S of railway station, c. 750 m from station.","Davies, F.E.",Bossiaea rhombifolia  ,site_at_-33.7_degS_and_150.5833_degE,site_at_-33.7_degS_and_150.5833_degE
1197824,11/11/1988,-37.8833,147.3,"Railway line c. 1 km NNE of Perry River, c. 2 km ESE of Fernbank.","Davies, F.E.",Bossiaea heterophylla  ,site_at_-37.8833_degS_and_147.3_degE,site_at_-37.8833_degS_and_147.3_degE
1306175,11/22/1989,-34.1333,139.1667,"Near Peep Hill, c. 8 km ENE (direct) from Eudunda.","Davies, F.E.",Dodonaea subglandulifera  ,site_at_-34.1333_degS_and_139.1667_degE,site_at_-34.1333_degS_and_139.1667_degE
1327184,11/25/1989,-34.5833,135.6667,"Wanilla Forest, 6.7 km S of Wanilla.","Davies, F.E.",Hibbertia paeninsularis  ,site_at_-34.5833_degS_and_135.6667_degE,site_at_-34.5833_degS_and_135.6667_degE
1333494,11/25/1989,-34.5167,135.6667,"Cummins-Port Lincoln road, Wanilla.","Davies, F.E.",Ptilotus beckerianus  ,site_at_-34.5167_degS_and_135.6667_degE,site_at_-34.5167_degS_and_135.6667_degE
1171735,10/21/1995,-32.8,134.2167,S of Streaky Bay.,"Donaldson, S.",Olearia brachyphylla  ,site_at_-32.8_degS_and_134.2167_degE,site_at_-32.8_degS_and_134.2167_degE
1436596,8/21/1997,-33.7633,140.3492,Claypan on Gluepot-Calperum fence line.,"Donaldson, S.",Billardiera cymosa  ,site_at_-33.7633_degS_and_140.3492_degE,site_at_-33.7633_degS_and_140.3492_degE
1163637,NA,-35.2833,149.1167,"CULTIVATED ANBG ex CBG7902501, M.D.Crisp 5660.","Donaldson, S.",Acacia beckleri  ,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE
1166128,12/1/1996,-42.9,147.2333,"Mt Wellington, at top of Zig Zag Track near summit, adjacent to the old Tower at The Pinnacle.","Edwards, D.",Bellendena montana  ,site_at_-42.9_degS_and_147.2333_degE,site_at_-42.9_degS_and_147.2333_degE
1166028,12/15/1996,NA,NA,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet.","Edwards, D.",Gymnoschoenus sphaerocephalus  ,"The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet.","The Needles, South-west Tasmania. Grid ref 526880E, 4555430N. Wedge 1100,000 Map Sheet"
1436214,NA,NA,NA,No locality given.,"Edwards, D.",Astelia alpina var. alpina,No locality given.,No locality given.
1150794,NA,NA,NA,No locality given.,"Edwards, D.",Coprosma nitida  ,No locality given.,No locality given.
1436757,1/13/1995,-36.9194,147.125,"Twin Knobs, Mount Feathertop Track.","Donaldson, S.",Craspedia jamesii  ,site_at_-36.9194_degS_and_147.125_degE,site_at_-36.9194_degS_and_147.125_degE
1159762,9/16/1997,-32.2897,116.1908,2 km N of Jarrahdale turnoff on Albany Highway. Gleneagle Rest Area.,"Donaldson, S.",Kennedia coccinea subsp. coccinea,site_at_-32.2897_degS_and_116.1908_degE,site_at_-32.2897_degS_and_116.1908_degE
1158898,9/16/1997,-32.3306,116.1128,10 km W along Jarrahdale Road from Albany Highway towards Jarrahdale.,"Donaldson, S.",Conospermum huegelii  ,site_at_-32.3306_degS_and_116.1128_degE,site_at_-32.3306_degS_and_116.1128_degE
1158801,9/16/1997,-32.3306,116.1128,10 km W along Jarrahdale Road from Albany Highway towards Jarrahdale.,"Donaldson, S.",Acacia ephedroides  ,site_at_-32.3306_degS_and_116.1128_degE,site_at_-32.3306_degS_and_116.1128_degE
1159093,9/18/1997,-34.5908,116.0714,100m SW along Rifle Range Road from Pemberton-Northcliffe road intersection towards Warren Beach.,"Donaldson, S.",Banksia quercifolia  ,site_at_-34.5908_degS_and_116.0714_degE,site_at_-34.5908_degS_and_116.0714_degE
1348217,3/12/1999,NA,NA,"CULTIVATED Australian National Botanic Gardens, section 300.","Edwards, D.",Eucalyptus cosmophylla  ,"CULTIVATED Australian National Botanic Gardens, section 300.","CULTIVATED Australian National Botanic Gardens, section 300."
1436213,4/13/1997,-36.4297,148.3164,"Kosciusko National Park, 300 m NW of Snowy River Crossing, on Blue Lake walking track.","Donaldson, S.",Astelia psychrocharis  ,site_at_-36.4297_degS_and_148.3164_degE,site_at_-36.4297_degS_and_148.3164_degE
1436161,4/13/1997,-36.4172,148.3097,"600m SW of Hedley Tarn, Kosciusko National Park.","Donaldson, S.",Ranunculus anemoneus  ,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE
1436164,4/13/1997,-36.4172,148.3097,"600m SW of Hedley Tarn, Kosciusko National Park.","Donaldson, S.",Ranunculus anemoneus  ,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE
1455072,12/10/1993,-33.0333,145.5333,6 km E of Roto along railway line.,"Donaldson, S.",Ptilotus nobilis subsp. nobilis,site_at_-33.0333_degS_and_145.5333_degE,site_at_-33.0333_degS_and_145.5333_degE
1159963,8/31/1997,-30.3808,117.6511,7.3 km N of Cleary towards Paynes Find on Maroubra Road adjacent to water tank.,"Flowers, G.",Hakea francisiana  ,site_at_-30.3808_degS_and_117.6511_degE,site_at_-30.3808_degS_and_117.6511_degE
1158508,8/31/1997,-30.3744,117.6556,8.7 km N of Cleary towards Paynes Find on Maroubra Road.,"Flowers, G.",Leptosema aphyllum  ,site_at_-30.3744_degS_and_117.6556_degE,site_at_-30.3744_degS_and_117.6556_degE
1162173,8/23/1997,-30.9333,135.5333,20 km W of Glendambo towards Kingoonya on Trans Australian Railway Road.,"Flowers, G.",Sida calyxhymenia  ,site_at_-30.9333_degS_and_135.5333_degE,site_at_-30.9333_degS_and_135.5333_degE
1437258,8/23/1997,-30.9333,135.5333,20 km W of Glendambo towards Kingoonya on Trans Australian Railway Road.,"Flowers, G.",Sida calyxhymenia  ,site_at_-30.9333_degS_and_135.5333_degE,site_at_-30.9333_degS_and_135.5333_degE
1454925,8/23/1997,-30.9333,135.5333,20 km W of Glendambo towards Kingoonya on Trans Australian Railway Road.,"Flowers, G.",Sida calyxhymenia  ,site_at_-30.9333_degS_and_135.5333_degE,site_at_-30.9333_degS_and_135.5333_degE
1461187,9/2/1997,-28.3531,116.7228,46 km E of Yalgoo on Geraldton Mt Magnet Road.,"Flowers, G.",Ptilotus macrocephalus  ,site_at_-28.3531_degS_and_116.7228_degE,site_at_-28.3531_degS_and_116.7228_degE
1180556,11/9/1994,-35.1167,146.7833,CULTIVATED Galore Scenic Reserve Arboretum.,"Donaldson, S.",Eucalyptus pleurocarpa  ,site_at_-35.1167_degS_and_146.7833_degE,site_at_-35.1167_degS_and_146.7833_degE
1180565,11/9/1994,-35.1167,146.7833,CULTIVATED Galore Scenic Reserve Arboretum.,"Donaldson, S.",Eucalyptus grossa  ,site_at_-35.1167_degS_and_146.7833_degE,site_at_-35.1167_degS_and_146.7833_degE
1180692,11/9/1994,-35.1167,146.7833,CULTIVATED Galore Scenic Reserve Arboretum.,"Donaldson, S.",Eucalyptus depauperata  ,site_at_-35.1167_degS_and_146.7833_degE,site_at_-35.1167_degS_and_146.7833_degE
