sample,tree,taxon,locality,collector,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_mass_total_mg,number_of_fruits,seed_mass_mg,seed_mass_total_mg,number_of_seeds
E. porosa_Boinka FFG_5_3_leaf,E. porosa_Boinka FFG_5_leaf,Eucalyptus porosa,Boinka FFG,L.J. Pollock,3.38144329896907,3.28,0.097,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_1_1_fruit,E. porosa_Hopepatch_1_fruit,Eucalyptus porosa,Hopepatch,L.J. Pollock,NA,NA,NA,98.4,492,5,0.4,4,10
E. porosa_Hopepatch_1_1_leaf,E. porosa_Hopepatch_1_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,3.63285024154589,7.52,0.207,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_1_2_leaf,E. porosa_Hopepatch_1_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,4.02094240837696,7.68,0.191,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_1_3_leaf,E. porosa_Hopepatch_1_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,4.47142857142857,9.39,0.21,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_2_1_leaf,E. porosa_Hopepatch_2_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,4.56228956228956,13.55,0.297,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_2_2_leaf,E. porosa_Hopepatch_2_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,4.66,9.32,0.2,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_2_3_leaf,E. porosa_Hopepatch_2_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,5.03883495145631,10.38,0.206,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_3_1_leaf,E. porosa_Hopepatch_3_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,3.6722972972973,10.87,0.296,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_3_2_leaf,E. porosa_Hopepatch_3_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,3.78658536585366,6.21,0.164,NA,NA,NA,NA,NA,NA
E. porosa_Hopepatch_3_3_leaf,E. porosa_Hopepatch_3_leaf,Eucalyptus porosa,Hopepatch,L.J. Pollock,4.36842105263158,14.94,0.342,NA,NA,NA,NA,NA,NA
E. porosa_Unknown_2_1_fruit,E. porosa_Unknown_2_fruit,Eucalyptus porosa,Unknown,L.J. Pollock,NA,NA,NA,31.2,156,5,0.4,4,10
E. socialis_GS_1_1_leaf,E. socialis_GS_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),GS,L.J. Pollock,2.76109215017065,8.09,0.293,NA,NA,NA,NA,NA,NA
E. socialis_GS_1_2_leaf,E. socialis_GS_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),GS,L.J. Pollock,3,4.95,0.165,NA,NA,NA,NA,NA,NA
E. socialis_GS_1_3_leaf,E. socialis_GS_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),GS,L.J. Pollock,3.11510791366906,4.33,0.139,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_1_1_fruit,E. socialis_Hattah_1_fruit,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,NA,NA,NA,95,190,2,NA,NA,NA
E. socialis_Hattah_1_1_leaf,E. socialis_Hattah_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.08527131782946,7.96,0.258,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_1_2_fruit,E. socialis_Hattah_1_fruit,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,NA,NA,NA,97,97,1,2,6,3
E. socialis_Hattah_1_2_leaf,E. socialis_Hattah_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.12339331619537,12.15,0.389,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_1_3_leaf,E. socialis_Hattah_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.38339920948617,8.56,0.253,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_2_1_leaf,E. socialis_Hattah_2_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.0513698630137,8.91,0.292,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_2_2_leaf,E. socialis_Hattah_2_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.30204081632653,8.09,0.245,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_2_3_leaf,E. socialis_Hattah_2_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.48360655737705,4.25,0.122,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_3_1_leaf,E. socialis_Hattah_3_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,2.87663551401869,15.39,0.535,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_3_2_leaf,E. socialis_Hattah_3_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.11898016997167,11.01,0.353,NA,NA,NA,NA,NA,NA
E. socialis_Hattah_3_3_leaf,E. socialis_Hattah_3_leaf,Eucalyptus socialis subsp. (socialis|viridans),Hattah,L.J. Pollock,3.18826405867971,13.04,0.409,NA,NA,NA,NA,NA,NA
E. socialis_Unknown_1_1_leaf,E. socialis_Unknown_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Unknown,L.J. Pollock,2.59861591695502,7.51,0.289,NA,NA,NA,NA,NA,NA
E. socialis_Unknown_1_2_leaf,E. socialis_Unknown_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Unknown,L.J. Pollock,3.01498127340824,8.05,0.267,NA,NA,NA,NA,NA,NA
E. socialis_Unknown_1_3_leaf,E. socialis_Unknown_1_leaf,Eucalyptus socialis subsp. (socialis|viridans),Unknown,L.J. Pollock,3.23584905660377,3.43,0.106,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_1_1_fruit,E. wimmerensis_Little Desert N_1_fruit,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,NA,NA,NA,29.8,149,5,NA,NA,NA
E. wimmerensis_Little Desert N_1_1_leaf,E. wimmerensis_Little Desert N_1_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.3206106870229,4.35,0.131,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_1_2_leaf,E. wimmerensis_Little Desert N_1_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.93006993006993,5.62,0.143,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_1_3_leaf,E. wimmerensis_Little Desert N_1_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,4.01587301587302,5.06,0.126,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_2_1_leaf,E. wimmerensis_Little Desert N_2_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,2.9390243902439,2.41,0.082,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_2_2_leaf,E. wimmerensis_Little Desert N_2_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,2.98780487804878,2.45,0.082,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_2_3_leaf,E. wimmerensis_Little Desert N_2_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.16993464052288,4.85,0.153,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_3_1_leaf,E. wimmerensis_Little Desert N_3_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,2.64957264957265,3.1,0.117,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_3_2_leaf,E. wimmerensis_Little Desert N_3_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,2.98529411764706,4.06,0.136,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_3_3_leaf,E. wimmerensis_Little Desert N_3_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.55555555555556,3.84,0.108,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_4_1_leaf,E. wimmerensis_Little Desert N_4_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.13815789473684,4.77,0.152,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_4_2_leaf,E. wimmerensis_Little Desert N_4_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.16312056737589,4.46,0.141,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_4_3_leaf,E. wimmerensis_Little Desert N_4_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.26119402985075,4.37,0.134,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_5_1_leaf,E. wimmerensis_Little Desert N_5_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,2.8876404494382,2.57,0.089,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_5_2_leaf,E. wimmerensis_Little Desert N_5_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.10344827586207,1.8,0.058,NA,NA,NA,NA,NA,NA
E. wimmerensis_Little Desert N_5_3_leaf,E. wimmerensis_Little Desert N_5_leaf,Eucalyptus wimmerensis,Little Desert N,L.J. Pollock,3.20979020979021,4.59,0.143,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_1_1_leaf,Mallee Sp. 1_Little Desert N_1_leaf,Eucalyptus,Little Desert N,L.J. Pollock,2.98076923076923,7.75,0.26,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_1_2_leaf,Mallee Sp. 1_Little Desert N_1_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.06106870229008,8.02,0.262,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_1_3_leaf,Mallee Sp. 1_Little Desert N_1_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.178125,10.17,0.32,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_2_1_leaf,Mallee Sp. 1_Little Desert N_2_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.95238095238095,9.13,0.231,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_2_2_leaf,Mallee Sp. 1_Little Desert N_2_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.99588477366255,9.71,0.243,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_2_3_leaf,Mallee Sp. 1_Little Desert N_2_leaf,Eucalyptus,Little Desert N,L.J. Pollock,4.17931034482759,6.06,0.145,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_3_1_leaf,Mallee Sp. 1_Little Desert N_3_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3,17.46,0.582,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_3_2_leaf,Mallee Sp. 1_Little Desert N_3_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.01698113207547,15.99,0.53,NA,NA,NA,NA,NA,NA
Mallee Sp. 1_Little Desert N_3_3_leaf,Mallee Sp. 1_Little Desert N_3_leaf,Eucalyptus,Little Desert N,L.J. Pollock,3.21184510250569,14.1,0.439,NA,NA,NA,NA,NA,NA
Unknown Box_Murrayville S Rd_1_1_fruit,Unknown Box_Murrayville S Rd_1_fruit,Eucalyptus,Murrayville S Rd,L.J. Pollock,NA,NA,NA,21.2,106,5,0.1,4,40
Unknown Mallee_Little Desert N_1_1_fruit,Unknown Mallee_Little Desert N_1_fruit,Eucalyptus,Little Desert N,L.J. Pollock,NA,NA,NA,23.8,119,5,NA,NA,NA
Unknown_Murrayville S Rd_1_1_leaf,Unknown_Murrayville S Rd_1_leaf,Eucalyptus,Murrayville S Rd,L.J. Pollock,2.9037037037037,3.92,0.135,NA,NA,NA,NA,NA,NA
Unknown_Murrayville S Rd_1_2_leaf,Unknown_Murrayville S Rd_1_leaf,Eucalyptus,Murrayville S Rd,L.J. Pollock,3.1304347826087,3.6,0.115,NA,NA,NA,NA,NA,NA
Unknown_Murrayville S Rd_1_3_leaf,Unknown_Murrayville S Rd_1_leaf,Eucalyptus,Murrayville S Rd,L.J. Pollock,3.22340425531915,3.03,0.094,NA,NA,NA,NA,NA,NA
