Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,100 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,90 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Rhynchosia minima,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania brachycarpa,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania brachycarpa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania cannabina var. cannabina,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania cannabina var. cannabina,100 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania cannabina var. cannabina,75 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania chippendalei,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania simpliciuscula,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sesbania simpliciuscula,78 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Smithia conferta,84 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Smithia conferta,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Smithia sensitiva,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Smithia sensitiva,70 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,65 % germination (seeds sown: 49),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 53 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,74 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 25°C; 136 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,75 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,95 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,96 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 12/12; 31°C,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa subsp. australis,80 % germination (seeds sown: 25),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sphaerolobium grandiflorum,100 % germination (seeds sown: 10),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sphaerolobium minus,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Sphaerolobium minus,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona acuticarinata,80 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona acuticarinata,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona adenophylla,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona adenophylla,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona affinis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona affinis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona behriana,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona behriana,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona burkei,100 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona burkei,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona campylantha,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona campylantha,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona campylantha,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona campylantha,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona colutoides,100 % germination (seeds sown: 18),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona colutoides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona colutoides,100 % germination (seeds sown: 49),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 10°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona colutoides,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona dictyocarpa,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona eremaea,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona extrajacens,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona extrajacens,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona extrajacens,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona extrajacens,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona fissimontana,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona fissimontana,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona flavicarinata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona flavicarinata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona formosa,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona formosa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona fuscoviridis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona fuscoviridis,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona laxa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona laxa,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona leeana,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona lessertiifolia,75 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona lessertiifolia,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona lessertiifolia,96 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona microcalyx,76 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 56 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona microphylla,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona microphylla,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona murrayana,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona murrayana,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona oligophylla,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona oligophylla,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona phacoides,100 % germination (seeds sown: 25),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30/15°C (Therm 8/16); 3 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona purpurea,100 % germination (seeds sown: 51),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona queenslandica,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona queenslandica,70 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona rostrata,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona rostrata,90 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona stipularis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona stipularis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona tenuis,100 % germination (seeds sown: 50),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona tephrotricha,75 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona tephrotricha,89 % germination (seeds sown: 19),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona vestita,96 % germination (seeds sown: 48),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona villosa,98 % germination (seeds sown: 51),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 15 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona viridis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Swainsona viridis,100 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Templetonia hookeri,70 % germination (seeds sown: 10),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Templetonia stenophylla,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Templetonia stenophylla,100 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Templetonia stenophylla,90 % germination (seeds sown: 20),"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed. arils removed); 2. scarification (seed coat partially removed with scalpel. seed coat chipped)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia astragaloides,85 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia astragaloides,95 % germination (seeds sown: 20),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia brachyodon,98 % germination (seeds sown: 51),pre-sowing treatments: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia brachyodon var. retinervis,85 % germination (seeds sown: 20),pre-sowing: scarification (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
