Scientific Name,metadata_id,primary_source_id,SLA (mg/mm2),longevity,Height (cm),Seed Dispersal,Seed mass (mg),Growth form,LDMC (mg/g),LDMC (%),Leaf area (mm2)
Agrostis muelleriana ,96,92,6.73,,39.6,,,,395.83,,
Arthropodium fimbriatum  ,96,92,10.16,,,,,,,,
Asperula conferta  ,96,92,15.77,,,,,,,,
Asperula gunnii,96,92,21.8,,43.2,,,,593.75,,
Asperula gunnii,96,92,,,,,,,,,4
Astelia alpina var. novae hollandiae,96,92,,,,,3.088,,,,1307
Astelia alpina var. novae-hollandiae,96,92,9.19,,91.1,,,,226.65,,
Atriplex leptocarpa ,96,92,17,,,,,,,,
Atriplex semibaccata ,96,92,37.95,,,,,,,,
Australopyrum velutinum,96,92,101.03,,106.8,,,,53.57,,
Australopyrum velutinum,96,92,,,,,4.562,,,,381
Austrostipa nodosa  ,96,92,9.87,,,,,,,,
Brachyscome scapigera,96,92,23.31,,17.9,,,,124.18,,
Brachyscome scapigera,96,92,,,,,0.468,,,,145
Brachyscome spathulata,96,92,,,,,0.239,,,,195
Brachysome spatulatha subsp. Spathulata,96,92,22.9,,35.6,,,,71.43,,
Brachysome stolonifera,96,92,7.95,,125.1,,,,364.38,,
Bulbine bulbosa  ,96,92,15.13,,,,,,,,
Calocephalus sonderi  ,96,92,35.11,,,,,,,,
Calotis scabiosifolia  ,96,92,15.2,,,,,,,,
Caltha introloba,96,92,376.37,,35.1,,,,5.1,,
Carex breviculmis,96,92,16.82,,64.4,,,,354.78,,
Carex breviculmis,96,92,,,,,1.035,,,,187
Carex canescens,96,92,,,,,0.542,,,,224
Carex cephalotes,96,92,,,,,0.834,,,,104
Carex gaudichaudiana,96,92,78.53,,100.9,,,,66.67,,
Carex gaudichaudiana,96,92,,,,,0.467,,,,373
Carex hypandra,96,92,,,,,0.616,,,,268
Carpha nivicola,96,92,8.36,,47.5,,,,361.28,,
Celmisia costiniana,96,92,9.66,,88,,,,205.48,,
Celmisia costiniana,96,92,,,,,2.642,,,,429
Celmisia pugioniformis,96,92,17.88,,70.1,,,,118.88,,
Chinogentias muelleriana,96,92,,,,,0.396,,,,87
Chionogentias muelleriana subsp. alpestris,96,92,15.27,,79.8,,,,616.67,,
Chloris truncata  ,96,92,16.51,,,,,,,,
Chrysocephalum apiculatum,96,92,15.35,,,,,,,,
Colobanthus nivicola,96,92,12.05,,11.4,,,,222.86,,
Colobanthus nivicola,96,92,,,,,0.049,,,,5
Colobanthus pulvnatus,96,92,0.46,,23.8,,,,603.33,,
Convolvulus erubescens,96,92,15.97,,,,,,,,
Cotula alpina,96,92,11.86,,14.1,,,,256.92,,
Cotula alpina,96,92,,,,,0.227,,,,54
Craspedia alba,96,92,18.68,,21.3,,,,258.33,,
Craspedia aurantia,96,92,,,,,0.376,,,,414
Craspedia costiniana,96,92,22.9,,95.4,,,,103.43,,
Craspedia costiniana,96,92,,,,,0.646,,,,988
Craspedia lamicola,96,92,20.9,,86.5,,,,112.41,,
Craspedia lamicola,96,92,,,,,1.131,,,,1842
Craspedia maxgrayi,96,92,28.14,,114.5,,,,86.25,,
Craspedia maxgrayi,96,92,,,,,1.396,,,,1433
Crassula decumbens var. decumbens  ,96,92,25,,,,,,,,
Crassula sieberiana,96,92,66.36,,,,,,,,
Daucus glochidiatus  ,96,92,33.96,,,,,,,,
Deyeuxia crassiuscula,96,92,27.24,,68.56,,,,112.5,,
Diplaspis nivis,96,92,21381.27,,12.9,,,,165.31,,
Disphyma crassifolium,96,92,19.55,,,,,,,,
Drosera arcturi,96,92,16.56,,20.9,,,,351.82,,
Drosera peltata subsp. auriculata  ,96,92,8.41,,,,,,,,
Elymus scaber var. scaber  ,96,92,15.59,,,,,,,,
Empodisma minus,96,92,3.71,,146.9,,,,169.29,,
Empodisma minus,96,92,,,,,0.24,,,,no leaves! (bracts)
Enchylaena tomentosa var. tomentosa  ,96,92,24.28,,,,,,,,
Enteropogon acicularis  ,96,92,12.9,,,,,,,,
Epacris microphylla,96,92,,,,,0.012,,,,6
Epilobium gunnianum,96,92,53.74,,191.7,,,,81.63,,
Epilobium gunnianum,96,92,,,,,0.079,,,,174
Epilobium tasmanicum,96,92,,,,,0.045,,,,11
Erigeron bellidiodes,96,92,84.44,,20.3,,,,30.77,,
Erigeron bellidoides,96,92,,,,,0.248,,,,178
Erigeron nitidus,96,92,10,,26.3,,,,378.18,,
Erigeron nitidus,96,92,,,,,0.764,,,,160
Erigeron setosus,96,92,7.7,,4.2,,,,286.67,,
Erigeron setosus,96,92,,,,,0.2,,,,28
Eriochlamys behrii ,96,92,1.79,,,,,,,,
Erodium crinatum ,96,92,65.45,,,,,,,,
Euchiton argentifolius,96,92,25.12,,16.3,,,,405,,
Euchiton argentifolius,96,92,,,,,0.026,,,,42
Euchiton fordianus,96,92,17.9,,19.2,,,,352.5,,
Euchiton fordianus,96,92,,,,,0.087,,,,40
Euchiton nitidulus,96,92,,,,,0.1,,,,9
Euphrasia alsa,96,92,7.04,,43.2,,,,773.33,,
Euphrasia collina subs.glacialis,96,92,29.89,,90,,,,65.42,,
Euphrasia collina var. diversicolor,96,92,9.36,,166,,,,283.33,,
Euphrasia collina var. diversicolor,96,92,,,,,0.275,,,,63
Ewartia nubigena,96,92,,,,,45.893,,,,11
Gonocarpus micranthus subsp. micranthus,96,92,24.37,,1.9,,,,613.64,,
Gonocarpus montanus,96,92,,,,,0.703,,,,28
Goodenia pinnatifida,96,92,5.15,,,,,,,,
Goodenia pusilliflora  ,96,92,34.03,,,,,,,,
Helichrysum scorpioides,96,92,14.63,,90.1,,,,445.29,,
Helichrysum scorpioides,96,92,,,,,0.253,,,,162
Hyalosperma semisterile,96,92,16.76,,,,,,,,
Isoetopsis graminifolia  ,96,92,72.07,,,,,,,,
Leptorhynchos squamatus  ,96,92,10.77,,108.9,,,,373.5,,
Leptorhynchos squamatus  ,96,92,38.29,,,,,,,,
Leptorhynchos tetrachaetus  ,96,92,38.06,,,,,,,,
Leptorynchus squamatus,96,92,,,,,0.114,,,,45
Leucochrysum albicans subsp. alpinum ,96,92,21.57,,66.2,,,,132.35,,
Leucopogon montanus,96,92,,,,,12.201,,,,6
Lomandra micrantha,96,92,2.66,perennial,34.07,,10.2,,,,
Luzula acutifolia subsp. nana,96,92,10.01,,22,,,,422.5,,
Luzula acutifolia subsp. nana,96,92,,,,,0.33,,,,40
Luzula alpestris,96,92,21.86,,200.8,,,,244.44,,
Luzula alpestris,96,92,,,,,0.223,,,,296
Luzula australasica,96,92,7.35,,25.8,,,,429.33,,
Luzula australasica subsp. dura,96,92,,,,,0.257,,,,192
Luzula modesta,96,92,,,,,0.427,,,,466
Lycopogon fastigatum,96,92,,,,,,,,,1
Lythrum hyssopifolia  ,96,92,19.57,,,,,,,,
Maireana decalvans  ,96,92,2.44,,,,,,,,
Maireana enchylaenoides  ,96,92,26.39,,,,,,,,
Maireana excavata  ,96,92,22.5,,,,,,,,
Maireana pentagona  ,96,92,34.75,,,,,,,,
Microseris lanceolata,96,92,19.8,,131.8,,,,137.79,,
Microseris lanceolata,96,92,,,,,3.252,,,,704
Minuria leptophylla  ,96,92,1.99,,,,,,,,
Neopaxia australasica,96,92,14.51,,14.8,,,,160.5,,
Neopaxia australasica,96,92,,,,,0.752,,,,41
Oreomyrrhis ciliata,96,92,10.76,,68,,,,320,,
Oreomyrrhis eriopoda,96,92,9.59,,87.2,,,,241,,
Oreomyrrhis eriopoda,96,92,,,,,4.539,,,,81
Oreomyrrhis pulvinifica,96,92,14.86,,18.1,,,,205.38,,
Oreomyrrhis pulvinifica,96,92,,,,,1.04,,,,42
Oxalis perennans  ,96,92,34.44,,,,,,,,
Parantennaria uniceps,96,92,74.92,,4.8,,,,152.17,,
Plantago alpestris,96,92,,,,,0.417,,,,274
Plantago glacialis,96,92,8.28,,8.5,,,,398.57,,
Plantago glacialis,96,92,,,,,0.24,,,,37
Plantago muelleri,96,92,8.35,,29.1,,,,180.19,,
Plantago varia  ,96,92,28.56,,,,,,,,
Poa costiniana,96,92,5.8,,124.8,,,,366.61,,
Poa costiniana,96,92,,,,,0.198,,,,386
Poa fawcettiae,96,92,61.02,,158.9,,,,115.38,,
Poa fawcettiae,96,92,,,,,0.359,,,,138
Poa hiemata,96,92,,,57.6,,,,0,,
Poa hiemata,96,92,,,,,0.35,,,,57
Poa saxicola,96,92,115.85,,156.1,,,,60,,
Poa saxicola,96,92,,,,,0.97,,,,192
Podocarpus lawrencei,96,92,,,,,14.351,,,,18
Pogonolepis muelleriana  ,96,92,57.25,,,,,,,,
Prasophyllum alpestre,96,92,18.75,,206.2,,,,137.55,,
Prasophyllum alpestre,96,92,,,,,0.013,,,,618
Prasophyllum alpinum,96,92,,,,,0.003,,,,308
Prasophyllum tadgellianum,96,92,22.89,,126.3,,,,133.13,,
Prasophyllum tadgellianum,96,92,,,,,,,,,592
Pratia surrepens s.l.,96,92,10.59,,2.6,,,,860.26,,
Ptilotus exaltatus  ,96,92,2.97,,,,,,,,
Pycnosorus globosus  ,96,92,25.97,,,,,,,,
Ranunculus acrophilus,96,92,51.29,,16,,,,35.29,,
Ranunculus acrophilus,96,92,,,,,1.076,,,,62
Ranunculus anemoneus,96,92,,,,,2.547,,,,5378
Ranunculus anenonemous,96,92,5.88,,196.7,,,,225.44,,
Ranunculus dissectifolius,96,92,,,,,1.748,,,,312
Ranunculus graniticola,96,92,23.23,,36,,,,111.84,,
Ranunculus gunnianus,96,92,9.33,,196.7,,,,177.55,,
Ranunculus millanii,96,92,12.53,,30,,,,278.89,,
Ranunculus muelleri,96,92,9.3,,61.7,,,,203.59,,
Ranunculus niphophilus,96,92,10.47,,30.7,,,,230.98,,
Ranunculus niphophilus,96,92,,,,,1.644,,,,145
Rhagodia candolleana ,96,92,33.11,,,,,,,,
Rhodanthe corymbiflora  ,96,92,38.7,,,,,,,,
Rytidosperma nudiflorum,96,92,45.42,,77.7,,,,63.83,,
Rytidosperma nudiflorum,96,92,,,,,1.275,,,,47
Scleranthus biflorus,96,92,12.28,,11.4,,,,125,,
Scleranthus biflorus,96,92,,,,,0.552,,,,5
Sclerolaena diacantha  ,96,92,13.2,,,,,,,,
Senecio gunnii,96,92,25.6,,278.3,,,,111.68,,
Senecio gunnii,96,92,,,,,0.342,,,,34
Senecio pectinatus var. major,96,92,8.69,,22.9,,,,223.71,,
Senecio pinnatifolius var. pleicephalus,96,92,,,,,0.288,,,,97
Senecio pinnatifolius var. pleiocephalus,96,92,194.42,,191.7,,,,12.35,,
Sida corrugata  ,96,92,38.56,,,,,,,,
Stackhousia pulvinaris,96,92,,,,,2.635,,,,6
Stackhousia pulvinarus,96,92,5.96,,12.6,,,,512.5,,
Swainsona procumbens  ,96,92,18.72,,,,,,,,
Swainsona swainsonioides,96,92,1.8,,,,,,,,
Teucrium racemosum ,96,92,4.93,,,,,,,,
Trisetum spicatum subsp australiense,96,92,,,,,0.377,,,,463
Trisetum spicatum subsp. australiense,96,92,18.54,,194.9,,,,119.34,,
Uncinia sulcata,96,92,19.81,,89.7,,,,200,,
Viola betonicifolia,96,92,,,,,1.365,,,,187
Viola betonicifolia subsp. betonicifolia,96,92,17.18,,31.3,,,,234.32,,
Vittadinia cuneata  ,96,92,3.54,,,,,,,,
Wahlenbergia ceracea,96,92,19.61,,45.2,,,,301.58,,
Wahlenbergia ceracea,96,92,,,,,0.02,,,,140
Wurmbea dioica  ,96,92,24.48,,,,,,,,
Zygophyllum glaucum ,96,92,1.47,,,,,,,,
Juncus subsecundus  ,96,92,6.3,,,,,,,,
Lawrencia squamata,96,92,,,,,0.0248,,,,
Lycium australe,96,92,11.52,,,,,,,,
Plantago euryphylla,96,92,1269.21,,3,,,,196.32,,
Salsola tragus subsp. tragus  ,96,92,8.11,,,,,,,,
Whalleya proluta ,96,92,2.43,,,,,,,,
Acaena sp.,96,92,19.99,,47.3,,,,385,,
Craspedia sp.,96,92,,,,,0.92,,,,506
Austrodanthonia sp.  ,96,92,2.95,,,,,,,,
Avena sp.  ,96,92,20.9,,,,,,,,
Craspedia sp. B ,96,92,15.96,,94.8,,,,199.3,,
Solanum sp.  ,96,92,32.9,,,,,,,,
Melictys sp.,96,92,,,,,12.452,,,,16
Spergularia sp.,96,92,1.44,,,,,,,,
Brachyscome spathulata  ,96,92,,,,,0.239,,,,195
Brachysome spatulatha subsp. spathulata,96,92,22.9,,35.6,,,,71.43,,
Trisetum spicatum subsp. australiense,96,92,,,,,0.377,,,,463
Trisetum spicatum subsp. australiense,96,92,18.54,,194.9,,,,119.34,,
Austrostipa sp.  ,96,92,7.26,,,,,,,,
Isolepis sp.  ,96,92,10.48,,,,,,,,
