Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)"
Gnaphalium involucratum,Asterales,Asteraceae,Gnaphalium,885,0.25,2.72926,4.03E-05,0,1,1
Gnaphalium traversii,Asterales,Asteraceae,Gnaphalium,886,0.1,2.72926,4.03E-05,0,1,1
Gnaphalium umbricola,Asterales,Asteraceae,Gnaphalium,887,0.15,8.4823,4.03E-05,0,0,1
Gompholobium huegelii,Fabales,Fabaceae,Gompholobium,889,1,0.314159,0.00789099,0,0,1
Gonocarpus humilis,Saxifragales,Haloragaceae,Gonocarpus,890,0.3,1.88496,0.0005542,0,0,1
Gonocarpus micranthus,Saxifragales,Haloragaceae,Gonocarpus,891,0.1,1.29591,0.000216,0,0,0
Gonocarpus montanus,Saxifragales,Haloragaceae,Gonocarpus,892,0.15,0.314159,0.0005542,0,0,1
Gonocarpus serpyllifolius,Saxifragales,Haloragaceae,Gonocarpus,893,0.25,0.392699,0.0005542,0,0,1
Gonocarpus tetragynus,Saxifragales,Haloragaceae,Gonocarpus,894,0.3,0.589049,0.0005542,0,0,1
Gonocarpus teucrioides,Saxifragales,Haloragaceae,Gonocarpus,895,0.4,11.781,0.0008924,0,0,0
Goodenia elongata,Asterales,Goodeniaceae,Goodenia,896,0.2,16.4934,0.0015088,0,1,0
Goodenia humilis,Asterales,Goodeniaceae,Goodenia,898,0.1,16.4934,5.16E-05,0,1,0
Goodenia lanata,Asterales,Goodeniaceae,Goodenia,899,0.1,16.4934,0.0018648,0,1,0
Goodenia ovata,Asterales,Goodeniaceae,Goodenia,900,2,16.4934,0.0008784,0,0,0
Goodia lotifolia,Fabales,Fabaceae,Goodia,901,4,7.97179,0.0185876,0,0,0
Grammitis billardierei,Polypodiales,Polypodiaceae,Grammitis,903,0.1,11.781,0.0033,0,0,1
Grammitis magellanica,Polypodiales,Polypodiaceae,Grammitis,906,0.1,11.781,0.0033,0,1,1
Grammitis poeppigiana,Polypodiales,Polypodiaceae,Grammitis,908,0.1,11.781,0.0033,0,1,1
Gratiola nana,Lamiales,Scrophulariaceae,Gratiola,911,0.1,0.259181,4.36E-05,0,0,0
Gratiola pubescens,Lamiales,Scrophulariaceae,Gratiola,913,0.2,1.22522,1.97E-05,0,0,0
Grevillea australis,Proteales,Proteaceae,Grevillea,915,2,1.25664,0.00919257,0,0,0
Gunnera cordifolia,Saxifragales,Haloragaceae,Gunnera,916,0.1,1.73644,0.0035328,0,1,0
Gymnoschoenus sphaerocephalus,Poales,Cyperaceae,Gymnoschoenus,917,0.5,9.81748,0.0007866,0,0,0
Gyrostemon thesioides,Brassicales,Gyrostemonaceae,Gyrostemon,920,0.8,1.09956,0.0006596,0,0,0
Haemodorum distichophyllum,Commelinales,Haemodoraceae,Haemodorum,921,0.1,7.85398,0.00223,0,0,0
Hakea epiglottis,Proteales,Proteaceae,Hakea,924,4,0.785398,0.0045248,0,0,0
Hakea lissosperma,Proteales,Proteaceae,Hakea,925,6,1.1781,0.012996,0,0,0
Hakea microcarpa,Proteales,Proteaceae,Hakea,927,2,0.628319,0.0043948,0,0,0
Hakea nodosa,Proteales,Proteaceae,Hakea,928,4,0.314159,0.0109528,0,0,0
Hakea sericea,Proteales,Proteaceae,Hakea,929,3.8,0.644026,0.0082171,1,1,1
Hakea teretifolia,Proteales,Proteaceae,Hakea,930,3,0.314159,0.0082171,0,0,1
Haloragis heterophylla,Haloragales,Haloragaceae,Haloragis,935,0.5,1.29983,0.0017808,0,1,0
Haloragis myriocarpa,Haloragales,Haloragaceae,Haloragis,936,0.6,0.353429,0.0017808,0,0,1
Haloragis teucrioides,Haloragales,Haloragaceae,Haloragis,937,0.35,2.24624,0.0017808,0,0,1
Helichrysum costatifructum,Asterales,Asteraceae,Helichrysum,944,0.441667,3.49502,0.0003424,1,1,1
Helichrysum dealbatum,Asterales,Asteraceae,Helichrysum,945,0.3,3.49502,0.0003424,0,1,1
Helichrysum leucopsideum,Asterales,Asteraceae,Helichrysum,946,0.5,1.9635,0.0003424,0,0,1
Helichrysum papillosum,Asterales,Asteraceae,Helichrysum,949,0.9,3.49502,0.0003424,0,1,1
Helichrysum pumilum,Asterales,Asteraceae,Helichrysum,950,0.05,3.49502,0.0003424,0,1,0
Helichrysum rutidolepis,Asterales,Asteraceae,Helichrysum,953,0.4,5.02655,0.0003424,0,0,1
Helichrysum scorpioides,Asterales,Asteraceae,Helichrysum,954,0.5,3.49502,0.0003424,0,1,1
Hemarthria uncinata,Poales,Poaceae,Hemarthria,956,1,39.2699,0.00120732,0,0,1
Herpolirion novae-zelandiae,Asparagales,Anthericaceae,Herpolirion,958,0.1,28.106,0.00225,0,1,0
Hibbertia acicularis,Dilleniales,Dilleniaceae,Hibbertia,960,1.5,0.0501869,0.0019938,0,0,1
Hibbertia aspera,Dilleniales,Dilleniaceae,Hibbertia,962,0.6,1.00024,0.0019938,0,1,1
Hibbertia basaltica,Dilleniales,Dilleniaceae,Hibbertia,963,0.2,0.235619,0.0011752,0,0,0
Hibbertia empetrifolia,Dilleniales,Dilleniaceae,Hibbertia,965,1,0.659734,0.0019938,0,0,1
Hibbertia hirsuta,Dilleniales,Dilleniaceae,Hibbertia,967,0.8,0.471239,0.0019938,0,0,1
Hibbertia hirticalyx,Dilleniales,Dilleniaceae,Hibbertia,968,0.7,6.59734,0.0019938,0,0,1
Hibbertia procumbens,Dilleniales,Dilleniaceae,Hibbertia,969,0.2,0.313374,0.0019938,0,0,1
Hibbertia prostrata,Dilleniales,Dilleniaceae,Hibbertia,970,0.2,0.115454,0.0019938,0,0,1
Hibbertia riparia,Dilleniales,Dilleniaceae,Hibbertia,971,1.2,0.622035,0.0019938,0,0,1
Hibbertia sericea,Dilleniales,Dilleniaceae,Hibbertia,973,0.7,0.881217,0.0028124,0,0,0
Hibbertia serpyllifolia,Dilleniales,Dilleniaceae,Hibbertia,974,0.6,0.056156,0.0019938,0,0,1
Hierochloe fraseri,Poales,Poaceae,Hierochloe,977,0.6,12.5664,0.0004848,0,0,0
Hierochloe rariflora,Poales,Poaceae,Hierochloe,978,0.1,15.708,0.00054,0,0,0
Hierochloe redolens,Poales,Poaceae,Hierochloe,979,1,14.1372,0.0006688,0,1,0
Histiopteris incisa,Polypodiales,Dennstaedtiaceae,Histiopteris,980,1.5,5.301437603,0.0033,0,1,1
Hovea heterophylla,Fabales,Fabaceae,Hovea,983,1,1.9635,0.00789099,0,0,1
Hovea linearis,Fabales,Fabaceae,Hovea,984,1.2,5.18363,0.00789099,0,0,1
Hovea longifolia,Fabales,Fabaceae,Hovea,985,3,6.0083,0.00789099,0,0,1
Huperzia australiana,Lycopodiales,Huperziaceae,Huperzia,989,0.3,0.106029,0.0033,0,0,1
Huperzia varia,Lycopodiales,Huperziaceae,Huperzia,990,0.1,0.106029,0.0033,0,1,1
Hyalosperma demissum,Asterales,Asteraceae,Hyalosperma,991,0.02,0.0785398,6.44E-05,0,0,0
Hydatella filamentosa,Nyhmphaeales,Hydatellaceae,Hydatella,992,0.05,0.235619,5.84E-05,0,1,1
Hydrocotyle callicarpa,Apiales,Araliaceae,Hydrocotyle,993,0.08,0.785398,0.0001632,0,0,0
Hydrocotyle capillaris,Apiales,Araliaceae,Hydrocotyle,994,0.05,5.85122,0.0001416,0,1,0
Hydrocotyle hirta,Apiales,Araliaceae,Hydrocotyle,997,0.05,4.90874,0.000198,0,0,0
Hydrocotyle muscosa,Apiales,Araliaceae,Hydrocotyle,999,0.05,0.785398,0.0001676,0,0,1
Hydrocotyle pterocarpa,Apiales,Araliaceae,Hydrocotyle,1001,0.1,19.635,0.0001676,0,0,1
Hydrocotyle sibthorpioides,Apiales,Araliaceae,Hydrocotyle,1002,0.1,3.14159,0.0001676,0,0,1
Hydrorchis orbicularis,Asparagales,Orchidacae,Hydrorchis,1004,0.25,1.9635,1.24E-05,0,0,1
Hymenanthera dentata,Violales,Violaceae,Hymenanthera,1005,4,3.90186,0.000600267,0,1,1
Hymenophyllum australe,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1006,0.2,6.28319,0.0033,0,0,1
Hymenophyllum cupressiforme,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1007,0.09,24.74,0.0033,0,0,1
Hymenophyllum flabellatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1008,0.25,10.8123,0.0033,0,1,1
Hymenophyllum marginatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1009,0.035,10.8123,0.0033,0,1,1
Hymenophyllum peltatum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1010,0.1,1.41372,0.0033,0,0,1
Hymenophyllum rarum,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,1011,0.15,10.8123,0.0033,0,1,1
Hypericum gramineum,Malpighiales,Hypericaceae,Hypericum,1012,0.4,3.04551,3.20E-05,0,1,0
Hypericum japonicum,Malpighiales,Hypericaceae,Hypericum,1013,0.15,3.04551,3.20E-05,0,1,1
Hypolaena fastigiata,Poales,Restionaceae,Hypolaena,1014,0.65,6.02139,0.0044236,0,1,0
Hypolepis amaurorachis,Polypodiales ,Dennstaedtiaceae,Hypolepis,1015,0.6,7.068583471,0.0033,0,1,1
Hypolepis rugosula,Polypodiales ,Dennstaedtiaceae,Hypolepis,1019,1.2,4.71238898,0.0033,0,1,1
Hypoxis glabella,Asparagales,Hypoxidaceae,Hypoxis,1020,0.1,3.53429,0.000158,0,1,1
Hypoxis hygrometrica,Asparagales,Hypoxidaceae,Hypoxis,1021,0.2,1.5708,0.000158,0,0,1
Hypoxis vaginata,Asparagales,Hypoxidaceae,Hypoxis,1022,0.2,5.49779,0.000158,0,0,0
Indigofera australis,Fabales,Fabaceae,Indigofera,1024,2.5,2.82743,0.0053768,0,0,0
Isoetes gunnii,Isoetales,Isoetaceae,Isoetes,1028,0.1,7.068583471,0.0033,0,1,1
Isoetopsis graminifolia,Asterales,Asteraceae,Isoetopsis,1031,0.05,0.785398,0.0006236,0,0,0
Isolepis alpina,Poales,Cyperaceae,Isolepis,1032,0.248,3.77646,0.0001024,1,1,0
Isolepis aucklandica,Poales,Cyperaceae,Isolepis,1033,0.12,3.77646,0.0001364,0,1,0
Isolepis cernua,Poales,Cyperaceae,Isolepis,1034,0.2,1.88496,0.0001542,0,0,1
Isolepis crassiuscula,Poales,Cyperaceae,Isolepis,1035,0.248,3.77646,0.0002064,1,1,0
Isolepis fluitans,Poales,Cyperaceae,Isolepis,1036,0.1,3.77646,0.0001276,0,1,0
Isolepis hookeriana,Poales,Cyperaceae,Isolepis,1039,0.12,3.77646,0.0001542,0,1,1
Isolepis inundata,Poales,Cyperaceae,Isolepis,1040,0.5,3.92699,8.40E-05,0,0,0
Isolepis marginata,Poales,Cyperaceae,Isolepis,1042,0.1,0.785398,0.0002316,0,0,0
Isolepis montivaga,Poales,Cyperaceae,Isolepis,1043,0.04,0.314159,0.0002,0,0,0
Isolepis nodosa,Poales,Cyperaceae,Isolepis,1044,1,15.708,0.0001542,0,0,1
Isolepis platycarpa,Poales,Cyperaceae,Isolepis,1045,0.2,3.77646,0.0001452,0,1,0
Isolepis subtilissima,Poales,Cyperaceae,Isolepis,1049,0.1,0.0392699,0.0001542,0,0,1
Isophysis tasmanica,Asparagales,Iridaceae,Isophysis,1052,0.2,3.14159,0.0006604,0,0,0
Isopogon ceratophyllus,Proteales,Proteaceae,Isopogon,1053,1,1.9635,0.0023636,0,0,0
Isotoma fluviatilis,Campanulales,Lobeliaceae,Isotoma,1054,0.1,0.753982,4.08E-05,0,0,0
Juncus amabilis,Poales,Juncaceae,Juncus,1056,1.1,23.7604,8.00E-06,0,1,0
Juncus antarcticus,Poales,Juncaceae,Juncus,1057,0.1,23.7604,4.00E-05,0,1,0
Juncus astreptus,Poales,Juncaceae,Juncus,1058,1,23.7604,1.30E-05,0,1,0
Juncus australis,Poales,Juncaceae,Juncus,1059,1,23.5619,1.00E-05,0,0,0
Juncus bassianus,Poales,Juncaceae,Juncus,1060,1,23.7604,1.63E-05,0,1,0
Juncus bufonius,Poales,Juncaceae,Juncus,1061,0.2,1.5708,3.60E-05,0,0,0
Juncus caespiticius,Poales,Juncaceae,Juncus,1062,0.55,23.7604,2.92E-05,0,1,0
Juncus curtisiae,Poales,Juncaceae,Juncus,1063,0.05,23.7604,1.76E-05,0,1,0
Juncus falcatus,Poales,Juncaceae,Juncus,1064,0.35,5.49779,2.68E-05,0,0,0
Juncus filicaulis,Poales,Juncaceae,Juncus,1065,0.45,4.24115,1.93E-05,0,0,1
Juncus gregiflorus,Poales,Juncaceae,Juncus,1067,1.4,32.9867,1.20E-05,0,0,0
Juncus holoschoenus,Poales,Juncaceae,Juncus,1068,0.75,14.7262,1.33E-05,0,0,0
Juncus kraussii,Poales,Juncaceae,Juncus,1069,1.5,23.5619,4.30E-05,0,0,0
Juncus pallidus,Poales,Juncaceae,Juncus,1070,1.35,53.0144,1.44E-05,0,0,0
Juncus pauciflorus,Poales,Juncaceae,Juncus,1071,0.85,13.3518,2.67E-05,0,0,0
Juncus planifolius,Poales,Juncaceae,Juncus,1072,0.6,9.42478,2.14E-05,0,0,0
Juncus procerus,Poales,Juncaceae,Juncus,1074,1.45,113.883,9.30E-06,0,0,0
Juncus ratkowskyanus,Poales,Juncaceae,Juncus,1075,0.806364,23.7604,1.93E-05,1,1,1
Juncus revolutus,Poales,Juncaceae,Juncus,1076,0.3,3.06305,1.93E-05,0,0,1
Juncus sandwithii,Poales,Juncaceae,Juncus,1077,0.14,0.659734,1.93E-05,0,0,1
Juncus sarophorus,Poales,Juncaceae,Juncus,1078,1.7,42.7257,1.48E-05,0,0,0
Juncus subsecundus,Poales,Juncaceae,Juncus,1079,0.9,14.1372,6.66E-06,0,0,0
Juncus vaginatus,Poales,Juncaceae,Juncus,1080,1,23.7604,9.20E-06,0,1,0
Kennedia prostrata,Fabales,Fabaceae,Kennedia,1082,0.1,7.21216,0.0176412,0,1,0
Kunzea ambigua,Myrtales,Myrtaceae,Kunzea,1083,4,0.141372,0.000736163,0,0,1
Lachnagrostis aemula,Poales,Poaceae,Lachnagrostis,1084,0.6,32.9867,0.0001672,0,0,1
Lachnagrostis billardierei,Poales,Poaceae,Lachnagrostis,1085,0.5,25.1327,0.0001672,0,0,1
Lachnagrostis filiformis,Poales,Poaceae,Lachnagrostis,1087,0.7,19.2423,0.0001672,0,0,0
Lachnagrostis punicea,Poales,Poaceae,Lachnagrostis,1089,0.65,5.10509,0.0001672,0,0,1
Lachnagrostis scabra subsp scabra,Poales,Poaceae,Lachnagrostis,1092,0.75,4.71239,0.0001672,0,0,1
Lagarostrobos franklinii,Pinales,Podocarpaceae,Lagarostrobos,1093,20,0.0235619,0.00177688,0,0,1
Lagenifera gracilis,Asterales,Asteraceae,Lagenifera,1094,0.2,12.5664,0.000401868,0,0,1
Lagenifera huegelii,Asterales,Asteraceae,Lagenifera,1095,0.1,9.42478,0.000401868,0,0,1
Lagenifera stipitata,Asterales,Asteraceae,Lagenifera,1097,0.1,23.5619,0.000401868,0,0,1
Lagenophora stipitata,Asterales,Asteraceae,Lagenophora,1101,0.934724,11.8909,0.000401868,1,1,1
Lasiopetalum macrophyllum,Malvales,Malvaceae,Lasiopetalum,1104,3,71.4712,0.0015092,0,0,0
Lasiopetalum micranthum,Malvales,Malvaceae,Lasiopetalum,1105,0.5,7.06858,0.0013596,0,0,0
Lastreopsis acuminata,Polypodiales,Dryopteridaceae,Lastreopsis,1106,0.6,53.01437603,0.0033,0,1,1
Laxmannia orientalis,Asparagales,Anthericaceae,Laxmannia,1110,0.15,1.1781,0.0003429,0,0,0
Lemna disperma,Arales,Lemnaceae,Lemna,1115,0.05,0.0628319,0.0033,0,0,1
Leontodon taraxacoides subsp taraxacoides,Asterales,Asteraceae,Leontodon,1117,0.4,20.0277,0.000401868,0,0,1
Lepidium hyssopifolium,Brassicales,Brassicaceae,Lepidium,1121,0.5,0.785398,0.0002732,0,0,0
Lepidium pseudotasmanicum,Brassicales,Brassicaceae,Lepidium,1122,0.4,0.785398,0.0002096,0,1,0
Lepidosperma concavum,Poales,Cyperaceae,Lepidosperma,1123,0.6,23.5619,0.004926,0,0,0
Lepidosperma curtisiae,Poales,Cyperaceae,Lepidosperma,1124,0.2,3.14159,0.003092,0,0,1
Lepidosperma elatius,Poales,Cyperaceae,Lepidosperma,1126,1.8,157.08,0.003092,0,0,1
Lepidosperma ensiforme,Poales,Cyperaceae,Lepidosperma,1127,2.5,75.4296,0.0016484,0,1,0
Lepidosperma filiforme,Poales,Cyperaceae,Lepidosperma,1128,1,7.85398,0.003092,0,0,1
Lepidosperma gladiatum,Poales,Cyperaceae,Lepidosperma,1130,3,314.159,0.003092,0,0,1
Lepidosperma globosum,Poales,Cyperaceae,Lepidosperma,1131,0.5,75.4296,0.003092,0,1,1
Lepidosperma gunnii,Poales,Cyperaceae,Lepidosperma,1132,0.4,7.85398,0.003092,0,0,1
Lepidosperma inops,Poales,Cyperaceae,Lepidosperma,1133,0.25,75.4296,0.003092,0,1,1
Lepidosperma laterale,Poales,Cyperaceae,Lepidosperma,1134,1,62.8319,0.0027016,0,0,0
Lepidosperma longitudinale,Poales,Cyperaceae,Lepidosperma,1135,2,157.08,0.003092,0,0,1
Lepidosperma neesii,Poales,Cyperaceae,Lepidosperma,1136,0.8,12.5664,0.003092,0,0,1
Lepidosperma oldfieldii,Poales,Cyperaceae,Lepidosperma,1137,0.8,8.16814,0.003092,0,0,1
Lepilaena cylindrocarpa,Potamogetonales,Potamogetonaceae,Lepilaena,1140,0.25,18.9805,0.000166,0,1,0
Leptecophylla divaricata,Ericales,Ericaceae,Leptecophylla,1145,0.9,0.213628,0.023933,0,1,0
Leptecophylla juniperina,Ericales,Ericaceae,Leptecophylla,1146,5,0.213628,0.0244452,0,0,0
Leptinella filicula,Asterales,Asteraceae,Leptinella,1149,0.1,5.89049,0.000401868,0,0,1
Leptinella longipes,Asterales,Asteraceae,Leptinella,1150,0.1,12.5664,0.000401868,0,0,1
Leptinella reptans,Asterales,Asteraceae,Leptinella,1151,0.1,9.42478,0.000401868,0,0,1
Leptocarpus brownii,Poales,Restionaceae,Leptocarpus,1152,0.5,7.85398,0.0003396,0,0,1
Leptocarpus tenax,Poales,Restionaceae,Leptocarpus,1153,1.3,10.2102,0.0003396,0,0,0
Leptoceras menziesii,Asparagales,Orchidacae,Leptoceras,1154,0.275778,14.937,1.24E-05,1,1,1
Leptomeria drupacea,Santalales,Santalaceae,Leptomeria,1155,2.5,0.00785398,0.0044688,0,0,0
Leptomeria glomerata,Santalales,Santalaceae,Leptomeria,1156,0.3,0.00785398,0.0044688,0,0,1
Leptorhynchos linearis,Asterales,Asteraceae,Leptorhynchos,1158,0.4,1.09956,0.0001172,1,1,1
Leptorhynchos squamatus,Asterales,Asteraceae,Leptorhynchos,1160,0.4,1.09956,0.0001172,0,0,0
Leptospermum glaucescens,Myrtales,Myrtaceae,Leptospermum,1161,18,0.628319,0.0003206,0,0,0
Leptospermum grandiflorum,Myrtales,Myrtaceae,Leptospermum,1162,5,0.785398,0.0003352,0,0,0
Leptospermum laevigatum,Myrtales,Myrtaceae,Leptospermum,1163,5,2.35619,0.00017971,0,0,1
Leptospermum lanigerum,Myrtales,Myrtaceae,Leptospermum,1164,18,0.628319,0.00020028,0,0,0
Leptospermum nitidum,Myrtales,Myrtaceae,Leptospermum,1165,12,0.628319,8.60E-05,0,0,0
Leptospermum riparium,Myrtales,Myrtaceae,Leptospermum,1166,4,0.785398,0.0001528,0,0,0
Leptospermum rupestre,Myrtales,Myrtaceae,Leptospermum,1167,1.5,0.188496,8.38E-05,0,0,0
Leptospermum scoparium,Myrtales,Myrtaceae,Leptospermum,1168,5,1.20951,7.93E-05,0,0,0
Lepyrodia tasmanica,Poales,Restionaceae,Lepyrodia,1170,1.22857,6.02139,0.0014557,1,1,1
Leucophyta brownii,Asterales,Asteraceae,Leucophyta,1173,1,1.31947,0.0001176,0,0,0
Leucopogon australis,Ericales,Ericaceae,Leucopogon,1174,2,6.67588,0.0097476,0,0,0
Leucopogon collinus,Ericales,Ericaceae,Leucopogon,1175,0.6,0.254469,0.0066578,0,0,1
Leucopogon ericoides,Ericales,Ericaceae,Leucopogon,1176,2,0.294524,0.0066578,0,0,1
Leucopogon hookeri,Ericales,Ericaceae,Leucopogon,1178,0.5,0.180642,0.0066578,0,0,1
Leucopogon milliganii,Ericales,Ericaceae,Leucopogon,1180,0.4,1.32143,0.0066578,0,1,1
Leucopogon montanus,Ericales,Ericaceae,Leucopogon,1181,1.26667,1.32143,0.0066578,1,1,1
Leucopogon parviflorus,Ericales,Ericaceae,Leucopogon,1183,5,1.92423,0.003568,0,0,0
Leucopogon pilifer,Ericales,Ericaceae,Leucopogon,1184,0.1,0.0714712,0.0066578,0,0,1
Leucopogon stuartii,Ericales,Ericaceae,Leucopogon,1185,0.3,0.188496,0.0066578,0,0,1
Leucopogon virgatus,Ericales,Ericaceae,Leucopogon,1186,0.5,0.981748,0.0066578,0,0,1
Libertia pulchella,Asparagales,Iridaceae,Libertia,1187,0.3,49.2557,0.000684,0,1,0
Lilaeopsis polyantha,Apiales,Apiaceae,Lilaeopsis,1188,0.3,20.6717,0.0012588,0,1,1
Lindsaea linearis,Polypodiales,Lindsaeaceae,Lindsaea,1192,0.1,28.2743,0.0033,0,0,1
Linum albidum,Malpighiales,Linaceae,Linum,1195,1,3.04551,0.0007476,1,1,1
Linum marginale,Malpighiales,Linaceae,Linum,1196,1,3.04551,0.0007476,0,1,0
Liparophyllum gunnii,Asterales,Menyanthaceae,Liparophyllum,1197,0.85,71.4712,0.000425371,1,1,1
Lissanthe montana,Ericales,Ericaceae,Lissanthe,1198,1,0.267035,0.0013994,1,1,1
Lissanthe strigosa,Ericales,Ericaceae,Lissanthe,1199,1,0.267035,0.0013994,0,0,0
Lobelia alata,Asterales,Lobeliaceae,Lobelia,1201,0.575,7.2453,2.57E-05,1,1,1
Lobelia anceps,Asterales,Lobeliaceae,Lobelia,1202,0.5,12.5664,1.43E-05,0,0,0
Lobelia gibbosa,Asterales,Lobeliaceae,Lobelia,1203,0.65,1.92423,3.70E-05,0,0,0
Logfia gallica,Asterales,Asteraceae,Logfia,1207,0.934724,11.8909,0.000401868,1,1,1
Lomandra longifolia,Asparagales,Lomandraceae,Lomandra,1208,1,58.9049,0.0107209,0,0,0
Lomandra nana,Asparagales,Lomandraceae,Lomandra,1209,1,58.9049,0.0107209,1,1,1
Lomatia polymorpha,Proteales,Proteaceae,Lomatia,1210,4,4.39823,0.0379501,0,0,1
Lomatia tinctoria,Proteales,Proteaceae,Lomatia,1211,1.5,2.74889,0.0379501,0,0,1
Lotus corniculatus var tenuifolius,Fabales,Fabaceae,Lotus,1214,0.6,7.21216,0.00789099,0,1,1
Luzula australasica,Poales,Juncaceae,Luzula,1220,0.35,11.781,0.0004872,0,0,1
Luzula densiflora,Poales,Juncaceae,Luzula,1222,0.3,7.85398,0.0003668,0,0,0
Luzula flaccida,Poales,Juncaceae,Luzula,1223,0.4,14.1372,0.0006076,0,0,0
Luzula meridionalis,Poales,Juncaceae,Luzula,1224,0.3,11.3097,0.0004872,0,1,1
Luzula modesta,Poales,Juncaceae,Luzula,1225,0.5,10.9956,0.0004872,0,0,1
Luzula novae-cambriae,Poales,Juncaceae,Luzula,1226,0.3,11.781,0.0004872,0,0,1
Lycopodiella diffusa,Lycopodiales,Lycopodiaceae,Lycopodiella,1228,0.5,0.019635,0.0033,1,1,1
Lycopodiella lateralis,Lycopodiales,Lycopodiaceae,Lycopodiella,1229,0.5,0.019635,0.0033,0,1,1
Lycopodium deuterodensum,Lycopodiales,Lycopodiaceae,Lycopodium,1231,1,0.019635,0.0033,0,0,1
Lycopodium fastigiatum,Lycopodiales,Lycopodiaceae,Lycopodium,1232,0.1,0.019635,0.0033,0,1,1
Lycopodium scariosum,Lycopodiales,Lycopodiaceae,Lycopodium,1233,0.05,0.019635,0.0033,0,1,1
Lythrum hyssopifolia,Myrtales,Lythraceae,Lythrum,1238,0.6,12.6139,6.44E-05,0,1,1
Lythrum salicaria,Myrtales,Lythraceae,Lythrum,1239,1.5,12.6139,6.44E-05,0,1,0
Mazus pumilio,Lamiales,Phrymaceae,Mazus,1241,1.24286,9.68985,0.000719505,1,1,1
Melaleuca ericifolia,Myrtales,Myrtaceae,Melaleuca,1245,7,0.149226,3.96E-05,0,0,0
Melaleuca gibbosa,Myrtales,Myrtaceae,Melaleuca,1246,3,0.188496,7.72E-05,0,0,0
Melaleuca pustulata,Myrtales,Myrtaceae,Melaleuca,1247,2.5,0.0942478,4.03E-05,0,0,0
Melaleuca squamea,Myrtales,Myrtaceae,Melaleuca,1248,6,0.282743,0.0002692,0,0,0
Melaleuca squarrosa,Myrtales,Myrtaceae,Melaleuca,1249,15,0.659734,0.000174,0,0,0
Melilotus indica,Fabales,Fabaceae,Melilotus,1252,0.2,1.5708,0.00789099,0,0,1
Mentha australis,Lamiales,Lamiaceae,Mentha,1254,0.1,1.88496,0.0001576,0,1,0
Mentha diemenica,Lamiales,Lamiaceae,Mentha,1255,0.1,1.88496,0.0001576,0,0,1
Micrantheum hexandrum,Malpighiales,Picrodendraceae,Micrantheum,1256,2,0.353429,0.0057196,0,0,0
Micrantheum serpentinum,Malpighiales,Picrodendraceae,Micrantheum,1257,3,0.125664,0.0026192,0,0,0
Microcachrys tetragona,Pinales,Podocarpaceae,Microcachrys,1258,0.3,0.00785398,0.00265696,0,0,0
Microlaena stipoides,Poales,Poaceae,Microlaena,1259,0.7,8.18651,0.0021252,0,1,1
Microlaena tasmanica,Poales,Poaceae,Microlaena,1260,0.7,8.18651,0.0021252,1,1,0
Microseris lanceolata,Asterales,Asteraceae,Microseris,1261,0.4,35.3429,0.0014208,0,0,0
Microsorum pustulatum,Polypodiales,Polypodiaceae,Microsorum,1263,0.1,53.40707511,0.0033,0,1,1
Microtis parviflora,Asparagales,Orchidaceae,Microtis,1266,0.5,14.7073,1.40E-06,0,1,1
Microtis rara,Asparagales,Orchidaceae,Microtis,1267,0.5,14.7073,1.40E-06,0,1,1
Microtis unifolia,Asparagales,Orchidaceae,Microtis,1268,0.6,14.7073,1.40E-06,0,1,0
Milligania densiflora,Liliales,Liliaceae,Milligania,1269,0.5,58.9049,0.000356,0,0,0
Milligania lindoniana,Liliales,Liliaceae,Milligania,1271,0.4,37.6991,0.0002576,0,0,0
Millotia tenuifolia,Asterales,Asteraceae,Millotia,1275,0.1,0.11781,0.0002952,0,0,0
Mimulus repens,Lamiales,Scrophulariaceae,Mimulus,1276,0.2,0.11781,0.000166678,0,0,1
Mitrasacme archeri,Gentianales,Loganiaceae,Mitrasacme,1279,0.05,0.166897,6.92E-05,0,1,1
Mitrasacme montana,Gentianales,Loganiaceae,Mitrasacme,1280,0.1,0.166897,6.92E-05,0,1,1
Mitrasacme pilosa,Gentianales,Loganiaceae,Mitrasacme,1281,0.05,0.235619,6.92E-05,0,0,0
Mitrasacme serpyllifolia,Gentianales,Loganiaceae,Mitrasacme,1282,0.1,0.0981748,6.92E-05,0,0,1
Monotoca elliptica,Ericales,Ericaceae,Monotoca,1283,8,1.08385,0.0021584,0,0,0
Monotoca empetrifolia,Ericales,Ericaceae,Monotoca,1284,0.4,0.11781,0.0018188,0,0,1
Monotoca glauca,Ericales,Ericaceae,Monotoca,1285,7,1.32732,0.0014792,0,0,0
Monotoca linifolia,Ericales,Ericaceae,Monotoca,1286,2,0.188496,0.0018188,0,0,1
Monotoca scoparia,Ericales,Ericaceae,Monotoca,1287,2,0.376991,0.0018188,0,0,1
