taxon_name,trait_name,value_type,value,unit,notes,,observation_id,original_name,value_original,leaf,form,original_text
Lavandula dentata,leaf_width,maximum,8,mm,good,,1557,Lavandula dentata,8,"leaves sessile, oblong rarely linear-oblanceolate, 1.5-4 x 0.3-0.8 cm, pectinate-pinnatifid to pinnatidentate, with rounded lobes with recurved margins, slightly fleshy.","perennial shrubs to 80 cm high, muchbranched, with branches first quadrangular becoming terete and woody, woolly to sometimes villous with branched hairs;","Description: Perennial shrubs to 80 cm high, much-branched, with branches first quadrangular becoming terete and woody, woolly to sometimes villous with branched hairs; leaves sessile, oblong rarely linear-oblanceolate, 1.5-4 x 0.3-0.8 cm, pectinate-pinnatifid to pinnatidentate, with rounded lobes with recurved margins, slightly fleshy.Inflorescence a dense thyrse on a peduncle 10-25 cm long, with sessile cymose part-inflorescences largely hidden by bracts, ovate to almost orbicular, truncate to acute, bluish-purple turning greyish-green in fruit, with all about equally long 8-12 mm; sepals almost completely connate, 13-veined, 5-6 mm long, with 4-6 anterior teeth and posterior one with a transversely oblong clasping apical appendage; corolla salverform to narrowly funnel-shaped, i.e. the tube is slightly broadened in the upper third around the anthers, slightly zygomorphic with anterior lobes scarcely shorter, 1-10 mm long, hairy on exposed surfaces outside and in the upper third of the corolla tube, with limb bluish-purple and tube white tinged blue toward the apex; stamens inserted above the middle of the corolla tube, with filaments longer than the anthers, hairy; anthers broadly elliptic to almost orbicular in surface view, hairy and more or less interlocking around the style, included; ovary on a thick disc, deeply 4-lobed with a short style inserted near the base, with a stigma swollen, 2-lobed, purple, included.Mericarps broadly oblong-elliptic in surface view, c. 1.5 mm long, centripetally compressed and a flat triangle in section, with an attachment scar at the base, densely pusticulate."
Lavandula stoechas,leaf_length,minimum,10,mm,good,,1558,Lavandula stoechas,10,"leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.","perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs;","Description: Perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs; leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.Inflorescence a dense thyrse on a peduncle 1-3 cm long, with sessile cymose part-inflorescences hidden by the bracts which are contiguous, rhombic-obovate, 6-10 mm long, green below, elliptic, 12-25 mm long, a deep bluish-purple at the apex; sepals almost completely connate, 13-veined, 4-6 mm long, with 4 anterior teeth or lobes and a dorsal one being continued into a crescent-shaped appendage; corolla narrowly funnel-shaped, slightly zygomorphic, with anterior lobes scarcely shorter and narrower, 7-8 mm long, hairy on exposed surfaces outside and in the upper throat of the corolla tube; with a limb usually dark-purple and tube white tinged blue towards the apex; stamens inserted above the middle of the corolla tube, with filaments just longer than the anthers, hairy, with anthers broadly elliptic to almost orbicular in surface view, hairy and more or less interlocking around the style, included; ovary on a thick disc, deeply 4-lobed with a stout style inserted near the base, with a stigma swollen, 2-lobed, purple, included.Mericarps broadly oblong-elliptic in surface view, 1.5-2 mm long, centripetally compressed and forming a flat triangle in section, with the attachment scar at the base, densely pusticulate."
Lavandula stoechas,leaf_length,maximum,30,mm,good,,1558,Lavandula stoechas,30,"leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.","perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs;","Description: Perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs; leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.Inflorescence a dense thyrse on a peduncle 1-3 cm long, with sessile cymose part-inflorescences hidden by the bracts which are contiguous, rhombic-obovate, 6-10 mm long, green below, elliptic, 12-25 mm long, a deep bluish-purple at the apex; sepals almost completely connate, 13-veined, 4-6 mm long, with 4 anterior teeth or lobes and a dorsal one being continued into a crescent-shaped appendage; corolla narrowly funnel-shaped, slightly zygomorphic, with anterior lobes scarcely shorter and narrower, 7-8 mm long, hairy on exposed surfaces outside and in the upper throat of the corolla tube; with a limb usually dark-purple and tube white tinged blue towards the apex; stamens inserted above the middle of the corolla tube, with filaments just longer than the anthers, hairy, with anthers broadly elliptic to almost orbicular in surface view, hairy and more or less interlocking around the style, included; ovary on a thick disc, deeply 4-lobed with a stout style inserted near the base, with a stigma swollen, 2-lobed, purple, included.Mericarps broadly oblong-elliptic in surface view, 1.5-2 mm long, centripetally compressed and forming a flat triangle in section, with the attachment scar at the base, densely pusticulate."
Lavandula stoechas,leaf_width,minimum,2,mm,good,,1558,Lavandula stoechas,2,"leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.","perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs;","Description: Perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs; leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.Inflorescence a dense thyrse on a peduncle 1-3 cm long, with sessile cymose part-inflorescences hidden by the bracts which are contiguous, rhombic-obovate, 6-10 mm long, green below, elliptic, 12-25 mm long, a deep bluish-purple at the apex; sepals almost completely connate, 13-veined, 4-6 mm long, with 4 anterior teeth or lobes and a dorsal one being continued into a crescent-shaped appendage; corolla narrowly funnel-shaped, slightly zygomorphic, with anterior lobes scarcely shorter and narrower, 7-8 mm long, hairy on exposed surfaces outside and in the upper throat of the corolla tube; with a limb usually dark-purple and tube white tinged blue towards the apex; stamens inserted above the middle of the corolla tube, with filaments just longer than the anthers, hairy, with anthers broadly elliptic to almost orbicular in surface view, hairy and more or less interlocking around the style, included; ovary on a thick disc, deeply 4-lobed with a stout style inserted near the base, with a stigma swollen, 2-lobed, purple, included.Mericarps broadly oblong-elliptic in surface view, 1.5-2 mm long, centripetally compressed and forming a flat triangle in section, with the attachment scar at the base, densely pusticulate."
Lavandula stoechas,leaf_width,maximum,5,mm,good,,1558,Lavandula stoechas,5,"leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.","perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs;","Description: Perennial shrubs rarely to 80 cm high, more or less branched, with branches vaguely quadrangular becoming terete and woody, woolly with short branched hairs; leaves sessile, linear-elliptic to linear-oblanceolate, 1-3 x 0.2-0.5 cm, with a smooth recurved margin, almost membranous.Inflorescence a dense thyrse on a peduncle 1-3 cm long, with sessile cymose part-inflorescences hidden by the bracts which are contiguous, rhombic-obovate, 6-10 mm long, green below, elliptic, 12-25 mm long, a deep bluish-purple at the apex; sepals almost completely connate, 13-veined, 4-6 mm long, with 4 anterior teeth or lobes and a dorsal one being continued into a crescent-shaped appendage; corolla narrowly funnel-shaped, slightly zygomorphic, with anterior lobes scarcely shorter and narrower, 7-8 mm long, hairy on exposed surfaces outside and in the upper throat of the corolla tube; with a limb usually dark-purple and tube white tinged blue towards the apex; stamens inserted above the middle of the corolla tube, with filaments just longer than the anthers, hairy, with anthers broadly elliptic to almost orbicular in surface view, hairy and more or less interlocking around the style, included; ovary on a thick disc, deeply 4-lobed with a stout style inserted near the base, with a stigma swollen, 2-lobed, purple, included.Mericarps broadly oblong-elliptic in surface view, 1.5-2 mm long, centripetally compressed and forming a flat triangle in section, with the attachment scar at the base, densely pusticulate."
Lawrencia glomerata,plant_height,maximum,0.3,m,good,,1564,Lawrencia glomerata,0.3,"leaves oblanceolate or obovate or obovate-cuneate or flabelliform, flat, toothed chiefly towards the apex, the blade usually 10-20 mm long, on distinct petioles 2-25 mm long;","stellate-pubescent green-leafed softly woody shrubs, usually branching at the base, with erect or ascending stems, 10-30 cm high;","Description: Stellate-pubescent green-leafed softly woody shrubs, usually branching at the base, with erect or ascending stems, 10-30 cm high; leaves oblanceolate or obovate or obovate-cuneate or flabelliform, flat, toothed chiefly towards the apex, the blade usually 10-20 mm long, on distinct petioles 2-25 mm long; stipules subulate to lanceolate, to 4 mm long.Flowers bisexual, few in the axils of leaves often along most of the length of the stems, often in condensed spike-like inflorescences with reduced bract-like leaves towards stem and branch apices, sessile; calyx pubescent, divided more than half-way into obovate acute or subacuminate segments, 3-6 mm long; petals greenish or yellowish, entire, a little longer than the sepals, obovate; styles 5, united only at the base, terete; ovary 5-celled, glabrous.Fruit glabrous, comprising 3-angled mericarps surmounted by a cone made up of their connivent points, reticulate on their backs and honeycombed on their adjacent sides."
Lawrencia squamata,leaf_length,minimum,3,mm,good,,1566,Lawrencia squamata,3,"leaves fleshy but sometimes channelled above, sessile but tapering to the base, obovate to oblong-lanceolate, obtuse or with a few apical teeth, 3-10 mm long.",low rigid shrub often 50-100 cm high;,"Description: Low rigid shrub often 50-100 cm high; branches often somewhat intricate and often the smaller rather bluntly spine-tipped, glabrous with stellate hairs or fimbriate peltate scales; leaves fleshy but sometimes channelled above, sessile but tapering to the base, obovate to oblong-lanceolate, obtuse or with a few apical teeth, 3-10 mm long.Flowers dioecious, 1 to few in leaf axils or leaf fascicles, subsessile; calyx peltate- to stellate-scaly, broad-campanulate, with 5 deltoid teeth, 2-4 mm long; petals c. 1 mm longer than the calyx, spreading distally, elliptic, cream-yellow; carpels and style branches 2-5 often 3; fruit of usually 1 fertile 1-seeded carpel."
Lawrencia squamata,leaf_length,maximum,10,mm,good,,1566,Lawrencia squamata,10,"leaves fleshy but sometimes channelled above, sessile but tapering to the base, obovate to oblong-lanceolate, obtuse or with a few apical teeth, 3-10 mm long.",low rigid shrub often 50-100 cm high;,"Description: Low rigid shrub often 50-100 cm high; branches often somewhat intricate and often the smaller rather bluntly spine-tipped, glabrous with stellate hairs or fimbriate peltate scales; leaves fleshy but sometimes channelled above, sessile but tapering to the base, obovate to oblong-lanceolate, obtuse or with a few apical teeth, 3-10 mm long.Flowers dioecious, 1 to few in leaf axils or leaf fascicles, subsessile; calyx peltate- to stellate-scaly, broad-campanulate, with 5 deltoid teeth, 2-4 mm long; petals c. 1 mm longer than the calyx, spreading distally, elliptic, cream-yellow; carpels and style branches 2-5 often 3; fruit of usually 1 fertile 1-seeded carpel."
Laxmannia sessiliflora,plant_height,maximum,0.08,m,good,,1567,Laxmannia sessiliflora,0.08,"leaves subulate, 1-3 cm long, mostly in tufts, with scarious sheaths ciliate or woolly on the margins.","small perennial, with wiry slender usually branched stems, 3-8 cm high;","Description: Small perennial, with wiry slender usually branched stems, 3-8 cm high; leaves subulate, 1-3 cm long, mostly in tufts, with scarious sheaths ciliate or woolly on the margins.Flowers few, sessile in axillary heads which are shorter than the subtending leaves, the heads sessile or on short recurved penduncles and surrounded by an involucre of small scarious bracts, the inner bracts white and woolly at the base; perianth-segments 6, c. 4 mm long, the 3 inner white and ovate.Capsule globular, enclosed in the persistent perianth; seeds black, granular."
Lepidium monoplocoides,leaf_length,minimum,15,mm,good,,1579,Lepidium monoplocoides,15,"leaves narrow-linear, 1.5-5 (rarely to 10) cm long, pinnatisect to entire.","annual herbs, erect, 15-20 cm tall, glabrous to scabrous with small tubercules;","Description: Annual herbs, erect, 15-20 cm tall, glabrous to scabrous with small tubercules; leaves narrow-linear, 1.5-5 (rarely to 10) cm long, pinnatisect to entire.Sepals to 1 mm long; petals rudimentary or absent; stamens 4, median.Silicula broad-ovate to circular, 4.5-5.5 mm long, 4-4.5 mm wide, uniformly winged around the margin, attenuate-acute at the apex forming a deep narrow notch; pedicels spreading, 2-3 mm long, flattened; seeds ellipsoid, c. 2 mm long."
Lepidosperma canescens,plant_height,maximum,1,m,good,,1592,Lepidosperma canescens,1,"leaves cylindrical or somewhat biconvex and more or less grooved on the inner face, 1.5-2 mm wide, some or all reduced to the sheaths.",,"Description: Stems slender, 25-100 cm high, cylindrical or nearly so, 1.25-1.75 mm wide, (stouter and stiffer than in L. semiteres); leaves cylindrical or somewhat biconvex and more or less grooved on the inner face, 1.5-2 mm wide, some or all reduced to the sheaths.Panicle often reduced to a simple or branched spike, 3-6 cm long, the branches erect or nearly so; spikelets distinct, 5-7 mm long, more or less hoary; lower glumes more or less obtuse and mucronate, the upper more acute and acuminate.Nut obovoid, 2-3 x 1-1.3 mm, brown, often shiny; the style base rather prominent, cup-like, produced into 3 whitish longitudinal ribs reaching to the base; scales acuminate, with ciliate points, one-third to half as long as the nut."
Lepidosperma carphoides,leaf_length,minimum,15,mm,good,,1593,Lepidosperma carphoides,15,leaves compressed or angular but similarly grooved;,,"Description: Stems filiform, 20-40 cm high, rigid, grooved on one side otherwise cylindrical, 0.5-0.75 mm wide; leaves compressed or angular but similarly grooved; particle black, 1.5-3 cm long, with an often zig-zag rhachis.The short partial spikes usually fan-shaped; bracts prominently awned; spikelets close together, 8-14 mm long; glumes acuminate or mucronate or shortly awned from just below the tip.Nut obovoid-pyriform, c. 4 x 2 mm, brown to reddish-brown, shiny; the style base prominent, cup-like, whitish, produced into 3 brown longitudinal ribs reaching the base; scales prominent, acuminate, coffee-brown, with minutely ciliolate points, about one-third rarely to half as long as the nut."
Lepidosperma carphoides,leaf_length,maximum,30,mm,good,,1593,Lepidosperma carphoides,30,leaves compressed or angular but similarly grooved;,,"Description: Stems filiform, 20-40 cm high, rigid, grooved on one side otherwise cylindrical, 0.5-0.75 mm wide; leaves compressed or angular but similarly grooved; particle black, 1.5-3 cm long, with an often zig-zag rhachis.The short partial spikes usually fan-shaped; bracts prominently awned; spikelets close together, 8-14 mm long; glumes acuminate or mucronate or shortly awned from just below the tip.Nut obovoid-pyriform, c. 4 x 2 mm, brown to reddish-brown, shiny; the style base prominent, cup-like, whitish, produced into 3 brown longitudinal ribs reaching the base; scales prominent, acuminate, coffee-brown, with minutely ciliolate points, about one-third rarely to half as long as the nut."
Lepidosperma carphoides,plant_height,maximum,0.4,m,good,,1593,Lepidosperma carphoides,0.4,leaves compressed or angular but similarly grooved;,,"Description: Stems filiform, 20-40 cm high, rigid, grooved on one side otherwise cylindrical, 0.5-0.75 mm wide; leaves compressed or angular but similarly grooved; particle black, 1.5-3 cm long, with an often zig-zag rhachis.The short partial spikes usually fan-shaped; bracts prominently awned; spikelets close together, 8-14 mm long; glumes acuminate or mucronate or shortly awned from just below the tip.Nut obovoid-pyriform, c. 4 x 2 mm, brown to reddish-brown, shiny; the style base prominent, cup-like, whitish, produced into 3 brown longitudinal ribs reaching the base; scales prominent, acuminate, coffee-brown, with minutely ciliolate points, about one-third rarely to half as long as the nut."
Lepidosperma concavum,plant_height,maximum,0.6,m,good,,1594,Lepidosperma concavum,0.6,"leaves usually as long as the stems, 3-6 mm wide.",,"Description: Stems solid, less than 6 mm wide, flat or concave on one side, to 60 cm high; leaves usually as long as the stems, 3-6 mm wide.Panicle 4-7 cm long, with densely aggregated spikelets, the lowest branch about equal to or shorter than its subtending bract; glumes lanceolate to oblong, minutely pubescent.Nut ovoid- to obovoid-pyriform, obtuse and abruptly apiculate, cuneate to a wide base, rather dull, brown, c. 2 x 1 mm, indistinctly crowned by the cup-like base of the style; scales prominent, fleshy, acute to acuminate, straw-coloured, a third rarely half as long as the nut, the outer narrow-oblong and shorter than the obovate-acuminate inner ones."
Lepidosperma congestum,plant_height,maximum,0.5,m,good,,1595,Lepidosperma congestum,0.5,"leaves similar, somewhat viscid at the margins of the sheaths.",,"Description: Stems 15-50 cm high, flat or slightly convex on one side, 3-5 mm broad, the edges acute, slightly scabrous; leaves similar, somewhat viscid at the margins of the sheaths.Panicle narrow, dense, sometimes interrupted towards the base, 3-8 cm long, 1-2 cm broad; lowest bract half as long or sometimes as long as the panicle, all the bracts pungent-pointed, the upper ones long-awned; spikelets 4-5 mm long; lower glumes mucronate or shortly awned, the upper acutely acuminate.Nut ovoid, umbilicate, shortly cuneate, c. 2.5 x 1.2 mm, olive-green, shiny, distinctly crowned by the white cup-like base of the style, produced into 3 longitudinal ribs reaching the base; hypogynous scales conspicuous, fleshy, fimbriate, straw-coloured, to a quarter as long as the nut."
Lepidosperma gladiatum,plant_height,maximum,1,m,good,,1596,Lepidosperma gladiatum,1,leaves similar but flatter.,,"Description: Stems rigid, over 1 m high, 8-20 mm broad, biconvex with sharp edges; leaves similar but flatter.Panicle dense, thick, or the lower branches spreading, 4-15 cm long; spikelets pale-brown, 6-8 mm long, with or without a barren flower below the fertile one.Nut ovoid, subacute, very shortly cuneate into a short stipe, c. 3 x 1.5 mm, irregularly wrinkled, straw-coloured distally, brown basally, shiny; scales spongy, acute to acuminate, white, to about a third of the length of the nut."
Lepidosperma laterale,plant_height,maximum,1,m,good,,1597,Lepidosperma laterale,1,leaves similar.,,"Description: Stems 40-100 cm high, 2-7 mm wide, flat or one side somewhat concave, with very sharp edges; leaves similar.Panicle narrow, loose, 6-20 cm long; branches erect, the lowest whorl 5-12 cm long; lowest bract much shorter than the panicle; spikelets not clustered, 4-8 mm long, with 1 barren flower below the fertile 1, 2 or rarely 3; glumes 6, rigid, acuminate.Nut obovoid-pyriform, truncate, long-cuneate to a wide stipe, c. 4 x 2 mm, wrinkled, light-chocolate-brown, shiny; the tip at the base of the style indistinct, white; glumes acuminate; scales distinct, spongy, lanceolate, about a quarter to a third as long as the nut."
Lepidosperma longitudinale,leaf_length,minimum,100,mm,good,,1598,Lepidosperma longitudinale,100,leaves similar;,,"Description: Stems 60-100 mm high, 6-8 mm broad, strongly biconvex with narrow acute edges; leaves similar; particle 10-30 cm long, rather narrow, the lowest subtending bract 4-10 cm long.Spikelets 2-3-flowered, brown, 6-7 mm long, densely crowded along the erect branches, sometimes forming distinct clusters.Nut narrow-ovoid, acute, long-cuneate to the wide base, c. 3 x 1.5 mm, irregularly wrinkled, light-brown to brown, shiny, cup at the base of the style indistinct, straw-coloured; scales distinct, spongy, ovate, ovate-lanceolate, a quarter to half as long as the nut."
Lepidosperma longitudinale,leaf_length,maximum,300,mm,good,,1598,Lepidosperma longitudinale,300,leaves similar;,,"Description: Stems 60-100 mm high, 6-8 mm broad, strongly biconvex with narrow acute edges; leaves similar; particle 10-30 cm long, rather narrow, the lowest subtending bract 4-10 cm long.Spikelets 2-3-flowered, brown, 6-7 mm long, densely crowded along the erect branches, sometimes forming distinct clusters.Nut narrow-ovoid, acute, long-cuneate to the wide base, c. 3 x 1.5 mm, irregularly wrinkled, light-brown to brown, shiny, cup at the base of the style indistinct, straw-coloured; scales distinct, spongy, ovate, ovate-lanceolate, a quarter to half as long as the nut."
Lepidosperma longitudinale,plant_height,maximum,0.1,m,good,,1598,Lepidosperma longitudinale,0.1,leaves similar;,,"Description: Stems 60-100 mm high, 6-8 mm broad, strongly biconvex with narrow acute edges; leaves similar; particle 10-30 cm long, rather narrow, the lowest subtending bract 4-10 cm long.Spikelets 2-3-flowered, brown, 6-7 mm long, densely crowded along the erect branches, sometimes forming distinct clusters.Nut narrow-ovoid, acute, long-cuneate to the wide base, c. 3 x 1.5 mm, irregularly wrinkled, light-brown to brown, shiny, cup at the base of the style indistinct, straw-coloured; scales distinct, spongy, ovate, ovate-lanceolate, a quarter to half as long as the nut."
Lepidosperma semiteres,leaf_length,minimum,1,mm,good,,1599,Lepidosperma semiteres,1,"leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.",,"Description: Stems 30-100 cm high, c. 1 mm wide, angular or strongly biconvex, with narrow acute more or less scabrous edges; leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.Panicle reduced to a simple or usually branched spike, 2-6 cm long; bracts short; spikelets distinct from one another, 6-8 mm long; lower glumes obtuse, mucronate, upper more acute and acuminate.Nut oblong-ovoid, retuse or apiculate, shortly cuneate into a distinct short and wide stipe, c. 4 x 1.5 mm, straw-coloured and wrinkled or olive-green and smooth, shiny, distinctly crowned by a whitish cup which is produced into 3 more or less distinct longitudinal white ribs reaching to the base; scales conspicuous, ovate-lanceolate, acuminate, spongy, white, nearly half as long as the nut."
Lepidosperma semiteres,leaf_length,maximum,1.5,mm,good,,1599,Lepidosperma semiteres,1.5,"leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.",,"Description: Stems 30-100 cm high, c. 1 mm wide, angular or strongly biconvex, with narrow acute more or less scabrous edges; leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.Panicle reduced to a simple or usually branched spike, 2-6 cm long; bracts short; spikelets distinct from one another, 6-8 mm long; lower glumes obtuse, mucronate, upper more acute and acuminate.Nut oblong-ovoid, retuse or apiculate, shortly cuneate into a distinct short and wide stipe, c. 4 x 1.5 mm, straw-coloured and wrinkled or olive-green and smooth, shiny, distinctly crowned by a whitish cup which is produced into 3 more or less distinct longitudinal white ribs reaching to the base; scales conspicuous, ovate-lanceolate, acuminate, spongy, white, nearly half as long as the nut."
Lepidosperma semiteres,plant_height,maximum,1,m,good,,1599,Lepidosperma semiteres,1,"leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.",,"Description: Stems 30-100 cm high, c. 1 mm wide, angular or strongly biconvex, with narrow acute more or less scabrous edges; leaves much flatter, flexible, 1-1.5 mm wide, striate, sometimes reduced to points.Panicle reduced to a simple or usually branched spike, 2-6 cm long; bracts short; spikelets distinct from one another, 6-8 mm long; lower glumes obtuse, mucronate, upper more acute and acuminate.Nut oblong-ovoid, retuse or apiculate, shortly cuneate into a distinct short and wide stipe, c. 4 x 1.5 mm, straw-coloured and wrinkled or olive-green and smooth, shiny, distinctly crowned by a whitish cup which is produced into 3 more or less distinct longitudinal white ribs reaching to the base; scales conspicuous, ovate-lanceolate, acuminate, spongy, white, nearly half as long as the nut."
Lepidosperma tortuosum,leaf_width,maximum,1.5,mm,good,,1600,Lepidosperma tortuosum,1.5,"leaves biconvex, sometimes channelled, to 1.5 mm wide;",,"Description: Stems to 30 cm high, slender and often curved, 0.7-1 mm wide, biconvex, with acute finely scabrous margins, more or less striate or channelled; leaves biconvex, sometimes channelled, to 1.5 mm wide; bract shorter or longer than the inflorescence.Panicle reduced to a short quasi-lateral spike with a flexuous rhachis; spikelets 2-5, sessile, close together, 6-8 mm long, often curved; lower glumes broadly emarginate and mucronate, the upper ones obtuse, the uppermost acuminate.Nut c. 2.5 mm long, with the style base rather distinct; scales thinner than in other species, acute, glabrous, rather less than half the length of the nut."
Lepidosperma tortuosum,plant_height,maximum,0.3,m,good,,1600,Lepidosperma tortuosum,0.3,"leaves biconvex, sometimes channelled, to 1.5 mm wide;",,"Description: Stems to 30 cm high, slender and often curved, 0.7-1 mm wide, biconvex, with acute finely scabrous margins, more or less striate or channelled; leaves biconvex, sometimes channelled, to 1.5 mm wide; bract shorter or longer than the inflorescence.Panicle reduced to a short quasi-lateral spike with a flexuous rhachis; spikelets 2-5, sessile, close together, 6-8 mm long, often curved; lower glumes broadly emarginate and mucronate, the upper ones obtuse, the uppermost acuminate.Nut c. 2.5 mm long, with the style base rather distinct; scales thinner than in other species, acute, glabrous, rather less than half the length of the nut."
Lepidosperma viscidum,plant_height,maximum,0.5,m,good,,1601,Lepidosperma viscidum,0.5,leaves similar but slightly wider.,more or less viscid;,"Description: More or less viscid; stems 20-50 cm high, thin and nearly flat or one side convex, with resinous very scabrous brown margins, 3-5 mm wide; leaves similar but slightly wider.Panicle narrow, 4-15 cm long, the lowest bract variable in length, the upper ones shorter and not prominent, branches few, short, erect; spikelets 4-6 mm long, densely crowded all along the branches, forming spike-like oblong clusters; glumes obtuse, shortly mucronate.Nut oblong-ovate to oblong-obovate, subacute, cuneate to the narrow base, 2.5-3 x 1.2-1.5 mm, straw-coloured, rather dull, the cup-like tip slightly bulging, brownish; scales distinct, ovate, spongy, whitish, less than a quarter of the length of the nut."
Althenia cylindrocarpa,leaf_length,minimum,20,mm,changed,,1604,Lepilaena cylindrocarpa,10,,,
Althenia cylindrocarpa,leaf_length,maximum,80,mm,good,,1604,Lepilaena cylindrocarpa,80,,,
Althenia cylindrocarpa,leaf_width,minimum,0.1,mm,good,,1604,Lepilaena cylindrocarpa,0.1,,,
Althenia cylindrocarpa,leaf_width,maximum,0.2,mm,good,,1604,Lepilaena cylindrocarpa,0.2,,,
Althenia cylindrocarpa,plant_height,maximum,0.15,m,good,,1604,Lepilaena cylindrocarpa,0.25,,,
Althenia marina,leaf_length,minimum,20,mm,good,,1605,Lepilaena marina,20,,,
Althenia marina,leaf_length,maximum,30,mm,changed,,1605,Lepilaena marina,50,,,
Althenia marina,leaf_width,minimum,0.3,mm,changed,,1605,Lepilaena marina,0.2,,,
Althenia marina,leaf_width,maximum,0.4,mm,changed,,1605,Lepilaena marina,0.5,,,
Althenia marina,plant_height,maximum,0.05,m,changed,,1605,Lepilaena marina,0.1,,,
Althenia patentifolia,leaf_length,minimum,10,mm,good,,1606,Lepilaena patentifolia,10,,,
Althenia patentifolia,plant_height,maximum,0.75,m,good,,1606,Lepilaena patentifolia,0.75,,,
Althenia preissii,leaf_length,minimum,10,mm,good,,1607,Lepilaena preissii,10,,,
Althenia preissii,leaf_length,maximum,80,mm,good,,1607,Lepilaena preissii,80,,,
Althenia preissii,leaf_width,minimum,0.1,mm,good,,1607,Lepilaena preissii,0.1,,,
Althenia preissii,leaf_width,maximum,0.2,mm,good,,1607,Lepilaena preissii,0.2,,,
Althenia preissii,plant_height,maximum,0.2,m,changed,,1607,Lepilaena preissii,0.5,,,
Dinebra neesii,plant_height,maximum,1,m,"can't verify, but keep",,1609,Leptocarpus brownii,1,,,
Leptocarpus tenax,plant_height,maximum,1,m,good,,1610,Leptocarpus tenax,1,NA,,"Description: Stems simple, 50 cm to 1 m high with dark appressed sheathing bracts 5-10 mm long at intervals.Male spikelets c. 3 mm long, numerous in a loose panicle, reddish-brown, often drooping; glumes obtuse; perianth-segments hyaline, obtuse, c. 1 mm long; female spikelets erect, c. 10 mm long, almost sessile, in a dense erect panicle, the lowest branch often distant; glumes acuminate, with spreading-erect points; the 2 outer perianth-segments complicate and winged on the keel, longer than the 4 inner ones, the 2 innermost flat and hyaline."
Leptospermum lanigerum,leaf_length,minimum,3,mm,remove,,1623,Leptospermum lanigerum,3,"leaves oblong to narrowly oblanceolate, from a few to 15 mm long, usually grey-pubescent at least on the lower surface, the margins usually recurved, the apex tapering rather abruptly to a short pungent poin.","tall shrub to 5 m or more high, the young stems closely pubescent;","Description: Tall shrub to 5 m or more high, the young stems closely pubescent; leaves oblong to narrowly oblanceolate, from a few to 15 mm long, usually grey-pubescent at least on the lower surface, the margins usually recurved, the apex tapering rather abruptly to a short pungent poin.Flowers c. 15 mm diam., borne at the ends of short densely leafy side-shoots; bracts broad, pale-brown and tending to persist about the flowers; hypanthium usually densely villous, broad above a short narrow base; sepals 2-4 mm long, deltoid to long-deltoid; petals very broadly obovate, white; stamens c. 3 mm long; ovary usually 5-celled, with c. 50 ovules in 4-6 rows in each cell.Fruit 5-10 mm diam., persistent, the outer surface papery and flaking but ultimately woody; fertile seeds c. 2.5 mm long, narrowly linear-cuneate, their surface longitudinally striate."
Leucojum aestivum,plant_height,maximum,0.6,m,"remove, scape",,1626,Leucojum aestivum,0.6,"leaves 30-50 cm long, 10-15 mm broad;",,"Description: Bulb ovoid, c. 2.5 cm diam.; leaves 30-50 cm long, 10-15 mm broad; scape to 60 cm high; spathe 1, 4-5 cm long.Flowers usually 3-7 in a l-sided umbel; perianth-segments 14-18 mm long, white tipped with green.Capsule pear-shaped."
